1	iktɪ̞ʲik
йолвара	joɫvaɾa
йолварня	joɫla
йолварнявуй	joɫvarŋavuj
йолвашудо	jɑɫvˈaʃudˈa
йолваҥаш	jɔɫvɑŋɑʃ
йолваҥмаш	lbanmaːʃ
йолваҥме	jɯɫvɑnmɯ
йолваҥше	joɫvamʂa
йолвондо	jɔɫfʊ̞ntɑ
йолвун	jɔɫvun
йолвундаш	jɔɫɢʊ̞ndɑʂ
йолвундаш йымалне лияш	joɫ wundɑʂ jɯ̞mɑɫ næ̹lʲɛ jɑʃ
йолвундашысе	joɫwundɑʃɯ̞sʊ̞
йолвундо	joɫbuːdɯ
йолвурган	joɫvoɾʁɑn
йолвурго	joɫvoɾði
йолвургылу	lulvurguɫum
йолвургысо	jɒlvurqiˈzsɒ
йолга	jɯ̞ɫgɑ
йолгалтараш	joɫgɑɫtäɾɑʃ
йолгалтарымаш	iʊ̞ɫgäɑɫtɑrɑmɑʂ
йолгалтарыме	jau̯gɑɫtɑrɑma
йолгалтарыше	joɫgɑɫtɑrɯ̞ʂɯ̞
йолгалташ	elgaltaɾz
йолгалтмаш	jɯ̞ɫgɑɫtmɑʂ
йолгалтме	jˈulgˈaʊtmɯ
йолгалтше	bʲoɫgaltʂɛ
йолгаш	jɔɫgɑʃ
йолгашта	elgˈaʃˈtˈa
йолге	jɑʏgɪ̞
йолге-вуйге	joɫgɛbujge
йолге-кидге	ɪ̞ɫgʲɪki̠tgɪ̞
йолген	jʊ̞ɫgɪ̞m
йолго	jɯ̞ɫgɯ̞
йолгокла	lɯɫbɯklaɾ
йолгопа	jɒˈlgɒpaˈ
йолгопасе	æjɔɫgɔpɑsʊ
йолгорнетым	jɑɫgʊ̞rʲnætʊ̞m
йолгорно	iɔɫgɔrna
йолгорным	jɯɫgornɯm
йолгорнысо	jɔɫgɔɾnɯz
йолгуп	jɯ̞u�̞gu
йолгурык	jɔgʊrˈʌk
йолгурыкысо	joɫgʊ̞rʊ̞ksʊ̞
йолгыжалташ	lgaʒaltaz
йолгыжалтмаш	lgaʒɑɫtmɑʃ
йолгыжалтме	jɯ̞w̜gʊ̞ʒɑɫ
йолгыжалтше	jɔɫgaʒaɫtʃɛ
йолгыжаш	ləɣ̞aɾ
йолгыжмаш	lgɯ̞ʐmɑʂ
йолгыжмо	joɫgɑʒma
йолгыжшо	joɫgʊ̞ʂʊ̞
йолгыза	jɔɫgɑˈzɑ
йолгыкташ	jʊ̞ɫgʊ̞ktɑʂ
йолгымаш	jɯ̞ɫgʊ̞mɑʂ
йолгымо	ɯ̞ɫgʊ̞mɯ̞
йолгышо	lʊ̞ʂ
йолгӱч	joɫgytʃ
йолдаган	ʁʊ̞ɫdɑgɑn
йолдаганлу	eld̪agãnluɾ
йолдаш	ðənes
йолдошкалтыш	jʊ̞ɫdʊ̞ʃkɑɑɫdɯ̞ʃ
йолдымандаш	jɔɫdɯmɑnˈdaːʃ
йолдымандымаш	lɫdɯmɑnˈdamɑʃ
йолдымандыме	jɯɫdɯmɑnˈdɯmɯ
йолдымандыше	jɯ̞w̜dɯ̞rmɑnʊ̞ʊ̞ʂ
йолдымаш	ɯ̞ɫdɑmäɾ
йолдымо	jɔɫdɑmɯ
йолдыр	joɫdɯ̞r
йолдыргаш	jʊ̞ɫdɯ̞rgɑʂ
йолдырге	joɫdɑrɣa
йолдыргымаш	jʊ̞ɫdɯ̞rgʊ̞mɑʂ
йолдыргымо	lədargama
йолдыргышо	joɫdɯ̞rgʊ̞ʂʊ̞
йолдыртаташ	jʊ̞ɫdɑtʊ̞ʂ
йолдырташ	i̠o̞ɫdʊ̞rtäʂ
йолдышо	joɫdaʃa
йолем	lɛn
йолемым	lɛmam
йолет	lɛ
йолетым	ɛ
йолешке	ˈɔfɚʃ
йолжо	joɫʲdʐa
йолжым	lɛʃtʃɔm
йолзак	jɔɫˈza
йолйыжыҥ	joʲirʐa
йолкопа	ɟɔɟɔpa
йолкопаже	ɟʝaɫkɔpaɾ
йолкын	l
йолкыналташ	lɯnɑɫtaɾʃ
йолкыналтмаш	jɔɫqinɑltmɑʃ
йолкыналтме	jɔɫqinɑɫqmɯ
йолкыналтше	oɫkənˈɑtʃa
йолкынан	ljokanɑn
йолкынаш	ɯ̞jɯ̞ɫkɯ̞nɑʃ
йолкындараш	ɯ̞ɫkʊ̞ndɑrɑʂ
йолкындарымаш	iʊ̞ɫkɯ̞ndɑrʊ̞mɑʂ
йолкындарыме	ɟalkondarama
йолкындарыше	jɑɫkɑndaɾaʃːɯ
йолкынен	jɯɫqɯnɯn
йолкынлалташ	lqnɫaɫtɑʂ
йолкынлалтмаш	lqɨlmɫastmas
йолкынлалтме	jɔɫkɑnɫau̯tmɛ
йолкынлалтше	jɔvkɔnɫau̯tʃ
йолкынланаш	jʊ̞ɫkʊ̞nɫɑnɑʂ
йолкынланымаш	wkɯnɫanɯmda
йолкынланыме	jɔɫqinɫɑnɑmɯ
йолкынланыше	elkɯnlɑnɯʃ
йолла-вуйла	jˈulˈɑvliwˈɛt
йолла-мучашла	jɯ̞uɫɑmutʃɑʂɫɑ
йоллаже	lˈʌʒˈɛ
йоллажым	jɯɫːɑʒɯm
йолланже	joɫɯ̞nʒɯ̞
йоллаш	ɫæʃ
йоллымаш	jɔɫːɯmaʃ
йоллымо	lɑmɑn
йоллышо	lɛʃɛ
йолмӱшкыр	jɯ̞ɫmʏ̞ʃkɯ̞r
йолмӱшкырысӧ	jɒlmyʃkɒɾɒsiˈ
йолопка	ɫopka
йолорва	lurva
йолоржа	lʊ̞rʒɑ
йолпун	jɯ̞ɫpɯ̞
йолт	jo
йолт-йолт	jɔɫjɔːɫ
йолташ	jʊ̞ɫtɑʂ
йолташ-влакнам	joɫtɑʃɯvɫɑkɯnɑm
йолташ-влакшым	joɫtɑʂwɫäɑkʂɯ̞m
йолташаҥаш	i̠jʊ̞ɫtɑʂʊ̞ŋgɑʂ
йолташем	ltaʃɛn
йолташем унала толшаш.	xo el t̪e sẽm ũn elat̪ ke ses
йолташем-влак	joɫtɑʂɪ̞mvɫɑk
йолташет	lt̪aʃet̪
йолташлан	ʲːoltaʂɫo
йолташле	jʊ̞ɫtɑʃɫæ
йолташлык	tɪ̞jjoltæɑʃɫʊ̞k
йолташыже	jaɫtaʂɨmɨ
йолташыжлан	joɫkaʂaʐɨɫan
йолташыжым	joɫtaʂajon
йолташым	ɯ̞ɫdɑʂɯ̞m
йолткаш	joɫˈkɑʃ
йолтке	lokt̪e
йолткыкташ	lcwkt̪aʃ
йолткымаш	l
йолткымо	bʲijɯɫkɯ̞mɑɾ
йолткышо	jɒutqɒʃi
йолтошкалтыш	eɣ̞ʝt̪oskalt̪ɐs
йолчием	jɯɫtʃiːjɯm
йолчиеман	joʊ˨˩˦ʈmɑŋ˥˩
йолчиемже	jɔɫtʃiɣim
йолшакляка	joɫʃɑkɫjɑkɑ
йолшарча	lɛʃa
йолшудо	joʂuta
йолшӱм	jɔʃɯm
йолшӱма	jɯzʃɯma
йолъече	lɛn
йолъечызе	jɔɫujeˈtʃɯzɯn
йолым	lɯm
йолымбак	ˈjɑˈlɯmbaːk
йолымбал	lɯmbɑl
йолын	jɔɫɯ̞n
йолысо	lɛs
йолышкемак	lɯ̞ʃkʲemɑ
йолышталташ	lwɫɯ̞ʃtɑɫkɑʂ
йолышталтмаш	jɑɫɑʃtɑltmɑʃ
йолышталтме	jɯ̞ɫʊ̞ʂtɑʊ̞
йолышталтше	jɔɫɯ̞ʃtɑɫʲtʃ
йолыштат	jɯɫɯ̞ʂtɑ
йолышташ	jʊɫʊ̞ʃtɑʂ
йолыштедаш	jɑɫɑʃtɛdɑʃ
йолыштен	jɔɫɯ̞ʃtɪ̞n
йолыштман	jɯ̞ɫʊ̞ʂtmɑn
йолыштнеже	jalasnɛɣ̞e
йолышто	lɯʃ
йолыштыде	jɯ̞ɫʊ̞ʂtʊ̞dɯ̞
йолыштыжо	joɫɯ̞ʂtaʐa
йолыштыман	lɯʃtɯˈmɑn
йолыштымаш	jɔɫɯ̞ʃtɯ̞mäɾʃ
йолыштымаште	jɯ̞ɫɯ̞ʂtʊ̞mɑʂ
йолыштымо	lɯztaˈmɯ
йолыштыш	lɯʃtɯɾ
йолыштышо	lɛʃtɑʃɯ
йолӱштыш	ɯzɯɫɯɯʃtɯɾ
йомак	jɯ̞mɑk
йомак-влакым	jomakvaɫakam
йомак-шамыч	lʲomakʂamɨtʃ
йомакетым	jumakijatɯm
йомакзе	jomakza
йомакланаш	jomokɫɑnɑʃ
йомакланымаш	xomeklãnlamez
йомакланыме	bʲirmækɫanɯ̞mɯ̞
йомакланыше	jomokɫanɨʐ
йомаклаш	jʊ̞mɑkɫɑʃ
йомаклет	jˈumˈʌklɪç
йомаклымаш	lɑklɑmaʃ
йомаклыме	jɔmɑkɫɑmɑ
йомаклыше	bijomɑqlɯz
йомакче	lɯzmɯtʃ
йомакым	ɪˈomɑːkæm
йомакымат	jamɑkɑmat
йомакысе	ljɑmɑkɫæsɯ
йомалше	jomɑːɫ
йомарт	lʊmɑr
йомартланаш	mʊ̞rtɫɑnɑʂ
йомартландара	mətɯpɯdɯra
йомартландараш	əjomɑɾvɑʁɑrɑʃ
йомартландарымаш	jomɑrtɫɯ̞ndɑrʊ̞mbɑʂ
йомартландарыме	ɛmɑrtɫɑndɑrɑmɑ
йомартландарыше	jomartɫantaraʂʲa
йомартланыде	jʊ̞mɑrtɯ̞ɫänɯ̞dɪ̞
йомартланымаш	jmartɫäːnɯmaːʃ
йомартланыме	bʲigʊ̞mɑrtɫämɯ̞
йомартланыше	ɛtʃɛmartɫonatɨ
йомартле	eʲəmaːrtɫɯ̞
йомартлын	jˈəmmˈaɾtlɯn
йомаш	jɑmɑʃ
йомдаралташ	lɛndærɑɫtas
йомдаралтын	lʲmðarɯaltɯn
йомдараш	jũndɑɾaʃ
йомдаре	iʏmdär
йомдареда	jomðaɾɛda
йомдарем	jomdɑrɯm
йомдарен	jɯ̞mdɑrɛn
йомдаренат	jondarʲenat
йомдареныт	jømdɑrɛn
йомдарет	jʏ̞mdɑræ
йомдаршым	jondɒrʃˈɒm
йомдарыде	jɯ̞mdɑrʊ̞dæ
йомдарыдегече	jõŋdaradɛki
йомдарыдымашын	jʊ̞mdɑrɑtǎmaʃɯ̞n
йомдарыдыме	jomdɑɾtɯmɯ
йомдарыкташ	lʲomdɑrɯ̞tːɑʂ
йомдарыман	jʏ̞mdɑrɯ̞mɑn
йомдарымаш	jʊ̞mdɑrɯ̞mɑʂ
йомдарыме	jomdɑrɑma
йомдарымыла	jundærɯmɫæ
йомдарыш	jɔmdarɯs
йомдарышан	i̠o̞ndɑrʊ̞ʂɑn
йомдарыше	ljondaz
йомдарышымат	jɔndaɾaʃɯmɑn
йомдымо	lɛndɑmɑn
йомедаш	lʲomʲidaʂ
йомеш	l
йомман	ljumman
йоммаш	lmɑʃ
йоммеке	jˈumˈɛlkʌ
йоммеш	l
йоммешке	jʊ̞mɪ̞ʃk
йоммо	ljumma
йоммыла	l
йомнешт	lmɯ
йомо	ljuma
йомшан	lomʃan
йомшо	lʲomʂa
йомын	lmɯn
йомын-койын	joˌmənkoˈjən
йомынат	jɒmuˈnɒt
йомынна	jomonːa
йомыныт	jomɯ̞nɯ̞
йомыт	llom
йомыч	lumɨ
йончаш	ljoɾʃaɾ
йончешталташ	ioŋɣ̞est̪alt̪az
йончешталтмаш	ãũnxest̪alt̪maɾ
йончешталтме	jɔntʃɪʃtaɫ
йончешталтше	jundzʲistolʲtʂa
йончешташ	esũnxest̪aɾs
йончештмаш	junezmas
йончештме	juntʃɒˈiʃtmɒˈ
йончештше	zj
йончыктараш	jɔntʃɑktɑɾaʃ
йончыктарымаш	jʊ̞nʒʊ̞ktɑɾɑmɑʂ
йончыктарыме	jɛndʒiptɑrɑm
йончыктарыше	jʊ̞nʲdʲɪktɑrɯ̞ʂ
йончымаш	elant̪ɾemas
йончымо	ʝntʃum
йончын	ʃtʃɛn
йончыш	jontʃɾ
йончышан	ztʂaʂan
йончышо	juntʃɛʃɛ
йор-йор	jurjor
йора	jʊ̞rɑ
йорагӱ	jʊ̞ɾɑtʲið
йоражым	juraʂ
йорай	ɯoɾj
йорак	bʲoɾa
йорам	jurɑm
йораш	lʊ̞rɑʃ
йораҥаш	jʊ̞rɑŋɑʂ
йораҥдаш	jʊ̞rɑŋdɑʃ
йораҥмаш	jurɑŋmaʃ
йораҥме	iˈlɾaːnma
йораҥше	jʊrɑmʃʲi
йорва	jurva
йорвака	jʊ̞rwːkɑ
йорга	jʊ̞rgɑ
йоргаланаш	jʊ̞rgɑɫɑnäʂ
йоргаланымаш	jʊ̞rgɑɑɫɑnɯ̞mɑʂ
йоргаланыме	ɯ̞jʊ̞rgäɫænmɯ̞
йоргаланыше	jʊ̞rgɑɫɑnɯ̞ʂɯ̞
йоргалаш	jʊ̞rgɑlɑʒ
йоргален	ɪ̞rgɑɫɛn
йоргалык	bɛndɛbirgɑlɑp
йоргалымаш	ɯ̞rɢɑɫɯ̞mɑʂ
йоргалыме	ɪ̞ɾgɑɫɑmɑ
йоргалыше	ɛdʒuʁɑɫɯ̞ʃɑ
йорган	ɟɑ
йоргарак	ɟɑr
йорге	ɛjɔrgɐ
йоргемалташ	jʊ̞rgæmɑɫtɑʂ
йоргемалтмаш	ɯ̞rgʲɪmɑɫtmäʃ
йоргемалтме	ɟɔrgɛmaːltmɑ
йоргемалтше	ɛɔrgɛmaːltʃɛ
йорген-йорген	jʊ̞rgænjɔrgɛn
йоргыкташ	joɾɣoktaz
йоргыктен	jʊ̞rgʊ̞ktæn
йоргыктымаш	joɾgoktamaːʃ
йоргыктымо	jʊ̞rgʊ̞ktɑmɑ
йоргыктышо	ɪ̞jɔrgʊ̞pʊ̞ːʃʊ̞
йоржаголя	jorʒagoʎa
йорий	dʒoːriː
йорлемаш	ʝoɾlẽmãʃ
йорлеммаш	jørɫɛmˈmˈɑʃ
йорлемме	jurɫɑjɛmmɑ
йорлемше	jˈʊɹlɪnz
йорлештараш	iɾlɯ̞ʃtɑɾɑʃ
йорлештарымаш	jɔrlɑʃtɑrɑylɑʃ
йорлештарыме	järɫɯ̞ʃtɑrɑmɯ̞
йорлештарыше	jurɫɯ̞ʃtɑrɯ̞ʂ
йорлешташ	ɟɟtaɾʃ
йорлештмаш	iurlɛʃtmas
йорлештме	jorɫestma
йорлештмек	irɫɯ̞ʂtʲːɪr
йорлештше	jurlɪʃtʃe
йорлештыктен	jurɫɯ̞ʂtʊ̞ktʲɪn
йорлештын	jɯ̞rɫɛʃtɯ̞
йорлештына	järʊlæʃtɑnä
йорло	dijoɾɫa
йорлык	ɯjoɾˈlo
йорлыкысо	ɪˈorlkɑsɯ
йорлылык	ɯ̞rɫɯ̞ɫɯ̞k
йорлын	orɫɯ̞n
йорлырак	ɯ̞rɫɑrɑ
йорма	jʊ̞rmɑ
йормак	jɯ̞rmak
йормошкан	jurmʊ̞ʂqɑn
йорок	jʊ̞rɔk
йоропишудо	ɪˈɑrɔpˈiʃudʌ
йорт	jˈɔɾ
йорта	ɾta
йортак	jɔrˈtɑk
йорталташ	juɾt̪altaʃ
йорташ	ɟʝortas
йортен	jʊ̞rtæn
йортоло	ɟʝurtuɫo
йортыкташ	jʊ̞rtʊ̞kt̪ɑʃ
йортымаш	jɔɾtɑmas
йортымо	iːɒɾtɒmɒv
йортышо	ɛortɐʃa
йос	ios
йосколя	jaskokɔlʲa
йосыж	josʊ̞ʒ
йот	jo
йот лияш	jɔtɭʲi jaʒ
йотешка	jɔtɪtʃka
йотешкаш	eiʊ̞tʊ̞ʂkɑr
йотешлана	jɔtɛʃɫɑnɑ
йотешланаш	jɔtɑʃɫɑnɑʃ
йотешланымаш	jɛtɛʃɫɑnɑmaʃ
йотешланыме	bʲirdʲəʃɫanɯmɯ
йотешланыше	jɔttɛʃɫaːnɑʃe
йотешнаш	tɨtɨnaʂ
йотешнымаш	jateʃnemas
йотешныме	ɛetɛtʃnɑma
йотешнышан	tuttɛtɨnaʂan
йотешныше	jotɛʂnaskɛ
йотешталташ	ʝˈatˈestˈaɾtˌas
йотешталтмаш	etʃatɾalɟmɑʃ
йотешталтме	jotɛrʃtɑɫtmu
йотешталтше	jat̪et̪al̪t̪s̺e
йотештараш	iotees̺t̪aɾas̺
йотештарымаш	jɔtɛʃtɑɾɑmɑʃ
йотештарыме	jotɛztɑrɔmɑ
йотештарышан	jotɛʃtɑɾɯʃan
йотештарыше	jɛdɨʃtarɨʂ
йотешташ	ð̞iot̪eest̪aʃ
йотешташлтме	jɛtɛrstɑltma
йотештмаш	ioteeʃtmas
йотештме	ioteʃtma
йотештше	jotɛʂtʂɛ
йотештын	edɛstɑŋ
йотке	ɛ̀tkɛ
йотла	ɛ
йотъеҥ	i˥˩ok̚˨˩e˥˩ŋ˧˥
йотын	lʲotʊn
йотышнен	jutɯ̞ʂnɛ
йотэл	iot̪eu
йоча	ljojtʃa
йоча-влак	abt̪ʃabwˈɫak
йочавуя	juːtʃajɑbu
йочадыме	jot
йочадымылык	ɪˈjɔdʒɑdɑmɯˈɫʊ
йочаже	jatʃaaʒ
йочала	juːtʃɑlɑ
йочалан	jutʃaɫon
йочаланаш	kijɯɯtʃaɫɑnɑʃ
йочаланымаш	jɑtʃɑvɑnɯmaːr
йочаланыме	ɪˈjuːtʃaːlɑnɑmɑ
йочаланыш	jɑtʃɑɫɑnɯz
йочаланыше	ɪˈʌtʃaɫɑnɑʃɯ
йочалык	ɪ̞jʊ̞rtʃaɫɪ̞k
йочам	juːtʃa
йочан	ɛtʃtʃɐn
йочапӧрт	eipʃapʃɚ
йочапӧртысӧ	jutʃapørtise
йочасад	jutʃosɑt
йочасадысе	jɪːtʃasɑdɯs
йочасадыш	ɒtʃɒsadɒɾ
йочат	jutʃa
йочаштын	jaktʃaɾʃtɯm
йочо	mʲotʃ
йочык	ɛtʃtʃɛb
йочыла	jutʃɪla
йочылаш	jɑtʃɯɫas
йочылгаш	eɣ̞eɾʃaɫɣ̞aɾʂ
йочылгымаш	jɔtʃɑɫgɑmaːʃ
йочылгымо	doːtʃʃoːgdɔmɑq
йочылгышо	jˈeˈtʃiɭbˈyʒˈɑ
йочылымаш	jɒtʃɒˈɾɒmaɾ
йочылымо	ɪ̞ɾɪ̞tʃɪ̞ɫæmɑ
йочылышо	ɒtʃɒlɒʃ
йочындараш	ɪˈetʃˈɛndɑɾɑʃ
йочындарымаш	jutʃɛntɑrmɑʃ
йочындарыме	iɔtʃɔntaɾɐmɐ
йочындарыше	ɨʲotʂɛndaraʂʲa
йочыпу	iotʃupu
йочыраш	jokseɾos
йочырге	ɛjɛrkɛr
йочырий	jutʃɪri
йочыртаташ	jutʃortateʃ
йош	ljoʃ
йошкар	ʝˈaʃkˈaɾ
йошкар-нарынче	jœʃkɑrnɑɾɯ̞ntʲɪ
йошкар-ола	jʊ̞ʃkɑrɑɫɑ
йошкар-той	eʃkartɔj
йошкар-ужарге	itʃqɑrɯ̞wʒärgɪ̞
йошкар-чевер	wʲoʂqartʃɛbɛr
йошкар-шеме	eʲoskaraʂɛma
йошкар-шӧртньӧ	joʃkärʃɯrtɲe
йошкарарлан	jʊ̞ʃqɑrɑrɯ̞ɫæn
йошкарармеец	jʊ̞ʂkɑrɑrmʲeʲitsʲsʲɪ
йошкарвишкыр	jatʃarvʲiʂkar
йошкарвож	urhɑɾbɔʃ
йошкарвуй	joʃkaɾwʊ̞
йошкарга	jʊ̞ʃkɑrgɑ
йошкаргал	eʃkʊ̞rgɑ
йошкаргалын	eʃkaɾˈgɑɫɯ
йошкаргат	jɯ̞ʂkɑrgɑ
йошкаргаш	jʊ̞ʃkɑrgɑʃ
йошкаргвардеец	jɪrkʲɑrgwɑɾtʲɪjɪts
йошкарге	juʃkärgɛ
йошкарге-нарынче	aʃkaɾbjɔnɑrɔntʃɛ
йошкаргемаш	jʊ̞ʃkɑrgʲɪmɑʂ
йошкарген	hʲoʂkargæn
йошкаргенат	jʊ̞ʃkɑrgʲiŋɑ
йошкаргеныт	jɯ̞ʃkɑrgʲɛnɯ̞
йошкарголя	ɪ̞ʃkɑɾgʊ̞jɑ
йошкаргутко	jɔʃkɑrgutkɑ
йошкаргыже	jʊ̞ʃkɑrgʊ̞ʒʊ̞
йошкаргыла	jˈɤʃkɑrgɯʎɑ
йошкаргымаш	jʊ̞ʃkɑrgʊ̞mɑʂ
йошкаргыме	jɒʃqɒɾdɒmu
йошкаргын	jˈɯzkˈɑrgɯn
йошкаргырак	iʃkɐrkra
йошкаргыш	jɯ̞ʃqɑrʁɯ̞ʂ
йошкаргышаш	ʃkæɾgʲɪʃäʃ
йошкаргыше	iʃkâɾkʲɪɾsʲɛ
йошкаргышт	jʊ̞ʃkɑrgʊ̞ʃt
йошкарлудо	joskɑrɯluda
йошкарлыве	ioʃarɫova
йошкаролаҥге	jʊ̞ʃkɑrwɫɑnɟi
йошкароҥ	ɪ̞ʝɪ̞ʃkɑrɔm
йошкаррок	eʃkarog
йошкаррокан	ʃkɑrɾokɑn
йошкаррывыж	ioskaɾɾobas
йошкарсаҥга	jɔʃkɑrsɑŋgɑ
йошкартаракан	jʊ̞ʃkɑrtɑrɑkɑ
йошкартараш	oskaɾt̪aɾaʃ
йошкартарен	jøʃkɑrtɑrɯ̞
йошкартарымаш	jœʃkɑrtɑɾɯ̞mɑʂ
йошкартарыме	jɯ̞ʃkɑrtʊ̞ɾmɯ̞
йошкартарыше	ai̯ʊskɑrtaraʃa
йошкарташ	eseskaɾð̞aɾʃ
йошкартен	jɯ̞ʃkɑrtɛn
йошкартымаш	æɣ̞sgɑrtɑmɑʃ
йошкартыме	joʃqɑrtɯm
йошкартыш	ioeskaɾt̪es
йошкартышан	jʊ̞ʃkɑrtɯ̞ʂɑn
йошкартыше	ioʃpaɾtʊʃ
йошкаруа	ɯ̞rʂqɑruɑ
йошкарушмен	joʃˈkɑɾuʃmˈnˈ
йошкарчер	eskaɾtʃeɾ
йошкаршашке	jatʂkarʂaʂka
йошкаршинча	jaʃkaɾʃintʃa
йошкаршоптыр	joʃkaɾʃopter
йошкаршудо	ioʂarʂuda
йошкаршулдыр	jaʃkɑrʃuɫdar
йошкаршуэ	eɾtʃkarʃue
йошкын	jʊ̞ʃkʊ̞n
йошкыналташ	jʊ̞ʃkɯ̞näɫtɑʂ
йошкыналтмаш	ljoɾzkɯ̞nɑlmɑʃ
йошкыналтме	joʃkɯnɑaltmu
йошкыналтше	jʊ̞ʃkɯ̞nɑɫtʃɑ
йошкынан	jʊ̞ʃkʊ̞nɑn
йошкынан отро серыште иган комбо-влак когоклат. [майоров-шкетан]	jɐʃkɐnɐn ɔtrɑ sɛrastɐ ɪɣɑn kɔmbɯ bˈuɫak kɔgɑ klɑt
йошкынаш	jʊ̞ʃkɯ̞nɑʂ
йошкынаҥаш	jʊ̞ʃgɯ̞nɑʊ̞ŋgɑʃ
йошкынаҥмаш	ejøʃkɯnɑŋmaɾ
йошкынаҥме	jʊ̞ʃkɯnɑŋmɑn
йошкынаҥше	jɔʃkɑnaːmʃɪ
йошкындымо	joʃkɵndɯ̞mɯ̞
йошкынысо	joʃkˈɑnəsɯ
йошт	bjos
йоштак	joʂtak
йоштек	jost̪e
йоштекын	eʲurstekən
йоштката	joskata
йошткаш	jɯ̞ʃtqɑʂ
йоштке	ʊ̞ʃtkʲɛn
йошткыдын	aʃtɛðen
йошткымаш	bɑjʃtɯpmɑʃ
йошткымо	ʃtɯ̞mɯ̞
йошткышо	ˈjoʃtkaʃa
йошток	jɔʃtʊ
йоҥ	ioŋ
йоҥ-йоҥ	ljoŋ˨˩ljoŋ˨˩˦
йоҥ-йоҥгыдын	jɔmjɔŋɣɛtən
йоҥга	iːŋˈgə
йоҥгалт	tʃoŋgɒlt
йоҥгалтара	ungɯ̞ɾa
йоҥгалтарат	jʊ̞ŋgɑɫtɑrat
йоҥгалтараш	jʊ̞ngɑwtaɾaʃ
йоҥгалтарен	jʊ̞ŋgältɑrɯ̞n
йоҥгалтарыде	jɛngɑltɑɾtɪdɪ
йоҥгалтарымаш	jɛnɢɑɫtɑrɯ̞mɑʂ
йоҥгалтарыме	jʊ̞ŋgɪ̞ltɑrɯ̞mɪ̞
йоҥгалтарыше	jaũŋgɑltaɾɯʃɯ
йоҥгалташ	lunɣ̞ol̪t̪aɾs
йоҥгалтенак	inɣltɛn
йоҥгалтмаш	elɣ̞aɾamalmˈaɾʒ
йоҥгалтме	jʊ̃gɑltmɑ
йоҥгалтмек	jʊ̞ŋgɑltmɛk
йоҥгалтмыла	jˈungˈaʊtˈmɑnə
йоҥгалтмым	jʊ̞ŋgɑltmʊ̞m
йоҥгалтмыштышт	jomkɑlmuʃtɯ̞ʃ
йоҥгалтшан	lʲɛnɢäykkʰɑ
йоҥгалтше	zʂtogɐɫʲtʂɨ
йоҥгалтшын	jongoɫʲtʂɨn
йоҥгалтын	junggɑltɯn
йоҥгалтыныт	jungaɫtɯnɯ
йоҥгалтыт	junggɑltat
йоҥгалтыч	jomɟɑɫtʊ̞tʃ
йоҥгалтыш	ængɑltɑʃ
йоҥгат	jɔŋgak
йоҥгата	ungata
йоҥгатан	jungatan
йоҥгатарак	jongatara
йоҥгаш	lungaɾ
йоҥге	lʊŋgɯ
йоҥгемалташ	iʁemɑltæʃ
йоҥгемалте	jɔŋgɛmɐltæ
йоҥгемаш	iʊ̃gɪ̞mɐʒ
йоҥген	jʏngʲiːn
йоҥгер	jʏ̞ngæ
йоҥгештараш	jɔngɛʃtaɾas
йоҥгештарымаш	jɯ̞ŋɪ̞ʃtʊ̞rɑmɑʂ
йоҥгештарыме	wjɛngɪ̞ʃtärʊ̞mɑ
йоҥгештарыше	jʊ̞ŋgʲɪʃtʲaɾʊ̞ʂʊ̞
йоҥгешташ	ænjɪ̞sʲtɑʃ
йоҥгештмаш	jõŋgestmas
йоҥгештме	jʊ̞ŋhʲɪɑʃ
йоҥгештше	jɔŋgɛʃtʃɛ
йоҥго	ljoŋkwɔ
йоҥгок	jʊ̞ŋgʊ̞k
йоҥгыдем	lungɯdɯm
йоҥгыдемаш	ilŋgadɪmɑs
йоҥгыдемда	jɔŋgdemda
йоҥгыдемдаш	jumgɯ̞ðɪ̞mdɑʃ
йоҥгыдеммаш	lungɯdɯmmaʃ
йоҥгыдемме	lõŋgədem
йоҥгыдемше	jungadɛmsja
йоҥгыдемын	lwnɣ̞að̞emana
йоҥгыдо	lɛndɛn
йоҥгыдылык	jɔngɑdɔv
йоҥгыдын	jo˩˥ːngəd̥˩mɯ˩˦
йоҥгыдырак	jungɯdʊ̞rə
йоҥгылгаш	ðəjɔŋgɯɫgɑʃ
йоҥгылген	jʊ̞ŋgɯ̞ɫgɛn
йоҥгылгымаш	jɔŋgɑɫgɑmɑʃ
йоҥгылгымо	jɔlgɯɫdɯmɯ
йоҥгылгышо	lunguɫgʊ̞r
йоҥгыман	lungmung
йоҥгымаш	lungɯmaːr
йоҥгымо	jɒngɒmɒ
йоҥгыр	jˈʌngɚ
йоҥгырге	jʊ̞ŋgɑrga
йоҥгырыкташ	jomgʊ̞rʊ̞ktʊ̞ʂ
йоҥгырыктымаш	jʊ̞ŋgɯ̞rɯ̞ktʊ̞mɑʂ
йоҥгырыктымо	lngɯ̞rɯ̞ktɯ̞mɯ̞
йоҥгысыланаш	iogɢɯsɯlanaːʃ
йоҥгысыланымаш	iʲɑmgʊ̞sʊ̞ɫɑnʊ̞mɑʂ
йоҥгысыланыме	jɔŋgɑsaɫaːnama
йоҥгысыланыше	iʊ̞ŋgäsɑɫɑnʊ̞ʂ
йоҥгыт	kjo˥˩
йоҥгытан	jɔŋgɨtaːr
йоҥгытшо	jɔŋɯtʃɯ
