'	apostrof
concertssall	koːsˈɛsɔl
concertssäll	kɔ̃sɛɾˈsˈɛl
concertsticket	koseeʃteke
concertsticketen	koːnˈsˈɛastiːkːɛlˈnˈ
concierge	kɔ̃sˈɛʁʃ
conciergen	kɔ̃sjˈɛʁʒˈøn
conciliatioun	kɔ̃sʏljasjɔn
conclusioun	kɔ̃klˈuʒiˈɔn
conclusiounen	kɔ̃klizjˈɔ̃yn
concours	kɔ̃kˈœ̃
concoursen	kɔ̃kˈuːrən
conditionnel	kondisjonˈal
conditionnellen	kɔ̃dˈɛsiɔˈnalˈɔn
conduite	koːnduːit
confidentialitéit	kɔnfiːdˈnkiːɑːliːtˌeɪt
confidentiel	kɔ̃fidɑ̃sjˈɛl
confidentiellem	kɔ̃fidɑ̃sjˈallə
confidentiellen	kɔ̃fidɛ̃kial
confidentieller	kɔ̃fidɑ̃sialˈɑ̃
confidentielt	kɔ̃fiːdɔ̃sjɛl
configuratioun	kɔ̃feˈʒʁˈasjon
configuratiounen	kɔ̃fˈgʁˈɑtˈioːlmɛn
configuréier	kɔnfiːgʊɾəjˈa
configuréieren	kɔnfˈɪgʏrˌɛːrən
configuréiers	konfiguɾajas
configuréiert	kɔnfɪgjʊɾeːət
configuréiertem	kɔnfiːguːɾeːatəm
configuréierten	kɔnfiːguːɾəatˌeːn
configuréierter	konfiˈgʊɾəjatːɑ
confinement	kɔnfɪnəmənt
confinementer	konfinamento
confinéieren	koːndfɪnˈeːɣəlɑɣˌan
confinéiert	kɔnˈfˈinˈhˈajad
confirmatioun	kɔ̃fɪʁmɑkjˈon
confirmatiounen	kɔ̃fɛʁmɑkjˈøn
confirméier	kɔ̃fˈiʁmˈɛjˈʁ
confirméieren	kɔ̃fiʁmɛjˈʁɑ̃
confirméiers	kɔ̃fˈiʁmeˈˈas
confirméiert	kɔnfɪɔmeiat
confirméiertem	kɔ̃fɛʁmˈedˈiʁtˈɔm
confirméierten	kɔ̃fˈɪʁmeitˈɛoːn
confirméierter	kɔ̃fˈiʁmˈajˈtˈ
confisquéier	kɔnfɪskəjˈːɛ
confisquéieren	kɔmfɛsgajrãm
confisquéiers	kɔnfusˈkeːɪɒs
confisquéiert	kɔnˈfɪzkˈɑjot
confisquéiertem	kˈɔntfɪskˈaiːjatˈ�øm
confisquéierten	koːntfiːskˌaɪətən
confisquéierter	kɔnfrɪskɛjːatːa
conforme	kɔ̃fˈɔ̃
conformem	kɔ̃fˈoːməm
conformen	koɑ̃foʁmən
conformer	konforma
conformet	kɔnˈfˈoŋtˈ
confort	kɔ̃fˈɔʁ
confortabel	kɔ̃fɔʁtabəl
confortabelem	kɔnfoɾtabəlom
confortabelen	kɔ̃fɔʁtˈabl
confortabeler	kɔ̃fɔːxtablˈɑ
confortabelt	kɔnfuɾtabau̯t
conga	koŋgo
congaen	koŋgoŋ
congregatioun	kɔ̃gɾəgˌakɪoːn
congregatiounen	kɔ̃gʁəgˈaʃɪɔnˈɛn
congé	kɔ̃ʒˈe
congé de maternité	kɔ̃ʒˈɛ dˈə- matʁnitˈe
congé parental	kɔ̃ʒˈɛt paʁ ˈeɪ̃ tˈa
congé-de-maternitéen	kɔ̃ʒˈɛdˈə-mˈˈʁˈtɛʁˈnˈiteˈɛ
congé-parentallen	kɔ̃ʒˈupaʁˈɑ̃tˈlˈɛn
congéen	kɔ̃ʒˈiːɔ̃
congésdag	kˈɔ̃ʒlɛsˈteˈʁˈ
congésdeeg	kɔ̃ʒɛztˈɛʒ
congésgeld	kɔ̃ʒʁɛʃkɛlt
congéswoch	kɔ̃ʒˈɛsfˈɔʁ
congéswochen	kˈomʒʊɐ̃sfʊkɐ̃ŋ
conjoint	kˈomʒuˈɐ̃ʊ̃
conjointe	kɔnʒuːɒnt
conjointen	kɔ̃ʒwˈɛ̃
conjointeën	kɔ̃ʃwˈɛ̃tˈɔ̃
conjonctioun	kɔ̃ʒʁŋksjˈɔ̃
conjonctiounen	koŋʒoŋkjˈɔ̃nion
conjonctivite	kɑ̃ʒˈɔ̃tˈevˈit
conjonctivitten	koŋʒuŋtivˈitˈtˈɛn
conjugaisoun	kɔ̃ʒʊgˈeɪzəʊn
conjugaisounen	kɔ̃sˈʁigˌeɪzəʊnˈan
conjuguéier	kɔ̃ʒygˈeˈe
conjuguéieren	kɔ̃ʒygˈɛjˈɛʁˈanɛ
conjuguéiers	koːsˈyːgeːos
conjuguéiert	kɔ̃ʒˈygajˈɑ̃t
conjuguéiertem	kɔ̃zygˈɛˈɛtˈam
conjuguéierten	kɔ̃ʒˈʁˈʒʁʁˈɛ
conjuguéierter	kɔ̃zˈygajˈɒto
connectioun	koʊnˈɛkˈsijon
connectiounen	konneksjon
connerie	kɔ̃nˈʁi
connerien	konɛrion
conquête	kɔnˈkɛːt
conquêten	kɔnˈkɛːtˈɛn
consacréieren	kɔ̃sakʁˈˈɑ̃jaʁnˈɛ
consacréiert	kɔ̃sˈakʁeˈa
consecratioun	kɔ̃sekʁasjˈɔ̃
consecratiounen	kɔ̃sekʁasjʊ̃ɐ̃ːon
conseil	kɔ̃sˈɛj
conseilen	kɔ̀ːsɛːn
conseiller	kɔ̃sɛjˈe
conseilleren	kosɛjeːe̞ɾn
conseillère	kɔ̃sɛjˈɛʁ
conseillèren	kɔ̃sɛjˈɛʁən
conseilssëtzung	koːsvˈesˈɛtsəuːn
conseilssëtzungen	kohˈsaisətˈsuŋan
conservateur	kɔ̃sɛʁvatˈœʁ
conservateuren	kɔ̃sɛʁvatˈøʁən
conservatoire	kɔ̃sɛʁvatwˈaʁ
conservatoiren	kɔ̃sɛʁvatwˈaʁən
conservatrice	kɔ̃sˈɛʁvatʁˈˈs
conservatricen	kɔ̃sˈɛʁvʁtʁˈesˈɔ̃
conserve	kɔ̃sˈɛʁf
conserven	kɔ̃sˈɛʁvən
conservéier	kɔ̃sɛʁvˈeˈɑ̃
conservéieren	kɔ̃sɛʁvˈejuːnˈɛ
conservéiers	konservəjɒs
conservéiert	kɔ̃sˈɛʁvˈeˈɒˈt
conservéiertem	kɔ̃sˈɛʁvˈeitˈɔ̃m
conservéierten	kɔ̃sɛʁvˈeˈeinˈ
conservéierter	kɔ̃sɛʁvˈajˈotœʁ
considerabel	kɔ̃sideʁabəl
considerabelem	kɔ̃sideʁabləm
considerabelen	kɔ̃siderablɔm
considerabeler	kɔ̃sˈɛdeˈʁˈablɔ
considerabelt	kɔ̃sidɛʁˈabˈɔl
consideratioun	kɔ̃sideʁasjˈɔn
consideratiounen	kɔ̃sideʁasjˈønˈo
consideréier	kɔ̃sideˈeœ̃n
consideréieren	kɒnˈsiːdɒgəjɒvɒːm
consideréiers	kɒnˈsɪdɒːiːjæst
consideréiert	kɒnˈsɪdəˈɹˈjˈɒt
consideréiertem	kɔ̃sideʁˈeˈeɪˈeɪm
consideréierten	kɔ̃sidˈɛʁəˈeitɔn
consideréierter	kɔ̃sidˈɔ̃eitˈo
consigne	koɛsai
consignen	kɔ̃sˈynˈɔ̃nˈ
console	kɔ̃sˈol
consolidéier	kˈɔnʃaːlidɛjˈa
consolidéieren	konˈsɒlidɒjɒˈgɒn
consolidéiers	kɔ̃sɔlidɛjæst
consolidéiert	kɔnsoːliːdejɒːd
consolidéiertem	kɔ̃sɔlidˈɛjˈˈtømˈ
consolidéierten	kɔnˈsɔlidɛjatɛn
consolidéierter	kɔnsɔlidɛjata
consollen	koːsʊɫən
consommateur	kɔ̃sɔ̃matˈœʁ
consommateuren	kɔ̃sɔrmˈatœːrˈn
consommatioun	kɔ̃sɔɾmasiɔn
consommatiounen	kɔ̃sɔ̃mɑ̃sˈiʁəl
consommatrice	kɔ̃sɔ̃matʁˈis
consommatricen	kɑ̃sˈəˈmətˈtˈʁisˈɛn
consomméier	konsˈomˈmˈajˈˈa
consomméieren	kɔ̃sɔ̃mˈɛjɑʁən
consomméiers	konsˈomˈmajˈɔs
consomméiert	koːnsˈɔːmˈɛːrjˈɑːt
consomméiertem	kɔ̃sˈɔ̃mˈeːɔtˈøm
consomméierten	kɔ̃sɔ̃mˈajˈatʁˈɛm
consomméierter	konsɔ̃mˈɛ̃lətˈɛo
conspiratioun	kɔ̃spiʁasjˈɔ̃
conspiratiounen	kɔ̃spiɾasjɔnɛn
constat	kɔnstɑːn
constaten	kɔnstɑːn
constatéier	kɔnstɐtɛjˈa
constatéieren	kɒnˈstɒtˈɒˈjˈɒˈvɒˈm
constatéiers	kɔnstˈɑtˈiːjɑs
constatéiert	kɒnˈstɒˈdtɒjɒˈd
constatéiertem	kɔnstˈɑtˈɑjatˈøm
constatéierten	kɔ̃stˈaːtˈəˈɛtœ̃ˈn
constatéierter	kɔnstɑtɑjˈatˈa
constellatioun	kɔ̃stæˈlæsjɔːn
constellatiounen	kɔ̃stɛlˈakjɔnɛn
constipéieren	kɔnʃtɪpːɛjɑɣən
constipéiert	komstipˈejat
constitutioun	kɔnstitysjɔn
constitutiounen	kɔ̃stˈtˈtˈʌkˈiʃyɔnˈnˈ
constituéier	kɔ̃stˈɛtˈʁˈijˈa
constituéieren	kɔ̃stˈɛˈˈtˈwajˈjɒʒˈɒn
constituéiers	konstitˈʃˈiˈ
constituéiert	kɔnstˈɪtˈʁˈɛiaːt
constituéiertem	konstitˈvatˈɑˈ
constituéierten	konstitʃɛˈjˈjɑːtɑːn
constituéierter	konstˈɪtʃvˈatˈɑ
constructeur	kɔ̃stʁyktˈœʁ
constructeuren	kɔ̃stʁyːktˈøːrən
constructioun	kɔ̃stʁyksjˈon
constructiounen	kɔ̃stʁyksjˈɔ̃in
consultatioun	kɔ̃sɛwtˈakjˈɔ̃
consultatiounen	konsiːlˈtˈasɪˈʌˌnən
consultéier	konsuːlˈteːˈa
consultéieren	kɔnsuðtˈɛjagˈin
consultéiers	konsultˈɛrˈiːˈɒs
consultéiert	kˈɔnsˈytərˈjˈɑnt
consultéiertem	konsultˈeˈatˈøm
consultéierten	kɔ̃syltɛjˈatɛn
consultéierter	kɔnˈsyltəjɒˈtɒ
contact-tracing	kɔ̃tˈɑkttˈɹəisɪŋ
contact-tracingen	kɔ̃tˈakttˈrəisˈiŋn
contacttracing	kɒnˈtæktɾˈəisˈɪŋ
contacttracingen	kɔ̃tˈækttɹˈæsɪŋən
contactéier	kontraktˈøjˈa
contactéieren	kɔntaktɕɑjɑɢɑm
contactéiers	kɔnˈtɑːktɑjˈjɑɾs
contactéiert	kɔntɑktɛjˈat
contactéiertem	kɔntɑktɑjɑtɯm
contactéierten	kɔntɑˈkˈtɑjatɯm
contactéierter	kɔntɑvˈtɑjɑtɑ
container	kontojnˈo
containeren	kɔntˈeɪnəvən
containerschëff	kontajnʊsav
containerschëffer	kɔntˈeɪnɚʃˈufɚ
contenu	kɔ̃tnˈy
contenuen	kɔ̃tˈenˈyn
conter	konto
contingent	kɔ̃tˈɛ̃ʒɑ̃
contingenten	kɔ̃tˈaˈʒɔˈɒn
contournement	kɔ̃tˈuːnəmˈɑ̃
contournementen	kontˈuˈoɾəmˈɔ̃an
contrainte	kɔ̃tˈʁənt
contrainten	kɔ̃tˈʁəntˈɔ̃nˈ
contraire	kɔ̃tˈrɛ
contrairen	kɔ̃tʁˈɛʁən
conversatioun	kɔ̃vɛɾsɐsioŋ
conversatiounen	kɔ̃vɛrkˈasioˌɛnmɛn
convertéier	kɔ̃vɛʁtˈeiˈɔ̃
convertéieren	kɔ̃ʋʁtˈjˈɾʁɛn
convertéiers	kɔ̃vɛɾtɑjˈɑs
convertéiert	kɔ̃vɛʁtˈɛˈɑt
convertéiertem	kɔ̃vɛʁtˈeeɔ̃tɔ̃
convertéierten	kɔ̃vɛʁtˈeeotˈan
convertéierter	kɔ̃vɛʁtˈejˈɔ̃tˈɔ
convocatioun	kˌuŋvokˌɐlsjˈon
convocatiounen	kɔnvɔkˈasiʊnˈan
convoi	gʁˈɑ̃lvˈwa
convoien	kɔ̃vwˈa
convoquéier	kɔnvoˈkɛjˈa
convoquéieren	kɔ̃vɔkˈaiɾən
convoquéiers	kˌomvokeˈiˈɔs
convoquéiert	koːnvɔːkeːat
convoquéiertem	kɔ̃vɔkˈajˈɔ̃tˈɔ̃
convoquéierten	koˌʊnˈvɔːkˈaiːatən
convoquéierter	koˈvˈokˈajotːoˈ
cool	kˈuːl
coolem	kʊlɔm
coolen	kɔɛn
cooler	kulo
coolt	kult
cooperative	kɔpɜatˈiʁ
cooperativen	kɔpɜatˈɪvən
coordinateur	koːɔːdɪnaːtɔː
coordinateuren	kˌoːɾdiːnatˈøːrən
coordinatioun	koɔɾˈdilasjɔ
coordinatrice	koˈɔɾdˈinˈɒːtˈɾˈis
coordinatricen	koɔʁdinˈatˈtˈrˈisˈɛn
coordinéier	koːoɾdiːnɒja
coordinéieren	kɔɔɢdiːnɛjɑgɑn
coordinéiers	koːˈʔordˈinɛjas
coordinéiert	koɑɣdiːnəjɑːd
coordonnée	koˈdɔne
coordonnéeën	koordonejon
copain	kˈɔpˈa
copernicium	kɔpɛrˈnitsiʊm
copine	kɔpɪn
coproprietaire	kupɾɔpɾietɛ
coproprietairen	kopropriateran
coproprietairin	kupoprieterin
coproprietairinnen	kopropriatero
coque	kɔk
coqueluche	koˈkøːlyʃ
cor	kˈuɾ
corbeille	kuɺbɛ
corbeillen	guɣbajɯn
coren	kˈoːrən
corinne	koːrɛn
corinne cahen	koʁɪn kˈarn
cornelysmillen	koːrnˈɛlˈlˈsmilːˈlˈɾˈn
cornet	koɣni
corneten	koɾnɛjɔn
cornichon	koˈniʃɑ̃
corona	koʁona
corona-app	koʁonaʔap
corona-appen	koʁonˈaˈapˈɔn
corona-apps	koɠɔnˈaˈapz
corona-mesure	koʁonˈaməzyˈe
corona-mesuren	koɾɔnˈamˈəzˌuːɾən
corona-oplo	koʁonaoplˈo
corona-oploen	kˈˌɔrˌɔnˈaˈɔploːn
corona-rentrée	koʁonˈaʁɑ̃tʁˈe
corona-vakanz	kˈoːrɔnˈavˈɑːkəɾns
corona-vakanzen	koːrɔnˈavˈakɑːnˈtsˌeːn
corona-viren	koɾɔnaviɾən
corona-virus	kɔɾunavirus
corona-virussen	kɔvˈonˈavjɛrˈsˈɔn
coronaapp	koʁonˈaːp
coronaappen	koɾɔ̃nˈaˈapːɑ̃
coronaapps	koʁunˈaˈap
coronakris	koɾonakɾˈis
coronakrisen	koɾonakriːzɔn
coronamesure	koʁonamɛzˈyː
coronamesuren	koˈroːnˈamˌəzyˈrən
coronaoplo	koɾɔnaɔplɔ
coronaoploen	kˈoːroːnˌɑːˈɔploːən
coronapandemie	kɔ̞ɢɔ̞nɔ̞pɑⁿdɛmˈi
coronaparty	kɔːɾuːnɔːpæɾti
coronapartyen	koɾuːnɑːpɾˈteˈɔːn
coronarentrée	koʁonˈaʁɑ̃tʁˈe
coronavakanz	kˈoːrɔnˈavˈɑːkəns
coronavakanzen	kɔɾɔnɑːvakɑːntsɛn
coronaviren	kɔɾɔ̃aviɾan
coronavirus	koronavirus
coronavirussen	kɔʁunavirˈɔ̃sˈɔ̃
coronazäiten	kˈoːrʊnˈaɾtsˈaɪtˌeːn
coroniséieren	kɒgɒnˈizejɒvˈin
coroniséiert	koɣniːzijɑːd
correcteur	kɔʁaktˈœʁ
correcteuren	kɔʁʁəktˈøʁən
correctrice	koʁaktˈɛ
correctricen	koʁektʁisˈɔn
corregëster	kɒˈɣadʒɒˈstɒv
corrigéier	kˈɔʁiʒˈɛtɑ̃
corrigéieren	kɔɣidʒˈɛjɑʁən
corrigéiers	kɒgʒˈjɑːs
corrigéiert	kɔɹiʒɛjɒt
corrigéiertem	kɔɔʃɔːjɔtɛm
corrigéierten	kˈˈʁˈjˈʒˈœˈɛtʁtˈɔm
corrigéierter	kˈˈʁiʒˈəiˈɔtˈɑ̃
cortège	kɔxteʃ
cortègen	kɔxteʒyn
costa rica	kɔstaː rika
costa-ricaner	kɔstaˈgɪkano
costa-ricanerin	kɔstaːriːkanoːrɪn
costa-ricanerinnen	kostˈarˈiːkɑːnɔrˈɪnən
costa-ricanesch	kɔstaːriːkanoʃ
costa-ricaneschem	kɔstaːrɛkˈɑnʃøːm
costa-ricaneschen	koːstɑːfˈiːkaːnəʃˈøːn
costa-ricanescher	koːstɑːrikaːnʃo
costa-ricanescht	kɔstaɾɛkaːnɪˈʃt
costume	kɔstym
costumer	kɔːstymɛ
cotisatioun	koːtiːzɑkjɔn
cotisatiounen	kɔtɪsɑsɪɔ̯nɛn
cotisatiounsjoer	kɔtˈjˈzatsɪˈoɛnkɛuˈa
cotisatiounsjoren	kˌoˌtiˈθasjˈoːnsˈiːɾan
cotiséier	kɔtizˈɑjɑ
cotiséieren	kɔtjzəjaˈɣən
cotiséiers	kɔtjθˈjɑːəs
cotéier	kɔtɛjɑ
cotéieren	kɔtɛjɑɢɯn
cotéiers	kɒtæiːtæ
cotéiert	kɔtɒjɒt
cotéiertem	kɔtɔjɔtɔm
cotéierten	kɔtɛˈjɔtɛn
cotéierter	kɔtɛjɔtɔ
couch	kʊʃ
couche	qʊʃ
couchen	kʊʃˌɛn
coulis	kuuːlˈlɪ
coulisen	kuliən
couloir	kulˈvˈa
couloiren	kˈulˈʔaʁˈɑm
coup	u
coup du lapin	kˈu dˈy- lapˈɛ̃
coupe	kˈup
couperose	kəpʁˈɔs
coupon	kupˈɔ̃
couponen	kupɔŋ
couppen	kupɛn
coupé	kupˈe
coupéen	kʊpˈɛɾn
cour de cassation	kˈuʁ dˈə kʁasasjˈɔ̃
courage	kuʁˈaʃ
couragéiert	koˈraʒaiɑt
couragéierten	koˈradʒeˈjɑtɑˈn
coureur	kuʁˈœʁ
coureuren	kˈuɾəvən
coureuse	kuʁøz
coureusen	kuɾøːzən
courgette	koːzˈat
courgetten	kɔʁʒatɔm
courrier	kuʁiˈe
cours	kˈuʁ
course	kˈuʁs
coursemaschinn	kʊɾˈsmaʃɪn
coursemaschinnen	kˈuʁsmaʃnˈ
coursen	kˈuɾən
coursieren	ko˩˥ːχsi˩˥ːɛɾn
courssen	kursɔn
courtier	kɔʁtˈy
courtieren	kˈuːxtjˌeːrən
courtière	kɔʁtɪ̞æm
courtièren	kɔxtɛrˈim
couscous	kʊsˈkʊs
cousin	kuzˈa
cousine	kuzˈin
cousinen	kʊzˈaːn
cousineën	kozɛnˌɔn
coussin	kossa
coussinen	kɔsaːn
couvert	kuve
couverten	kuːvɛrˈɛn
couvre-feu	kˈuvʁfˈø
covid-19	koviːtnˈontsɛ
covid-19-emprunt	koˈvˈɪtˈnˈɔ̃tˈeːnˈɛtpˈrɛ̃
covid-19-emprunten	ko˩˥ːʋid�toŋ˨˩n˧tsag˥˩ngopra˥˥n˩
covid-19-kris	koˈvˈɪtnɔ̃ɛ̃tˈsˈɛmkɹˈiːs
covid-19-krisen	kˈoːvˈiːtˌnˈɔntsˌeːnkɾˈiːzən
covid-19-mesure	kˈɔːvˈɪtnˈɔntsvɛŋmˈəzˈyːr
covid-19-mesuren	kˈɔːviːtˈnˈɔntsɛŋmˈəzˌyːrən
covidiot	koˈvidˈioˈt
covidioten	kuvidjɔtɛn
covidiotin	kovidiˈɔtɪn
covidiotinnen	kauvitdjɔtɛn
covidkris	koˈvˈɛtkɹˈiːs
covidkrisen	koˈvˈitkɾˈɪzon
covidmesure	kɔ̃vitˈməzyʁ
covidmesuren	koˈvˈitməzyʁən
coût	kɔː
cravatte	gˈɾavˈotˈ
crayon	kʁeˈa
crayonen	kʰʁˈlˈjˈɔn
crayong	kʲælˈjɔn
crayongen	kajɔŋɑn
cremant	kɾˈɛmɛnt
cremanten	kɾˈɛmɔn
cremantsfläsch	kˈˈʁˈmɛɑ̃sflaʃ
cremantsfläschen	kɾɛmˈontsɛflasjonˈ
creos	kɾeos
cresson	krasa
crevette	kʁəvˈat
crevetten	kɾovaaˈtɔ̃
cric	gʁˈɪk
cricken	kɾˈɪkɜn
cricket	krikˈeːt
critère	kɾitˈeːɾ
critèren	kɾˈitɛʁən
crochet	koʃyˈe
crocheten	koːʃˈɛn
croisière	kwˈɑzjjɚ
croisièren	kvəzjɛrən
croisièresschëff	kvˈɑziɛsʃuf
croisièresschëffer	kɾʊɑzɔjˈˌɑɾˈsʃˈoːfɔɾ
croissant	aˈsˈɑ̃
croissanten	kwasoŋn
croquant	kˈɔːkˈɑ̃
cross	kʁˈuʃ
crossen	koːsˈon
crosst	kɔst
croupier	kˈˈupˈʃe
croupieren	kɔpjɔjˈon
croupière	kɔpjɛ
croupièren	kˌɾʊpˈjɛrɪm
crowlen	kɾˈaʊlən
cru	tɾˈy
crustacé	kʁystasiː
crustacéen	kɾˈʏstɜzˌeːrən
crèche	kʁɛs
crèchen	kɾɛːˈʃɪɔːn
crèchëplaz	kˈrˈeːkˌeːplˈatˈts
crèchëplazen	krˈɛçəplˈɑːtsən
crème	χɛmm
crèmen	kɾɛmˈnˈ
crèmëflütt	kˈʁˈɛmˈaflˈyt
crèmëflütten	kˈrˈammˈəflˈøːtən
csa	tsɔjɔzɑ
csaen	tsɯjˈaziːɾn
cube	køːm
cuben	kyːbən
cuisse	kwˈɪs
cuissen	kwɪsən
culot	kʏlˈlɔ
cumulonimbus	kumulonimbos
cumulus	kumulo
cumuluswollek	kumulozvoʎag
cumuluswolleken	kuɛlwsfoːlɛkːɛn
curetage	kɵɾtaːr
curetagen	kɔʁtaːʒan
curiositéit	kuɾɛɔziːtɛt
curiositéiten	kʏljoːˈziːtɛjːtɛn
curium	kuɾiʊm
curriculum	koʁiˈkoˈlˈum
curriculum vitae	koˈriːkolʊ mfˈjˈ tˈaɪ
curriculum-vitaeen	koːrɛkoːlɔmviːtˈaiːan
cutter	kɔtɔ
cutteren	kɒtɾˈan
cv	sɛjvɛ
cven	seivenan
cyclist	tsiklist
cyclistefederatioun	sˈiklˈɛstdˈə-fˈɛdəʁasjˈɔn
cyclisten	tsiklistən
cyclistin	tsiglˈɪstən
cyclistinnen	seklɛsˈtɛnˈɔn
cystite	sɛstˈeːtˈ
cystitten	sistet̪ən
cäsium	tsɛzijum
cécile hemmen	tsɛzsjl hambɛn
d	dˈy
d'accord	lakˈɔ̃
d'amerikaner sinn als éischt um mound gelant	ts ˌɑmeːriːkˈɑːnɜ dˈiː als ˈeːʃt̚ ˈuːmˌɔnt gəlˈant
d'botz maachen	pˈɑtsmˈɛɣɛn
d'bréck ass zwee meter breet	brˈɛk ˈɑːs tsvˈeː mˈeːtɜ bɾˈeːt
d'bréck maachen	bʁˈɪk mˈaxlɪn
d'daimercher dréien	dɑj mɑr ʃoːd pɛn eːn
d'gebai huet dräi stäck an e balcon	kə bˈɛɪ ʋˈə trˈɛj stək ˈɑn dˈə bˈɑlkɑn
d'iesse schmaacht	dˈɪst ʃmˈaxt
d'iwwergewiicht kréien	dˈɪfɜ gəvˈɪçt tɾˈeːjən
d'kanner fuere mat de knuppautoen	kˈan aʊfˈʊrə mˈɑt dˈə knˈwpəw tˈɔn
d'kanner si jonk an hu kuerz blond hoer	kɔnnˈɑ ˈʌs ə jˈʊŋ ˈanɪw kˈɔɾts blɔntoːr
d'kaz	kˈats
d'leit fuere mam riserad	dlautvˈˈorɛ mˈɑmɾiːzɛ rˈaɾt
d'leit si liicht ugedoen.	lajtsiː lˈiːʃt ˈuːgə dˈuːm
d'leit si waarm ugedoen	lˈoːjtsiː vˈɛɾm uːgɛ doːən
d'leit si waarm ugedoen.	dlautsiːf vɛɾm juːgɛtʊɾm
d'leit stinn ënner dem prabbeli	gˈlaɪts stˈeːɛnt ˌʌndɜ dˈeːm pɾaːblˈiː
d'léift mécht blann!	tˈo lˈeːft mˈɪtʃ plˈɑn
d'madame huet eng auer um aarm	madˈɑːm hˈøːt ˈaɪn ˈaʊər ɔm ˈɛɾm
d'mamm huet ongeféier 35 joer	maːmˌ vˌɪɾt ˈʊngəfˌaɪɜfən vˈɑːr ʃəɾkəʃ ɪˌoːɾ
d'maus	mˈaʊz
d'meedche kuckt, vläicht waart hatt op d'mamm	mˈɪtʃɜ kˈʊkt flˈaɪʃt vˈɛɾt hˈat ˈɔp mˈɑːn
d'nächst joer wëll ech op dublin goen	nˈɛkst jˈu ˈʌvələʒ ˈɔf dˈɔblɪŋ gˈoːrəl
d'sonn schéngt	tsʊnˌtʃɛŋtˌ
d'tester gefale mer net	tastu gəfˈɑːlə mɔnˈnət
d'waasser ass gutt waarm, komm mol frieden	vˈasɜ ˈɔskʊt vˈɛrm kɔmˈol fˈriːɛdˈən
d'wënzer hu vill hatten am gebrauch	vˈɛntsɜ hˈuː fˈiːl hˈɑtən am gəbrˈaʊx
da	dˈas
da kuck dach mol heihin	�a kuːkt daːɾ mˈuːl haɪ hˈɪn
daach	dˈɛx
daachdecker	tɛrtɛga
daachdeckeraarbecht	dæɢtɑːˈkɑːʔɒːrbaʃ
daachdeckeraarbechten	dˈaxtakaːrabaʃtɑn
daachdeckerin	tɛrtagɔrin
daachdeckerinnen	dˈɛʁtakˈʁɛnˈan
daachdunn	tɛrtɔ̞n
daachdunnen	tɑːrduːnˈnɑːn
daachen	daxən
daachfënster	dˈɛɾfˈɔnstɔr
daachfënsteren	tð̞aɾfãn̪t̪st̪oɾən
daachkullang	dˈɛɾkoːlˈaŋ
daachkullangen	dakˈɔlɔn
daachliicht	dχlʃt
daachliichten	daxliːʃtʊn
daachorganisatioun	dæɾɔːgɑːnjzɑːˈsæɑːn
daachorganisatiounen	ðˈɛʁɔgaznˈizˈasjon
daachs	dˈɛʁs
daachstull	dˈɛst
daacht	dˈɛrt
daachverband	tˈɛnvɔːrbˈɑnt
daachverbänn	dˈaɾfɔɾbˌɑn
daachzill	dˈɛsttsˈɪl
daachzillen	dˈɑːrtʃiːdlˈlɑːn
daaft	daft
daags	pˈɛrs
daarm	kˈæn
daarmbakteerie	dæmbɑːtæeɾijɑ
daarmbakteerien	dˈɑmbˈatˈekɪən
daarmbakterie	dæmbatæɢjɑ
daarmbakterien	dæmbaɑkˈtɛɾiɑn
daarmflora	daːmflˈoːrɑː
daarmgripp	tˈɛngʁˈip
daarmgrippe	dˈaːmgʁˈɪp
daarmgrippen	dˈangɾˈɪpɜn
daarminfektioun	daminfeksiun
daarminfektiounen	dˈɑmɪnfɛkˈtioːnˈɛn
daarmkriibs	dˈɑːmkˈriːps
daarmspigelung	taːmʃpjʒoːloːm
daarmspigelungen	daːnʃpizɛlʊŋan
daarmtrakt	dˈɛntɾˈɑkt
daarmverschluss	dˈɑːnfˈɔɾʃlˈʊs
dabber	dˈoːbˈa
dabberen	dˈoːbˈoɾən
dabbers	topɔs
dabbert	toboːt
dabo	tɐbɔ
daboen	taːbən
dabozeg	dabɔtsɛʃ
dabozegem	daboːtsuʒun
dabozegen	taːboːtsɛʒɛn
dabozeger	daboːtsoʒoː
dabozegkeet	dabɔtsɨʃkejt
dabozegkeeten	dabɔtsəʃkɛtɛn
dabozegt	tsaboːtsost
dach	tax
dachau	daxav
dachs	tˈɑks
dachsen	dˈɔksən
dachskäppchen	toɣskapːtʃon
dachskäppercher	dɒgzkʰæbɑʃˈɾɑh
dack	dɒk
dackel	dakːɛl
dackelen	takɛlɛn
dacks	dˈɔks
dadder	tɔdɔ
daddereg	takɔɢɛʃ
dadderegem	tɐldɐɢɯn
dadderegen	tˈadˈaʒiən
daddereger	ˈɛtˈoʁˈɔzˈɑ̃
dadderegt	dodɔrˈɛst
daf	dˈɑf
daf bekassinn	dˈaɾf bˈɛkɜzˌɪn
daf bekassinnen	dˈaθ bˈeːk alsɪnnən
dafem	dafɛm
dafen	dˈaɾfən
dafer	dafɑ
dafgiedel	daːvgiːɛdɔl
dafgiedelen	aːfkedɔlɔn
dafgued	dafgʏɾt
dafgueden	dʌfgˈuːɛtʊnt
dafpätter	dæfpædɑ
dafpätteren	dˈaɾvpˈatɔɾn
