!	tɕam˧˧tʰaːn˧˧
"điện ảnh"	bjˈɛ̃
em ơi tính tiền cho chị	æm˥˥ m˥˩ teŋ˧˧tiən˧˧ tɕʰaː˥˥ si˧˧
engagement	iŋgeːˈzmən
enghlish	ˈɛŋglɪʃ
eo	l
eo biển	ɛ˧˧ au˧˧ ben˧˧
eximbank	sĩːn˨˩pæ̀˥nɑ˥
ép	hɛ
ép bược	et̪bɯ
ép chặt	ektsap
ép lún	dˌaʏ lˈun
ép ra	et̪re
ép thắng	tɛːf˥kʰŋ˧
ép trồi	etʃoɯ
ép vào	æθ vˈɛl
ép vỡ	t̪e
ép ăn	ˈæf ˈæm
f	a
fa	ɛtˈaː
farm	fˈaɪv
g	za
ga	gˈa
ga giường	geːzum
ga lăng	jˈɛˈplˈaŋ˨˩
ga ra	la za
ga tàu	˥˩gɛ˥˥ taw˧˧
ga tàu hoả	gã˥˥tɑʊ˨˩˦xwa˧˧
ga tô	ɣatu
ga xao gung	naː˧˨ saːʔu˧˧ hɤŋ˧˧
gai	gaj
gai dầu	ts˥ʰau˨˩˦
gai góc	gˈaɪ gˈoʊ
gai góc	bd̪ʒo
gai gốc	qɑːr ʑoːsˤ
gai mắt	bɛŋɢl
gai ngạnh	tʰã˥˥
galaxy	laˈlaːsi˥
gam	dˈɐm
gan	dʒen
gan dạ	tsʰt˦a˥˧
gan dạ	gan˥˥ dzʲe˨˩˦
gang	gæn
gang cốt thép	ɣɛ˧˧ kɔ˧˧ tʰe˧˧ p
gang thép	gəŋˈsip
ganh đua	ganˈdˈuːɾ
garô	laro
gay	hai˥˥
gay gắt	ɟai˧˧ gat˧˧
gà	gɛ
gà giò	gæzæ
gà mái	jæˈmai
gà rừng	gˈaɪv
gà sống	gaso�m
gà trống	gaː˧˧ aː˧˧
gà tây	dhæ tˈaɪ
gà ấp	gˈɛɹ ˈʌp
gài vào	gˈaɪ vˈɛl
gàn dở	la xa
gàn gàn	ˈgeɪn ˈgeɪn
gàng	tsid˦
gá	ˈaː
gác gỗ	ɾakɔ
gán	laːn
gánh	gˈan
gánh vác	gal ba
gã	la
gãi	gãːj
gãy gọn	kʰãː˧˥ kɔː˧˥
gả chồng	tsa˨˩tɕʰɔ̀ŋm˧
gạ gẫm	t̪e kãm
gạch	ˈɑt
gạch bỏ	tʃu bɔː
gạch bỏ chữ (đó)	gɐt˨ˀ˩ bɔ˧˨ tɕɯ˧˧ do˧˧
gạch bẩn	at˦man˧
gạch dưới	găt˨˩ dɯ˧˧ ɟʝ
gạch dưới chữ (đó)	gət˧˧ vi˧˨ kiən˧˧ do˧˧
gạch hình	tiat̚˨˩ hən˥˥
gạch hoa	ɣæb ˈhɒiː
gạch khuyết	kat̪pɛk
gạch lát	gat̪ ˈlæt
gạch lưới thép	gãp lɤj tʰɛp
gạch men	n˧ʔt̚˨˩rman
gạch mộc	gãp mau̯
gạch nét	jat˦˥ net˦˥
gạch ngang	hjat˨˩ ŋ˥˥ɛn˧˧
gạch nhiều	kat˦˥ njo˧˧
gạch nối	ʁˈaːt nˈɔj
gạch nửa	gat̪˧n˧a˨˩
gạch xỉ	gär sɐ̃ːiː
gạch xóa	gã˥˥sɔ˥˧ai˥˧
gạch đánh dấu	gãp dãn dʒau
gạn	gan˨˩
gạn hỏi	ge˧˧ hɑ˧˥ ɦ o˨˦
gạo	dˌiːzˈaː
gạo chiêm	ʁau˨˩ tʃiən˥˩
gạo mùa	ɣ̞aːwmwɔ
gạt bỏ	rg̚˨˩at̚˨˩mɔː
gạt dầu	˩˨˩˦ gɛːt˨˩˦ dʝau˧˧
gen	ʒˈɛl
gen lặn	kian˥˥nan˨˦
gh	ˈga
ghe	gɛ
ghen	zɛ
ghen tuông	gʲe̞n̪t̪um
ghen tị	jˈɛn tɐ̹i˧˧
ghè đẽo	ɣɛ˧˧ dɛ˧˧ u˧˧
ghi	eijj
ghi chép	gijte
ghi chú	minitʃu
ghi danh	gi˧˧ dʒan˥˩
ghi nhớ	gej˨˩ɲa˥˧
ghi nhận	gɤ̆j˥˥ njan˨˩
ghi ta	geːp˨aː˧jˈ
ghi tên	giiːn˧
ghi âm	iː
ghim bấm	lə˥˩m̩˨˩˦ man˩˩˦
ghiền	geːən
ghính	gyn
ghiền	kigˈeɪl
ghè	gˈɛ
ghèn	gɛːn
ghé	gɛ
ghép	gɛt
ghét	tɛ
ghê	g
ghê gớm	dʒoɾˈgɑm
ghê sợ	jˈæzə
ghế	ue˥˩
ghế cơm	ge˧˧ kɤm˥˩
ghế cứng	ʁˈeːkən
ghế mềm	vʲɛ̀i̯maʲæm
ghế xếp	gɛ sep
ghì	vˈiː
ghìm	hˈiːn
ghẹ	ɣ̞
ghẹo	gˈɛl
ghẻ	vˈɛ
ghế	g
ghế bành	rən˨˩˦ bǎn˧˥
ghế dài	geː˦ː jɛː˩˦
ghế nhựa	ge˥˥e˨˦kjɛː˥˥
ghệt	tɛːt˥
gi	dʒiː˥˩
gia	jɛ
gia bảo	tʰi˧˥aː˧˥ mɑʔ˧˧
gia bảo	d̪e˨˩ a˥˧l
gia công	dɛ˥˩ kɔŋ˧˧
gia cầm	zaːkam
gia hạn	zæhæm
gia hạn	ʒaha
gia khánh	tjˈɛː sˈan
gia lai	sâ˥˥laj˥˩
gia long	zaːnlɔm
gia môn	plˈa mˈoːl
gia nghĩa	zæːnɪe
gia nhân	dza˥˧ nɲ˨˦a˥˧ŋ˧˧
gia nhập	dˌiːzə nˈɐ
gia phả	se˨˩fˈaː
gia quyến	dˌiːzə ʊj
gia súc	dʒaː˧˨ ʃok˨˩
gia sư	sjˈɛɹz
gia sự	jˈɛɹ sˈoʊ
gia truyền	a dʒuːɪn
gia trưởng	ja˥˥
gia tăng	zɛːˈstæŋ
gia tộc	jˈɛ tˈaɫ
gia vào 1 trong những thành	zaː vaː mɔtʰrɔŋm˧j˧ŋ˧ tʰɤ̆ɐ̆j˧
gia vị	θav
gia đình	jæˈnæn
gia đình	sæˈdan
gia đình.	zaːben
gia định	zˈaːdən
giai cấp	zaːj kʌp
giai nhân	zajnjan
giai nhân và quái vật	saj˧˧ nhan˧˧ vɛ˨˦ ka˧˩j˧˩ vɤt˦˥
giai đoạn	jai˥˧dʔan˨˩
giam	sam
gian	xan
gian dâm	sanːzɐm
gian dối	je joj
gian khổ	jɛn˥˥xɑʊ˨˩˦
gian kế	la k
gian lận	san˩˥n
gian nan	zanˈan
gian trá	sanja
giang	zæn
giang hồ	jæŋ˥˧hɔ˨˩˦
giang mai	sɛ˥˧ŋ˨˩maːj˧
gianh	jæn
giao	zau̯
giao chỉ	zalti
giao cấu	tsakˈaːl
giao dịch	dʒoː˧˥
giao dịch	gəlˈdʒen
giao hàng	sœ˧˥ hɛŋ˧˥
giao hợp	jˈɛl hˈæp
giao hưởng	lɔ˥˧ãŋ˧˥
giao lưu	dˈaʊ bluː
giao lưu văn hoá	dɑw˧˧ lɤ˨˦ vɑn˧˧ xwa˧˧
giao nhận	sau˧˧ nʲ ɛ˨ˀ˩ʔ
giao phó	je̞lˈfˈoɾ
giao phó	zalfɔ
giao phối	zau̯pɔj
giao thoa	tsiaʊ˨˩tʰa˥˧
giao thông	dʒaːʊ˨˩ tʰɤŋ˥˥
giao thông công cộng (交通公共)	dʒaː˧˧ hɔːŋ˧˧ kɔ̀ːŋ˧˧ kɔ̀ːŋ˧˧
giao thông vận tải	zaːʋˈtʰɔ̀ːm v�̆t̪ taj˧˨
giao thừa	sau˥˥tʰɯ˨˩˦a˥˧
giao tiếp	zâːuː tɪp
già	zæː
già cả	jˈɛt jˈæ
già cỗi	dˌiːzə kɔːn
già giặn	zæ zæn
già khụ	sɛ˨˩ xo˧˧
giàn nho	kʰeː˧˥sia˥˩
giày	saj
giày vò	zˈaɪˌvɔ
giá	zæɾ
giá bán	saˈɛ men
giá chợ	sɛ˥˩ tɕja˧˨
giá cước	dʒe kɔː
giá gương	zɛŋɣlɛŋ
giá hoa	san˩˦uaː˧˥
giá mua	sɛːr moːa˦˥
giá nhất định	zɛ˧˧ nʲɤt˦˥ dɤn˧˧
giá như	zaːnˈiːn
giá sản xuất	zɛːˀˀ ʃaːˌɛnˈsot˦
giá trị	dˌiːzə dɹˈeɪ
giá trội	zˈaɾtʃɔd
giác chùy	tsʰɤ˧˥ tʃɤj˧˧
giám biên	dʒɛm biːn
giám hộ	dˌiːzəm ɔːlˈɛ
gián	ven
gián tiếp	zan˨˦ tïip˥
gián điệp	zæn˧˧ di˧˧p˨˩
gián đoạn	san doaːˈn
giáng	zˈaŋ
giáng sinh	sen
giáng xuống	sǎ˥˥la˥˥sũ˨˩˦oʊ˧˥
giáo dục	lɛːlɔːlɔk˨
giáo huấn	zau̯hʊŋ˨˩
giáo hữu	zau̯hu˥˥
giáo trình	zau˧˧ tɤn˧˧
giáo viên	zˈɛl vˈiŋ
giáo điều	seʁ˨˩l˥˩ deʔ˨
giã gạo	zaːɾau
giã nhau	nʲaː ɲauː
giã độc	d̪e ŋoo
giã ơn	zˈaːtl
giãi bày	jɐ̀i̯˨˩ taj˨˩
giả bộ	sã˨˩bɔ˧˧
giả định	ɟʰaːŋ˧
giải quyết	dˌiːzə ɹˈeɪv
giải tích	aː˧˧
giải tính	zˈaɪ tˈɪn
giải trí	sai̯ tɹiː˥
giảng dạy	dŋ˧˧ dɐj˧˧
giảng hòa	sã˥˥hɔ˧˧
giảng viên	sâːŋ˨˩bjɛn˨˩
giảng đàn	sã˧aŋ˨˦ da˧˧n˧˧
giảng đường	sã˧˧ an˧˧ dɯəŋ˧˧
gie	zɛ
gieo	sˈaɪˌhˈl
gieo gió gặt bão	zɛ˧w˧˧ zo˧˧˧ găt˨ˀ˩ pɑw˧˧
gieo gì gặt nấy	nˈɛlˈzˈ gˈaɪŋ
giesu	zəʃoːj
gio	zɑ
gió	sˈa
gió bão	ɑ˧˥ mɑ˨˩˦ au˧˧
gió cuốn	zˈɑː kˈon
gió giật	zˈɑː zˈat
gió lò	sɛˈlaː
gió lùa	sɛnˈ lwˈa
gió lốc	zaːn lɔ
gió lốc ngược	zˈɑvɑnˈɑkˈgˈ
gió mùa	dˌiːzə mˈuɹ
gió phản	zɒːɒːfn
gió trăng	zˈɑː dʒˈaŋ
giỏi	sjɔj
giỏi nhất	ɲɔj˧˧ njə˥˧˧
giỏi trai	gɑ˧r˧j˧˧ tɕʰaj˧˧
giỏi.	sˈɔɹɪt
giu	zˈu
giun	zˈun
giúp	zˈup
giúp bạn	dʒəb˦˥ baːn˧˧
già	dʒa
già khọm	jæˈhɑm
giàn	zan
giành	zˈaɪn
giào	zau
giàu	dʒau
giàu có	tsau̯ka
giàu sang	zɑu˨˩ʃan˨˩
giày	la
giày búp bê	zəj˧˩ pɔkp˥ bɛ˧˧
giày bệt	zajbet
giày bốt	zajabot
giày cao gót	sɐi̯˧ kaːu̯˥
giày dép	zajˈit
giày thể thao	saj˧˧pʰaː˧˥tʰaːw˥˩
giày tây	zˈaɪ tˈaɪ
giày vò	zˈaɪvaː
giày xéo	zəj˧˧ se˨˩w˧˧
giày đế mềm	zăj deŋ bɛm
giày ống	zăj˧˨ ɔŋ˧˧
giày ống cao gót	zai̯ ɔŋm˧˧ ka˧˧ gɔt˦˥
giày ống chịu nước	zăj˧ ɔ̀ŋm˧˧ tsʰiw˧˧ nɯək˥
giày ống mắt cá	z˧aj˧˩˨ ɔŋm˧˧ mat˧˧ ka˧˧
giá	zæn
giá bao nhiêu?	xaː baːl ɲeu
giá chuộc	zaːrˈtʃoː
giá cả	tsakka˥˩
giá như	zaˈnˈ
giá rẻ	sæˀræk
giá sau khi chiết khấu là bao nhiêu?	zaː˧˧ saːw˧˩˨ xɤ˧˩˨ tʃi˧˩˨ tʰɤ˧˩˨ laː˧˨ baːw˧˩˨ ɲi˧˩˨w˧˧
giá sinh hoạt	sæˈʃen hwɒt
giá sách	sˈa ʃˈat
giá tiền	θaː˧˧ tiən˨˦
giá trị	jaːdɾi
giá trị gia tăng	tɕja˨˩˦ tɕja˥˥ tɑŋ˥˥
giá trị thặng dư	jɛ˨˩˦ tʰy˧˧ tʰẽŋ˨˩˦ n
giá vé	zɛːv
giá vé này bao nhiêu?	saː vɛ˧˧ năj˧˩˨ ba˧˧ nɲ˧iu˧˧
giá đó không chính xác	sa˨˩dɔ˧˧ xoŋm˧˧ tsɯn˧˧ saːsʔ
giá đỗ	sã˧˧ do˧˧
giá đỡ	aː˥˧ dɤ˧˧
giám mục	zɑːm mok
giám sát	dʑiŋ˨˩ saːk˥
giám thị	sam˨˩ tʰɤ̆j˨˩˦
giám đốc	ʒˈaːm dˈɔp
gián	jɛːŋ˧˥
gián điệp	sãn˧˧ dep˨ˀ˩
gián đoạn	san˩˩˦lua˥˧
giáng	tɕs
giáng chức	sẽ˧˧ an˧˧ tsɯək˨ˀ˩
giáng sinh	vansiŋ
giáng sinh vui vẻ	jaːsənvua
giáo	zau̯
giáo dân	nɛːw nɛːn
giáo dục	dʒaː˥˩o˧˧ dzɑ˨˦ zɑ˧˧ ji˧˧
giáo hội	zài̯˧˧ ho˧˧
giáo khoa	ʝau̯ kwaˈ
giáo lý	dau˧˧ lɤj˧˨
giáo sĩ	dʒuː˧sɤ˥˩
giáo sư	dʒaːɔtʃy
giáo sỹ	ˈdʒɑl sˈaɪ
giáo viên	ʒˈaʊ vˈiɐn
giáp	saˈsˈ
giáp ngọ	jˈɑtgˈaɪ
giáp trận	dˈaɪ
giây	zˈeɪ
giây giướng	ʒa jndʒɑjn
giây lát	zăj˧˧ laːk˨˩
giây phút	zˈaɪfʊd
giầy	jˈaɪ
giấc ngủ	d̪jæt mɑg̊oː
giấc điệp	dʒɑq diːm
giấu giếm	jˈau ʒiːm
giấu kín	nau̯ ke
giấu mình	jæulɪ̆
giấy	zəˈi
giấy ảnh	jˈɛ
giấy bản	zăj˧˧ ban˨˩˩˦
giấy bạc	sej˨˩n˧ pan˥˥
giấy bóng	zəj˧˧ bɔŋm˧˧
giấy dán	ɑjˈjæˈ
giấy mẫu	jɛj maːw
giấy tờ	ej ta
giận	san˩
giậu	zo
giã	zaː
giãn	sen
giãn cách xã hội	dʒẽŋ˨˩ kat˦ saː˧ hoɪ˧˧
giãn cơ	zanko
giãy	zˈaɪ
giãy chết	zˈˈɛˈɛj tʃek
giãy giụa	sajzɔː
giãy nẩy	zˈɛ̃i nˈɛ
gièm	zˈɛm
gié	zˈɛ
giê	zˈe
giết chết	zɛt
giò	zˈɑ
giò cháo quẩy	do˧˧ tɕɔ˧˧ kwɤj˨ˀ˩
giò thủ	a˥˥tʰoʊ˨˩˦
giòn	zˈɔn
giòn giòn	zɑːn zɑːn
giòn tan	tɕaŋ˨˩ta˥˩n˥˩
gió	sɑ̃
gió bắc	sɔ˧˧ makk
gió mùa	zˈaːmˌuːɹˌ
gió xoáy	zˈɑ̃ zwˈaɪ
gió xoáy nghịch	zɑːˈsɔj˨˩ ŋʃtʃ
gió!	sˈɔ
gióng	jˈɐ̃ʊ̃
giô	zˈoː
giông	zõŋ
giông bão	zom mˈaɪˈʊ
giông bão	zom˧˧ ba˧˧aw˧˧
giống	zˈɔ̃
giống hệt	tˈoːɛˈʒˈ
giống nhau	zɔŋˈɲəɔ
giống như	dũŋm˧˧ ɲɯ˧˧
giùm	ʒˈom
giúi	zˈuɪ
giúp	zup
giúp tôi!	zuk toj
giúp với	zo vˈɛˈ
giúp đỡ	dʒʊkdaʔ
giũ	ʒˈu
giũa	zˈuɐ
giơ	zə
giơi từ	zajtɯ
giờ	zə
giờ này	zə nej
giờ nghỉ	sœ˧˧ɛ
giờ sửu	zˈɛstsˈʌvˈ
giờ đây	lɪŋ˧˥
giời già	sa˨˩wi˥˧zən˥˩
giời tru đất diệt!	zɤj˧˧ ju˧˧ dɤt˦˥ diət˦˥
giới	zɤ̆j˩˩˦
giới tự	zɔitˊu
giở ngón	dˌiːzə ʝˈa
giư	zˈɯ
giương	sɯəŋ˨˩˦
giương ô	ðɯəŋ˧˧ ɔː
giường	dɯəŋ
giữ	dʒoː
giữ chức	sɯgɯtʃɯ
giữ giá	dˈɪn jˈɛ
giữ gìn	dʲɛʊjɛn
giữ mình	tə ˈmɪŋ
giữa	zɯɐ
giữa chừng	zɯə˧˧ cɯəŋ˨ˀ˩
giường	zɯɫum
giường bệnh	ɤ˧˧ə˥˩ mʁã˧˥ dɯ˧˧ uən˧˧ dɯ˧˧ uən˧˧
giường gấp	dʒɯəŋ˨ˀ˩ găp˨ˀ˩
giường tầng	tsiŋ˨˩ba˥˩ljɑŋ˧˥ jɑŋ˧˥ ba˥˩ljɑŋ
giường đôi	ɾɯəŋ˨ˀ˩ doj˧
giường đơn	˧ɑŋ˨˩ dən˧˧
gì	jˈeɪ
gìn giữ	sin zˤ˩˦
gỉ mắt	ɤ̠˨ mɑ˥˩
giả	sɛ˨˩˦
giả bộ	tɕˈabu
giả cầy	sɛː˩˦ kai˥˩
giả dược	dʒɑ ɪə
giả mạo	sã˨˩la˥˩
giả sử	dʒãː˨˩ sɤ˥˩
giả thuyết	zæː tʰwˈt
giả vờ	sã˨˩fɤ˧
giải	dʒˈaɪ
giải hòa	jɐi˧˥ hɔːaːˌ
giải pháp	tsaːi˧fap˨˩
giải phóng	sa˨˩aː˧j˩˩˦pʰaː˧
giải thoát	zˈaʁi tʁwˈat
giải thích	jɑː˩˧
giải thưởng	zài̯˩˧tʰɯəŋ˨˩
giải trí	tsi˥˧
giải đáp	ɤ˦˥ laː˧˨
giảm	sam
giảm cân	dʒaːm˧˧kɔːŋ˧˧
giảm giá	tæm zæ
giảm thiểu	sam tʰiũ˨˩w
giảm xuống	tsan˨˩ʂoŋ˨˩
giản lược	sǎːn lɤk
giản đơn (簡單)	sandən
giảng viên	ɑŋ˨˦ vi˧n˧˧
giấc mơ	zɑqmɑ
giấc ngủ	zækˈʁuː
giấc nồng	d̪e ŋoo
giấm	sam
giấu	zˈɑl
giấu giếm	jɐu̯˩˧
giấy	zəˈji
giấy báo	zɤ̆j˧˧ baːw˧˧
giấy bướm	zajbɯɯˈm
giấy bạc	sɤ̆j˧˧ ma˧˧
giấy bản	ză̂i̯ paːn˨˩
giấy bọc thực ăn	zăj˧˨ bɔk˨ˀ˩ tʰɯk˧ an˧˧
giấy bồi	zɐ̃j boj
giấy bổi	zɐ̃j˧˧ bo˨˦j˧˧
giấy chứng minh nhân dân	dzẽ˧˨ tɕɯəŋ˧˧ manʔ˧˨ dʔn˧˧ dʔn˧˧
giấy chứng nhận	zɐj˧˥ tʃɯəŋ˧˧ n̪an˧˧
giấy cói	zɐ̃j kɔj
giấy dán tường	zajnpɭu
giấy ghi chú	dʑăj˧˨ ji˧˧ ʈʂu˧˧
giấy khai sinh	ɔːj˧kʰʰesn
giấy mực	jæjɪmalk
giấy mời	zˈaɪ mˈaɪ
giấy phép lái xe	ɤj˧˨ xɛ˧˧ pʰɛ˨˦ lai˧˧ se˧˧
giấy phép lên tàu xe	zɛːfʔfwɛːŋ˧ʔtaːw˧ʔsŋ˧
giấy tờ	dʒejiːtaː
giấy vệ sinh	ʒɛjˈve ʃinˈ
giấy ăn	ɟəi an
giấy ảnh	saj˧an˩˩˦
giấy ủy quyền	daːi oˈhi oˈhiel
giầm	zɐm
giần	zæn
giầy	jaj
giẩy	sai̯
giẫm	jˈɑm
giẫm lên	sˌamlən
giậm	zam
giận	zan
giận dữ	sǎŋm˧˧
giật	ʒˈak
giật dây	zatsɑj
giật lùi	zəːd laːwaːj
giật nóng	ʝˈa naum
giậu	dzɐu˨˩˦
giắt	zɐt
giặc	mig̞nit̪sa
giặt	ʒˈa
giặt giũ	zˈatsu
giặt quần áo	ak kwŋ æl
giặt tay	tɕak̚˨˩tai˥
giẹp	jˈɛt
giẻ	zæ
giếc	zˈɛk
giếng	zˈeɪn
giếng khơi	diːn xaːj
giếng trời	diən˧˧ cɤj˧˨
giết	dʒe
giết gà lấy trứng	ɛ˧˧ dzɛt˦˥ gaː˧˨ lɤj˧˩˨ tʃɯəŋ˨ˀ˩ʔ
giết thời gian	zˈiət tʰɑəp zen
giễu	zˈiːl
giọi	sai
giọng	al
giọng miền bắc	tsoʊ˨˩˦mjɛn˨˩˦tɑʊ˥˩
giọng địa phương	˨˩˦lɤ˧˥ diən˧˧ fɯ˥˥
giọt	tɕʰi˨˩˦
giỏ	zˈa
giỏ hàng	zã˧˧ hej
giỏ hàng xách tay	gɔ˧˨ haːŋ˧˨ săk˧˧ tăj˧˩˨
giỏ rác	saːrə
giỏi	zˈaɪ
giỏi giắn	sɑ˥˥sian˨˩
giỏi quá	ɟɔj˧˧ koa˧˧˧
giống	sõŋ
giống cát cánh	zom˧ taːtˢ tãn̪ʝ˧
giống hệt	sũŋ˨˩hiat˨
giống nòi	zɔŋ˧˧ naːj˧˨
giỗ	'zʔ
giỗ tổ	sɔ˥˧ɔ˨
giỗ tổ hùng vương	zə˧˧ tɔ˧˧ mɔ˧˨ bɔ˧˧
giội	zale
giới	jæj
giới chức	sɔːˈi tʰuk
giới hạnh	zɔjhan
giới thiệu	jɔː˩˧ tʰiː˨
giới trẻ	zɤ˧˧ tɹa˨˩˦ ɛ˧˧
giới tính	ɕjɯɯ˧˧ tĩŋ˨ˀ˩
giới từ	sœ˧˧tɔ˧˧um˨˩˦
giới tự	soitˈɯ
giờ	zə
giờ cao điểm	ʝ˧˧aː˧˧ kaːw˧˧ biːn˧˧
giờ mở cửa	zə mˈœʁˈɯə
giờ thì ngược lại, tôi cũng đã được tham	sɔŋŋ˥˩ʰ˥aː ʈɔː mɪn˧ʔil˧kʰ˥n˩˩˦
giờ đây	zædæm
giở	saˈ
giỡn	dʒˈɑn
giục	tsjuː
giữ	zæl
giữ gìn sức khoẻ	tsɯːˈɯzˈin ʃk xɔ̀ːhɛ
giữ gìn sức khỏe	ziuzin˨˩ sɯkʰʰaː˧˧
giữ liên lạc	ɤ˧˧ liən˧˧ laj˨ˀ˩ʔ
giữ làn đường bên phải	zɯə˧˧ laŋ˧˨ dɯəŋ˧˨ ben˧˧ făj˧˩˨
giữ lại	rɤ˧˨ laj˨˩ʰ
giữ phía bên phải	˨ʋɯə˧˧ fiɐ̯˧ ben˧˧ fai˨ˀ˩
giữ trật tự	zɯ˧˧ tʃap˨ˀ˩ tə˧˧
giữa	fra
giữa lúc	ʒˈɛ
giựt	zˈɛt
go	gˈoʊ
gon	gɑːn
good	tɔːt˥
gò	ɾɑh
gò mộ	gamu
góc	fab
góc cạnh	góp˨˩ ka˧˧n˧˧
góc hướng	d̪el ĩ
góc nhọn	nˈɔ
góc phương	kɔ˧k˨ fɯəŋ˧˧
góc tù	gɐm˥˩ tàu˧˧
góc vuông	dˈɔ̃ dˈu
gói	lɔːjˈ
gói chè	ɣɔ˧˧ tʰe˧˧
gói lại	lɔj˧˥ laj˨˩
gõ	jˈa
gọi	l˧ɔːjˈ
gọi là	rɔj˨˩ laː˧˧
gọi tên	lɤːt˥ tɛn˧˧
gọi điện	gɔ˧˧ diən˧˧
gọi đến	lə˥˩y˧˧ dən˧˧
gọn gàng	lɔːŋ˧˧gɛːn˨˩
gọt bút chì	kɔːtm˧ut̚˨˩kʰiː˧
groningen	χɒːnɒːʔiːɣæn
guốc	gu
gút dây	ʁʊd jæj
guốc	vok
gà	jˈɛ
gà chiên nước mắm	ga˧˧ ki˧˩˨ nɯə˧˧ mam˧˧
gà chọi	tsɛːdʒɑːt
gà cùng chuồng đá lẫn nhau	gaː˧ koŋm˧˧ tʃuəŋm˧˧ daː˧˨ lɤn˧˧ ɲaw˧˧
gà cùng một mẹ chớ hoài đá nhau	gaː˧˩ kunŋm˧ˀ˥ mot˨ˀ˩ mẽ˧˩˨ cɤ˧˩˨ hoài˧˨ daː˧˧ ɲaw˧˧
gà gô	gaˈgo
gà lôi	ɣaɾɔn
gà mái	gəmaːn
gà mờ	lɛmɔ
gà rán	gaːˈzaːn
gà rừng	gaː˧˧ zɤ̆ŋ˨˩˦
gà ta	gɑːt̪a
gà thiến	dʒɑːdˈti
gà trống	gaːrm
gà tuyết	kẽ˥˩ tʰuit˦˥
gà ăn không hết bạc	gã˧˨ an˧˧ xoŋm˧˧ hɛt˦˥ baː˧˨
gà đồng	gəɾum
gài	t̪r̥a
gài bẫy	ɣai˧˧ bʔɛ˧˧
gào	gˈaʊ
gàu	zau
gà con	gaːkon
gá	jˈæ
gác	tɑ˥
gác bỏ	dˈæt bˈɑ
gác chuông	saːt juːmˈnˈɑ
gác dan	tɑːksən
gác xép	fæˈk seɪp
gái	ai
gái mười tám	ɣaʲ mɯəj˧˨ tãm˧˥
gán	ɟʝan
gánh	fˈaŋ
gánh nặng	gãnˈna
gánh vác	gən bɛ
gáo	aɪˈsɛnˈˈsɑːɹˌhˈˈɑ
gáy	gaj
gân	gʌn
gân cổ	gõː˧˥
gây	dʏə
gây bệnh	gai˥˧ ban˨˩
gây gổ	ke˥˩ i˥˥kɔ˧˧
gây loạn	ge˥˧ luai˨˦
gây mê	gai me
gây nên	ogaj nen
gây nổ	ɣai˧˧ nɔː˩˧
gây oán	jɤ˨˩˦li˥˩waj˥˥
gây ra	ˈgəːj rˈa
gây tác hại	ɣɤj˧˨ tã˧˥ ha˨ˀ˩ʔ
gây tê	gəiːtəeː
gầm gừ	æm dʒɑʁ
gần	n˥˩
gần cực	ɣ̞ɾãn̪˩˦ kək˦˥
gần gũi	ganˈgoai
gần hơn	gan˨˩ hən˥˥
gần kề	nke
gần lại	n˥˩laːj˧
gần nhất	gaːnˈnat
gần như	gɐnˈnjə
gần đúng	gan˧˧ dũŋm˧˧
gần đây	ɣən˧˧ dăj˧˧
gần đến	ganˈɛn
gầu	gˈoʊ
gầy	ai̯
gầy đét	gaˈiːl dˈe
gấp	ap
gấp khúc	hɤ˧˥ hɔ˧˥
gấp lại	rɔːp̚˨˩laː˧j˧
gấp mép	gap mɛːf
gấp mí	ʁb̪ mai̯
gấp rút	rap̚˦˥
gấp rưỡi	găp˧˧ rɤj˧˧
gấp đôi	gap˦˥ doj˧˨
gấp được	găp˦˥ dɤək˨ˀ˩
gấu	gˈɑl
gấu mèo	ʁˈɔ mˈɛˈʊ
gấu trúc	gˈau tɹˈau
gập	gɑp
gập lại	gɤp˨˩la˧j˧
gập mình	hjɑp man
gật	ˈɛst
gật đầu	lət̚˨˩p˨˩p˥m˧ da˧w˧˧
gậy	gaj
gã	dʒaː
gãi	lai˥
gãy	gaj
gãy chân	kã˧˧ i˧˧tɕi˧˧n˧˧
gì	zˈe
gì đó	ʃt˦ to˧˥
gò	gˈa
gò bó	laːbaː
gò công	ɛːkɑŋ
gò má	laːmˈɛnt
góa	wˈʌn
góc	ˈgɑːp
góc khuất	nɔːkʰʃ
gói	gai
góp phần	ɾɑːfən
góp ý	lɔːt˥ ai˧˧
gót	ʁˈɑ̃
gót chân	lɔːt˧ kãŋ˥˧
gô	bon
gôm	nom
gôn	bun
gông	zɤŋ
gỗ	gɔ˧˧
gỗ chắc	wʊ̞o̞ kʰa
gỗ dán	gɔːjɑːn
gỗ dạt	go jaːr
gỗ dẻ	lo˧˧ jˈɛ
gỗ tạp	w oːl kaːp
gỗ tươi	gu ɔːtɯj
gội	noj
gõ	gˈɑː
gù	vˈoː
găm	d̪em
găng	ʒˈa
găng tay	găŋˈ təjˈ
găp được	gǎp˨˩ dɤk˦˥
găy tay	gã˧˧ i˧˧ paj˧˧
gắn	nɔːn
gắn bó	jɐŋ˨˩˦ bɔ˥˥
gặm	ʁˈap
gặm nhấm	kam ɲam
gặm thủng	ɣãm˨˩ tʰũŋ˧˧
gặp	dˌa
gặp gỡ	gapˈgaː
gặp may	la mei
gặp mặt	ɣ̞ap̚˨˩mat̪
gặp nhau	ʝˈaʊ
gặp phải	fapˈ fajˈ
