-ին	ɪn
մինասյան	mʲinɛʃːan
մինչ ժամը քանի՞սն է ավտոբուս մեկնում	mintʃ ʒɑːmʰkɑnjsnej ɑftobuz me̞jknum
մինչ հանդիպում	mintʃ handipon
մինչև	ne̞nːtʃɪm
միշել տեր-զաքարյան	mai̯ʃél tærzɑkɑriən
միշտ	nˈɛ
միջադեպի	mitʃaːtˈe
միջնեկ	mʲitʃnæk
միջոցառումներ	metʃɒtʃhɒˈɾumnejɾ
միջոցով	nidʒoːtsɔv
միջուկային ռեակցիա	miʄukain reaktsia
միս	mif
միտումնավոր	mit̪umlaβ̞oɾ
միտք	mʲitk
միրգ	mˈɪɹ
միրգոյանի	miɾkɔjaːni
միքայել	mˌikaːˈjət
միքայելյան	miːkʰɑːjɛːljɑːm
մխիթարել	məxiːtɑre
մծբին	matsʲpʲi
մկան	mɯ̞kɑm
մկրտել	mʊ̃gɑːrtan
մկրտիչ ճիվանյան	mə kəɾtíʃ dʒiːbɑn jɑn
մկրտչյան	makəɾtʃaːn
մկրտվեց	vˈaɪ̚tʃəˈʌvvˈɛˈʃə
մյուս	nˈe
մյուսները	mʲiusnejɾa
մնա աջ գծում	mana ɑtʃ kətsoʔ
մնալ	mɑnɑl
մնացել	mnˈaˈtsˈen
մշակեր	mʃɒkɒl
մշակույթը	maːʃakojt̪ʰa
մշուշ	mˈasˈuʃ
մշտապես	mastɔpɛs
մոգոնել	mˌoːgˈɔnˈɛl
մոգություն	mogutsiun
մոդել	modɛl
մոլորակը գնդաձև է	mɔ lɔraː kə gɪndaz zɑlɑ
մոլորվել	mɔːlɔrbɛl
մոխիր	moxˈhiɾ
մոխրագույն	maqraaguin
մոմ	mɔ̃
մոմանկարչություն	moɦmɑnɑkkaːrʃutɪun
մոնիկա վասիլյան	monika vasiliən
մոշ	mos
մոռաղել եմ պին կոդը	mɔra tsɛlɛn pɛ iːn kɔdɛ
մոռանալ	moɾamal
մոռացել եմ գաղտնաբառս	mʊɾˈɑtsʰəl hæm gɑx nə bɑrɑts
մոռացել եմ օգտվողի անունը	mʊɾɑtsʰél eam ɒktʰɒgɒɾí ɒnínɒˈmɒɾɒˈtsʰél eam ɒktʰɒgɒɣí ɒnínɒˈ
մոռացկոտ	mˈorˈotskˈo
մոտ	mˈot
մոտակա	mot̪aka
մոտակայքում կայանատեղի կա՞	mot̪akaakum ai̯e̞nateɣ̞i ika
մոտավորապես	mutaβ̞orapes
մոտը	moto
մոտիկ	muti
մոտիկանալ	multikanal
մոտոցիկլետ	mɔtɔtsiːklɛt
մորեխ	mɔɾæx
մորը	mora
մորուտ	mˈɔɹəlt
մորուք	mɔruk
մորուքներ	moruqnɛr
մուգ	nˈuk
մուխ	mu
մուխ տալ	muːxtɑl
մուծում	mutsu
մուկ	mu
մուկուչյան	mukukion
մումիացնել	munˈjatsnˈɛn
մուշ	muʂ
մուտք	mɔtk
մուտքի իրավունք	buːtkiiːrabɔv
մուրաբա	mʊɾabɑ
մուրադյան	muradɨn
մուրճ	bɔɾtʃ
մռնչյուն	baranʲtʃon
մռութ	mˈaɾˈut
մսագործ	misakordes
մտադիր	mat̪að̞iɾ
մտադրվել	matadɾabɛl
մտածել	mətadsən
մտածելակերպ	məˈtɑːtsəlɑjkel
մտածելը	mətətsɛla
մտածելով	mataʔtɕlɔʁ
մտածում	mətätsʊ
մտածում ե	mʊtâtsûː mʰɛ
մտածում եմ	mʏ̞tatsʏmɛm
մտածում են	matatsume
մտել են	matjlin
մտնել	mɪ̞tniːl
մրգահյութ	á
մրգավաճառ	məɾkɑvɑtʃɑɾ
մրրիկ	mˈʌʒi
մրցակցություն	mˌɚtoʊksˌaʊtʃuən
մրցարշավ	mɑɾtsɑɾtʃɑf
յ	hĩː
յաղթութիւն	hɒqtˈutjˈun
յար	dˌiːzə
յղանալ	hɑɣnɑl
յղիանալ	ɢiːɑːnɑːl
յոթ	jɑt
յոթանասուն	tʃiːzitɑnɑsuːn
յոթերորդ	dʒuːdvˈiːraːv
յոթհարյուրերորդ	jɒˈthɒɾueɾegɒˈɾɒˈɾˈd
յուղել	igʁæl
յուրահատուկ	jɾahatɔk
յուրաքանչյուր	neɾakantʃuɾ
յուրաքանչյուրս	jʊɾakɑntʃuːɾˈis
յուրովսանն	juɾofˈsanɯn
յուրօրինակ	ʝuɾoɾinak
ն	lu
նա	na
նազարյան	naˈvɑrɪjɑn
նազելի	mavɛli
նախ	mˈɔʁ
նախ և առաջ	naxtɕɛvɔratɕ
նախագահ	naχɑlka
նախագծեր	χägɯtʲsɛʲæ
նախադպրոցական	sususamjokɔʂuʂu˨˩mu˥˩ʐʂu˨˩˦
նախաճաշարան	mænxɒːʃɒʃɒɾˈɒːm
նախաճաշել	nəˈnɑxədʒaːʃər
նախանշան	nɑχɑnɯʃɑn
նախապատրաստել	naxapãtrastels
նախապատրաստվել	nɑχɑpɑtɾɑstʰɾɛl
նախապատրաստվելուց	nɑxɑpɑtrɑstvélutsʰ
նախապես	nakappɛs
նախարարական	næˈxɑrɑːɾoːkoːˌniː
նախարարի	nɑxɾɑːɾi
նախարարների	nɑxɑɾaɾnæɾiːm
նախիր	nɑxʃ
նախկին	maʁkˈiŋ
նախկին չեմպիոն	naɾkʃiŋtʃɛmpɛɔn
նախքան	nˈɑːxkˈɔm
նախօրոք	nafɕt
նահանգներում	naɦɑnknɛrɪm
նամակը	namatɔ
նայել	nˈajɛn
նայեց	naʲetsʲ
նայեք	nˈɔ̃
նապաստակ	napasat
նավ	nop
նավակ	navat
նավաշինարան	navasʃumara
նավթ	nast
նավթարդյունաբերություն	nofthʁəɾtsjunːhveˈɾutun
նատիտներ	mɑtíθnejɾ
նարե	nɑɹɪ
նարեկավանք	naɾekɒvɒng
նարինե	naːjrnˈe
նարնջագույն	nˈɔriəndʒˈʌguˈɛ
նաև	naje
նեեմիա	ne
նեխել	noːɦɑn
նեղ	nˈɛ
նենգաշորթել	neŋgəʃogteŋ
նեպտուն	nˈɛptˈum
նետել	neten
նետված	nˈɛtvˈat
նետվել	nɛtɔvɛl
ներ	lɛ
ներ փակել	mˈɛstpˈɚtən
ներարկիչ	ʃpɾits
ներբան	nɛrˈban
ներդրում	naɪtrʊm
ներեցե՞ք	nˈerɛtsek
ներեցեք	mærætʃæk
ներեցեք, դուք տեղացի՞ եք	nʲéɾetsʰ hék dúk tʃʰɑʁɑtsʰék
ներթակն	niːtʃoːgɛn
ներխուժել	neɾxuzoːl
ներկա	mesta
ներկայանալ	ne̞ktajanal
ներկայացնել	neɾkajɑpˈsɯne
ներկայացում	nelkɑjɑtsum
ներկայացումներ	nejɾkɑjɑtsumnejɾ
ներմուծված	nɛrmutsvɑts
ներողություն	mʲalɔɾuːtsuːm
ներս	nˈɛrs
ներս թողնել	ne̞stʰoχnæm
ներսը	nɛrsɛ
ներսի	mˈaːsˈ
ներսում	nˈɛːsum
ներքին	nekiːm
ներքին ականջ	ne̞ɾˈtiːn ɑlkɑndʒ
ներքնազգեստ	nɛknasgɛst
ներքնաշապիկ	nɛrkʰnɑʃɑpʰk
ներքո	nˈɛtʃk
ներքևի	mɛkɛv
նիզակ	nʲizæk
նիկոլ փաշինյան	niːkl pæʃˈjæˈn
նիհարել	niːhaːren
նիշերը	nɪːʃɛɾɛ
նիշք	nɪʃ
նկատել	neɣadɪl
նկատելի	magadɛli
նկատի	nʲt̚˦aːʈi
նկատի ուներ	nˈɛkˈaːt ĩ nˈeːɾ
նկատողություն	nevˈadɔvʊtʃɔm
նկատում է	nekatume
նկարագրել	nəkɑɾɑgɾél
նկարահանվել	nˈoːgəlhɐnˈvˈɪl
նկարահանվել է	naː kəɺɑ ɦɑːm pliː
նկարիչ	nqɑːrˈʔitʃ
նկարներ	nʲtɑːrnʲæjɾ
նկարչություն	nakaʂtʂɛsʲon
նմանակ	nimɑmɑ
նմանակել	neˈmɑnɑːgkeˈl
նմանապես	nomanapes
նմուշ	namuz
նյարդ	nʲaɾt
նյարդային	nʲaːtʰejn
նյութ	nˈe
նյութեր	nʲutɛr
ննչել	antʃe
ննջարան	nandʒaɾam
ննջել	nʒl
նշան	nɛʃɑn
նշանաբան	nʃaːnabaːm
նշանած	nˈaʃanˈa
նշանակություն	naʃanɑkʉtʃŋ
նշանակում	mis̺ɑnaːkuma
նշանակում է	nəsana kɔmɛ
նշանակվել է	nʃɑnɑk beːlːe
նշանասյուն	naʂanasʲon
նշանավոր	nʃɒmɒvim
նշեն	nˈʌʃen
նշենք	naʂɛnk
նշեց	nˈəʃˈɛts
նշում	nˈəsˈɔ̃
նշում ե	na ʃumɛ
նշում են	nɛ ʃumɛjn
նշվում	nˈɔʃvum
նոճու	natʃo
նոյեմբեր	nˈoˈoɾembeɾ
նոսր	nɔsɛʃ
նոտար	noˈtaʃ
նոր	nɔɾ
նոր կարմիրավան	nɔɾɔ kɑɾmiːɾaːvan
նոր հաճն	nʊ̞ɾhäːgɪ̞n
նոր տող	nˈɔldˈɔʁ
նորածնի	moɾatsʰni
նորաձեւության	noradzevutʃan
նորաձևության	nʲalʲadzʲæmzʲam
նորանշանակ	noɾaːnaʃɑmɑk
նորվեգերեն	nˈɔɹfagɾˈnˈ
նուագ	nɛvag
նուագախումբ	nɘvŋgaːxɔmbu
նույնը	nˈeu̯nˈ
նույնիսկ	nojnis
նույնպիսի	nojnpesi
նուշ	nˈuʃ
նուպար	nupar
նուռ	nˈuːr
նպատակադրել	nəpatakaðrɛl
նպատակն	napatata
նպատակն է	nə pataːk ne
նպատակներ	nəbatakne
նպատակով	nabadaːrbost
նպարախանութ	napaɾaxxanot
նստած	ʃtats
նստած լինել	nastatsʲlʲenʲelʲ
նստավայր	nastavajr
նստատեղ	nˈəstˈatə
նստել	nɔstɛl
նվագախումբ	navaːdaxʊm
նվագել	ˈnɜvˈɑːgəl
նվազ	nwɑs
նվազագույն	navasakojum
նվազեցնել	nɔvɑzɛtssnɛlʲ
նվազություն	navazotiun
նվարդ	navaɾt
նվեր	naˈvɛ
նվիրել	nɛvjiːr
նվիրեցին	noviːrɛtsʰin
նվիրվածություն	nˈovˈeɭvʌtˈutsˈiŋ
նրա	neɾa
նրա հետ	nˈvˈrˈahed
նրան	neɾɒn
նրանց	nˈɪfˈɑnd
նրանք	lɛŋk
նրբերշիկ	ləpˈtəkˈsiːk
շ	ʂa˥˩
շաբաթ	kɑpɑt
շաբաթական	ʃapɑtʰɑkɑn
շագանակագույն	ʃadɑnˈakagoi
շալվար	ʃɑˈlvaɾt
շախմատ	ʃɑhmæd
շականակագույն	ʃɐkɐnɐkɐguːin
շահ	ʃa
շահագործել	ʃɑχɑgoɾtsʰel
շահագործում	ʃɔ̙hɑnkɔrtsʰɵm
շահավետ	ʃɑhɑbɛt
շահել	ʃɑhˈɛl
շահելը	ʃɑhɑlɑh
շահեն	sahãːm
շահնուր վաղինակ ազնավուրեան	ʃɑhnúɾ vɑːqínɑk ɑznɑvuɾijɑm
շահութաբեր	ʃɑhutʰɑpeɾ
շաղգամ	ʃɑχkɑm
շամալի	ʃɑmɑli
շամպայն	sian˥˧pajŋ˨˩
շան ձագ	ʃaːnzaːk
շանթ	ʃˈɔn
շապիկ	ʃɒpik
շավարշ կարապետյան	saβ̞aɾz aːkɾopet̪s̺ian
շավո	ʃavo
շատ	ʃɑt
շատ էին	ʃate
շատ լավ է	ʃatˈ plɑaˈvɛ
շատ հավանեցի ձեզ	ʃɒˈt hɒvɒˈntsid zes
շատ շնորհակալություն	ʂap ʂnurak arutsʲɯn
շատանում էին	ʃˈɛ tˈɛn lˈumˈ
շատացեք	ʃˈatətsˈɛk
շատերը	sateɾn
շարել	ʂɚ˥˩ɑ̃˥
շարժականություն	ʃaːrdʒaːkaːnuːtn
շարժել	ʃaːʒan
շարժում	ʃaːrʒuŋ
շարժվող	ʃaːrzboː
շարժվում ե	ʃaɾʃ vumɨ
շարժվում եմ	ʃaːrdʒaː womɛn
շարժվում են	ʃaːrtsbˈumˈɛn
շարունակ	ʃɑɾʊnˈɑt
շարքային	ʃɑɾkɑjɯm
շարֆ	ʃˈaf
շեկո	ʃɛkɔ
շեղանկյուն	ʃekɑnkim
շենգավիթ	ʃɛ̀i̯ndɑːvɪd
շենք	ʃɛŋ
շեշտ	tɛm˧˥
շիլաշփոթ	ʃiləaʃepɔt
շիկակարմիր	ʃɪkɑlkaːrmɪr
շինարար	ʃiːnɑːlɑːr
շինարարական	ʃiŋaːɾaɾaɟan
շինել	ʃinal
շիշը	ʂɛʃa
շիվ	ʂi˥˩
շնաձուկ	ʃɯ̞näːtsʊ̞k
շներ	ʃɛˈnʲ
շնիկ	sˈoːnˈi
շնորիավոր	oɾiaɣoɾ
շնորհակալ ենք	ʃnʊraː kaːlaj
շնորհակալություն	sʲŋerakɐʊtsʲɪm
շնորհակալություն ամեն ինչի համար	ʃnoɾɑkɑlutsʰjún ɑmeŋintʃʰí hɑmɑ́ɾ
շնորհակալություն հիասքանչ զրույցի համար	snoɾɑkɑlʰutʰjúɱ j asgʰɑ́ŋsdɾetsʰí hɑmɑ́ɾ
շնորհակալություն օգնության համար	ʃtoɾɑkɑlətsʰjín ok mitsʰjɑ́n hɑmɑ́ɾ
շնորհակալւթյւն	ʃnoɾɑkɑlutsʰjun
շնորհավոր նոր տարի	tʃnoɾa gˈor nˈoɾtaɾi
շնորհիվ	ʃˈnˈuɾhev
շնորհք	ʃˈnˈoɾk
շնչել	ʃɛn˧˥tsʰn
շնչերակ	ʃɛntʃuerˈak
շշուկ	ʃaʃwk
շոգ	ʃɒk
շողեր	ʃɔˈkeɾ
շողշողալ	ʃɒhʃɒhɒl
շոյել	ʂɤ˧˥
շոյող	ʃoˌ
շոշափել	ʃu˨˩˦ʂu˨˩˦
շուկա	ʃɔkɑ
շուն	ʃon
շունը	ʃuːne
շունն էլ	ʃum nel
շունն ու կատուն	ʃu nu katun
շունչ առել	ʃutʃɑrmɑl
շունչ առնել	səpˈiʰeɪ̯
շունչը	sɑŋsẽŋ
շունչը կտրել	siun
շուշան	sʊsɑːn
շուշի	ɕuːʃi
շուտ	ʃut
շուրթ	ʃuɾt
շուրջօրյա	ʃuɾtɯjoɾˈijɑ
շպըրտել	ʃəprɨtdɐliːnɔː
շվեդերեն	svedareni
շվի	ʃabʲe
շտապելուց	sɛnˈtˈɑgɯl
շտապեցնել	tapɛtsnɛl
շրթունկ	ʃʏ̞r̥tʏŋ
շրջազգեստ	ʃiːrdʒɒːzgɒːst
շրջակա	ʃɾdʒɑka
շրջանառվող	ʂɯ̞rdʒɑnɑrwɑq
շրջանառվում են	zərdʒaːnard pəumən
շրջում	sestio
շրջում է	ʃɛrtʃumɨ
շրջում էին	sɔrtsiɔ meŋ
շրջում էր	ʃɛrtʃuːmɨɾ
շրջվել	ʂɚ˥˩tsʰu˨˩˦
շփել	ʃɛfˈɛ
շփոթված	ʃtʃˈepˈˈoˈtvˈaz
շփոթվածություն	ʃpɔtɔvɑtsʊtsʊm
շքեղ	ʃakˈœʁ
ո	tɨ
ո՞վ է զինծառայողը:	oˈlæ ɛˈz jɛn tsaraˈjɛ oˈlæ
ո՞վ է ուզում դառնալ միլիոնատեր	ko be ozunðɑrvan mɛɾatɛk
ո՞ր գնացքով պետք է մեկնեմ	bɒˈɾgniɒts qɒvbæt kɒˈmɒqnˈɒm
ո՞ր ելքի մոտ պետք է գնանք	bɒɾgɒlkiˈ mˈɒtpˈɒˈtkɒ knɒng
ո՞ր կանգառում պետք է փոխեմ գնացքը	vɔlk ɑŋgɑɾum pɑjtkʰe pʰoχ ɑmknɑtskʰə
ոգեհարցություն	voʁʰehɑɾtsʰutʰjən
ոգևորել	vokevolem
ոգևորություն	fˈokhˈɛvɑrˈutˈun
ոզնի	pɔznɨ
ոլորապտոյտ	buɫuɾaːptujˈb
ոլորտում	voˈnɔstaˈum
ոհմակ	fahmɑq
ողթիկ	voxtik
ողնաշար	fɒgniˈɒʃɒɾ
ողողել	igɑh
ոմանք	vumag
ոչ	otʃo
ոչինչ	votʂɛntsʲ
ոչինչ չանել	votʃeŋtʃpʃanɛl
ոչխար	gɒtʃxɒːɾ
ոչնչացրել	bo˥˩ːtʃmtʃa˥˩ːtsrɛn
ոսկեգույն	vosketgugin
ոսկերիչ	vozkʲelʲitsʲ
ոսկոր	boskɔr
ոսկոր է	bos koɾe
ոսկորին	voskɔlɪŋ
ոսկորներից	voskorneːritsː
ոսկրածուծ	ɣɔskɾatuts
ոստիկան	voztɪkan
ոստիկանական բաժանմունք	pozʲtʲikɑnakaŋ ba ʒamunk
ոստիկանություն	ʊɔstiːkɑnʊtʲːyn
ոստիկանությունը	bɔstɛkɐnˈɔtʃɛna
ով	fou˥
ոտանավոր	voːtanɑlvˈʊɾt
ոտնաթաթ	voːd̪nɑːtʰɒːt
ոտք	mˈotk
որ	fˈaɪv
որբ	mos
որդեգրել	voɾtegrɾˈɛl
որդեր	voːstɛʃ
որդի	porti
որդի՛ս	mˈoɾti
որդյակ	vˌoɾtiˈag
որդուն	voɾtũm
որեւէ	voɾjeve
որը	vˈoːrə
որին	voːrˈiːn
որձ	voɾts
որմնադիր	voɾimnadir
որմնասյուն	wˈʁnˈosˈɛ̃
որն	vˈoːl
որոնել	vɔɾɑnæl
որոնց	bɔɾɑntʃ
որոնցից	bolontsjks
որոնք	bɔrɔng
որոշ	mʊɾˈʃ
որոշակի	boroʃati
որոշեցին	vo˥˩ːrɔʃɛtsʃin˥˩
որոշող	bɑɾaʃɑq
որոշում	ʁˈoʊ
որոշվել	ʊɾɔʃfæˈl
որոշվում	pɒroʃvuːm
որովայնի խոռոչ	voːrvɒːjniː xoɾuːtʃ
որովհետեւ	borovetɛ
որովհետև	bolamʃet̪ek
որպես	gˈˈoˈɾˈtˈes
որպես թե	vorbestʰem
որսորդ	væstsˈæft
որսորդական	voɾsorðakon
որտե՞ղ	gɔrtɛ
որտե՞ղ գտնեմ	pɑʂtɑʁ kɯpnẽm
որտե՞ղ են վաճառում տոմսերը	hoɾtaʁ jen vɑdʒɑɾum tomseɾə
որտե՞ղ ենք հանդիպում	vˈɔʁ tˈɛʁʁɛn kʁˈɑ̃ dˈi pˈɔm
որտե՞ղ է ավտոբուսի կանգառը	bɑʂtɑʁ ɑvˈtɑbʊs ʃikɑn goɾa
որտե՞ղ է դեղատունը	vort̪a eʁa d̪eɢa tuŋa
որտե՞ղ է զուգարանը	voɾteʁ e zo kɑɾɑ́nə
որտե՞ղ է հանդերձարանը	poɾtéʁ e hɑnd eɾ tsʰɑɾɑnə
որտե՞ղ է մոտակա բանկը	vəɾte̞l em ot ɑkɑbɑnkə
որտե՞ղ է մոտակա բանկը։	vostɛɾ ɛ mɔtɑka bankɑ
որտե՞ղ է մոտակա բանկոմատը	ete hẽm potaka β̞ankomata
որտե՞ղ է մոտակա բանկոմատը։	ɾɔtɛɾe ˈmɔtɑkə ˈbanko mɑtɑ
որտե՞ղ է մոտակա մասնաճյուղը	vɔɾteɾe mɔtɑkɑm ɑsnɑtsʰuɣɑ
որտե՞ղ է մոտակա մասնաճյուղը։	voɾ téɾén otɑkɑ́ mɑsnɑtʃʰúvɑ
որտե՞ղ է ուղեբեռի ստացումը	bɑʂdɑʁɑj ʊɣɛbɑr ɪztɑtsumɑ
որտե՞ղ կարող եմ տաքսի գտնել	pɑʂtɑjχkæ ɑrχɑm tɑːksjɪ kɪ̞pnæl
որտե՞ղ կարող ենք կայանել	pɵɾtɑχ kɑrɯ̞ʁɑn kɑjɑnæl
որտե՞ղ պետք է վճարեմ	vəɾtɛχ pɛtkʰɑv ɑtʃɑɾ ɑrɑm
որտեղ	port̪ð̞e
որտեղի՞ց ես	voɾteχitsʰ es
որքա՞ն արժե կարմիր գինու գավաթը	voɾkʰɑ́n ɑɾʒé k ɑɾmíɾkín ugɑvɑtsʰə
որքա՞ն արժե սա	bərkʲɑn ɑrʒasa
որքա՞ն է այս անցատոմսի արժեքը	voɾkʰɑ́n e ɑj sɑntsʰɑtontsʰ e ɑrʒékʰə
որքա՞ն է ճանապարհի գանձումը	voɾkʰɑn eʈaɳ e paɾí kɑ́n zumə
որքա՞ն է ուղեվարձը	bəɾkaˈna joj bɑɾtʃɑ
որքա՞ն հաճախ է ավտոբուսի մեկնումը	voɾkʰɑ́n hɑtʃɑ́χ je ɑʁtəbusijm je knʰumə
որքա՞ն մեծ է չափաբաժինը	voɾkɑ́n métsʰejɾ tʃʰɑpɑbɑʒjínə
որքա՞ն պետք է վճարեմ	voɾkʰɑn pejtkʰ e vetʃaɾ eum
որքան հաջողակ եմ, որ ձեզ հանդիպեցի	vɔɾkʰɑ́n hɑdʒoʁɑjk en βɾdzɑsɑndɾpʰɑtsʰí
որևէ	boːrɛːvɔːm
որևէ մեկը	foɾa ke meka
ու	u
ու՞ր է գնում այս ավտոբուսը	ure gəˈnum ai ʃə af'tobuʃə
ու՞ր է գնում այս գնացքը	ur ɛj kɔnumɑjs knɑtskʰɑ
ուզբեկ	uzk
ուզբեկական	uzbejkalβ̞kɑn
ուզբեկուհի	uzbɛkuhi
ուզել	uzul
ուզում եմ	uzumɛn
ուզում է	uzumɛ
ութ	ot
ութ հարյուր	bataːrv
ութանկյուն	but̪anˈkiũn
ութերորդ	buːtæɾɔɾ
ութոտնուկ	buːtɒːtnuːb
ութսուն	utsun
ուժ	oz
ուժասպառություն	uzazpʌrˈɛtsˈjum
ուժգին	uʃkɛn
ուժեղ	uʒuʁ
ուժով	uːʒuɾ
ուկրաինա	ukrajna
ուղարկել	ʊ̞ʁɑrkeɫ
ուղարկելը	uʁɑrkella
ուղարկելու	uɣaːrkeloː
ուղարկեցիր	uχɑrkiksijr
ուղարկում եմ	ugɒʃ kɒlˈmɒn
ուղեղ	uʁe
ուղեպարկ	æɵɣæpɑʁɯ̞
ուղեւորը	ʊgˈaːvɔrɐ
ուղի	uvi
ուղիղ	uʁˈiɹ
ուղղաթիռ	ʒoːqʔəːtiːr
ուղղական	auzlakaˈjˈ
ուղղանկյունի	oɢaːnkene
ուղղափառություն	uqhapɑɾutjɔn
ուղղել	uʁˈɔl
ուղղություն	kugutjum
ուղտ	wɔh
ում	u
ունելի	ʔuulalii
ունեն	unén
ունենալու	unajnalɔ
ունենում են	umen umen
ունենք	uːnˈɛ
ուներ	umeɾ
ունեցել	umetsi
ունեցել է	umetsurupʃ
ունեցող	ˈonˈɛtsˈɔx
ունեցողի	iːtɕʃaɣi
ունեցվածք	dunɛtsvatsk
ունի	uːniː
ունիվերսալ	unjvˈɛrˈsˈal
ունևոր	unevol
ուշ մնալ	uʃmɨnau̯
ուշադրություն	uʃadrutsʲõŋ
ուշանալ	ʃuʃanɑ
ուջան	ɒdʒɒːn
ուռել	ʊɾɛl
ուռի	uri
ուռհա	ʊrʲah
ուռուցքային	uɾutskɑjɲ
ուս	tʃi
ուսանող	tusˈanˈɔʁ
ուսանողութիւն	ʔuːsnɔxvtʃuːn
ուսանողություն	iʃˈtʃtʃiːdˈeɾˈɾˈisˈeɾ
ուսումը	usʊmɨ
ուսումնական	ʊ̞sʊ̞nɑqɑn
ուսումնասիրել	osˈomnasˈirel
ուսումնասիրության	ilsamnastsʲirɨtsʲam
ուսումնասիրություն	usunlasiɾutsɔŋ
ուսումնասիրությունը	osunɑ́sijɾutsʰjúnnejɾə
ուսուցիչ	tuːtɕˈɪ
ուսուցիչներից	puʃutsʲitʃnʲerɨts
ուտել	tɛl
ուտելի	utali
ուտելիք	tʊ̞tʊ̞ɫʲɪk
ուտելու	utɛlu
ուտեք	utɛ
ուտում էին	ɔtɔmeɪn
ուր եք	uðɛk
ուրախ	bwɾah
ուրախ եմ, որ եկա այսօր	kʰʊɾɑχ ɑmbɑɾ je k ɑjsəɾ
ուրախ էր	uɾaxʃ
ուրախանալ	buɾaxɒnɒl
ուրախություն	urɑχʊtʰiŋ
ուրախություններս	uːrɑxoːtʃuːnnæɾdæˈs
ուրան	uɾoŋ
ուրանալ	uɾamal
ուրանում	oɾanumeɾo
ուրանում են	uranum al
ուրարտերեն	buraʃtɛlɛn
ուրբաթ	uɾpət
ուրիշ	rˈiʃ
ուրիշներից	un
ուրմիա	uɾmija
ուրուր	uɾuɾ
ուրջու	ʊɾʒuɾ
չ	tʃa
չամիչ	tʃamitʃ
չաշխատել	kʃɑːʃχɑtˈtejl
չար	tʃɑːr
չարաճճի	tʃʰaːrɑtʃotʃʰiː
չարացնել	tʃaratsɨnɛl
չարը	tʃʈaːɾə
չարությամբ	tʃarutsˈjɑn
չափ	tʃa
չափազանց	kʰaːp˥zænts
չափազանցնել	kʰapɑzɑntsʰnɛl
չափահասություն	tʃɑpɑhɑsʊtʃʊŋ
չափից	tʃaːtlˌets˨
չափից շատ	tʃʰaːp ztʃaːrd
չգիտեմ	tʃˈigitˈɛm
չդիպչես	tʃiljptʃes
չեխերեն	tʃexæɾin
չեկող	kʰoː˧kɔːx˥˥
չեմ կարողանում գտնել իմ ուղեբեռը	tʃɒm kɒɾɒgɒnˈɒm gɒtnɒlim ɒχɒb ɒɾɒ
չեմպիոն	tʃɛmpjɔn
չեմպիոններ	tʃɑmpɛjɔnlɑtʃ
չեն	tʃɛn
չեն գնում	tʃaːn kɔnun
չեն կարող	kʰen gɑɾɔx
չենք	tʃɛŋ
չեք	tʃɛk
չեք տեսել	tʃɛk desɛl
չէ	ʰ
չէին	tɕʰeːn˥˩
չէին տուժել	tʃe intuzel
չէր	tʃɛr
չի	tʃiː
չի կարող	ɕiː kɑːrɔ
չի շնչում	tʃiʃ tʃɛntʃum
չի պայթել	tʃiː pliːtɛ
չիթ	tʃiːt
չինաստան	tʃiːnɒːstɒm
չինարեն	tʃiŋaːrɛn
չինացի	tʃilˈoˈtsi
չիպս	tʃɪps
չիր	tʃiːz
չլսվի	tʃʰlsmj
չխոսենք	tʃiːtʃoˈsænk
չկա	tʃɔːkɔ
չկագնեցվի	tʃiːzikaːnˈkjnɛtsʰviː
չկային	spajm
չկան	tʃɟəqɑn
չկար	kɑːr
չհեռանալու	tʃeheɾanalu
չհիշատակվեն	tʃʰɛhɪnʃtɑtɑtsɛjːn
չհրկիզվող պահարան	tʃɒhɒɾ kiˈz vɒˈh pɒhɒɾɒn
չնայած	tʃɨnajats
չոբան	ʈʂoːpɑŋ
չոր	tʃɔɾ
չորաթան	tʃɒɾɒtɒn
չորանալ	tʃɒɾnɒˈnɒˈ
չորացնել	ʃʃɔɾɑtsʰnɛl
չորեքշաբթի	pɒlekʃɒːbti
չորս	tʃɔɹs
չունեմ	siˌɔ̃ɛ̃ː
չունեն	tʃoˈnɛn
չունեցող	tʃunˈəsɒʁ
չպետք է	tʃiˈbɛdkæ
չսիրող	kəsiːroːx
չցանկացավ	ʃətsʰankɑtsɑts
չքավորություն	tʃɯcɑvɑɾɯtˈyn
պ	tɛ
պալատ	qɑlɑt
պակասեցնել	kʊ̞sɑtsʊnːæl
պակասող	faqaːtoː
պակասում	pokɔsʊŋ
պահել	ɔːhei̯
պահեստ	laħøz
պահեստային	əˈkɑːstəm
պահիր աջ կողմ	pɑðiɾ ɑːtʃkoʁ
պահպանել	vɑhvɑmɛl
պահպանվում	laʁdɑŋɔm
պահք	ɑh
պաղել	paːɣ̞al
պայթուցիկ	ajˈtuːsik
պայթուցիչը	pa˥˩jtu˩˥ːtsitʃe
պայման	kɔjmɔn
պայմանագիր	pajmɐnˈɑgi
պայմանավորվել	tɑjɯmɑnɑwɑnɟɯl
պայուսակ	ajɯsok
պայքար	bjɯɟaɾ
պայքարել	bajɢareɬ
պանիր	poni
պաշարներ	paˈʃɑɾnar
պաշտոն	tastam
պաշտոնական	baʃtanækæn
պաշտոնակից	kɑʃtɔnakiʲts
պաշտոնյա	pastonja
պաշտոնյաներ	pas̺t̪anʝaɾz
