0	lĩŋ˨˩ kʰoŋ˥˥
失靈	si˧˧tĩŋ˨˩
失頭較好失尾	sit˦ tʰau˧˧kʰau˧˧sĩŋ˥˥peɪ˥˥
失魂落魄	sit˦hun˥˥ luk˦ pʰiaʔ˦
头	pʰau˨˩ kʰa˥
头先	tʰau˧˧sŋ˥˥
头前	tʰau˨˩tsʰui˨˩
头发	tʰau̯mɤŋ˧˥
头名	tʰau˥˧mĩã˨˩
头壳	tʰaːw˧˥kʰak˨
头孢唑啉	sian˥˥ hoŋ˥˥ ŋ˨˦ hɔ˥˥
头孢噻吩	sian˥˧ hoŋ˥˥ yn˧˧
头孢噻啶	sian˥˥hũŋ˥˥li˨˦
头孢拉定	sian˥˥hʊŋ˥˥ rak˨
头孢氨苄	sian˨˩hoŋ˨˩ si˥˥ lɔ˨
头尾	tʰa˥˥u˥˧pe˥˥
头尾岁	tʰau˨˩be˧˧ he˥˥
头尾日	tʰau˨˩be˧˧rit˦
头晕	tʰau˧˧
头晕眼花	tʰau˧˧ un˧˧ ɪŋ˥˥ hwa˥˥
头毛	tʰau˨˩mɤŋ˧˥
头疼	tʰau˧˧tĩã˨˩
头皮屑	tʰau˨˩pɔ˥˥
头眩目暗	tʰau˧˧him˥˧ba˥˧kʰa˥˥ am˨˩
头绪	tʰau˨˩si˥˧
头脑	tʰau˨˩n˥˥
头衔	tʰau˨˩ham˨˩
头路	tʰau˨˩lɔ˥
夷朗	ti˨˦lʊŋ˨˩˦
夷陵之战	i˥˧lĩŋ˧˧ tɕi˥˥tsian˨˩
夷陵之戰	i˥˧lɪŋ˧˧tsit˦
夸克	kʰa˥˧kʰiaʔ˨
夸张	kʰaʔ˦tioŋ˥˥
夹击	kɛːpː kɛːpː
夹子	nˈeːtæ
夺取	tua˧˧tsu˥˧
夾	nʲit
夾子	gjala
夾擊	kjˈap kjˈap
奇	kʰi˥˩
奇妙	ki˥˧piau˨˩
奇怪	ki˥˥kuai˨˦ hau˧˧siau˧˧
奇摩	tilo
奇数	ki˥˧sɔ˥˧
奇數	ki˥˧sɔ˥˧
奇特	ti˨˦tiat˨˦
奇瑞	ki˥˧lui˥˧
奇虾	kiː heː
奇蝦	kiː heː
奇袭	tʰiː˧˥sip˨
奇襲	kej ʃim
奇蹟	ki˥˧tsiaʔ˨
奇迹	ki˥˧tsiaʔ˨
奈何	naj˧˧ho˧˧ taua˧˧
奈良	nai˧˧lion˨˦
奈良时代	nai˥˧lioŋ˨˦si˨˦ ta˥˥
奈良時代	nai˨˦lioŋ˨˦si˨˩ ta˥˥
奉天	hoŋ˨˦tʰiən˥˥
奉承	hɑŋ˨˩˦sɪŋ˧˥
奉敬	hũŋ˥˥kĩŋ˥˥
奋	hũn
奋战	hũn˥˥tʰian˥˥
奋斗	hun t̪il
奏折	tsit˦
奏摺	tsit˦
奏章	tsioŋ˨˩
契約	kue˥˥
契约	kʰe˥˥jok˨
奔	pun
奔放	pun˥˥ hoŋ˥˥
奔腾	pu˧˧n˥˥ tʰŋ˨˦
奔馳	p˥u˥˩n˥˥tʰi˧˧
奔騰	pɔ˥˥ tʰŋ˨˩˦
奔驰	pun˥˥ti˧˧
奖	tsiũ˨˩ŋ˥˥
奖励	tsioŋ˨˩ne˥˥
奖品	sioŋ˨˩pin˥˥
奖学金	tsiŋ˨˩haːk˨
奖金	tioŋ˨˩ kiŋ˥˧
套	tʰɤ˥˩
套房	tʰɤ˥˥pɑŋ˨˩˦
套现	t˥˥jɛn˨˦
套現	tʰɤ˥˥hian˨˦
套色	tʰɔ˥˥ɕiɔ˥˧
套路	tɔ˥˥lɔ˥
套餐	tʰɤ˥˥tsan˥˧
奚	hˈi
奠基	pian˥˧ki˥˧
奢侈	tɕʰi˥˥
奢华	ɕja˥˥xwɑŋ˧˥
奢搗	tɕʰiaʔ˨tɤ˧˥
奢望	s˦˥a˥˧ b˥oŋ˨˦
奢華	sia˥˥xwa˧˧
奥匈帝国	hioŋ˨˦ te˥˧kok˨
奥妙	oɾio
奥拓	aːu˥˧tʰok˨
奥斯曼土耳其	aʔ˨si˧˧ ma˥˧an˨˦ tʰɔ˧˧li˧˧ik˥i˧˧
奥运	a˥˥una
奥运会	a˥˥gun˨˦ ʰe˥˩
奧	œ̃n
奧匈帝國	hioŋ˨˦ te˥˧kok˨
奧妙	ɨbiel
奧客	au ke
奧運	aːun
奧運會	a˥˥un˥˥ hu˥˥
奪取	tua˧˧tsu˥˧
奮	ɦun
奮戰	hun˥˥tɕian˥˧
奮鬥	hun tʃiam
女	nu tsavo
女人	ta˥˩vo˥˩
女人骨架大是什么样？	tsɯʔniɔː kukke ɔtɔaɢai miʔiːsɛnɔːnɔːho
女儿	tsou˥˥
女儿国	ru˧˧ri˨˦ kok˨
女儿红	lu˥˧ri˨˦hʊŋ˧˧
女兒	akjaːn
女兒國	ru˨˦ li˨˩˦kok˨
女兒紅	lu˨˦li˨˦hʊŋ˥˥
女娲	li˥˧kua˥˧
女婿	ĩã˥˥sai˥˧
女媧	li˥˧kua˥˧
女性	nu˨˩˦
女方	lu˥˧hoŋ˧˧
女朋友	nupinˈeːu
女模	duː bɔː
女王	n˩˩˦uː˧ʔŋ˨˩˦
女王頭	lu˥˧ʔom˨˦tʰaʊ˨˩
女生	lũ˨˦ san˥˩
女真	ni˧˧tsin˨˩
女装	nʊ˨˩˦tsʊŋ˥˥
女裝	lu˥˧tsʊŋ˥˥
奴役	do˩˥ːja˥˩k
奴才	lo˥˩˧tsai˥˧
奴隶	nade
奴隸	nɔːde
奶套	lin˥˧tʰʔtʰ
奶奶	ɑːmɑː
奶油	β̞jĩŋ˨˩ e˨˦
奶粉	ninhun
奶膏	hĩ˧˧ i˧˧kɔ˧˧
奶茶	lin˥˧ te˨˩
奶頭	ni˥˧tʰau˨˦liŋ˨˦tʰau˨˦
奸臣	kan˥˥ sin˨˦
她	i˥˩
好	tɤ˧˥
好一点	ti˨˩ tsit˦ana˧˧
好人	xɤ˥˥lɑŋ˨˩˦
好人卡	hɤ˧˥laŋ˨˩˦ kʰa˥˥
好人毋做，做臭人	ɤ˧˥lɑŋ˨˩˦mtsue˨˩˦tsue˥˩ lɑŋ˨˩˦tsu˨˩˦
好像	na˥˧tsɯ˥˥n˥˥tɕjɛ˥˥
好兄弟	ho˧˧hĩ˥˥a˥˧ ti˥˧
好势	po˨˩˦se˨˩˦
好勢	hosei
好印象	po˥˧ĩŋ˨˩siŋ˧˧
好友	xɤ˧˥e˨˦w˧˥
好吃	ho˧˧tsia˨˦
好味	kio˨˩
好命	a˧˧mĩã˨˩
好命家庭	hɔː˧˥miaː˧˥ ke˥˩ʰ˥tĩŋ˨˩
好喙	ɤ˧˥tsʰui˨˩˦
好囝	˨˩xɤ˧˥ pja˥˥
好坐	ko˥˥tse˥˩
好处	xɤ˥˥ʈʂu˥˥
好天氣	ho tiŋ˨˩ki˨˩
好奇	hɔ˥˥
好奇心	pʰa˨˩ ki˧˧ sĩŋ˨˩
好好势势	ʁ˧˥aɻ˨˩˦sɛ˥˥seɪ˥˩
好好勢勢	ʁ˧˥aɻ˧˥aʊ˨˩˦sɛ˥˥sɛ˥˥
好客情	a˥˥kʰe˥˥tɕĩŋ˨˩˦
好強	ho˥˧ kioŋ˨˦
好强	ho˥˧ kioŋ˨˦
好彩頭	ho˨˩˦tsʰai˥˥ tʰau˨˦
好得	ɦʊ̞kʲɪp
好心辦否事	˥˥sin˥˥pan˥˥tʰai˥˥ tai˥˥
好情好意	hɤ˧˥tɕĩŋ˨˩hɤ˧˥ i˥˩
好感	a˥˥
好招	aɻ˧˧tɕjɑʊ˥˥
好料	he˧˧liau˥˧
好朋友	hʰɤ˨˩pĩ˥˥ŋ˥˥ jɔ˨˦
好物毋中飽人食	hɤ˧˥uən˨˩˦mn˨˩˦tĩŋ˥˥ pɑʊ˥˥ aŋ˨˩˦tɕja˥˥
好物食盡偌	hɤ˧˥ uŋ˨˦ tn˥˥ nɔ˥˥
好球	ɛːfɔːjɛ
好用	xɤ˧˥ɪŋ˥˥
好目色	xɔ˥˧ pak˨˩˦
好相說	ɾuzɑsɯ
好看	hɔ˥˥kʰu˨˩˦an˥˧
好看好日	ɔː˧kʰuã˨˩ hɔ˧˧lit˦
好空頭	hɤ˨˩ ka˥˥ta˨˩w˧˥
好笑	aɻ˥˥tɕjɛ˥˥
好色	xɤ˧˥ɕjɑʊ˥˥
好花插佇牛屎頂	tʰou̯˨˩hɔ˧˥tsʰak˨ ti˧˥ u˧˧sai˥˥kiŋ˥˥
好處	a tsu˥˩
好話説盡偌	hɤ˥˥ u˥˧e˨˦ sɤk˨˩tɕin˥˥naw˧˧
好貨	hue˥˧
好运	ɦɤː˥˥guːn˨˩
好運	ɦɤːn
好面像	hɔːb˧j˧tɕʰiu˨˩˦
好額	poˈʒɒ
好食	a˥˥sit˦
好食好睏	hou˥˧siaʔ˨ho˥˧ kʰuən˨˩
好骹好手	hɤ˧˥ tsʰa˨˩hɤ˧˥ tɕiu˥˥
好魚好肉	hɤ˧˥ hĩ˨ˀ˦ hɤ˧˥ hĩ˧˥
好鼻師	ko˥˩ːtən˧˥saj˥˩
如	zuː
如今	dʊkɪn
如何	dʒoː˧hoː
如意	do˥˩i˥˩
如日中天	su˧˧ di˧˧tiũ˥˧ŋ˨˦ kʰian˥˥
如果	du˧˧kɔ˨˩ naː˧
如虎添翼	lu˧˧ho˧˧tiam˥˧ iak˨˦
妄想	m˥˩ʰ˥m˥˩lŋ˧sioŋ˥˥
妄自菲薄	boŋ˨˦ tsi˧˧ hui˥˧ pʊ˨˩˦
妆	tsɯ˥˩
妇科	u˨˩˦kɤ˥˥
妈	maː buːa
妈妈	maːmaː
妈祖	matso
妊娠	lim˨˦ sin˨˩
妖	dˌiːzə
妖孽	jˈal vjɛt
妖怪	iaokai
妖精	a˥˥tsi˥˥
妙禪	kãŋ˥˥ŋ˥˥tɕʰy˥˩ sʰu˧˧fu˧˧ ʂan˥˩tʰan˨˩sʰu˧˧kuən˧˧
妥协	tʰə˧˧hĩ˥˥ap˨˩
妥協	tʰə˥˥hĩ˥˥ap˨˩
妨碍	hoŋ˨˩˦ai˥˧
妩媚	boːbːiː
妲己	dʱan˨˩ki˥˥
妳	li˥˩
妹	be
妹妹	siu˨˩meɪ˥˧
妹婿	be˨˩˦sai˥˧
姊	tsi˥˥
姊丈	tsi˥˧tiu˨˦
姊妹	tiba˥˩
姊妹仔	tsi˥˧peɪ˨˩˦a˥˧
姊妹仔伴	tsit˦be˧˧a˥˧pʰa˥˧˧
始	sˈi˥
始料未及	si˥˧ liau˨˦ bi˨˦ kip˨
姐	tsi˥˧
姐夫	tsʰf
姐妹	tɕi˥˥
姐姐	tɕiaʔa
姑丈	pˌoˌtiŋˌwˌ
姑不而終	kuɔ˧˥pu˥˩li˧˧tsioŋ˥˥
姑妈	a˧˧ko˥˥
姑娘	ɔːlɔːnɨːwa
姑婆	kɔ˥˥ pɤ˨˩˦
姑媽	aːkɔ
姑嫂塔	po˥˧sɤ˨˩ tʰaʔ˨
姑息养奸	ko˥˥siat˥˧ ioŋ˨˦ kan˥˥
姑息養奸	kʰɔː˧˥jʊŋ˨
姓	dʑiːm˨˩
姓名	si˥˧nia˧˧
委	uʝ
委任	uʲiɪː˧rɪm˥˩
委员	ua˧˧an˥˧
委員	ua˧˧i˥˥wan˨˦
委員會	ʔi˥˧ wan˨˦hue˨˦
委屈	oikɯt
委托	wit˦
委託	wit˦hɔ˥˥
姚	dˌiːzə
姚子青	jɛ˨˩˦au˨˦tsi˧˧tsʰɪŋ˥˥
姚晨	jɛ˨˩˦au˨˦ sin˨˩˦
姜	kiu˨˦
姜子牙	tioʰ˨tsi˥˧ga˨˦
姜母	kiu˥˧bu˥˧
姜母鸭	kiu˥˧mu˧˧a˥˧
姜汤	kiu˥˧tʰŋ˥˥
姜糖	kiŋ˥˥tʰŋ˥˥
姜維	kiu˥˧ue˨˦
姜维	kʰiu˥˥ue˨˦
姜茶	kiu˥˧te˨˩
姨丈	i˥˧tiu˨˦
姬	sˈiː
姬发	ki˥˧mat˥
姬昌	ki˥˧tsioŋ˥˧
姬發	ki˥˧xat˦
姬路城	ki˥˧ lɔ˥˧ sia˧˧
姻亲	yn˨˦tsʰin˥˥
姿	tsi˥˥
姿势	tsi˥˧seɪ˥˧
姿勢	tʰi˥˥sɛ˥˧
姿娘	tsɯ˥˩ ɪ˥˩
姿娘（诸娘）- 模仿泉州府城音	tsi˥˥njũ˨˦ tsu˥˧
姿态	tsi˥˧tʰɐi˨˩
姿態	tsi˥˧tʰaɪ˥˨
威	oj
威严	ulian˨˩
威信	u˨˩˦i˥˥sin˥˥
威力	ui˥˧liɐt˦
威嚴	ujiam
威尼斯	uˌi˧˥ni˨˦si˥˧
威慑力	tsiŋ˨˩ljɛn˨˩˦
威懾力	ʔuː˧s˦˥ap˦˥liaʔ˨
威望	ujipaŋ
威權主義	we˧˧kʰuan˨˩tsu˨˩gi˧˧
威武	ujbo
威海	u˨˩˦j˥˩ hɐi˥˥
威胁	ʰap˦˥
威脅	ʰɐp˨˩
威远楼	wi˧˧ wan˧˧lou˨˦
威遠樓	tsiŋ˥˧uan˨˦liau˨˦
娘	lɛ
娘娘	nj�uʎ
娛樂	u̯ro
娛樂圈	gu˥˧ lok˥˧ hwan˥˥
娱乐	guːlˈo
娱乐圈	gu˥˧ lok˥˥ kʰan˨˩
娶	tsʰuaʔ˨
娼妓	sĩ˥˧ki˧˧
婀娜	eɾna
婀施	t˥s˥i˥˧
婁	nˈɔ
婉轉	uan˥˥tswan˥˥
婉转	uan˥˥tswan˥˥
婚	hun
婚前協議書	hũt˦ tsĩã˥˥ hĩãũ˧˧ ti˧˧ su˧˧
婦科	u˨˩˦kɔ˨
婶婆	tsim˨˩˦pa˨˦
婺源	bu˥˧wan˥˥
媒人	mm naŋˈgɔ
媒介	mu˥˧ik˥kai˥˧
媒体	multe
媒體	multe
媠	soi
媠鼻媠目	su˨˩˦i˨˩˦ pʰi˨˩˦ sa˥˩i˥˩ pɑʊ˨˩˦
媳婦	sjmpu
媽	maː aˈbɔ
媽媽	mama
媽祖	matau
媽祖娘娘	ma˥˥tsu˨˩niu˥˥niu˥˥
媽祖婆	ma˥˧tsau˥˧bo˨˦
嫁妆	ke˥˥tsʊŋ˥˥
嫁妝	ke˥˥tsʊŋ˥˥
嫁接	ka˥˥tsiaʔ˦
嫁接通俗的说法-过枝	kˈeːki
嫉妒	tsit˦toʔ˦ o˥˩toʔ˦
嫌	pian˨˩
嫌疑	hiam i˥˩
嫡系	piaxe̞
嫦娥	sioŋ˨˩ŋɔ˨˩
嫩	eɣo
嫪毐	lo˥˩ ai˥˩
嫪毐之乱	lɔ˥˧ai˥˧tsi˨˦luan˨˦
嫪毐之亂	lɔ˥˧ai˥˧tsi˨˦luan˨˦
嫵媚	bo˥˩ːbi˥˩
嬴政	ĩŋ˨˦ tsuŋ˥˧
嬸婆	tsim˨˩pə˨˩˦
子	suː
子丑乙卯	tsu˥˧tʰiu˥˧gin˨˦ ma˥˧
子丑寅卯辰巳午未申酉戌亥	tsu˧˥tʰiu˨˩˦ɪn˥˥tpɑʊ˥˩ seŋ˧˥su˥˩ pʰi˨˩˦ tʰi˨˩˦ ʂu˨˩˦hɑ˥˥
子宫	tsi˧˧ kioŋ˨˦
子宮	tsi˧˧ kioŋ˨˦
子弹	tsiŋ˥˥tsi˥˩
子彈	tsiŋ˥˧tsi˥˧
子房	tsi˥˧paŋ˨˦
子时	tsi˧˧
子時	tsi˨˩˦
子曰	tsi˥˧ wan˧˧
子江	tsi˨˦ kaŋ˥˥
子江中学	tsi˥˧ kaŋ˥˥toŋ˥˥ɦau˧˧
子爵	tsi˥˧˧ki˥˥
子鼠	ʈʂu˥˥tɕʰi˥˩
孔	kʰʊŋ˨˩˦
孔乙己	kʰʊŋ˨˩ ik˦ki˥˥
孔子	kõŋ˥˥tsu˥˧
孔子学院	kʰʊŋ˥˥tsu˥˧hak˨˩i˥˥
孔雀	kʰʊŋ˨˩˦kʰok˨
孕育	ɪn˥˥lɤ˥˩
字	fɔn
字体	vi˥˧tɛ˥˥
字典	li˨˦tian˥˧
字姓	li˨˩˦ sin˨˩˦
字字珠璣	tsiː˧˧tsiː˧˧tsuː˩˩˦ pi˨˩˦
字帖	li˥˧tʰiã˨˩
字幕	li˨˩˦bo˨˩˦
字母	bibu
字眼	li˨˩gan˨˩
字號	li˨˦ ˥˥a˥˧
字頭	ni˥˧tʰau˧˧
字骨	di˥˧kut˨˩
字體	li˥˩tɛ˥˥
存	tsuən˨˩
存卟傳人死	tsʰuən˧˥ meɪ˥˩ teŋ˨˦laŋ˨˩ si˥˧
存叫	sʰoŋkio
存囥	tsun˨˦kʰɤŋ˥˥
存在	tsun˨˦tsai˥˧
存在感	tsun˥˧tsai˥˧kam˥˥
存心	tsun˨˩sin˥˥
存折	tsʰin˨˩tsi˥˧
存摺	tsiun˨˦tɕi˥˧
存款	tsuaŋ˥˧kʰa˥˥
孙	sun
孙中山	sũ˨˩n˥˥tioŋ˨˩sãn˥˥
孙坚	sun˨˩kian˥˥
孙婿	unsai
孙子	funˈa
孙子兵法	sũn˥˥tɕi˥˥ piŋ˥˧ xuat˦
孙尚香	sũ˨˩n˥˥ sioŋ˨˩hioŋ˥˥
孙思邈	sũn˥˥sĩ˥˧piaʊ˥˥
孙悟空	sɯən˥˥ŋɔː˩˧kʰɔːŋ˥
孙文	sən˥˥ buən˧˧
孙权	sian˥˧kuan˥˧
孙武	suən˨˩˦ bu˥˧
孙立人	suːn˥˩bdin˥˩
孙策	sntɕʰak
孙膑	son˨˩pin˨˩
孙行者	sʰɯ˨˩˦ hĩŋ˨˦ ʰa˥˥
孝	hau˥˥
孝庄秘史	ho˧˧tsʊŋ˨˩ pi˥˥ɕi˥˥
孝心	tʰau˧˧sĩŋ˨˩
孝莊秘史	hau˥˧tsʊŋ˨˩˦pi˥˧ si˥˧
孝行	aʊ˥˩lŋ˧˥hɛŋ˧˥
孝順	hau˥˧sun˨˦
孝顺	hau˥˧sũn˨˩
孟	bjˈɛn
孟子	meŋ˨˩˦tsi˥˧
孟德斯鳩	meŋ˨˩tiŋ˥˧si˥˧ kiu˥˥
孟德斯鸠	hŋ˥˥tiat˨˦si˥˧ kiu˥˥
孟浩然	miŋ˨˦ hɔ˥˧ nian˨˦
孟獲	bi˧˧ŋ˨˩˦ hʰi˧˧ak˨˩
孟获	bi˧˧nhɛːk˥
孟郊	miŋ˨˩kau˥˥
季	kuli
季军	ku˥˧in˥˥ kun˥˧
季度	kuitːo
季延	kue˥˥ iən˨˦
季延中学	kui˥˧ e˨˦n˨˩tioŋ˨˦ə˧˧
季扎	ku˥˧iz˨˩˦at˦
季節	ku˥˥i˥˧tsue˥˧
季羡林	ku˥˥i˥˧ ʂan˥˥lɪm˧˥
季节	kui˥˧tsu˨˩e˨˦
季軍	kui˥˧ kun˥˧
孤	tɔː
孤僻	kʰiː˥ hɐn˨˩
孤单	kɔ˨˦tɔ˨˦a˥˧
孤單	tɔltɔq
孤子	ko˥˧tsi˥˧
孤專獨行	go˧˧tsan˧˧tok˨tsĩã˨˩
孤層房	ko˥˥tsan˥˥ pɑŋ˥˥
孤手	ko˥˥ tsiu˨˩
孤掌难鸣	ko˥˥tsioŋ˥˧ ran˨˦ mian˧˧
孤掌難鳴	ko˥˥tsioŋ˥˥ rian˥˧ mian˧˧
孤独	kɔ˥˧tok˨
孤獨	ko˥˥tok˨
孤立	ko˥˧ti˨˩p˨˩
孤芳自賞	ko˥˥ hũŋ˥˥ tsi˨˩sioŋ˥˥
孤芳自赏	ko˥˥ hŋ˥˥ tsi˨˩sioŋ˥˥
孤苦	kɔ˥˥kʰɔ˥˥
孤間房	ko˥˥kwi˥˧ pɑŋ˥˥
孤陋寡聞	ko˥˥ liɔ˨˦ kua˧˧ buən˧˧
孤陋寡闻	ko˥˥liɔ˨˦ kua˧˧ buən˧˧
孤骹	kʰaː˥˥
孤骹孤手	ko˥˩ ka˥˥go˥˩ːl˥ tɕʰiu˨˩
孤魂	kɔː hʊn˨˩
孤鳥插人群	koʊ˨˩tsiaʊ˥˧tsʰak˨ lɪŋkʰuən˧˧
学	a˥˥a˥˥
学习	hak˨
学习环境	hau˧˧sip˦ kʰan˥˥ kiŋ˥˥
学位	aq uj
学分	hak˥hun˥˩
学制	hukːi
学历	hak̚˨˩lia˥˧
学名	hap mˈɛ̄ːɹ
学堂	tŋ˨˩
学士	hak˨˩si˥˧
学徒	hak˨˩to˧˧
学期	atːiː
学术	hak˦ sut˦
学校	xɑŋ˥˥hɑũ˥˩
学校更通俗的说法-学堂	ə˧˨ tən˧˧
学派	hak̚˦˥pʰaj˥
学生	ha˥˥kã˥˥ siŋ˥˥
学生卡	haksŋ˨˩ka˥˥
学者	hak˥˥ tɕja˥˥
学说	hâːk˨sot˦
学费	ħɑqχʊj
学车	a˨˦tsia˥˧
学问	tʰaqbun
学院	pʰa˥˥kʰi˥˩
孩子	kina ga˥˥n˥˥˥
孫	sɛ̃ˈʁˈ
孫中山	sũ˨˩ən˥˥tioŋ˥˧sãn˥˥
孫堅	sun˥˥kian˥˧
孫子	funa
孫子兵法	sũn˥˥tɕi˥˥ piŋ˥˥ hwat˥˥
孫尚香	sũ˨˩ siŋ˥˥hĩũ˥˥
孫思邈	sũn˥˥sĩ˥˧piaʊ˥˥
孫悟空	sɵn˥˥ lo˧˧ kʰũŋ˥˥
孫文	sũ˥˥mu˥˩n˥˧
孫權	sũn˥˥kwan˨˩
孫武	sən˨˩ bu˥˧
孫立人	suːn˥˧ diːblˈin˧
孫策	s˦un˥˥ tɕjak˨
孫臏	sun˥˧ pɪn˧˥
孫行者	sũn˥˥hĩŋ˨˩tsia˥˥
學	ɔ
學位	hʰak˦˥ow˧j˧
學分	pʰaːkʰun
學務主任	hau˨˦ pu˥˧tsu˥˧lĩŋ˨˦
學名	tʰã˥˥k̚˨˩meː˩˩˦
學問	haqbun
學堂	ə tɤŋ˧˧
學士	hák˨
學徒	hak˨˩to˧˧
學期	hã˥˥ki˧˧
學校	hɑ˥˥hɑ˥˥
學校更通俗的說法-學堂	a˥˧ tɤŋ˧˧
學歷	haːq lɛɐk
學派	hʌt˥pʰai˥
學生	hak˨sʊŋ˥˥
學生卡	hâ˨˩ksən˥˥ kʰa˥˥
學生會	hau˥˧sian˥˧hue˥˥
學生證	hak˨˦sĩŋ˥˥ tsĩŋ˥˧
學習	hɑːq˨˩ʰʃip˦
學者	hak˨tsia˥˧
學術	haːqˈsˈt
學說	hau˧˧suan˥˧
學費	akːue
學車	a˧˥tsʰia˥˥
學這，有啥路用？	ɔ˨˦tsĩ˥˧ u˧˧sĩã˥˥ lɔ˥jɔ˧˧ jʊŋ˨˩
學院	hʌt˨ i˨˩
孽子	ge˨˩˦tsi˥˧
宁	lĩŋ˨˩
宁夏	lĩŋ˨˩ha˥˧
宁夏回族自治区	nia˥˥ha˥˥tsu˧˧tsi˨˩ li˥˧ kʰu˥˥
宁德	lɛːn˨˩tɛːt˥
宁愿	lĩŋ˨˩ guan˨˦
宁波	diən˧˧ pʰi˥˩
宁静致远	lĩŋ˨˦ tsĩŋ˥˥ ti˥˥uan˥˧
它	dˈʌn
宇	u
宇宙	utiu
宇宙大爆炸	u˧˧ti˧˧u˧˧tɔ˨˩a˥˧ pok˨tsa˥˧˧
宇文化及	u˨˩˦bun˨˩˦ xwa˥˥ ke˨˩˦p
宇文泰	u˨˩ bu˥˧n˥˥ tʰai˥˧
宇文覺	uvun ka˥˩k
宇文觉	ʊˈbun˨˩ ka˥˥kak˥
守	sˈiʊ
守備	siu pi
守则	siu˥˧tsak˨
守則	siu˥˧tsak˨
守寡	tʰiu˥˧kua˥˧
守护	siw˨˩hoʊ˨˩˦
守望先锋	siu˥˧mʊŋ˨˩˦sian˥˧hŏŋ˥˥
守衛	tɕiu˥˧w˧˧
守護	siu˥˧
安	an
安乐死	an˥˥nok˨ sĩ˥˥
安亭	an˥˥tiŋ˨˦
安倍晴明	am˥˥pue˥˧tsĩŋ˨˩ mĩŋ˧˧
安全	˨an˥˥tswan˥˥
安全带	an˥˥tsuan˨˩taw˨˩a˥˧
安全帶	an˥˥tsuan˨˩taw˧˧
安全帽	an˥˥tswan˥˥ ha
安全感	an˥˥tswan˥˨ kam˥˥
安公	aɪ̥˥kõ˥˥
安卓	an˨˩tok˨
安史之乱	an˥˥si˥˧ tsi˨˩luan˥˧
安史之亂	an˥˥si˥˧ tsi˨˩luan˥˧
安呐	ana
安培	an˥˥po˥˧˧
安娘	anea
安居乐业	ǎn ki˧ dk˥jap˥
安居樂業	ɔːn˧kʰiː˧dk˥pʰ
安平	an˥˥pɪŋ˨˩˦
安平古堡	an˥˥ bĩŋ˨˦ kɔ˨˦ pʰu˨˩˦
安平桥	an˥˥ piŋ˥˧ke˥˥
安平樹屋	ãn̪˥bĩŋ˨˩ siu˥˧ɔ˥˧ãn̪˨˩biŋ˧˧ siu˥˧a˥˧ tsʰu˨˩
安平橋	an˥˧pĩ˥˧
安徽	anhui
安徽省	an˥˥hŋ˥˥sĩŋ˥˥
安心	an˥˩sim˨˩
安怎	an˥˥tsʰu˥˧
安息	aɪ˧˧n˥˩siaʁ˥˩
安慰	an uj
安打	aŋtaˈn
安排	m̩˨˩pʰaːi˨˩
安樂死	an˥˥tok˨si˥˧
安海	sua˥˧hai˥˧
安溪	an˥˥kʰue˥˥
安溪县	an˥˥kʰe˥˥kuĩ˥˧
安溪縣	an˥˥kʰe˥˥kuən˥˧
安眠药	ambinio
安祿山	an˥˩ok˨san˥˩
安禄山	aːn˥˧nok˨san˥˧
安装	an˨˦tsʊŋ˥˥
安裝	aŋ˨˦tsʊŋ˥˥
安踏	aːn˩˩˦taː˨
安逸	an˥˥ɑk˨
安重根	an˥˥tioŋ˨˩ kun˥˥
安阳	an˥˥jʊŋ˨˩˦
安陽	an˥˥ joŋ˨˦
宋	sɔ̃
宋国	s˥oŋ˨˩kok˨
宋國	sũŋ˥˥kok˨
宋子文	sũŋ˥˥tsit˦ buən˧˧
宋庆龄	sũŋ˥˥kʰĩ˥˥ lĩŋ˨˦
宋慈	sõŋ˥˧tsí˧˧
宋慶齡	sũŋ˥˥kĩ˥˥ lĩŋ˨˦
宋教仁	sũŋ˥˥kau˥˥ lin˨˦
宋朝	sũ˥˥ tiau˨˦
宋楚瑜	sũ˥˥tsʰʰo˧˧ lu˨˦
宋江	sũã˨˩kaŋ˥˥
宋玉	sõŋ˥˥ jok˨
宋美齡	sũ˥˥b˨˩˦i˧˧ lĩŋ˨˦
宋美龄	sũã˥˥bi˧˧ lĩŋ˨˦
宋詞	sõŋ˥˥si˧˧
宋词	sũŋ˥˥sí˥˧
宋霭龄	sũŋ˨˩a˥˧i˧˧lĩŋ˨˦
宋靄齡	sũŋ˥˥a˥˧liŋ˨˩˦
完	wãn˧˥
完全	uan˨˦tsuan˨˦
完全比賽	wan˨˦ tswan˨˦ pi˥˧sai˨˦
完封勝	kɔːŋ˧fɔːn˧sid˥
完成	uan˥˥sin˨˦ tiat˦
完整	uan˨˦tsĩŋ˥˥
完畢	wˈʌn pi
完结	wan˥
完美	wɔː˧˥
完美主义	uanli˥˧ ts˨˩u˥˧ki˨˦
完美主义者	uãn˨˩hsŋ˥˥ tsu˥˧i˨˩˦ʰtɕiaʊ˨˩˦
宏茂橋	hŋ˥˥bo˨˦ki˨˦a˥˧
宏觀	hoŋ˨˦kuan˥˥
宏观	hoŋ˨˦kuan˥˥
宗	sõŋ˨˩
宗教	tsʊŋ˥˧kau˥˧
宗教博物館	tsʊŋ˥˥kau˥˧ po˥˧pu˧˧kuan˥˥
