'di	bi
joseph e. estrada	ɟʊsep i estɾada
josko	dʒosko
josé corazón de jesús	ʃoθɛ kʊɾaθɔŋ dɛ xesus
josé laurel	osˈe la oɾən
josé palma	ozɛ pɑlma
josé rizal	sa˥˩li˨˩˦saj˥˩
jovita fuentes	akompito vins
jowa	dʒola
jowawitz	dʒuaːwˈits
juan dela cruz	xuˈɑn dɛlˈlɑ kɾuːz
juan luna	puan luna
juan nakpil	kua̯anːak˦˥t̚˨˩l
judiel nieva	ho dijel njɛbɑ
junkie	tʃɐnkɪ
junti	gioːnˈteː
juntis	dʒontis
juvic pagunsan	dʒʊbik pɔvɪnsaɛ
ka	kɔː
kaagad	kɐˈgɐd
kaakit-akit	kaʔakʃaː
kaakit-akit ang buhok mo.	ka aqit aqit aŋ puhok mɛ
kaalaman	kaalamano
kaamuan	kaːmuːʔan
kaanib	kaʔanib
kaarawan	taʔɑrɑːn
kaasiman	qɑqsiːnˈmɑn
kaawaan	kaɛwɑan
kaaway	kaʔawaj
kaaya-aya	kaajɑaja
kaayaaya	kaajaaja
kaayaayang	daajɑajɑ
kaayusan	kaajustan
kaba	kɑˈbɑ
kababaang-loob	kaːbaːbaʔaːŋloːb
kababaihan	kabɑrˈʔiħn
kababalaghan	kaːrpəwalaːkaːna
kababata	kababata
kababayan	kaːbəˈbɑjən
kabag	kabʊ̯
kabagabagabag	kabagˈabˈagabˈɑ̃
kabahan	qɑbɑhɑn
kabaliktaran	kəbaliktərˈan
kabalintunaan	kabalintonaːn
kabalyero	kɑˈbˌaiˈɛlˌo
kabalyete	kabaliɛte
kabanata	kaːbənata
kabankalan	kaːbankalan
kabantugan	kəpəntuʔkai
kabaong	kabaːˈɔl
kabasalan	kabasalan
kabataan	kabataaʔan
kabatas	aːbatˈɑs
kabayo	kabajɔ
kabibe	kˈæbibe
kabig	kabig
kabigayan	kɐbigˈɐɪ̯eːn
kabiguan	kˈaːbɪgʊan
kabihasnan	qaːʔiːħasnan
kabila	kabɪla
kabilang na	kɑbilɑŋ na
kabilang-buhay	kɐbʱiːlaːmguːɦɛː
kabisado	kabisado
kabisayaan	kabisajaːn
kabisera	kabɪsɛɾa
kabiyak	kəˈfjaq
kabuhayan	kəbʱɑjɑn
kabukiran	kabokiran
kabuluhan	aːlɔhan
kabundukan	kaːbundɯqan
kabute	qaboteʔ
kabutihan	kabutiːhan
kabuuan	qabuu̯ʔan
kadalasan	kadɪlˈləːsal
kadaupang palad	kaɗaʊ pɑŋ palaːd
kadiliman	kadiːliːman
kadiri	kadɪri
kadyot	kat̪jot̪
kagabi	aːgabːi
kagalit	tsagajlʲit
kagamitan	kaɣ̞amit̪an
kagamutan	eɣamutan
kagat	kaˈgat
kagatin	kaɣ̞at̪ĩn
kagawaran	agjˈgˈagˈlˈɑrˈan
kagaya	agai̯a
kagubatan	kagobat̪ẽn
kagulat-gulat	kaːgolat˃goːlətˤ
kagustuhan	kagustuan
kagutuman	kaːgutuman
kagwapuhan	kaːgɔpɔhɔn
kahabag-habag	kaħˈbaghaˈbag
kahalagahan	kaɦlagəhaːn
kahapon	kʰaːkʰon˧
kaharian	kaħriːʔan
kahawig	khavʲiːg
kahel	qɑhɛl
kahera	kəɦɪ̞ɾa
kahihinatnan	kaɦʲiɦʲiɾnatɛ̀næn
kahindik-hindik	kãĩ̯nd̪ikhiŋðiq
kahit	kaːhet
kahit saan	kʰaːhetsʰǎn
kahol	kajɦoɫ
kahon	ˈʌˈɑlɪ
kahoy	ka˥˥ho˧˧i˨˦
kahulugan	koːnugan
kaibahan	kaːiːbaːhaːn
kaibig-ibig	kaːjbigiːbig
kaibigan	beːˈʔiːgˈæn
kaibigan mo ba sila?	kɑɑːr ɪbˈiɣan nɔbˈa sɪlɑ
kaibigan mo ba siya?	kaj bʲigæn mɔbɐʃaː
kailaliman	æjlænmæːn
kailan	k̚˥˩lən˧
kailan sila nag-umpisang mag-inuman?	kaːjlən tʃilaː nɑɣompɪsan mɑgɔinɔmɑn
kailangan	kajlaŋan
kailangan kita kasi mahal na kita.	kai̯laŋan kitə kasimahal na kitə
kailangang	kejɦlɑnɣɑŋ
kailanganin	kajlãŋaːnɦin
kailanman	kʰʔhlŋ˧man
kaimbutan	kaimbutana
kain	kain
kainan	kaːjnan
kaingin	kaiːn˩˥ːin˥˩ː
kaisang-puso	kakːiːsaːŋ˩˩˦pɯːw˧sʌ
kaisipan	kaisipan
kakabayan	kakabajam
kakaiba	kakaʔibɑ
kakaibang	kakaiːbaːm
kakain	kakaːjn
kakainin	kˈaχaiːn
kakang	kʰakʰam
kakanin	kaqajnʲ
kakapalan	kˈɑqɑpɑdˈɯˈn
kakarampot	käː˧kɑːrɑːmpɔt
kakatapos	kakaposos
kakatwang	kakatwau
kakaunti	kakaʔanti
kakayahan	fkaːjɑhan
kakila-kilabot	kɑqilɑxilɑhbuːt
kakilala	kaqilala
kaklase	kak˦˥laː˧sɛ
kakulangan	kaqolaŋan
kakulay	kʰʰap̚˨˩kʰuːn˦˥rai˥
kakulitan	kakulitan
kala	kala
kalaban	kalaβ̞an
kalabasa	kalabɑsa
kalabaw	tʃiːzikaːlabaːʊ
kalabitin	kalˈæbːitiːn
kaladkad	kaːladkaːd
kalagayan	kalagajan
kalagitnaan	kalɑgʲiːtnaːʔan
kalaguyo	kalaguo
kalahatan	kaːlaħataːn
kalahati	kɑlɑhɑtˈteː
kalakal	qalaqaːl
kalakaran	kaːlakaˈran
kalakhang	kaləkteː˥˩ʔang
kalaki	kalake
kalalakad	kaːlaːlaːkaːd
kalalakihan	klaːlaːqihɑn
kalamangan	kaːlaːmangam
kalamansi	kəlɛmmensiːt
kalamaris	ellamajes
kalambre	kalambɾi
kalambrehin	kalʔambɾihɪn
kalamidad	kalimidad
kalamnan	qɑɫɑmdaɪm
kalan	tsalaːn
kalanggaman	kɑlɑngɑmɑn
kalangitan	kal
kalansay	k̚˥˩la˦˥n˩˩˦saj˧
kalantas	kalẽn̪t̪as
kalapa	kɑlɑpɑ
kalapastanganan	alaːvpəstəngɐnən
kalapati	kɛaːlpɛt̪e
kalaro	kaleɾo
kalat	la
kalawakan	kɑlɑwɑkɑl
kalawang	klawaŋ
kalayaan	ælˈʔæn
kalbo	kalbo
kaldero	kalˈtero
kalembang	kalembaŋ
kalendaryo	kɐlɪmdaːɾjɔ
kalesa	kəˈlesə
kalibo	kˌɐlˈibˌo
kalidad	kalibad
kaligayahan	kəˈliːgəjɑːhən
kaligtasan	kaliktazm
kalihim	kalˈiːxiːm
kalikasan	klikːasaːn
kalimitan	kalimitan
kalimot	kalimon
kalimutan	kʰaːliːmɤtan˧
kalinangan	k̚˥˩alĩ˥˩naːŋan˧
kalinga-apayao	kaliŋgaɛpɑjɛʋ
kalingkingan	kæ̹lʲɪnkʲiːnæl
kalituhan	kalituhan
kaliwa	kaːˈnɛ
kaliwete	kaliwete
kalmado	kalmaðon
kalmot	kʰælmoːt
kalog	kalog
kaloka	laoɣa
kalooban	kaloʔoban
kalsada	kalθaða
kalugin	kalugin
kalugud-lugod	talɔgɔtblɔgɔt
kalugód-lugód	kʝˈʊgʒodlugodˈ
kaluluwa	kalua
kaluluwang	qɑɾɯ̞ɫæwɑŋ
kalungkutan	kalungkutan
kaluskos	kalʲɨskos
kalusugan	kaluskan
kalye	ælie
kama	kama
kamag-anak	kæmumʔanˈq
kamakalawa	kammaqɑlawaa
kamalasan	kamalaːsan
kamalayan	kamalaiːn
kamalian	kamaːliːan
kamalig	ʃɔmɑliː
kamandag	kɑmandɑgɑ
kamangha-mangha	ka˥˥mãn˥˥hã˥˥mãn˥˥hã˥˥
kamao	pamaʔo
kamatayan	kamatajan
kamatis	tamatis
kamay	saˈmai
kamayan	kamajan
kamayin	amaaːne̞
kambal	amβ̞al
kambing	kambeŋ
kambodya	kamboa
kamelyo	kamiljo
kami	kamiː
kamindanawan	t̪ɐmɪnd̪enaβan
kamisa	amisa
kamisadentro	kamisadentro
kamiseta	kamisˈeta
kamote	kamote
kampana	kɑmpana
kampanero	kampanero
kampihan	kamɓihankampihan
kampilan	ampilan
kampon	kampon
kampupot	kampəpɔt
kamuhian	kamuhiːan
kamuning	kamuɲil
kamusmusan	kamusmusaniːm
kamusta	kɐmˌoestˈa
kamusta ka?	kamu sɨtaː
kamutin	kamɔːtiːm
kamyas	kamiːjasɯ
kamí'y sina flora at bong	kamiː si˥˩naplora˥ ɔkboʔ
kamít	kami
kanal	kʰan˥˩aːl˥˩
kanan	kaːnən
kanayon	kanajon
kandado	sanðað̞o
kandidato	kãndidato
kandilà	kandila
kandirit	t̪en̪ɾi̯t̪
kandungan	kaŋduːŋen
kandungin	kand̪oŋim
kanggaro	kaŋgɛro
kangkong	kãŋkõŋ
kanila	kanila
kanilang	anilam
kanin	kaːn˩˩˦in˩˩˦
kanina	kanina
kanino	kanino
kaniya	kaɲa
kaniya.	t̪ɐn˩˩˦jaː˧
kaniyang	kã˥˥ni˥˧
kanlungan	ãn̪d̪uːŋan
kanluran	kanloran
kanlurang	kanloːra˥ŋ
kanluranin	ganluraːnˈn
kanta	t̪ẽn̪t̪aɾ
kantahan	kɑntaħan
kanto	kanto
kantot	kǎn˧tʰt̚˨˩
kantutan	k̚˦˥an˩˩˦toʔt̚˨˩an˩˩˦
kantutan tayo	k̚˥˩aː˧rtoǎt̚˨˩an˧taiːok̚˦˥
kanunununuan	ka˥˩n˧nʊ˥˩nʊ˥˩an
kanya	tanja
kanyang	tanːjɐŋ
kaong	kaːl
kaopisina	kalpesina
kapag	kˈapːɐʒ
kapagdaka'y	kãːpənd̪ɐˈki
kapaha-pahamak	kapahaːpɑhɑmɑq
kapahamakan	kaːpahaːmaːkaːn
kapakanan	kaːpaːkɑnnɑn
kapakipakinabang	kapakipaɾinɑːbɑŋ
kapalaluan	kɑpaːlɑluaːn
kapalaran	kapalaːrɑn
kapaligiran	kapəliˈgɪɾan
kapalit	kpliːt
kapampangan	ka˥˥pəm˥˩paːŋan˥˩
kapana-panabik	kapənappənʝaβik
kapanahon	kɑpɑnɑhun
kapanganiban	kəpaŋanibən
kapangyarihan	kaːbaŋjariːhan
kapantay	k̚˥˩apntʰaj˧
kapat	kʰap˥at˦˥
kapatas	kapatas
kapatid	kapat̪int̪
kapatid na babae	kɔpɑtidi na bɔbaɛ
kapatid na lalaki	kɑpɑtɪd nalalaːkɪl
kapayapaan	fɔpʰəjɔkɑŋ
kape	ape
kapeng barako	kəpəŋ baɾako
kapilya	kapilja
kapisanan	kapisa˩˥ːn
kapit	kapip
kapit-bahay	kɑpɪtbaxaj
kapit-bisig	kapjt̪bis̺ik
kapitan	kapit̪an
kapitbahay	kəpɪtbaɦaj
kapiteryá	kɔpɪpɛɾdʒa
kaplastikan	kaplasdiˈkɑn
kapnayan	kɛpnaja
kapre	kaprɛj
kapuluan	taɾpɔluan
kapuluang kayman	kapulo ɛŋˈkɛjman
kapulungan	kapoɾoŋan
kapuri-puri	kapwriːpuːriː
kapusukan	kapusokan
kaputsino	kapotsino
kapwa may sakit ang mga anak ko	kapo maj sɑkið ɛɔmɑŋ ɑnɑko
karagatan	taːrgətan
karagatang pasipiko	kalakɛt̪ãn̪ paɾkipiko
karagdagan	karagdagak
karahasan	kaɾahasaːm
karakas	ɣɑɾˈɑkˈas
karamay	karaːmaj
karambit	kɾũmbʲit
karambola	kaɾambola
karamdaman	kaɾamdaːmən
karamihan	kɾəmiːn
karampot	kaɾampoð̞
karanasan	təɾˈnasaɪm
karangalan	kɾɐɑmɑːlɐm
karangyaan	kaɾaŋliːaˈan
karaniwan	k̚˦la˥˥ni˥˧wan˨˩
karapat-dapat	ɣ̞ɾɑːpəkdaːpat
karapatan	kaɾapətan
karapatang pantao	saˈrapat aŋ pantau
karapatang-ari	kaɾapaˈtaŋaɾi
karapatang-sipi	kərapataŋ
kararaos	qɑɾɑɾɑos
karatula	kaɾatola
karayom	kaɾaːjom
kare-kare	kaɾikaɾeː
karera	kɐɾɪɾɐ
karera ng kabayo	kɑɾɛɾɑ nɑŋ kaɓajo
karga	kärgä
kargahin	kəˈrgəɦn
karimarimarim	kaːrimaːrimaːrm
karimlán	kaɾimlan
karinderya	kaɾamdeɾja
kariton	saɾit̪on
karne ng baka	kæɾmænɪ̞ŋ baqä
karneng baboy	kaɾnenba bɔj
karneng-baka	kɐrnɛŋbaːkai̯
karnero	kɑɾnɛro
karot	karo
karton	kərtən
karugtong	t̪eɾupt̪o
karumal-dumal	kaɾuːmaldˈoːmal
karunúngan	karunungan
karángalan	kaɾaŋaːlan
kasabay	ka˥˩sabaj˥˩
kasaganaan	kasaɣ̞anaɾaʝ
kasagutan	kaseɣ̞wt̪en
kasakdalan	kãnsat̪da˧ɛn
kasakiman	kasakimaːn
kasakstan	kasaqstaːn
kasal	kasal
kasalan	kasalan
kasalanan	kɛffɛlɛnɑn
kasalanan ito ng mga tao	kasala na nitʰu nɑŋ maŋa tɑɔ
kasalanan ko ba ito?	kasalaˈnan ko ba ito
kasalot	kɐsˈaːlˈɔ
kasalukuyan	kasalukuuja
kasalungat	kasalunʁat
kasama	asama
kasama ni	kasaːmaːniː
kasamaan	kasamaːn
kasamahan	kaːsamahaːn
kasambahay	kəsəmɓəäːj
kasanayan	alsamaja
kasangkapan	tasˈaːnɑxˤɑːpˤːan
kasanhian	kas̺aːnʲiːʝaːn
kasarian	ɑsˈɑliːˌɑn
kasarinlan	kasaːrlaːn
kasawian	kasawiiːʔan
kasaysayan	kãsai̯sãĩ̯ɐn
kasero	kasˈeɾo
kasilyas	kassilas
kasintahan	kaːsˈtɑːhɑn
kasinungalingan	kasinounhaljɣ̞a
kasiraang-loob	kasiraaːnglɛop
kasiyahan	qɑsˈɛrjɑhɑn
kasosyo	kasoʃo
kasoy	kasoi
kastila	fˈastˈiːlˈa
kasu-kasuan	kasukasˈuːɑːn
kasulatan	kas̺ulat̪an
kasundo	kasundo
kasunduan	kasunduan
kasungitan	kaszʝit̪an
kasuutan	kasʊtˈaɛ
kasuy	ʁɛsˈoi
kasya	kˈaʃa
kasí	kɐsˈi
kasíndumi	kasinˈdˈi
kasúy	kasoi
katabi	katɑbiː
katagal	kat̪aɣ̞aʝ
katagalugan	katagajugam
kataimtiman	kɑtɑːimtaman
katakataka	katɑqatɑqa
katalinuhan	katalaːnohan
katam	katam
katamaran	katamaran
katamtaman	atampama
katangi-tangi	kataŋitaŋi
katangian	katngian
katanungan	katanoŋan
katanyagan	katãŋjɛgɑn
katao	katau
kataon	katalun
katapatan	katapat̪an
katapusan	katapossan
katar	kat̪aɾ
katarata	kat̪arata
katas	ɾʊ̞t̪as
katatabang	katətəaŋ
katatakutan	katatataːkutan
katatakutang	katatɑkutang
katatamis	katatðəmˈeːs
katatawanan	ka˥˥tʰa˥˧tɔn˧a˥˧nɔːn
katawan	k̚˥˩ta˥˩wahːjmɔ˦˥
katay	kaːt̪ai̯
kategorya	katɛgɔrɛja
kati	koteː
katibayan	tʃotʃels
katiktik	et̪ik̚t̪ik
katimugan	katimugan
katinig	katini
katipunan	kɑtipˈunan
katiwala	tʃat̪ːjˈwɑːnlɑː
katiyakan	katt̚˥˩ii̯a˥kɔ̀ːn˧
katol	katol
katotohanan.	katatajaːn
katrabaho	katrabajo
katulad	katulad
katulong	katulɔng
katunayan	ka˥˩tʰwnaːja˥˩n˧
katuparan	kʰʔpaː˧ran
katuruan	tut̪ruan
katutak	katɔta
katutubong	katɔtubon
katuwaan	katuaː˧an
katuwiran	katβ̞iɾan
katwiran	raħmiːra
kaugalian	naʔugalian
kaugnayan	kaognajɛn
kauhawan	kaʔuhɑwɑn
kaukulan	kauqɔlɑn
kaulapan	kaːʔulapan
kauna-unahan	kaonaːonaːhan
kaunti	kauti
kausap	kaʔuːsa˥˩b
kausta	kamˈustˈa
kawal	ka˥˥wɐn˨˩˦
kawalan ng pang-itaas na damit	kwalaːn nɑŋ pɑŋ itaːˈt ʃ na dɑmɪt
kawalan-kumpiyansa	kawalankɔmpianˈsə
kawalang-malay	tawaləŋmɑːlaːjˈdɑ
kawali	awaːli
kawangis	kɔ˨a˧˥n
kawani	kwãn̪iː
kawawa ka naman...	kɒwɒqnɒman
kawayan	t̪ːau̯aɪ̯en
kawili-wili	kaʊʎiwɪlɪ
kawit	k̚˥˩aː˥˩wit̚˥˩
kay	tain
kaya	miga
kaya ko	kaɦaiqɔ
kaya'y	kʰjˈj
kayabangan	kaje˩˥baŋan
kayamanan	qɑjmaːnɑːn
kayang	hig˨æn˧˥
kaymito	spetsialamito
kayo	kajov
kaysa	tajˈsa
kayumanggi	kajamagi
kelan	klan
kelot	kælɑt
kembot	kæmbɔt
kembular	kẽmbolaɾ
keneley	tʰæːnɑːliː
kepyas	kpjas
keso	keso
keyk	kei̯
kiat-kiat	kiat˦˥
kidapawan	kidapavon
kidlat	dlaːt
kilabot	kilabot
kilabutan	kilabotaːn
kilala	kʰiːtlalaː
kilala ka ba niya	kɪlɑlɑn qɑbɑɲˈjɑm
kilala mo ba siya?	kʰiːla lamu bːasaː
kilalang-kilala	kɪˈnɑlɑnkɪlaː
kilalanin	klalaːn
kilalá	kɪllɛllaː
kilatis	kiltis
kilawin	kilaɣ̞uin
kilay	kile
kili-kili	kili-kili
kilig	kɪˈlɪk
kilikili	kili-kili
kiliti	kilete
kilos	kilos
kilusan	kilsan
kilusang bagong lipunan	iluzaːn baːgu ɲukʊnˈa
kimi	kimei
kimika	imika
kinabahan	knbħæn
kinabukasan	kinɑːɾbɑːɾsæˈn
kinagabihan	kignaːgbiz
kinagawian	kinaˈgəlwˈjɛn
kinagigiliwan	kinagigiliwan
kinagisnan	kiːnɑːgiːsnɛn
kinahinatnan	kinahinatɛŋɑn
kinain	θĩ˧˥nãn˧˥ɪn˧˥
kinakabahan	kinaːqabˈhɑn
kinalabit	kinalabit
kinalalagyan	kinalalɑgjɛr
kinalalalgyán	kiːnælælgian
kinalaman	kinlamɛn
kinalong	kialo
kinamumuhian	kɪːnɛmɫmhiiːʔan
kinanan	kʲiːnaːnɛn
kinang	kinaŋ
kinasinagan	kinesinaːgən
kinasusuklaman	kinɛsuɫsuqlɑmɑn
kinatawan	kiːnˈatawaːn
kinatawan ng pangalawang distrito ng pal	kinatawan nɑm paga laoŋ distritɔ nɛŋ pɑl
kinatawan ng pangalawang distrito ng palawan	kinatauanŋ pangalawang distrito nɑŋ palawan
kinatay	kinataj
kinausap	kinausap
kindat	kɪ̞nd̪at
kinikilig	kinikilig
kinikimkim	kinikimkim
kinilaw	kiniːljɒˈɔ
kintsay	kintʃaj
kinuha	kion
kinupkop	kˌinukoː
kinároroonán	knroːroɔnɑn
kiníg	kinig
kipot ng surigao	kipot nang sɾɪgau
kirgistan	ɾɛgistɑn
kiri	kiri̯
kirot	kʰiːrɔt̚˨˩
kisame	kisəmɛ
kisap-mata	kɪ̞sʲɪkmʊtæ
kisapmata	isˈaːtmatˈa
kiskis	kisˈkisˈ
kislap	kislab
kita-kits	kitaquets
kitcharao	akit̪ʃaɾaːo
klase	klˈafe
ko	koɑ̞
kodigo	kɔdigɔ
kokak	kɔːkɑ
koliplor	koljplor
kolombya	kɑlɑmbjɑ
komedor	kɔmɛdˈoːr
komiks	koniks
konde	a
kondena	konðen
kondesa	kondɛsa
kongreso	kongɾɛsso
konsepto	kont̪sept̪o
konti	kontˈiː
kontinente	kontinente
konting	kont̪i˧
kontrata	kontraˈta
koponan	koːpoːnan
kordero	kordero
kordyon	kɔrdʲɔn
koreano	kɔriano
korista	ko˥˩ːrista˥˩
koro	koro
koronadal	kɔɾˈnadaːl
kosta rika	ɾɛkɛ
kotong	koton
kotse	katʃa
krayola	kajɔla
krimen	tɾɛment
krisis	kɹˈisɪs
kristal	kɾestal
kroasya	kɾɔʃɐ
kromosoma	kromasama
kronikwookie	ɾɐnːiːt̪guːt̪iːn
kropek	kropɛk
kubli	kɔˈbli
kubo	tsuɔ˥˥pu˨˩˦
kubyerta	kombiˈaɾˈtˈa
kuha mo	koːhˈɛmɑ
kuhol	qɔɦɔl
kuko	kukˈo
kukunin	ko˩˥ːku˥˩ːnim˨˩
kulam	kalam
kulambo	kʰɑkˈʔanboː
kulang	kulˈaŋ
kulang-palang	kʰʊl˧aŋ˧pa˥˥laŋ
kulangin	kulaŋiŋ
kulangot	kulaːnˈmˈt
kulay	kuːlajˈ
kulay rosas	pulerosas
kulay tsokolate	kˈuðla ɪ tʃˌokolˈate
kulay-abo	kʰuːlaːjʔab
kulay-dalandan	koːlaiːndolˈndol
kulay-kape	kuːljkɐpɛ
kulay-ube	kulajʔuːbe
kuliglig	kuliglig
kulintang	uɾimˌtam
kulisap	kuːliːsap
kulit	kuliːb
kulitin	kulʺin
kulo	lo
kulong	kuliŋ
kulot	kʰʊˈlɔːt
kultura	kultˈuɾa
kulungan	koːloːngan
kulyawan	xylianim
kulóg	kulˈog
kumagat	komagot
kumain	kɔmaːin
kumain tayo	komaː imtaːjoː
kumakain	kʰɔ̀maːkʰaː
kumakatok	kʰʊmaː˧kra˨˩tok˦˥
kumalas	kumˈlas
kumaliwa	kumaliwaa
kumamot	kʊ̞mæmæt
kumanan	kumaːnɔ̀n
kumandong	komandɔm
kumantá	komẽn̪t̪
kumati	kumati
kumbaba	kumbaba
kumbaga	kʏmbəgɑ
kumikidlat	kumiiːkɪt˧˧latˤ˩˦
kumikita	kumikita
kumilos	umilos
kumindat	kominak
kumislap	komislaβ̞
kumita	kumita
kumot	umut
kumpanya	komponʝa
kumpara	kɔmpaɾaɾ
kumpas	kompas
kumpirmahin	kˌuˌmpiˌɾˈmˈaxinɪ
kumpol ng tao	kumpol nŋ tao
kumuha	kɔmˈʊˈhɑ
kumukulog	kɔmʊkulɔbɔ
kumukurap	kɔmungɛra
kumukutikutitap	kɔmɔkɔtikʰɔtitʰap
kumulo	umulə
kumusta	kɯ̞mɯ̞stɯ̞
kumusta ka	qɔmʁɑʃtɑɢɑr
kumusta ka na?	komunita kaˈnɑ
kumusta ka?	tʊmɯsqə
kumusta naman?	kamustanamana
kumusta po	komo ke tako
kumusta po kayo	kˈomʌ sˈtˈopˈoɣˈajˈu kˈomʌ sˈtˈopˈojˈu
kumusta po?	kɔm ˈo stˈa pˈɔ̃
kumusta?	kˈomstˈa
kumustá ang iyong iná?	kumusta saɴgang ɛnɾɛlɾɛŋ ɛŋ ma
kumáin	maːen
kunat	kunat
kundi	kundi
kundiman	konð̞jmən
kuneho	kune˩˥ːho
kung	kũŋ
kung saan-saang lugar ko siya hinanap.	kunsˈaˈan saːaːŋ luɣar koʃa hinaanap
kung sakali	kuŋ saqaaːli
kung sakali...	koŋ sakaɬi
kung tutuusin...	kuntuto usi en
kunsúlta	konˈsulta
kuntento	kontentou
kunwari	kwnwari
kupal	kupal
kupkop	kʊp˨˩kɔp˥
kupkupin	kupkupin
kupunan	koːˈpɔnɑːn
kurap [tl]	ɣ̞oɾɑk
kurba	kˌuɾβa
kurbata	kɔrbətə
kurikong	kʰɯ̞ɾɪ̞kʰɔ̞ŋ
kuripot	kuːriːpət
kurot	kʊrot
kurtina	koɾtina
kuryente	koˈrjˈɛnte
kusina	kosˈsˈna
kusinera	kɔsineɾa
kusinero	kusinero
kuskos	kɔskɔs
kuskos-balungos	kwskwsbaloŋos
kuta	kuta
kuting	kuːtiːŋ
kutis	kutis
kutis sutla	kɔtˈe sˈtˈlˈa
kutkot	qɔtˈqotˈ
kuto	kuto
kutsara	kutʃara
kutsarita	kʊtʃˈʊrtˈɑ
kutsilyo	kutʃˈeˈljoʊˈ
kutson	kutʃɔn
kutséro	kutsʃero
kutya	tut˦˥
kutyain	kut̪jɑʔiːn
kuwaderno	kwadɛrnʊ
kuwago	kwago
kuwarenta	kwaɾẽnt̪a
kuwaresma	koresma
kuwarta	tʃampion
kuwarto	kwaɾto
kuwartong tulugan	kwaɾtʊ ũŋ pˌulˌugˈɐ̃nˈ
kuweba	kweba
kuwelyo	kwˈeʎio
kuwenta	kwɛnta
kuwento	kwˈɛnto
kuwentong	kwɛnton
kuwerdas	kordas
kuwero	kwero
kuwintas	kwintas
kuya	kujˈa
kuyakoy	iakue
kwaliti	kwaːnipi
kwarto	kuaɾtɔ
kúha	kˈuhˈɑ
kúru-kuró	qurqolo
la carlota	la kaɾlota
la paz	la paˈs
la union	la õn˧ɢɑn
labahan	laːbaːhɐn
labahita	labaħiːta
laban	laːbal
labanan	labanan
labanos	labˈanˈosˈ
labas	labas
labas tayo	la basta jo
labasan	ðəbˈɑːsən
labhan	n˩˩˦ap̚˨˩an˧
labi	labi
labing anim	na bʲin ɑnɪm
labing apat	lɛbɪŋ ʔapad
labing dalawa	la biŋdɛ lɔeɾ
labing isa	la biŋ ɪsˈaː
labing lima	la β̞jnɣ̞ lima
labing pito	la bĩŋ pit̪o
labing siyam	la biŋsam
labing tatlo	la biŋt̪ ã t̪e
labing walo	la bĩŋgua lõ
labing-isa	labiŋɪsah
labingsiyam	lað̞ĩŋʃem
labingwalo	tɑβinɣwaˈlo
labinlima	labiːnlimaː
labintatló	labintat̪lo
labis	labis
laboratoryo	laboratorio
labuyo	labwio
labíng-isá	labiŋisa
lacub	lakub
laga	lˈagɑ
lagablab	lagˈabˈlˈˈ
laganap	lagaːnap
lagangilang	ogunilaŋ
lagaslas	lagaslas
lagay	ləgij
lagayan	laːgaːjˈæn
lagda	laka
lagi	laɣ̞ue
lagkit	nʝg˦˥kjt˥
laglag	laglag
laglag bala	la glɑːkbaːla
lagnat	lɛgnat
lagnatin	laɣnatiːn
lagok	lagˈo
lagot	lˈagːos
lagot ka!	lˈʁˈt ka
lagpak	lɑgpˈak
laguna	naβ̞una
lagusan	laglʊsane
lahat	laħad
lahatan	la˦˥ha˥˥tan˧˧
lahi	laːħiː
lakad	laqad
lakandula	laːħandalːla
lakas	laqas
lakatan	lakat̪ant̪
lakbay	laqibaj
lakbay-aral	laqajʔaːral
lakbayin	laqbaiːn
laksâ	laːk˧saː
laktawan	lakaːtoawːn
lakí	laqiː
lalagyan	kamparolegjen
lalaki	laqi
lalambingin kita	la lambeŋiːn kitai
lalamunan	lalamonaːn
lalawigan	laluigan
lalawigan ng cebu	la lauɪɣalalawigan na sɛ buo
lalim	lalim
lalo	naɫo
laman	laman
lamang	laman
lamangan	laˈman
lambak	lamˈbaː
lambanog	lmbanog
lambat	lãmbat
lamberto v. avellana	lˈɛnˈβeɾtˈo dˈi aðəʝˈa
lambing	lɑmbiŋ
lambitin	lambitin
lamesa	lameθa
lamig	lamɛʒ
lamlam	lamlam
lamok	lamˈok
lamon	namun
lampara	lampara
lamparaá	laãmbpara
lampas	nˈəmpə
lampasan	nɑmpasan
lamán	lamˈan
lanao del norte	la naˈo del nˈɔrde
lanao del sur	la nao del suɾ
landas	lndas
landi	nəɳdi
lang	ljˈɑm
langaw	laŋɑu
langgam	ləŋgaːm
langiden	laŋ˨˩i˥˩den˨˩
langis	lamnˈis
langit	laŋit
langka	lŋka
lansangan	n˧saːŋan
lanta	lanta˧
lantaga	lantaga
lantsa	nantʃa
lanzones	landzonis
laoag	loːtˈvɑːr
laot	flaːt
lapad	lapa˥n˥
lapag	lapag
lapi	dʒapj
lapis	prapis
lapu-lapu	lɑpːuːlɑːpːu
lapya	ˈaɪ
larangan	laraːŋan
larawan	ɾaːn
laro	naɾɔ
larong	nˈaɾoːm
laruan	laruan
laruín	laːruːˈin
las nieves	nas ɲɛbɛs
las piñas	les minas
lasa	lasa
lasing	naʃjn
laspag	laspˈag
lasunin	lasuʊdʒi
lata	zata
latak	latˈaːk
latay	laːt̪ai̯
lato	atˈo
laumin	laʔumina
lawa	gɾɑːbɑ
lawak	naːwˈak
laway	daːwˈːe
lawin	naue
lawiswis	ləʊisˈwɪs
laya	laja
layag	lajˈag
layagan	laiagon
