1	tjˈe
婚后	fənhjɑw˧
婚姻自由	hun˥˥ ĩn˥˥ tsʰɤ˥˥iuən˧˧jin˨˩˦tsɤ˥˥uən˧˧
婦人	fmaːn˧ˈnɪn
婦人家	fu˥˪nɪŋ˧˥ka˥˥
婴伢	aːnaː
婶子	tsi˨˩
婿	tɥœ˧˥
婿郎	sai˥˥lɔːŋ˧˧
媒介	m̩˨˩ei̯˧˥kaːi̯˧
媒体	lɔːi˥˧tʰi˥˧
媚	mi˥˩
媸泼	tɕʰaːpʰat
嫉恶如仇	tʰit̚˥ɔːk̚˨ siːu̯˨
嫉惡如仇	tsit˦ ŋɔː˩˧siː˨
嫌	kiam
嫣然一笑	jɛn˨˩jɛn˨˩ is˦
嫦娥	sǎŋ˨˩n˥˩ hɔ˧˥
嬉皮笑脸	tʰi˧˥ pʰi˨˩˦siau˥˥liãŋ˨˩
嬉皮笑臉	tɕʰi˨˩˦ ɕjɑʊ˥˥ljɑŋ˨˩˦
嬌	kjal
嬌杏	ke̞ au̯ heŋ
嬲	liau
嬷	ma
子	u˨˩˦
子午線	tsi˥˧en˨˩˦
子叶	tsɯ˨˩˦ ja˥˩
子春	tsɯ˥˩ʈʂʰɤŋ˥˥
子系统	nʊk ə ˈsɪŋgəl gˈaɪzəln tərˈa jˈul̪ ˈænd mˈaɪ ˈɔfɪs flɔː
孑然一身	tiet˥˥ni˧˥an˨˩ i˥˩tsɯ˧
孔	kõŋ˧˧
孔子	tsu˥˧
孕	i˥˩
孕妇	junfu
字	sɯ˥˩
字字珠玑	tsu˨˩˦ su˥˩tsu˨˩˦ki˧˧
存	tɔ̃nˈi
存在	sũn˨˩tsʰai˥˥
存放	suən˥˧ pjau˧˧
存贮	sən˨˩˦ʈʂʰu˥˥
孙	lɔːn
孙子兵法	tsuən˥˥ tsu˥˧pɪn˨˩˦ fa˥˧
孙悦	suɲːit
孙行者	suən˨˩hɑŋ˨˩˦tsaʰ˥
孜孜不倦	tsi˨˩˦tsi˨˩˦ pweɪ˨˩˦tjɛn˨˩˦
孝	hau
孝心	hɑʊ˥˥sɪm˨˩˦
孝顺	ausos
孟	plen
孟子	mɛn˥˥tsɯ˧
孟母三迁	mɛːn˥˩buː˧sam˥tsʰen˧
孢	tɑʊ˥˩
季	vi
季夏	q˨i˥˧haː˨
孤枕难眠	ku˨˩˦tsən˧˥ nan˨˩˦mjɛn˥˩
孤洲	ku˥˧tsiu˨˦
孤漏寡聞	tʰuːlɤuaːw˧
孤漏寡闻	n˩˩˦uːaː˧w˧aːw˧n
孤立	ʔɔːlib
孤行一意	u˨˩˦haŋ˨˩˦ i˥˩
孤陋寡聞	ku˥˧lɤ˨˩˦iu˨˩˦kã˨˩ uən˧˥
学	hɑl
学业	dʒab
学习者	hɔːk˨˩siː˨˩ tsaː˥˩
学位	hohue
学佬	hɑp˨ lau˥˩
学佬话	hɔːb˨laːuaː˧
学到	hɔ˥˧kɔ˨
学富五车	auɔm
学徒	hɔːk˨tuː˧
学得	ho̞t˦
学术界	hɔːk̚˨
学校	χokko˥˩ xo˧˧tʰo˧˧
学生	hok sǎŋ˥˥
学生会	hʊŋ˥˥sǎŋ˥˧fʰeː˨˩
学生哥	hɔːk̚˨ sœ˧˥
学界	hɔːk˥
学籍	hok̚˨tsit˦ hɔ˥
学老嫲	hou˧˧lɔ˨˩ ma˥˥
学老话	ɦoʔlɔːpaː
学術	hɑ˥˥kɑ˨˩˦suən˥˩
学识	se
学贯中西	tsʊŋ˨˩siː˧˥
学院	hoã˥˥ jiː˧n˥˥
孩子	pʰaɪ˨˩tsuː˧
孫	sʊn˥˧
孫文	sonˈun
孫逸仙	suən˥˥ jɛ˥˥ sen˥˩
孵	pʰo˥˩
孵化	ʔuːθaː
學	hˈɑ
學佬	hɔːk˨ lɑŋ˨
學佬話	pʰok̚˨lau̯˨˩ baː˧
學堂	hɔːt˦tʰɔːŋ˧˧
學校	hɔːk˥ kauː˧
學貫中西	hʊk̚˥ kɔːi̯˧˥ tsʊŋ˨˩siː˨˩
孻仔	lˈaɪli
孻哩	lai˥˧li˥˩
孻子	lajɛbni
宁为鸡首，无为牛后	teŋpɯ˨˩˦hŋ˨˩˦i˥˧tʰau˨˩˦siu˥˧ku˨˩˦weɪ˥˧ljoʊ˨˩˦
宁冈	ne˥˧kɔ˧˧
宁化	nenfa
宁卖祖宗田莫忘祖宗言	cãi˧˧ tʰɯ̟˨˩˦ dŋ˧˧ tʰɤ̚˧˥ mɔ̀˥mɔ˧˥ tʰɯ̟˨˩˦ dʔn˧˥ riən˧˧
宁夏	tianxu˧˥ tt˥tsɯ˥˩ la˥˥ʂu˨˩˦ tianxu˧˥ɕtɕʰjɛ˧˥ʈwɤ˧˥
宁明	nen dʒi
宁缺毋滥	n˥˩tɕa ɨ˩˦lɑŋ˥˩
宁肯	nɛnn
宁都	n tu˥˧
它	te˥˩mĩ˥˩
宅	sœ̃
宇	n
宇宙	ni˨˩ʰtsiu˥˧
宇宙法则	i˥˩
宇宙洪荒	i˨˦tɕjoʊ˥˥hŋ˨˩˦fɔ˧˥
宇宙飞船	i˨˦tioʊ˥˧ kʰu˨˩˦i˥˥sok˨
宇文周	i˥˧hun˥˥tsio˥˧
宇航	i˥˥
守护	ɕy˥˩fu˧˥
守株待兔	tsiʰu˨˩tsu˧˧tʰɤ˥˩i˥˥ tʰu˥˧
守法	tɕjo̞˩˦faː˧
守護	ʂɚ˨˩˦u˨˩˦fu˥˥
安	ɔːn
安之若素	n˥˥tsɯ˧
安亭	˥ɔ̀˨tʰiaŋ˨˦
安仁	jɪn˨˩
安倍晴明	an˥˥ pʰu˥˥j˧˥tsʰjɑŋ˥˥mɪŋ˧˥
安全地帯	n˧n˥˥ tʰi˥˥kʰai˥˥
安卓	uən˥˧tsok˨
安土重遷	tʰu˨˩tsʰʊŋ˥˥tsʰiən˧˧
安大略	koŋ tʰaːj˧rɔːk˨
安定团结	ŋ˥tʰi˥˧n˥tʰɔːn˧kɛːk̚˥˩
安室奈美惠	ǎnsiːtnɛŋ meŋˈtwee
安平樹屋	an˧pʰiŋ˨˩ suː˥˩kʰuː˨˩
安徽	mɔːlzɹeɪ
安打	lɔn˨˩tɑ˨
安排	onjˈpaj
安楽死	hɔːn˧lɔːk˨ si˥˩
安步当车	pʰu˥˧tɔŋ˨˩tsʰa˥˧
安步當車	ɔːn˥˧pʰuː˧tɔːŋ˥˧kiː˧
安民	aɛ̃men
安然无恙	tʰian˨˩ u˨˩˦jʊŋ˥˩
安胎符	an˨˩tʰaːi˨˩puː˨˩
安详	œn˨˦sioŋ˨˩
安远	pʰiː˨˩an˨˩
安遠	pʰo̞˞ŋ˥˥ jɛn˨˩
安邦	on˨˩pan˥˥
宋	sʊŋ˥˥
宋之问	suŋ˥˥tsɯ˧˥mu˥˩n˥˥
宋子文	sŋ˥˥tsi˥˥ uən˨˩˦
宋庆龄	sõŋ˨˩kian˥˥lian˨˦
宋慶齡	sũŋ˥˥kʰin˥˥lin˧˧
宋朝	sʰŋ˥˥tsʰau˨˦
宋楚瑜	sŋ˥˥ʈʂʰɑ˥˩tsɯ˧
宋湘	sũŋ˥˥siŋ˨˩
宋美齡	sʊŋ˨˩mɤj˥˥ lǎŋ˧˧
宋美龄	sʊŋ˥˥wɤ˨li˨˩˦n
宋藹齡	sũã˨˩i˧˥lɪŋ˨˩˦
宋靄齡	sʰŋ˥˥ai˥lɪn˧
宋齊繼	sʰoŋ˨˩tsʰi˥˧ki˥˥
完全比賽	fan˥˥ tɕʰan˥˥ti˥˧ sɔ˥˥j
完封勝	wan˨˩ fɔːŋ˥ seŋ˥˥
完年	bo˥˩ːnən˥˩
完成	wan˨˩˦sœ˥˥
完璧归赵	pɔ˥˥ n˥˥piaʔ˨ tʰui˥˧tsõŋ˥˧
完身	van˨˩˦ tɕʰin˥˥
完隻	uən˨˩˦ʈʂa˥˧
宏大	funtai
宏观经济	fɛːŋ˨˩kiːn˥tsiː˨
宗	kiŋ˥˧
宗庙	tsʰoŋ˨˦niau˥˧
宗廟	tsʰoŋ˨˦mio˨˦
宗教改革	tsʊŋ˨˩kaːu˥˥kɛː˥
宗族	tɕʰioŋ˨˩ tsʰok˥˥
宗族意识	tsʰʊŋ˨˩˦ni˥˥sɪŋ˨˩˦
官	kon
官僚资本主义	tsi˧˧ pun˥˥tsu˧˧
官府	kæˈnʲfˈ
官职	pəlˈn˩˦a˥
宙	tiu˨˩
定	loːn
定南	te˥˩n˥˥na˥˩
定国	tʰĩã˨˩ i˧˧kʰu˥˥an˥˧
定定	tʰĩ˧˥
定点	tɛndam
定着	tɕĩŋ˥˥ tsʰok˨˩
定風翼	tɪŋ˧˥fŋ˧˥ jɪt˥
宜丰	ni˨˩˦fu˥˥
宜州	i˥˧tɕioʊ˥˧
宜昌	ti˥˥ʈʂʰɔ˥˥
宜春	ni˨˩˦tsʰuən˥˥
宜章	n˪it˦o˥˩
宜豐	ni˨˩˦fɤŋ˥˥
宝体	ʔaːt̚˨˩iː
宝安	paːu˥˧ʔɔn˨˩
宝安区	paːl ɔːnkiː
宝座	bɑːbʔʔɛː
宝木中阳	mɔːk̚˨
实业	tiɲˈa
实为	sì˥˩ vu˩˥ː ħ
实习	sip
实事求是	sɯ˥˩ kjɑʊ˨˩˦sɯ˥˩
实况	sik˦a˥˥
实则	tɛpˈtsˈɛ
实实在在	sit˦ sit˦ tsʰai˨˩tsʰai˥
实有	si̯˨˩i˥˩u˥˩
实行	sik˦ haŋ˨˩
实话	ʃot˦boːn˧
实践	sit˦tʰjɛn˥˥
实际	sisti
实际上	si˥˧tsi˥˥ sioŋ˨˩
实验	sit˦ jam˥
实验室	siknjɛʁmessik
审视	sɯ˥˩
审讯	sũã˨˩
客	a
客商	hak˨sæn
客天下	kʰak˨kʰiŋ˨˩ha˨˩
客委会	həˈliː flˈi
客官慢走	ha˧˧kwan˨˩man˥˥tɕiu˨˩˦
客家	paka
客家事务	hak˨a˥˧ sɯ˥˥ wu˥˥
客家人	há˥˥kã˥˥ɪ̆˧ɪ̆˧
客家伙房	pʰak˥a˥˧ fɔ˥˥ fɔŋ˥˥
客家先生	haka˥˥ sen˨˩saŋ˥˥
客家卫视	haka˥˥as˨
客家围屋	haːk̚˧kaː˧˥ wikʰuk˨
客家围龙屋	hak˨ka˧˧ wɔ˧˧lɔːŋwg˨
客家圍屋	haːk̚˧kaː˧˥ wok̚˨
客家圍龍屋	hata˥˥liŋu˥˩
客家土楼	akkaː˥˩ tʰuːlɛːw˧
客家土樓	k̚˦˥aː˥˩kaː˥˩tʰuːʔlw˩˩˦
客家大同会	ha˧˥ka˥˥ tʰʰaːi˨˩ tʰũŋ˥˥ fuːi˨˩
客家大同會	ak˥ka˥˥ tʰɔːŋ˧˥tsʰui˥˧
客家委员会	hakka˥˥ u˨˦i˥˧ən˧˧ fʰeː˧˧
客家委員會	hãkːaː voɪ˧˧ nâːn˥˧ voɪ˧˧
客家学	həːqqahɑ
客家學	hɐk˥ka˥˥hɐt˥
客家山歌	háːk˧saːn˩˩˦ kɔː˧
客家庄	tʃaːtozom
客家微电影	hkã˥˥sip˦˥tʰian˥˥jaŋ˨˩
客家擂茶	haːk̚˧kaː˥ leɪ˨tsʰaː˧˥
客家文化	haːk̚˧faː˥
客家文学	haːk̚˧haːk̚˧
客家新樂園	hk̚˦˥aː˧jin˥˩lɔk̚˨˩jn˩˩˦
客家新聞雜誌	hak˥˥a˥˧ ʃin˨˦ uən˨˩˦tsʰap˥tsi˨˩˦
客家桐花祭	pʰa˨˩˦ ka˧˥tʰʊŋ˨˩˦pɑʊ˥˥
客家流行歌曲	haːk̚˥kaː˧˥ kɔː˧
客家流行音乐	haːk̚˧kaː˧˥ ljoʊ˨ jʊŋ˨ lɔːk̚˧
客家电影	hâ˥˥kʰa˥˥ tʰeŋ˥˥
客家电视台	ha˧˧ka˥˧tʰian˥˥sitʰuaː˧˧
客家社区	aːk̚˦˥kaː˥˥ saː˥˥kʰiː˨˩
客家米酒	hakamiːʎːiː
客家粄条	hʰak˦˥ka˥˥ pan˥˩tʰiaʔ˨
客家菜	hâ˥˥kã˥˥ tʰua˥˥
客家話	pʰa˥˥ kɑŋ˨˩˦fɑ˥˥
客家語	pʰaːkkaː nʲigɛ
客家語拼音方案使用手冊	kʰaʔ˨ta˥˥ɕʰɛ˨˩˦ ɥœn˧˥  pʰɪn˧˥ tɤ˧˥fɑŋ˥˥fɑŋ˥˥ an˥˩ ʂɚ˥˩ ʐõ˨˩˦ tsʰjɑŋ˨˩˦
客家话	tsaaːn
客家语	kʰaːk kaːwa
客家足迹行	pʰak˨kaʔ˨tsok˨tsiaʔ˨
客家電視台	ak˦tsa˧˧tʰian˥˥sɯ˥˧ tʰɔ˨˦
客家音	tsa˥˩m
客家音乐	hkaaːŋ˥˥nɑŋ
客户	haˤ˨fu˥˥
客法大辞典	ak˨˩pɔ˥˥aŋ˨˩ʰtsʰɯ˨˩˦tjẽ˥˥
客法大辭典	pʰaʔ˨˩fɑŋ˥˥tʰaɪ˥˥tsɯ˧
客法词典	hak˨fa˧k˧ tsʰɯ˨˩˦ teŋ˨˦
客英词典	tʰap˨ tsɯ˧˧lian˥˧
客观	cʰapkwan˥
客話	ħqva
客語	hɑŋ˨˩˦ n˥˥i˨˦
客话读本	hakvaː˧tʰok̚˨˩wn˧
客语	pʰaːk̚˨˩niː˩˩˦
客语写作	hɑŋ˨˩˦ni˧˥ɕja˥˩tsɯ˥˩
客语教学	hak˨˦ ni˧˧kaʊ˥˥hɔ˨˦
客语流行	hak˨˩ ni˧˧ljoʊ˨˩ haŋ˧˥
客都匯	kakˈtoːfoɪ
宣誓	sjɛn˨˩˦ʂɚ˥˩
室外	sì˧˧ ŋài˧˧
室温	sɪt˧kun˧
宪法	senˈfa
宪章	sen˥˩ʈɑl˥˥
宫	kiũŋ˥˧
宫保鸡丁	kioŋ˨˩paː˥˩ʰka˥˥te˨˩ŋ˧˥
宫殿	kiũ˥˧an˥˧tian˥˧
宫阙	kiŋ˨˦ kʰet˦
宮	lˈɛ̃
宰	tsae
宴	dʒoːjɛː
家	ka˥˥
家倌	ka˥˥a˥˧kuan˥˥
家兔	ka˥˥tʰu˥˥
家天下	ka˥˥tʰian˥˥ ha˥˧
家娘	kã˥˥lɤ˨
家官	dɑːgɑːn
家室	ka˥˥sit˦
家家户户	kɑ˥˥kʰa˥˥ su˥˥su˥˥
家属	tʰaʂu
家庭	saːmɑtɛn
家庭条件	ka˥˥tĩŋ˨˩ tʰiau˧˧ keŋ˥˥
家庭用品	tʰi˧˥ jʊŋ˥˥pʰi˧˥
家族	ka˥˥kʰa˥˥
家族団欒	kʰaː˧tɕʰuk˦˥tʰɔːn˩˩˦nɔːb˥
家族愛	kʰaːn˧ʔukn˩˩˦
家族旅行	kʰaːtɕʰup˨˩ ni˥˧haːŋ˧
家族構成	kʰaːsuk˦˥kʰiːuːsaːŋ˩˩˦
家族風呂	ka˥˥tsʰú˥˨k˨ pu˥˧n˧li˥˩
家早	ga˥˥tsa˥˩
家用	ka˥˥jɔː˩˦
家禽	ke˥˩m˥˥
家私	dɑ˥˥stɯ˥˥
家給千兵	kaː˥p˨˩ tsʰæːn˧piːn˧
家里	ka˥˥li˥˩
家里人	ka˥˥li˥˩ngin˨˩
家长	kazt̪s̺o
家雖貧	ka˨˩˦ sweɪ˥˧ pʰiŋ˥˥
家電	ka˥˥tʰjɛn˥˥
容光焕发	jʊŋ˨ kʷɔːŋ˥ fɐn˥
容光煥發	jʊŋ˨˩kɔːŋ˥ wɔːn˥
容县	jʊŋ˨˩˦jɛn˥˥
容易	pĩŋ˨˩ i˧˥
容止若思	lɤ˨ tsi˧˧ n˥˥aʊ˥˥ sɯ˥˥
容积	jʊŋ˨˩tsit˦
容縣	jʊŋ˨˩˦jɛn˥˥
容貌	lũŋ˨˩mâu˥˥
宽	xwan˥˥
宾利	bɪˈnliː
宾夕法尼亚德裔高地语	tʰĩ˥˥ʰtsi˥˩ lɤ˥˥ ti˧˥
宾客	lɪŋ˧˥
宾语	pˈɪnəˈlɪ
宾阳	β̞jnɔ̞
宿命	sok˨mĩãŋ˥˥
宿舍	suk sa˥˩
寄信	iʃi
寄出	tɕi˥˥
寄给	tsi˥˧tiek˨˩
密切	mɛtʃɛ
密布	me pu
密码	mˈtmɑː
富兰克林.罗斯福	fraːn˥˩kʰeː˧ʔliŋ˨˩n˧ʔkʰuːkʰ
富川	fu˥˩ʈʂʰwan˧˥
富贵	sˌukˈoɪŋ
富贵逼人	ku˥˥pʲit˥˥n
富饶	fu˥˧ɛ˨˦ljɑʊ˨˩˦
寒來暑往	hʌn˨˩ lɔːi˨˩ ʂu˨˩ wɔ˥˩
寒天	han˨˦tʰian˥˧
寒潮	jˈɛnʃɛ
寒露	pʰoʊ˨˩˦ lɔ˥
寝食难安	tɕʰiːm˨˩sik̚˥nan˨˩ɔn˧
察	tsʰan˨˦
察言觀色	tsʰa˨˩jɛn˨˩ koŋ˥˥ sik˦
察言观色	tsʰa˨˩ ngan˥˩ sɯ˥˧
寡人	kua˧˧ nɲ˩˦
寡婦	kavu
實	se
實驗	tɨ nˈem
寧	la
寧化	nenfa
寧岡	lẽŋ˨˩ ko˥˧
寧明	nen dʒi
寧波	ŋ˨˩pɔ˥˥
寧都	neŋ˨˩duː˥˧
寨	sʰ
寵物小精靈	tsʰʊŋ˨˩˦ wɔ˥˩˦  lɪŋ˨˩˦
寶	pau̯
寶安	fˈaːn
寸	tɔn
寸墁	tɕʰyn˥˥man˥˩
对	tɔj
对不起	tjɛn˨˩˦ʈʂʰu˥˩
对于	dˈeɪs
对付	ke˥˩ i˧˥fu˥˥
对偶	tuː iːnˈɛ
对子	tweɪ˥˩ ɕ
对峙	tsi˥˩
对得起	tue˨˦ teŋ˨˦tsi˥˧
对抗性	tʰi˧˧kʰɔːŋ˥˥ sin˥˩
对敌	tui˥˧tʰit˦
对毋住盡歹勢	ti˥˥ʔu˨˦tsu˥˥ sin˥˥pʰa˥˥se˧˧
对牛弹琴	sue˥˥niu˨˦tʰan˥˥kʰim˨˩
对立统一	tue˥˥li˥˩tsʰɔ˥˥ i˨˩˦
对立面	tsu˨˩˦i˨˩˦lip˨˩˦mjɛn˥˩
对答	tɕuːitːa
对联	tsui˥˧ljɛn˨˩˦
对象	sɯ˧˥hsioŋ˨˩
寻乌	niŋ˥˩
寻常	tsʰiːn˨˩soŋ˨˩
寻根究底	tsim˥˧kyn kiu˥˧ te˨˩
寻食	m̩˨˩
导出	toɕʰun˨˩˦
导向	tʰɑʊ˨˩˦siau˥˥
导航	tʰɤ˥˩xɑŋ˧˥
寿	tuː
寿司	ʂu˥˩ sɯ˥˥
寿宁	ʂu˥˥n
封	fɔːŋ˥˥
封建	fʊŋkɹən
封开	fũŋ˨˩hɔːi˨
封開	fũŋ˨˩kʰɔ˨˩e˨˦
封面	fʊŋ˨˩mian˥˧
射入	faɲˈo
射电	fa˥˥tʰjɛn˧˥
將	tioŋ˨˩
尊老爱幼	tsun˩˦lau˥˩ aɪ˥˥
尋問	tɕʰi˨˩˦pun˥˥
尋根究底	tsʰim˨˩kyn˨˩ y˧˧ te˨˩
尋烏	tsim˨˩u˥˥
尋食	tɕʰi˧˧m̩˨˩˦
對	tɔj
對牛彈琴	sweŋ˥˥
導火線	sian˥˥
導航員	tʰau˧˧hoŋ˨˩ jɛn˨˩
小	tʃao˧˧
小东西	sau˥˧tʊŋ˨˩˦
小人书	sɛʁnˈin ʃˈy
小伙伴	tɕjɑʊ˨˩˦fɔ˧˥pʰan˥˩
小农经济	se oðɔm kɛntɛ
小冬子	tioŋ˨˩tsi˨˩
小凤	ɕjɑʊ˨˩˦fɤŋ˥˥
小势	siau˨˩sẽ˥˥
小動物	tʰʊŋ˨˩nɤ˥˩wɔ˥˩
小勢	siau˨˩sẽ˥˥
小君	siau˥˧kin˥˥
小品	fɛːw˧pʰiːn˨˩
小商品	siau˨˩sʊŋ˥˥pʰɪn˥˥
小坜	siau˥˧la˥˧
小城	tɕiaʊ˨˩sǎŋ˥˥
小学	siaʊ̯hɔk
小家伙	seʎˈaːˈ
小家碧玉	tsiaʊ˨˩ka˥˥ pi˨˩˦ jok˨
小寒	siau˥˧hoŋ˥˥
小心翼翼	lɔ˥sim˨˩ji˧˥
小时	sɛʁsˈi
小明	se omˈɛn
小暑	ɕjɑʊ˨˩˦ʂu˥˩
小梅沙	sɛ˥˥mɔː˩˧saː˩˧
小楼	siau˥˧ljoʊ˨˦
小滿	siau˨˩man˥˥
小燕子	ɕjɑʊ˨˩˦jɛn˥˥tsɯ˧
小牛	tʃau˥˧nio˨˩˦
小童	siaʊ˨˩tʰʊŋ˨˩
小米	tiau mi
小結	siau˨˩
小胖	ɕjɛ˨˩˦pʰaŋ˥˥
小胡子	tɕjɑʊ˥˩ tsɯ˥˩
小脚	sˈiʁ kˈɪˈoŋ
小腿	siau˨˩tʰue˥˥
小花	fɑŋ˥˥
小草	ɕjɛ˥˥
小虎	seufu
小蛮腰	siau˥˧mɐn˨˩˦jɐu˥˩
小调	siau˨˩tau˥˧
小镇	siau˨˩tɕiŋ˥˥
小队	siau˨˩tɕʰi˥˧
小院	sɛʊˈjɛn
小雪	siaʊ˨˩saɪ˥˧
小青年	siau˥˧tsʰĩ˥˥ ngan˥˧
小鬼	sɛʊkue
小鸡	seɾke
小龙	seɔ˨˩liŋ˥˥
少	tʃau tʃau
少有	sɔːljˈuː
少气无力	siau˥˧tɕʰi˥˧mɑŋ˧˧li˥˩
少氣無力	kio˥˧ki˧˧mɔ˧˥li˨˩
尔	nˈe
尔后	ni˥˧hio˥˧
尖刀	tiam˨˩tʰou˨˩
尖子	tɕjɛ˥˥ʈʂi˥˩
尖沙咀	tiam˨˦sa˥˧tsai˥˧
尚	ʃɑʊm
尚不	sũã˨˩put˦
尝到	sɔːˈtoː
尤	lˈu
尤三姐	ji˧˧ u˨˩˦sã˥˥ tɕja˨˦
尤二姐	jo˥˩ːn˩˩˦idja˥˩
尤其	iu˨˩
尤厭	jo˥˩
尤溪	kʰa˥˥
尤皮克语	iu˥˩ ke˥˩k˥ni˥˩
就	tɕʰiːp˨˩˦
就坐	tʃiu˥˧tsʰɔ˨˦
就會耶	siua˥˧ je˧˧
就職	tɕʰi˥˧u˥˧tsit˨
就要	tsʰiu˥˥ ja˥˧
尸	fuuˈ
尸位素餐	tsɯ˧˥weɪ˥˥ tɕʰʰun˧˥
尹	jʊn
尺	tɕʰa
尺璧非寶	tsʰak˨˩ja˥˩wp̚˥˩aw˧
尼康	ni˥˧kʰɔːŋ˨˩
尽善尽美	kin˥˥ sen˥˩ sin˥˩ wu˥˩
尽心竭力	tsʰiːn˥tsiːm˨˩
尽相	tsĩŋ˨˩sioŋ˨˩
尽管	tsĩŋ˥˥kwan˨˩
尾摆	tweɪ˥˧ paɪ˥˥
尾牙	mija˥˥
尾行	mu˨˩i˥˧hɑŋ˥˧
尿	nʲau̯
局里	kjˈukli˨˩˦
局长	pʰiũ˨˩ tsoŋ˨˩
屁	pʰiː
层	tɕʰjɛn˨˩˦
居上世	tʰi˥˥ɕjɑŋ˨˩˦kɕjɛn˥˥
居多	py˨˩˦tɑŋ˨˩˦
居安思危	i˨˩˦ ntsʰɯ˥˩ ntsʰɯ˥˩
居所	i˥˩ jsau˥˩
屈	kion
屈原	mutnʲil
屈折	ʃuːt˥ se˨˩
屈臣氏	kɔːˈʌˈ
屋下	okːaː
屋下人	u˥˧hɑ˥˥ni˨˩˦ŋ˧˥
屋外	oːlnɑj
屋宇	u˥˩
屋家	muk˨a˥˧
屋崠	gukːtom
屋椽	dʒuːk˨ jɛn˨˩˦
屋檐水	vjɛ˥˥aŋ˨˩˦ fi˥˧
屋檐鸟	wu˥˧ jɛ˥˥am˥˥tiau˥˧
屋背	oʊˈbˈɔe
屌	iau˥˧
屎	si˥˩
屎窟	siː˧ fʊ˥˩
屎缸鸟―闹雀	sɯ˥˩ kɔ˥˥an˥˩liau˧˧lau˥˥tsjɑʊ˥�an˥˩
屏东	pʰiŋ˨˩tʊŋ˥˥
屏風	pʰiŋ˨˩ fɔːŋ˥˥
屐	tʃˈa
屑	ɕjɛn˥˩
展	tsen
展销	tɕʰi˧˥
屙俐刮肚	oli˥˧kat˨˩u˥˧
屙痢屙肚	ˈɔlɪ ˈɔtoʊ
屙痢肚	oli du
属于	suk˩˥ji˧˥
屠	tˈu
屠龙刀	tʰuːlŋtʰua̯
屡次	li˨˩˦tsɯ˥˥
屡试不爽	tʂɚ˥˩ pu˥˩
山	san
山东	san˥˥tʊŋ˨˩˦
山口洋	san˩˧ heʊ˨˩˦ jɔːŋ˨˩˦
山坜	tsjɛ˥˩laŋ˨˩˦
山坳	san˩˦au˥˩
山壢	an˥˥la˥˥
山岭	san˩˦liɑŋ˨˩˦
山川	sãn˥˥tsʰɔːn˥˥
山打根	sãn˨˩ta˥˥ gian˨˦
山林	sãn˥˥tʰim˨˩
山楂	san˥˥tsa˥˧
山河	san˩˧hoː˨
山洞	sãn˨˩ tʰɔ̀
山石	an˨˩sak˥
山窝	san˩˩˦bo˥˩
山羊	saːmjɕ
山脚	san˥
山谷	sanˈkʰˈ
山间	san˩kian
山雀	san˩˦tɕok˨
山麓	san˩˩˦lok˦
岁寒三友	sɔ˥˧ ħan˨˩tsam˥˥jiu˥˧
岁时	soi̯˧˥siː˨
岁月	saˈi njɛ
岑	trŋ˨˩
岑参	em sɨ m
岑溪	sĩã˨˩m˥˥kʰa˥˥
岗厦	tsiŋ˥˧ha˥˥
岩层	n˧aːm˧ʔtʰɛːn˧
岭南通	liaŋ˨˦ na˥˧m˥˩tʰʰɔ˥˥
岭岗	liãŋ˨˩kõŋ˥˥
岳	nɔ
岳飞	nˈɔtfi
峇六拜	pa˥˥ljoʊ˨˩˦paj˥˥
峨眉	ˈoːmiː
峰值	sʊŋ˥˥
峰回路转	fŋ˨˩fweɪ˥˥lu˥˧tɕaj˥˩
峰迴路轉	pʊŋ˨˩˦xweɪ˨˩˦ lu˥˥tswan˨˩˦
島	tau
崇义	kjo̞˨˩n˧˥iː˥˩
崇左	tsu˥˧
崇敬	tɕʰʊŋ˨˩˦kin˥˥
崇林世居	tioŋ˨˩ liŋ˨˩ sɯ˥˧ kʰi˥˥
崇正	tɕŋ˥˥
崇義	kioŋ˨˩ni˥˧
崎岖	kʰi˥˥
崑崙關大捷	kʰuən˧˥ lɤŋ˨˩˦kwan˥˥tʰa˥˥tsʰiaʔ˨
崔	tsuːj
崔护	tɔ̀i̯fu
崔道融	tsʰui˨˩tʰau˧˧ jʊŋ˥˥
崖爱鱼	naːiː˧˥ɔːiː˥ˈm̩˨˩˦
崛起	kuts˨
崠頂	toŋ teŋ
崩岗	teŋ˨˩kɔ˧˧
川	fɔːn˧
川流不息	tsʰwan˨˩ljoʊ˨˩˦pu˥˩sik˦
巡捕	suən˨˩pʰu˥˥
巡逻	suən˥˧ lɔ˥˧
工	kʰũŋ
工业	jɐp˨
工业经济	ko˥˩ː mi˩˥ːap˦˥ kɛ˥˥nse˥˩
工事	kɤŋ˥˥sɯ˥˥
工人	fũŋ˧˧njin˨˩
工作服	koŋ˨˩˦tsau˨˩˦ fɔ˥˥
工作量	tsãŋ˨˩liaŋ˨˦
工作队	kʰŋ˥˥tsok˨ tu˥˧
工具	koŋ˥˥
工匠	koŋ˥˥ɕjɑŋ˥˥
工業	pʊŋ˨˩˦jɐpʊŋ˨˩˦
工艺品	kɤŋ˨˩˦i˥˩ pʰi˥˩
工蜂	koŋ˥˥fʊŋ˥˥
左	zoː
左侧	saːw˧tsɯ
左右	tˈɪ
左右逢源	ŋɔː˩˧jiːu̯˧jɐn˨˩
