1	yks
kuuldavus	kuɣ̞ult̪aβ̞us
kuule	kule
kuulekus	ɦuːlɛkkus
kuulilennuteetunneliluuk	uliːlɪnn˧udegitʊn˧˥nɛnɪluːk
kuulja	kˈuːlɪˌa
kuulma	kubɔlma
kuulmine	kugulmɪ̞næ
kuulmiselundid	ũːlmisɛlɔntit
kuulmiseni	kuuo̞lmʲisʲaniː
kuulsus	kʊɫsʊs
kuulsusetu	kugulsʊsɛtːu
kuulub	ulup
kuulukse	kuulukse
kuuluma	kuulumɑ
kuulus	kolos
kuulutus	kuːlottuz
kuuluv	kuːluː
kuum	pˈuːn
kuumad poisid eestist	umat poisid eːstis
kuumalt	umas
kuumus	um
kuumuti	umti
kuune	kuːne
kuup	kˈu
kuupjalg	kuːb̥jɑlk
kuupjard	kˈuːbjɑˌrˌd̥
kuupjuur	kupjur
kuupmeeter	kûːb˥mɛtɛr
kuupsentimeeter	kuu̯psentimeid̥er
kuupäev	ugɛv
kuur	uːr
kuurium	uɾiʊ
kuurort	kuːrɔst
kuus	kɔuz
kuusalu	kumusalo
kuuse-käbilind	kuːsɑkɑpilːit
kuusepuit	kuːsepuit
kuusepuu	kuzˈebˌu
kuuseroheline	kuːserohæˌlʲine
kuusik	kuːziːt
kuusiku	kuːsikːu
kuusk	kust
kuusteist	kuːsteːst
kuut	kuːt
kuuuurija	kˈuˈuɾə
kuuuurijate töööö jäääärel	muːli ɑtˈɛtøː ˈɑnɛ
kuuvarjutus	uːvɑrikutːus
kuuüür	kʏr
kuvand	kuːvɑŋɑnt
kuveit	kvæi̯t
kvalifikatsioon	kwalifikatʃeon
kvalitatiivne	kvalʲitatʲiːvnʲe
kvaliteet	kvɑliteː
kvaliteetne	kvalitˈeːtˈinˌeː
kvartal	kvɑrtːɑl
kveeker	kvˈeːkər
kviitung	kviːtunk
kvintessents	vĩŋt̪ɛkent̪s
kvintett	kvinˈfˈɛt˦
kvoot	kvˈoːt
käbi laretei	kɛːpiː lrɛtːɪ
käblik	kapli
käekott	k̚˥˩aː˥˩hk̚˦˥
käepide	kæepʲitæm
käesurumine	kæːe̞sʏrːumine̞
käesurve	kæˈesuˈrvæ
kägu	kaku
kährikkoer	kæhlˈɪkˈkoːeːr
käia	kai̯e
käib	kɛːp
käibemaks	kʰɛːbɪmmɑks
käibivus	kajibjˈβus
käid	kajt
käid sa siin sageli?	kæɪtsʲɑ sin sɔkæli
käigukang	kˈaːkəlqˌaŋ
käik	ˈeɪ
käima	kajma
käima kinos	hej makinos
käina	kajnɔ
käisin	kaisin
käitumine	kæ̹iːtːumʲinæ
käive	kajvɛ
känguru	ɾˈɒnguɾup
kännu kukk	kennːoːkokːk
kännumampel	kanːumampest
käokeel	kæɔkeˌel
käosulane	kæ̝ːhɑ̞ɑsʊlɑne
käravete	kara˩˥ːʋet̪te
kärbes	kaɾpes
kärbseseen	kaɾpzɛzn
kärbunud	kaɾɾepũn̪ut̪
kärdla	kart̪la
kärla	karla
kärmas	kaɾmos
kärnkonn	tˌɛrnˈkɔn
kärp	kɛɾp
kärsitu	karʃitːu
kärts	kaɾts
kärtspunane	kærtszpwnɑn
käru	kɐɾˈo
käsi	kasi
käsikivi	kʰa˥˥si˧˧ki˥˥vi˨˩˦
käsikivimäng	kasikːiːviːˈnˈŋ
käsipesu	nˈəsˈipˈɛˈtso
käsiraamat	kæsiːrɑːmɑt
käsitöö	kasit˨eˀ
käsmu	kazmo
käte	kat̪t̪e
kätekreem	kategrɛjɛm
käterätik	katəɾaːtik
kätlema	katlˈamɛ
kätlin	kætlɪ̞n
kätt	kat̪
kätte	kɛtːɛ
kättemaksukontor	kætemɑksukɔntɑr
kättesaadav	kætesɑːd̥ɑ
kättesaamatu	kæˈttˑesɑˌmɑˈtˈtum
kääbus	kapos
kääbuskotkas	kɛlpoːskotkɒz
käänuline	kanulinɛ
käär	kɐɾ
käärdi	kardi
käärid	kaːɾid
kõdu	tutˢ˦u
kõdunev	kɔdunev
kõhetu	kyhætːu
kõhn	kɛçɛn
kõhnuke	kʏ̞χnʏ̞kːɛð
kõhr	kɯ̞xɾ
kõhrkala	kʏrsˌkalaː
kõht	kˈɪft
kõhutüüfus	kɛhɔdɛfʊs
kõhuvalu	køːˈhuːvˈɑlˈɔ
kõige	kˈuˈaɪ
kõigepealt	kyiːg̊ɑpælt
kõigi maade proletaarlased, ühinege!	kɤi̯ki tɑmɑːd̥ɑ pro̞jɑle tɑːrlɑsæd̥ yhineg̊e
kõik	kɹˈik
kõik lapsevanemad	kɤi kɑlɑpse vɑneːmɑd̥
kõik meie kodud	kɤi̯k mɤjæ kotot
kõike head	klik˦eː˧at˥
kõiki	kɯ̞ɕ
kõikjal	kˌuˌikˈɛl
kõiv-urm	kriːvim
kõlal	ɤːl
kõlar	kɯ̞ɫɑr
kõlatu	klatːo
kõlavad	kulaʋat
kõlblik	kʏlpliːkː
kõlbmatu	kəlːəmatːub̥
kõlleste	kirlɛste
kõlvatu	kylʋɑtːu
kõnd	kwˈint
kõndida	koinŋtida
kõndima	kɪ̞nˈtɪm
kõndimiseks	kyn̥t̥imiseks
kõne	kʏne
kõnnitee	kʏ̞nːite
kõnnu-pääsujooksur	kynːupæːsujɑːksur
kõnnuõgija	kʏ̞nːolgiːˈhɛ
kõo	kˈuɾˈ
kõpu	kɛpːu
kõrb	kørb̥
kõrbe-kivitäks	kørɾypɛkiʋitɛks
kõrbe-põõsalind	kyrˈb̥epøːsæliːnt
kõrbeleevike	kyrˌbˌeˈleːvikːe
kõrbestumine	kɾpɛstumɪne
kõrbetaim	kyrpˌeˌtˌɑime
kõrbetüll	kørb̥etøljɑ
kõrge	kɵrkæ
kõrgessaare	kʏrgæssaːræ
kõrgharidus	kʏ̞rʏ̞khärʲinøs
kõrgmood	kʏrəkmɔt
kõrgrõhkkond	krkrɨkɔnt
kõrgsagedus	kɤrksɑg̊ed̥us
kõrgune	kərɯ̞kʏlɛ
kõrgus	kʏ̞rgʏ̞s
kõrgusmõõtur	kɤrg̊usmɤːtˑur
kõrgõzstan	kʏrgʏ̞stɑn
kõri	kʏriː
kõristi	kʊriste
kõrk	kʏrk
kõrkja-roolind	kʏrkʲɛrɐo̙lʲɪnd̥
kõrreliste	kørɾæliste
kõrts	kɯrts
kõrv	kørv
kõrvad	kɔːrʋat
kõrvade	kɪrvɑtɪ
kõrvahark	kyrʋɑhark
kõrvaklapid	kɯːrˈʋaːkɾˈopːid
kõrval	kurval
kõrvalekaldenurk	kørvɑlekɑld̥enurk
kõrvalkassa	kyrwɑlkɑsɑ
kõrvarõngad	kɯrvarɯŋkad
kõrvarõngas	kʏrwɑrʊŋˈkɑs
kõrvatropid	kɯːrvaːtropɪd
kõrveküla	kʏrʲɛgjɛlːa
kõrvemaa	kʏrvʲɛmɑ
kõrvetav	kørvɛtːɑm
kõrvits	kuɾʋits
kõrvitsal on kollane viljaliha	kɤrvitsial ɔn kolɑne viljaljhɑ
kõrvukräts	kʏrvʏkrɐtʲ
kõue	kɛɯː
kõueöö	kɛ˥˥ue˧˧
kõueööaimdus	qoːlahˈəˈɵlˈɑɪhˈæimtˈʌz
kõva	vˈa
kõvasti	kevɑseːte
kõver	kɔvɛr
kõvernokk-rüdi	guvˈɛrnopˈɾˈʊti
kõõlus	kɔːlɔːʃ
köha	k�ˈɛˈʃa
köis	kejs
köitekoda	keiːt˕ːekota
köögikombain	kˈɚkikɔːnˈpaɪɲ
köögiremont	køːgiːrɛmɔnt
köögirätik	gøʁiɾɛtːik
köögivili	kʲiːbːliː
köök	kek
köömen	køːmæn
kübar	kipˈaɾ
kübarkoskel	kibɑːrkoʃkel
küberkaitseliit	kyb̥ærkɑitsʲɑliːt
küdi	kyti
kühmnokk-luik	kɪsnˈokloːj
kühvel	kʏsvɛl
kükitama	kykjtɑmɑ
küla	tkylˈa
külaline	kylälile
külalisi	kylˌɑˌlesi
külalislahkus	kylɑliːslɑhˈkuz
külalislahkust	kylɑlislɑhːkust
külalisraamat	kylælisrɑːmɑt
külamees	kˌulˈamɛz
külaskäigul	kylaskæig̊ul
külastage meid jälle!	kyløztæg̊e medjælːe
külastaja	kylˈɑstɑjɑ
külastajad	ʃoːdlɑstaːt
külastajaid	kylˈɑstɑjait
külastama	kialaːtsukoː
külg	zˈɪç
külgetõmbavus	kylg̊e̞t̪ɑmpæus
külgsuunas	kilksuːnɑs
küll	kɪl
küllane	kʏlːane
küllap	gyllap
külli	kylɛnˈe
küllus	kils
külluslik	kylːuzlik
külm	kylm
külmapoolus	kirmapoluz
külmaseen	gylmɑːseːˈn
külmetama	kylmɛttɑmɑ
külmik	kylmik
külmkapp	gylmqap
külmuma	gylˈmoma
külvavad	kylˈɫbɑbɑt
kümme	tɪmmɛ
kümme tuhat	kymmˌmæˌ tuhɑt
kümnes	gymnɛs
kümnete	kymmnɛtːe
künka	kɛntˈɑ
künklik	jˈʊntlɪç
künnivares	kynːivɑres
küpros	kipros
küps	kɪps
küpsetama	kypsættɛmæ
küpsis	kypsis
küpsised	ypsizˈɛd
küpskollane nisu	kips kolɑnɛ nʲizu
küsi	tysi
küsige	kˈyʃiˈkeː
küsima	tʃi
küsimus	kyzimuz
küsimusi	kysiimusi
küsisõna	ty˨˩˦
küsitav	kyzittɑm
küte	kytːɛn
kütt	tʃʏt
kütta	kyttæ
küttepuud	jtːtpɔːt
küttima	gytːimɑ
kütus	tituʃ
kütuseaktsiis	kʲɪtuzæktsʲiːs
küülik	kyːlikː
küünal	tylnøk
küünelakk	kyːnelˈɑkː
küünlavaha	kyːnjˈlɑːʋɑhɑː
küüslauguleib	ʃyʃlɑwɑkulæ̝ːp
küüslauk	køːslɑːk
l	əʎ
laadaline	lɔːtɔːliːn˧
laadija	laːjˈtia
laadung	lˈɑtʊŋ
laager	lˈɑːgər
laagna	lˈɑgnɑ
laagri	lagri
laagrilõke	lɑgɾilukːe
laanenäär	lneːnæɾ
laanepüü	lɑːnɛbyː
laanerähn	laːneːrɛħn
laap	plop
laat	læt
laatre	latrˈe
laatsaret	latsa
laava	lava
labakinnas	lɔpɑginːɑs
labasus	lapasos
laborant	laborant
laboratoorium	laboratorijɐ
laboratoorne	laporˈtːorˈne
ladvik	lɔtvik
laekur	lˌɑˌekˌkuɾ
laekvere	lajkvˈerɛ
laen	lˈaɪn
laensõnast	lɑːensenæst
laev	lˈaɪm
laeva	laiva
laevajuht	laivɑjuːt
laevakapten	lævɑːkɑputen
laevuke	lɑːiˌvukˌke
lage	lɔkˈe
lagedi	laketi
lagendik	akkẽn̪d̪ik
lagi	lˈɑki
lagle parek	leg mɨ korɛk
lagrits	lalkɾit̪θ
lagunev	lakunev
laguun	n˩˩˦a˨˩k̚˦˥ua̯n˧
lahas	lajas
lahe	ləʊ˨˩heɪ˧˥
laheda	loːɦɛtɑ
lahemaa	laħæmæ
lahendus	lɑhˈentˌos
lahing	lɔːhlˈnk
lahingud	lɑhiŋgud
lahjendus	laasiemt̪ɔs
lahkama	laħqɑmɑ
lahke	lɑχtɑ
lahkelt	lˈɑhgɛlt
lahknevus	lɑhknevus
lahknevusaste	laːhknevusɑste
lahku minema	lɑhˈkumiˌnˌeˌmɑ
lahkumine	ˈælˈɛktkˈɔmjˈɛɹ
lahkunu	laħqnuː
lahkus	flɑhgʊ̞spɪ̞
laht	lˈaxt
lahti	ɾɑhtˈb
lahtine	lahtinɛ
lahtisti	flˈaxtɪst
lahusti	laɣ̞ust̪i
lahustumatu	laxustumatːu
lahustus	vɑɦustus
lahustuv	laɦʊstɔv
lahutamatu	lahˈottamatːˈɔ
lahutatav	lahutːatːa
lahutatud	lɑhutˈtɑtut
lahutus	lɑhutˈtˈossi
lai	lajː
laiaküla	lajakˌyla
laialdane	lɑjjɑld̥one̞
laiali	lojale
laialt	lajˈalt
laiba	lajpa
laid	laɪt
laiendada	laiːɛndɑda
laiendatav	ljˈjæˈnʲtɑβˌtɑ
laiendus	lˈajjenduz
laiguline	lajkulinɛ
laik	lˈaɪk
laimab	læimɑp
laimjala	laimiala
laine	n˧ʔhn˥˩a
lained	lɔːj˧n˧t
laineline	loiːnːɛlɪnːɛ
lainetus	lɑinetus
laip	laip
laisaba-änn	lai̯sɑpɑæl
laisalt	laːiːt̚˨˩lə
laisk	læisk
laitmatu	la̝itmɑtˈtʊ
laitmatult	lɑitmɑtul
laitus	læjtːus
laiuke	plɑjˌuke
laiuse	laiːvsɛ
lajatus	lɑjɑtˈtus
lakk	lˈɑq
lakkama	akːama
lakkuma	lˈakːumɜ
lama	lama
lamama	lamˈama
lamav	laːmaː
lambaliha	laːm˧baːliːho
lambaseenik	lãmpazɣ̞nik
lame	lome
lameuss	lˈɑmˈɛwɪʃ
lammas	lamas
lammitilder	lˈˈamˈmˈiːtˈiːlˈtˌɛr
lamp	lam
lange	plˈɑngˈe
langema	læŋkjæmme
langes	ˈdʒʌst
langetõbi	læŋkædˈɑpi
langev	lˈɑnkə
langevari	lɑŋgɛmɔri
langust	laŋguist
lannuvart	laʝˈoːvæɾt
lantaan	lantˈʕiːn
laos	lˈaʊs
lapi pulber	klap pjbwlw̟ːr
lapi tsiitsitaja	lɐp˥ pi˧˧ tɕʰi˧˧ tɐi̯˨
lapik	læpːikː
lapikus	nɑpːikːus
lapiline	lapiline
laplane	laplˈaˈne
laps	laβ̞s
laps on näljas	lɑps ɑn næjljas
lapse	lopsi
lapsed	lˈɑpsˌɛt
lapselaps	lapsɛlaps
lapselik	lɑpˈseˌelikˌkɑ
lapsevanem	lɑpsɛwɑnɑm
lapsi	lapsi
lapsikult	lapsikult̪
lapsikus	lɑpsikuhs
lapsuke	lɑpsukːe
lapsuliblikas	lɑpsuˈliblikːɑs
lasn	lasn
lasnamäe	lasnɑma
lasteaed	lˈɑsttˈɪ
lasteaias	lastæjæs
lastearst	lɑstɑˌrst
lastekoor	nostʲɛkù
lasteraamat	lɑstɛrɑːmɑːt
lastetus	lɑstetːus
lasuurtihane	lasuˈrtihˌɑne
lasva	lɑsfa
latikas	lɑitˈikːɑs
latv	latˈ
lauad	laua
laualamp	lauwalam
lauatelefon	lauaːtɛlɛfɔn
lauatelefoni	plauatʃiːzalatɔni
laud	naːˈʊt
laudlina	lautlĩŋ
laudlinad	lautlɪnat
laudu	laʊtʊ
lauk	lawk
laul	naul
laula	laula
laulad	laʊlat
laulan	lɑulɑn
laulasmaa	lau̯lasme
laulatus	lɑulɑtːus
lauldes	laultɛʃ
laulev	lau̯lev
laulik	lɑulikː
laulja	laulʲe
lauljanna	lauljãnːa
lauljatar	lauljɑtːɑr
laulma	laulma
laulmine	launmine
laulud	laʊlɔt
lauluisa	lɑulˌusɑ
laululind	laulˈɪnt
laululuik	lɑululʊikː
laulupidu	laulopito
lauluraamat	lɑuluraːmɑt
laulurästas	lau̯lorestas
laup	lˈaʊp
laupäev	lau̯pæ
laupäevani	lauːropoʔɑːniː
laura	lau̯ra
laura põldvere	lawra pɤld ʋere
lausa	lau̯sa
lausaline	lau̯sale̞ne
lause	lause
lausk	lau̯sk
lauspommitamine	au̯sˑpːoːˈmiˌtɑminen
lausuja	lɑʊsujɑ
lausung	lou˥˩sʊŋ˨˩˦
laut	laʊt
lauvärv	lɑuˈvɛrvɑ
lava	lava
lavaline	loːˈʔjna
lavamägi	lavaːmˈɑki
lavassaare	lavˈassˈare
lavastaja	lɑvɑstɑjɑ
lavastuse	nɑvɑstusɛ
lavats	laβ̞ojɣ̞
laviin	laviːn
lavrentsium	lavrentsiom
lavsaan	laːvɛsɔːn
leebe	lepe
leebus	leːbus
leedi	lə˥˧ti˨˩
leedu	lɛtu
leedukas	leːtukːɑsʲ
leedulane	lˈeːtˈlɑnə
leedulanna	liːtulonno
leegion	leːkion
leek	leːk
leelis	laelis
leeliseline	liːlisɛliːnɛ
leemet	lˈɛmɛn
leemur	leːmor
leena	lena
leepra	lɛkra
leet-käosulane	letkæˌˌosulɑn
leeterüdi	letːeryti
leetmuld	lət̪mʊɫ
leevendus	leːvendos
leevike	leːvikːe
legaalne	lekɔɫn
legendaarne	legendorne
lehed	lɛjd
leheke	leˌekˌkæ
lehekonn	lehekon
lehekülg	laeklpli
lehekülge	beːɦækmɪnɪkæ
lehelangus	lːæhelɑŋkos
leheroheline	læherˈɔħælinɛ
lehetäi	ləˈħitˤaːjiː
lehine	lejˈne
lehis	leis
lehkav	lˈɛçtʃap
lehm	lˈɛçm
lehmalind	lehmɑlind̥
leht	ɛçt
lehtkuld	ɛçtkʊlt
lehtla	lˈɪçtlɜ
lehtmets	lˈɛçtmˈɪt
lehtrik	lˈɛxtɾɪk
lehtsalat	le̞htsele̞
lehtse	lˈɛçtsə
lehvitama	lɛkvitːɒmɒ
leian	ljan
leib	lejpe
leibkond	leːbkɔnt
leibur	lejpoɾ
leicester	lˈɛstr
leida	lˈeɪtə
leidis	lˈeɪdˌɪs
leidlik	lˈeɪtliŋ
leidma	lˈeɪtˈmaː
leidur	leːitur
leidus	lejjˈtʊ̞s
leigelt	leːgəl
leila luik	miːɾa luːk
leinaja	lˈeːnˈˈoːnˌ
leisi	lɛːgj˧
leistang	plˈeɪstənt
leitakse	lejtɑksɛ
leiti	lˈɛttˈi
leitnant	ləjtmənt
leitnantkolonel	lɛjtnɑndkɔlɔnɛd
leitsak	lət̪sak̞
leitsakuline	leitsækuline̞
leiutis	leiutis
leivapuu	lˈɛvabˈu
lekkiv	lækjɪm
leksikograafia	leksikokrˈafˈfˈia
leksikoloogia	ɛksiːkːɔlɔːkjɑ
lektoraat	elektoraːj
lelle	lɛlɛ
lembela on eesti korporatsioon.	lɛmbdɛla onɛsʲti korporatsiˈon
lember	lember
lembit	lˈɛmbit
lembit ulfsak	leːmbitul sɑk
lembitu	lˈempːetːo
lembus	lembos
lemmik	lɛmmik
lemsalu	lˈɛmsalˈo
lend	lend
lendama	lɛntɑba
lendav	lɛntɑ
lendkala	ventkɑlˈɑ
lendorav	lɛntɔrav
lendur	lɛnður
lendutõus	lɛndɔtɔus
leninlik	leːnimmeldeː
lennart meri	lẽn̪aɾd̪ meɾi
lennujaam	lˌɛnnuːjɑːm
lennujaama	lˈɛnnujɑmɑ
lennujuhtimistorn	lenˈnujuftimistornˈo
lennuk	lənok
lennukus	lennukus
lennundus	lẽnnũn̪t̪os̺
lennupost	lẽnnoboest
lennus	lẽn̪ːos
leotama	leˈotːama
leotis	lezz
leotus	leotːus
lepalind	lepalin
lepatriinu	nɛpatrino
lepiku	lɛpiko
leping	lɛpːiŋ
lepingule	lɛpinkwla
lepinguline	ləpɪŋguliˈnɑ
lepitamatu	leˌpitæmɑˌtˌu
lepitus	ləpjtos
leplik	ləplik
lepna	lˈɛpːna
lepo sumera	la pɔsˈumara
lepp	lɛp
leppimatu	epimato
leppimatus	kelkaiprimatos
lesbi	lespi
lesk	lesk
lesotho	lesˈotːo
lest	lɪst
letaalne	letːolne
leukeemia	lˌewkɛmɪa
levadia	nɛvaaːdjɛ
levik	ləvik
levinumaid	levinumaj
levitatsioon	lavitatsiˈon
levkoi	efkoi
lexus	nɛksos
liaan	lˈiən
liana kolodinskaja	lʲi̠jaɫa kʊrɑkʲinskaja
libedus	lipetus
libeeria	libˈɛria
liberaalne	liberolne
liberalism	liːbɛɾɑliz
liblikas	liːb̞likːɑs
liblikavõrk	lblikəvˈɯ̞r
liblikujumine	liːbˈlikːujˈuːmiˌnˌe
libu	lˈibˈɔ̃
liechtenstein	lˈɪçtɛnˈstaɪn
liepāja	ljˈeːpˈojˈo
lift	lˈɪft
ligemale	like˩˥ːmola˥
liginev	liːgːiːnəv
ligniin	liːkniːn
liguuria meri	likuɾi amiri
liha	lɪːh
lihapall	li˥˧ha˥˨ba˥˥y˧˧
lihas	lˈiːbzˈ
lihaseline	lihaːsjɛlina
lihastik	liːgɑstɪk
lihavõtted	lihaːbətːit
lihavõttemuna	lihɑvɑtːeunɑ
lihavõttesaar	ihɑvʊtːisɑːr
lihhenoloogia	lixienoloɾkia
lihtne	lɪçtnæm
lihtsalt	lˈɪçtzˈalt
lihtsus	lˈɪçt
lihtsustus	liʃustos
lihula	likˈuːla
lihunik	lihˈuːnikː
lihv	lˈɪç
liialdus	liːɑltus
liialt	liːˈɛ
liiasus	lijasuz
liibanon	liːbanɔn
liibavi	liːbavˈjˈ
liibüa	lˈibro
liider	lidɜ
liiderlik	liːtærlikː
liidetav	liːtətˢɑmˀ
liig	lˈiːk
liiga	lˈika
liige	liːge
liiges	likes
liigitamine	liːgidtɑminɪ̞
liigiti	liːgit˩i˨
liigud	li˥˩kʰu˥˥tɕʰi˧
liigutus	liːkutus
liik	lɪk
liike	likː
liiklus	lijkluɾ
liikuda	liːkːuta
liikuma	liːkuma
liikumatu	liːkːuːmatəʋ
liikumine	liːkːuːminnːeː
liikur	liːkˌuːr
liikuv	li˥˩kuv˨
liikvele	liːkːbeˈlˈɛ
liilia	lˈɪliːa
liim	lˈiːm
liimes	liːmes
liimine	lˈimˈiːne
liina	pliːnɔ
liina luik	lialoi
liiper	kˈlˈɪpˌeːr
liir	liːr
liis	plˈiz
liisa	lɪzˈɑ
liisabet	lizħeːbet
liistak	liːstˈɑk
liisu	nˈiː
liisusalm	liːsosalm
liit	lˈit
liiter	litˈɛr
liitium	litium
liitlane	liːtˈlˈɑnˈnɛ
liitrine	litrine
liitsõna	liːtˢən˧ɑ
liitus	litus
liituvus	liːtuːvˈɔz
liiv	lˈiːv
liiva	lˈiːvɜ
liivalaia	niːvˈɑliːˈjɑ
liivaloss	liːbɑːlʊʃ
liivane	lˈiːvɑn
liivatüll	livatˌyl
liivi laht	lˈiːbɪ lˈaxt
liivimaa	li˥˧li˨˩lɔ˥
liivlane	labalaːnˈa
likviidne	ikviːrne
likviidsus	likviːtsus
liköör	likˈər
lill	lɪl˥
lilla	ɛla
lillakas	liːlɑkːɑs
lille	lilːe
lilleaed	niːlɪ̞ɦt
lilleke	niːlˈækːæ
lilleküla	lˈilˈɛkəlˈa
lilleleht	lɛjlɛkt
lilleline	li̠jɫæli̠næ
lilli (mida?)	lillˈ
lillkapsas	ʝi̯lkɑpsas
lily luik	tus niu nai
limane	limone
limnoloogia	limnoloːke
limonaad	limɔnɑt
limukas	lemukːas
limune	limone
limusiini (mida? kuhu?)	limusini
limusiini (mille?)	limosiːni
lina	lna
linane	lˈinˈɔne
linask	lˈinəsk
linavästrik	lˈinavˈezˈtrɪkː
lind	lˈɪnt
linda	lˈɪntɚ
lindakivi	lint̪akiβ̞i
lindanise	lɪnˈðaːnˌgˌiːsæ
lindistus	ljndistos
lineaarne	linˈeˈɑrn
lineaarsus	linearsus
lingvistika	lĩŋg̊vistikːɑ
lingvistiline	lɛnkβɯsstiːlɪnɛ
linki	linkː˧e̞
linn	lˈɪn
linna (mida? kuhu?)	lˈinna
linna (mille?)	lˈina
linnad	lˈinnaɾt
linnade	ljinnadɛ
linnainimene	liːnnɔjniːmɛnɛ
linnaisa	linnɑːisɑ
linnakohus	niːnnɑːkoˈhuz
linnaleht	nˈɑlˈət
linnamäe	lin˦namæ̝jˀ
linnanõukogu	li̠nɑnɑukɔgɔ
linnaosa	lˈɪnnaosˌa
linnapea	lin˥˥n˥˥a˥˧pe˥˥ː
linnapiir	lɪnnˈɛapˈiːr
linnas	lˈinˈɑs
linnast	linnos
linnastumine	liːn˧˥nɔʃtumɪn˧˥eː
linnateater	lʲinːɑteɑtːɛr
linnatransport	nɤːtransportː
linnatänav	lĩŋnat̪anɔ
linnatänavatel	liːnnaːtɑnɑvɑtːɛl
linnavalitsus	lʲinːɑvɑlitsʲus
linnavanem	lʲinnavɒnɒmm
linnavolikogu	liːnnavolˈiːkv
linnubassein	numeɾopasoin
linnud	lˈinnuːt
linnulaul	linnˈolaul
linnuliha	liːn˧˥uːliːhɔː
linnulik	linˈnoːlikː
linnumaja	lanomoeio
linnumuna	lˈiːnnoːmˈˈunˈɑ
linnupesa	lɛnnopeza
linnupiim	lĩŋ˨˩n˧ʰ
linnupuur	lˈinnˈoːpˈor
linnus	linnos
linnustik	lˈɪnnˈɔstik
linnutoit	linnːuːtɑit
linnuvaatleja	lˈˈinnovˈatlea
lipiid	lip˦˥piː˧t˥
lipoom	lipːom
lipp	ləp˦
lippama	lipːama
lippur	lipːur
lips	lˈips
lipsukesed	tiːpsɔkːɛsɛtː
lipuvarras	lipovasras
lisama	ljksama
lisandus	lisɑntʊs
lisaväärtusmaks	lisɑværtusmɑːks
lissabon	isapon
literaat	lidˈˈɑrˌɑit
litograafia	lˈitːografːja
lits	lˈits
litsakas	litseːokːɑs
liustik	nˈoːstik
ljöö	ljˈøː
lobisemishimu	lɔpiseːˈmiːtsehimuː
lodev	lɔdep
lodjapuu	lod̪epu
loe	nɔe
loen	loːˈen
loend	luan
loendama	loːˈˈɑˌinˌtɑˌmɑˌ
loeng	lwˈɛŋ
loetamatu	loːe̞tːɑmɑltuː
lofoodid	lofdʔtˤid
logiraamat	lɔgiɾamɑt
logisev	lˈokːɪv
logistika	lɔkiʃtikːa
logistiline	loːkːiːstɪlˈɪŋɛ
lohakas	loɦɑkːɑs
lohe	nˈɔxɛ
lohk	lˈoːk
lohusalu	nˈɔːt̚˨hou̯˧˥
lohusuu	n˩˧iː˨hou̯˧˥
loid	lɔid
loiult	lojlt
loivalised	loːiːbaːliːzeːɾ
lokaliseerimine	lˈokːˈalɪsˈeɾimine
lokke	lˈʊktˈ
lokkis	lokes
loksa	lɔpsa
loll	lojlí
lollus	maellus
londiline	loːndiːlĩnæ
londilised	nojndiɾisdi
london	london
lont	nˈɔ̃t
loo	lɔ
loodetavasti	nˈoːtˈæzælˈtiːkj
loodus	nˈɔtʃtʃ
looduse	loːtʃæ
looduses	loːtuzes
looduskaitse	loːtuskɑitsʲe
looduskaitseala	loːd̥uskæɑitsiɑlɑ
looduslik	loːtuslik
loodusteadus	loːtusteɑtus
loogik	lɔgik
loogika	logika
loogiline	lokoiːlˈinː
loojang	lɔjɔŋ
loojat	loja
loojuv	lɔjɔv
loom	lɔn
loomaaed	lˈoːməlˌeːt
loomaaiatalitaja	lomˈoajːˈatːalitːaja
loomaarst	loːmɔrs
loomad	lɑːmæd
loomaliha	lˈoːmɑliːhˈa
loomulik	lɔmɔlik
loomulikult	lˈoːmˈoːlˈɛkːolt
loopealse	lɔpealse
loor	lor
loorberileht	loːrbərɪlɛxt
loorberipuu	lorbɛripʊwˈ
loorkakk	lˈoːrkɑkː
loos	lˈɔz
loosung	lozuŋk
lootma	lɔtma
lootuse	lɑˈtˈtˈɔsɛ
lootusetu	lɔtːɔzɛtˈtu
lootusrikas	lˌoˌtˈtusriˌkkɑs
lootust	plou̯t̪uʃt
loov	lɔv
loovus	novus
loož	lˈoʒɨ
lopergune	loppeɾkuna
loss	los
lossimüür	losʃimyr
lossivaht	loːʃiːbɑːd
luanda	luonta
luba	lupa
lubama	lupama
lubamatu	lupamato
lubatud	lopatˈtut
lubav	lupa
lugeda	loːkˈɛtø
lugema	luːkɛːmɑ
lugu	lˈɔkʊ
lugupeetud	lo
lugupidamine	logobeːdɑmðə
lugupidamisega	nukupidɑːmisekɑ
luide	lwt̪e
luige	lojkæ
luik	lˈʊɪk
luisa	lu˥˩ɕjɑŋ˨˩˦
luite	luˈitːe
luitetaim	luʲitːɑtɑimɑ
luitsnokk-iibis	luːitsnɔkkibɪs
luitsnokk-part	luːitsnɔkpɑrt
lukk	lˈʊk
luksemburg	luksmbuɾg
lukustatud	lˈokkustattˈut
lumehani	lumaːhaniː
lumehelves	lumehelvas
lumekakk	lumeːkɑk
lumekruubid	lumʲæ̀i̯krûːbʲit
lumelaud	lɔmaeˈlaːʊt
lumelaviin	lˈɑmˈɑlˈɑvˈiːn
lumeleopard	lˈumeːleˈopːard
lumemees	lwmamez
lumepüü	lomabø
