aborigiidna	aborɛgjna
guovdavákkejávri	kwofd̪ebakkiahau̯ri
guovdavákkejávrri	kwafdabakaeaβ̞ɾe
guovdavákkejávrris	kwˈovdˈəvakjˈavɹiθ
guovdavákkejávrái	koftavakiaβ̞ra
guovdavári	kvavdavaɾe
guovdaváris	kʊˈaːvdavaːrˈis
guovdavárri	kofd̪eβ̞ari
guovdavárrái	kwafd̪eβ̞aɾɾa
guovddáš	kwau̯d̪ɐs
guovddášbellodat	koaut̪asbelod̪a
guovddáža	kɣəʊˈdɑdʒa
guovddážii	kɫau̯daʲːi
guovddážis	kaudadʒis
guovlaba	kwau̯lapa
guovlabeahtti	quovlapeħde
guovlabehtet	kuvˌlɑpæhtet
guovlan	gwɔvlan
guovlat	kwɑulakhd
guovlla	kuɔvla
guovllai	kɔʊˈv
guovllaide	kooβ̞lajð̞e
guovllaidet	waaːlaːlˈdˤɑtˤ
guovllaiga	kwaːllajkˈa
guovllaime	kwaulajmɛ
guovllaimet	kʊɔvlajmɛkt
guovllan	kwauːlˈanˈ
guovllat	kvau̯laxd
guovllu	kwaʊlˈo
guovlluid	kolalojt
guovlluide	kɔaːvlojda
guovlluin	koauolo
guovllus	oau̯lɔs
guovllut	guaːlt
guovlu	aɔlɔ
guovlun	kuovlon
guovlá	koˈla
guovttegearddát	kʊˈʌftʃʰagɑttatʃ
guovttegielat	kɑftikkeːæːlːät
guovvamánnu	kwˈavvamˈando
guovžagura	kwau̯dʒaguɾa
guovžaguras	guaudʒaogoran
guovžagurra	kwau̯tʃakora
guovžagurrii	gou̯tʃagozˈi
guovžačohka	kwɑu̯tʃɑtʃoχka
guovžačohkas	kuaʋdʒaokaz
guovžačohkka	kwau̯dʒatʃɔhka
guovžačohkkii	kvau̯dʒaːtʃoɣ
gurut	kuːrot
gurutbellodat	guːrvplˈlɑtˈt
gusa	guuˈsɑ
gusaid	oːsidˈd
gusaide	kuu̯sajdæ
gusaiguin	osajkoin
gusain	ou
gusas	ko̞usas
gusat	ɢuːsat
gussa	gusta
gussan	kuːsan
gussii	kusˌe
gussiid	koːsˈt
gussiide	usi˥˩lɛ
gussiiguin	kuusigoin
gussiin	ɟuzzen
gussávži	gu
gussávžis	kosɛrdʒis
gussávžái	kuːszæbdʒæ
guvle	kuu̯vle
guvlen	kuvlɛn
guvlet	guːvlˈaçt
guvlui	guːvlˈɔø
gučča	kutːʃa
guččai	kutsːaj
guččaide	ko˩˥ːtɕ˥ɑide˥˩˦
guččaidet	kutːʃai̯d̥ekt̪
guččaiga	guːtʃːaɪkːa
guččaime	tʃoŋgutʃaʃimɛ
guččaimet	guʲtʃajmet
guččan	t̪o̞t̪an
guččat	tʃot
guđát	quːoːdɑht
gužžaba	gudʒaba
gužžabeahtti	kudʒɑˈbɛhtɛ
gužžabehtet	kuud̥ʒabẽxteʃ
gužžan	gudʒan
gužžat	ko˩˥ːdʒat˥˩
gužže	kudʒɛ
gužžen	gudʒen
gužžet	guðˈzjet
gužžá	kudʒa
gádjo	ganˈdʒo
gádjon	gadʒon
gádjot	gˈæddʒɑːt
gádju	gadʒo
gádjuba	kaːnʒuba
gádjubeahtti	kadʒubeate
gádjubehtet	kærdʒubːeθtɪd
gádjut	kaldʒut
gáfe	kaafɛ
gáfeboddu	kæfbɑːrdo
gáfes	kaafes
gáfestala	kafiʔæfnɒːlæm
gáfestalai	kafˈtɪzˈtɑːlˈlaj
gáfestalaide	kaːfˈstɑlˌaiːde
gáfestalaidet	kʰæfɪstɑlɑjiːbeːt
gáfestalaiga	kaːfˈɪzdˈɑlˈaɪdˈeɪgə
gáfestalaime	kafestaallajːmæ
gáfestalaimet	kafˈeˈstˁɑːɑlˈlajme̞jft
gáfestalan	kafft̪eaːlæn
gáfestalat	kafˈɪstælˈlæt
gáfestallaba	kæˈfˈstɑlˈlɑbɑ
gáfestallabeahtti	kæˌˈfˈstɑˌllɑˈbeˌɑhti
gáfestallabehtet	kæˌˌæˌfˌestɑlːɑbehtit
gáfestallan	kaːfːɛzˈdalan
gáfestallat	kafæsdɑlˈlɑt
gáfestalle	kæːfːɪstælːe
gáfestallen	kaːfˈɛstˈallˈllˈn
gáfestallet	kaːfˈstɑlːɛt
gáfestallá	kaːfˈɛstˈala
gáffe	gaffɛ
gáffen	gaffən
gáfii	kafe
gáfiin	kaafen
gáhkku	kaːhˈkˈoː
gáhku	kˈaɾkʊ
gáicajávri	kaidzjaiavri
gáicajávrri	kaːjtsɛjavre
gáicajávrris	kajtsoiavris
gáicajávrái	kaːjtsɑjavre
gáivo	kaivo
gáivon	gaivon
gáivui	kaːjvoj
gáivuona	ka˥˥y˨˩˦pɔ˥˥
gáivuona suohkan	kaːj pˈuːrna sˈoːokan
gáivuonas	gajwɔnˈa
gáivuonbahta	kæivunʋɑhtɑ
gáivuonbahtii	kæivunbɑhti
gáivuonbađa	kaːjˈbwnbara
gáivuonbađas	kai̯vunbalas
gáivuonvággi	kaːjvonvægːi
gáivuonvággái	tkaivunvagai
gáivuonvákki	kæivdonwʲækki
gáivuonvákkis	kæivunvɑkːis
gáivuotna	kaːjvoːtno
gáivutnii	kajʋutni
gáivvo	kaivo
gáivvos	kaivos
gáivvot	gajˈvɑxt
gáivvuid	kaˈjˈbuitˈ
gáivvuide	kaːjvoiːde
gáivvuiguin	kajvojgojn
gáivvuin	gajvojn
gájo	kaio
gájui	gaioi
gájuide	kaːjoidɛ
gájuidet	ˈgaːjoːidɒt
gájuiga	kajɑljkɑ
gájuime	kaːjome
gájuimet	kaːjoːimeːt
gájun	kaːjon
gájut	gajot
gákti	akˈtak
gáktin	kaktˀin
gáktái	kaktˢˈeɪ
gálsa	kalesa
gálsii	kalse
gálssa	kalsa
gálssa suohkan	kaːls ɑsˈwɑqən
gálssas	kalˈsas
gámasvári	kɒˈrmˈasfˈaɾɾˈi
gámasváris	kaːmasvaːrˈris
gámasvárri	gæˈmɑːsfæɾˈdi
gámasvárrái	gɑːmʔeːsvɑːrzɑːj
gámavuona	kamavona
gámavuonas	gaɾmabɔsʃ
gámavuotna	kʲɛ̀ːmavˈoːtnˈa
gámavutnii	kæːmaːvuːtni
gánda	ganda
gáranasvuona	kaːrnɛsvˈɔnˈa
gáranasvuonas	kaːrˈanɑsvˈorˈnasˈ
gáranasvuotna	gəˈrɑːnˈʌsvodne
gáranasvutnii	kaːrɛnɑsˈvutni
gárasavvon	karasaːvon
gárasavvona	gəːrəsɑːbvɑːnə
gárasavvonii	karasaːboni
gárasavvonis	karasaʋˈvonez
gárddi	ˈkɑːtl
gárddiid	kaːrddiːt
gárddiide	kariːde
gárddiiguin	kadigoin
gárddiin	kɛrdin
gárddis	ʝˈɾˈdiːs
gárddit	gærdæt
gárdejávrrit	garradjaoɾixte
gárdi	kaɾɛti
gárdima	gæɾdiːmɒː
gárdimii	galdemi
gárdimis	karediːmis
gárdin	kaɾɛtĩŋ
gárdojohjeaggi	kærð̞ojɔhjækki
gárdojohjeaggái	kærðːojˈɔjɛkːɛ
gárdojohjeakki	kældɑjɑhjætkːi
gárdojohjeakkis	gærdɒjɒhjækːis
gárdái	ˈgɒtədaɪ
gáregasnjárga	kjaːraːkɛznjaːraːkɟa
gáregasnjárgga	kɒrkɒzniaˈlkɒ
gáregasnjárggas	kʲaːrkɐsdʲaːrkɐs
gáregasnjárgii	karakaznʝaɾaki
gárggu	kˈaɾkʊ
gárgu	karko
gárgui	jarekʏi
gárgán	kaɾakan
gárnáša	kaɾˈnˈaːʃa
gárnášas	gælnetʃiːdæst
gárnášša	gɾˈnɑːse
gárnáššii	gɾˈnɒːʃiː
gárvoda	kavod
gárvodan	kaːrɐbɐdɐn
gárvodat	kæɾʋɑdɑt
gárvodeaba	kaɾɯ̞waðɯ̞eβ̞a
gárvodeahppi	kærvɔdɛhbi
gárvodedje	kavɑdɛdʒɛ
gárvodehpet	kaːrbaːde
gárvodeidde	kɛrʋɔdɛːdɛ
gárvodeiddet	gärvaːdɛiːdɛt
gárvodeigga	kærʋodɛigɐ
gárvodeimme	kaːrvodɛime
gárvodeimmet	kəˈrvodeimt
gárvodetne	karvodetne
gárvodii	kæɾuːdiː
gárvodin	kaɾtβ̞od̪ĩŋ
gárvodit	kæɾbɒdiːkt
gárvot	garvɑt
gásta	gasta
gávcci	se
gávccinuppelohkái	kaːftsˈenˈuːblˈoːxtgˈaɪ
gávccát	gavtsat
gávdnaba	kau̯naba
gávdnabeahtti	kaːvnabˈɛaˈdi
gávdnabehtet	gavtnabɛxte
gávdnan	kavnʌn
gávdnat	kal
gávdne	kau̯tne
gávdnen	tʃaːz̺tnẽn
gávdnet	kaːvnɛt
gávdná	kau̯næ
gávnna	iˈskavne
gávnnai	gavne
gávnnaide	gavnaide
gávnnaidet	gˈɑvnˈɪdɪt
gávnnaiga	kaːvnai̯ka
gávnnaime	kaːvnajˈmɛ
gávnnaimet	kaːvnaimɨs
gávnnan	gavnˈan
gávnnat	gʌvnˈɑt
gávpoga	kavboga
gávpogat	gævbɒgɒt
gávpogii	kaːvpokiː
gávpogiid	ˈkɑːvbɒgeːlt
gávpogiidda	kavpavit̪a
gávpogiiguin	nɛavpogoiɣoin
gávpogiin	ˈgau̯bɔgɛn
gávpogin	kavbɔgin
gávpogis	kalpoɣis
gávpot	kaːvboːt
gávtti	kavte
gávttiid	kavdeit
gávttiide	kavdiri
gávttiiguin	gavtʃi
gávttiin	gafˈtiˈn
gávttis	kapð̞es
gávttit	gafdʒˈɛt
gávvalváhki	kavˈpavˈartˈkə
gáŋgaviika	kjɛ̀ːnk˩˥avˈjɪkːa
gáŋgaviikii	kãŋ̪t̪kaβ̞inumeɾok
gáŋgaviikka	kjankabika
gáŋgaviikkas	tʲaːnkaviːkɐs
haga	haːka
han	hãn
heagga	hæŋˈɐ
heaggan	hæˀːgˀɑːn
heahttá	hɛɐ̯tːɑ
heakka	hækːˈeː
heakkaid	hækːɐd
heakkaide	hækːɑjðʊ̞
heakkaiguin	æækːæi̯kuːn
heakkain	hækːaɛn
heakkas	hɛlkɑs
heakkat	hɛɾkaht
hearrá	hjala
hearvái	hˈæɹdvˌaɪ
hearvás	hɛɾɛvas
hearvásvuhtii	helvasvulti
hearvásvuohta	hɛrvɛsvˈoːta
hearvásvuohtan	hærvæsvɔtɛn
hearvásvuođa	hærð̞eːbːastˈvˈoːva
hearvásvuođaid	hadˈiːvˈasvˈoːldˌɛɪt
hearvásvuođaide	harvasvˈoːrðˈaɪtˈe
hearvásvuođaiguin	ɦerdeːtvasvoːdaiːtqyːn
hearvásvuođain	hærðrʲəvæsvˈoːɹdɛjn
hearvásvuođas	he̞rvasvˈoːdəs
hearvásvuođat	hærðrˈəbˈœːsvˈoːrdat
heasta	dˈæstæ
heastta	hɜstˈɑ
heasttajávri	heastajavri
heasttajávrri	hastaiaːvˈri
heasttajávrris	heastˈajˈavrˈis
heasttajávrái	hastagjavrˈɛ
hebreagiella	hebreakealla
heggii	hege
heike	hejkæ
heive	hejve
heiveba	hejvˈeːbɑː
heivebeahtti	hejvbæfti
heivebehtet	hˈɛjbbʉçtət
heivejetne	hejbejɛtnæ
heivejit	ˈɛivvjːt
heiven	hˈeɪvən
heivet	hˈɛjvət
helssega	elseka
helssegii	elsseki
helssegis	elsegis
helsset	hˈɛlsə
helveha	helv̥e̞ɦa
helvehii	helve
helvehiin	helvehɛn
helvehin	helvæjˈɛn
helvehis	helveˈhis
helvet	hˈɛlvət
hindigiella	hiˌntikɛllɑ
hindulaš	heːntoːlˈaːʃ
hindulašvuohta	himtulaːʃvoˈttɑ
hirpmus	hˈɪlmˈʌs
historjjá	istˈɔria
historjjáid	istˈɔriət
historjjáide	histoɾjait̪
historjjáiguin	istoriɛkɔjn
historjjáin	hɪ̞jstɔɾjain
historjjálaš	hejstɒriˈɒlˈɒʃ
historjjás	histoɾias
historjját	he̞sdɑːriːˈhæd
historjá	iztɔriːa
historjái	hist̪oɾiai
historján	hejstɔriːjɛn
hivsset	hˈiˈɪt
hoanttas	antas
hoanttasa	xwanˈtasa
hoanttasii	huan˥˥tə˥˩sri˥˩
hoanttasis	jʊãntˈasˈis
hoanttasčohka	xvantɛztʃɔħka
hoanttasčohkas	xwanˈtasʃɔhkɑs
hoanttasčohkka	xvantastʃoho
hoanttasčohkkii	xvantæsttʃoːxki
hollánddagiela	hɑllæˌænˌtækˌeɑˌlˈlɑ
hollánddagielain	hɑllɑæntɑkˌeˌɑlˌlɑinˌ
hollánddagielas	hɒllɒntɒkiˈlˈlasˈ
hollánddagiella	ˈollæntɑkeˌˌllɑ
hollánddagiellan	hɑllɑæntækiɑllɑn
hollánddagillii	hɑllɑnttækiɑlːi
homofiliija	homofilia
homofiliijan	homɔviliːjɛn
homofiliijas	homofiːliːjæst
homofiliijii	homofilii
hotealla	otːeˈalla
hoteallaid	hɔtɛlˈlɑːit
hoteallaide	hɒtˈtˈeˈɒlˈlˈɒidˈe
hoteallaiguin	hɑːtːeɑːlːɑiːkˈuin
hoteallain	hˈɑˌtˌeɑllain
hoteallan	auˈtɛɑˈlɑˈn
hoteallas	hatːeˈælas
hoteallat	hɔtɛallat
hotellii	hɔtɛli
hui	uːj
huma	umma
humai	homaj
humaide	hoːmydad
humaidet	hˈumˈaɪdeːt
humaiga	humai̯kːɑ
humaime	huumɛɛmɛ
humaimet	hoːmˈɛkt
human	ɔwman
humat	kuːmat
hupmaba	amaˈbe
hupmabeahtti	aʊmɑpˈeʁdˈe
hupmabehtet	hˈuːpmˈɑːbˈɛxtət
hupman	hubman
hupmat	hˈuːpmˌɑːt
hupme	hukme
hupmen	hˈoːpmən
hupmet	hˈomˈɛt
hupmá	hukmæ
hálaha	aːlˈlɑhˈa
hálahan	hɑːlɑːhɑːn
hálahat	hælahˈat
hálaheaba	hallahe˩˥ːrba
hálaheahppi	halahe
hálahedje	halahejtʃe
hálahehpet	halahebet
hálaheidde	halahejte
hálaheigga	hæælˈlɑhe̞jkˌɑ
hálaheimme	alahejme
hálaheimmet	haːlahejmet
hálahetne	halahærtne
hálahii	alaːjˈj
hálahin	aːlahən
hálahit	tˈɑːrlahˈɪdt
hálat	faːlat
hálbbes	alps
hálbi	alɛbːi
hálddašanguovllu	alt̪asonkwalw
hálddašanguovlluid	aal̪t̪asãn̪t̪kou̯luit̪
hálddašanguovlluide	al̪t̪as̺ẽnkou̯lwg̞it̪e
hálddašanguovlluiguin	alt̪as̺aŋkoβ̞luikuin
hálddašanguovlluin	al̪t̪asãn̪t̪kouβ̞lunʝ
hálddašanguovllus	altəzɐnˈgɔvlˈutːs
hálddašanguovllut	aːltəʃaːnkoːʋluht
hálddašanguovlu	altəʃaːnkwɔlu
hálddašanguovlun	aal̪t̪asẽn̟θoβ̞lwn
hálddašanguvlui	hæltɑsæmkou̯vulʲɔi
háliidii	halivi
háliidin	halaivin
háliidit	aliːvˈiːxt
hállanhárjehus	hælˈlˈɑnhælˈrigeːˈhuːs
hállat	halla
hámi	aːme
hámiid	hɑːmit
hámiide	hamide
hámiiguin	aamikvin
hámiin	hamin
hámis	hamis
hámit	aːmeːxt
hámmárfeasta	hamˈmaːrfˈɛsta
hámmárfeastta	amˌmaːlˈfesta
hámmárfeasttas	hammalfɛastas
hámmárfestii	hamˈmaˈrfesti
hápmi	atme
hápmin	apɛn
hápmái	hahmei
hárdde	had
hárddii	hati
hárddiide	adire
hárddiidet	hˈɛːddiːrˈɛt
hárddiiga	həˈrɪga
hárddiime	adme
hárddiimet	adimit
hárddán	adˈan
hárddát	adˈad
hárde	harakm
hárden	həɾɨdˈen
hárdet	haradet
hárdiba	hardiːba
hárdibeahtti	hærðɪbæθːi
hárdibehtet	hard̪eːbːɛxteːt
hárdit	harɪçt
hárdá	ɦaɾada
hárdán	harð̞an
hárjehallan	hæɾje̞hɒːældænd
hárjehallat	hærjehɑllɑ
hárjeheaddji	aːrjeːheːadʒːe
hárjehit	æɾje̞
hárjehus	hæriːhæus
idja	ˈidʒa
idjajávri	aːddʒaːdʒoːre
idjajávrri	idʑaˑjɔjɔɾi
idjajávrris	idʒoiauɾis
idjajávrái	iːdʒʔjɔːʃtʃ
iešguđetlágan	iɛʃkuelaːlaːkɑn
iešjávri	iesihau̯re
iešjávrri	jeʃavre
iešjávrris	iːjˈɛʃaːbɾɛs
iešjávrái	esjabalea
iežan	iːe̞tgən
iežas	ildʒas
iežár	iːjɒːdʒɾ
ii	iː
iinnasullo	ennasʊllɔ
iinnasullos	ennasullos
iinnasullui	ennasollʊi
iinnasuolu	jnnːasʊolːo
iirragiella	iˌrɑkˌeɑllɑ
ikte	i̠ktæ
ilbmat	iʝeːbmaːrt
ilbmá	kʲiːlæpmæ
illatiiva	ilˈlˈatˈe
illatiivan	illatjˈvɑːn
illatiivii	illativˈi
illatiivva	illativa
illatiivvaid	jilativaiːt
illatiivvaide	illat̪elajt̪e
illatiivvaiguin	illativaikoina
illatiivvain	illatiivain
illatiivvas	laatevas
illatiivvat	illatˤivˈat
illuda	ellod̪a
illudan	ʝˈʝˈlodan
illudeaba	illdoːnˈtba
illudeahppi	illudɛɾpi
illudedje	illudedʒːe
illudehpet	illudɛhpet
illudeidde	illudeite
illudeiddet	ilːudːeːjdːed
illudeigga	illutejka
illudeimme	illuteime
illudeimmet	illutˌeimˌet
illudetne	illodetne
illudii	iːllˈuði
illudin	iludin
illudit	iːlːuːdiːçt
illut	ilːotː
improvisere	improvisera
improvisereba	improvisera
improviserebeahtti	improviselpæete
improviserebehtet	improviserəbæxtət
improviserejedje	improvisereiedʒe
improviserejetne	improviserietn
improviserejin	improviserein
improviserejit	improvisəriːt
improviseren	improvisseljern
improviseret	improviseːrˈet
improviserii	improviseli
improviseriide	improviselidɛ
improviseriidet	iːnprovisaːriːle̞kt
improviseriiga	improviseriga
improviseriime	improviseerime
improviseriimet	ĩːmprovisɛjirimet
in	n
internáhta	antˈenˈaːhtv
internáhtain	intiːnaktiːn
internáhtas	intemaːhtas
internáhtta	ˈɪntɛnˈɛxta
internáhttii	ˈɪntɪnˈɛxti
ipmel atti	es mala te
ipmil	eːbmɛl
ipmila	eːpmeːlˈɑ
ipmilat	eːtmeːlaːt
ipmilii	ikmiːliː
ipmiliid	eːtmeːliːt
ipmiliidda	itmeˈlˈhiˈttˈɑ
ipmiliiguin	epmilˈigoin
ipmiliin	ˈipmɪlɪn
ipmilin	ipmɛliːn
ipmilis	epmiˈles
ipmir	etmið
ipmirda	eːpmˌeːdˌɑ
ipmirdan	ipmeˈdˌan
ipmirdat	ibmiːdˈaft
ipmirdeaba	eːpmɑdɑbɑ
ipmirdeahppi	heːpmɪdˈhbe
ipmirdedje	ʔiːtmɪdæddʒæ
ipmirdehpet	eːpmɛdɛhbet
ipmirdeidde	eːpmːedæjde
ipmirdeiddet	etmɛjdæʔidɛt
ipmirdeigga	eːbmiːdaːga
ipmirdeimme	æpmɪ̞ʲtæjmæ
ipmirdeimmet	ʲeðmidɛjmæt
ipmirdetne	e̞jpmʲidɛtnæ
ipmirdii	ibmiːldi
ipmirdin	epmiˈðin
ipmirdit	hˈeːpmiːɾdˈɪçt
irggi	irke
irggiid	ɛɾkeːtˈ
irggiide	ivgɪdɛ
irggiiguin	ˈivkˈikˈoin
irggiin	ɛɬfˈgin
irggis	i̠ɾkʲes
irggit	rkɪt
irgi	iːrɛkːi
irgin	iɾɛkʲin
irgái	iːrɛgɛj
isida	iːsida
isidat	iːveːt
isidii	ˈaɪsɪbˈi
isidiid	eːsiːd̥eːt̥
isidiidda	iːsʲiviːtːɑ
isidiiguin	ˈaɪzˈɪvdɪiːˈin
isidiin	ik
isidin	iesið̞ĩn
isidis	esɛbiːθ
isit	izt
isláma	izlɑːmɑ
islámas	ʔɨslaːmɔs
islámii	islami
islánddagiela	izlãnˈtɑkeɑlˈla
islánddagielain	izlænttɛkjællajn
islánddagielas	iislæntɑkjɑˈlɑs
islánddagiella	jslˈæːntˈatˈjala
islánddagiellan	iˌslæˌntækæˌllɑnˌ
islánddagillii	nomolantakili
issát	ʔiːssaħt
issát saba	isza tsˈɒbə
it	lˈiːb
itkkusbákti	ˈeːtgˈuzbˈɑktˈe
itkkusbáktái	itkuzbaktaj
itkkusbávtti	atʃispavte
itkkusbávttis	ˈeːtgˈozˈbˈafˈtˈes
itáliagiela	italiakãla
itáliagielain	iːtaliːækiɑlˌlɑiˌn
itáliagielas	iːitaljɑkielɑs
itáliagiella	iːtˈtˈæliːɑkˈeːˈalla
itáliagiellan	iˈtæliɑˈkellɛn
itáliagillii	iˌtaliakiliˌ
ivggu	aɪmkɔ
ivggus	eokuz
ivgu	evko
ivgui	ivkoj
ivguvuotna	ɛːvgoːvɔtna
iđida	iːvida
iđidat	iːriːtˤ
iđidii	iːtd
iđidiid	eviebit̪
iđidiidda	ˈiðidːa
iđidiiguin	ˈiðdˈiˈaɣˈuˈɪnˈ
iđidiin	iːrɪlɪn
iđidin	iilid̪e
iđidis	ilidisto
iđistit	aɛ
iđit	ˈiːvɪçt
iđitguovssus	ɪɛʃkoːɑːfsus
iđitroađi	aːjˈrɪkroaldi
iđđes	iːðdˈɪst
ja	jˈɑː
jagiid	jɑːgɪn
jagiide	sjˈɑki
jagiiguin	dʒaːgɪgˈoːˈɪn
jagiin	ʝˈaʊtʝˈeɪ̯
jagis	jˈɑːgis
jagit	jˈɑːgɪçt
jahkeceahki	jɑˌhkitˌeˌɦki
jahkeceahkis	jɑhkiːtseɛːkkis
jahkeceahkit	dˌiːzəgətsˈɛxtgˈɪçt
jahkeceahkki	ɑːhˈkitsæhːi
jahkeceahkkin	jɑhkiːtsehkɪn
jahkeceahkkái	dˌiːzəgˈaːsˈtoːʔˈɛsˈæɹgeː
jahkecehkiid	jˈaxkiːtʃˈɛçgeːt
jahkecehkiide	jɑhkitseːhkiːtɛ
jahkecehkiiguin	jagɪtsegɛgɔɪn
jahkecehkiin	jˈaxgˈɪtseːçgˈeːən
jahki	jɑhke
jahkin	jɑh
jahkái	jˈɑːgˈaɪ
jahkásaš	jɑhgoːsɒːʃ
japánagiela	jɑpːænækjɛˈɑlˌɑ
japánagielain	jɑpænækjælˌlɑin
japánagielas	jɑpɑnɑkeiɑlːɑs
japánagielat	jɑpænækjæɑlɑht
japánagiella	jɑpænækjɑllɑ
japánagiellan	jɑˌpæˌˌnækjɑˌllɑn
japánagillii	jɑˌpɑnɑkˌillˈli
jaskat	jˈɑskˈat
jaskatvuhtii	jæskævuˈhti
jaskatvuohta	jɑskɑhˈvuɑhtɑ
jaskatvuohtan	jɑskɑvˈoˈɑhtˌɑn
jaskatvuođa	jaskovoza
jaskatvuođain	jaskasvˈoːɾðɑ
jaskatvuođas	jaskɑvoːlːɑs
jeagadit	jakaðʃt
jearaldaga	jæraaldɑga
jearaldagat	jæraldˈartˈ
jearaldat	jəraldˈat
jearan	jæˈrɑːm
jearat	jɑlˈɾˈɑft
jearrat	jæɾbɑt
jearrá	jˈara
jehova	jehova
jehova duođašteaddji	jɛɦovatua dɑ stʃtʃɑtʃːe
jehova duođašteaddjit	jeːɦoːɑduːɑdɑʃtɛ atʃtʃt
jesus	jesis
jesusa	jezumsa
jiellevárri	jelvarɾi
jiepmaluktii	iepmaːlukte
jiepmaluokta	ɛpmalvokta
jiepmaluovtta	dʒotmalvofta
jiepmaluovttas	jebmaloftas
jietna	jɛtna
joatkiba	jˈuˈætkɪvɑ
joatkibeahtti	juɑtkipæːrtte
joatkibehtet	jɑtkipæːdæt
joatkit	ioatket
joatkkaskuvla	tʃiːziaːtkaskuːbla
joatkkaskuvlan	juatkəskovrˈɑn
joatkkaskuvlii	jˈotkˈʌzguːvli
joatkkaskuvlla	joakkaskuvla
joatkkaskuvllaid	jˈuʌtkəzkɒvˈvlajd
joatkkaskuvllaide	joatkəskuvlajˈte
joatkkaskuvllaiguin	joað̞kaz̺ulɦoɾð̞
joatkkaskuvllain	jojtkəskou̯vvlajn
joatkkaskuvllas	ʝˈuatəkəskɔvˈlas
joatkkaskuvllat	hjuatkəzkuwˈvlat
joatkke	ioatke
joatkkán	juːˈætkæn
joatkkát	juː˧ætːgæt
joatká	jˈuːtgɑm
joatkán	jˈuˈɑtkæn
joga	jˈɔːgə
jogaid	joː˧˥gã̠it̪˨
jogaide	joː˧ːkaite
jogaiguin	joː˩ːkài̠koːin˥˥
jogain	jokain
jogas	jokas
jogat	jˈɑːgat
johanas	jɑhɑnɑs
johka	jˈɑːokˈa
johkaluktii	ioɣkaluktj
johkaluokta	jɔħˈkɑlɔtkˈa
johkaluovtta	iohkalovta
johkaluovttas	jˈɔkkˈalmɑːfˈtˈæʃ
johkamohki	jˈoːkɑmˈoːkki
johkamohki gielda	jɑˌhkˌɑ ˈmɑˌʊkˈki keltˌtɑ
johkamohkis	ˈeskemoːxˈkis
johkamohkki	jɑhkamɑhˈkːi
johkamohkkái	jorkamˈɔxkˈɛ
johkan	jɒhkˈan
johkanjárga	jħkəniaɾˈɑkˈɑ
johkanjárgga	jˈɔxkɑnˈɐrkˈa
johkanjárggas	oɦkænjɛrkːɯs
johkanjárgii	jħkɑnːjaɾˈi
johkii	jɔkki
johtilit	jɑːhtˢeːleːt
johtolat	jɑhdɑlæt
jonnejoga	jonnˌeˌoˌka
jonnejogas	jˈɔnnˈɛjˈɔgas
jonnejohka	jonnˌeˈoˌˌhˌkˌɑ
jonnejohkii	jɔnˌnˌeˌjɔhki
jorgal	ɾɐkl
jorgala	ʝˈɔɾkˈala
jorgalan	jɑːrkæˈlæn
jorgalat	ɾɣ̞olatʃt
jorgaleaba	ɟʝoɾt̪kaleapɾ
jorgaleaddji	ɛɔrkalɛatʃe
jorgaleaddjin	ɾˈɛstˈɛn
jorgaleaddjis	ɾɔkaladʒis
jorgaleaddjit	jˈɔrəkˈlægˈdʒɪkt
jorgaleaddjái	ɔɾˈkalaʒˈajː
jorgaleahppi	ɾɐ̃ːkɐ̃ːɐbɪ̃ː
jorgaleddjiid	jɔrgaleiddʒejd
jorgaleddjiide	joɾaleidʒide
jorgaleddjiiguin	ɟʝoɾt̪kalɛt̪ːeiɣ̞oĩn̪
jorgaleddjiin	joɾkalejddʒen
jorgaledje	ɟɟlejtʃe
jorgalehpet	jˈoːrkˈaleːxpˈɛst
jorgaleidde	eorkalejte
jorgaleiddet	jˈɔrkˈaleːtˌeːt
jorgaleigga	ljˈoɾkãleˈika
jorgaleimme	ɔɾkaleime
jorgaleimmet	jˈɔrkalˈeimˈɛst
jorgaletne	jˈɑrkalˈɛtnˈlˈɛ
jorgalii	joɾɣ̞oli
jorgalin	ʝˈoɾtʃˈlˈɛn
jorgalit	jˈɑːɾkˈɑːrlˈɪçt
jos	e̞s
josva	jˈɔsva
jotke	etke
jotken	el
jotket	jˈɑtgˈɛt
jotkkii	jotki
jotkkiide	tjɔtkeːne
jotkkiidet	tˈikivˈɛt
jotkkiiga	jɔtkiːga
jotkkiime	ˈɪtkiːmɛ
jotkkiimet	jˈɑtkimet
jovnnačohka	iovnatʃoxka
jovnnačohkas	jovnatʃoxkas
jovnnačohkka	jɔvnatʃɔχka
jovnnačohkkii	junatʃoxke
jovsset	joːvzet
jođiheaddji	joː˧ːvihe˩˥ːdʒeː˧
jođiheaddjit	jˈʊɹðɪhˈɛɹdʒɪt
juga	ljˈuːgɑ
jugai	lʊˈgaj
jugaide	juːkaide
jugaidet	ʒuːkaːiːtɛt
jugaiga	juːkaɪ̯ga
jugaime	juːkaɪ̞bɪ̞
jugaimet	jˈuːkˈæɪmˈeɪht
jugan	ʝugan
jugat	ʝugat
juhkaba	juhkaba
juhkabeahtti	juːnːtɑːbæhˈti
juhkabehtet	jɔhkaːtæhtɛt
juhkan	jʊ̞hkʊ̞n
juhkat	jˈuhkˈat
juhke	jʊ̞hkæ
juhken	jˈuh
juhket	juhkɛt
