×	peke
シェールオイル	ɕieːɾɯoiɾɯ
シェールガス	ɕieːɾɯgasɯ
シェール・オイル	ɕieːɾɯ oiɾɯ
シェール・ガス	ɕieːɾɯ gasɯ
シエスタ	ɕiesɯta
シエラレオネ	ɕieɾaɾeone
シエラ・レオネ	ɕieɾa ɾeone
シオアメンボ	ɕioameɴbo
シオカラトンボ	ɕiokaɾatoɴbo
シオクグ	ɕiokɯgɯ
シオニスト	ɕionisɯto
シオニズム	ɕionizɯmɯ
シオフキガイ	ɕioɸɯkigai
シオマネキ	ɕiomaneki
シオン主義	ɕioɴɕɯgi
シカ	ɕika
シカイノシシ	ɕikainoɕiɕi
シカクマメ	ɕikakɯmame
シカゴ	ɕikago
シカゴ学派	ɕikagogakɯha
シカト	ɕikato
シカ科	ɕikaka
シガヌスドリアータス	ɕiganɯsɯdoɾiaːtasɯ
シガヌスロウスピ	ɕiganɯsɯɾoɯsɯpi
シガヌスロマグニフィカス	ɕiganɯsɯɾomagɯniɸikasɯ
シガリロ	ɕigaɾiɾo
シガレット	ɕigaɾetːo
シガレットケース	ɕigaɾetːokeːsɯ
シガレットパンツ	ɕigaɾetːopaɴtsɯ
シガレットペーパー	ɕigaɾetːopeːpaː
シガレットホールダー	ɕigaɾetːohoːɾɯdaː
シガレットライター	ɕigaɾetːoɾaitaː
シガレット・ケース	ɕigaɾetːo keːsɯ
シガレット・パンツ	ɕigaɾetːo paɴtsɯ
シガレット・ペーパー	ɕigaɾetːo peːpaː
シガレット・ホールダー	ɕigaɾetːo hoːɾɯdaː
シガレット・ライター	ɕigaɾetːo ɾaitaː
シガー	ɕigaː
シガーソケット	ɕigaːsoketːo
シガーボックス	ɕigaːbokːɯsɯ
シガーライタ	ɕigaːɾaita
シガーライター	ɕigaːɾaitaː
シガーライターソケット	ɕigaːɾaitaːsoketːo
シガー・ソケット	ɕigaː soketːo
シガー・ボックス	ɕigaː bokːɯsɯ
シガー・ライタ	ɕigaː ɾaita
シガー・ライター	ɕigaː ɾaitaː
シガー・ライター・ソケット	ɕigaː ɾaitaː soketːo
シキソトロピー	ɕikisotoɾopiː
シキビ	ɕikibi
シキミ	ɕikimi
シギ	ɕigi
シギウナギ	ɕigiɯnagi
シギダチョウ	ɕigidatɕoɯ
シクる	ɕikɯɾɯ
シクラミン酸ナトリウム	ɕikɯɾamiɴsaɴnatoɾiɯmɯ
シクラメン	ɕikɯɾameɴ
シクリッド	ɕikɯɾidːo
シクリッド科	ɕikɯɾidːoka
シクロ	ɕikɯɾo
シクロアルケン	ɕikɯɾoaɾɯkeɴ
シクロクロス	ɕikɯɾokɯɾosɯ
シクロスポリン	ɕikɯɾosɯpoɾiɴ
シクロデキストリン	ɕikɯɾodekisɯtoɾiɴ
シクロプロパン	ɕikɯɾopɯɾopaɴ
シクロヘキサン	ɕikɯɾohekisaɴ
シクロホスファミド	ɕikɯɾohosɯɸamido
シクワーシャー	ɕikɯɰᵝaːɕaː
シクンシ	ɕikɯɴɕi
シク戦争	ɕikɯseɴsoɯ
シク教	ɕikɯkjoɯ
シク活用	ɕikɯkatsɯjoɯ
シグ	ɕigɯ
シグナチャー	ɕigɯnatɕaː
シグナリング	ɕigɯnaɾiɴgɯ
シグナリングメカニズム	ɕigɯnaɾiɴgɯmekanizɯmɯ
シグナリングメッセージ	ɕigɯnaɾiɴgɯmesːeːdʑi
シグナリング・メカニズム	ɕigɯnaɾiɴgɯ mekanizɯmɯ
シグナリング・メッセージ	ɕigɯnaɾiɴgɯ mesːeːdʑi
シグナリング層	ɕigɯnaɾiɴgɯsoɯ
シグナリング機能	ɕigɯnaɾiɴgɯkinoɯ
シグナル	ɕigɯnaɾɯ
シグナルハンドラ	ɕigɯnaɾɯhaɴdoɾa
シグナルレッド	ɕigɯnaɾɯɾedːo
シグナル・ハンドラ	ɕigɯnaɾɯ haɴdoɾa
シグナル・レッド	ɕigɯnaɾɯ ɾedːo
シグナル名	ɕigɯnaɾɯmei
シグネチャ	ɕigɯnetɕa
シグネチャー	ɕigɯnetɕaː
シグモイド関数	ɕigɯmoidokaɴsɯɯ
シグラ	ɕigɯɾa
シケイン	ɕikeiɴ
シケメン	ɕikemeɴ
シコる	ɕikoɾɯ
シコクスズメダイ	ɕikokɯsɯzɯmedai
シコクビエ	ɕikokɯbie
シコシコ	ɕikoɕiko
シコンノボタン	ɕikoɴnobotaɴ
シゴく	ɕigokɯ
シサム	ɕisamɯ
シザーカット	ɕizaːkatːo
シザース	ɕizaːsɯ
シザースジャンプ	ɕizaːsɯdʑaɴpɯ
シザースパス	ɕizaːsɯpasɯ
シザースホールド	ɕizaːsɯhoːɾɯdo
シザース・ジャンプ	ɕizaːsɯ dʑaɴpɯ
シザース・ホールド	ɕizaːsɯ hoːɾɯdo
シザーズ	ɕizaːzɯ
シザーズパス	ɕizaːzɯpasɯ
シザーテイルダムゼルフィッシュ	ɕizaːteiɾɯdamɯzeɾɯɸiɕːɯ
シシウド	ɕiɕiɯdo
シシカバブ	ɕiɕikababɯ
シシバナザル	ɕiɕibanazaɾɯ
シシャモ	ɕiɕamo
シシュフォス	ɕiɕɯɸosɯ
シジミ	ɕidʑimi
シジミチョウ	ɕidʑimitɕoɯ
シジュウカラ	ɕidʑɯɯkaɾa
シジュウカラガン	ɕidʑɯɯkaɾagaɴ
シジュウガラ	ɕidʑɯɯgaɾa
シス	ɕisɯ
シスアド	ɕisɯado
シスオペ	ɕisɯope
シスコン	ɕisɯkoɴ
シスター	ɕisɯtaː
シスターボーイ	ɕisɯtaːboːi
シスター・ボーイ	ɕisɯtaː boːi
シスチン	ɕisɯtɕiɴ
システイン	ɕisɯteiɴ
システマチック	ɕisɯtematɕikːɯ
システマティク	ɕisɯtemateikɯ
システマティック	ɕisɯtemateikːɯ
システム	ɕisɯtemɯ
システムのエナジーセーブレベル	ɕisɯtemɯnoenadʑiːseːbɯɾebeɾɯ
システムのリセット	ɕisɯtemɯnoɾisetːo
システムアクティビティ	ɕisɯtemɯakɯteibitei
システムアドミニストレータ	ɕisɯtemɯadominisɯtoɾeːta
システムアナリシス	ɕisɯtemɯanaɾiɕisɯ
システムアナリスト	ɕisɯtemɯanaɾisɯto
システムアプリケーションアーキテクチャ	ɕisɯtemɯapɯɾikeːɕoɴaːkitekɯtɕa
システムアプローチ	ɕisɯtemɯapɯɾoːtɕi
システムアーキテクチャ	ɕisɯtemɯaːkitekɯtɕa
システムイニ	ɕisɯtemɯini
システムイベント	ɕisɯtemɯibeɴto
システムインテグレーション	ɕisɯtemɯiɴtegɯɾeːɕoɴ
システムインテグレータ	ɕisɯtemɯiɴtegɯɾeːta
システムインテグレーター	ɕisɯtemɯiɴtegɯɾeːtaː
システムエラー	ɕisɯtemɯeɾaː
システムエリア	ɕisɯtemɯeɾia
システムエンジニア	ɕisɯtemɯeɴdʑinia
システムエンジニアリング	ɕisɯtemɯeɴdʑiniaɾiɴgɯ
システムオペレータ	ɕisɯtemɯopeɾeːta
システムカメラ	ɕisɯtemɯkameɾa
システムキッチン	ɕisɯtemɯkitɕːiɴ
システムキャレット	ɕisɯtemɯkjaɾetːo
システムクラッシュ	ɕisɯtemɯkɯɾaɕːɯ
システムクロック	ɕisɯtemɯkɯɾokːɯ
システムコンテキスト	ɕisɯtemɯkoɴtekisɯto
システムコンバーター	ɕisɯtemɯkoɴbaːtaː
システムコンフィギュレーション	ɕisɯtemɯkoɴɸigjɯɾeːɕoɴ
システムコンポ	ɕisɯtemɯkoɴpo
システムコール	ɕisɯtemɯkoːɾɯ
システムズ	ɕisɯtemɯzɯ
システムズアプローチ	ɕisɯtemɯzɯapɯɾoːtɕi
システムズネットワークアーキテクチャ	ɕisɯtemɯzɯnetːoɰᵝaːkɯaːkitekɯtɕa
システムズ・アプローチ	ɕisɯtemɯzɯ apɯɾoːtɕi
システムズ・ネットワーク・アーキテクチャ	ɕisɯtemɯzɯ netːoɰᵝaːkɯ aːkitekɯtɕa
システムセブン	ɕisɯtemɯsebɯɴ
システムソフトウェア	ɕisɯtemɯsoɸɯtoɯea
システムソフトウエア	ɕisɯtemɯsoɸɯtoɯea
システムダウン	ɕisɯtemɯdaɯɴ
システムチャネル	ɕisɯtemɯtɕaneɾɯ
システムテレビ	ɕisɯtemɯteɾebi
システムディスク	ɕisɯtemɯdeisɯkɯ
システムデザイナー	ɕisɯtemɯdezainaː
システムデザイン	ɕisɯtemɯdezaiɴ
システムデバイス	ɕisɯtemɯdebaisɯ
システムデータ	ɕisɯtemɯdeːta
システムトレイ	ɕisɯtemɯtoɾei
システムトレード	ɕisɯtemɯtoɾeːdo
システムドライブ	ɕisɯtemɯdoɾaibɯ
システムネットワーク	ɕisɯtemɯnetːoɰᵝaːkɯ
システムネットワークアーキテクチャ	ɕisɯtemɯnetːoɰᵝaːkɯaːkitekɯtɕa
システムハウス	ɕisɯtemɯhaɯsɯ
システムハッキング	ɕisɯtemɯhakːiɴgɯ
システムバイオロジー	ɕisɯtemɯbaioɾodʑiː
システムバス	ɕisɯtemɯbasɯ
システムパラメタ	ɕisɯtemɯpaɾameta
システムパラメター	ɕisɯtemɯpaɾametaː
システムパラメータ	ɕisɯtemɯpaɾameːta
システムパラメーター	ɕisɯtemɯpaɾameːtaː
システムビルダ	ɕisɯtemɯbiɾɯda
システムファイル	ɕisɯtemɯɸaiɾɯ
システムファイル記述子	ɕisɯtemɯɸaiɾɯkidʑɯtsɯɕi
システムフォルダ	ɕisɯtemɯɸoɾɯda
システムフォローアップ	ɕisɯtemɯɸoɾoːapːɯ
システムフォント	ɕisɯtemɯɸoɴto
システムフローチャート	ɕisɯtemɯɸɯɾoːtɕaːto
システムプランナー	ɕisɯtemɯpɯɾaɴnaː
システムプログラマ	ɕisɯtemɯpɯɾogɯɾama
システムプログラム	ɕisɯtemɯpɯɾogɯɾamɯ
システムプロセス	ɕisɯtemɯpɯɾosesɯ
システムプロンプト	ɕisɯtemɯpɯɾoɴpɯto
システムボード	ɕisɯtemɯboːdo
システムメニュー	ɕisɯtemɯmenjɯː
システムメモリ	ɕisɯtemɯmemoɾi
システムメンテナンス	ɕisɯtemɯmeɴtenaɴsɯ
システムライフサイクル	ɕisɯtemɯɾaiɸɯsaikɯɾɯ
システムライブラリ	ɕisɯtemɯɾaibɯɾaɾi
システムラベル	ɕisɯtemɯɾabeɾɯ
システムリソース	ɕisɯtemɯɾisoːsɯ
システム・アクティビティ	ɕisɯtemɯ akɯteibitei
システム・アドミニストレータ	ɕisɯtemɯ adominisɯtoɾeːta
システム・アナリシス	ɕisɯtemɯ anaɾiɕisɯ
システム・アナリスト	ɕisɯtemɯ anaɾisɯto
システム・アプリケーション・アーキテクチャ	ɕisɯtemɯ apɯɾikeːɕoɴ aːkitekɯtɕa
システム・アプローチ	ɕisɯtemɯ apɯɾoːtɕi
システム・アーキテクチャ	ɕisɯtemɯ aːkitekɯtɕa
システム・イベント	ɕisɯtemɯ ibeɴto
システム・インテグレーション	ɕisɯtemɯ iɴtegɯɾeːɕoɴ
システム・インテグレータ	ɕisɯtemɯ iɴtegɯɾeːta
システム・インテグレーター	ɕisɯtemɯ iɴtegɯɾeːtaː
システム・エラー	ɕisɯtemɯ eɾaː
システム・エリア	ɕisɯtemɯ eɾia
システム・エンジニア	ɕisɯtemɯ eɴdʑinia
システム・エンジニアリング	ɕisɯtemɯ eɴdʑiniaɾiɴgɯ
システム・オペレータ	ɕisɯtemɯ opeɾeːta
システム・カメラ	ɕisɯtemɯ kameɾa
システム・キッチン	ɕisɯtemɯ kitɕːiɴ
システム・キャレット	ɕisɯtemɯ kjaɾetːo
システム・クラッシュ	ɕisɯtemɯ kɯɾaɕːɯ
システム・クロック	ɕisɯtemɯ kɯɾokːɯ
システム・コンテキスト	ɕisɯtemɯ koɴtekisɯto
システム・コンバーター	ɕisɯtemɯ koɴbaːtaː
システム・コンフィギュレーション	ɕisɯtemɯ koɴɸigjɯɾeːɕoɴ
システム・コール	ɕisɯtemɯ koːɾɯ
システム・セブン	ɕisɯtemɯ sebɯɴ
システム・ソフトウェア	ɕisɯtemɯ soɸɯtoɯea
システム・ソフトウエア	ɕisɯtemɯ soɸɯtoɯea
システム・ダウン	ɕisɯtemɯ daɯɴ
システム・チャネル	ɕisɯtemɯ tɕaneɾɯ
システム・テレビ	ɕisɯtemɯ teɾebi
システム・ディスク	ɕisɯtemɯ deisɯkɯ
システム・デザイナー	ɕisɯtemɯ dezainaː
システム・デザイン	ɕisɯtemɯ dezaiɴ
システム・デバイス	ɕisɯtemɯ debaisɯ
システム・データ	ɕisɯtemɯ deːta
システム・トレイ	ɕisɯtemɯ toɾei
システム・トレード	ɕisɯtemɯ toɾeːdo
システム・ドライブ	ɕisɯtemɯ doɾaibɯ
システム・ネットワーク	ɕisɯtemɯ netːoɰᵝaːkɯ
システム・ネットワーク・アーキテクチャ	ɕisɯtemɯ netːoɰᵝaːkɯ aːkitekɯtɕa
システム・ハウス	ɕisɯtemɯ haɯsɯ
システム・ハッキング	ɕisɯtemɯ hakːiɴgɯ
システム・バイオロジー	ɕisɯtemɯ baioɾodʑiː
システム・バス	ɕisɯtemɯ basɯ
システム・パラメタ	ɕisɯtemɯ paɾameta
システム・パラメター	ɕisɯtemɯ paɾametaː
システム・パラメータ	ɕisɯtemɯ paɾameːta
システム・パラメーター	ɕisɯtemɯ paɾameːtaː
システム・ビルダ	ɕisɯtemɯ biɾɯda
システム・ファイル	ɕisɯtemɯ ɸaiɾɯ
システム・フォルダ	ɕisɯtemɯ ɸoɾɯda
システム・フォローアップ	ɕisɯtemɯ ɸoɾoːapːɯ
システム・フォント	ɕisɯtemɯ ɸoɴto
システム・フローチャート	ɕisɯtemɯ ɸɯɾoːtɕaːto
システム・プランナー	ɕisɯtemɯ pɯɾaɴnaː
システム・プログラマ	ɕisɯtemɯ pɯɾogɯɾama
システム・プログラム	ɕisɯtemɯ pɯɾogɯɾamɯ
システム・プロセス	ɕisɯtemɯ pɯɾosesɯ
システム・プロンプト	ɕisɯtemɯ pɯɾoɴpɯto
システム・ボード	ɕisɯtemɯ boːdo
システム・メニュー	ɕisɯtemɯ menjɯː
システム・メモリ	ɕisɯtemɯ memoɾi
システム・メンテナンス	ɕisɯtemɯ meɴtenaɴsɯ
システム・ライフ・サイクル	ɕisɯtemɯ ɾaiɸɯ saikɯɾɯ
システム・ライブラリ	ɕisɯtemɯ ɾaibɯɾaɾi
システム・ラベル	ɕisɯtemɯ ɾabeɾɯ
システム・リソース	ɕisɯtemɯ ɾisoːsɯ
システム保守	ɕisɯtemɯhoɕɯ
システム修復ディスク	ɕisɯtemɯɕɯɯɸɯkɯdeisɯkɯ
システム共通領域	ɕisɯtemɯkjoɯtsɯɯɾjoɯiki
システム分析	ɕisɯtemɯbɯɴseki
システム制御プログラム	ɕisɯtemɯseigjopɯɾogɯɾamɯ
システム化	ɕisɯtemɯka
システム名	ɕisɯtemɯmei
システム名称	ɕisɯtemɯmeiɕoɯ
システム商品	ɕisɯtemɯɕoɯçiɴ
システム実動時間	ɕisɯtemɯdʑitsɯdoɯdʑikaɴ
システム宣言	ɕisɯtemɯseɴgeɴ
システム手帳	ɕisɯtemɯtetɕoɯ
システム支援	ɕisɯtemɯɕieɴ
システム文字集合	ɕisɯtemɯmodʑiɕɯɯgoɯ
システム文書	ɕisɯtemɯbɯɴɕo
システム概念設計	ɕisɯtemɯgaineɴsekːei
システム理論	ɕisɯtemɯɾiɾoɴ
システム生成	ɕisɯtemɯseisei
システム生物学	ɕisɯtemɯseibɯtsɯgakɯ
システム産業	ɕisɯtemɯsaɴgjoɯ
システム監査	ɕisɯtemɯkaɴsa
システム立ち上げ	ɕisɯtemɯtatɕiage
システム管理	ɕisɯtemɯkaɴɾi
システム管理オブジェクト	ɕisɯtemɯkaɴɾiobɯdʑiekɯto
システム管理サービス	ɕisɯtemɯkaɴɾisaːbisɯ
システム管理応用エンティティ	ɕisɯtemɯkaɴɾioɯjoɯeɴteitei
システム管理応用サービス要素	ɕisɯtemɯkaɴɾioɯjoɯsaːbisɯjoɯso
システム管理応用プロセス	ɕisɯtemɯkaɴɾioɯjoɯpɯɾosesɯ
システム管理操作	ɕisɯtemɯkaɴɾisoɯsa
システム管理機能	ɕisɯtemɯkaɴɾikinoɯ
システム管理機能単位	ɕisɯtemɯkaɴɾikinoɯtaɴi
システム管理機能単位パッケージ	ɕisɯtemɯkaɴɾikinoɯtaɴipakːeːdʑi
システム管理機能領域	ɕisɯtemɯkaɴɾikinoɯɾjoɯiki
システム管理者	ɕisɯtemɯkaɴɾiɕa
システム統合	ɕisɯtemɯtoɯgoɯ
システム要件	ɕisɯtemɯjoɯkeɴ
システム要求	ɕisɯtemɯjoɯkjɯɯ
システム記述	ɕisɯtemɯkidʑɯtsɯ
システム設計	ɕisɯtemɯsekːei
システム試験時間	ɕisɯtemɯɕikeɴdʑikaɴ
システム試験評価計画	ɕisɯtemɯɕikeɴçjoɯkakeikakɯ
システム論	ɕisɯtemɯɾoɴ
システム論理装置	ɕisɯtemɯɾoɴɾisoɯtɕi
システム識別子	ɕisɯtemɯɕikibetsɯɕi
システム負荷レベル	ɕisɯtemɯɸɯkaɾebeɾɯ
システム資源	ɕisɯtemɯɕigeɴ
システム適合性宣言	ɕisɯtemɯtekigoɯseiseɴgeɴ
システム適合性試験報告書	ɕisɯtemɯtekigoɯseiɕikeɴhoɯkokɯɕo
システム量	ɕisɯtemɯɾjoɯ
システム開発	ɕisɯtemɯkaihatsɯ
システム障害	ɕisɯtemɯɕoɯgai
システム領域	ɕisɯtemɯɾjoɯiki
システム５	ɕisɯtemɯɸaibɯ
シストランス異性	ɕisɯtoɾaɴsɯisei
シストリック	ɕisɯtoɾikːɯ
シストリックアレイ	ɕisɯtoɾikːɯaɾei
シストリック・アレイ	ɕisɯtoɾikːɯ aɾei
シストレ	ɕisɯtoɾe
シストロン	ɕisɯtoɾoɴ
シズル	ɕizɯɾɯ
シズルカット	ɕizɯɾɯkatːo
シズル感	ɕizɯɾɯkaɴ
シソ	ɕiso
シソーラス	ɕisoːɾasɯ
シソ目	ɕisomokɯ
シソ科	ɕisoka
シゾイド人間	ɕizoidoniɴgeɴ
シタビラメ	ɕitabiɾame
シタムシ	ɕitamɯɕi
シタール	ɕitaːɾɯ
シターン	ɕitaːɴ
シダ	ɕida
シダレザクラ	ɕidaɾezakɯɾa
シダレモモ	ɕidaɾemomo
シダレヤナギ	ɕidaɾejanagi
シダ植物	ɕidaɕokɯbɯtsɯ
シチジル酸	ɕitɕidʑiɾɯsaɴ
シチズン	ɕitɕizɯɴ
シチズンシップ	ɕitɕizɯɴɕipːɯ
シチセンスズメダイ	ɕitɕiseɴsɯzɯmedai
シチセンチョウチョウウオ	ɕitɕiseɴtɕoɯtɕoɯɯo
シチセンムスメベラ	ɕitɕiseɴmɯsɯmebeɾa
シチヘンゲ	ɕitɕiheɴge
シチメンチョウ	ɕitɕimeɴtɕoɯ
シチュ	ɕitɕɯ
シチュエーション	ɕitɕɯeːɕoɴ
シチュー	ɕitɕɯː
シチリアの晩鐘	ɕitɕiɾianobaɴɕoɯ
シッカチーフ	ɕikːatɕiːɸɯ
シッカロール	ɕikːaɾoːɾɯ
シック	ɕikːɯ
シックス	ɕikːɯsɯ
シックスシグマ	ɕikːɯsɯɕigɯma
シックスシグマｄｍａｉｃサイクル	ɕikːɯsɯɕigɯmadeiːemɯeːaiɕiːsaikɯɾɯ
シックスティ	ɕikːɯsɯtei
シックスティー	ɕikːɯsɯteiː
シックスティーナイン	ɕikːɯsɯteiːnaiɴ
シックスティー・ナイン	ɕikːɯsɯteiː naiɴ
シックスナイン	ɕikːɯsɯnaiɴ
シックスプレートソウテール	ɕikːɯsɯpɯɾeːtosoɯteːɾɯ
シックス・シグマ	ɕikːɯsɯ ɕigɯma
シックス・ナイン	ɕikːɯsɯ naiɴ
シックナー	ɕikːɯnaː
シックネスバッグ	ɕikːɯnesɯbagːɯ
シックネス・バッグ	ɕikːɯnesɯ bagːɯ
シックハウス	ɕikːɯhaɯsɯ
シックハウス症候群	ɕikːɯhaɯsɯɕoɯkoɯgɯɴ
シック・ハウス	ɕikːɯ haɯsɯ
シッシッ	ɕiɕːi
シッター	ɕitːaː
シッチャカメッチャカ	ɕitɕːakametɕːaka
シッティングルーム	ɕitːeiɴgɯɾɯːmɯ
シッティング・ルーム	ɕitːeiɴgɯ ɾɯːmɯ
シット	ɕitːo
シットイン	ɕitːoiɴ
シットコム	ɕitːokomɯ
シットスピン	ɕitːosɯpiɴ
シットダウンストライキ	ɕitːodaɯɴsɯtoɾaiki
シット・スピン	ɕitːo sɯpiɴ
シット・ダウン・ストライキ	ɕitːo daɯɴ sɯtoɾaiki
シッピング	ɕipːiɴgɯ
シッピングゾーン	ɕipːiɴgɯzoːɴ
シッピング・ゾーン	ɕipːiɴgɯ zoːɴ
シップ	ɕipːɯ
シップアメリカン	ɕipːɯameɾikaɴ
シップエア方式	ɕipːɯeahoɯɕiki
シップ・アメリカン	ɕipːɯ ameɾikaɴ
シティ	ɕitei
シティガイド	ɕiteigaido
シティホテル	ɕiteihoteɾɯ
シティモール	ɕiteimoːɾɯ
シティ・ガイド	ɕitei gaido
シティ・ホテル	ɕitei hoteɾɯ
シティ・モール	ɕitei moːɾɯ
シティー	ɕiteiː
シティーエアターミナル	ɕiteiːeataːminaɾɯ
シティーガール	ɕiteiːgaːɾɯ
シティーギャル	ɕiteiːgjaɾɯ
シティーブルース	ɕiteiːbɯɾɯːsɯ
シティーホール	ɕiteiːhoːɾɯ
シティーボーイ	ɕiteiːboːi
シティーポップス	ɕiteiːpopːɯsɯ
シティー・エア・ターミナル	ɕiteiː ea taːminaɾɯ
シティー・ガール	ɕiteiː gaːɾɯ
シティー・ギャル	ɕiteiː gjaɾɯ
シティー・ブルース	ɕiteiː bɯɾɯːsɯ
シティー・ホール	ɕiteiː hoːɾɯ
シティー・ボーイ	ɕiteiː boːi
シティー・ポップス	ɕiteiː popːɯsɯ
シテンチョウチョウウオ	ɕiteɴtɕoɯtɕoɯɯo
シテンヤッコ	ɕiteɴjakːo
シテンヤッコ属	ɕiteɴjakːozokɯ
シテ柱	ɕitebaɕiɾa
シデムシ	ɕidemɯɕi
シデロスタット	ɕideɾosɯtatːo
シデロライト	ɕideɾoɾaito
シトクロム	ɕitokɯɾomɯ
シトコム	ɕitokomɯ
シトシン	ɕitoɕiɴ
シトラス	ɕitoɾasɯ
シトリン	ɕitoɾiɴ
シトルリン	ɕitoɾɯɾiɴ
シトロン	ɕitoɾoɴ
シドニー	ɕidoniː
シドニージョウゴグモ	ɕidoniːdʑoɯgogɯmo
シナ	ɕina
シナイ文字	ɕinaimodʑi
シナウスイロイルカ	ɕinaɯsɯiɾoiɾɯka
シナゴーグ	ɕinagoːgɯ
シナジー	ɕinadʑiː
シナチベット語族	ɕinatɕibetːogozokɯ
シナチベット諸語	ɕinatɕibetːoɕogo
シナチョン	ɕinatɕoɴ
シナトラドクトリン	ɕinatoɾadokɯtoɾiɴ
シナトラ・ドクトリン	ɕinatoɾa dokɯtoɾiɴ
シナノキ	ɕinanoki
シナノキンバイ	ɕinanokiɴbai
シナノキ科	ɕinanokika
シナノホオヒゲコウモリ	ɕinanohooçigekoɯmoɾi
シナハマグリ	ɕinahamagɯɾi
シナバー	ɕinabaː
シナフジ	ɕinaɸɯdʑi
シナプシス	ɕinapɯɕisɯ
シナプス	ɕinapɯsɯ
シナプス間隙	ɕinapɯsɯkaɴgeki
シナミザクラ	ɕinamizakɯɾa
シナモン	ɕinamoɴ
シナモンロール	ɕinamoɴɾoːɾɯ
シナモン・ロール	ɕinamoɴ ɾoːɾɯ
