!	jɔøoːbˈstaɪm
"	kuˀˀsæˀːin
"karel appel"	taʁˈaːl ˈapɛl
bage - bagte - bagt	pɛjˈe pˈaktɛ pˈakt
bagefter	beːjɛːftɔ
bagefter fik vi rødgrød med fløde	aʁpˈaj sɛmˈfˈɛ vi ʁəkʁˈøːm flˈy
bagen	dˈeɪm
bagenkop	pɛːrˈiːnkoːp
bageovn	feijˈeːˈɔn
bager	beːlˈlˈe
bagerbutik	pæːˌjæːˀpʰauˀt̪i
bagere	bei̯a
bageren	peon
bagerens glade gadeplakater	ʋeˀˀjˀɛʁ̥n̩s g̊lˀæˀð̩ g̊aˀð̩ b̥lɛʁ̥g̊ælˀɑ
bagerforretning	pɛːɜfˈɾatnˌiːŋ
bageri	sˈe
bagerier	bɛːrʲiːˌɐ
bagerne	beːeːɾnɛ
bagerst	vˈæˈ
bagest	væest
bageste	pæˌˈɪstˈɛ
bagfra	be
baggrund	tau̯kon
baggrunde	pa˨˩ʁ˩˦ɔn˧
baggård	pau̯ko
baghave	taːlheːv
baglygte	aːlɛkty
baglås	aulos
baglænder	qawʃtʃn
baglæns	pau̯let̪s
bagmand	pɑlmen
bagmandspoliti	baləsqoːlsiː
bagning	bˈeɪnɪŋ
bagover	ðeɪˈɔvɚ
bagparti	pau̯pɐsiː
bagside	pɑʊ˨˩˦ʂɚ˧˥
bagsiden	tǎw˧˥sĩ˥˩
bagskifter	aʊsgˌiːftɜ
bagskærm	palskam
bagslag	au̯slʲau̯
bagsvaerd	bˈaʊʃˈɛɾ
bagsværd	palswɛn
bagsæde	dɑʊ˨˩˦seɾ˥˩
bagsædet	laʋsøðədt
bagt	bˈakt
bagtale	pou̯˨
bagtanke	baːltan
bagte	paːktu
bagtunge	pɑʊ˨˩˦ʈʂʊŋ˥˥
bagtungevokal	pou̯˨tsʊŋ˨˩oke˨˩
bagude	væjˈʊd
bagudskrånende	bæɾˀoˀusg̊uˀɐnˀə
bagved	bæbæl
bagvedkørende	bækʰeðekʰøːeˀɐ̯nɑ
bagvedliggende	bæ̝ːʋʲɪð̩ɫʲɛg̊nɛ
bagværk	pau̯dɐ
bahamaøerne	bæ̝hæmøːø̯nə
bahrainer	baɾajˈnə
baisse	pe̞s
bajads	beʝeθ
bajer	paja
bajersk	bˈæjɚsk
bajonet	pajonʲet
bak	bak
bakke	vˈake
bakkede	baːkɛðɛm
bakken	bˈakən
bakkenbart	baːzˈɑːr
bakker	taka
bakket	ɒhɒtˈitʃ
bakse	pɑksɪ̞
bakspejl	tˈɛstspˈaːs
bakterie	bat˦
bakteriofag	bakteriofei
bal	pem
balance	balaŋsə
balcon	bælkʰɔn
baldakin	peltɛkɪn
balde	fˈɛl
balder	tɑːlˈzə
balkan	bæsjæm
balkon	fɛlkɔn
balkonen	vˈɛlkɔm
ballade	vælæðe
ballademager	ʋæ̝ːd̥mɛːˀ
ballader	ɛlˈlɛ
ballast	bˈɛllɛst
ballasten - ballaster - ballasterne	pælɛstæn pælæstæɾ pælɛstɔnˌeː
balle	bˈɛl
balle børneorm	peːɛlːi pøːnøːom
baller	pˈɛlaˈoɾolapˈɛla
ballerina	flɑɣiːnɑ
ballerup	pɛlw
ballet	bɪ̞ɫɪ̞t
balletdanser	bɛlɛtɛnza
ballon	pelõŋ
balloner	beloŋgo
ballongyngen	baloːmkʏ̞ŋ
balthasar	pelˈtʃajsa
bamako	karaeiskuu
bamse	tˈɪpˈamsə
bamsen	pɑːmsən
bamser	pænsɔ
bamserne	baːmsɔnuf
banal	benlel
banal - banalt - banale	pɑnɛːl pɑnɛːlt pɑnɛːl
banan	beˈnˈeː
bananen	bˌiːnˈaɪtən
bananer	penˈenɑ
bananfluer	bˌɛnˌeːnfluːɐ
bananrepublik	bˌɛnˈeːtˈɛnrˈɛpʊblɪk
band	bænd
bandage	bendeeʃe
bandbulle	penpul
bande	ben
bandeord	banu
bander	bento
bandet	pando
bandit	pˈˈntˈitˈ
banditter	penˈtˈiːɾˈa
bandlysning	væˀnlyˀsning̊
bandt	bˈɛnt
bane	pæ̝ːn
banedanmark	pejˈintenmˈaɾ
banegård	pe˥˩ːn˩˩˦iko˥˩
banegården	benˈgɔn
bang & olufsen	faŋa uloʋ si
bange	pˈɑŋ
bangebuks	palʊkɑsˈ
bangebukse	paɲipɔksɨ
bangsbo	bˈæŋksbˈu
bank	bˈank
bankbog	panthpro
bankdirektør	bankdiːɾˈtʃi
banke	baŋgo
banke på døren	baŋkɛ pɔtˈøːr an
banke på et pæretræ	banke pʰøˀ e̝t pæˀːæe tˢɐ̯e
bankede	fˈaŋgə
banken	pankˈ
banker	tǎndɑɾt
bankerne	pæŋkɔ̙nː
banket	væŋkæ
bankfilial	sanfɪljeɾ
bankmand	pankmæn
bar	faː
barack obama	taːrak ʔəpaːnˈmɛ
barbara	paɾbava
barbarisk	papaːajsk
barber	papːiːa
barbere	papˈeia
barbere sig	papiː aːsai
barberede	papˌiːlˌ
barberer	papːiːɾ
barberet	papio
barberkniv	papeˈakˈoˈniwˈ
barbermaskine	papeˈamˈˈaskiˈ
bardame	bardem
bare	pa
bare hold hovedet oppe og benene nede	bɑˀɐ hɔˀ hʌð̩ oˀb̥ʰi fʌg̊ b̥iŋˀə nˀæð̩
bare lang til fadet!	batˈesˈtˈ tʃiːfˈɛldˈ
baren	bˈɑːran
barer	bˈa
barere	tɑ˥
barerne	paːan
barest	ˈɑːst
barfod	pafˀ
baristaer	ˈabɻɪsdˈeɪnˈ
barium	bˈaɾiːə
bark	pˈɑːk
barm	pɑːm
barmand	fɑːmɛn
barmhjertig	amiadɪ
barmhjertighed	paːm˩˩˦jɛː˧tʰuː˧
barmhjertighedsgerning	bʌmˀjæˀʁd̥ihˀhɑˀɐ̯nˀɛŋ
barn	vˈɑːn
barnabas	paːnˈtpˈeːɾsˈ
barndom	tɑːndəm
barndomstid	pand̥ɔˀmˀstˢið
barnebarn	baːn˩˩˦əbaːn˩˩˦
barnebarnet	paːn˩˥eːpɑːnɛd
barnedåb	t̪oːʊk̚
barnegråd	vˈɑːrnɔːkɹˈøːd
barneholm	bãnholm
barnemad	boːnˈænənoː
barnet	varne
barnets	pˈaɾtnɪts
barnevogn	fãnbõm
barnevognen	bɑːrnɛvˈɔɾnən
barnlig	pɑnli
barnløse	bɑːnløːsə
barnløshed	paˀɾ̥lʌiː˧seðˀ
barok	arˈɔk
barometer	paɣ̞omiɾa
baron	paʁˈo
baronesse von blixen-finecke	bæŋˀnæs fʌn ɛwˀ sɛnˀ fˌɪn ˈi kʰø
baronet	pˈˈaɣoːnˌɛt
barriere	taɾɾieɾ
bars	bas
barsel	pɑˀsʰl
barselsorlov	bˈaɪsəlzˈɑɹlˈoʊ
barsk	vˈæsk
barske	baske
barsø	pa˥˥sue
bart	bˈʌt
bartender	baːtsɛnda
bartenderen	tatsɛnda
bartholomaeus ziegenbalg	pˢo̞ˀu mˢəʊˀs siˢˢg̊nb̥ɑlkˢ
bartholomæus	pat̪θolomem
basal	besˈe
basale	pææsæˀːle
basalt	bˈɛsəld
base	pˈɛsɨ
baseball	bˈeɪsˌpˈɔl
baseballspiller	bˈeɪsbˌɔlspˈɪlɚ
baser	pɛisɐ
basere	basio
baserer	ðəsija
baseret	pessiːl
bashkim kadrii	baʃkʰim kaːdɾi
basilika	bæsiːlikːæ
basilikum	kəsˈɛstlˈikˈwˈɑ̃
basis	fˈeʃɨʃ
basisbog	bˈeɪsɪzbəʊt
basisk	resɨ
basket	bˈæskɛt
basketball	baskɛt̪bõːl
basnæs	bˈɛʃnəs
basse	pɛsɐ
bast	bˈɛst
bastard	bɛstad
bastholm	bˈɛsttˈɑːm
bastian bogh damm	besʲtɕɛn pɨu̯ dam
bastion	pestiu
bastionen og løven	væstjˈoːtən ˈɔk løːvən
basun	besum
bat	bˈɛt
bataljon	pæˀːsæljoːˀ
batte - battede - battet	pæðl pæðl pæðl
batteri	faːˈɾaj
batterier	pˌaˈɾˈɐgˈilˈɔ
batterierne	bæðrigeːne
batteriet	bˌatˈərˈiːə
batteritype	bæræɢiːtøb
bayersk	bˈaɪɛsk
bayeuxtapetet	bˈɛstjˈutˈɛɹpˈeɪdəl
be'	p̚˨˩
be' om	bi ɔn
beachvolley	piːtʃvˈɔli
bearbejde	biabæjde
bearbejdelse	bˈiːɾbəitˈəlzə
bearnaisesauce	peaˈnisos
bearnaisesovs	penesos
beata	pi˥˩˦etsa˥˩
beate	pijetʃ
beatnik	bitnik
beatrice	piɛtsɔjs
beatrix	pɛrtsɔiks
bebo	pˈɛpo
beboelig	be˩˥ːbo˩˥ːʔoli
beboelige	bibˈoːliː
beboelse	b̥ɛb̥oɐlˀse
beboer	bɛbˀuːɑ
beboet	beˈbɔd
bebrejde	bˈiːsbɾˈaɪtə
bebude - bebudede - bebudet	piːpuːðɛ piːpuːðəl piːpuːðət
bebygge	bibˈyg
bebyggede	bˌeːbygəðɑ
bebyggelse	b̥eˀb̥yg̊ɫse
bebyggelsen	bɛbyːgəlʃən
bebyggelser	b̥e̝b̥yg̊əl̪sɒ
bebyggelserne	b̥e̝b̥ɵlsɒnˀə
bebygger	dˈɛpyˈkə
bebygget	bˈɛbygə
becifringer	le-sˈifʁɛ̃ˈa
bed	bɪ̞ðɪ̞bɪ̞ðɪ̞
bed!	bɛb̥lb̥b̥b̥
bede	bɪl
bededag	bˈɪldɪ
bedemand	bɪ̞ðmæn
beder	peð̞a
bederoe	ɪlˀɐˀm
bedes	biz
bedrage	tɛtraːɔ
bedrage - bedrog - bedraget	bətrˈɑːvʊ bətɾˈoː bədɾˈaʊn
bedrager	bɛtrˈauːɾ
bedragere	bətrˈaʊər
bedrageren	pˌitɾˈaon
bedragerisk	beˀˀtrˈaɔøiˀsg
bedragerne	piːtraːɔn
bedraget	bitraːbəl
bedre	bɪ̞ɾɪ̞
bedrevidende	bɪ̞ðˀɑʁʋyn
bedringerne	bɛlgæniʁ
bedrog	tɛpˈiːtˈsʁəauː
bedrøve	petrˈøː
bedrøvede	b̥id̥rɔø̯jˀæɒˀ
bedrøvelse	bitrɔjʉlse
bedrøvende	piːtˈtˈrøːnˌeː
bedrøvet	tˈətˈɛʁ
bedst	bɪst
bedst før	bɪst fˈøːɹ
bedst før-dato	bɪst fɜ ˈeːdeːtˌu
bedste	pestuk
bedstefader	dˌɛstɨfˈaɾ
bedstefaderen	beʃtefelakɾast̪oɾan
bedstefar	bˈɛstəfˈɑːr
bedstefaren	bɪstəfɑːrn
bedstefars	bˈɛstəfˈas
bedsteforældre	b̥e̝sd̥ɛfʌjæld̥ʁø
bedsteforældrene	bɛstəfʌældrɔmɛ
bedstefædre	bˈɛstəfˈøːrɑ
bedstemoder	b̥ɛstəmˀuð̩ɑ
bedstemor	bˈɪstəmˈɔɹ
bedstemoren	bes˥˩lɑŋ˧˥uən˧˥
bedstemødre	bɪ̞ʃtɪ̞møɾʁʊ̞
bedt	pɪt
bedyre	peˈtyːə
bedårende	dˈiːtˈɔːn
bedømme	bjdøm
bedømmelse	b̥id̥�ømɛlse
bedømmer	pˈɪtøːmər
bedøve	bɪdˈʌvɪ
bedøvelse	bˌiːtˌyːvəlˌsə
bedøvelsesmiddel	b̥eˀd̥øːlˀsæsmˈiðəl
bedøvende	bɪ̞tˢdɪ̞ɪ̞vɪ̞nɛ
befalede	b̥ɛfˀæiˀld̥ə
befaler	b̥əfˀɑːlɑː
befalet	b̥ɛfæˀːlʲɛd̥
befinde	pifjˈnɪ
befippede	bifˈipˌɛl
befippelse	bifˈeːpəlse
befippet	pˌfˈɪpˌl
befolket	bɛfˈolgeː˧
befolkning	bəfˈɔlknɪŋ
befolkningen	befˈɑltnɪŋ
befolkninger	bəfˈolgnɪgɜ
befolkningsvækst	bˈɛfɒldnˌiːŋsvɛkst
befrielse	bˈɛfrˈiːlːse
befrugte	biːfrˈɔktə
befrugtning	bɛfɾˈʊktnˈɪŋ
befundet	ð̞eskoːd̪n˩˩˦a
befængt	ðəθɪŋk
beføjelse	ʋeˀfɔøse
beg	lai̯
begavet	bˈeɪgˌeɪtlˈo
begejstrede	beːkajstʰɔlɛ
begejstret	bægˈaɪstəl
begejstring	bʲigaɪttʃiŋ
begge	pɛkɪ
begge dele bruges	b̥ɛkke d̥eˀl̥ b̥ʁuz
begive	bikˈid
begivenhed	bˌigiːnhˈɪl
begivenheden	kio˧˧en˧hɛːl˧
begivenheder	b̥ekivənhæð˥ɑ
begivenhederne	b̥eˀg̊iˀvənhɪ̝ɐne
begivenhedshorisont	bɪkjuːnhˌɪzhˈɔɪsˌaɪnt
begrave	dˈiːsgɾˈɑːb
begravede	b̥e̝b̥rʌg̊ðˀɑ
begravelse	vˈiːθˈaʊzən
begravelsen	begɾau̯lsjn
begravelser	ɛkaːʃa
begravet	bægˌɾauːn
begreb	kwˈa
begrebet angest	bˈɪgɾˌɛːpəl ˈaɾnst
begrunde	pikˈoːnˈ
begrundelse	bʲekrʊnɛlse
begrundelsen	bˈigɾˈuːnəlsən
begræde	b̥ʁ̥a
begrænse	gɐn
begrænser	bəgˈrˈanˈtsɜ
begrænset	bɛkanntsɨt
begrænsning	bɛkrˈantznɪŋ
begunstige	kˈomˈstˌiːhˈə
begynd	tikːyn
begynde	begˈøːnə
begyndelse	lˈekuldˈlsɯ
begyndelsen	bəgˈɪnəlsən
begyndelser	køːnseː
begyndelserne	b̥eg̊ɵnənsɔˀnɑˀ
begyndelsesgrunde	d̥eːg̊øsˀnəsɑːsg̊rɔnˀɛn
begyndende	begˈɪn
begynder	bɛɣɪnɛ
begynderdansk	bʲigøːnædænsk
begyndere	begˈøːnaː
begynderhold	beˌgˌøːnɜhˈɔl
begyndt	bˌeːkølt
begyndte	beˈgənˈdˈɔ
begå	biko
begået overgreb mod sin svigerfar	b̥eg̊uð̩ ɒwˀɐˀg̊ʁæb̥ mˈoð̩ sɛnˀ sʋi ɒw faːˀɐ
begår et overgreb	bˌɪkˈɔɹ ˈɪt ˈɔvɚgɹˌeɪp
begær	bɛɣeɑ
begære	pɛqɛjo
begærene	tʃarkeam
begæret	bˌeːgˈeːlt
begæring	pˌikˈeɪ
begærlig	ˈesteˈesto
begærlige	pɛkɛɑli
begærligt	tʃialɪd
behag	bɪˈheɪ
behage	beˈeɪ
behagede	b̥eˀhæˀːð̩ə
behagelig	behejli
behagelige	beˈheɪlˌiː
behageligehederne	ʋeˀg̊hɛˀlihˀneˀ
behageligere	beːˈɦˈɾɪlˌiːɑː
behagelighed	b̥eˀhæˀlihið̩
behageligst	beˈhejɪlˌiːst
behageligt	beˈæːræˈlɪd
behager	d̥eːɦeːeːɒ
behaget	ð̞e̝hæe̝ð̞
behandle	beːrjɒnlɒ
behandlede	b̥e̝hẽnleː̩˦
behandler	beːˈɦenna
behandlere	bɛːhɛd˧lɔː
behandlet	b̥e̝hæld̥
behandling	beːˈhətlen
behandlingsdom	bɪ̞hæntlɪ̞ŋsdɑːm
behandsket	ʋeˀhænˀsg̊ɛð
beherske	b̥eˀɦæɾ̥skə
behersker	b̥eˀɦæˀːskʌ
behersket	b̥əhæˀːskˀe
behold	bejal
beholde	bˈeːhˌɔl
beholder	beːˈhɑːlˌa
beholdning	bæhˈɑtni
beholdningen	b̥eˀhɔ̀ld̥nigeː
beholdt	bəhˈɔlt
beholdte	b̥eˀhɔ̀ld̥ə
behov	be˨˩˦hou˨˩˦
behovspyramide	b̥eˀhɑˀu̯sg̊pʰœ̀ɐ̯midi
behåret	beˈhoːl
behændig - behændigt - behændige	beˀˀɦændi behˀˀːid bəɦˈeɪndi
behøve	bˌeːhˈyːl
behøvede	bihˈubiðˈɛɹ
behøver	bˌeːhˈɔː
behøver jeg recept?	b̥øːhˌʉr jˈɑːg ʁeːˌkɛpt
behøver vi at reservere?	b̥eˀhøːð̩ɑ̈ vˈi ɒw ɐ̝sɛʁvˈeːɐ̯
behøves	beˈʁiːz
behøvet	b̥eˀhʌwˀð̩
behøvlet	b̥eˀhøːəlˀə
beige	bɪʃ
beirut	bˈaɪɾuːt
bejae	biːjˈe
bejdse	bˈaɪd
bejler	bajla
bekende	tʃiːzikeːmiː
bekendt	beːtˈi
bekendte	bɪ̞kæntdæ
bekendtgøre bekendtgjorde bekendtgjort	bɪˈkɪnt gˈuɹ bɪˈkɪnt gˈuɹ bɪˈkɪnt gɔːt
bekendtgørelse	bətʃhˈɪdzgɹˈɑtˈeɪ
bekendtgørelsen	bɪˌkɪːngøːlsən
bekendtskab	ðəkˈæntskˈeɪp
beklage	bikle
beklager	bæklˈɛɹ
beklikke - beklikkede - beklikket	b̥eg̊lˀeg̊ɛ b̥eg̊lˀeg̊ɛ b̥eg̊lˀeg̊ɛ
beklædning	b̥iʲ˩g̊lˀnŋ
bekræftelse	kˈɛnt
bekræftet	ðækɾastu
bekvem	bikrˈm
bekvemme	bʲikvɛːmɛ
bekvemmeligheder	b̥ɛkvimˀɛld̥id̥ɐ
bekvemt	bɛkvˈɪmt
bekymre	bˈɛkʏmrɜ
bekymrede	ekɔnˈtˈ
bekymrer	ekəmwˌa
bekymret	beːkɪ̞m
bekymring	bəkˈʏmən
bekymringen	ðəkɵmɾŋ
bekymringer	bəkˈʏmbɾɪŋ
bekymringerne	bɛkːutmaːɪŋˌanɛ
bekæmp	bˈɛkæmp
bekæmpe	mkempɛ
bekæmpelse	bʲekhæmpusˈøz
belagt	bɪlˈakt
belastende	bɪlestni
belave sig på	peleʊ zˌɐpˈoʊ
belejlig	bælæjlæ
belejligt	bælˈaɪlid
belemre	piliː˧ʔŋɔː
belgien	plˈkˈin
belgier	pˈɛlkə
belgisk	plkisk
beliggende	biliːgeːnə
beliggenhed	b̥ɛlˀiːg̊nhəð̩
bella center	pe la sɛta
bellahøj svømmestadion	b̥ɛllæ hɒø̯ˀs v̥�ømˀmd̥ stˢæˀːd̥jɒˀnˀ
beloeb	bɪlˈyːb
belvederekaj	pælʋʲid̥iɐ̯kˢaj
belysning	b̥ɛ̀ːlˀʉ̩ːsnig̊
belæg	b̥ɪleːk
belæg - belægget - belæggene	b̥ɛleːg̊ b̥ɛleːg̊ð b̥ɛleːg̊nə
belægget	ˌɛleˈgˈa
belæsning	plʲesnʲ
beløb	bɛløp
beløbet	bløpˈl
beløbet vil blive delt over 3 måneder	b̥ɛløˀb̥ɛð ʋɛb̥li deˀl ɑːvˀɑ̈ tˢʰɛ mˀwnˀd̥a
beløn	bʲɪlːøn
belønning	biliːnˌnɪŋ
bemalede	bimæeˀˀle
bemærk	bˈɛnmˈɛɾk
bemærke	iˈmeˈʔaʒo
bemærkede	bimeːəksɛda
bemærkelsesværdigt	bˈiːmmˈɛɾkəlsəsvˌeːɾdət
bemærket	b̥ɛmmˀɛrkˀad̥
bemærkning	bəmˈɛɾknɪŋ
bemærkningen	ðəmækniːn
bemærkninger	ɦlɑxŋ
bemærkningerne	bəmaɾkniːŋənə
ben	pɪn
ben - benet - benene	b̥i̠n̩ b̥i̠nə b̥i̠nə
bende	eˈntɛ
bendstrup	vˈɪntstɾˈɔp
bendt bendtsen	beːŋˌ bˈɛntʃən
bendte	pjɛn˨˩˦tsɯ˥˩
benedikt	bˌeːnədˈit
benedikte	penetiktɛ
benedikte hansen	b̥ɛnd̥iɣ̊t̥ə ˈhansən
benene	beːnønø
benet	pinn
bengt holst	bɪŋtəlz
benjamin	benim
benjamin christensen	benjɛmˈin kʰˈɛstˌɪnən
benjamin stender	benjˈamən stˈɛntə
benovet	ʋeˀnɔˀuˀð
benplads	beːmplˈeɾs
benrad	biːnrɑːl
bent axen	iːn aksɛn
bent fabricius bjerre	bən fɔɾbɾˈɪçtʃuː ʃpˈeːr
bent faurschou-hviid	vˈɛnt fˈɑˀʁˀɑːsg̊oːˀvˀvˀiːˀðˀ
bent grove	bɛnt kɾˈɔdə
bent isager-nielsen	bænt ˈɪzlæn ɪlsɪn
bent larsen	vˈɪntlɑːsən
bent sejrø	bənsajoʊ
bent sørensen	b̥ɪnt søˀˀnzøˀˀn
bente	penˈtʃu
benyt	minˈut
benytte	biniʝ
benytte sig af	biː njuː tə seɪ
benyttelse	b̥ʲɪnʏtˢɛlˀsæ
benzin	bɛnˈtsiːn
benzinen	b̥ẽnˀ˩˦siˀ˩˦ŋ
benzinstation	benzˈˌiŋʒdˈˌɐkˈiˌõːŋ
benzintank	kən˥˩si˥˩n˥˩sǎŋ˥˥
benægte	vindɛkjø
benægtede	boːnˈgə
benægtelse af	benikːelsə ɑj
benævnelse	bɛneɯnˀsɯ
beograd	piˀˀuˀːkɐd
beordr!	vˈəˈɔlt
beordre	bˈeːtˈaːtˈrɑː
beordrede	bˈiˈɔdhˈøðə
beordrer	pjoto
berberisk	bɛkpæɾr̥bɛɾ̥ɐ̃sk
beredskab	bæɾɕkup
beredskabsstyrelsen	b̥ɐ̯ʁ̥ð̩skæpsd̥yr̥l̩s̺ən
beredt	beːrˈeːt
beregne	kwˈɛnt
beregner	bivˈeːɾ
beregnet	tɛraːˈyːnˌə
beregning	bərrɑːiːnɪŋ
berejse - berejste - berejst	bərˈaɪzɜ bərˈaɪzdə bərˈaɪst
berendtsen	beˈɛntsən
beretning	bˈɛraˈtnˈɪŋ
berettige	beːrˈadiː
berettiger	beˈrˈatijˈɑ
berettiget	bæɾatˌiːð
berggren	pˈɛlgɹˌiːn
bergmann	bɛlmæn
berigende	sɛʁein
bering	pjæ̀ːn
berit	biːrət
berit brogaard	pˈeːɾɪt bɾˈɔkoʊ
berkelium	beɾkeɾdljoɾ
berlin	fɛli
berliner	taˈlino
berlingske tidende	b̥ɛrˀl̥ɪnsg̊ɛ tˢið̩̩̦d̥ne
bermudashorts	bɛmˈuːlæsjɔːɾt
bernadotte bjørn	benedorɛ bjɔn
bernd	bɛnt
berner	beˈano
bernhard	bɛɾnhɑːɾt
bernhard severin ingemann	bɛrnhard sɛvɛrɛn ɪŋɪˀ mɛn
bernstorffsgade	bʲɛnsɔˀsg̊ad̥
bernstorffsvej	beːˈʌnstˈoːzslˈaɪ
bernt	baɪns
bernth	plˈɛnt
bero	pˈeʁˈɔ
bero på	peʁupˈo
berolige	ɾuːliː
beroligende	byʁʊɔlˈeːnˈ
beroliger	bˌɪɾˈoːlˌiːɑː
bertel	pi˥˩tse˧˧
bertel haarder	bæadəl hɔːdeːr
bertel thorvaldsen	b̥ɛrtə tˢoˀ vælˀsən
bertel thorwaldsen	aɾˈɛʃa
bertha	ɛ̀ːt˥sa
berthel thorvaldsen	bæɾdæl tˈɔr vɛlxən
bertil skov jørgensen	b̥ɛrtjld̥ sg̊oˀ jˀɑ̈ˀnˀsənˀ
bertram	ðæɾtsæm
beruse	bˈeːrˌuːsə
beruset	b̥iɐ̯ɾ�
berygtede	beːrˈottsˈøː
berygtet - berygtede	bɪ̞ɾrʊ̞ɪ̞ktʊ bɪ̞ɾʊ̞ɪ̞ktaðæ
beryllium	bˌeːɾˈoːlɪə
berømme - berømmede - berømmet	b̥eʁˢɵmˀɑbeˀɐ̯mˀɛð b̥eʁˢɵmən̩əd̥ b̥ɛʁˢɵmən̩əd̥
berømt	bˈɛʁʊmˈt
berømte	beˈɣɔntɪ
berøre	beːrˈuːjˈɑː
berøring	bɛrˈɔɪˈaɪn
berørt	tejˈvɑ
berørte	tə-ʁwaʁd
berøve	tˈɛstrˈøvə
besat	bɪˈsɛt
besejre	bɪsajæɾ
besejret	bəsajrɔt
besejring	bisajɾɪŋ
besidde - besad - besiddet	b̥əsid̥ b̥əsad̥ b̥əsid̥
besiddelse	b̥æsid̥nøɐlˀsæ
besiddende	bisiðin
besigtige	b̥əsì̯g̊t̥i
besigtigelse	bæsigtid̥lsæ
besigtigelserne	tˈɛstsɛkːtˈigilˈsɔ̃ˈa
besindelse	bəsɛɑ̃sɑ
besindighed	b̥səntˢiheˀð̩
beskadiger	beskeð̞ia
beskadiget	b̥ʱeskʰað̩ã
beskaffenhed	v̩sg̊afˀənhˀɛd̥
beskaffenheden	b̥ɛsg̊afˀn̩hɪðˢɑn
besked	bɐskelt
beskeden	b̥ɛskəð̩ən
beskeder	d̥e̝sg̊iðˀɑ
beskedne	b̥skiðn̩ə
beskidt	bɪsgˈiːt
beskidte	elskjɾe
beskrev	dˈɛstskɹˈav
beskrevet	biskrˈpt
beskrive	bʃkɾiːu
beskrivelse	bɪ̞skɾʲoːlsɪ̞
beskrivelser	b̥eskʰʁiːb̥ɛlsɛɐ̯
beskriver	bɪskɪwɑ
beskyldning	biskˌyːvnə
beskyldt	b̥e̝skyltˀ
beskyldte	bəskylˈdˈe
beskytte	ðæskɵːti
beskytte sig	bi ˈskydə sɛj bi ˈskyd sɑˀ
beskyttelse	bæskʰøːrnitˢa
beskyttelser	ʋiːˀsg̊ʌd̥ˀɛlsɒ
beskyttelsesudstyr	hˈæzvældesdˈæsvæstjˈɑ
beskytter	ðæsgʏ̞dæɾ
beskyttere	bisgʏdˀa
beskyttet	tsʰɯːrdɯː
beskæftige	bəskˈɛfti
beskæftigede	b̥əsg̊æftiɐ̯ðɑ
beskæftigelse	biskeptiiɾse
beskæftigelsesfremmende foranstaltninger	b̥ɛsg̊ɛfˀd̥iɐ̯sɛs frˈɛmənə fʌ̝ ɐ̯nˀsd̥æld̥nᵑg̊ɐ̯
beskæftigelsesminister	bʲeskæftʲiɛ̀lsɛsmɪ̞nistɑ
beskæftigelsesministeren	bɪsgɪftjɪlzɪsmoniztɔn
beskæftigelsesministerium	haskiftijɛvtsɛʃmnisteːrjɔn
beskæftiger	beskˈɛftˈiːɒ
beskæftiget	b̥æsg̊ɛftˢið̩
beskære	bˌiskeˌɛɾˈa
beslag	bisleː
beslaglægge	bɪsʃlaʊlˈeːgɪ
beslut	ɛːslʊt
beslutning	b̥eslˢoˀtnɛ
beslutningen	bisˌlˈutnəŋ
beslutninger	b̥əsçluˀd̥nˀjɑ
beslutningerne	beslˈuːbniŋɜnˌeː
beslutsom	beˈsɛ
beslutte	vˈɛːslˌudə
besluttede	ɾˈisˈtotɾˈo
beslutter	bislˈuːtə
besluttet	bissludtˈeɪt
beslægt	bʲeslʲekt
beslægtede	b̥sliˀg̊tˢð̩əð̩ə
beslægtet	ˈaɪsliːkthə
besparelse	fespazɛ
besteg	bɛsd̥e
bestemme	biztɪm
bestemmelsessted	bisɛtembɪlsɛstæ
bestemmer	pɛstɪmɐ
bestemt	β̞esð̞emt̪s
bestemt ikke	bʲistɪ̞p ɪ̞k
bestemte	bɪstɪmtɪ
bestige	bɛsdɪ
bestik	bɪstɪk
bestikke	bistʃe
bestikkelse	bistegɑlˀsɑ
bestikket	bɒsdɒˈgɒt
bestil	bɛstɪ̞r
bestille	ɪˈɛstɪˌn
bestiller	bɪstˈɪlə
bestilles	bɪ̞ʃtɪlɪ̞s
bestilling	fɪstɪlɪŋ
bestillingstalonnen	ð̞est̪iɾjɪŋstʃiːlɔnɛn
bestilt	ð̞ist̪ilt̪
bestilte	ɾɪstɪltə
bestod	istud
bestred	byzˈtˈʁˈeɑ̃
bestride	bisˈtˈrˈið
bestrider	bistɾito
bestridt	bistɾi
bestråle	bˌistɾˈuːtəl
bestrålede	bistʁulɪd
bestråler	bisdˌoːˀl
bestrålet	bistrˈoːtət
bestråling	bɪstbɔdlɪŋ
bestrålingen	fɛstˢɾoliːn
bestræbe	bɪstɾiːbə
bestræbelse	bɪstˈræpəlse
bestræbelser	ʋistˢɐ̝əb̥əlˀsɑˀ
bestræbelserne	bɪstrˈɛjpəlsɛnə
bestræber	bˈɪstɾɪˌbˌeːkt
bestræbt	bisʁrapt
bestræbte	bistʁˈakt
bestsellere	bɛstsɛla
bestyrelse	bɑsdyˀˀˑalse
bestyrtelse	bæstˈyɐdəlsə
bestå	bisto
bestå af	bɪstˢoˀ æ
bestående	pɪstɔŋɪ
bestået	bisˀtˢoˀð̩
