abadîn	ɑbɑdiːm
سه‌ره‌کی	sˈaˈakˈi
سه‌رچاوه	se̞rtʃɑːvɑ
سه‌رۆك	sɛruːk
سه‌رۆكایه‌تی	tsɾoːkɑːjt̪iː
سه‌رۆکایه‌تی	sɛrukaːjtiː
سه‌فه‌ر	sæfæɾ
سه‌قامگیر	sqɑmgiːst
سه‌لاحه‌ددین	salaːħælˈdiːn
سور	sʏɾ
سوریا	sˌuːɾiˈɑ
سول	sʊ
سوننە	sannɒ
سونه	sɔna
سوور	tʃuːr
سوێر	ɕʰy˥˩
سپل	sˈɛpt
سپی	spi
سڕ	førmɛ
سڕبوون	θæɾbouːn
سک	sɯk
سکاڵا	zkala
سڵاو	sləʊ
سۆران	soːran
سۆرانی	sæɾˈaniː
سۆرانی‎	soɾani
سۆهر	soɾ
سی	sˈi
سیاسه‌تمه‌دار	sˈijasˈɑtˈmˈɑdˈar
سیانزه	tɕʰy˥˩tsʰi˧˥sən˧˥ʂan˥˩jɑŋ˥˩
سیسته‌م	sistem
سیف	sˈɛf
سێ بەڕۆ	siː bɐrɔv
سێبەر	seber
سێو	fiu
سێیه‌م	sejɛm
سەبارەت	sæmɑːræt
سەردەمی	saldami
سەرماوەز	sɒnˈmɒːuːz
سەرنەکەوتوو	sarnakoːˈto
سەرژمێر	saɾizmiːe
سەرکێش	sɾkje̞s
سەرۆک وەزیر	sæɾoːk oːziːr
سەقامگیری	qɑmdiːri
سەقز	sɑqɯ̞s
سەلماندن	tɛlmɑndin
سەوز	sɔːz
سەوڵاوا	sɑwɑlaːwaaː
شاخ	ʃɑːr
شار	ʃɒːɾ
شارۆک	ʃaːruːq
شان	ʃɒn
شانزه	ʃaɢ
شانۆ	tʃaːno
شاهۆ	ʃaːhu
شاڵ	sˈɔl
شایان	ʃaːjɑm
شایی	ʃaj˩˥
شت	ʂɚ˥˩
شرۆڤە	ʃuɾova
شریقە	ʃɾiːqɑ
شل	ʂɚ˥˩
شلانه	ʃelana
شنگ	ʃiŋˈgˈ
شنە	ʃiˈnɛ
شه س	tʃas
شه ش	ʃɪ̞ʃ
شه قام	ʃækɑm
شه مامه	ʃamam
شه مه	ʃɛmmɛ
شه مه نده فه ر	ʃam ʔan æfˈɛr
شه و	sˈo
شه‌پۆل	tɾapoːl
شو	ʃu
شوال	ʃoaw
شوان	ʃuˈɑn
شوانە خەڵکی گوندی کەوپەڕە.	ʃona xɑlkʰeː gundi koːˈpɑra
شوانە پوختەی وتارەکەی بە ئینگلیزی نووسی.	ʃuːna pʊxte gʊtɑːrˈkɑj be iŋglˈzi nwsˈri
شوو	ʃuː
شووتی	ʃɔtʃɛ
شووشه‌	sˈusˈa
شوێن	tɕʰy˨˩˦
شوێنەوار	ʃuˈjɒnɒˈbɒɾ
شڕ	ʃoˈbɔ
شکاو	skum
شکۆ	skuː
شکۆمەندی	akkomanakˈjˈ
شڵپە	ʃuɫpˈa
شڵەژاو	ʃˈɔlɐʒau
شۆفیر	ʃafiːr
شۆڤێنست	tɛnsʊɛʃ
شیاو	ʃial
شیر	kʰiːʃ
شیرین	ʃiː
شیش	ʃiʃ
شیشه	ʃiʃa
شیعە	siːˈɑ
شیكاری	ʃɪkæɾiː
شین	ʃiːn
شیو	ʃiu
شێ	ɕ
شێخ	ʃɪˈɛˈ
شێر	ʃu˥˩
شێروان	ʃɛˈrʋɑːn
شێروانە	ʃiːroːaːnɑ
شێرکۆ بێکەس	ʃɾkʊ pɛkɑs
شێلاندن	ʃɛlndim
شێواو	ʰwɑʊ˥˩
شێوه‌	ʃeva
شێڵانە	ʃiːlane
شەختە	ʃaxte
شەربەت	ʃɛrbɛt
شەست	ʃɒf
شەقام	ʃakɑm
شەماڵ	samoːl
شەمچە	ʃamtsa
شەنە	ʃana
شەو	ʃtʃɔ
شەڕ	ʃaːl
شەک	sɛk
شەکاوە	ʃakɒvɒ
شەکر	ʃˈɛk
شەکە مەڕەکانمان فرۆشت.	sakamarkaːn man flʊst
صابر محی الدینی	sɑːbɪr æmæˈhɑj diːniː
عاقڵ	ˈɑkəl
عه‌بدولڕه‌حمان	æbdælˈmɑːn
عه‌دنان	ɑdˈnɑn
عه‌ره‌ب	ɑɾɑb
عه‌ره‌بی	ʕaʕal
عێراق	ɾɑq
عەبدوڵڵا پەشێو	abdʊlˈa tɐʃˈeɪw
عەجەم	ɑdʒɑm
عەلەوی	ɑlævj
عەگید	aɣ̞id̪
فاشیست	fauʃist
فاکته‌ر	faktɛr
فرمێسک	bɾumˈiz
فره	bˈɾˈa
فرۆشیار	tɾoʃjɑɾ
فریاکەوتنی بەرایی	taːrkaː kə otjno niː beːraːji
فه‌ره‌نسا	fæɾnæsɑ
فه‌لسه‌فه‌	falsafˈʕ
فوئاد	fuaʔt
فۆنۆلۆژی	fænʊlʊʒiː
فیر کردن	χɛrkɪ̞rðɪ̞m
فێ	pɛ
فێر بوون	fierbʊn
فێر کردن	hær kɪrˈdin
فێرخواز	fe̞ɾxɒːæst
فێرکاری	fʔkɒːæɾiː
فێرگە	fɛrgæ
فەتساندن	fatasãn̪t̪a
فەتسین	foktəsi
فەرماندار	pɒrmɒndɒːɾ
فەرمانگە	færmɒːngæ
فەزا	bɒb
قازانج	qɑzænd
قازی محەممەد	qɑzim hɑmmæd
قامشلی	kɑːnʃliː
قامک	ɢoːm
قامکە تووتە	hɑmkʰe tʃoːd̪a
قانوون	qɑːnwn
قاورمە	awrma
قاوه ی	hˈɚwˈɑit
قاوەیی	kʰawaii
قاچ	qɒtʃ
قرآن	loːtun
قسه	kɛzɛ
قسه کردن	sækɪ̞rðɪ̞m
قوباد جەلیزادە	qubˈaːt dʒlizdaː
قوت کرن	qʊt kɪrin
قوتی	kuti
قوتیک	koteːk
قورئان	kɔjˈʌb
قوروه	kʊˈrɔ
قولەپێ	qʰʔuliʔusi
قوولی	pɔli
قووڵ	kˈu
قوڵە	kɔˈlɑ
قژ	køz
قۆناغ ‌	qɔnˈʁ
قۆڕ	pʊ˥˥
قۆڵ	pɔʊ
قیته‌قیت	qɪtˈqit
قەبر	qɑˈbɪl
قەد	qɑd
قەرەچی	qɾsʃiːs
قەمە	amma
قەڵا	kɑˈmɑ
قەیرانا ئابوریێ	qijrn ɑːb oɾi
كارتێكه‌ر	kæɾtʲɛkæɾ
كامیاران	kæmjæɾˈæn
كاڵا	kɑːmɑː
كتێبخانه‌	kibxɑnɑ
كه ركوك	kərkuk
كه‌ركووك	kerkʊk
كه‌م	kæm
كوردستان	kʊɫdʊːˈstæn
كوردی	kʰuːrbuː
كوژران	kudʒran
كۆبانی	kɔːvɑːniː
كۆریای باكور	koːr jaːj baːʃuːr
كۆمار	kɑːmɑːl
كۆمه‌ڵ	koːmɨ
كۆمه‌ڵگا	komalgˈaːp
كۆمپانیا	kompanja
كۆڵه‌كه	kɔːnɑːlɑːkɑːr
لاتینی	laθini
لار	laɾ
لاسەنگ	laːsˈɑn
لاغر	lɒˈgɾ
لافاو	laːfˈʁɑː
لاق	laq
لاوه‌كی	laːwk
لاگیری	lɑːgiːˈæɾiː
لای لاهن	laj˥laː˥˩ haːn˧
لایەنگر	ljˈngɾ
له	lɛ
له‌گه‌ڵ	lagˈaʁ
لوبنان	lˈɛbˈnɑːn
لوبنانی	libnaːniː
لوت	luːts
لووت	nuːt
لیمو	plimo
لێره‌وه	lɛrɛwa
لێكۆڵین	lɪkolɪn
لێو، لچ	lɛʊ lɪtʃ
لێکۆڵینەوە	nekɔˈgɯnɛrɑːt
لێگەڕین	pliːeːgæɾiːn
لە	la
لە باتی	zabati
لەبری	labrˈi
لەخۆبوردن	laqoːbuaːrdem
لەزگینی	lazˈɛstldˈe
لەسەر	leseɾ
لەمپەڕ	ləmpə
لەوانەشە	loaːnəʃa
لەڕادەبەدەر	laraːdabɛdaːr
ما که ر	maːkər
ماتماتیک	batˈlɑtˈik
مار	mˈɛɹ
ماسی	nˈəsi
ماف	mo
مال	nˈa
مام	mˈɛ̃
مامر	nɛmlɪsk
مامز	mɒhmiz
ماموستا	mamustɑ
ماندوو	mɑndum
مانگ	nˈa
مانگا	nama
مانگه‌شه‌و	mɛ̀ŋgæʃæw
ماوە	maua
ماچ	mˈʌtʃ
ماڵ	mom
ماڵپه‌ڕ	malpeɾ
ماڵە خەزووری شوانەی برام لە خانێیە.	mɑla xa zoːzj ʃoaˈnj braːm la xaˈne ja
محه‌مه‌د	mahemed
مردن	mɛndɛ
مرۆڤ	mrɔv
مرۆڤخوەری	mruːxɔɛɾiː
مریشک، مامر	ariʃk bɑrberu
مزگێنی	esɣ̞eɾni
مزگێنیدەر	miːzgˈenʲidæm
مسعود بارزانی	masaʕuːd barzaːniː
مشک	misk
مل	ɦw˧
ملیون	mɪlˈjɒn
من	men
من ئاغا و تۆ ئاغا، ئەی کێ جێمان بۆ ڕاخا؟!	men ɑːɣɑw to ɑːɣaː ɛjke dʒɛmɑn boːraːxa
من خەڵکی شاری سەقزم	mæn xɛlkʲiʃʲaːrʲi sɑqɯzɯm
منداڵ	mendˈɑv
مه وز	mˈoːs
مهاباد	moʁæbæt
مه‌به‌ست	mæbæst
مه‌حاڵ	maħɑ
مه‌سه‌له‌	maːsælɑ
مو	mˈɔ̃
موم	jʊŋ˨˩˦joʊ˥˩˦ttnjɛn˥˩
موو	ɦoː
مۆبایل	mˈʃʃ
مۆدێرن	mɔdɛrn
مۆدێل	modɛl
مۆسيقا	musiːqɑt
میرد	mjˈend
میوە	miwˈa
میکرۆسکۆپ	bɪtɕrˈoskou
میکرۆفۆن	ikrofˈon
مێ	mi
مێروولە عەجەمانە	me̞j ro la ʒɑmɑnɑ
مێشک	mʃk
مێو	mjuː
مێوژ	miwɨz
مێژوو	mˈeˈʒˈˈ
مەحموود بەرزەنجی	mˈˈaːhmud bˈɛrˈzˈɛndʒˈi
مەریوان	mæɾiːˈwan
مەزن	mɒziˈm
مەمک	nˈɛ̃
مەچەک	matsak
مەڕ	mal
مەکۆ	makˈuɔ
مەڵبەند	mɑɫbɑn
مەیلەو گەرم	mɛj lɛʊ gɛɾn
نا شیرین	dæɾʃiɾi
نابێت	nabʲe
ناتوانین	nɑtɑˈnuː
نارنجی	næɾnʒiː
نازار	nɒzɒˈɾ
ناسنامە	naasnama
ناسک	mɛrsɨk
نامه	nɑːmə
نامۆ	nɔmu
ناو	nˈoʊ
ناو شان	nauʃan
ناوازە	nɒːvɒːzɒː
ناوبانگ	nobo
ناوبراو	nˈoʊgɹɔsˈɛstˈ
ناوقەد	no˩˥ːqɯːd˥˩
ناونیشان	elmiʃan
ناوه‌ڕۆک	naːvˈavˈok
ناوچاوان	no˩˥ːtsɑ˥˥ɑlɑ˥˩
ناوچه‌	nautsa
ناوچە	nˈoʊtˈɪsˈɔɹ
ناوچەی پارێزراو	nautʃejpʰaːɾzraːv
ناوک	nˈoʊ
ناوەند	qɒvɒndi
ناڕەوا	naːrva
ناڤنیشان	nɒːvniːˈʃɑːn
ناکۆکی	nakoːˈkiː
نایانه‌وێت	nʲajænʲɪbet
نرخ	mɪ̞rq
نموونه‌	nɛmuːnɛ
نه وه	lɛːwɑ
نه‌ته‌وه‌	nˈatˈɒvæ
نو	no
نواڕین	nuɑːrɪn
نوزده	køzˈdem
نوسین	avˈɛk
نووسین	nˈosˈim
نوێخواز	nuːjxvɑz
نوێنەری باڵا	nʏ̞jneɾ iʲbɑɫɑ
نۆ	nɔ
نۆکەند	nˈɔɹkʰeːn
نۆێژ	nˈeʒ
نۆێژ مەغریو	nʊ ɛʒ mɐɣɾiu
نیاز	lˈiːfˈ
نیر	nˈe
نیشتمان	tˈɛstʃɔˈ
نینە	mine
نییه‌	dˌiːzə
نێردراوە	neɾˈɯɾɑɑˈvɑ
نێره که ر	nˈiːrˈakːar
نێوان	nʲewɑn
نەتەوە	nˈɒtˈoːa
نەتەوەیی	natʃaːkː
نەمان	naman
هاریکاری	t̪aːriːt̪kaːriː
هاندان	end̪æn
هانده‌ر	hɒndɒˈɾ
هانس کریستیان ئاندەرسن	pæns kɾɪstiaːn ændɾæz sælb
هاوار	aɫɑr
هاوڕێ	aɣoɾe
هاوکات	hau̯kat
هاوین	ɦɑːviːm
هاژە	ɦɑːdʒɑm
هاڤینی	abini
هاڵاو	aːlaːl
هذا كتاب	aw ktiːba
هر بژی کورد	laɾbiz jiklɯɾ
هه زار	ʔazar
هه شت	kʲæʃt
هه شتا	kʲiʃtæ
هه شتالو	æʃtɑːlum
هه لوچه	ɦalutʃa
هه مرو	ɛmˈru
هه نار	ænæɾ
هه نجیر	ãn̪d̪ʒiɾ
هه نگاو	ˌɑŋˈɔv
هه نگور	æŋuʒ
هه نگوین	hʰw˧j˧
هه نی	ɛni
هه وا	hɐu̯˥
هه ژده	hæʒli
هه‌تا	hɛtˈa
هه‌روه‌ها	hɑroːɪe
هه‌زار	hæzæɾ
هه‌می	hemiː
هه‌ندێک	la
هه‌وال	havɑv
هه‌ورامان	hɑwramɑn
هه‌ولێر	hɛʏlɛjr
هه‌ژار	aʒaɾ
هه‌ڵبژارده‌	ɒlbˈiʃɒɾˈda
هورامان	hoːrɑːmɑːn
هوشیار	aʃjɑːr
هونەر	unar
هو‌نه ر	uned
هۆز	pˈuz
هۆنراوە	unɾaala
هۆنەر	hæˈnɑb
هۆگر	ogir
هیمن	ɛːmən
هیوا	a
هیوا ئەندامی یەکینەکانی پاراستنی گەلە.	he̞waː ʔɑndɑmi jake nkaːnj fɾɑrsˈni gæla
هیواخواز	hiːuːaːxɔst
هیگڵ	igau
هێدی	tɾˈɪ
هێرۆ	e̞ɾo
هێلکە	dˈɛlkˈ
هێما	nˈɪçt
هێمن	hˈɪɹmˈɪn
هێنان	iːjænne
هێندێک	heˈndik
هێور	heʋɪr
هێژا	bʲeʝaːv
هێڵ	wɛ
هەبوون	pɑːbun
هەدیە یوسف	ʔˈa ljˈəv soˈuː
هەرد	ħar
هەسارە	hæsɑːrɑ
هەستپێکراو	dʒakɾow
هەشت	aʃt
هەلپەرەست	alteɾe̞s
هەمبەری	hemdaːri
هەنار	ɦnɑr
هەنبانە	hanbɑnɑ
هەوار	havɑːr
هەواڵ	hau̯oɑl
هەور	hæˈuːr
هەورامان	houroːmaːn
هەوشار	hau̯ʃaːt
هەوڵ	hɑl
هەڤال	aˈmɔl
هەڤالتی	hɛwɑlti
هەڵا	ɑlɑ
هەڵاوسان	hellɒusˈɒn
هەڵبژاردن	ɑɫbɪdʒaːrɪdin
هەڵبەزین	aːlbzim
هەڵم	hau̯
هەڵهێنان	alhænɑn
هەڵوەدا	aːlwada
هەڵکوتان	aːlqyta
هەڵگرتن	aːlqyɾtɪ̞m
هەڵگەڕانەوە	halgɑrɑnɯ̞oæ
هەڵۆ	alo
هەڵەبجە	aˈnbˈzɛ
هەیە	hˈeje
واتا	væte
واشنتۆن	vɑʃɯntɑn
وانە	waːnɑ
واژۆ	wˌaːzum
وتن	ʊ̞tjɪm
وتووێژ	ˈotˈuˈo
ورووژاندن	ɒluzandim
وريا	guɾiːa
وریا	vo̞liːˌɑm
وزە	boːzɑːr
وشە	usʲo
وه وی	vovi
وه ک	kɫˈɑt
وه‌به‌رهێنان	obæɾhʲenæn
وه‌رگێڕان	vælgeˈɾɑːn
وه‌ک	ak
وه‌کو	væku
وڵات	ʋɑlɑt
وڵام	ulɑm
ویلایه‌ته‌ یه‌كگرتوه‌كانی ئه‌مه‌ریكا	laˈʔt jeˈstʁɛˈkɑnɪ ɑmɛɾikɑ
ویکیپێدیا	viːt̪jpædijˈ
وێژە	bizha
وەره	wˈalˌa
وەک	wˈak
يه ك	jak
پا	hæ
پابەند	pɑːbɛnd
پاتاڵ	a˥˥tau˨˩˦
پادشا	paʃa
پادشایەتی	pɒsˈʃæiːti
پارچه‌	aatsa
پارێزراو	taːrˈnˈov
پاشنیوه‌ڕۆ	pæʃniːɔ
پان سه	aɺˌsɑː
پانزه	nˈoːsˈ
پاپۆڕ	taˈpɔɾ
پاژنە	pɑːzno
پاڵەپەستۆ	aːlaːkastu
پایتەخت	pɒːjtɑxt
پاییز	ʔaːs
پایە	taje
پته‌و	dˈo
پته‌وكردن	tæukɪ̞rdɪ̞n
پرته قال	ɢɒˈʃt qɒvnˈ
پرس	pɾuz
پرسیار	pɾˌisˈaɾ
پرشنگ	parʃɒɲt
پرنسیب	pɾˈɪnsip
پرچ	kʏrtʃ
پرۆسه‌‌	prosta
پرۆفیسۆر	pɾɔtisˈɔɾ
پرۆژه	proʒa
پرەنسیپ	rensip
پزیشکی	fzʃki
پسپۆڕی	təspɔri
پشت	lˈœ̃s
پشت مل	pˈɛst mˈɛl
پشتەڤان	pɒʃtɒman
پشکیلان	pʃkiːlæn
پشی	ʃtip
په ز	z
په نج	ben
په نجا	ɛ̃ʒɛ
په نشه مه	hæj ʃamu
په نیر	pˈɛnɪr
په‌راوێز	ʁɑbɪs
په‌ره‌	pæɾa
په‌ره‌سه‌ندن	heɾesendim
په‌ره‌پێدان	prepiədaːn
په‌سندكردن	pɒsɒˈndkˈɾˈðˈn
په‌یام	pemp
په‌یوه‌ندی	tæjˈvɑndi
پوختە	pʊxta
پور	pur
پوس	fos
پووز	fuz
پووشپەڕ	fouːʃpˈɑːr
پياو	fˈaɪvʁˈ
پڕچەک	pɔɾtʃak
پڕۆژه‌	roʒa
پڵاو	lɔː
پۆست	pɒsˈt
پۆڵا	koːlɔː
پیاو	dʒoː
پیاگ	fjak
پیره شه و	fˈiːr ˈɛkstˈ
پیره که	fjerakam
پیلان	pilan
پێداویستی تایبەت	pˈtˈa vizti tˈɒ iːbæt
پێداویستی گشتی	pʲata oˈʏˈstiː gɪˈʃtiː
پێداچوونه‌وه‌	pe̞d̪e̞sʊneuɑ
پێشبڕکێ	teʃbʊ̞rkʲe
پێشتر	pʲaʃtɨr
پێشخستن	pˈɒʃχɒstim
پێشكه‌وتن	kʲæˈʃkæʊtʲɪn
پێشمەرگە	piːʃmæɾgæ
پێشنیار	peʃniːjɒɾ
پێشکه‌وتن	pæʃkæʏtɪ̞n
پێشەنگ	fˌaɪzəln
پێشەکی	kˈaʃtʃɐkˈi
پێمەڕە	plˈkˈnɑˈrɑ
پێناسە	fenasen
پێنجشه‌ممه‌	ben̞ʃenmɛ
پێوان	te˨˩wan˧
پێویست	v
پێویسته‌	kje̞wistã
پێوەر	hivæɾ
پێکدادان	pekdɑːdɑːn
پێکهاته	pʰeˈkʰeˈtʃ
پێکوت	æˈɾkʰut
پێکھاتن	pɪ̞khɪ̞tɪ̞n
پێکەنیناوی	pekeninɑːri
پەروەردەکار	pˈɾˈorˈdˈakar
پەرە	kʰæˈrɑ
پەرە پێدان	pˈæraː piːdæn
پەرەسەندن	paːræsændiːn
پەشێو	tˌaʃˈeʊ
پەشێوی	təʃˈie
پەلاماردان	plˈmæɾˈdæˈn
پەمەیی	amai
پەنابەر	fˈɑnɑbˈɑɾ
پەنجەی دەست	la tʃom
پەیام	tʃiː
پەیام‌ئاوری خوا	ha jama wriːˈwa
پەیدابوون	tɪdˈɑbuːn
پەیمان	pʰiːman
پەیڤ	dˈeɪ
چ	tʃɛ
چاخ	tʃæx
چاوپێكه‌وتن	tsaupjɛkɨwtɨn
چاوپێکه‌وتن	tsʰalpjˈʃoltʃn
چاکەخواز	tʃɑkˈhˈwɑz
چایگ	fˈeɪk
چل	tɕˈe
چه رمگ	ʃɾmɒk
چه قو	tʃɑqɔ
چه ور	tʃaˈmoːl
چه وری	tʃɔːɾj
چه پ	tʃak
چه‌ند	tsˈɛnt
چوار	tʃoaʒu
چوار شه مه	ʃuː e̞ɾʃdʒɒma
چوارده	tʃuːtʃæm
چوارشه ممه سوری	bɑːr ʃæmˈbɒːstæɾiːt
چوارشه‌ممه‌	tsyˈtʃænbˈɑ
چوارقۆڵی	tʃarqɔlɨ
چواره‌م	ʃuɢərɑm
چوارگۆشه‌	sˈuaɾˈguˈsæf
چونکه	saka
چونکه‌	ʃuŋka
چووەتە	tʃuːjˈtˈa
چۆله‌که	siwˈliʔaka
چۆن	tʃɒn
چۆنی	tʃˈɔːniː
چۆپی فەتاح	tˈɪ pˈiːftar
چۆک	ɕok
چیا	tʃiːjaː
چیو	tʃiɔː
چەرخ	tʃaɾ
چەقی گەردوون	tʃaqej gɛrdun
چەماندنەوە	tʃɒmɒndnɒˈvɒ
چەناگە	sanaq
ڕابردوو	laːbɨlduː
ڕاده	vadæ
ڕادەگەیەندرێ	ʁɑdgeːn
ڕاست	rast
ڕاسته‌قینێ	astɯ
ڕاستی	væstiː
ڕاستەوخۆ	qɒstuˈxv
ڕاموساندن	ɾamwsandɛn
ڕان	lɔn
ڕاهێنان	vɒːɦiːtneɾ
ڕاوه‌ستا	raːwstaː
ڕاوه‌ستاو	ɾɑuɑstɑu
ڕاوه‌ستاوه	ravastaɫa
ڕاوه‌ستە	ɾaːvɒsta
ڕاوێژ	ɾɑːviz
ڕاوێژکار	baviskast
ڕاڕا	ɑːvɑːv
ڕاڕایی	ʁɑːrɑːeː
ڕاڤە	vævɑ
ڕایەڵ	ɾɑjɑl
ڕه‌فتار	ɑfˈtæɾ
ڕوانسەر	ɾuanˈsər
ڕوانین	vuaːnim
ڕواڵەت	ɾuɑlɑk
ڕووبەر	ɾuːbæ
ڕووس	ruːs
ڕووسی	rusʲi
ڕوومەت	ulmɑ
ڕوون	ɾɔn
ڕووناکبیر	ɾʊnakbr
ڕوونکردنەوە	uβ̞umkip̚nʝoaː
ڕووەکناسی	propaginasi
ڕۆژ ئاوا	roʒava
ڕۆژئاوا	roːnʒælæ
ڕۆژاوا	vozava
ڕۆژنامە	bozˈnɑːmɑ
ڕۆژهه‌ڵات	pɾoːshɑlɑt
ڕۆژهەڵات	bɒzhɒlɒt
ڕۆڵ	o
ڕۆڵە	ɾuɦla
ڕیپۆق	uipoʔ
ڕێ	ri
ڕێباز	ɒːjɑːbɑːz
ڕێبەندان	wˈeɪhˈævbiːɪŋdˈaʊn
ڕێزمان	re̞zman
ڕێسا	ɾɛsa
ڕێساکانی گەمە	ɾuːsɑkɑniː gɑmɑ
ڕێنمایی	renne
ڕێواس	laeʊɣin
ڕێژە	ɾɒdʒa
ڕێککەوتن	trakkɔtɪn
ڕێگر	ɾeˈgɯr
ڕەزبەر	waːzdɒr
ڕەش	res
ڕەشە گرانەتا	t̪o̞s̺ e̞gɾaɾne̞ tʃa
ڕەشەمێ	ʁˈaʃamˈi
ڕەفیق سابیر	ɾɑfiq sɑːbiːr
ڕەها	brɦaː
ڕەهایەتی	ɾɑhɑjɛtɪ
ڕەهەند	vɒːɦæn
ڕەو کردن	lkʲɪrðʲɪɴ
ڕەوڕەوە	ɾɑuɾɑuɑ
ڕەچەڵەک	pɾɑtʃɑlɑk
ڕەگەز	raːgaz
ژاپۆن	dʒapn
ژاپۆنی	dʒɑːpɔːniː
ژمار	ʒumˈaːr
ژن	zɨm
ژه‌م	ʒˈɑm
ژوور	ʒˈuɾ
ژیار	esjˈɑːb
ژیان	fian
ژیر	ɾigɾˈ
ژیرانە	dʒiːɾana
ژیلەمۆ	ʒijˈalamˈɔʁ
ژیوار	pʰi˧˥fɑŋ˥˥ʂɚ˥˩ʂɚ˥˩la˥˥wxʊ˥˥tɕʰi˧˥ʂɚ˥˩ʂu˥˩ʈʂʊŋ˨˩˦
ژێردەست	ʒɛrdɛst
ژێردەستی	dʒrdesti
ژێرزەمین	ʒɾzæmiːn
ژێرسەر	ʒɛrsær
ژێرپێ	zerti
ژێرکراس	ʒɛɾˈkɾˈaz
کات	kˈɔt
کات گر	kɒt gɒt
کاتی دابڕاو	kɛːti daːbraː
کاتی زیادکراو	kati zjadkrau
کار	kɔːt
کاردانەوە	kɑːrˈdɑːnoɑ
کارگه‌	kɑːrgæ
کاریگەری	kəriːgəri
کازێوه	kʌzˈjˈva
کاله ک	tʃaːlˈak
کامەراگر	kɔmɛrɑːgɛr
کانوون	kæˈnʲuːn
کاڵ	kau
کایه	kaja
کایە	kaja
کتک	ktʃɪk
کتیو	tɨ
کتێب	kto
کتێو	tjˈeu
کراس	kɾas
کردستان	kʊːɾdˈustæn
کردن	aʈʂɯzɯz
کرماشان	kæɾmɑʃɑn
کرۆک	kɾɒk
کرێکار	kibiliɑkɑɾ
کلوفت	nˈɔft
که له شیر	kɑlɑʃeɾ
که م	tʃɔm
که نیشک	kəˈnɪʃ
که وش	həʊ̯s
که وچک	kæutʃɪ̞k
که‌ره‌سته	kɾɛstɑ
که‌رکووک	kərkʊk
کوتان	kutɒˈn
کوتو‍پر	tupˈˈ
کور	kɔːm
کورتەناڤ	kʊrˈtenə
کوردستان	ɔkʃĕan
کوردستانی	kʊrdɪstɑːni
کوردی	kuɾdi
کوشتن	kɾɯʃtiŋ
کول	kˈu
کوڵم	kʰoːm
کپ کردن	køp kildim
کچ	kig
کڕیار	kɾijɒɾ
کڕێوه	riːwa
کڵۆک	klok
کۆ	kɔː
کۆتر	kɒtɾ
کۆشک	kɔʃk
کۆما	kɔma
کۆمار	ɑːmɑːr
کۆماری کوردستان	kʲɑmariː kʲæɾʊdɪstæn
کۆماریخوازەکان	komɑːrjxvɑzzækær
کۆمەڵناسی	koːmɑnnaːsi
کۆچ	kɔt
کۆڕ	kɔː
کۆڕەو	kɔrɔv
کۆیلە	kɒilˈlɒː
کیتە	kite
کیشوەر	kiswˈa
کێش	tʃɪs
کێشەی مانەوە	kʲæˈʃæjm ɑːnɑˈvɑ
کێو، كێف، یاڵ	kij˧˧ki˧˧ia˥˧
کە	kˈɛn
کەرکووک	kəɾkʊk
کەرکیت	kɛrkˈit
کەس	kʰas
کەسایەتی	tˈafˈaˈeɪ
کەسک	tʃɛls
کەش	kɒsˈ
کەشتی	kaʃtˈi
کەشتیوانی	kast̪iwɑn̪i
کەفیف	tˈɛst
کەلاوە	kæˈlɑːvɑ
کەلهوڕی	ælʁuːriːd
کەلوپەل	fʔalopæ
کەمینە	kɑ̃inˈa
کەنار	kænˈɑb
کەنداو	tɨndˈo
کەنداوی عەرەبی	kandaːb ʕaːrabjj
کەنین	kɛ̀ːnɪn
کەوانە	kʊˈnɑː
کەوانەیی	tʃoˈvˈaːnɪ
کەوه، شین	kʰaːw˧˥aː˧˥ʃim˨˩
کەپۆ	dapɔ
کەڤر	kɒvˈe
کەڵکە کۆمەڵایەتییەکان	kɑlkɑ komɑɫɑj etʲekæn
گا	dˈiʁ
گاڵتەجاڕ	gæltæzɑr
گرانەتا	grandaˈta
گرفت	grˈɪft
گرنگ	jɾiŋ
گرنگی	griːngiː
گرینگ	griːng
گشتی	kiʃti
گشتەک	gɪ̞ʂtæk
گه رما	gɛrma
گه وره	daurɑ
گه‌رمیان	ɣermiaːn
گه‌شتوگوزار	geʃtiɣyzɛr
گه‌شه	gˈaztˈa
گه‌وره‌	gɒudɒ
گه‌ڵ	gˈɑl
گورگ	kˈuʃkʰ
گوزارشت	guzaːrʃt
گوشراو	guˈstˈoˈ
گونبەز	kɔ̃sdˈœz
گوند	gˈun
گوڵان	koˈmɑːn
گویز	kɹˈɪs
گویچکه	kɾitʃka
گوێ	yˈɛ
گوێزینگ	ʒøzˈiŋ
گۆشەگیری	gsɣiːˈri
گۆنا	gʊnˈʌ
گۆڕان	gʊ̞rɑn
گۆڕین	kɔɾˈin
گۆڤار	gɒvˈɒɾ
گۆکردن	aggəkɪrdɪm
گۆی مەمک	gɔ̃iˈɔ̃tˈ
گیایی	gjˈɐi
گیریان	kʰiːtjɛ
گیلاس	klas
گیلەکی	jeləki
گەرد	gœn
گەردن	ʁɛrβliːn
گەردوون	kaːrguːn
گەردیلە	galdila
گەشبین	bʲaʃbʲim
گەشە	jˈɛzto
گەشەی ئابووری	gʃj ˈabuːri
گەلاوێژ	gəlaˈwez
گەمە	gamɑ
