(หนึ่ง)ทุ่ม	hŋ˨˩tʰʊm˥˩
ชฎา	tɕakda˩˥˩
ชน	tɕon
ชนชั้น	tɕʰon˧ʈʰan˩˩˦
ชนบท	tɕn˥˩naː˧ʔbt
ชนวน	ʃanua̯n
ชนะ	tsʰan˨˩
ชนิดไหน	ʃt̚˨˩n˧ʰt̚˨˩hn˧
ชนแก้ว	tɕʰon˧ʔw
ชม	tɕʰŋ˥˥
ชมพ	ʃm˥˩pʰuː
ชมพู	tɕʰom˨˩pʰuː
ชมพูทวีป	tɕom˧pʰuːʔtʰw˧iːb
ชมพู่	ʈʰm˥˩pʰuː
ชมรม	tɕʰom˧n˧
ชมัยภร บางคมบาง	ʈʰaː˧ajʔpʰn˥baː˥˩ŋ˧kmboŋ˧
ชมเขาลำเนาไพร เพลินใจเจริญตา	tʃm˧kʰaː˧lam˧naːwpʰl˧a̯hʰn˥tɕaj˧ʥa̯ʔlɤn˧t̚˨˩aː˧
ชม้อย	ʃamɔːj
ชยพล มูลศรี	tɕʰa˦˥jaː˧pn˩˩˦muːnsriː˧
ชรา	ʃa˦˥raː˧
ชล	ʈʰon˧
ชลดา	uːn˧ʔadaː
ชลบุรี	tɕndjɔːriː
ชวด	ʃuːt
ชวน	tɕuan
ชวนเดท	tɕʰw˧n˥ʔdap
ชอบ	ʃɔ̄ːp
ชอบกินผักทุกอย่างยกเว้นมะเขือเทศ	t̚˦˥ʰɔ̀k̚˦˥ĩːm˥˩p̚˥˩aːsktuːt̚˨˩rgaːŋ˧ ja˧manʔɛːtʰeːt̚˨˩
ชอบกินเผ็ด	t̚˨˩ʰɔ̀bk̚˦˥inʰpʰt̚˨˩
ชอบกินเผ็ดจริงหรือ	t̚˨˩ɛːk̚˦˥n˩˩˦pʰt̚˨˩riŋ˧ruː
ชอบกินเผ็ดจริงๆ	t̚˨˩ʰɔ̀bk̚˨˩ɪn˧ʔpet̚˨˩ʔriŋ˧
ชอบกินเผ็ดไหม	t̚˨˩ʰɔ̀bk̚˦˥in˩˩˦ʔpet̚˨˩ʔhm
ชอบมากกว่า	tɕʰofmaːk̚˦˥kʰaː˧
ชอบไหม	tʃɔ̄ːb˥hm˧aj
ชอล์ค	tɕʰɔːk
ชะคราม	tɕakraːm
ชะฎา	kida
ชะตา	tɕʰaːtaː˥˩
ชะนี	sakni
ชะมด	tɕʰam˧t̚˨˩
ชะมัด	ʃɑmɑt
ชะอมไข่	tɕʰaː˧ʔom˧kʰaj˧
ชะเง้อ	sŋˈeɪ
ชัก	tɕak
ชักจูง	sakʰtɕʰuː
ชักดาบ	tɕʰak˥tʰaːp̚˥˩
ชักนำ	ʃɑqnɑm
ชัง	tsʰaŋ˥˥
ชัชชาติ สิทธิพันธุ์	tɕʰt̚˨˩ʃat̚˨˩tɕʰaːt̚˨˩sɪt̚˨˩tʰiːʰpl˧n
ชัด	ʃat̚˨˩
ชัดเจน	ʃaːtsɛːn
ชัตเตอร์ กดติดวิญญาณ	ʃat̚˨˩tʰtoɔːkwt̚˨˩tʰɪdʔinː˧n˥˩ɔːn˧
ชัย	ʃaːj
ชัยชนะ	tɕʰtɕʰana
ชัยณรงค์	tʰæːnɑːlɔːm
ชัยนาท	tɕʰaːj˧hnaaː
ชัยภูมิ	tɕʰj˥
ชัยวัฒน์	tɕʰʰwaːt̚˨˩
ชัวร์	ʂu˥˩a˥˧
ชั่ว	tʃˈɔɹ
ชั่วคราว	tʃuɔː˧kraːw˧
ชั่วพริบตา	tɕʰuaːp̚˥˩rtaː˥˩
ชั่วร้าย	sua˧raːj˧
ชั่วโมง	ko˥˩n˥˩tɕja˥˥ɕang˧˥ɕa˥˥mən˧˥ʰɕku˥˩n˧˥ʈʂu˥˩na˧˥ɕtɕja˥˥ɕtɕja˥˩mən˧˥ʈʂu˥˩na˧˥ɕjɛ˥˥o˨˩ʈʂu˨�
ชั่วโมงที่ที่แล้ว	tɕʰom˧ʔm˥˩tʰiʰʔlow
ชั่วโมงที่แล้ว	tɕʰua̯mŋtʰiʰʔlaːw
ชั้นธุรกิจ	tɕan˥toʃɔːk̚˦˥t̚˨˩
ชั้นนำ	ʈʰannam
ชั้นนเรศวร	ʈʰan˩˩˦hareːswǎn˧
ชั้นบรรยากาศ	tɕʰan˧bɔːn˩˩˦j˧ak̚˨˩aːt̚˨˩
ชั้นประหยัด	tɕʰanprrɔ̀ːjâːk̚˨˩
ชั้นวางของ	tɕʰan˧waːŋ˥kʰɔ̀ːŋ˧
ชั้นหนึ่ง	tɕʰan˩˩˦mɦ
ชั้นเรียน	tɕʰan˩˩˦ʔriːj˩˩˦n˧
ชา	tɕaː
ชาก	ʃɑːk
ชาซีลอน	kʰaː˧siːrɔ̀n˥
ชาดำเย็น	tɕʰaːdam˧ʔjn
ชาติ	tɕʰaːt
ชาติหน้าตอนบ่าย ๆ	tɕʰaːt̚˨˩hnʰaːt̚˨˩ɔːn˩˩˦bɔːj˧plʰj
ชานชาลา	tɕaːn˧tɕʰaːlaː
ชานมเย็น	ɔ̀n˥mʰjn˧
ชานมไข่มุก	tɕʰaːn˧omkʰj˥mug
ชาบู	ʃabu
ชาม	ʃaːm
ชามะนาว	kʰaːmaːnaːʋ
ชาย	tɕʰʰaːj˧
ชายคนหนึ่ง	tɕʰaː˥˩jkʰon˧n˩˩˦
ชายทะเล	tɕʰaːj˧tʰɤŋ˧n˥˩aː
ชายที่นอกใจภรรยา	tɕʰaːj˧tiːʰn˧ɔ̀k̚˥˩tɕajpʰaː˧ra̚˦˥jaː˩˩˦
ชายฝั่ง	tɕʰaː˥˥fǎŋ˨˩
ชายฝั่งทะเล	tɕʰaːj˧faŋ˩˩˦ʔaː˥˩hleː
ชายหนุ่ม	tɕʰaːj˧nʊ̄ːŋ
ชายหาด	tɕʰaːj˧haː˧
ชายแดน	tɕʰaːjd̪aːn˧
ชาร้อน	tɕʰaːron˧
ชาร์จแบต	tɕaka
ชาลิดา วิจิตรวงศ์ทอง	tɕaːdaː˧wk̚˨˩n˩˩˦wŋ˧tʰɔ̀ŋ˧
ชาว	ʃaːh
ชาวต่างชาติ	ʃaːtaːŋ˧ʃaːt̚˨˩
ชาวนา	tɕʰaːw˥naː
ชาวบ้าน	tɕʰaːbaːn
ชาวพุทธ	tɕʰaːwpʰut̚˨˩
ชาวสก็อต	tɕʰaːnskot
ชาวไทย	tɕʰaːtʰj
ชาเขียว	tɕʰa˥˧kʰiaʊ˨˩
ชาเย็น	tɕʰaːjɛn
ชำ	ʃam
ชำนาญ	lˈoɲˈ
ชำระ	samra
ชำระเงิน	tɕʰam˧raːŋ˧ɔ̀n
ชิ	ɕi˥˥
ชิง	tsʰiŋ˨˩
ชิด	tɕʰiːt̚˨˩
ชิดลม	tʃʰt˦lom˨˩
ชิน	n
ชินวัตร	ʃinːwɑt
ชิม	sin
ชิ้น	tɕʰiŋ˥˥
ชิ้นนี้ลดราคาอยู่ไหม	ʃin˧n˧iːʰt̚˨˩raːkʰaːɔ̀ŋ˧hm
ชี	fˈɛ
ชีต้า	tɕit̚˨˩aː
ชีพ	tʃʰiː
ชีวประวัติ	tʃiːwaːp̚˨˩raʋaːt̚˨˩
ชีวะ	ɕi˥˧wa˥˧
ชีวิต	tɕʰiːt
ชีวิตมีความสุข	tɕʰiːʔtʰmiːkʰʋaːmkʰ
ชีวี	tʰiː˥˧weɪ˥˩
ชีส	ʃiːs˨˩
ชีสเค้ก	kʰeː˧s˦˥kɛːk˥
ชี้	si˥˩
ชี้แจง	tsi˥˧tɕaŋ˨˩
ชื่น	tɕʰɯ̄ːn˧
ชื่นชม	tsʰin˥˥tsʰoŋ˨˩
ชื่นชอบ	tɕʰyn˥˥tsʰaʊ˥˥
ชื่นอกชื่นใจ	tsʰiːn˥˧hok˨tsʰi˥˧n˥˥tsaː˧˧
ชื่นใจ	tɕʰiːn˥tɕaj˧
ชื่อ	tʃuː
ชื่อจริง	tɥœn˧˥ mɤ˧ʈʂʰɑŋ˨˩˦   ʈʂɤŋ˥˩pɔ˥˥
ชื่อดัง	tʃuː daːn
ชื่ออะไร	tsʲiː aˈrai
ชื่ออะไรคะ	ɔ̀a˦˥rai˥kʰaː˥˩
ชื่อเรื่อง	si be rɛãn̪ʊ
ชื่อเล่น	tɕʰiːn˧
ชื่อเสียง	tɕʰyː˧sij˧ŋ˨˩
ชุ	ʃo
ชุด	tɕʰut
ชุดชั้นใน	tɕʰut̚˥˩ʈʰanːhnajʰ
ชุดนอน	tɕʰut̚˦˥nɔ̀n
ชุดว่ายน้ำ	tɕʰut̚˨˩ʰwajnaːm
ชุดสูต	tʃottsauað
ชุดเดรส	tɕʰut̚˨˩ʰt̚˨˩ʰrɛs˧
ชุบมือเปิบ	kʰokmɯ̄ːʲtʰɤ
ชุมชน	tɕʰun˧tɕʰon˧
ชุมทางศรีราชา	m˧a˦˥ŋ˥˩sirâːkʰaː
ชุมนุม	tʃomnom
ชุมพร	tɕump̚˥˩ɔ̀n˧
ชุมพล	tɕʰum˧pʰl
ชู	tɕuː
ชูรส	ʃʊːrt̚˨˩
ชู้	tsu˥˧
ชู้สาว	tʃuːsauː
ช็อกโกแลต	sok˦˥ko˥˩ʔlat˦˥
ช็อกโกแลตร้อน	ʃɔ̄ːk̚˨˩ʰkoːn˩˩˦t̚˨˩ʰhlɔ̀n˧
ช่วงนี้	ʂuɔ˥˥n
ช่วงวัย	tɕʰwŋ˨˩ wʔ
ช่วงเวลา	siw˧˥ŋ˨˩we˧˥˩ra˥˧
ช่วย	tsʰuaɪ
ช่วยกัน	tɕʰw˧ʔka˥
ช่วยกันอธิษฐาน	ʰt̚˦˥ʰua̯j˥˩n˧ɔːaːt̚˨˩ip̚˦˥aːn˧
ช่วยด้วย	tɕˈue dˈəʊlˈɛnˈ
ช่วยรอสักนิด	tɕʰʰwjrɔːsakn˧t̚˨˩
ช่วยหยิบค้อนให้ผมหน่อย	tʰʰwjbkʰɔnhʰpʰɛːmhnɔj
ช่วยเรียกหมอให้หน่อย	ʃwajʔriːkʔhmaː˧hʰn˧ɔ̀iː
ช่วยเหลือ	tɕʰʰua̯j˥
ช่วยเหลือซึ่งกันและกัน	ʃʰw˧jhɔːʔsɯ˥˩ŋ˧tɔ̀ʰna˦˥tʰaː˥˩
ช่อ	tɕʰaː
ช่องนนทรี	tɕʰɔ̀ŋ˧n
ช่องปาก	tɕʰoŋ˥˩pɑː˥˥
ช่องว่าง	tɕʰɔːŋ˥˩waːŋ˧
ช่องแค	sʰoŋ˥˥kʰɛː˨˩
ช่อฟ้า	ʈʂʰɤ˥˩fa˧˧
ช่าง	aŋ
ช่างกล	kʰon˧k̚˨˩ɛː
ช่างกลึง	saŋ˥˩klɯ̄˄ːn
ช่างก่ออิฐ	tɕʰaŋ˥kɔːʔit
ช่างซ่อมรถ	ʂaŋsõ˥˥m˥˩loʊ˥˩˦sǎŋ˥˥tɕʰi˥˩weɪ˥˥tʰa˥˥ʈʂɚ˧˥  sõ˥˥m˥˩loʊ˥˩˦ʂaŋ˥˥tɕʰi˥˩weɪ˥˥tɕʰi˥˩ʈ
ช่างซ่อมรถยนต์	tʰaŋ˧sʔmrtʰjn˧
ช่างตัดผม	sʰaːŋ˦˥tot̚˨˩pʰom˧
ช่างตัดรองเท้า	tɕʰaŋ˧t̚˨˩adn˧ɔːŋkʰaː˥˩w˧
ช่างตัดเสื้อ	tɕʰaːŋ˧tʰaː˧ʔɛ
ช่างถ่ายรูป	tɕʰaŋ˧hɑːj˧
ช่างทอง	sŋ˥kʰɔ̀ŋ˥˩
ช่างทอผ้า	tɕaŋ˩˩˦kʰɔːpʰaː˥˩
ช่างทาสี	tɕʰaːŋ˥˥tʰaː˥˩
ช่างทำผม	tɕʰaŋ˥tʰam˧pʰɛm˧
ช่างนาฬิกา	tɕaŋ˥˩nɑː˥˩li˦˥kaː˧
ช่างปั้น	tɕʰaŋ˥pɑn
ช่างปั้นหม้อ	tɕʰaŋ˥pn˩˩˦mɔː
ช่างปูน	tʃaŋ˥˥pɔ˥˥˥n
ช่างพิมพ์	tɕaŋ˥˩pʰim˧
ช่างพูด	tɕʰaŋpʰûːt̚˨˩
ช่างภาพ	tɕʰaŋ˥pʰaːp̚˨˩
ช่างมันเถอะ	sŋ˥˥man˥˩ʰtʰɤ˨˩˦
ช่างศิลป์	tɕʰaŋ˧sìn˥
ช่างหล่อ	ʃaŋ˧lɔː
ช่างเขียน	sʰaŋ˥˥kʰiːən˧˧
ช่างเครื่อง	tɕʰaŋ˧ʔkʰɔː˧ŋ˧
ช่างเถอะ	tʰɤ˨˩˦
ช่างเย็บผ้า	ʈʰaːŋ˦˥gip̚˨˩pʰaː˥˩
ช่างเหล็ก	tsʰaːŋ lɛk
ช่างแกะสลัก	tɕʰaːŋ˥kɛ̀ʰs˦˥raː
ช่างแม่ง	tɕʰaːŋ˥mɛːŋ˧
ช่างโลหะ	tɕaŋloːhâː
ช่างไฟฟ้า	tɕʰaːŋjfaː˩˩˦
ช่างไม้	tɕaːnmaːj
ช่่วยพาฉันไปส่งโรงพยาบาล	ʔtɕʰʰua̯j˩˩˦pʰaː˧ʈʰán˧pajsŋ˧k̚˨˩n˧mʰjpaː˧n˩˩˦
ช้อน	ʃɔːn
ช้อนชา	tsʰɔːn˧˧tsaː˧˧
ช้อปปิ้ง	tʃɐp̚iŋ
ช้า	ʃaː
ช้าง	ʈʂaŋ˥˥
ช้างพัง	sa˥˥pʰaŋ˧˥
ช้างเอราวัณ	ʃaːŋ˥˩ɛːraw˧an˥
ช้าๆ	ɕːaʃaː
ช้าๆนิ่มๆ	tɕaʃaːm˥˩im˧n˧m
ช้ำใจ	tɕʰam˧tɕaj˧
ซ	sʰɔ̀sʰoː
ซ.	tɔ̀sʰoɔ̀
ซบเซา	sɐuː
ซวย	suːe
ซอ	sa˩˦
ซอง	s˦˥ɔːŋ˧
ซองจดหมาย	sʰŋ˧ʈt̚˨˩maːj˧
ซอฟต์แวร์	sˈɒbwˌɛɹ
ซอย	sɔ̄ːiː
ซอส	sɔːs
ซะ	sã
ซะจริงๆ	sa˥˩tʰɪŋ˨˩˦ʈʂɪŋ˨˩˦
ซะมุไร	sa˨˩muːraj
ซัก	sak
ซักผ้า	sakpa˥
ซังตูส	sãn̪t̪os
ซับซ้อน	sap̚˦˥sɔːn
ซับวูฟเฟอร์	sˈæfbˈufˈɛɹ
ซัลไฟต์	sɛlˈfaɪd
ซา	sa˥˩
ซาง	saːŋ˩˩˦
ซานฟรานซิสโก	sa˥˩n˩˩˦fˌɑːn˧zɪʃkoː˧
ซานมารีโน	saːnmaːrinoː
ซาบซึ้ง	saːbŋ
ซาร่า มาลากุล เลน	saːraː maːlaːk̚n t̚˨˩rn˧
ซาลาเปา	sa˨˩la˥p̚˨˩aw
ซิ	sˈi
ซิกแพค	sikʰpʰ
ซิงกอรา	sinkw˧ra˥˩
ซิตตเว	sˈɪt tˈɪ wˈɚ
ซิป	sˈit
ซี	sì˥˧
ซีก	fˈi
ซีดี	sɪɹiː
ซีรีส์	siri˧
ซีอิ๊ว	si˥˩ i˥˩u˥˧
ซีอีโอ	sij˨˩˦i˥˧ɔ˨
ซีเซียม	siː sjam
ซีเรียม	siːrjˈɑm
ซีเอ็นที่ สตูดิโอ	tsˈi ənd piːz sˈɛstɹəl ðɪ ˈɔ
ซีแอทเทิล	si˧˧at˦o˥˩
ซี่	sˈi
ซึมเศร้า	m˥˩sʰaːw˥˩
ซึ่ง	søn
ซึ่งไม่ถูกต้อง	ŋ˥ajʰtʰɯ̀k˧tɔ̀ŋ˥
ซึ่งไม่เคลื่อนไหว	ŋ˧ajʰkʰʔɛn˧ʔhw˧
ซึ่งไม่ใช้แล้ว	n˧ajʰtɕʰajʔlaw
ซึ้ง	sɤŋ˨˩˦
ซึ้งใจ	sɯ̄˩ŋ˧tɕaj˧
ซื่อตรง	søːtrʊŋ
ซื่อสัตย์	s˥sɑt
ซื่อสัตว์	sɯ̄ːsat
ซื้อ	sɯ˥˥
ซื้อ 1 แถม 1	sɯ˥˩hŋ˥˩ʔtʰɛːm˥˩hŋ˥˩
ซื้อกล้องใหม่ด้วยบัตรเครดิต	sɯːrkʰon˧hm˥˩t̚˨˩waːt̚˨˩ʔkʰed˨iːt˥
ซื้อของ	tsi˨˩˦kʰɔ˨˩˦
ซื้อขาย	sɯ˥˧kʰaːi˨˩
ซุง	sũŋ
ซุบ	fou˥
ซุบซิบ	sup sep
ซุป	sˈoː
ซุปเปอร์	suːpːɛɾ
ซูชิ	sou˥˩ɕʰi˧˥
ซูชิ๑ชุด	s˦˥uːtɕʰiːhŋʃʰt̚˨˩
ซูม	soŋ
ซูเปอร์มาร์เกต	supə˥˥maːkɛt˥˩
ซ่อน	sorn˧
ซ่อนเงารัก	sʰɔːn˧ɔːn˧aː˧wrak
ซ่อม	sɔːm
ซ่อมมันได้ไหม	sʰom˨˩man˥ʔt̚˨˩ʰɔːhm
ซ่อมมันได้ไหม ครับ	kʰon˧ʔmnhʔm˥˩ʰkʰráp̚˥˩
ซ่า	fˈaː
ซ่าหริ่ม	saːriː
ซ้าย	sǎː˩˦iː˦˥
ซ้ายมือ	sâːj˥mɯː˩˩˦
ซ้ำ	sã˥m
ซ้ำๆ ซากๆ	sǎam˧sǎam˧sāːk̚˥˩sāːk̚˥˩
ซ้ำๆซากๆ	sǎam˧sǎam˧sǎːk̚˥˩sǎːk̚˥˩
ฌ	ʃɔ̄ːʈʰɔ̄ː
ฌาน	tsaːn
ญ	jˈɔ̀ʁinˈ
ญวน	jɔːn˥˩
ญาณ	dʒan
ญาณี จงวิสุทธิ์	ja˥˩ni˧ʈoʊjt̚˦˥
ญาติ	jɑːn
ญี่ปุ่น	dipun
ฎ	d˥ʔtɕʰdaː
ฎ ชฎา	t̚˨˩ɦdaː
ฏ	tɔːpɔt̚˨˩ak
ฐ	tʰɔː˧tʰaːn˥˩
ฐาน	tʰaːn˨˩
ฐานกรณ์	tʰaːn˥k̚˦˥ɔːn˥
ฐานข้อมูล	tʰaːn˧kʰɔ̀ːmuːl
ฐานะ	taːn˩˩˦
ฑ	tʰaːmtʰɔː
ฒ	kʰɔ̀pʰuːt̚˨˩ʰaːw
ณ	la
ณฐพร เตมีรักษ์	n˧a˦˥tʰa˦˥ɔːn˩˩˦ʔt̚˨˩miː˧rak̚˦˥
ณทั้งคู่ในงานแต่งงานของคุณ	n˧aːtʰáŋ˧n˥˩j˥˩aː˥˩n˥˩tɛːŋ˥˩aː˧n˩˩˦kʰɔːŋ˧kʰun˧
ณภัทร เสียงสมบุญ	n˧a˦˥sìɛ̄ːŋ˧sŋ˧n
ณภัทร โอปอ วัชระชัยพงษ์	n˧a˦˥pat̚˨˩ʔɔ̀k̚˦˥ɔ̀ɔ̀wantɕʰaːraːhtɕʰjpŋ˩˩˦
ณัฐ ศักดาธร	n˧ʌt̚˨˩ sak̚˦˥daː˧ t̚˥˩ɔ̀n˧
ณเดชน์ คูกิมิยะ	nadɛjˈdɛ kukˈimia
ด	nˈɔ̃dˈe
ด เด็ก	dade
ดง	doɾn
ดนตรี	t̚˨˩n˦˥triː˩˩˦
ดนตรีไทย	ɔːntɕɔːitʰaj
ดม	tom
ดยุคแห่งวีเซิลตัน	kʰʊŋ˨˩˦ʐan˥˩
ดล	dɔ̀n
ดวก	swa
ดวง	lwŋ
ดวงจันทร์	dʊ˥˩ŋ˧tɕɑːn˧
ดวงตา	ɔːŋ˧k̚˦˥aː˧
ดวงสด	duaŋ˧sot̚˨˩
ดวงอาทิตย์	tw˧ŋ˧ɔ̀ːaːtʰt̚˥˩
ดวงใจ	tw˧ŋtɕaj˧
ดวด	duːt
ดอก	do
ดอกกระถิน	dɔːkʁa˨˩n˩˩˦t̚˨˩ŋ
ดอกกล้วยไม้	t̚˨˩ɛːk̚˦˥lwajhm˥˩
ดอกกุหลาบ	dɔːk˥guːlaːp̚˨˩
ดอกกุหลาบสีแดง	ðɔːk̚˨˩guːlaːp̚˨˩siːʔdŋ˧
ดอกคำใต้	dɔːkʰam˥t̚˨˩ʰ
ดอกจัน	dɔːkʲtɕan˩˩˦
ดอกทอง	dɔkʔtʰɔ̀ŋ
ดอกทานตะวัน	dɔːk̚˦˥tʰaː˧n˩˩˦t̚˨˩ɔːn˧
ดอกทานตะวันชอบหันไปหาดวงอาทิตย์	hedok˥aː˧nt̚˨˩awant̚˥˩ʔ�p̚˥˩haːn˩˩˦pajhaː˧duːŋ˧ɔːn˧tʰt̚˨˩
ดอกบัว	dkboa
ดอกส้มสีทอง	dɔːk˥som˧siːtʰɔ̀ŋ˧
ดอกเบี้ย	dˈɔ bˈiʝə
ดอกแค	hdɔːkʰɛː
ดอกไม้	dkʰmaːj
ดอกไม้สีสันสดใส	dɔːk̚˨˩maːsriːsansrs
ดอกไม้ไฟ	dɔːkʰajfaj˧
ดอด	j˩˩˦t̚˨˩ɔːt̚˨˩
ดอน	d̥ɔ̀n
ดอนน่า	n˩˩˦a˥˩
ดอนเมือง	dɔ̀n˧mɯ̄ːŋ˧
ดอย	dɔj˧
ดอล	dˌeːnˈnˈ
ดอลล่าร์	ˈdɒləɹ
ดัก	d̪a
ดักแด้	dak˥
ดัง	dãŋ
ดังกล่าว	danklau
ดังต่อไปนี้	daŋ˧tʰɔːpajʔniːʰ
ดังนั้น	dǎŋ˧n˧
ดังนี้	daŋ˧˧niː˧˥
ดัชชี่	la˦˥
ดัชนี	datsʃɔniː
ดัน	dãn
ดับ	dˈaʊt
ดัมเบล	dambeo
ดั่ง	dˈaŋ
ดั้งจมูก	daŋ tʃəmu
ดั้น	dum
ดาก	da
ดาบ	dap
ดามัสกัส	d̪emaskas
ดาย	dˈaɪ
ดารา	da˥˩raː˥˩
ดาราศาสตร์	daraːsaːrt̚˨˩
ดาว	da˥˩lo˥˩˦
ดาวตก	daːto
ดาวพฤหัส	daː˧pʰaːrɤhʰt
ดาวพฤหัสบดี	daː˧w˧pʰa˥n˩˩˦ʔfa˥˥t̚˨˩sa˨˩gɔːn˧liːn˧
ดาวพุธ	daː˧w˧pʰut̚˨˩
ดาวฤกษ์	sa˨˩aː˥˩ʔrk̚˦˥
ดาวศุกร์	da˥˩ʔ sup
ดาวอังคาร	daː˧ɔ̀ːŋ˧k̚˨˩aː˥˩n˧
ดาวเคราะห์	daːɔːk̚˨˩rɔː
ดาวเคราะห์น้อย	daː˧kʰn˩˩˦ɔ̀ʔnʰɔ̀j˧
ดาวเทียม	t̚˨˩aː˧w˧ʈʰj˧am˧
ดาวเรือง	daː˧rɛːw˧
ดาวเสาร์	dau˧˧ sa˨˩
ดาวเหนือ เรือไวกิ้ง	daː˧ʔhɔ̀ːa˦˥ɔaː˧ʔw
ดำ	dam
ดำรง	dam˧roːŋ˧
ดำเนิน	dam˧n
ดำเนินการ	tam˧n˦˥ɛːŋ˨˩kaː˧l˧
ดำเนินคดี	dam˧n˧ɔ̀n˧kʰdiː˧
ดำเนินงาน	dam˧˧mjɔː˧˥nɔːn˧˧
ดำเนินชีวิต	dam˧n˦˥tɕʰiːt̚˨˩
ดิก	dˈi
ดิจิตอล	di˧t̚˨˩t̚˨˩ɔ̀t̚˨˩ɔ̀n˥
ดิจิทัล	ni˦˥ʰtʰaː˥˩
ดิฉัน	ɔːan˥
ดิฉันรักคุณ	tʰiːʰʈʰán˧rak̚˨˩kʰun˧
ดิชั้น	liʃɔn
ดิน	d̪iːn
ดินสอ	rin˥˩sɔː˧
ดินสอกด	din˧sʔk̚˨˩tʰ
ดินสอสี	n˩˩˦sɔː˩˩˦riː˧
ดินสอเขียนคิ้ว	rd̚˨˩ɛːn˧sɔːkʰʰiːj˧w
ดินเหนียว	din˧ʔniaw˧
ดินแดง	bĩ˥˩n˧dɛːŋ˧˧
ดินแดน	d̚˨˩indeːn˩˩˦
ดิบ	bˈiːt
ดิลก	ˈdilo
ดิสโก้	dɪsˈkoː˧
ดิสโพรเซียม	dʒiː˧sʔ proː˧siam
ดิ้น	dˈeːn
ดี	dˈi
ดีกว่า	ti˥˥kua˥˧
ดีจริงๆ	di˧˧tɪŋ˧˧tsĩŋ˥˥
ดีด	diːt˨
ดีดดิ้น	ti˥˩n˧
ดีต่อใจ	diːtʰɔːt̚˨˩tɕaj˧
ดีที่สุด	di˧tʰiːʰst
ดีบุก	tˌiːˌbɔː
ดีมาก	diːmɑːt
ดียิ่งขึ้น	di˧ʔiːŋ˥kʰon˧
ดีสมราคา	tʰiː˥˩sam˧raːkʰaː˥˩
ดีเลย แต่ความจริงผมายังมีงานค้างอยู่	di˧lɤj˧tʰkʰwamʥrɪŋ˧pʰom˧ŋ˧miː˧ŋ˥˩aː˧n˥kʰaːm˧ɔ̀
ดีใจ	diːtɕaj˧
ดีใจด้วย	di˧tɕaj˧t̚˨˩ʰwj˥
ดีใจที่ได้พบคุณ	tɕaj˧tʰiʰʔdapʰkʰun˧
ดีใจที่ได้พบคุณ ครับ	diːtɕaj˧tiːʰjt̚˨˩jpʰkʰon˧kʰráp̚˥˩
ดีไซน์	disaːj
ดึก	dˈø
ดึกแล้ว	tɯɔ̀k˧la˦˥w˧
ดึง	lɯ̞ŋˈ
ดื่ม	dkm
ดื่มด่ำ	dm˧dam˧
ดื่มน้ำ	hŋ˧nam˧
ดื้อ	dˈø
ดุ	do
ดุน	dˈʌn
ดุบเนียม	dup˨˩niajm˥˩
ดุล ร่มจำปา	dulʔmt̚˨˩am˧paː˧
ดุลยภาพ	dun˧l˧ajap̚˦˥pʰaːp̚˥˩
ดุสิต	du sˈe
ดุสิตธานี	dusit̚˨˩thaːn˧ɪ
ดุ้น	dˈʌn
ดู	duː
ดูงาน	duːŋ˧aːn
ดูด	duːt̚˨˩
ดูดฝุ่น	duːrbun˧
ดูดวง	duːaŋ
ดูดี	duː diː
ดูนั่นสิ	doːnən˧sɯ
ดูบรอฟนีก	duː˧ʔfʔkʰ
ดูมันดิ	t̪oːmən̪diːt̪
ดูสิ	tˌusˈi
ดูหนังฟรี	tʰuːŋ˧friː˧
ดูเหมือน	duːʔŋ˧ɯːʔn
ดูแล	duːla˦˥
ดูไม่ออก	duːajʰɔːŋ˨˩
ด่วน	duan
ด่วนที่สุด	duːn˧tʰiːʰt̚˨˩
ด่า	da
ด่าง	dˈaɾ
ด่าน	daːn
ด่านตรวจคนเข้าเมือง	daː˧n˧trt̚˦˥kʰon˧kʰaː˥˩mɯː˧ŋ˧
ด่าวดิ้น	daːw˧rɪn˥
ด้วยกัน	dʒuɛkai
ด้วยดี	tʰw˩˩˦jdi˥˩
ด้วยตนเอง	t̚˨˩ʰwjt̚˨˩n˥ʔɛŋ
ด้วยพระนามของอัลลอฮฺ	t̚˨˩ʰt̚˨˩raːnamkʰɔ̀ːŋ˧ɔ̀ːan˧lɔː
ด้อยกว่า	dɔjkwa
ด้านข้าง	kaː˥˩ŋ˥kʰaːŋ˥
ด้านบน	n˧aːn˧pn˩˩˦
ด้าม	daːm
ด้าย	daj
ดํา	dam
ต	to˥˩tʰa˥˧
ต เต่า	sɔːtâː
ต.	tɔ˧˧
ตก	tɔːk˨
ตกปลา	tok̚˦˥laː˥˩
ตกลง	tok˨˩ lũŋ˧˧
ตกแต่ง	tok̚˥˩taːŋ˧
ตกใจ	t̚˦˥k̚˦˥tɕaj˧
ตด	tʰoːt̚˨˩
ตน	tɔ̀n
ตนเอง	tɔ̀n˥ʔɛŋ˧
ตบ	tok
ตบหัวทิ่ม	tɔ̀bkʰua̯aː˧m
ตม	tʰoŋ˨˩
ตม.	tɔːmɔː
ตร.	t̚˨˩am˧n˩˩˦ruan˧
ตรง	trɔŋ
ตรงกลาง	stʃtʃɔnklaːŋ
ตรงกับ	tɔ̙˥˥ uːt˦˥aː˧˧
