aah	ˈɑː
dangerous	dˈeɪndʒəɹəs
dangerously	dˈeɪndʒəɹəsli
dangerousness	dˈeɪndʒəɹəsnəs
dangers	dˈeɪndʒəz
danging	dˈæŋɪŋ
dangle	dˈæŋɡəl
dangled	dˈæŋɡəld
dangler	dˈæŋɡlɐ
danglers	dˈæŋɡləz
dangles	dˈæŋɡəlz
dangling	dˈæŋɡəlɪŋ
danish	dˈeɪnɪʃ
danishes	dˈeɪnɪʃɪz
dank	dˈæŋk
dap	dˈæp
daphne	dˈæfni
daphnes	dˈæfniz
dapper	dˈæpɐ
dapple	dˈæpəl
dappled	dˈæpəld
dapples	dˈæpəlz
dappling	dˈæplɪŋ
darbies	dˈɑːbɪz
dare	dˈeə
dared	dˈeəd
daredevil	dˈeədɛvəl
daredevils	dˈeədɛvəlz
dares	dˈeəz
daresay	dˈeəseɪ
daring	dˈeəɹɪŋ
daringly	dˈeəɹɪŋli
dariole	dˈɑːɹɪˌəʊl
dark	dˈɑːk
darken	dˈɑːkən
darkened	dˈɑːkənd
darkening	dˈɑːkənɪŋ
darkens	dˈɑːkənz
darker	dˈɑːkɐ
darkest	dˈɑːkəst
darkie	dˈɑːki
darkies	dˈɑːkiz
darkish	dˈɑːkɪʃ
darkling	dˈɑːklɪŋ
darkly	dˈɑːkli
darkness	dˈɑːknəs
darkroom	dˈɑːkɹuːm
darkrooms	dˈɑːkɹuːmz
darksome	dˈɑːksʌm
darky	dˈɑːki
darling	dˈɑːlɪŋ
darlings	dˈɑːlɪŋz
darn	dˈɑːn
darned	dˈɑːnd
darnedest	dˈɑːndəst
darner	dˈɑːnɐ
darners	dˈɑːnəz
darning	dˈɑːnɪŋ
dart	dˈɑːt
dartboard	dˈɑːtbɔːd
dartboards	dˈɑːtbɔːdz
darted	dˈɑːtɪd
darter	dˈɑːtɐ
darters	dˈɑːtəz
darting	dˈɑːtɪŋ
darts	dˈɑːts
dash	dˈæʃ
dashboard	dˈæʃbɔːd
dashboards	dˈæʃbɔːdz
dashed	dˈæʃt
dasher	dˈæʃɐ
dashes	dˈæʃɪz
dashing	dˈæʃɪŋ
dashingly	dˈæʃɪŋli
dastard	dˈɑːstəd
dastardly	dˈɑːstədli
data	dˈeɪtɐ
databank	dˈeɪtəbˌæŋk
databanks	dˈeɪtəbˌæŋks
database	dˈeɪtəbˌeɪs
databases	dˈeɪtəbˌeɪsɪz
datable	dˈeɪtəbəl
date	dˈeɪt
dateable	dˈeɪtəbəl
dated	dˈeɪtɪd
dateless	dˈeɪtləs
dateline	dˈeɪtlaɪn
dater	dˈeɪtɐ
daters	dˈeɪtəz
dates	dˈeɪts
dating	dˈeɪtɪŋ
dative	dˈætɪv
datum	dˈeɪtəm
daub	dˈɔːb
daube	dˈɔːb
daubed	dˈɔːbd
dauber	dˈɔːbɐ
daubing	dˈɔːbɪŋ
daubs	dˈɔːbz
daughter	dˈɔːtɐ
daughters	dˈɔːtəz
daunt	dˈɔːnt
daunted	dˈɔːntɪd
daunting	dˈɔːntɪŋ
dauntingly	dˈɔːntɪŋli
dauntless	dˈɔːntləs
daunts	dˈɔːnts
dauphin	dˈɔːfɪn
dauphine	dˈɔːfiːn
davenport	dˈævənpˌɔːt
davenports	dˈævənpˌɔːts
davit	dˈævɪt
davits	dˈævɪts
daw	dˈɔː
dawdle	dˈɔːdəl
dawdled	dˈɔːdəld
dawdler	dˈɔːdlɐ
dawdling	dˈɔːdlɪŋ
dawn	dˈɔːn
dawned	dˈɔːnd
dawning	dˈɔːnɪŋ
dawns	dˈɔːnz
daws	dˈɔːz
day	dˈeɪ
daybed	dˈeɪbd
daybook	dˈeɪbʊk
daybreak	dˈeɪbɹeɪk
daycare	dˈeɪkeə
daydream	dˈeɪdɹiːm
daydreamed	dˈeɪdɹiːmd
daydreamer	dˈeɪdɹiːmɐ
daydreaming	dˈeɪdɹiːmɪŋ
daydreams	dˈeɪdɹiːmz
daylight	dˈeɪlaɪt
daylights	dˈeɪlaɪts
days	dˈeɪz
daytime	dˈeɪtaɪm
daze	dˈeɪz
dazed	dˈeɪzd
dazes	dˈeɪzɪz
dazzle	dˈæzəl
dazzled	dˈæzəld
dazzler	dˈæzlɐ
dazzlers	dˈæzləz
dazzles	dˈæzəlz
dazzling	dˈæzlɪŋ
dazzlingly	dˈæzəlɪŋli
db	dˌiːbˈiː
dc	dˌiːsˈiː
de	dˈɐ
deacon	dˈiːkən
deaconess	dˈiːkəʊnəs
deacons	dˈiːkənz
deactivate	diːˈæktɪvˌeɪt
deactivated	diːˈæktɪvˌeɪtɪd
deactivates	diːˈæktɪvˌeɪts
deactivating	diːˈæktɪvˌeɪtɪŋ
deactivation	diːˌæktɪvˈeɪʃən
dead	dˈɛd
deadbeat	dˈɛdbiːt
deadbeats	dˈɛdbiːts
deaden	dˈɛdən
deadened	dˈɛdənd
deadening	dˈɛdənɪŋ
deadens	dˈɛdənz
deader	dˈɛdɐ
deadeye	dˈɛdaɪ
deadfall	dˈɛdfɔːl
deadhead	dˈɛdhɛd
deadheaded	dˈɛdhɛdɪd
deadheading	dˈɛdhɛdɪŋ
deadheads	dˈɛdhɛdz
deadlier	dˈɛdliɐ
deadliest	dˈɛdliəst
deadlight	dˈɛdlaɪt
deadline	dˈɛdlaɪn
deadlines	dˈɛdlaɪnz
deadliness	dˈɛdlinəs
deadlock	dˈɛdlɒk
deadlocked	dˈɛdlɒkt
deadlocks	dˈɛdlɒks
deadly	dˈɛdli
deadness	dˈɛdnəs
deadpan	dˈɛdpæn
deadweight	dˈɛdweɪt
deadwood	dˈɛdwʊd
deaf	dˈɛf
deafen	dˈɛfən
deafened	dˈɛfənd
deafening	dˈɛfənɪŋ
deafeningly	dˈɛfənɪŋli
deafer	dˈɛfɐ
deafness	dˈɛfnəs
deal	dˈiːl
dealer	dˈiːlɐ
dealers	dˈiːləz
dealership	dˈiːləʃˌɪp
dealerships	dˈiːləʃˌɪps
dealing	dˈiːlɪŋ
dealings	dˈiːlɪŋz
deals	dˈiːlz
dealt	dˈɛlt
dean	dˈiːn
deanery	dˈiːnəɹi
deans	dˈiːnz
dear	dˈiə
dearer	dˈiəɹɐ
dearest	dˈiəɹəst
dearie	dˈiəɹi
dearies	dˈiəɹɪz
dearly	dˈiəli
dears	dˈiəz
dearth	dˈɜːθ
deary	dˈiəɹi
death	dˈɛθ
deathbed	dˈɛθbɛd
deathbeds	dˈɛθbɛdz
deathless	dˈɛθləs
deathly	dˈɛθli
deaths	dˈɛθs
deathtrap	dˈɛθtɹæp
deathwatch	dˈɛθwɒtʃ
deaves	dˈiːvz
deb	dˈɛb
debacle	deɪbˈɑːkəl
debacles	deɪbˈɑːkəlz
debarred	dɪbˈɑːd
debars	dɪbˈɑːz
debase	dɪbˈeɪs
debased	dɪbˈeɪst
debasement	dɪbˈeɪsmənt
debases	dɪbˈeɪsɪz
debasing	dɪbˈeɪsɪŋ
debatable	dɪbˈeɪtəbəl
debate	dɪbˈeɪt
debated	dɪbˈeɪtɪd
debater	dɪbˈeɪtɐ
debaters	dɪbˈeɪtəz
debates	dɪbˈeɪts
debating	dɪbˈeɪtɪŋ
debauch	dɪbˈɔːtʃ
debauched	dɪbˈɔːtʃt
debauchee	dɪbˈɔːtʃiː
debauchery	dɪbˈɔːtʃəɹi
debauching	dɪbˈɔːtʃɪŋ
debenture	dɛbˈɛntʃɐ
debentures	dɛbˈɛntʃəz
debilitate	dɪbˈɪlɪtˌeɪt
debilitated	dɪbˈɪlɪtˌeɪtɪd
debilitating	dɪbˈɪlɪtˌeɪtɪŋ
debilitation	dɪbˌɪlɪtˈeɪʃən
debility	dɪbˈɪlɪti
debit	dˈɛbɪt
debited	dˈɛbɪtɪd
debiting	dˈɛbɪtɪŋ
debits	dˈɛbɪts
debonair	dˈɛbənˌeə
debonaire	dˌɛbənˈeə
debrief	diːbɹˈiːf
debriefed	diːbɹˈiːft
debriefing	diːbɹˈiːfɪŋ
debris	dˈɛbɹiː
debs	dˈɛbz
debt	dˈɛt
debtor	dˈɛtɐ
debtors	dˈɛtəz
debts	dˈɛts
debunk	diːbˈʌnk
debunked	diːbˈʌnkt
debunking	diːbˈʌnkɪŋ
debut	dˈeɪbjuː
debuted	dˈeɪbjuːd
debuting	dˈeɪbjuːɪŋ
debuts	dˈeɪbjuːs
decade	dˈɛkeɪd
decadence	dˈɛkədəns
decadent	dˈɛkədənt
decadently	dˈɛkədəntli
decades	dˈɛkeɪdz
decaf	dˈiːkæf
decaff	dɪkˈæf
decaffeinated	diːkˈæfɪnˌeɪtɪd
decagon	dɪkˈæɡən
decal	dɪkˈæl
decalogue	dɪkˈælɒɡ
decals	dɪkˈælz
decamp	dɪkˈæmp
decamped	dɪkˈæmpt
decamping	dɪkˈæmpɪŋ
decamps	dɪkˈæmps
decant	dɪkˈɑːnt
decanted	dɪkˈɑːntɪd
decanter	dɪkˈɑːntɐ
decanters	dɪkˈɑːntəz
decanting	dɪkˈɑːntɪŋ
decants	dɪkˈɑːnts
decapitate	dɪkˈæpɪtˌeɪt
decapitated	dɪkˈæpɪtˌeɪtɪd
decapitates	dɪkˈæpɪtˌeɪts
decapitation	dɪkˌæpɪtˈeɪʃən
decapitator	dɪkˈæpɪtˌeɪtɐ
decapod	dɪkˈæpɒd
decarbonise	dɪkˈɑːbənˌaɪz
decarbonised	dɪkˈɑːbənˌaɪzd
decarbonising	dɪkˈɑːbənˌaɪzɪŋ
decathlete	dɪkˈæθliːt
decathlon	dɪkˈæθlən
decay	dɪkˈeɪ
decayed	dɪkˈeɪd
decaying	dɪkˈeɪɪŋ
decays	dɪkˈeɪz
decease	dɪsˈiːs
deceased	dɪsˈiːsd
decedent	dɪsˈiːdənt
deceit	dɪsˈiːt
deceitful	dɪsˈiːtfəl
deceitfulness	dɪsˈiːtfəlnəs
deceits	dɪsˈiːts
deceive	dɪsˈiːv
deceived	dɪsˈiːvd
deceiver	dɪsˈiːvɐ
deceivers	dɪsˈiːvəz
deceives	dɪsˈiːvz
deceiving	dɪsˈiːvɪŋ
deceivingly	dɪsˈiːvɪŋli
decelerate	dɪsˈɛləɹˌeɪt
decelerated	dɪsˈɛləɹˌeɪtɪd
decelerates	dɪsˈɛləɹˌeɪts
decelerating	dɪsˈɛləɹˌeɪtɪŋ
deceleration	dɪsˌɛləɹˈeɪʃən
decelerator	dɪsˈɛləɹˌeɪtɐ
decencies	dˈiːsənsiz
decency	dˈiːsənsi
decent	dˈiːsənt
decently	dˈiːsəntli
decentralisation	dɪsˌɛntɹəlaɪzˈeɪʃən
decentralise	dɪsˈɛntɹəlˌaɪz
decentralised	dɪsˈɛntɹəlˌaɪzd
decentralising	dɪsˈɛntɹəlˌaɪzɪŋ
deception	dɪsˈɛpʃən
deceptions	dɪsˈɛpʃənz
deceptive	dɪsˈɛptɪv
deceptively	dɪsˈɛptɪvli
decibel	dˈɛsɪbəl
decibels	dˈɛsɪbəlz
decide	dɪsˈaɪd
decided	dɪsˈaɪdɪd
decidedly	dɪsˈaɪdɪdli
decider	dɪsˈaɪdɐ
deciders	dɪsˈaɪdəz
decides	dɪsˈaɪdz
deciding	dɪsˈaɪdɪŋ
decidua	dɪsˈɪdjuːɐ
deciduous	dɪsˈɪdjuːəs
decile	dˈɛsaɪl
deciles	dˈɛsaɪlz
decimal	dˈɛsɪməl
decimalisation	dˌɛsɪməlaɪzˈeɪʃən
decimalised	dˈɛsɪməlˌaɪzd
decimals	dˈɛsɪməlz
decimate	dˈɛsɪmˌeɪt
decimated	dˈɛsɪmˌeɪtɪd
decimates	dˈɛsɪmˌeɪts
decimating	dˈɛsɪmˌeɪtɪŋ
decimation	dˌɛsɪmˈeɪʃən
decimetre	dˈɛsɪmˌiːtɐ
decipher	dɪsˈaɪfɐ
deciphered	dɪsˈaɪfəd
deciphering	dɪsˈaɪfəɹɪŋ
decipherment	dɪsˈaɪfəmənt
decision	dɪsˈɪʒən
decisions	dɪsˈɪʒənz
decisive	dɪsˈaɪsɪv
decisively	dɪsˈaɪsɪvli
decisiveness	dɪsˈaɪsɪvnəs
deck	dˈɛk
deckchair	dˈɛktʃeə
deckchairs	dˈɛktʃeəz
decked	dˈɛkt
deckhand	dˈɛkhænd
deckhands	dˈɛkhændz
decking	dˈɛkɪŋ
decks	dˈɛks
declaim	dɪklˈeɪm
declaimed	dɪklˈeɪmd
declaiming	dɪklˈeɪmɪŋ
declaims	dɪklˈeɪmz
declamation	dɪklɐmˈeɪʃən
declamations	dɪklɐmˈeɪʃənz
declamatory	dɪklˈæmətəɹˌi
declaration	dˌɛkləɹˈeɪʃən
declarations	dˌɛkləɹˈeɪʃənz
declarative	dɪklˈæɹətˌɪv
declaratory	dɪklˈæɹətəɹˌi
declare	dɪklˈeə
declared	dɪklˈeəd
declares	dɪklˈeəz
declaring	dɪklˈeəɹɪŋ
declass	dɪklˈɑːs
declassification	dɪklˌæsɪfɪkˈeɪʃən
declassified	dɪklˈæsɪfˌaɪd
declension	dɪklˈɛnʃən
declination	dɪklɪnˈeɪʃən
decline	dɪklˈaɪn
declined	dɪklˈaɪnd
declines	dɪklˈaɪnz
declining	dɪklˈaɪnɪŋ
declivities	dɪklˈɪvɪtiz
deco	dˈɛkəʊ
decode	dɪkˈəʊd
decoded	dɪkˈəʊdɪd
decoder	dɪkˈəʊdɐ
decoders	dɪkˈəʊdəz
decodes	dɪkˈəʊdz
decoding	dɪkˈəʊdɪŋ
decolonisation	dɪkˌɒlənaɪzˈeɪʃən
decommission	dˌiːkəmˈɪʃən
decommissioned	dˌiːkəmˈɪʃənd
decommissioning	dˌiːkəmˈɪʃənɪŋ
decompose	dˌiːkəmpˈəʊz
decomposed	dˌiːkəmpˈəʊzd
decomposes	dˌiːkəmpˈəʊzɪz
decomposing	dˌiːkəmpˈəʊzɪŋ
decomposition	dˌiːkɒmpəzˈɪʃən
decompress	dˌiːkəmpɹˈɛs
decompressed	dˌiːkəmpɹˈɛst
decompressing	dˌiːkəmpɹˈɛsɪŋ
decompression	dˌiːkəmpɹˈɛʃən
decongestant	dˌiːkəndʒˈɛstənt
decongestants	dˌiːkəndʒˈɛstənts
deconsecrated	dˌiːkənsˈɛkɹeɪtɪd
deconstruct	dˌiːkənstɹˈʌkt
deconstructed	dˌiːkənstɹˈʌktɪd
deconstructing	dˌiːkənstɹˈʌktɪŋ
deconstruction	dˌiːkənstɹˈʌkʃən
decontaminate	dˌiːkəntˈæmɪnˌeɪt
decontaminated	dˌiːkəntˈæmɪnˌeɪtɪd
decontaminating	dˌiːkəntˈæmɪnˌeɪtɪŋ
decontamination	dˌiːkəntˌæmɪnˈeɪʃən
decor	dˈeɪkɔː
decorate	dˈɛkəɹˌeɪt
decorated	dˈɛkəɹˌeɪtɪd
decorates	dˈɛkəɹˌeɪts
decorating	dˈɛkəɹˌeɪtɪŋ
decoration	dˌɛkəɹˈeɪʃən
decorations	dˌɛkəɹˈeɪʃənz
decorative	dˈɛkɹətˌɪv
decoratively	dˈɛkɹətˌɪvli
decorator	dˈɛkɔːɹˌeɪtɐ
decorators	dˈɛkɔːɹˌeɪtəz
decorous	dˈɛkəɹəs
decorously	dˈɛkəɹəsli
decors	dˈeɪkɔːz
decorum	dɪkˈɔːɹəm
decoupage	dɪkˈuːpɪdʒ
decouple	dɪkˈʌpəl
decoupled	dɪkˈʌpəld
decoupling	dɪkˈʌplɪŋ
decoyed	dˈiːkɔɪd
decreased	dˈiːkɹiːsd
decreasing	dˈiːkɹiːsɪŋ
decreasingly	dˈiːkɹiːsɪŋli
decree	dɪkɹˈiː
decreed	dɪkɹˈiːd
decreeing	dɪkɹˈiːɪŋ
decrees	dɪkɹˈiːz
decrepit	dɪkɹˈɛpɪt
decrepitude	dɪkɹˈɛpɪtjˌuːd
decried	dɪkɹˈaɪd
decries	dɪkɹˈaɪz
decriminalisation	dɪkɹˌɪmɪnəlaɪzˈeɪʃən
decriminalise	dɪkɹˈɪmɪnəlˌaɪz
decriminalised	dɪkɹˈɪmɪnəlˌaɪzd
decriminalising	dɪkɹˈɪmɪnəlˌaɪzɪŋ
decry	dɪkɹˈaɪ
decrying	dɪkɹˈaɪɪŋ
decrypt	dɪkɹˈɪpt
decrypted	dɪkɹˈɪptɪd
decrypting	dɪkɹˈɪptɪŋ
decryption	dɪkɹˈɪpʃən
decrypts	dɪkɹˈɪpts
dedans	dˈɛdənz
dedicate	dˈɛdɪkˌeɪt
dedicated	dˈɛdɪkˌeɪtɪd
dedicates	dˈɛdɪkˌeɪts
dedicating	dˈɛdɪkˌeɪtɪŋ
dedication	dˌɛdɪkˈeɪʃən
dedications	dˌɛdɪkˈeɪʃənz
deduce	dɪdjˈuːs
deduced	dɪdjˈuːst
deduces	dɪdjˈuːsɪz
deducing	dɪdjˈuːsɪŋ
deduct	dɪdˈʌkt
deducted	dɪdˈʌktɪd
deductible	dɪdˈʌktəbəl
deducting	dɪdˈʌktɪŋ
deduction	dɪdˈʌkʃən
deductions	dɪdˈʌkʃənz
deductive	dɪdˈʌktɪv
deed	dˈiːd
deeds	dˈiːdz
deem	dˈiːm
deemed	dˈiːmd
deeming	dˈiːmɪŋ
deems	dˈiːmz
deemster	dˈiːmstɐ
deep	dˈiːp
deepen	dˈiːpən
deepened	dˈiːpənd
deepening	dˈiːpənɪŋ
deepens	dˈiːpənz
deeper	dˈiːpɐ
deepest	dˈiːpəst
deepfreeze	dˈiːpfɹiːz
deeply	dˈiːpli
deepness	dˈiːpnəs
deeps	dˈiːps
deer	dˈiə
deerhound	dˈiəhaʊnd
deerhounds	dˈiəhaʊndz
deers	dˈiəz
deerskin	dˈiəskɪn
deerstalker	dˈiəstɔːkɐ
deescalate	dˈiːskɐlˌeɪt
deface	dɪfˈeɪs
defaced	dɪfˈeɪst
defacement	dɪfˈeɪsmənt
defaces	dɪfˈeɪsɪz
defacing	dɪfˈeɪsɪŋ
defamation	dɪfɐmˈeɪʃən
defamatory	dɪfˈæmətəɹˌi
defame	dɪfˈeɪm
defamed	dɪfˈeɪmd
defaming	dɪfˈeɪmɪŋ
default	dɪfˈɒlt
defaulted	dɪfˈɒltɪd
defaulter	dɪfˈɒltɐ
defaulters	dɪfˈɒltəz
defaulting	dɪfˈɒltɪŋ
defaults	dɪfˈɒlts
defeat	dɪfˈiːt
defeated	dɪfˈiːtɪd
defeating	dɪfˈiːtɪŋ
defeatism	dɪfˈiːtɪzəm
defeatist	dɪfˈiːtɪst
defeatists	dɪfˈiːtɪsts
defeats	dɪfˈiːts
defecate	dɪfˈɛkeɪt
defecated	dɪfˈɛkeɪtɪd
defecates	dɪfˈɛkeɪts
defecating	dɪfˈɛkeɪtɪŋ
defecation	dɪfɪkˈeɪʃən
defected	dˈiːfɛktɪd
defecting	dˈiːfɛktɪŋ
defection	dɪfˈɛkʃən
defections	dɪfˈɛkʃənz
defective	dɪfˈɛktɪv
defectives	dɪfˈɛktɪvz
defector	dɪfˈɛktɐ
defectors	dɪfˈɛktəz
defenceless	dɪfˈɛnsləs
defences	dɪfˈɛnsɪz
defencing	dɪfˈɛnsɪŋ
defend	dɪfˈɛnd
defendable	dɪfˈɛndəbəl
defendant	dɪfˈɛndənt
defendants	dɪfˈɛndənts
defended	dɪfˈɛndɪd
defender	dɪfˈɛndɐ
defenders	dɪfˈɛndəz
defending	dɪfˈɛndɪŋ
defends	dɪfˈɛndz
defenestrated	dɪfˈɛnɪstɹˌeɪtɪd
defenestration	dɪfˌɛnɪstɹˈeɪʃən
defensible	dɪfˈɛnsəbəl
defensive	dɪfˈɛnsɪv
defensively	dɪfˈɛnsɪvli
defensiveness	dɪfˈɛnsɪvnəs
defer	dɪfˈɜː
deference	dˈɛfɹəns
deferent	dˈɛfɹənt
deferential	dˌɛfəɹˈɛnʃəl
deferentially	dˌɛfəɹˈɛnʃəlˌi
deferment	dɪfˈɜːmənt
deferments	dɪfˈɜːmənts
deferral	dɪfˈɜːɹəl
deferrals	dɪfˈɜːɹəlz
deferred	dɪfˈɜːd
deferring	dɪfˈɜːɹɪŋ
defers	dɪfˈɜːz
defiance	dɪfˈaɪəns
defiant	dɪfˈaɪənt
defiantly	dɪfˈaɪəntli
defibrillate	dɪfˈɪbɹɪlˌeɪt
defibrillation	dɪfˌɪbɹɪlˈeɪʃən
defibrillator	dɪfˈɪbɹɪlˌeɪtɐ
defibrillators	dɪfˈɪbɹɪlˌeɪtəz
deficiencies	dɪfˈɪʃənsɪz
deficiency	dɪfˈɪʃənsi
deficient	dɪfˈɪʃənt
deficit	dˈɛfɪsˌɪt
deficits	dˈɛfɪsˌɪts
defied	dɪfˈaɪd
defies	dɪfˈaɪz
defiled	dɪfˈaɪld
defilement	dɪfˈaɪlmənt
defiling	dɪfˈaɪlɪŋ
definable	dɪfˈaɪnəbəl
define	dɪfˈaɪn
defined	dɪfˈaɪnd
defines	dɪfˈaɪnz
defining	dɪfˈaɪnɪŋ
definite	dˈɛfɪnət
definitely	dˈɛfɪnətli
definition	dˌɛfɪnˈɪʃən
definitions	dˌɛfɪnˈɪʃənz
definitive	dɪfˈɪnɪtˌɪv
definitively	dɪfˈɪnɪtˌɪvli
deflate	diːflˈeɪt
deflated	diːflˈeɪtɪd
deflates	diːflˈeɪts
deflating	diːflˈeɪtɪŋ
deflation	diːflˈeɪʃən
deflationary	diːflˈeɪʃənəɹi
deflator	diːflˈeɪtɐ
deflect	dɪflˈɛkt
deflected	dɪflˈɛktɪd
deflecting	dɪflˈɛktɪŋ
deflection	dɪflˈɛkʃən
deflections	dɪflˈɛkʃənz
deflector	dɪflˈɛktɐ
deflectors	dɪflˈɛktəz
deflects	dɪflˈɛkts
deflower	dɪflˈaʊɐ
deflowered	dɪflˈaʊəd
defoliant	dɪfˈəʊliənt
defoliated	dɪfˈəʊlɪˌeɪtɪd
defoliation	dɪfˈəʊlɪˈeɪʃən
deforce	dɪfˈɔːs
deforest	dɪfˈɒɹɪst
deforestation	dɪfˌɒɹɪstˈeɪʃən
deforested	dɪfˈɒɹɪstɪd
deforesting	dɪfˈɒɹɪstɪŋ
deform	dɪfˈɔːm
deformation	dɪfɔːmˈeɪʃən
deformations	dɪfɔːmˈeɪʃənz
deformed	dɪfˈɔːmd
deforming	dɪfˈɔːmɪŋ
deformities	dɪfˈɔːmɪtiz
deformity	dɪfˈɔːmɪti
deforms	dɪfˈɔːmz
defraud	dɪfɹˈɔːd
defrauded	dɪfɹˈɔːdɪd
defrauding	dɪfɹˈɔːdɪŋ
defrock	dɪfɹˈɒk
defrocked	dɪfɹˈɒkt
defrost	dɪfɹˈɒst
defrosted	dɪfɹˈɒstɪd
defrosting	dɪfɹˈɒstɪŋ
defrosts	dɪfɹˈɒsts
deft	dˈɛft
deftest	dɪftˈɛst
deftly	dˈɛftli
deftness	dɪftnˈɛs
defunct	dɪfˈʌŋkt
defuse	dɪfjˈuːz
defused	dɪfjˈuːzd
defuses	dɪfjˈuːzɪz
defusing	dɪfjˈuːzɪŋ
defy	dɪfˈaɪ
defying	dɪfˈaɪɪŋ
degas	dɪɡˈæz
degeneracy	dɪdʒˈɛnəɹəsi
degenerated	dɪdʒˈɛnəɹˌeɪtɪd
degenerating	dɪdʒˈɛnəɹˌeɪtɪŋ
degeneration	dɪdʒˌɛnəɹˈeɪʃən
degenerative	dɪdʒˈɛnəɹətˌɪv
degradable	dɪɡɹˈeɪdəbəl
degradation	dɪɡɹɐdˈeɪʃən
degradations	dɪɡɹɐdˈeɪʃənz
degrade	dɪɡɹˈeɪd
degraded	dɪɡɹˈeɪdɪd
degrades	dɪɡɹˈeɪdz
degrading	dɪɡɹˈeɪdɪŋ
degrease	dɪɡɹˈiːs
degree	dɪɡɹˈiː
degrees	dɪɡɹˈiːz
dehumanisation	dˌɛhjuːmˌænaɪzˈeɪʃən
dehumanise	dˈɛhjuːmˌænaɪz
dehumanised	dˈɛhjuːmˌænaɪzd
dehumanising	dˈɛhjuːmˌænaɪzɪŋ
dehumidifier	dˈɛhjuːmˌɪdɪfˌaɪə
dehumidifiers	dˈɛhjuːmˌɪdɪfˌaɪəz
dehydrate	dˌiːhaɪdɹˈeɪt
dehydrated	dˌiːhaɪdɹˈeɪtɪd
dehydrates	dˌiːhaɪdɹˈeɪts
dehydrating	dˌiːhaɪdɹˈeɪtɪŋ
dehydration	dˌiːhaɪdɹˈeɪʃən
dehydrator	dˌiːhaɪdɹˈeɪtɐ
deicer	dˈeɪsɐ
deification	dˌeɪfɪkˈeɪʃən
deified	dˈeɪfaɪd
deify	dˈeɪfaɪ
deifying	dˈeɪfaɪɪŋ
deign	dˈeɪn
deigned	dˈeɪnd
deigns	dˈeɪnz
deist	dˈeɪɪst
deities	dˈeɪətˌiz
deity	dˈeɪətˌi
deject	dɪdʒˈɛkt
dejected	dɪdʒˈɛktɪd
dejectedly	dɪdʒˈɛktɪdli
dejection	dɪdʒˈɛkʃən
dekko	dˈɛkəʊ
delaine	dɪlˈeɪn
delaminate	dɪlˈæmɪnˌeɪt
delay	dɪlˈeɪ
delayed	dɪlˈeɪd
delaying	dɪlˈeɪɪŋ
delays	dɪlˈeɪz
dele	dɪlˈɛ
delectable	dɪlˈɛktəbəl
delectably	dɪlˈɛktəbli
delectation	dɪlɪktˈeɪʃən
delegated	dˈɛlɪɡˌeɪtɪd
delegating	dˈɛlɪɡˌeɪtɪŋ
delegation	dˌɛlɪɡˈeɪʃən
delegations	dˌɛlɪɡˈeɪʃənz
delegator	dˈɛlɪɡˌeɪtɐ
delete	dɪlˈiːt
deleted	dɪlˈiːtɪd
deleterious	dɪlɪtˈiəɹɪəs
deletes	dɪlˈiːts
deleting	dɪlˈiːtɪŋ
deletion	dɪlˈiːʃən
deletions	dɪlˈiːʃənz
delft	dˈɛlft
delftware	dˈɛlftweə
deli	dˈɛli
deliberated	dɪlˈɪbəɹətɪd
deliberately	dɪlˈɪbəɹətli
deliberates	dɪlˈɪbəɹəts
deliberating	dɪlˈɪbəɹətɪŋ
deliberation	dɪlˌɪbəɹˈeɪʃən
deliberations	dɪlˌɪbəɹˈeɪʃənz
deliberative	dɪlˈɪbəɹətˌɪv
delicacies	dˈɛlɪkəsɪz
delicacy	dˈɛlɪkəsi
delicate	dˈɛlɪkət
delicately	dˈɛlɪkətli
delicatessen	dˈɛlɪkˌætɛsən
delicatessens	dˈɛlɪkˌætɛsənz
delicious	dɪlˈɪʃəs
deliciously	dɪlˈɪʃəsli
deliciousness	dɪlˈɪʃəsnəs
delight	dɪlˈaɪt
delighted	dɪlˈaɪtɪd
delightedly	dɪlˈaɪtɪdli
delightful	dɪlˈaɪtfəl
delightfully	dɪlˈaɪtfəli
delighting	dɪlˈaɪtɪŋ
delights	dɪlˈaɪts
delineate	dɪlˈɪniːt
delineated	dɪlˈɪniːtɪd
delineates	dɪlˈɪniːts
delineating	dɪlˈɪniːtɪŋ
delineation	dɪlɪnˈiːʃən
delineations	dɪlɪnˈiːʃənz
delineator	dɪlˈɪniːtɐ
delinquencies	dɪlˈɪnkwənsiz
delinquency	dɪlˈɪnkwənsi
delinquent	dɪlˈɪnkwənt
delinquents	dɪlˈɪnkwənts
delirious	dɪlˈɪɹɪəs
deliriously	dɪlˈɪɹɪəsli
delirium	dɪlˈɪɹiəm
delis	dˈɛlɪz
deliver	dɪlˈɪvɐ
deliverable	dɪlˈɪvəɹəbəl
deliverance	dɪlˈɪvəɹəns
delivered	dɪlˈɪvəd
deliverer	dɪlˈɪvəɹɐ
deliverers	dɪlˈɪvəɹəz
deliveries	dɪlˈɪvəɹiz
delivering	dɪlˈɪvəɹɪŋ
delivers	dɪlˈɪvəz
delivery	dɪlˈɪvəɹi
dell	dˈɛl
dells	dˈɛlz
delouse	dɪlˈaʊs
deloused	dɪlˈaʊsd
delousing	dɪlˈaʊsɪŋ
