anowr	ənˈɔɾ
ঘূর্ণিঝড় ফণী	gʊɾɲiˑ dʑɔɽ pʰɔni
ঘূর্ণিঝড় বুলবুল	gʱuːɾniː dʒʰaːɖ bulbul
ঘূর্ণিঝড় মোরা	gʱuɔniˑdʑoˑɹ muˑɽaˑ
ঘূর্ণিঝড় রোয়ানু	gʱuːɾnitʃʰəɳɖ ɾoːaːnʊ
ঘূর্ণিঝড় সিডর	khʊɾniː dʒwɑɹsʈɪ ɖʱɑɹ
ঘৃণা	gɹˈinə
ঘৃণ্য	gɹˈinnˈo
ঘেয়ো	gɛɔ
ঘোড়া	kura
ঘোটকী	gʊtʊˈge
ঘোড়া	kʰura
ঘোমটা	gʱomtɕa
ঘোর	ɦoːr
ঘোরা	gʱːɹaː
ঘোরাঘুরি করা	gʱoɹaˑ guɹiˑ kɹaˑ
ঘোষ	kɔʃ
ঘোষণা	ɣɾʃna
ঘোষিত	ɣoʃiːto
ঘোড়া	gʱoˑɾaː
ঘোড়ার গাড়ি	ɣʱoːɖaːɾ gɑːɽiː
ঘৌ	gˈoʊ
ঘড়ি	ɣʊɾiːgʱoːɽiː
ঘড়িয়াল	ɣʱoˑɹiˑɔl̪
ঙ	wɑŋ
চ	tʃa
চওড়া	tʃoɾa
চক্রান্ত	tʃokkɾantɔ
চঞ্চল	tɕɔ̃nːtɕɔl
চঞ্চলতা	sontʃolat̪a
চটা	ɕɐtːa
চটি	tʃɔpɪ
চটি দিয়ে আঘাত করা	tɕʰoˑʈiˑ biˑe ɐɣaˑɔt̪ kɾa
চট্টগ্রাম	tʃɔtːoˑgɾam
চট্টোপাধ্যায়	ʃoːɪt̪koɑːnd̪ʱeːeːʔ
চড়া	tʃoɾa
চড়াই	tʃoˈlaˈɪ
চতুর্থ	tʃiːzidoːltʃiːzi
চতুর্ভুজ	tʃʰtrbʱu
চতুস্তলক	jɛutuʃtɑlɔk
চন্দননগর	tʃɑndɔnnɔɣoɾ
চন্দ্র	tʃondru
চন্দ্রমল্লিকা	tʃɔndɾɔmːolnikːa
চপল	tʃaːpɔl
চপ্পল	tʃapːɐl
চব্বিশ	tʃɔbbiʃ
চমক	tʃoˈmok
চমকপ্রদ	tʃamupɾodʊ
চমকপ্রদ কাহিনী	kɪɹˈɛs kɹˈusɚ
চমৎকৃত	tɕaːmɔt̪kɹit̪ɔ
চমড়িগাই	tʃaːmɾiːgai̯
চরণ	kʰoːɾon
চরণে	tʃɑːɾoːniː
চরম	tʃaɾom
চরমপন্থী	ʈʰɹompnt̪ʰiˑ
চরাচর	tʃoɾatʃoɾ
চরিত্রগতভাবে	t̪ʰɹɔgetʰɔbʱaˑbe
চর্মকার	tʃɔɾɾɔmoqaɾ
চর্যাপদ	tʃɔɹtʃapɔd̪iː
চলচ্চিত্র	kelositro
চলতি	t̪ʃʰoːlt̪iː
চলতে দেওয়া	tʃʰol te ɖɛʋa
চলবে	tʃʰalbe
চলমান	ʃaːlɔman
চলমান থাকা	tʃʰlomandʱaːɔkaː
চলা	kola
চলাকালীন	tʃaˈllakaˈljn
চলাকালে	sejealeɾ
চলি এখন।	tɕʰuliːakʰon˧
চলে	tʃole
চল্লিশ	tʃuɫliʃ
চশমা	dʒoʃmo
চা	tʃa
চাঁদ	tʃaːd
চাঁদপুর	tʃaːntpuɾ
চাঁপাইনবাবগঞ্জ	tʃapɒːnjnɔɰɒbgɔndʒ
চাওয়া	tʃaˈa
চাওয়ালা	tɕa˥˥wɑ˥˥la˥˧
চাকমা	tʃakma
চাকরিক্ষেত্রে	tʃaˑkuɾitʃet̪re
চাকরী	ʃɑkʊli˥˩
চাকা	tʃaka
চাঙা	ʃaːŋa
চাচা	tʃatʃa
চাচা কাহিনী	tsʰaːtsʰaː kɔhiːni
চাঞ্চল্যকর	tɕaŋtulɔkɔɾ
চাঞ্চল্যকর ঘটনা	tʃaˑm tʃloˑ kɹ gʱɔtɔ naː
চাটগাঁ	tʃɑtka
চাটা	tsata
চাদর	tʃaduɾ
চান	tɕaːn
চাপ	tʃap
চাপকল	tʃapːkoːl
চাপলেই	tʃaplei
চাপা	tsapa
চাপা থাকা	tsia pasadaka
চাপুন	tʃapun
চাবি	tsiabi
চামচ	tʃamutʃ
চামড়া	tʃɑmɾɑ
চায়ের দোকান	t̪ʃäːɾ dʊkʌm
চার	tʃaːr
চারটি	tʃaːɾt̪iː
চারপাশ	tʃarpaːs
চারা	tʃara
চারিত্র্যলক্ষণ	t̪ʰaɾiːt̪t̪t̪ʰɾuːlokːn
চারু	tʃaɾuz
চারু ও কারুকলা	tʃalu ʔuɣalu kɔla
চারুলতা	tʃaːruːloːta
চাল	tʃaˈlu
চালক	dˈalə
চালকল	kialkol
চালডাল	tʃað̞leð̞al
চালানো	tʃaːlaːno
চালায়	tɕa˥˥laj˧
চালু	tʃalu
চাষ	tɕaːs
চাষাবাদ	tʃaːʃaːbɑt
চাষী	tɕasˌiː
চাষীজীবন	tɕaʃiːtsiːbon
চাসনি পীর	kazɲi piz
চাহিদা	ʃɑhˈidɑhˈ
চি	tɕi˥˩
চিংড়ি	tʰiŋ˥˥
চিংড়ি	tɕiŋ˥˥sɯ˥˩
চিকিত্‍সা	tʃikːɪtʃa
চিকিৎসা	tʃekjtɕak
চিকিৎসাধীন	tɕiːkɪtʃäːd̪ʱiːn
চিচিঙ্গা	tsi˥˧tsĩ˥˧ige˨˦
চিটাগং	tseʁagˈan
চিঠি	tʃiːtiː
চিঠি লেখা	titi ljkja
চিড়িয়াখানা	tʃiɾiaxɑnɑ
চিতা	tʃita
চিত্কার করা	tʃitˈkaɾˈ qɒˈɾa
চিত্ত	tʃitːo
চিত্তগগনে	tɕitːɔ̙ɣ̞abane
চিত্রকল্প	tʃittrokolbo
চিত্রনাট্য	titronato
চিন	tʃino
চিনা	tsina
চিনি	tini
চিন্তা করা	tʃint̪a koɾa
চিবুক	tibuk
চিমটি	tsinti
চিরাচরিত পথ	tʃira tʃoɾjto pa
চিরুনি	tʃi˥˧ɾ˥˧u˥˧nj˧
চিল	tˌiːlˈ
চিলা	tʃila
চিহ্ন	tʃinno
চিৎপটাং	tɕiɖpɔʈaɭ
চীন	tʃin
চীন সরকার	tʃiːn ʃːoɾˈkartʃ
চীনা	tʃi̞nä
চীনা ভাষা	tʃiːnäː bʱäːʃäː
চীনা ভাষার	tʃiːnɑː bʱaːʃaːɾ
চীনাবাদাম	tʃiɴaβ̞ad̪em
চীনের	tʃineɾ
চীনের অভ্যন্তর	t̪ʰiˑneˑɹ ɔbʱɔn t̪aˑɹ
চীনের ভাবমূর্তি	tʃineɾ bʱabmuɾt̪i
চীনের সম্পর্ক	tʃʰineɾ ʃɔmpɾɔɹkː
চুঁচুড়া	tʃuːda
চুক্তি	t̪ikːtiː
চুক্তিতে	t̪iːt̪eʔ
চুক্তির	tʃʊktʰiːɾ
চুপ	tʃup
চুমু	tʃum
চুমু খাওয়া	tɕjoʊ˨˩˦mŋ˧˥pʰa˥˥
চুমুক	tʃɯmɯk
চুম্বন	tɕumbon
চুয়াডাঙ্গা	ʃuɾaŋga
চুরুট	tʃʊˈɾʊtʰ
চুল	tʃuːl
চুলকানো	tʃuɛlkanõ
চুলা	tsula
চুড়ি	tʃuɾiː
চূড়ান্ত	tʃuranto
চূড়ান্ত পর্যায়	ʃuɹaɳt̪oˑ poɽ z̺ie̯
চূড়ান্ত পর্যায়ে	ʃuɖant pʊɾaːɛ
চূড়ান্তভাবে	tɕuɔɾaˑntbʱabe
চেঁচানো	tɕʰeˈtɕanoʊ
চেতনা	kiaentola
চেনা	tʃɛna
চেপে	tʃepe
চেয়ারম্যান	tʃɛɾmɛn
চেরি	tʃɛri
চেষ্টা	tɕˈæʃta
চেষ্টা করা	tʃɛʃta kɐra
চেয়ার	tʃʰiat
চৈতন্য	tʃuʃtʃtʃi
চৈত্র	tʃuʲtɾum
চোখ	tʃuɔ
চোট	tɕɔːt
চোর	ʃuɾ
চোয়াল	tʃual
চৌকিতে	tʃaukite
চৌদ্দ	lɛutto
চৌদ্দো	tuto
চৌধুরী	tʃoːdɯɾi
চ্যাটার্জী	tʃaʈaɾ
চড়	tʃaɾ
চড়াই	tʃɔɾaiː
চড়ুই	tʃue
চড়ুইভাতি	tɕɽuːiːɔbʱaːt̪ɪ
ছ	tɕja˥˥
ছক	tɕʰok
ছড়া	tʃoɾa
ছড়ানোর	tʃɑːrɑːnɑːr
ছত্রভঙ্গ	tʃɐtʰɐɾəʋhɐŋgɔ
ছত্রাক	tʃotˈrak
ছদ্মনাম	tʃɑːtnʌm
ছদ্মবেশ	tɕʰɔd̪bɔʃ
ছন্দ	tʃondu
ছবি	tɕʰo˥˩bi˧˧
ছবি আঁকা	tʃh obi ɛnkæ
ছবি তোলা	tʃʰoˑbi toˑ laː
ছবি দেখা	tʃoː bi dqa
ছবি বিশ্বাস	tʃoˈbi bi ʃæʃ
ছয়	tʃɔ̀ɪ
ছল	lɯ
ছলনা	tʃʰɔ̀lʰɔnaa
ছলাৎ	tʃonˈnˈt
ছা	tsʰa˥˥
ছাঁকনি	tsʰatʰni
ছাঁকা	tʃɑka
ছাঁটাই	ɔte�ætäˑiˑ
ছাইদান	tɕʰaːiːdaːn
ছাউনিযুক্ত	ʃaˑɔniˑdʑukt̪oˑ
ছাগল	ʃʰagʊʈː
ছাড়াই	kʰaːrajiː
ছাতা	satˈa
ছাত্র	tɕatːruː
ছাত্র-ছাত্রীদের	tʃatɾotʃatɾideɾ
ছাত্রাবাস	tʃɑtɾɑbaʃ
ছাত্রী	t̪ʃat̪t̪ri
ছাদ	tʃɑːd
ছানতা	ɕantɑ
ছানা	a
ছাপোষা	tʃa˥˥pɔ˥˥
ছাব্বিশ	tsã˥˥bi˧˧ʃ
ছায়া	tsʰaɪ˧˥
ছাড়	tɕʰaɾ
ছায়া	tsʰaɪn˧˥
ছায়ানট	tʃajanõːɖɾ
ছায়াপথ	tsʰaːjaː˧˥pɔːt̚˨˩
ছি	tɕʰi˥˥
ছিঃ	tɕʰi˥˩
ছিটিয়ে	tʃʰiːtie
ছিন্ন	tʃiːn˩˥n˩˥ːoː
ছিপি	tsʰip˦e˨˩
ছিল	tʃilo
ছিলাম	tʃʰlam
ছিলি	tɕʰi˥˥li˨˩˦
ছিলে	tʃile
ছিলেন	tʃiːlen
ছুঁচো	sˈutʃo
ছুটি	tɕʰuːtiː
ছুটির	ʃɔtʃt̪iːr
ছুড়ি	tɕʰoːliː
ছুরি	tʃʊːri
ছুলা	tʃʊlɑh
ছুির	ʃoːˈri
ছুড়ি	tʃʰʊʁiː
ছেঁড়া	tʃʰraːt
ছেঁড়া	tɕʰi˥˥
ছেচল্লিশ	tʃʰtʃolɔs
ছেড়ে	tʃʰeˈre
ছেলে	tʃɛlɛ
ছেলেটা	tˈelətˈa
ছেড়ে দেওয়া	tɕʰiɹe d̪eːwaː
ছেড়ে যাওয়া	tɕʰiɹɛ dʑao̯a
ছো	ʈʂoɾ
ছোঁওয়া	tʃʰwan
ছোঁয়া	tʃʰu˥˩
ছোঁয়া	tɕʰoŋa
ছোএ	tʃotːro
ছোট	ʃʰoˑtoˑ
ছোট-বড়	ʃʊ̯ɹɔˑɹoˑ
ছোটগল্প	ʃotoˑgɔlo
ছোটবেলা	ʃo̯ɖoːpɛːlɑːː
ছোটো-বড়ো	ʃʊɔtoˑboɽoˑ
ছোড়া	tʃʰora
ছোড়দি	ʃoɽbiː
ছৌ	tɕʰou˥
ছড়ানো	tʃɑɾtnæuː
ছড়িয়ে পড়া	tʃʰoˑɽi e pɽaˑ
ছয়	tsʰaːiː
ছয় মাস পূর্তি	tʃɑj mæʃpʊr ti
জ	dʒa
জগতকুল	ʝoˈt̪kuʝ
জগদীশ চন্দ্র বসু	dʒɑːgɔ diʃtʃɔnɽ bɔʃu
জগদ্বিখ্যাত	dʑaːgɔdiːkʃatʰoː
জগৎ	dʒaːbot
জঘন্য	dʒɑːgɑnː
জঙ্গল	dʒɔːŋgɔl
জঙ্গি	dʒuŋi˥˧
জঙ্গিবাদ	xˌomkiːbˈað
জঞ্জাল	dʒoːnˈdʒal
জটিল	dʒot̪eɔ
জটিলতর	tʃoʈilotɔro
জটিলতা	dʒoʈiːlɔt̪aˑ
জন	dʒoʊndʒˈoʊnəl
জন অরণ্য	dʑɔnːɔː aɹonːoˑ
জনকণ্ঠ	dʑa˥˥nakanth
জনকণ্ঠক	dʑɔnɔˑoˑkɔnˈt̪ʰoˑɔ
জনগণ	dʒoːnoːgoɳ
জনগণনা	dʒonogonoˈna
জনগণের সমর্থন	dʒonuˑ gɔneɾ ʃmɹot̪ʰɔn
জনগোষ্টিসমূহ	dʒnogoˑsɔʃuˑmːuˑhɔ
জনগোষ্ঠী	ɑːndʒɑːme̞ʔboːʃtiː
জনগোষ্ঠীকে	dʑoˑngoʃt̪ʰiˑke
জনগোষ্ঠীর	dʑoˑngoˑstʰiˑɹ
জনতা	dʒont̪at̪e
জনতুষ্টিবাদী	dʑoˑnɔtuˑʂtiˑbaːɖiˑ
জনতুষ্টিবাদী নেতা	dʑɔnt̪uʃɔtiˑ bad̪iˑ neˑt̪aˑ
জননী	dʒoɾnɔːlɪ
জননেত্রী শেখ হাসিনা	dʑnɔd̪ʱɔɹiˑ t̪ːɾi ʃek ɦasinaː
জনপ্রতিনিধি	dʒɔnpɾt̪iˑɳid̪ʱiˑ
জনবহুল	dʒononoˑeˑ
জনশৃঙ্খলা	xɔnɔtsʰinkoːla
জনশ্রুতি	ˈdʒoŋɔzɹˈuti
জনসংখ্যা	ʐɤŋ˥˩ʈʂʰwɑŋkʰa˨˩˦
জনস্বাস্থ্য	dʒɑnɔːʃostʰo
জনান্তিকে	ʝonant̪ie
জনের	dʒneɹ
জন্তু	dʒoŋtu
জন্ম	dʒoɾnmo
জন্মগ্রহণ	dʑonmogɾɦon
জন্মদিন	xonmoːd̪in
জন্মদিন পালন করা	dʒoˑnmoːd̪iːnː paːlon kɔɹaː
জন্মবার্ষিকি	dʑnmoˑbaɾʃiˑ
জন্মভূমি	dʒɔnːmobʱmi
জন্মলগ্ন	dʑɔnmuːlɔgnɔu̯
জন্মানো	xonmanu
জন্মাষ্ঠমী	sɔnmˈaʃtˈomˈi
জন্য	dʒanːoː
জন্যে	la
জবরদস্তি করে	dʒabor doˈstri koˈre
জবাব দেওয়া	dʒabab diwˈa
জবাবদিহি	gɑːʋɑːbdiːɦeː
জবাবদিহির	dʒɐbäːbɖiːeːɾiː
জবাবে বলা	dʒɑːbɑː be bɑːlɑː
জমাট	dʒɔmatʰ
জমাদিউস সানী	dʒamad̪iːuːsäniː
জয়	dʒoj
জয় বঙ্গবন্ধু	dʒoːj bɔŋgɔ buːndʱuː
জয় বাংলা	dʒoɪ bŋla
জয় বাবা ফেলুনাথ	dʒoːe ba ba fe lunat
জয়দেবপুর	dʒojˈdepˈuɾ
জয়পুরহাট	dʑɔɪ̯pʊɹɦaʈ
জরিপ	dʒoːɾiːb
জরুরী	dʒʊːɾʊɾiː
জর্জরিত	geˈɔrnɟʊɾitˈo
জল	dʒoːn
জল ওঠা	dʑol oːʈʰa
জল করা	dʒol kʲæɾa
জল খাওয়া	dʒˈɔn kˈaʊə
জল পান করা	dʒɑːl paːn koɾæm
জলকণা	dʒɑːlɔvkɑːnæm
জলকন্যা	dʑɔlkʊɳːna
জলকপাট	dʒɔlkɔpaɹt̪
জলকর	dʒolkoːr
জলকরঙ্ক	dʒaloˑgɾuːnko
জলকল্লোল	dʒalːoˑqolːoˑlɔl
জলকষ্ট	dʑoloˑkoʃt̪oˑ
জলকাক	dʒolka
জলকাদা	xolkaða
জলকান্দা	xolkãn̪d̪a
জলকুক্কুট	dʒoˑluˑkɔɔlʃ
জলকুন্তল	dʑɔlkunt̪aːɔl
জলকূর্ম	dʒɑːləkˈurˈmʊ
জলকেলি	dʒɑːlɑːʊkeːliː
জলক্রীড়া	dʒɑːləkriːrəɣ
জলখাবার	dʒoɔlkʰa˥˥bʱa˥˥
জলজ প্রাণী	dʑloːnːoː pəɾaːniː
জলজ প্রাণীর অস্তিত্ব	dʑodʑoˑ pɹaniɾ oʃt̪it̪ːoˑ
জলজ্যান্ত	dʑoludʑantɔ
জলতরঙ্গ	dʒaltahroŋdo
জলধারাগুলো	dʒɑːlɔdʱaˈrɑgʊlɔ
জলপথে	dʑloˑpɔt̪ʰeˑ
জলপরি	ʈɔ̃lʊ̃i
জলপাই	gialnas
জলপাইগুঁড়ি	dʑlpaɪgʊɹiˑ
জলপাইগুড়ি	ʒoelpaeɣ̞oɾi
জলপ্রপাত	tʃɔːlubtʊpɑːd
জলপ্রবাহ	dʒɑːlɔːpɾoːbɔxɔ
জলবায়ু	dʒoːnoːlʲ
জলবিন্দু	dʒaloːbiːndʒuː
জলযান	dʒaːloːdʒaːn
জলযোগ	dʒalodʒɔoɣ
জলসা	ɟʌlkə
জলসাঘর	bʱolʃagʱɔɹ
জলহস্তি	jlɦustiː
জলাভূমি	dʒɑːlɑːvɔːˈniː
জলাশয়	dʒɑːlɑːʃɑːje
জলিল	dʒoːliːl
জলের অভাব	dʒɒlɾɒː ɔbɦɑːbɔ
জলের ঢেউ	dʒɔleːrː ɖeːo
জলোচ্ছ্বাস	dʒɔɬotʃaʃ
জল্পনা	jɑlkomaɾ
জা	dʒa
জাইরো	dʒaːiːro
জাগ	dʒak
জাগরেব	dʒagrebe
জাগা	dʒaga
জাগুয়ার	ð̞iɣ̞uaɾ
জাতি	jɑːt̪iː
জাতিগত	dʑatigt̪ɔ
জাতিগোষ্ঠী	giat̪iːgoʃt̪ʰiː
জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমান	tʃtʰniɹiɔpɔdʑoŋɔbɔnduˑ ʃe dʑɔɹdʑiɔɹo tʃʰaːt̪niː ɾiˑɔlʃɔnɔ dʑoˑe̯ɔlɹoˑtʃ
জাতিসংঘ	dʑat̪iˑʃɔŋgʱʰɔ
জাতীয়	dʒutiho
জাতীয় সংসদ ভবন	dʑatioˑ ʃɔŋʃɔd̪ bʱɔbn
জাতীয়তাবাদের	dʒaːt̪iot̪aβ̞að̞eɾ
জাতীয়তা	dʒaːtjoˈta
জাদু	ʝa
জাদুকর	dʑadʑuːkɔɹ
জাদুঘর	dʒadufɔr
জানতে পারা	dʒaːnˈteː paːɾa
জানলা	dʒanˈlaː
জানা	dʒana
জানান	dʒɑːnːæn
জানানো	dʒanano
জানায়	dʒaːnɑːe
জানালা	dʒaːnɯnɯ
জানুয়ারি	dʒaːnwriː
জানুয়ারী	januaɾi
জানোয়ার	dʒanuaɾ
জান্তা	dʒanta
জান্তা সরকার	ʑant̪a ʃɾkaɾ
জান্তাপ্রধান	dʑant̪aˑpɾod̪ʱan
জান্তাবিরোধী বিক্ষোভ	dʒaːnːtäː biːrod̪ʱiˑ biːk obʱ
জাপান	xapãn
জাপানি	dʒapniː
জাভেদ	dʒaˈved
জাম	dʒɑːm
জামরুল	dʒɑmɾuːl
জামাই	i˨˦
জামাত-উল-মুজাহিদীন বাংলাদেশ	dʑamatoˑn mudʑaˑʱiɔtiˑɳɔ bŋladʒeʃi
জামাল নজরুল ইসলাম	dʒmɑl nzr æˈslam
জামালপুর	xomalpuɣ̞
জামিন	dʑaːmĩn
জামিন হওয়া	dʒaminhawa
জামিনে মুক্ত হওয়া	dʑamiˑneˑ muktʰɔ ɦaɔaː
জামিনের	dʒaːmiːneːr
জাম্বুরা	dʒambura
জারি	dʒɑːriː
জারি করা	dʒaːriː koˈraː
জারীকৃত	dʒaˑɾigɾitːo
জার্মান	dʒarmɒn
জার্মানি	dʒaːrmoni
জাল	dʒɑl
জালা	dʒala
জালাল	tʃalæl
জাহাঙ্গীর নগর	ɟɑhɑŋ geːn nɑː goʃ
জাহাঙ্গীরনগর বিশ্ববিদ্যালয়	ɹahŋeˑn n̪bʱoˑɹ obiʃɹubiˑd̪ɹa blɔʱiˑ
জাহাজ	jɑhɑdʒ
জাহাজডুবি	dʒʰaːʒdʊbi
জি	dʒiː˨
জি না	zʲina
জি, একটু বলতে পারি।	gi eɔt̪uˑ bɔl̪t̪eˑ paɽiˑ
জিঘাংসা	igʱangsa
জিঙ্ক	dʒink
জিজ্ঞাসা	dʒigːˈaʃˈa
জিজ্ঞাসিত	dʒigːaʃitˈo
জিড়ে	dʒiːreː
জিতা	dzita
জিনগত	dʑnkot̪o̞
জিনতত্ত্ব	dʒintotːo
জিনিস	dʒenis
জিভ	dʒivɛ
জিয়াউর রহমান	dʒiaː ɑlɾahmɑn
জিরা	dʒiːˈɾaː
জিরাফ	ʒiɾaf
জিরে	dʑre
জিল্লুর রহমান	dʒiɔluːɹ ɾɦman
জিহ্বা	tʃipa
জী	dʒiː˨
জীবন	dʒiːbɔn
জীবনবাজি	dʑioboʱɔnbaˑdʑi
জীবনব্যবস্থা	dʒibonakompanovosta
জীবনানন্দ	dʒiβ̞onenõŋd̪e
জীবনানন্দ দাশ	dʒibˈnɑːn omˈdo dɑːɾʃ
জীবনের নিরাপত্তা	dʒiˑboˑneːɾeɳiˑɾapot̪ːa
জীবন্ত	dʑibʱonːt̪oˑ
জীববিজ্ঞান	tsiboveˈgːɑn
জীববৈচিত্র্য	dʑiboboi̯tɕitːro
জীবমণ্ডল	dʒibmonum
জীবিকা	dʒˈibika
জীবিকার	sibjkɑːr
জীবিত	dʒibitɔ
জুঁই	dʒuɪ
জুটা	dʒuta
জুড়ানো	dʒuɾaːnɔ
জুতা	dʒutˈa
জুতো	dʒuto
জুতো দিয়ে আঘাত করা	dʒut̪ d̪ie ɐkʰat̪ kɹa
জুতো দিয়ে মারা	xʊtˈo diːe mˈarˈa
জুন	dʒuːn
জুলপি	dʒulpi
জুলাই	ʒul̪ʱaːiː
জুস	dʒuːs
জুয়েলার্স	ʒueleɾs
জেটি	dʒet̪iː
জেঠামশাই	dʒetʰamɔʃaˑi
জেঠু	dʒeːtʰuː
জেতা	dʑɛta
জেবরা	dʑɛbla
জেলা	dʒela
জেলে	dʒɛlɛ
জৈব	ʝuɪbʊ
জো	dʒo
জোগান	lʒoːgɐn
জোগাড়	ʒoˈgaʎ
জোড়	dʒoɾ
জোর	dʒoɾ
জোরপূর্বক	dʒoɾpuɾbok
জোড়কর	dʒoˑɹkoɹ
জোয়ার	dʒuˈaɾ
জোয়ার মোকাবিলা	xoaɾd moqaβ̞ila
জোয়ার-ভাটার টানে	dʒoːɑɾ bʱaːtaːɾ ʈaːne
জোয়ারে	dʒoare
জোয়ারে ভাসা	dʒoˑaˑɾe bʱʱaːɕaː
জোয়ারে ভেসে যাওয়া	dʒoˑaɾe bʱeˑʃeˑ dʑao̯aː
জোয়ারের	dʒoareɾ
জোয়ারের পানি	dʒoareːr paniː
জোয়ারের পানিতে	dʒoareel panite
জোয়ারের পানিতে ডুবে যাওয়া	dʑo̯aɾeɾ paniʈe ɖobe dʑaːwa
জোয়ার–ভাটার টানে	dʒoːɔäɾ bʱʰäːʈɐɾ d̪ɑːne
জৌলুশ	dʒoloʃ
জৌলুস	dʒoluz
জ্ঞান	gæn
জ্ঞানগর্ভ	ganogɔrɓo
জ্ঞানগর্ভ বাণী	kianu gɹbʱu bani
জ্ঞানী	gann
জ্ঞাপন	gapun
জ্বলা	falsa
জ্বালানি	ɟʝaˈlaniː
জ্বালানি তেল	tʃala˥˧niːt̪ ʰel
জ্বালানি তেলবাহী	dʒäːläːnʲiː tɛl baːɦiː
জ্বালানী	ɟʰaɾlãn̪i
জ্বালানো	ɟʝalamez
জ্বালাময়	xad̪emoað̞a
জ্যাঠতুতো	tʃakstʊtʊ
জ্যাঠা	tsɛːtʰaː
জ্যাম	dʒɛm
জ্যৈষ্ঠ	dʒoʃtʃo
জ্যোতি	ʒot̪e
জ্যোতি বসু	dʒot̪i bɔʃu
জ্যোতির্বিজ্ঞান	dʒutɪbigan
জ্যোতির্বিজ্ঞানী	iotilabikini
জ্যোতির্ময়	dotirˈmɔj
জ্যোতিষ্ক	ʒotiskˈo
জয়	dʒoɪ
জয়ধ্বনি	dʑɔioˑd̪ʱoniˑ
জয়পরাজয়	dʒoipəɾɑːdʒɔe
জয়পুরহাট	dʒɔːɪpʊɾɦaːɔtʰ
ঝ	tɕa
ঝক্কি	dʑoˑpːkiː
ঝগড়া করা	dʒɔgɾa kɔɾa
ঝগড়া	gɦoːkɾaː
ঝঞ্ঝাবিক্ষুব্ধ	tɕanʃabiɯktʰɯ̟ᵝ
ঝটিকা	dʒoˑtikaˑ
ঝর	gɔːr
ঝাঁকি	dʒaːkiː
ঝাঁটা	ntʃɦaːtaː
ঝাঁপ দেওয়া	dʒɑpːt̪e̞waː
ঝাড়া	dʒaːräː
ঝালকাঠি	dʒʰɑːlkəʈʰiː
ঝালমুড়ি	tʃɑlmuɾiː
ঝাড়ু	tʃʰaɽu
ঝাড়ুদার	tʃʰaɽuːdaːɾ
ঝি	g
ঝিঙ্গা	dʒiŋa
ঝিনাইদহ	tsʲiːnʲa
ঝিনুক	dʒinuk
ঝিমিয়ে	dzimie
ঝুঁকি	dʒuːkiː
ঝুম্পা লাহিড়ী	dʒompaː la
ঝুলন্ত	ʝʊlɔntɔ
ঝুড়ি	dʒoːriː
