a-má	a.ˈma
comunicava	ko.mu.ni.ˈka.və
comunicavam	ko.mu.ni.ˈka.vãʊ̃
comunicação	ko.mu.ni.ka.ˈsãʊ̃
comunicações	ko.mu.ni.ka.ˈsõỹs
comunicou	ko.mu.ni.ˈkow
comunidade	ko.mu.ni.ˈda.dʒɪ
comunilimitrofi	ko.mu.ni.li.mi.tɾo.ˈfi
comuniquem	ko.mu.ˈni.kẽỹ
comunismo	ko.mu.ˈniz.mʊ
comunista	ko.mu.ˈnis.tə
comunistas	ko.mu.ˈnis.təs
comunitaria	ko.mu.ni.tə.ˈɾi.ə
comunitariamente	ko.mu.ni.ta.ɾi.a.ˈmẽ.tʃɪ
comunitario	ko.mu.ni.tə.ˈɾi.ʊ
comunitarismo	ko.mu.ni.ta.ˈɾiz.mʊ
comunitária	ko.mu.ni.ˈta.ɾi.ə
comunitárias	ko.mu.ni.ˈta.ɾi.əs
comunitário	ko.mu.ni.ˈta.ɾi.ʊ
comunitários	ko.mu.ni.ˈta.ɾi.ʊs
comunmente	ko.mũ.ˈmẽ.tʃɪ
comutada	ko.mu.ˈta.də
comutadas	ko.mu.ˈta.dəs
comutado	ko.mu.ˈta.dʊ
comutador	ko.mu.ta.ˈdox
comutadores	ko.mu.ta.ˈdo.ɾɪs
comutam	ko.ˈmu.tãʊ̃
comutar	ko.mu.ˈtax
comutativa	ko.mu.ta.ˈtʃi.və
comutativas	ko.mu.ta.ˈtʃi.vəs
comutatividade	ko.mu.ta.tʃi.vi.ˈda.dʒɪ
comutativos	ko.mu.ta.ˈtʃi.vʊs
comutação	ko.mu.ta.ˈsãʊ̃
comutou	ko.mu.ˈtow
comécio	ko.ˈmɛ.si.ʊ
comédia	ko.ˈmɛ.dʒi.ə
comédias	ko.ˈmɛ.dʒi.əs
comércio	ko.ˈmɛx.si.ʊ
comércios	ko.ˈmɛx.si.ʊs
comérico	ko.ˈmɛ.ɾi.kʊ
comê-los	ko.ˈme.lʊs
comício	ko.ˈmi.si.ʊ
comícios	ko.ˈmi.si.ʊs
comóvel	ko.ˈmɔ.vew
común	ku.ˈmũ
cona	ˈkõ.nə
conamara	ko.na.ˈma.ɾə
conar	ko.ˈnax
conatas	ko.ˈna.təs
conatos	ko.ˈna.tʊs
concanim	kõ.ka.ˈnĩ
concatedral	kõ.ka.te.ˈdɾaw
concatenados	kõ.ka.te.ˈna.dʊs
concatenar	kõ.ka.te.ˈnax
concatenação	kõ.ka.te.na.ˈsãʊ̃
concava	kõ.ˈka.və
concavada	kõ.ka.ˈva.də
concavidade	kõ.ka.vi.ˈda.dʒɪ
concavidades	kõ.ka.vi.ˈda.dʒɪs
concebem	kõ.ˈse.bẽỹ
concebemos	kõ.se.ˈbɛ.mʊs
concebendo	kõ.se.ˈbẽ.dʊ
concebera	kõ.se.ˈbe.ɾə
conceberam	kõ.se.ˈbe.ɾãʊ̃
concebeu	kõ.se.ˈbɛw
concebia	kõ.se.ˈbi.ə
concebiam	kõ.si.ˈbi.ãʊ̃
concebida	kõ.se.ˈbi.də
concebidas	kõ.se.ˈbi.dəs
concebido	kõ.se.ˈbi.dʊ
concebidos	kõ.se.ˈbi.dʊs
concebível	kõ.se.ˈbi.vew
conceda	kõ.ˈse.də
concedem	kõ.ˈse.dẽỹ
concedendo	kõ.se.ˈdẽ.dʊ
concedente	kõ.se.ˈdẽ.tʃɪ
concedera	kõ.se.ˈde.ɾə
concederam	kõ.se.ˈdʒe.ɾãʊ̃
concederem	kõ.se.ˈdʒe.ɾẽỹ
concederia	kõ.se.di.ˈɾi.ə
concederá	kõ.se.de.ˈɾa
concedessem	kõ.se.ˈdʒɛ.sẽỹ
concedeu	kõ.se.ˈdew
concedia	kõ.se.ˈdʒi.ə
concediam	kõ.si.ˈdʒi.ãʊ̃
concedida	kõ.se.ˈdʒi.də
concedidas	kõ.se.ˈdʒi.dəs
concedido	kõ.se.ˈdʒi.dʊ
concedidos	kõ.se.ˈdʒi.dʊs
concedo	kõ.ˈse.dʊ
concei	kõ.ˈsey
conceitos	kõ.ˈsey.tʊs
conceitua	kõ.sɛy.ˈtu.ə
conceituada	kõ.sey.tu.ˈa.də
conceituadas	kõ.sey.tu.ˈa.dəs
conceituado	kõ.sey.tu.ˈa.dʊ
conceituados	kõ.sey.tu.ˈa.dʊs
conceitual	kõ.sey.tu.ˈaw
conceitualismo	kõ.sey.tu.a.ˈliz.mʊ
conceitualização	kõ.sey.tu.a.li.za.ˈsãʊ̃
conceitualmente	kõ.sey.tu.aw.ˈmẽ.tʃɪ
conceituar	kõ.sey.tu.ˈax
conceituação	kõ.sey.tu.a.ˈsãʊ̃
conceituações	kõ.sey.tu.a.ˈsõỹs
conceituou	kõ.sey.tu.ˈow
conceição	kõ.sey.ˈsãʊ̃
concejo	kõ.ˈsɛ.ʒʊ
concelebrada	kõ.se.le.ˈbɾa.də
concelebrante	kõ.se.le.ˈbɾã.tʃɪ
concelheiros	kõ.se.ˈʎey.ɾʊs
concelhias	kõ.si.ˈʎi.əs
concelhios	kõ.si.ˈʎi.ʊs
concelhos	kõ.ˈsɛ.ʎʊs
concenso	kõ.ˈsẽ.sʊ
concentrada	kõ.sẽ.ˈtɾa.də
concentradas	kõ.sẽ.ˈtɾa.dəs
concentrado	kõ.sẽ.ˈtɾa.dʊ
concentrador	kõ.sẽ.tɾa.ˈdox
concentradores	kõ.sẽ.tɾa.ˈdo.ɾɪs
concentrados	kõ.sẽ.ˈtɾa.dʊs
concentram	kõ.ˈzẽ.tɾãʊ̃
concentrando	kõ.sẽ.ˈtɾã.dʊ
concentrar	kõ.sẽ.ˈtɾax
concentraram	kõ.sẽ.ˈtɾa.ɾãʊ̃
concentrarem	kõ.sẽ.ˈtɾa.ɾẽỹ
concentraria	kõ.sẽ.tɾa.ˈɾi.ə
concentrariam	kõ.sẽ.tɾa.ˈɾi.ãʊ̃
concentrará	kõ.sẽ.tɾa.ˈɾa
concentrassem	kõ.sẽ.ˈtɾa.sẽỹ
concentrava	kõ.sẽ.ˈtɾa.və
concentravam	kõ.sẽ.ˈtɾa.vãʊ̃
concentração	kõ.sẽ.tɾa.ˈsãʊ̃
concentrações	kõ.sẽ.tɾa.ˈsõỹs
concentrem	kõ.ˈzẽ.tɾẽỹ
concentrou	kõ.sẽ.ˈtɾow
concepcionistas	kõ.sip.si.o.ˈnis.təs
conceptismo	kõ.sep.ˈtʃiz.mʊ
concepto	kõ.ˈsep.tʊ
conceptual	kõ.sep.tu.ˈaw
conceptualização	kõ.sep.tu.a.li.za.ˈsãʊ̃
conceptualmente	kõ.sip.tu.aw.ˈmẽ.tʃɪ
concepção	kõ.sep.ˈsãʊ̃
concepções	kõ.sep.ˈsõỹs
concer	kõ.ˈsɛx
concernem	kõ.ˈzeɣ.nẽỹ
concernente	kõ.seɣ.ˈnẽ.tʃɪ
concernia	kõ.sɛɣ.ˈni.ə
concertada	kõ.sex.ˈta.də
concertado	kõ.sex.ˈta.dʊ
concertados	kõ.sex.ˈta.dʊs
concertante	kõ.sex.ˈtã.tʃɪ
concertar	kõ.ʃex.ˈtax
concertação	kõ.sex.ta.ˈsãʊ̃
concertina	kõ.sex.ˈtʃĩ.nə
concertinas	kõ.sex.ˈtʃĩ.nəs
concertista	kõ.sex.ˈtʃis.tə
concertistas	kõ.sex.ˈtʃis.təs
concerto	kõ.ˈsex.tʊ
concertos	kõ.ˈsex.tʊs
concertou	kõ.sex.ˈtow
concertística	kõ.sex.ˈtiʃ.tʃi.kə
concessionada	kõ.se.si.o.ˈna.də
concessionadas	kõ.se.si.o.ˈna.dəs
concessionado	kõ.se.si.o.ˈna.dʊ
concessionados	kõ.se.si.o.ˈna.dʊs
concessionária	kõ.se.si.o.ˈna.ɾi.ə
concessionárias	kõ.se.si.o.ˈna.ɾi.əs
concessionário	kõ.se.si.o.ˈna.ɾi.ʊ
concessionários	kõ.se.si.o.ˈna.ɾi.ʊs
concessão	kõ.se.ˈsãʊ̃
concessões	kõ.se.ˈsõỹs
concetração	kõ.se.tɾa.ˈsãʊ̃
concetual	kõ.si.tu.ˈaw
conceção	kõ.se.ˈsãʊ̃
conceções	kõ.se.ˈsõỹs
concha	ˈkõ.ʃə
concha-rainha	kõ.ʃa.x.a.ˈĩ.ɲə
conchas	ˈkõ.ʃəs
concheiros	kõ.ˈʃey.ɾʊs
concho	ˈkõ.ʃʊ
conchobar	kõ.ʃo.ˈbax
conchoidal	kõ.ʃoy.ˈdaw
conchoide	kõ.ˈʃoy.dʒɪ
concidadão	kõ.si.da.ˈdãʊ̃
concidadãos	kõ.si.da.ˈdãʊ̃s
conciencia	kõ.si.ẽ.ˈsi.ə
concientização	kõ.si.ẽ.tʃi.za.ˈsãʊ̃
concierto	kõ.si.ˈɛx.tʊ
conciliada	kõ.si.li.ˈa.də
conciliado	kõ.si.li.ˈa.dʊ
conciliador	kõ.si.li.a.ˈdox
conciliadora	kõ.si.li.ə.ˈdo.ɾə
conciliam	kõ.si.ˈli.ãʊ̃
conciliando	kõ.si.li.ˈã.dʊ
conciliar	kõ.si.li.ˈax
conciliares	kõ.si.li.ˈa.ɾɪs
conciliarismo	kõ.si.li.a.ˈɾiz.mʊ
conciliatória	kõ.si.li.a.ˈtʃɔ.ɾi.ə
conciliatório	kõ.si.li.a.ˈtʃɔ.ɾi.ʊ
conciliava	kõ.si.li.ˈa.və
conciliação	kõ.si.li.a.ˈsãʊ̃
conciliações	kõ.si.li.a.ˈsõỹs
conciliou	kõ.si.li.ˈow
concisamente	kõ.si.za.ˈmẽ.tʃɪ
concisas	kõ.ˈsi.zəs
concisos	kõ.ˈsi.zʊs
concisão	kõ.si.ˈzãʊ̃
conciência	kõ.si.ˈẽ.si.ə
conclamando	kõ.kla.ˈmã.dʊ
conclamava	kõ.kla.ˈma.və
conclamou	kõ.kla.ˈmow
conclave	kõ.ˈkla.vɪ
conclaves	kõ.ˈkla.vɪs
conclavistas	kõ.kla.ˈvis.təs
concludente	kõ.klu.ˈdẽ.tʃɪ
concluem	kõ.ˈklu.ẽỹ
concluida	kõ.ˈkluy.də
concluidas	kõ.ˈkluy.dəs
concluido	kõ.ˈkluy.dʊ
concluidos	kõ.ˈkluy.dʊs
concluimos	kõ.ˈkluy.mʊs
concluindo	kõ.klu.ˈĩ.dʊ
concluiram	kõ.ˈkluy.ɾãʊ̃
concluiria	kõ.kluy.ˈɾi.ə
concluirá	kõ.kluy.ˈɾa
concluiu	kõ.ˈkluyu
conclusiva	kõ.klu.ˈzi.və
conclusivamente	kõ.klu.zi.va.ˈmẽ.tʃɪ
conclusivas	kõ.klu.ˈzi.vəs
conclusivos	kõ.klu.ˈzi.vʊs
conclusão	kõ.klu.ˈzãʊ̃
conclusões	kõ.klu.ˈzõỹs
concluí	kõ.klu.ˈi
concluíam	kõ.klu.ˈi.ãʊ̃
concluída	kõ.klu.ˈi.də
concluídas	kõ.klu.ˈi.dəs
concluído	kõ.klu.ˈi.dʊ
concluídos	kõ.klu.ˈi.dʊs
concluímos	kõ.klu.ˈi.mʊs
concluíra	kõ.klu.ˈi.ɾə
concluíram	kõ.klu.ˈi.ɾãʊ̃
concluírem	kõ.klu.ˈi.ɾẽỹ
concluíssem	kõ.klu.ˈi.sẽỹ
concoidal	kõ.koy.ˈdaw
concoide	kõ.ˈkoy.dʒɪ
concolor	kõ.ko.ˈlox
concomitante	kõ.ko.mi.ˈtã.tʃɪ
concomitantemente	kõ.ko.mi.tã.tʃi.ˈmẽ.tʃɪ
concomitância	kõ.ko.mi.ˈtã.si.ə
concorda	kõ.ˈkoɣ.də
concordado	kõ.koɣ.ˈda.dʊ
concordam	kõ.ˈkoɣ.dãʊ̃
concordamos	kõ.koɣ.ˈdã.mʊs
concordando	kõ.koɣ.ˈdã.dʊ
concordante	kõ.koɣ.ˈdã.tʃɪ
concordar	kõ.koɣ.ˈdax
concordaram	kõ.koɣ.ˈda.ɾãʊ̃
concordarem	kõ.koɣ.ˈda.ɾẽỹ
concordaria	kõ.koɣ.da.ˈɾi.ə
concordassem	kõ.koɣ.ˈda.sẽỹ
concordatas	kõ.koɣ.ˈda.təs
concordava	kõ.koɣ.ˈda.və
concordavam	kõ.koɣ.ˈda.vãʊ̃
concordem	kõ.ˈkoɣ.dẽỹ
concordia	kõ.koɣ.ˈdʒi.ə
concordo	kõ.ˈkoɣ.dʊ
concordou	kõ.koɣ.ˈdow
concordância	kõ.koɣ.ˈdã.si.ə
concordâncias	kõ.koɣ.ˈdã.si.əs
concoreu	kõ.ko.ˈɾew
concorram	kõ.ˈkɔ.xãʊ̃
concorrem	kõ.ˈkɔ.xẽỹ
concorrencia	kõ.ko.xẽ.ˈsi.ə
concorrencial	kõ.ko.xẽ.si.ˈaw
concorrendo	kõ.ko.ˈxẽ.dʊ
concorrente	kõ.ko.ˈxẽ.tʃɪ
concorrentemente	kõ.ko.xẽ.tʃɛ.ˈmẽ.tʃɪ
concorrera	kõ.ko.ˈxɛ.ɾə
concorreram	kõ.ko.ˈxɛ.ɾãʊ̃
concorrerem	kõ.ko.ˈxɛ.ɾẽỹ
concorreria	kõ.ko.xi.ˈɾi.ə
concorrerá	kõ.ko.xe.ˈɾa
concorrerão	kõ.ko.xe.ˈɾãʊ̃
concorressem	kõ.ko.ˈxɛ.sẽỹ
concorreu	kõ.ko.ˈxew
concorria	kõ.ko.ˈxi.ə
concorriam	kõ.ko.ˈxi.ãʊ̃
concorrida	kõ.ko.ˈxi.də
concorridas	kõ.ko.ˈxi.dəs
concorrido	kõ.ko.ˈxi.dʊ
concorridos	kõ.ko.ˈxi.dʊs
concorrência	kõ.ko.ˈxẽ.si.ə
concorrências	kõ.ko.ˈxẽ.si.əs
concrecionários	kõ.kɾe.si.o.ˈna.ɾi.ʊs
concrescidas	kõ.kɾe.ˈsi.dəs
concreta	kõ.ˈkɾɛ.tə
concretagem	kõ.kɾɛ.ˈta.gẽỹ
concretamente	kõ.kɾɛ.ta.ˈmẽ.tʃɪ
concretas	kõ.ˈkɾɛ.təs
concrete	kõ.ˈkɾɛ.tʃɪ
concretismo	kõ.kɾe.ˈtʃiz.mʊ
concretista	kõ.kɾe.ˈtʃis.tə
concretistas	kõ.kɾe.ˈtʃis.təs
concretiza	kõ.kɾe.ˈtʃi.zə
concretizada	kõ.kɾe.tʃi.ˈza.də
concretizadas	kõ.kɾe.tʃi.ˈza.dəs
concretizado	kõ.kɾe.tʃi.ˈza.dʊ
concretizados	kõ.kɾe.tʃi.ˈza.dʊs
concretizam	kõ.kɾe.ˈtʃi.zãʊ̃
concretizando	kõ.kɾe.tʃi.ˈzã.dʊ
concretizar	kõ.kɾe.tʃi.ˈzax
concretizaram	kõ.kɾe.tʃi.ˈza.ɾãʊ̃
concretizarem	kõ.kɾe.tʃi.ˈza.ɾẽỹ
concretizaria	kõ.kɾe.tʃi.za.ˈɾi.ə
concretizava	kõ.kɾe.tʃi.ˈza.və
concretização	kõ.kɾe.tʃi.za.ˈsãʊ̃
concretizem	kõ.kɾɛ.ˈtʃi.zẽỹ
concretizou	kõ.kɾe.tʃi.ˈzow
concreto	kõ.ˈkɾɛ.tʊ
concretos	kõ.ˈkɾɛ.tʊs
concreção	kõ.kɾe.ˈsãʊ̃
concreções	kõ.kɾe.ˈsõỹs
concubina	kõ.ku.ˈbĩ.nə
concubinas	kõ.ku.ˈbĩ.nəs
concunhado	kõ.kũ.ˈɲa.dʊ
concupiscência	kõ.ku.pi.ˈsẽ.si.ə
concursada	kõ.kux.ˈsa.də
concursado	kõ.kux.ˈsa.dʊ
concursados	kõ.kux.ˈsa.dʊs
concurso	kõ.ˈkux.sʊ
concursos	kõ.ˈkux.sʊs
concussão	kõ.ku.ˈsãʊ̃
concussões	kõ.ku.ˈsõỹs
concão	kõ.ˈkãʊ̃
concêntrica	kõ.ˈsẽ.tɾi.kə
concêntricas	kõ.ˈsẽ.tɾi.kəs
concêntrico	kõ.ˈsẽ.tɾi.kʊ
concêntricos	kõ.ˈsẽ.tɾi.kʊs
concílios	kõ.ˈsi.li.ʊs
concórdia	kõ.ˈkɔɣ.dʒi.ə
conda	ˈkõ.də
condado	kõ.ˈda.dʊ
condados	kõ.ˈda.dʊs
condal	kõ.ˈdaw
conde-pumpido	kõ.de.pũ.ˈpi.dʊ
condecorada	kõ.de.ko.ˈɾa.də
condecoradas	kõ.de.ko.ˈɾa.dəs
condecorado	kõ.de.ko.ˈɾa.dʊ
condecorados	kõ.de.ko.ˈɾa.dʊs
condecorar	kõ.de.ko.ˈɾax
condecoração	kõ.de.ko.ɾa.ˈsãʊ̃
condecorações	kõ.de.ko.ɾa.ˈsõỹs
condecorou	kõ.de.ko.ˈɾow
condeixa	kõ.ˈdey.ʃə
condena	kõ.ˈdẽ.nə
condenada	kõ.de.ˈna.də
condenadas	kõ.de.ˈna.dəs
condenado	kõ.de.ˈna.dʊ
condenados	kõ.de.ˈna.dʊs
condenam	kõ.ˈdẽ.nãʊ̃
condenando	kõ.de.ˈnã.dʊ
condenar	kõ.de.ˈnax
condenara	kõ.de.ˈna.ɾə
condenaram	kõ.de.ˈna.ɾãʊ̃
condenarem	kõ.de.ˈna.ɾẽỹ
condenaria	kõ.de.na.ˈɾi.ə
condenatória	kõ.de.na.ˈtɔ.ɾi.ə
condenatórias	kõ.de.na.ˈtɔ.ɾi.əs
condenatório	kõ.de.na.ˈtɔ.ɾi.ʊ
condenava	kõ.de.ˈna.və
condenavam	kõ.de.ˈna.vãʊ̃
condenação	kõ.de.na.ˈsãʊ̃
condenações	kõ.de.na.ˈsõỹs
condenou	kõ.de.ˈnow
condenou-os	kõ.de.ˈnow.ʊs
condensa	kõ.ˈdẽ.sə
condensada	kõ.dẽ.ˈsa.də
condensadas	kõ.dẽ.ˈsa.dəs
condensado	kõ.dẽ.ˈsa.dʊ
condensador	kõ.dẽ.sa.ˈdox
condensadores	kõ.dẽ.sa.ˈdo.ɾɪs
condensados	kõ.dẽ.ˈsa.dʊs
condensam	kõ.ˈdẽ.sãʊ̃
condensando	kõ.dẽ.ˈsã.dʊ
condensar	kõ.dẽ.ˈsax
condensaram	kõ.dẽ.ˈsa.ɾãʊ̃
condensação	kõ.dẽ.sa.ˈsãʊ̃
condensações	kõ.dẽ.sa.ˈsõỹs
condensou	kõ.dẽ.ˈsɔw
condenável	kõ.de.ˈna.vew
condesa	kõ.ˈde.zə
condescendente	kõ.de.sẽ.ˈdẽ.tʃɪ
condescendência	kõ.de.sẽ.ˈdẽ.si.ə
condessas	kõ.ˈde.səs
condestável	kõ.des.ˈta.vew
condeúba	kõ.di.ˈũ.bə
condiciona	kõ.dʒi.si.ˈõ.nə
condicionada	kõ.dʒi.si.o.ˈna.də
condicionadas	kõ.dʒi.si.o.ˈna.dəs
condicionado	kõ.dʒi.si.o.ˈna.dʊ
condicionador	kõ.dʒi.si.o.na.ˈdox
condicionadores	kõ.dʒi.si.o.na.ˈdo.ɾɪs
condicionados	kõ.dʒi.si.o.ˈna.dʊs
condicional	kõ.dʒi.si.o.ˈnaw
condicionalismos	kõ.dʒi.si.o.na.ˈliz.mʊs
condicionalmente	kõ.dʒi.si.o.naw.ˈmẽ.tʃɪ
condicionam	kõ.dʒi.si.ˈɔ.nãʊ̃
condicionamento	kõ.dʒi.si.o.na.ˈmẽ.tʊ
condicionamentos	kõ.dʒi.si.o.na.ˈmẽ.tʊs
condicionando	kõ.dʒi.si.o.ˈnã.dʊ
condicionante	kõ.dʒi.si.o.ˈnã.tʃɪ
condicionantes	kõ.dʒi.si.o.ˈnã.tʃɪs
condicionar	kõ.dʒi.si.o.ˈnax
condicionaram	kõ.dʒi.si.o.ˈna.ɾãʊ̃
condicionava	kõ.dʒi.si.o.ˈna.və
condiciones	kõ.dʒi.si.ˈõ.nɪs
condicionou	kõ.dʒi.si.o.ˈnow
condiloma	kõ.dʒi.ˈlõ.mə
condilomas	kõ.dʒi.ˈlõ.məs
condimentada	kõ.dʒi.mẽ.ˈta.də
condimentado	kõ.dʒi.mẽ.ˈta.dʊ
condimentados	kõ.dʒi.mẽ.ˈta.dʊs
condimentar	kõ.dʒi.mẽ.ˈtax
condimento	kõ.dʒi.ˈmẽ.tʊ
condimentos	kõ.dʒi.ˈmẽ.tʊs
condiscípulo	kõ.dʒi.ˈsi.pu.lʊ
condiscípulos	kõ.dʒi.ˈsi.pu.lʊs
condita	kõ.ˈdʒi.tə
condiz	kõ.ˈdʒis
condizem	kõ.ˈdʒi.zẽỹ
condizendo	kõ.dʒi.ˈzẽ.dʊ
condizente	kõ.dʒi.ˈzẽ.tʃɪ
condiziam	kõ.dʒi.ˈzi.ãʊ̃
condição	kõ.dʒi.ˈsãʊ̃
condições	kõ.dʒi.ˈsõỹs
condolências	kõ.do.ˈlẽ.si.əs
condominial	kõ.do.mi.ni.ˈaw
condominio	kõ.do.mi.ˈni.ʊ
condominios	kõ.do.mi.ˈni.ʊs
condomínio	kõ.do.ˈmĩ.ni.ʊ
condomínios	kõ.do.ˈmĩ.ni.ʊs
condor	kõ.ˈdox
condores	kõ.ˈdo.ɾɪs
condritos	kõ.ˈdɾi.tʊs
condroblastos	kõ.dɾo.ˈblas.tʊs
condroitina	kõ.dɾoy.ˈtʃĩ.nə
condrusos	kõ.ˈdɾu.zʊs
condrócitos	kõ.ˈdɾɔ.si.tʊs
conducente	kõ.du.ˈsẽ.tʃɪ
condutas	kõ.ˈdu.təs
condutibilidade	kõ.du.tʃi.bi.li.ˈda.dʒɪ
condutiva	kõ.du.ˈtʃi.və
condutividade	kõ.du.tʃi.vi.ˈda.dʒɪ
condutivos	kõ.du.ˈtʃi.vʊs
condutor	kõ.du.ˈtox
condutora	kõ.du.ˈto.ɾə
condutoras	kõ.du.ˈto.ɾəs
condutores	kõ.du.ˈto.ɾɪs
condutos	kõ.ˈdu.tʊs
condutância	kõ.du.ˈtã.si.ə
conduz	kõ.ˈdus
conduza	kõ.ˈdu.zə
conduzam	kõ.ˈdu.zãʊ̃
conduzem	kõ.ˈdu.zẽỹ
conduzi-las	kõ.du.ˈzi.ləs
conduzi-los	kõ.du.ˈzi.lʊs
conduziam	kõ.du.ˈzi.ãʊ̃
conduzida	kõ.du.ˈzi.də
conduzidas	kõ.du.ˈzi.dəs
conduzido	kõ.du.ˈzi.dʊ
conduzidos	kõ.du.ˈzi.dʊs
conduzindo	kõ.du.ˈzĩ.dʊ
conduzindo-os	kõ.du.zĩ.ˈdo.ʊs
conduzira	kõ.du.ˈzi.ɾə
conduziram	kõ.du.ˈzi.ɾãʊ̃
conduzirem	kõ.du.ˈzi.ɾẽỹ
conduziria	kõ.du.zi.ˈɾi.ə
conduziriam	kõ.du.zi.ˈɾi.ãʊ̃
conduzirá	kõ.du.zi.ˈɾa
conduzirão	kõ.du.zi.ˈɾãʊ̃
conduzissem	kõ.du.ˈzi.sẽỹ
conduziu	kõ.du.ˈziw
condução	kõ.du.ˈsãʊ̃
conduções	kõ.du.ˈsõỹs
conduítes	kõ.du.ˈi.tʃɪs
condá	kõ.ˈda
condão	kõ.ˈdãʊ̃
condôminos	kõ.ˈdʒõ.mi.nʊs
conecta	ko.ˈnɛk.tə
conectada	ko.nek.ˈta.də
conectadas	ko.nek.ˈta.dəs
conectado	ko.nek.ˈta.dʊ
conectados	ko.nek.ˈta.dʊs
conectam	ko.ˈnɛk.tãʊ̃
conectando	ko.nek.ˈtã.dʊ
conectar	ko.nek.ˈtax
conectaram	ko.nek.ˈta.ɾãʊ̃
conectarem	ko.nek.ˈta.ɾẽỹ
conectará	ko.nek.ta.ˈɾa
conectava	ko.nek.ˈta.və
conectavam	ko.nek.ˈta.vãʊ̃
conecte	ko.ˈnɛk.tʃɪ
conectem	ko.ˈnɛk.tẽỹ
conectiva	ko.nek.ˈtʃi.və
conectividade	ko.nek.tʃi.vi.ˈda.dʒɪ
conectivismo	ko.nek.tʃi.ˈviz.mʊ
conectivos	ko.nek.ˈtʃi.vʊs
conector	ko.nek.ˈtox
conectores	ko.nek.ˈto.ɾɪs
conectou	ko.nek.ˈtow
conectá-los	ko.nek.ˈta.lʊs
conejo	ko.ˈne.ʒʊ
conejos	ko.ˈne.ʒʊs
cones	ˈkõ.nɪs
conestoga	ko.nes.ˈtɔ.gə
conexa	ko.ˈne.ksə
conexidade	ko.ne.ʃi.ˈda.dʒɪ
conexo	ko.ˈne.ksʊ
conexos	ko.ˈnɛ.ksʊs
conexão	ko.ne.ˈksãʊ̃
conexões	ko.ne.ˈksõỹs
confabulação	kõ.fa.bu.la.ˈsãʊ̃
confeciona	kõ.fe.si.ˈõ.nə
confecionada	kõ.fe.si.o.ˈna.də
confecionado	kõ.fe.si.o.ˈna.dʊ
confecionados	kõ.fe.si.o.ˈna.dʊs
confecionar	kõ.fe.si.o.ˈnax
confecção	kõ.fek.ˈsãʊ̃
confecções	kõ.fek.ˈsõỹs
confederada	kõ.fe.de.ˈɾa.də
confederadas	kõ.fe.de.ˈɾa.dəs
confederado	kõ.fe.de.ˈɾa.dʊ
confederados	kõ.fe.de.ˈɾa.dʊs
confederal	kõ.fe.de.ˈɾaw
confederativa	kõ.fe.de.ɾa.ˈtʃi.və
confederação	kõ.fe.de.ɾa.ˈsãʊ̃
confederações	kõ.fe.de.ɾa.ˈsõỹs
confeitaria	kõ.fey.ta.ˈɾi.ə
confeitarias	kõ.fey.ta.ˈɾi.əs
confeiteiro	kõ.fey.ˈtey.ɾʊ
confeiteiros	kõ.fey.ˈtey.ɾʊs
confeitos	kõ.ˈfey.tʊs
conferem	kõ.ˈfe.ɾẽỹ
conferences	kõ.fe.ˈɾẽ.sɪs
conferencia	kõ.fe.ɾẽ.ˈsi.ə
conferenciar	kõ.fe.ɾẽ.si.ˈax
conferencias	kõ.fe.ɾẽ.ˈsi.əs
conferencista	kõ.fe.ɾẽ.ˈsis.tə
conferencistas	kõ.fe.ɾẽ.ˈsis.təs
conferente	kõ.fe.ˈɾẽ.tʃɪ
conferia	kõ.fe.ˈɾi.ə
conferiam	kõ.fi.ˈɾi.ãʊ̃
conferida	kõ.fe.ˈɾi.də
conferidas	kõ.fe.ˈɾi.dəs
conferido	kõ.fe.ˈɾi.dʊ
conferidos	kõ.fe.ˈɾi.dʊs
conferindo	kõ.fe.ˈɾĩ.dʊ
conferir	kõ.fe.ˈɾix
conferiram	kõ.fe.ˈɾi.ɾãʊ̃
conferiria	kõ.fe.ɾi.ˈɾi.ə
conferiu	kõ.fe.ˈɾiw
conferta	kõ.ˈfɛx.tə
conferência	kõ.fe.ˈɾẽ.si.ə
conferências	kõ.fe.ˈɾẽ.si.əs
confessado	kõ.fe.ˈsa.dʊ
confessados	kõ.fe.ˈsa.dʊs
confessam	kõ.ˈfɛ.sãʊ̃
confessando	kõ.fe.ˈsã.dʊ
confessante	kõ.fe.ˈsã.tʃɪ
confessar	kõ.fe.ˈsax
confessaram	kõ.fe.ˈsa.ɾãʊ̃
confessarem	kõ.fe.ˈsa.ɾẽỹ
confessaria	kõ.fe.sa.ˈɾi.ə
confessava	kõ.fe.ˈsa.və
confessavam	kõ.fe.ˈsa.vãʊ̃
confessional	kõ.fe.si.o.ˈnaw
confessionário	kõ.fe.si.o.ˈna.ɾi.ʊ
confessionários	kõ.fe.si.o.ˈna.ɾi.ʊs
confessor	kõ.fe.ˈsox
confessores	kõ.fe.ˈso.ɾɪs
confessou	kõ.fe.ˈsɔw
confete	kõ.ˈfɛ.tʃɪ
confeção	kõ.fe.ˈsãʊ̃
confia	kõ.ˈfi.ə
confiabilidade	kõ.fi.ə.bi.li.ˈda.dʒɪ
confiada	kõ.fi.ˈa.də
confiadas	kõ.fi.ˈa.dəs
confiado	kõ.fi.ˈa.dʊ
confiados	kõ.fi.ˈa.dʊs
confiam	kõ.ˈfi.ãʊ̃
