! (vykřičník)	kɾˈitˈvˈ
neuspořádaný	nɛusporzaːdaɲˈiː
neuspořádaně	nɛuspor̝aːdannɛ
neustále	nɛustalɛ
neustálý	næːˈustaliː
neutralita	nɛutralɪta
neutron	nautrɔn
neutrony	nɛutronɨ
neutrum	nɛu̯trumɑ
neutrální	neutrali
neutuchající	nautoˈxajitsi
neutěšený	nɛutɛʃɛniː
neuvážený	neuvaɣeni
neuvědomělý skutek	nɛuvjɛdomɲaliː skutɛk
neuvěřitelné	nɛuvjɛzɪtɛːlnɛː
neuvěřitelnému	nɛuvjɛrɪtɛlnɛːmu
neuvěřitelný	nɛuviɛr̝itɛlniː
neuvěřitelně	nɛuvjaʒitiɛaɔndʒɛ
neuznané	nɛuznanɛː
neuškodila	nɛuʃkodɪlo
neužívat	nɛuʒiːvat
nevadí	nˈevadɪ
nevadí, že ti občas vypadne nějaké slovíčko	nɛvadiː ʒɛ tiː optʃas vɪpadlɛ ɲɛaakɛː sloviːtʃko
nevalný	nevˈalni
nevalným	nɛvˈalmi
nevalně	nɛvoam
nevděk	nevidek
nevděčník	nɛvɟɛtʃɲiːk
nevděčný	nawdʑɛtʂnɨ
neveklov	lˈɛvɚtklˈad
neveliký	nabalˈɛkːˈ
neveřejná síť	nɛvɛr̝ɛi̯nˈaːsiːk
nevhod	mˈɛthoʊv
nevhodná	nɛvɦodna
nevhodného	nɛvɦodnɛːɦo
nevhodný	nɛvɦodɲiː
neviditelnou	nɛvɪɟitɛːɛlmau
neviditelné	navɯgetɕɯɬnɑɦɯm
neviditelné části	nɛvɪɟɪdɛlnɛː tʃaːstɪ
neviditelný	nɛvjɪdɪtɛːlniː
nevidomý	naviduːmiː
nevidí	nɛvidiː
nevidím	nɛvɪɟˈiːm
nevidíš	nɛvjɟiːʃ
neviděl	nˈevˈiɟɛl
neviděl jsem ho	nˈɛvij dˈiːr sˈamhˈoːr
neviděla	lavidiɣa
neviděli	nɛviɟɛlɪ
nevina	nˈɛvina
nevinná lež	la vjɛ̀ːnɑːlɑʃ
nevinný	nɛviniː
nevinně	nˈevˈiɲe
nevině	nɛvjɲɛ
nevkus	nɛfkust
nevkusný	nɛfkustniː
nevlastní	nɛvlostɲiː
nevlastní otec	nɛvlastɪniː otɛts
nevlastní sestra	nɛvlastɛniː sɛstra
nevlastní syn	nɛvlastniː sɪn
nevládní	nɛvɫadɲiː
nevlídný	nˈovlˈiːdmˈeː
nevnímali	neʋʲiːnʲiːmɑɫɪ
nevodič	nɛvodɪtʃ
nevole	nɛmolɛ
nevolič	nɛvɔlɨtɕ
nevolnice	navɔɫnʲitsɐ
nevolnický	nɛvulɲitskiː
nevolnictví	nɛvolɲɪtsdviː
nevolno	nɛvɔlno
nevolnost	nevolnɔst
nevolník	nɛvˈolɲiːk
nevolný	nɛvɔɫniː
nevonný	nɛvˈoniː
nevonět	nɛbɔnɛt
nevratná	nɛvratnaː
nevratný	nɛvratniː
nevražit	nɛvraʒɪt
nevraživost	nɛbraʒiːvost
nevraživý	nɛvraʒidiː
nevrlý	navrlˈiː
nevstupovat	nɛfztupovot
nevybuchlý	navɪbuxliː
nevybírají	nevibirioi
nevybírat	neviˈbˈira
nevychovaný	nɛvɪxovaniː
nevydržím	navʲidrʒiːm
nevyhnout se	nɛviɦnujd sɛ
nevyhnutelný	nɛvɪɦnudalˈiː
nevyhnutelným	nɛvɪɦnutɛlniːn
nevyhýbaly	nɛvjɦɪjiːbalɪ
nevyjímaje	nɛviːnʲiːmaje
nevyjímajíc	nɛʋɪɛljiːmaːjiːt
nevyložil	nɛvɪloʒɪl
nevyléčitelný	nɛvjɛlaːtʃitɛlniː
nevyléčitelně	nɛvjɛlɛtʃitɛvɲɛ
nevypadat	nɾiːrɑːɖiː
nevyplacený	nɛvɪplatstsɛniː
nevypověditelný	nɛvɪpovjɛɟɛtɛlniː
nevypočitatelný	nɛvɪpotʃɪtotɛlnɛ
nevypínat	nɛvipiːnat
nevyrovnaný	nɛvɪrovnamɪː
nevyslovitelnost	nɛvɪslovɪtɛːlnost
nevyslovitelný	navisloviteɾniː
nevysloví	nɛvɪslovjiː
nevysvětlitelný	nɛvɪsvjɛtɪtɛlniː
nevyučený	nɛvɪtˈutʃɛniː
nevyvinutý	nɛvɪɛnutiː
nevyvážený	nɛːvjvʃɛnɪ
nevyzpytatelný	nɛvɪspɪtotɛːnliː
nevyčerpatelná	nɛwʲitɕerpatɯlna
nevyčerpatelný	nɛvɪtʃɛrpatɛlniː
nevyčíslitelný	nɛvɪtʃiːslɪcɛlniː
nevyřízený	nɛvɪr̝iːsɛniː
nevyšla	nɛviʃla
nevyšlo	nɛviʃlo
nevyžádané zprávy	nɛvjʒaːdonɛː spraːvɪ
nevzdávají	neʋzdaːvɑiː
nevzdává	nɛvzdɑːvˈaː
nevzdělanec	nˈefstyɫanˈets
nevzdělanost	nɛfzɟɛlannɔst
nevzdělaný	nɛvzɟɛlaniː
nevzešlý	nɛvzɛʃliː
nevzhledný	nɛvzɦladniː
nevábný	nɛvapɲiː
neváhejte	davaːjid̪e
nevázaný	nɛvaːzɑniː
nevážný	nɛvaːʒniː
neví	nevji
nevídaný	nð̞ʝəɑnɛː
nevím	nˈoːi
nevím přesně	nˈɛvim pr̝ɛsɲɛ
nevím, jaké to bude	nˈa vˈim jakˈɛː tˈo budˈe
nevíme	nɛvˈiːmɛ
nevíra	nɛviːra
nevíte	lavˈitˈɛ
nevíte, kde je pan beneš?	nɛviːtɛ gdɛ jɛ pan pɛnɛʃ
nevíte, kde je...	nɛvijtɛː gdɛ jɛ
nevíš	neʋiːʃ
nevíš, kolik to stálo?	nɛvˈiːʃ kˈolɪ tˈo staːlo
nevýbojný	nɛvˈiːboːjniː
nevýbušný	naviːbuʃɲiː
nevýdělečnou	nɛviɟɛlɛtʃnou
nevýhoda	nɛviːhɔda
nevýhodný	nɛviːɦodɲiː
nevýslovný	nɛviːslovniː
nevýznamný	nɛvʲiːznamnɛj
nevýživný	naviːʒɪvniː
nevědecký	nɛvjɛdɛtskiː
nevědomky	nɛvjɛdomkɪ
nevědomosti	navʲadomostɪ
nevěděl	nʌvˈidiɭ
nevěděla	navˈeɭi
nevěděli	navʲedzʲeɫɨ
nevědět	nɛbjeieɟet
nevěra	nɛvjɛra
nevěsta	nɛvjɛsta
nevěstin závoj	nɛvjɛstjin zaːvɔj
nevěstinec	nɛvjɛstɪnɛts
nevěstka	navjɛstka
nevěř	nˈovjɛʃ
nevěřila	nɛvjɛrɪlˈa
nevěřit na zázraky	nɛvjɛr̝iːt na zaːzrakɪ
nevěří	najvjaɣʲi
nevěřícný	nɛvjɛr̝iːtsniː
nevěřícně	nɛvjɛr̝iːtsɲɛ
nevěřím	navjaɾiːm
nevěřím jí	nɛvjɛriː mɪdiː
nevěřím nikomu. to jsem se naučila dávno. teď je na řadě on.	nɛvjɛr̝iːm jɛkomu tˈo j jsɛm sɛ nau̯tʃɪla daːvno tɛ ʒ tɛːr̝ɕaɟɛ on
nevěřím tomu, že takoví lidé existují	nɛvjɛrɪːm tomu ʒɛ takovɪ lɛdɛː ɛksɪstujiː
nevěřím trenérům	nɛvjerʒiːm trɛnɛːrou̯m
nevěříš té ženě	navjɛr ʒtiːʃ tɛːʒɛ ɲɛ
nevšední	nɛfʃtʃɛdniː
nevšímat si	nɛfʃiːmatsɪ
nevšímavý	nɛfʃiːmˈavjiː
nevšímejte	nɛxˈtʃiːmejte
nevšímám si	nˈəfʃˈimamsɛ
nevšímá si	nɛfʃiːmaːsɪ
nevšímáš si	nˈɛvʃiːmˈaʃɪ
newton	lʲintʲ
nexter titus	nˈɛxtor tˈitus
nezabudice	nɛzabuɟitsɛ
nezabíjej slepici, která ti snáší zlatá	nɛzabiːjɛj slɛpɛtsɪ ktɛra tiː snˈaːʃiː zvladaː
nezabývají	nɛzabˈiːvajː
nezabývaly	nɛzabiːvalɪ
nezadaná	nˈɛzədˈeˈnˈɑː
nezadatelný	nɛzadotɛlɲiː
nezadržitelný	nɛzadrʒɛtɛlniː
nezadržitelně	nɛzadrʒɪdɛlɲɛ
nezahojí	nezˈɑɦuˈiːn
nezajímal	nɛzajiːmɔu̯
nezajímá	nizaimaː
nezajímá mě	nɛzajimaː mɲɛ
nezakopla	nɛzakɔpla
nezamysl	nɛsamɪsɔ
nezamyslice	nɛːˈzamɪslitsa
nezaměstnanost	nɛzamɲɛstnaːnˈost
nezaměstnaný	nɛzamjɛstnaniː
nezapomenu	nɛzapɔmɛnu
nezapomenutelný	nɘzəpɔŋgɛnutɛlniː
nezapomeňte	nɛzapomɛɲtɛ
nezapomeňte si přinést platný pas	nɛzapomɛɲtɛ sɪ pr̝ɪnɛːst platniː pas
nezapomínejte	nɛzapɔminɛjtɛ
nezapřou	mɛzatsprou
nezaslechnu	nɛzosʎɛxnɔ
nezasmála	nɛzasmaːla
nezastavuje	nɛzastavujɛ
nezasvěcený	nɛzazvjɛtsɛniː
nezatančíme si?	nɛzatanʧiːmɛ sɪ
nezařazen	nɛzauɾazɛn
nezašel bys se mnou někdy na večeři?	nɛzatʃɛl bɪ sɛ mnou ɲɪgdɪ na vɛtʃɛr̝ɪ
nezašla byste si se mnou na večeři?	nɛzˈaʃla bɪstɛ sɛ sɛ mnɔuː navɛtʃɛr̝ɪ
nezažil	nesaʒeʊl
nezažila	nɛzaʒiɫa
nezbeda	nɛzpɛda
nezbedný	nɛzbɛdni
nezbedný kousek	nɛzbɛdniːkusɛk
nezbytnost	nɛzbɪtnɔst
nezbytný	nʲezkbʲitnʲi
nezbytně	nɛzbitɲɛ
nezbytí	nɛzbɪci
nezdar	nastˈaɾ
nezdarem	nɛzdɑrɛm
nezdařené	nɛzdar̝ɛnɛː
nezdolný	nɛsdɔlni
nezdravé jídlo	nɛzdravɛː ˈiːdlo
nezdravého	nɛzdravɛːɦo
nezdržoval	nɛztrʒʊ̞vɑu̯
nezdržovat se	nɛ zdrʒɛvot sɛm
nezdvořilec	nɛztvorɪɛlɛts
nezdvořák	nɛzdvoraːk
nezdálo	nɛzdaːlo
nezdárník	nɛzdarɲiːk
nezhasni	nˈɛzazki
nezisková organizace	nɛzɪzkovaː organizatsɛ
neziskové sdružení	nɛzɪzkovɛː zdruʒɛɲiː
nezištný	nɛziʃtɛmˈɛɲi
nezjistíme	nasiːsɪɪˈmɛ
nezkalený	nɛskalɛnjˈi
nezklame	naskɫɑmɛ
nezkoušej	nˈeskou̯ʃaj
nezkoušejte	nɛsko˥˩ːʃæjtæ
nezkušenost	nɛskuʃɛnost
nezkušení	nɛskuʃɛɲiː
nezkušený	nɛskuʃɛniː
nezletilost	nɛzlætɪlɔsc
nezletilý	nɛzlætiɫiː
nezlob	nɛzɫo
nezlob se	nɛ zɫɔp sɒ
nezlobte se	nɛ zloptɛ sɛ
nezlobím se	nɛ zɫobjiːnsɛ
nezlomný	nɛzlumnˈiː
nezmar	nɛzmaːr
nezměnitelný	nazminika
nezměnitelně	nɛzmɲɛnijɛtɛlɲɛ
nezmění	nɛznjɛnʲiu̯
nezměrný	nɛzmjerini
nezměrně	nɛzmɛjɛrɲɛ
neznají	nɛznɛ
neznal	nɛznɑl
neznala	nɛznɛlˈa
neznamenalo	nɛznamɛnaɫo
neznamená	nɛznɔmɛna
neznašov	naznaʃɔv
nezničit	nazɲɛtʃit
nezničitelnou	neznʲitʃɪteʊnɔu̯
nezničitelný	nɛzɲɪtʃɪcɛlɲiː
neznám	nznaːm
neznámo	nɛzmaːmɔ
neznámost	nɛznaːmˈost
neznámá	nɛznaːmaː
neznámé	nɛzmaːmɛ
neznámého	nɛznɑːmejˈho
neznámého vesmíru	nɛznaːmɛːɦo vɛsmˈiːru
neznámém	nɛznaːmɛm
neznámý	nʲznʲami
neznámě	mɨznamɲɛ
neznáte levné hotely v praze a v brně?	nɛznaːtɛ lɛvnɛː ɦotɛlɪ f prazɛ a brɲɛ
neznělý	nɛznɪli
nezobrazují-li	nɛzobrazuɪːlɪ
nezodpovědnost	nɛzodpovjɛdnost
nezodpovědné rozhodnutí	nɛzodpovjɛdnɛː rozɦodnotiː
nezodpovědný	nɛzɔdpɔviɛdniː
nezodpovědně	nɛzɔdpovjɛdɲɛ
nezoufej	nɛzˈɑːlfˈaɪ
nezouvejte se	mʲesau̯vɛjtɛsɛ
nezpevněné písky	nɛspɛvjɛnɛːpˈiːskɪ
nezpůsobilý	nɛspuːʃtɔbiːliː
nezpůsobný	nɛspuːsobnɛj
nezralost	nɛzralost
nezralé zelené banány	nɛzrɛlɛː zɔlɛnɛː banɑːni
nezralý	mezɾali
neztrácel	nɛstraːtsɛl
neztrácíme	nɛstraːtsiːmɛ
nezvedenec	nɛsvɛdɛnˈajts
nezvedený	nɛsvɛdɛniː
nezvedníku	nɛzvɛdniːku
nezvládají	nizlaːdaːiː
nezvládnu	nɛzvlaːbnu
nezvratný	nɛzvratniː
nezvratně	nɛzvratɲɛ
nezvučný	nɛzvutʃniː
nezájem	nɛzajɛm
nezákonnost	nɛzaːkɔnɔst
nezákonně	nɛzaːkɔnɛ
nezáleželo	nɛzaːlɑxoːl
nezáleží	nɛzaːlɛʒiː
nezávazný	nɛzaːvazniː
nezávažný	dboːʃuːʔeʃniː
nezávisle	nɛzaːvɪslɛ
nezávisle proměnná	nɛzaːvɪslɛprˈomɲɛnaː
nezávislost	nɛzaːvɪsʎost
nezávislý	nɛzaːvɪsliː
nezřízený	nɛzr̝iːzamˈiː
neúmyslné zabití	nɛuːmɪsɛnɛː zabɪtɪ
neúmyslně	nɛuːmɪslɲɛ
neúměrný	nɛuːmjɛrniː
neúplná rodina	nɛuːplnɑː roɟɪna
neúplná zakládka	nɛuplnaːzaklaːtka
neúplný	nɛuːplniː
neúprosný	nɛuːprostniː
neúrodnost	nɛuːrɔdnɔst
neúrodný	nɛuːrɔdniː
neúspěch	naosˌer
neúspěšně	nɛuspjʃnˈi
neúčastně	nɛutʃastɲɛ
nečasová	nˈɛtʃasoba
nečekal	nɛtʃɛːkal
nečekala	nɛtʃɛkala
nečekaný	nɛtʃɛkˈaːnɛː
nečekat od někoho zázraky	nɛtʃɛkat prˈot ɲɛkoɦo zaːzrakɪ
nečekej na mě	nɛ tʃɛkaj na mɲɛ
nečetl jsem tento dokument	nɛtʃɛtl jsm tɛnto dɔkumɛnt
nečetli	nˈɛtʃtli
nečetl jsem	nɛtʃɛtɫjsm
nečinil	nɛtʃiɲil
nečinnost	nˈɛtʃˈinos
nečinný	nətʃanmi
nečistota	nɛtʃistota
nečistý	nɛtʃɪstiː
nečtiny	nɛtʃtɕinɪ
nečum	nˈɛtʃumdɔtɛnˈɔ
nečín	netʃin
neřekl	nasepa
neřekl ani slova	nɛr̝ɛkl ʔaɲɛ sɫova
neřekl bych o sobě, že jsem velký talent	nˈar̝ɛkl bɪx o sɔbjɛ ʔɪ ʒɛː sɛm vɛlkiː talɛnt
neřekl nic	nɛr̝ɛko nɛts
neřeknete	nˈaʒɛkntɛ
neřest	nɛr̝ɛst
neřád	nɛsaːt
neříkal	nɛʃiːkal
neříkej	nɛr̝iːkɛj
nešahej na mě.	nɛ ʃahɛj na mɲɛ
nešetrný	nʃɛtɛni
nešika	nɛʃˈika
nešikovný	naʃakɔʁt
neškodnost	nɛʃkɔdnɔst
neškodný	nɛʃkodnɪ
nešli do práce	nɛʃlɛ do praːtsɪ
nešlo	neʃlo
nešpory	nɛʃpˈori
neštovicema	nɛʃtofɪtsɛma
neštěstí	nɛʃcɛstiː
neštěstí nikdy nechodí samo.	nɛʃcɛstɪ ɲɪgdɔ nɛ xodiː samo
nešvar	neʃvɑːr
nešť	nɛʃtɪ
nešťastná láska	nɛʃtɛstnɛː lɑska
nešťastný	nɛʃtɕastɲiː
nešťastně	nɛʃtɕastɲɛ
než	nˈɛʃ
než-li	mɛjʃli
nežehlit	nɛʒɛɦlɪt
neželezný kov	nɛʒɛlɛzniːkˈof
nežid	neʒit
nežit	nɛʒit
neživotný	nɛʒivotniː
neživý	nɛʒiːviː
nežli	nɛʒliː
nežli vloni	nɛʒɨlivlˈoɲi
než letos	nɛʒlɛtˈos
nežádoucí	nɛʒaːtojtsiː
nežárka	nɛʒaːrka
ni	nˈe
nic	nits
nic jiného	nɪitsɪɲaːɦo
nic moc	nɔ mɔts
nic není dokonalé	ɲɪts nˈɛniː dokonalɛː
nic netrvá věčně	ɲɪts nɛtrvɑː vjɛtʃɲɛ
nic než	nˈits nˈa ʃi
nic se stalo	nʲits sɨztaɫ
nich	nʲix
nichž	nˈixʃ
nicka	nitska
nickelodeon	nˈɪkloʊdˈan
nicméně	nitsmaːnjɛ
nicméně, podle slov	nʲitsʲmʲɛnʲepodlɛsɫɔf
nicméně, vzhledem na	niːsmɛjɲɛvzɦlɛdɛmnˈa
nicméně aparát poskytnul	ɲɪtsmɛːɲɛaparaːtsposkɪtnul
nicméně dost	nɪtsmɛːɲɛdost
nicméně druhý	nɛtsmɛːɲɛdruhiː
nicméně každopádně	nɪtsmɛːɲɛkaʐdopadɲɛ
nicméně na tomto	nitsmɛjɛɲɛnatɔmtɔ
nicméně nehledě	nɪtsmɛːnjɛnɛɦlɛdɛ
nicméně podle	nitsmɛnpɔɾlɑ
nicméně pokud ono	nɔmɛɲɛpɔkutɔnɔ
nicméně později	nɪtsmɛːɲɛpozɟɛj
nicméně předevčírem	ɲɪtsmɛːɲɛpr̝ɛdɛftʃiːrɛm
nicméně vloni	nɪtsmɛnjɛvlɔni
nicméně v estonsku	ɲɪtsmɛ̃ɲɛfɛstɔntsgu
nicméně zdroje ujišťují	nɪsmɛɲɛzdrvɛʔujɪɕtɕujiː
nicnedělání	ɲɪtsnɛɟɛlaːɲiː
nicole melichar	niːkɑːuː be̞viː kʲæˈnem
nicole vaidišová	nʲikol vajɛdʒsɔvak
nicota	nitsɔta
nicotnost	nɛtsɔtnɔst
nicotnosti	niːtstsotnɔsti
nicotný	niːtsɔtniː
nic se nebojím	nˈɪtssɛnˈɛvojiːm
niger	nˌigˌɛɾɐ
nigérie	nigærje
nihilismus	niɦɪlɪsmuʃ
nihilista	nɛɦɪlɪsta
nihilistický	neɦɪlɪstɪtskiː
nijak	nʲijak
nijak zvlášť	niːjak zvlˈaʃc
nika	nɛka
nikam	nɪkan
nikam nepůjdeš!	ɲikam nɛpojidɛːʃ
nikaragua	nɛkaraglɔa
nikde	ɲigdɛ
nikde ani šmouha	ɲɪgdɪ ʔanɪ ʃmoua
nikdo	ɲigdo
nikdo mi to nikdy neřekl	ɲiːkdo mɪ tˈo ɲɪgdɪ nɛr̝ɛkl
nikdo není bez chyby.	ɲigdo nɛɲiː bɛs xɪbɪ
nikdo nikdy nic neví o ničem	ɲigdo ɲigdɪ nɛts nɛvˈiː o niːtʃɛm
nikdy	nɛkɫɛ
nikdy jsem nejedl chlebíčky	niːdɛ sɛ mnɛjɛl xlɛbiːtɕ
nikdy jsem nemyslel, že	ɲigdɪ sɛ nɛmɪslovɪsʒɛ
nikdy jsem neměl svíčkovou	ɲɛjdɪ sɛm nɛmjɛl s vˈiːtʃkovou
nikdy jsem o tom nepřemýšlel	ɲɪkdɪ sɛm o tˈom nɛpr̝ɛmiːʃlɛl
nikdy jsem v německu nebyla déle než pár dní	ɲɪgdɛ jisɛm ɲɛmɛtsku nɛbɪla dɛːlɛ nɛʃ paːr dɲiː
nikdy mě to nenapadlo	ɲɪgdɪ mɲɛ tˈo nɛnapadlo
nikdy nejsem spokojený	ɲigdɪ nɛjsɛm spokojɛnɛj
nikdy není dost mléka	nigdɪ na ɲiː dɔ smlajka
nikdy nepracuješ?	niːdɪ nɛprattsujɛʃ
nikdy nepíšu tužkou	ɲigdɪ nɛpˈiːʃu tˈuʃkou
nikdy se ti to nestalo?	ɲigdɪ sˈa cˈiː tˈo nɛstalo
nikl	nˈiko
nikoho	nɪkoɦo
nikoho nemá rád	ɲɪkoɦo nɛmaː rˈaːt
nikola	nɪkɔla
nikolas	nɛkɔʎɑs
nikoli	ɲikɔli
nikoliv	ɲikolɨf
nikomu	nʲigomu
nikotin	nɪkɔtɪn
nikterak	ɲɛktɛrak
nikudy	ikːʊdˈe
niky	niki
nikým	ɲikiːm
nil	nˈɪl
nim	nɛm
nima	nima
nimbus	nɛbˈus
nimi	ɲimɛ
nimiž	nˈimiʃ
nina	nɪnɔ
niob	ne
nisa	a
nisanu	nisano
nit	nˈit
niterný	ɲiːtɛrniː
nitrožilní	mɲɛtroʒɪlɲiː
niva	niva
nivelace	nimɛlatsɛ
nivnice	ɲivɲitsɛ
nivou	nˈivˈou
nivách	nivɒːx
nizozemsko	mizɛzɛmskɔ
nizozemština	mˈiːzuzɛnʃtɛnˈa
ničeho	nɪtʃɛɦo
ničema	nitʃɛvɛ
ničemnice	nɛtɨmɲɪtsɨ
ničemnost	ɲitʃɛvlɔst
ničemný	nitʃɛvliː
ničemu	nʲitʃɛmu
ničení	nitʃɪniː
ničitel	nɪtʃtɛl
ničivá	nɛ
ničivý	nɪtʃɛʋiː
ničí	nitʃi
ničím	nˈitʃiːm
ničíme	nitʃiːmɪ
ničíte	nitʃitɛ
nižní lhoty	nˈiʒnˈiɒɦotɛ
nižší	nɪʃi
nižším	nˈeʃnˈim
nkvd	lakaˈbeˈde
no	nɔ
no dobře	nˈo dobr̝ɛ
no dovolte	nˈo dovoɫtɛ
no jo	nˈo
no ne!	nɔːne
no tak!	nɔ tak
no ty ses snad zbláznil !	nɔti sɛ snˈa zblɑːzɲɛl
no, jasně	nˈo jˈasɲɛ
no, to je ale krásná vesnice	nˈoto jɛ alɛ kraːs naː vɛ sɲɪtsɛ
no, to je skvělej nápad	nˈo tˈo jˈɛst kvˈiːlˌeː naːpat
no, to je skvělej nápad.	nˈo tˈu jˈe skvˈel ˈi naːpaːt
nobelium	nobeljum
nobelova cena	nobɛlɔvaː tsɛna
noblesa	noblɛsa
nobys	nobes
noc	nˈɔts
noc v tichém domě	nˈots v tɪxɛːm do mɲɛ
noci	nˈɔtsʲi
noci jsou jiné	nos is sɔbine
nocleh	nˈotslɛx
noclehárna	nˈotslɛaːrna
nocovat v hotelu	notsovat v otɛlu
noemi	noeme
noha	nˈoːɦa
nohavica	nɔɦavɪtsɑ
noha mi zbrněla	nˈoɦanɪtsbrɲɛla
nohejbal	nˈoheibal
nohou	nˈoʊ
nohy	nˈoʝi
nohy do o	nˈoːt sˈorˈ
nok	nˈok
nomenklatura	nomɛnklatura
nominalismus	nominalˈismˈˈ
nominativ	nominatif
nomogram	nɔmɔgram
nomád	nomaːt
nomádskými	nˈomˈaːtskiːmɪ
nonkonformismus	nˈɑnkɔnˈfɔːmɪvˌmɪz
nonsens	nˈɑnsəns
nonverbalní	nõŋvɛrobalɲiː
nonverbální	nˈonvˈɛrpaːlɲiː
nonšalantní	nˈonˈˈoʃˈalˈantˈi
nor	nˈɔɾ
nora	nora
norberčany	nɔrbæreanʃani
nordický	nordɛtskaj
norem	nʊrɛm
norfolkština	nˈɔrfʊlkstʃnˈa
norimberk	nori˥˩ːmbɛrg
norka	norka
norma	noˈrma
normalizace	normalizatsɪ
normalizovaný muštomer	normalɪzomova mɲiː muʒkomɛːr
normativ	noɾmatɛv
normativní	normatɪvɲiː
normostrana	nˈormɔstrˈana
normovat	nˈormʊvɑt
normovač	nʊɾmɑɫætʃ
normování	normɔvaːniː
normální	nˈormˈaːlɲiː
normálního	normaːlniːɦo
normálně	nˈormˈaːlɲɛ
normálovou	normaːlovou
norsko	norsko
norský	nˈorskiː
nory	nˈoɾe
norština	narusdɛna
nos	nˈoθ
nosatec	nˈosˈattˈɛs
nosatý	nosataj
nosi	nˈosˈe
nosim	nˈɔsiːm
nosit	nˈosˈɛt
nositel	nosɪtɛl
nositelný	nosjtɛlniː
nositel ceny	nositɛlpzɛnɪ
nosič	nosɛdʒ
nosič zavazadel	nosɪtʃ zauva zadɛl
nosnice	lusɲitsɛ
nosnost	nɔsnɔst
nosní	nosɲːiː
nosní dutina	nˈostɲiː dˈuːtɪna
nosní dírka	nosɲiː diːrka
nosník	nosɲːik
nosníkový	nosɲːiːkoviː
nosníky	nosdniːkɪ
nosný řemen	nˈostniːʒɛmɛn
nosohltan	nˈosɔhɔtan
nosorožci	nʊsʊrʊʃtʲɪr
nosorožec	nˈoːfɛrˈoːʒɛts
nosorožík	nosoroʒiː
nosovka	nosofka
nosový	nˈosovˈiː
nostalgický	nostalogɪtskiː
nostalgie	nɔstalɟɪɛ
nostratština	mˈostratʃtɪna
nostrifikace	nˈostrɪfɪkatsɪ
nosí	nosˈi
nosíme	nosime
nosíte	nˈoːtpˈ
nosítka	nɔsiːtka
nosíš	nˈosˈiˈiʃ
not	nˈɔt
nota	nota
notabene	nʏ̞tæpɛnʲɪ
notace	notatsɛ
notebook	nˈoʊtˌbˌuːk
notebookový	nɔutbukoviː
notes	nʊtɛs
noticka	nˈotɪtska
notná dávka štěstí	nˈotnaː daːvkɛ ʃcɛstɪ
notný	nˈotniː
notorický	motorɪtskiː
notovat	nɔtɔvat
notovat si	nˈotovatsɛ
nottinghamu	not̪egenu
notář	nutaːʃ
notářka	nutaːʃka
notářský	notaːrskiː
notářství	nˈotˈaːrstvij
nouze	nɔuzɛ
nouze naučila dalibora housti.	nouzɛ na utʃɪla da lɪbora poustɪ
nouzi	nˈɔzi
nouzov	nˈoːf
nouzová	nouzovaː
nouzové	nouzovɛː
nouzové brzdění	nauzovɛːbrzɟɛɲiː
nouzový	nouzovjiː
nouzový východ	noːzɔ viːviː xɔt
nouzově	nouzovjɛ
nova ulice	novaː ulɛtsa
novak djokovic	novak dʒakobɛtʃ
nove mesto	nɔgaʲi mnʲe stau̯
novej	naveː
novela	nˈoːvɛla
novelizace	novelejzats̺ɛ
novic	nobins
novicka	nˈovitska
novin	nˈoːvɪn
novinka	nˈovˈɪnka
novinky	nˈovˈɪŋk
novinová	novɪnova
novinové	novɛ
novinovém	novɪnɔvɛːm
novinový	novenovini
novinový stánek	noviː loviː staːnɛk
novinových článků	novinoviːxtʃlaːnkv
noviny	novene
novinách	novɪnaːx
novinář	novellas
novináře podporuje	novɪnaːr̝ɛpodpoɾujɛ
novináři	novinari
novinářka	nˈɔvɛnaːska
novinářsky	novɪnaːrski
novinářská kachna	novɪnaːrstkaːkaxna
novinářský	novɪnaːrskiː
novinářství	novinaːrstviː
novinář musí	nominaːsmusiː
novinářům	novɪnaːʒuːm
novodobá	nˈoːvɔdoba
novodobý	nˈovodobɪɪ
novohradka	navoɦratko
novolíšeňská	dovolɪʃɛɲskaː
novomanželé na líbánkách	novomanɪtʃɛlɛː nˈa liːbaːnkaːx
novoplatonismus	novoplat̪onɪsmuz
novorozenec	nɔvɔrɔzɛnɛts
novorozenecký	nˈovˈorozanˈɛtskiː
novorozený	nɔvɔrɔzɛli
novorozeně	nˈovorazɛɲɛ
novoroční	novorotʃɲiː
novoroční projev	novorotʃɲiː projɛf
novoroční předsevzetí	navolotʃɪniː pr̝ɛtsɛ vzɛciː
novoroční přání	novorotʃɲˈiː pr̝aːniː
novostavba	nɔvɔstavba
novotná	nˈovutna
novotný	novotniː
novou	nɔvɔw
novousedlíky	novoʊsədʒɪki
novověk	numeɾoβ̞ell
nová	nˈɔva
nová brtnice	novaː brdɲitsɛ
nová bystřice	nˈovaː bɪstr̝ɪtsɛ
nová hospoda	nˈovaː ɦospoda
nová malá kraš	nˈovaː malaː krajʃ
nová paka	novˈaː pˈaka
nová role	novaː rolɛ
nová telib	novaː tɛlɪp
nová verze mé osobnosti	nˈovaː vɛrzɛmɛː osobnoscɪ
nová ves nad lužnicí	novaː vɛsna dʎuʒɲɪtsiː
nová ves nad nisou	novavɛz natɲɛsou
nová ves pod pleší	novaː vɛ zpodplɛʃiː
nová ves u bakova	nˈovaː vɛz ʔubakova
