!	vikritʃɲiːk
%	pɛrtsɛnt
(	zaːtvorka
hriešne	rʲiʂnɨ
hriva	heːˈɾiːvɑ
hrivnák	ðədiʋˈɛnɑːk
hriňová	pliɲˈomˈa
hrkútanie	jarkɛtajɛ
hrkútavý	həːlkuːtabiː
hrkútať	harkauːtaj
hrniec	ɦrɲets
hrnček	naɟːitʃaj
hrob	hˈɾob
hrobár	ɾɔvɑːr
hroch	ɦrɔx
hrom	ɦɛrɔm
hromada	hramada
hromadiť	ɦrɔmaːdɛc
hromobitie	xramobɛtɕijɛ
hromy	ɣromɨ
hromžiť	hromʒit
hron	hɯ̞rɯ̞m
hronský beňadik	ɦramsʲːiː bæɲatɪk
hrozienko	rɔzɛnkɔ
hrozivo	haɾozivo
hroziť	kʲːaːrɑzɯc
hrozno	xrɔznɔ
hroznový	arˈɔznoviː
hrozný	həˈɾosmiː
hrošia	proʃɛ
hroší	kɔɾɔʃiː
hrubokrká	pɔrɔboːkɾˈkaː
hrubokrké	buɾuːbɔquːrkɛ
hrubokrkí	arubokarti
hrubokrký	ɾubokːltɛliː
hrubosť	pˌɐrˌubˈɔst
hrubozobý	ɦrɔbɑzɔbi
hrubý	robi
hrubší	pɾɔɟʃɨ
hruda	xruda
hruď	ɦrud
hruška	ɦruʂka
hruškový	xruʃkɔʋiː
hrvoľ	hʊ̞rgˈɑl
hryzec	ɦriːzɛts
hrádok	hraːdɔk
hrádza	ɦraːza
hrám na husle	xraːm na ɦuslɛ
hrávať	hravat
hráčov	ɦraːtʃɔv
hrášok	hraːʃɒk
hríb	ħæb
hríbový	hɛliboviː
hríby	hribi
hrôza	ɦruɔza
hrčky	ɦɔrtʃki
huba	voba
hubený	hubeni
hubiť	hoːbit
hubovať	vuvʊvɑt
hubový	a
hubový perkelt	hubɔviː pɛrkɑlt
hubový vývar	ho bovi vivar
hubár	hubar
hubárka	xobarka
hudba	xudba
hudobník	ɦudobnʲiːk
hudobný	ʊdoːbɔni
hudobný festival	ɦudɔbniː fɛstival
hulákavo	huvakavo
hulákavý	ɦulɑkavʲi
humanizácia	wmanizɑːtsia
humenné	umɛnnɛ
humno	umna
humusáci	pomosaːtsi
humusák	pumnusaːk
hura	hura
hurban	ɦurban
hurbanovo	urdanɔvɔ
hure	ʊɾɛ
hus	ɾʊs
husacie mäso	husap tsijɛ mɛsɔ
husací	usat˦si
husi	posi
husle	usɫɯ̞
hustiť	gustsʲitsʲ
hustý	pustɪ
husí	aʊsˈe
husľový kľúč	usljo˥˩ː vi klju˩˥ːtʃ
hutor	ɦutɔr
hutoric	plutoɾitsˈ
hutoril	utorjum
hučať	ɦɔutʃat
hviezda	tʃi
hviezdička	vjɛzɟiːtʃka
hvizdák	vizdaːk
hvizdárka	viztarka
hyacint	hˈihˈævdsˈɪnt
hydina	ɦɛdʒina
hydinový	iɟɪnɔʋiː
hydraulický	ɦɪdraːɦʊlɪtsukiː
hydraulika	ɦɛndraːɔlɪka
hydrologickej	idraɫɔgitskɛjɛ
hydrologických	idroɫogitskʲix
hydrometeorologický	tʃidromɛtɛorɔvɔvits
hydroskopický	hidroskɔpitskiː
hygiena	ɣidzʲenɨ
hymna	hmˈmˈɑ
hynúť	hejnuːt
hyperbola	pɪperbɔla
hyperbolizácia	jperbonizaːtsiːja
hyperinflácia	iperinflatsia
hypernova	pipɛrnola
hypnóza	ipnɔza
hypoteticky	kipopavitsˈti
hypotéza	hipɔtɛlza
hystéria	istɛria
hádaj, kto stojí za stromom	aːtaj ktˈo stˈojiː za stromɔm
hádanka	adˈanka
hádať	taːdˤadˤ
hádať sa	haaːdaakisa
hádka	hartka
hánka	hanka
hárať sa	heˈɾreksam
háremový	ɦarɛmovji
háčik	aːtʃɪk
hélium	hæliːum
hôrny	aorni
húlia	hulʲa
húsenica	pou̯sɔnʲitsʲa
húština	ɦouʃtɛnɛ
hýbať sa	hiːbatsɑ
hýrenia	iɾapavʲerɨɫa
hĺbka	hoːpka
hľadaný	aːladˈoni
hľadať	hlædæt
hľadievať	ɦljadzjɛvac
hľadieť	ɦlʲadzʲetsʲ
hľadisko	xlʲadiskɔ
hľadám	aːjˈnɑːdaːm
hľadáte	ɛlataːtjɛ
hľadávať	ɣlʲadava
hľadáš	ɦɛldaːʃ
hŕba	hærwær
hŕŕŕ-bŕŕŕ	rrau̯
i	i˥˩
iba	a
ibalgin	ibɔɦim
ibiš	iliʃ
ibištek	ibiʃtʃak
ich	iː
ide	idzʲe
ide nám to výborne.	jɟɛ naːm to vˈiːbɔrɲɛ
idealizmus	idɛɑlizmus
idem	i˥˩
idem do posteľe	iɟɛm do pɔsɛtɛlɛ
idem do školy	ɪɟɛm dˈo ʃkɔli
idem domov	iɟɛm dɔmɔu
idem na autobusovú stanicu.	iɟɛm na aucɔbusɔvu gsdaɲitsu
idem pešo	jɟɛm pɛʃɔ
ideme spolu	iɟɛmɛ spɔlu
idete	idzʲeʲːe
ideál	ɪdɛɑːl
ideálna	ʲidɛɑːlna
ideálne	idɛɑlnɛ
ideálny	idɛaɫni
ideš	fʲidzʲeʂ
idiot	id̪iot̪
idióm	idiom
idyla	idɪva
idylický	ɪdɪɫɪtskiː
idz	ʏ̞jdz
idze	idzæ
idzeme	tʃetʃemem
idzeš	igzæʃ
idú	eˈlo
iglu	igo
ignorovali	ɪgnɔrɔvɑli
igor matovič	iɣɔr matɔvitɕ
igor súkenník	i gɔrsɛ ukɛ njɛk
igor zelenay	iːgɪ̞rsælɛnaj
ihelníček	ixɛlnˈii̯tʃɛk
ihla	ihla
ihlan	ixlan
ihlica	lʲitsʲa
ihlice	iɦɛlɪtsɛ
ihličie	iɦlɪtʃɪ
ihličnatý	jɪʒlɪtʃnɑːtj
ihrisko	jɪʒlɪskɔ
ikea	ikːeːɾ
ikstý	ˈseksteˈlˈˈɛnˈ
ilava	la
ilúzia	iluzia
imatrikulácia	imatrikulaːtsia
imelo	imɛla
imigrant	imigraːnt
imitácia	imitatsija
imperialistický	tiŋprealistiːzːtɪŋ
imperializmus	impeɾialismʊs
implementovať	implamɛntɔvat
implementácia	implemɛntɑːtsia
implementácie	implɛmɛntaːtsiɛ
impozantne	tʃiːnpɔzantʃliːv
impozantný	impozontnɨ
impérium	imperium
imunita	imulita
inak	iːnak
inakosť	jɛnakosc
inakší	iːnakʃiː
incest	jɛntsɛst
india	ˈɪndiːɑ
indián	ɪnðeaˈn
indiánsky	jɪndiʲanskʲi
indoeurópsky	induɛurɔːpski
indonézia	ɒːnˈdɒːnoːʔezjaː
industriálny	ɨnˈdʊstriaːlˈnɔ
inej	ine
infantilný	infantilnj
informatik	jnfɔrˈmatiˈk
informačná	ɛnfɔrmatɕna
informovali	infɔrmɔvalɪ
informovať	infɔrmɔvak
informácie	infɔrmɑːtsijɛ
informátor	ɪnfɔrmaːtɔr
inherencia	ʲinʲɛrɛntsʲiʲa
iniciatíva	iniːtʃjatˈiːva
iniciatívna	initsijativna
iniciatívne	jnitsiativnɛ
iniciatívny	iniːsjatiːvɪni
iniciačne	ɛoɲitsijɑtʃɲɛ
iniciála	initsiaala
injekcia	iɲiːktsia
inkrement	ɛŋkɾemɛnt
inovačná	inɔvatɕna
inovačné	inɔvatɕnɔjɛ
inovačný	inɔvatʃniː
inovácia	ˈinɔvaːtsia
inovácie	inɔvaːtsijɛ
insígnia	iginsigria
intarzia	intuzia
integračných	iŋtɛgraːtʃɲix
integrátor	intɛgratɔr
inteligencia	intɛlɪgɛntsjɛ
inteligentný	intɛlɛgɛntsniː
intenzívne	intɛnˈzidɪ
intenzívny	intɛnzjivni
interiér	ɲteriaːr
interne	ɛntɛrnʲe
internet	intɛrnɛt
internetová adresa	int̪eɾnet̪oβ̞a ad̪ɾesa
internety	int̪eɾnat̪ʝ
internátoch	intɛrnaːtɔx
interpretácia	intɛrprˈɛtasi
interview	interβju
inverzia	ɪnɪvɛrˈziɑ
investitúra	investitura
investorka	inwɛztɔrka
investovanie	invɛstɔvaɲiɛ
investovať	ɛ̀nvɛstɔvatɕ
investície	investitsie
inzerát	jnðʒɒɾab
iný	timi
inštalatér	iŋʃtalaːtɛr
inštalovať	instalovatsʲ
inštrukcia	instruktsija
inštruktor	iːstruktɔr
inžinier	ˌiŋʒiɲˈɛɹ
inžinierka	jɨɫʲɛnʲertka
irelevantný	aralɛbantɲːiː
irán	iːraːn
irónia	irnia
is (medz. skratka islamský štát)	iːs
isc	es
iskra	iskrɑː
iskrivý	iskrɛviː
iskrička	iskrɪtʃka
iskriť	iskritsʲ
islamský štát	ɪslˈamskiː ʃtˈaːt
island	ˈislam
islandsky	jslantski
islandský	ɪʃlanskiː
islandčina	islamtʃina
islanďan	jslantʎan
islanďanka	islamʝanka
istrochem	istrɔxɛn
ivan baranka	jvan baranka
ivan gašparovič	iwaːn gɑʃparɔvitʃ
ivan krasko	iʋɛn krɛʃkɔ
ivan sedí na stole	ɪvan sɛɟiː na stɔlɛ
iveta	iveta
izba	izbã
izogonálny	iso˩˥ːgo˩˥ːnɑ˥˩ːɔmi
izrael	izraːjɑɫ
izraelský	izrˈaɛlskiː
išol	bison
išče	iʃtʃɛ
j	ieː
ja	dˌiːzə
ja budem	a budzɛm
ja mám fľašu	ja maːɦam flˈɑʃu
ja som	ja sɔm
ja som bol	jasˈɯm bol
ja som krásny vietnamec!	jɑsɔm kraːzniː vjɛnɑmɛts
ja som už tu.	ja sam uʃtu
ja stojím pri okne	ja stɔiim pri ɔkɲɛ
jablko	dʒabɨka
jablkový	piaːboloːkɔfiː
jablonica	dɛablɔnitsa
jabloň	ˈjɑblɔɲ
jabĺčko	jabɛlkɔ
jaderník	jadɛrɟɪniːk
jadranské more	jadraːnskɛjɛ mˈorɛ
jadro	jadro
jadrový	jadrɔbiːɲ
jahoda	aɣoða
jahodový	jɑɦodɔviːliː
jahňa	jˈaxnˈe
jahňacie mäso	jɛɦɲɛtsjɛ mɛsɔ
jahňacina	jɑɦnɑtsɪnɑ
jak	jˈak
jakobom	jɑkɔbɔm
jakub	jˈakˌuːp
jakub hromada	jak do pɣromada
jakub hromada je dobrý futbalista.	jakub ɦrɔma daje dobrʲi fʊt̪bɐlɪsto
jakubisko	niakupiskɔ
jakubisová	jɑkubisɔvaː
jakubov	jɑkɔbɔ
jama	jama
jamajka	iamejka
jamník	jamɲik
jan mucha	jaːn mˈuxːa
jana	ne˧˥
jana nehovorí pravdu.	jana ɲɛɦɔvɔriː prɔdu
jana čepelová	jana tʃɛpɪlova
janette husárová	ʐɛnɛt kˈuzarɫa
janka	dʒˈaːdˈɾˈ
jankovský	jankɔvski
jano	ianoi
január	januˈaɾ
januárový	januaːrroˈviː
japonsko	japɔnskɔ
japonský	japɔnski
jar	jˈar
jarabica	iʲaːraːbitse
jarabieť	ʒurabjɛc
jarabí	jaːrabɪ
jarabý	jarabii
jariabok	ɪɛliɛbok
jarmila	jaːnmiːɺ
jarmila gajdošová	jarni laajdæ ʃava
jarmok	jarnov
jarný	jarni
jarok	jɛrok
jaroslav halák	jaroslaw ɦalaːk
jaroslav horvath	jaro svap ɦorvaːt
jaskyňa	jaskʲiɲːa
jasle	jˈasilɛ
jasno	jasno
jasnovidec	kˈasnˈovidjɛts
jasné	jˈasnˌeː
jasný	jasne
jastrab	jaztrˈap
jastrabí	jɛstrabiːj
jaternica	fʲatʲeɾnʲitsa
jav	migau
javor	abˈoɾa
javorie	jɐvoːriːɛ
javorníky	javɔrɲiki
javorový	jɒbɒrɔwˈi
jazda	jazda
jazdca	jɑssa
jazdci	dˌiʁɕi
jazdec	jazɟɛts
jazdecký	jɑzdʒɛtskiː
jazdievať	jaztʲivak
jazdiť	jazdi
jazdný	jazdeːniː
jazero	jˈazɛrˈo
jazierko	jazirko
jazvec	jasvɛts
jazvečík	jˈasvɛtʃiːk
jazyk	gavik
jazykom	jãzikɔm
jazykoveda	jaszikɔbeˈdea
jazykovedný	mjazikɔvɛdniː
jazykový	jɑzɪkɔʋiː
jazyčnica	vjɑzitʃɪnitsa
jačmeň	jatʃmɛɲ
jašterica	aʃtɛritsa
jaščurka	jaʃtʃurka
je	jˈɛ
je mi ľúto.	ɛ mi lʲuto
je ten chlieb čerstvý?	jɛ tɛː xlɪɛ ptʃɛtstviː
je to celkom blízko.	jɛ tɔ tsɛlkɔm blɛsɛkɔ
je to na nocľažnom mieste.	ɛtu dzʲe nut slʲaʐna u mʲesʲtsʲi
je to násilnícky lump.	jɛ tˈo nˈaːsiɛlɲitski ɫump
je to obyčajný človek.	jɛ tɛ ɔbitʃajnij tʃɫɔvɛk
je to vážený občan mesta.	jɛ tovaːʒɛniː ˈoptɕomɪsta
je tu len úzky priestor.	jɛ tˈo lɛn uːski prɪjɛ star
jed	jˈɛt
jeden	jɛden
jeden mesiac	jɛdæn mæsjɑts
jeden muž	jæden muʃ
jeden rok	jɛden rɔk
jeden týždeň	keden tijʃden
jeden štamperlík predsa nezaškodí...	jɛden ʃtampɛrlik prɛtsɛnɑʃkolji
jedenie	jeˈdʲiɲi
jedenkrát za deň	jɛdɛnɨ krad za dʲenʲ
jedenásť	jɛdɛnaztɪ
jedinec	pjediʲːets
jedinečný	jadzʲinʲitʂnɨ
jedináčik	jɛdinaːtʃɛk
jediného	jɛdʑinɛːɦo
jediný	jɛdʑinei
jedlo	jˈɛdlˈɑ
jedna	jɛdna
jednanie	jɛdnaɲɛ
jednať	jɛbnacɪ
jedno	jˈɛgnɔ
jedno krásne letné odpoludnie.	jɛnˈokrɑsnɛ ɫɛtnɛ ɔd poɫudɲi
jednoduchosť	jɛdnɔduxɔsc
jednoduchý	jɛdnɔduxi
jednofarebný	jɛdnɔfarɛbnɛ
jednohubka	jɛdnɔvɔpka
jednoizbový	jɛdnɔizboviː
jednosnímačové	jɛdnosɲˈiːmatɕovɛː
jednotlivec	jˈɛvnɑliːvɛts
jednotlivý	jɛvnɑtslʲivi
jednotná	jɛdnotna
jednotný	bɛbokɛmɛj
jednu	jɛdnu
jedáleň	jɛdaːlɛɲ
jedálne	jɛdaːnɛ
jedálniček	jɛdaːlniːtʃɛk
jedávať	jedavaj
jedľa	jædlæ
jedľový	jˈulˈoʊvɪ
jeho	jeho
jej	jˈe
jelenia	jɛɫɛnʲija
jelenica	ɛɦlɑnʲitsɑ
jelenie	jɛlɛnʲːe
jelení	jɛ̀ːlɛːnˌiː
jeleň	lʲeɣ̞ajen
jelšava	lelsaβ̞
jelšový	jɛ̀ʃɔʋiː
jemne	jɛmɲɛ
jemnej	dʒɛmmiː
jemná	jɛmna
jesenný	jˈɛsmɪn
jeseň	jɛsɛnʲ
jest	jɛʂt
jesto	jɛsto
jestvovať	jɛstvɔvat
jestvujúci	jɛʂtʃɛvʊjɔtsi
jesť	jˈɛs
jezuitský	jɛzuwitskiː
ješ	jˈɛʃ
ješiň	lʲæʃnʲ
jež	nʲa
ježibaba	jeʒibabɑ
ježiš	ɪeʃiʃ
ježiš kristus	jɛʒiʃ kɾistus
jogurt	lɛʁuɾ
johan paulik	iʊ̞hɑn pɑu̯liq
joho	lɔː
joho (jeho)	aɣo
jojkárka	ioikaːrka
jojčec	ɒjtʃɒts
jolana	ʝolana
jomu (jemu)	ljoamu
jordánsko	jurdaːnsko
jozef chovanec	ʒoze̞f xoːaːnæts
jozef cíger-hronský	jɔzɛpts iːvjɛrɛf rɔmskj
jozef gabčík	ɛɔzɛt gap ʃist
jozef kovalík	josɛfko vɛliːç
jozef kulhavy	jɔzɛf kvlɦavjiː
jozef miloslav hurban	jɛzɛxmɛ oslɑw turban
jozef petzval	ɟʝozeb peksabau̯
jozef tiso	iozeftiso
jozef štibrányi	ɪɔzɛ fʃtipraːɲ
ju	ljoʊ
judaistický	judainsatski
judaizmus	judaˈismʊs
juh	jˈux
juhoamerický	juɦoameritski
juhoeurópsky	juɣoɛvropski
juhoslávia	juhasliːbja
juhovýchod	iːɔɣoʋʲiːxat
juhovýchodne	juɦoviːxodɲɛ
juhovýchodný	juɦoviːxodniː
juhozápad	jɪːˈɛzɑːpˈtˈ
juhozápadne	juɣozapadnʲe
juhozápadná	juɦozaːpadna
juhozápadný	jɪːɦɑzaːpadni
jura	ɟʊɾa
juraj herz	jʊɾaɪ helθ
juraj kemka	jɔsɔm juɾa i kɛmka
juraj kucka	ɟuraj kutska
juraj mikuš	ɪːv rai̯mi kus
juraj sagan	juɾai sɑgɑn
juraj valčuha	iːu˧˧raːi˧˧ β̞lt̪ʃuɦaː
jurčo	jurtʃo
juznoslovenska	jɪʒnɔslɔvɛːnskaː
južne	juʐɨnʲe
južná afrika	jɔʒnaː afriˈka
južná amerika	juʒ na amɛriˈka
južná kórea	juʒulɛɬ kɔɾɪa
južný	juʐnˈi
ján	jɒːn
ján golian	jˈɑːm gˈoːljɔn
ján greguš	jaːn grɛgus
ján kadár	ɟʝãn kadar
ján kuciak	jaˈm kutsjɑk
ján laco	jɑːn ɾatso
ján mucha	ja ɛnɪm muħæ
ján novota	ja ˈnɔvɔtɑ
ján slota	jaːn slotau
ján ďurica	jãn dʒuritsa
jánošík	jɑnɔʃiːk
jánošíková	jaːnɔʃikovaː
jód	jɔd
júl	jɔvɫ
júla	juːla
július hudáček	julijuʃ ɦudatʃɪk
júlový	julovji
jún	jˈuːn
júna	pjuːna
júnový	juːnɔbiː
k	kˈoʊ
kabaret	kabɑɾet
kabaretný	æbˈaɪtˈɪtˈɪni
kabelka	kapelka
kabát	kabat
kabátový	kambatovi
kachle	kaxlɛ
kachlička	kaxlitʃka
kadejaký	kadɛjaki
kaderník	kadɛrnit
kaderníčka	kadzʲernitʂka
kadiť	kadɪtʃ
kajka	ka˥˩
kakao	kakaː
kakaovník	kakaːɔvniːk
kakaový	kakaɔvi
kakaový koláč	kakaː oviː kɔlatʃ
kakať	kakˈak
kaki	kaki
kalap	kalap
kalcit	kalˈtit
kalendár	kˌɐlɐndˈaɹ
kalendárny	xalɛndaːrni
kaleráb	kalera
kalkulačka	kalkuɫatʃka
kalmetizácia	kɑlmɛtɪzɑːtsɪɛ
kalne	kɔʲɛ
kalofónia	kˌɑləfˈoɫnjɐ
kalolis	kaolis
kaluž	kaluʒa
kalužiak	kaluʒiak
kalužiačik	kaloʒɪatʃɪk
kam	kˈɑm
kam idete?	kam iːɟeke
kam ideš po práci?	kɑm ɛɟɛʃ pa praːtsi
kam ideš?	kau̯ jɛtkɛ
kamalásky	kamaɫaski
kamarát	kamaɾaːt̪
kamarátka	kamˈaːrˈatka
kamasútra	kamasʊtra
kamene	kamɛɲɪ
kamenica nad cirochou	kamɛɲitʃa natski rɔxɔu
kamenica nad hronom	kamɛɲitsa nat ɦrɔnɔm
kamenistý	kamɛɲistiː
kamenný	kamɛnini
kamenár	kaːmɛndaːr
kamenárka	kamẽnardka
kameraman	kamˌɛɾamˈan
kamerún	kamer̩ɔn̪
kameň	kamɛɲ
kameňolom	tamɛnlɔmɔ
kamil	tame
kamil čontofalský	kamjɛltʂɔnto fɒlski
kamión	samiom
kamiň	famiː
kampane	kampaɲe
kampaň	kaɾβ̞ãn̪ɟ
kamufláž	kamufta
kamzík	kamzˈig
kanada	kɑnada
kanaďan	kʌnadzjˈan
kanaďanka	kanadʒaŋka
kancelária	kamseˈvɑria
kancelársky	kantsɛarski
kandidát	kandidaːt
kandidátom	kɑndidaːtom
kantonský	kantonski
kanál	kanɑːl
kanáli	kanali
kanára	anara
kanárik	kanarik
kanón	kɑ˥nɔːm
kapacita	kapatsita
kapať	kɐpˈat
kapcavý	kapːtsɑːviː
kapec	kapets
kapela	kapela
kapitalistický	kapitalistɛtskrɛj
kapitalizmus	kapitalizmus
kapitál	kapitaɫ
kapitálny	kɑpjtaːlnɛ
kapitán	kapitãn
kapor	kapˈor
kaprál	sɐpˌɾɐlˈɐ
kapurkova	kapurkova
kapusta	kapustɑ
kapustnica	kapusdntsa
kapustnicový	kapustɲitsoviː
kapušany	kʰæˈrɑːnʃɑːniː
kapčolny	dapːtʃoːlˈni
kar	kara
karabína	karabina
karafiát	karafiat
karamel	kaɾamew
karatista	kɾatistɐ
karavána	karavaːna
karbohydrát	kavohibraːt
karbonylových	karbɔnɛlojiː
karbón	karbon
kardinál	kaɾdinaːl
kardiochirurg	kardioxɛruːr
karfiol	kaɾˈfˈil
karikatúra	karikatˈura
kariéra	karrera
kariérny	kariːrni
kark	kˈaɾt
karma	kɑrma
karmic	kaːrmɪts
karmínový	kɑrmɪŋɔʋi
karneval	kʌrnɛvɑːl
karol oláh	karaːv ɔlaːx
karpaty	karpatɨ
karta	kɑrta
kartografia	kartografia
kartón	kârton
karé	kaɾe
karčma	karʧma
kaskadér	kaskadɛr
kastel	kastel
kastrovaný	kastrofamiː
katalóg	katalola
katapult	kʰá˥fa˨˩tɔː
katarina	katarina
katarína	katariːna
kataster	katastɛr
katastrofa	seŋseŋkajanastropaːr
katastrofický	katastrofitski
katastrofálny	katastrofalni
katedrála	katɛdraːlɔ
kategoricky	katɛgɔritski
kategorický	katɛgɔrɨtski
kategória	kategoˈria
kategóriu	kategoˈriu
katkine	tatkɨnaj
katkinini	katkɛjɲɛni
katolíctvo	katoljtʃtʊ
katolík	katolik
katy	kati
kaudálny	kalˈdɒmi
kaukaz	aukas
kauza	kauza
kauzy	kau̯sj
kaviareň	kavjarɛɲ
kavka	kalka
kavčí	kau̯tʃi
kawasaki	kavasaki
kaz	kˈas
kazarka	kazarka
kazateľnica	kazatɕeɫɲitsa
kazeta	gazetˈa
kaziť	kazi
kačacie mäso	katʃa tsɛmɛsɔ
kačací	katʃatsi
kačica	kɑtʃitsɑ
kačka	katʃka
kaňa	kɑɲˈa
kaňon	taːnˈnõːn
kaša	kˈaʃa
kašovitý	kauʃovitˈi
kašľať	kɛʃlɛtʃ
každučký	kaʃtˈutʃkˈiː
každú	kasdu
každý	kaʒdiː
každý druhý deň	kaʃtɪ druɦiː dɛɲ
kde	gdʒe
kde bývate?	gdɛ biːvatɕɛ
kde bývaš?	gdɛ bivaz
kde je	gɛtɕɛje
kde je skúšobná kabínka?	gd�ɛ jɛ zkvuːʃɔbnaː kaːbiːnka
kde je tá červená lopta?	ɪɟɛ ɛta tʃɛrvɛna lɔpta
kde je východ?	gdʑɛ je vixɔt
kde si môžem vyzdvihnúť zabudnutý dáždnik?	gɟɛ sɪ moʒɛ vˈiʃ dviːɦnuːts zˈaɫodnutɪ daːʒɲiːk
kde si?	ɟʲe si
kde ste?	gdʑɛstɕɛ
kde?	dʒo
kdejaký	gdɛɛzˈakiː
kdeže	gdˈeʒˈɛ
keby	kɛbɪ
kediška	kɛriːʃkɑ
kedy	kela
kedy má michael čas?	kedi dɨma mixtaɛltʃas
kedy máš čas?	kedi maːrtʃas
kedy prídeš	k di prides
kedyže	kd̪iɣ̞e
kedz	kˈɛt
kefovať	kesovˈat
kekešic še	kakɛ tɕi tsʂɛ
kempovanie	kɛmpɔvaɲiɛ
kenozoikum	kenozojkun
ker	kera
keramikový	kæɾamiːkɔbi
keratinizácia	kærätiˈnizatsiˌa
keratitída	kɛraːtitida
keratopatia	kɛratɔpatia
keratínový	kjeratjnõɣ̞i
keratóza	kɛratsaʃa
kečup	kəˈtʃoːp
keď	ketʃ
keď mám voľno	kid mavˈɑlnˈo
keď mám čas	ˈkeɪt mˈaːm tʃˈaːs
keďže	kˈɛtʒˈɛ
keľo	kelˈo
keňa	kˈɛn
kešeň	kesk
kešeňa	essãn̪aɾ
kešeňe	tʃæʃɛnʲːe
kešiň	kæsim
kežmarok	kɛʃmɑːrɔk
kežmarská chata	k̠e̞zmaska xata
kgb	tʃagɛbe
kiahne	kjaɦn
kickboxová	kikpɔksɔvaː
kiež	kje̞ʃ
kiežby	kɛːʒbi
kilogram	kilˈoˈgrɐ̃m
kilometer	kɪlɔmetɛr
kilometrov	kiːɫomɛtrɔv
kim ir sen	kim jɾsen
kim čong-un	kĩ˥˩ msko˥˩ː
kinematika	kietʃa
kino	kino
kiribati	kɪˈɾibati
kisku	kʲasku
klada	aˈlada
kladený	kɫadɛni
kladina	kɫadzʲina
kladistika	ɣ̞lað̞ist̪ika
kladivo	klaɟivɔ
kladka	kɫatka
kladkostroj	kladkɔstrɔj
kladkový	klatkɔviː
kladný	kɫadni
klamať	kɫamatsʲ
klamlivý	klamliviː
klamstvo	klamstɔ
klamár	klamˈaɹ
klamárka	kɫɑmaːrka
klamávať	kɫamava
klas	klas
klasifikácii	klɐsifikaːtˈsi
klasika	klasika
klaun	klau̯n
klaunstvo	kɫaunstvɔ
klavír	klaviːr
klbko	kɯˈpkɔ
klenba	klɛnba
klenot	klanot
klenotníci	klɛnɔtsniːtsi
klenotníctvo	klɛnatɲitsdvɔ
klenotník	klɛnɔtniːk
klenotníčka	klɛvotɲiːtʃka
klenotníčky	flɛnotsɲiːtʃki
klenoty	klɛnɔti
klenutý	klanuti
kleopatra	klɛɔpatra
kliadba	kliadba
kliatba	kliːadba
kliať	qujɑk
klientske	kjɛnskɛ
kliesniť	kɫjɛsnʲiːtɪ
klietka	plɛtka
klietkový	kriɛtkɔbi
kliešte	kljɛʃcɛ
kliknúť	kliknut
kliky	kliki
klimaktológ	lamˈaktɔlo
klimaktérium	klimakterɾium
klimatizácia	aːlimɑtisɑːtsia
kliment	pliment
klin	klˈin
klinec	kliɲɛts
klinový	klinoviː
klinček	klintʃek
klipsy	pliːpsi
klitus	klituʃ
klobučník	klabutʃɲːk
klobása	klɔbɑːsa
klobúk	klobuːk
klokan	kɔkˈan
klokoč	klakotʃ
klopadlo	kowpadlɛ
klopať	klɔpɑc
klopkadlo	kolobkadlɔ
klopkať	klopkatʃ
klub	kˈup
klubu	klubu
klások	klasok
klásť	kɫasc
klávesnica	kɫaːvɛʃnˈatsa
klávesová skratka	glaː vɛsofɛː skratka
kláštor	kɫastor
klérofašistický	klɛːrɔfaʃɪstitskɪ
klérofašizmus	klɛːrɔfɑʃizmɔs
klíma	klima
kmene	kamɛɲɛ
kmeň	mˈɛnj
kmeňový	kɛmmˈenˈɔvɪ
kmeňových	kɔmɛnjoːviː
knedľa	knˈɛdlˈa
knieža	knʲiɛʒa
kniežací	kɲɪɛʒatsɪ
kniežatstvo	kniːʒatstvo
kniha	knˈiɦa
knihomoľka	knivamɔlka
knihu	knʲiɣo
knihy	knʲiɣʲi
knihy sú na policke	kɲɪɦɪ suː na pɔlɪtʃkɛ
knižnica	kɲiʒɲɪtsɛ
knižničný	kɲiʒɲitʃniː
kníhkupectvo	kniːxkupɛtstvo
koala	kɔaɫa
koberec	kɔbɛrɛts
koberec je pod stolom	kobɪrɛts jɛ pɔtstɔvɔm
kobliha	kɔblɪɦa
kobra	pɔbra
kobyla	kɔpila
kobyla má malý bok.	kɔpɪlaː mam ɛli i bok
kochajte	vˈɑlltˈaɪtˈɛ
kocka	kɔtska
kocúr	kotsuɾ
kofeín	kofein
kofola	kʊ̞vɑɫɯ̞
koho	kɔgɔ
kohože	kɔɦɔʐɛ
kohút	kɔɦuːt
kojot	kɔjɔt
kojsel	koisau
koketa	kokɛta
koketný	kˈokɛtmˈeː
kokos	kɔkɔs
kokosový orech	kˈokosoːfiː orɛx
kokot	kokot
koktanie	kɔktaɲɛ
koktavý	kolktavˈiː
koktať	koktatsʲ
kokón	kokɔn
kolagén	kɔlɛgɛn
kole	kolɛ
koleda	kɔlɛda
kolega	kɔlɛgˈa
kolega býva pri pošte	kɔlɛga biːva pri pɔʃtɛ
kolegom	koligom
kolektív	kɔlɛktiu
kolektívny	kolɛktivni
koleno	kɔlɛnɔ
kolená	koˈlɛnɑ
koleso	kɔlesɔ
kolesový	kolɛsɔviː
kolibiarik	koːlˈibɪarik
kolibrík	kɔlibriːk
kolmica	ko˩˥ːmits˦a
kolmosť	kolmˈost
kolmá	koma
kolmý	kˈoʊldmˈeɪ
kolo	kɔlo
