1	jæːj
垫	tiː
垫被	lˈib˨tsiː˨
埂	kã˥˥
埃及	ˈeːtʃɛ
埃只	etʃa
埃菲尔铁塔	ɛ̃fiɹˈkˈɛːtˈa
埋	mˈa
城	zɯ̞m
城堡	sɐn˨˩pɔːk̚˨˩
城市	senizɯ
城市化	sɤŋ˥˩ʂixu˨˩˦
城底	zɐmte
城池	keɴzɯ
城门	sɯ̞mːɯ̞n
城隍庙	tsən˥˥wɑŋ˨˩˦mjɑʊ˥˩
基	dʑia
基地	tɕi˥˧ di˨˦
基址	tɕi˥˥tsɯ˨
基数	tsi˥˧ sɤŋ˨˩˦
基本	tɕipaŋ
基督教	tsʰit˦ɥ˥tɕʰie˨˩˦
埽	se
堂	tɔ̃
堂主	dːoːtsɯ
堂前間	taː iːke
堂而皇之	tɑŋ˨˩˦ɚ˨˩˦wɑ˨˩˦ʈʂɚ˥˥
堅	tɕi˥˥
堆	taj˥˩
堆房	tai˥˥fɑŋ˨˩˦
堕落	tau̯lɑ
堡	be
堡垒	pɛle
堤岸	djˈgə
堪	la
報	tˈɛ
報名	ʔt̚˨˩eːrmŋ˧
報紙	kɛ˥˩sɛj˥˩
報酬	pɛ˨˦tseŋ˧˥
場	dʒe
堵车	tu˥˧tsʰu˥˧
塊	kai
塌	ka
塌腦	tɯ˥˩
塌苦菜	takɔw̃tsɛ
塌飒	tˈasˈa
塑	mintʰə˥˩sia˥˩lɑɣi˥˩ʈuːtɕjɛ˥˩ʈʂuː˩˦  mɕʰjɛstɕjɛʥ˩ʂuː˩˦togʰʊtʰa˥˥ tɤ˧kʰɤ˥˩ la˥
塑料	tslʏ
塓	mˈɛ
塔	tʰa
塗	ɖɐʋ
塘	to
塘下	duː
塘棲	tʊ sej
塘鳢	tɔnlz
塞	sˈa
填	tʰjɛn˨˩˦
塳	tŋ
境	ogak
境内	tʃin˥˥ne˥˥
墊	tje˩˥ː
墙	ɕjɛn˨˩˦
墙壁	dʒaːmki
增	tsɪn˨˩
增加	santa
增閩	tsɛnmiːn˧
墟	tsʰɯ˨˩˦
墣	pˈɔ̃
墨	ni˥˩
墨卵捣黑	mɔ̀ːlɔːtʰɔːha
墨尔本	mɔ˥˩aɻ˥˩fan˥˩
墨擦铁黑	matsʰtʃaja
墨水	ma˥˩ sɯ˥˥
墨西哥	mɛsˌiːku
墨黑	maħæ
墨黑丝洞	mɔ˥˩ʰan˨˩˦sɯ˥˥ tɤŋ˥˥
墨黑洞	mohadɑːr
墨黑黑	miʃl
墩	teˈn
墩子	ta˥˩ntsɯ˥˩
墳	vˈaŋ
壁	pieː
壁炉	elˈɒˈo
壁爐	bilo
壁牆	tɨm je
壁虱	bɪsˈsɪ
壇	dˈo
壓	œ̃n
壓力	ɑllæ
壓歲鈿	aw sɛ d̪iː
壓輩	opaj
壞	va
壤駟	ɲːˈaːsˈi
士	sɯ˥˩
壮肭肭	tʃuːnaːna
壮语	tsuɔ˨˩˦njy˥˩
壯	tɕɔː
壯囡囡	dʒuɛnˈana
声	san˩
声带	sɛn˨˩t˦a˥˧
声线	fɤŋ˥˥ɕi˨˩˦
声誉	sɛ̃ˌra̠
声音	seɲ˧˥
声音幽	sɛ ɲˈinʒ
壳	tʃu˥˩
壳子	koitsɯ
壳落子	χulʊts
壶	u
壺	v
壽	zo
壽司	sɯ˥˥
处	tsʰɯ˨˩˦
处州	tsɯ˨˩˦ʈʂu˥˩
处男	sɯ˥˥lɑʊ˨˩˦tu˥˩
备选	be se
复	fou˥
复仇	fauˈsẽ
复制品	u˧˥
复印机	fou˥˥ĩ˥˥ngə˥˥tsɯ˧
复原	fu˥˩ɥœn˧˥
复合	fu˥˩xɤ˧˥
复旦大学	bɔ˥˥ tĩ˥˨ lɔ˥
夏	u˨˩˦
夏侯	fɔː
夏侯惇	poûˈa
夏天	buːtɕiː
夏威夷	aɦ˥ni˨˩˦
夏家邊	u˧˥ku˨˩˦ pi˨˩˦ ʂɑŋ˥˩ ɕja˨˩˦pi˨˩˦
夏家邊距離蠡園還有一點點路。	tsuko m˥˩lɤ˥˩lioʊ˨˩˦ aɪ˥˥tɕʰti˨˩˦lɤ˥˩
夏至	xu˥˩tsɯ˥˩
夕	ʃˈɛ
外	na
外交	nʝˀːt̚˨˩kʰoː˧˥
外公	naːkɔm
外公太	la˥˥kʰoʊ˨˩˦n˧tʰaː˧˥
外公爺	naaːkɔʋgˈi
外加	naːkaː
外卖	ɢaːmaː
外向	naːʃjɑŋ
外国	naki
外国人	na kuɲi
外地人	maʕa liːnˈjɑ
外地牌照	ŋa˨˩˦ti˥˩ ba˥˧tsuɔ˧˧
外壳	nˈaːkoɾ
外头	naːrə
外套	wˈɛtɚ
外婆	naːb
外婆太	na puːta
外婆娘	nabɔlɛnje
外孫兒	nasʃu
外文	naβ̞a
外滩	naa˥˧tɛ
外灘	natʰɛ
外甥	ŋaːsa
外甥囡	ŋaːmɴ
外甥女	ŋɔː˩˧saːn˥
外皮	naːbˈi
外科	naaakˌu
外行	wâːr
外角	nˈakˈu
外角頭	nˈakːudˌeːv
外貌	ɲaamof
外路	alɔ
外路人	ləʊ˨˩˦sæŋ˧˥
外路儂	na lona
外轉	natʃɪ
外面	namai
多	tʊ
多么	tɯ̞mˢɯ̞
多嘴	taʊ˥˩tsy˥˩
多少	tuːsto
多少钱	tɕi˨˩˦ xweɪ˥˥an˥˩si˨˩˦
多年	tɛːŋ˧˥
多时	dˈoːz
多样性	tʰou̯˨˩jaː˥˥ siːn˧
多疑	tɛŋ˨˩˦ tɤŋ˧˥
多礼	tɤ˧˥li˥˩
多谢	tau̯
多頭肉	taw budɛjˈnʲo
夜	dˌiːzə
夜上海	jɑ̃nɑːhɑ̃ːhɦɦ
夜乌	dʒo
夜到	ja˨˩to˥˩
夜壶	jɐm˨˩
夜壶箱	jɑvɪsɛn
夜底	ʝaːti
夜开花	akˌeːʁuː
夜弗消	jˈa fɐ ʃtˈɛ
夜快	dˈakːwˈa
夜快头	ja˥˩ ku˨˩˦eː˩˦doʊ˨˩˦
夜快点	t˥ap˦˥kʰua̯t˥˩jˈaː˧
夜晚	ja˥˥me˥˩
夜游	jaːjɐu
夜漫山边	jmeː seː piːʔ
夜理想	ja˨˩˦i˥˩ɕa˥˥
夜蟋	jɛ˨˩˦
夜裏	iːdeː
夜里	ja˨˩˦li˥˩
夜里向	jaɫˈ iːɕiːɛ
夜間人口	auzi˥˧nĩŋ˥˥kʰe˨˩˦
夜间头	ˈjak dˈy
夜頭	idu
夜飯	jale
夜饭	ʝaːb
夢	mɔ̃
大	taw̃
大(文读)	dɑːm
大(白读)	tau
大人	tau̯nin
大人物	tɨu̯nʲigɨ
大佬	tɛmplˈo
大使馆	naːsːɐkue
大傻瓜	tɑʊ˥˩tsa˨˩˦ku˥˥
大儂	dau̯na
大兩	taɾje
大前年	tttɕʰjɛn˧˥n
大半日	dawgɾəiː
大厦	tʃa˥˩xaa˥˥
大叔	dalsˈo
大吉大利	taːtʃe dɑːˈliː
大吉大利，晚上吃鸡	ta˥˩tɕi˧˥ ta˥˩li˥˩ pʰɤ˥˩ wan˧˥ʈʂʰɚ˥˥tɕi˥˥
大名	taːn˧ˈnɪ
大名鼎鼎	nta˥˧mi˥˧tintin˥˧
大后日	ta vɛjnɛ
大和民族	ælˈawˈ mɪnˈvˈa
大堰河	tɤ˧˥ y˧˧
大大	tada
大大姆妈	tɔ dɔɾ nɔ̃ maɾ
大大方方	ta˨˩˦ta˨˩˦fɑŋ˥˥fɑŋ˥˥
大娘	tau˧˧nʝaŋ˨˩˦
大嬤	dau̯mu
大学	daːɔ
大學	naːwɑ
大學生	daːvˈsa
大官娘	tajkɫniɛ
大官爺	dˈɛkːueːiː
大家儂	ð̞ak ãmb
大家族	da˥˩tɕja˥˥tsɯ˥˥
大密节头	taːlˈmizːəiː teː
大富贵	ta˥˩fu˥˥kue˥˥
大将	ta˥˥tsian˥˥ tsu˥˧tsian˥˥
大峡谷	tajakːo
大廚	tadʒɨ
大廳	taʊ̯tˈeɪŋ
大惊咣	tap˨ tʃiŋ˥˥kwa˥˥
大惊小怪	ta˨˩ tɕin˥˥kɔ˨˩˦
大懵	tau̯mɤŋ˧˥
大排	taːbaː
大提琴	da˥˩ʈi˥˥tsin˨˩˦
大摩指	damutse
大方	dafɔ
大显身手	ta˨˩˦ɕi˥˧sən˥˥tsʰe˨˩˦
大朦	tɔlmɔl
大東亞共榮圈	taʊ˨˩tʊŋ˥˥ɑ˨kʊŋ˥˥
大模大樣	tɔːŋ˧mɔː˩˧tʰou̯̯˨ jɛː˩˧
大气	a˥˧tsʰi˥˥
大气层	ta˨˩˦ tɕi˥˥sən˥˥
大爷	tɐu˧˥
大白	to˩˥ː ba˦˥ː
大相径庭	ta˨˦sĩã˨˦ tɕĩŋ˥˥tiŋ˨˦
大管	dau̯kɯ
大细	ta˥˥
大考	dake
大肚	tu
大肚皮	dˈa dˈə bzˈɛ
大胆	tauaʔte
大脚胖	tʰaʊ˨˩kʰap˥hɔː
大舌	tʃiːziː
大苏打	tˈɔvjjˈlpa
大英博物馆	ta˥˩ɛpɔvɔkʊ
大蒜	tˈasˈe
大虫	tadʒɐ̃um
大蛇	llˈzɯ
大蛮人	tɤ̃ʁɛ̃ʁɛn˧
大蛮后生	tɐu̯˧˥mɛː˥hɵy̯˧˥ saːŋ˨
大蠻班	tau̯mok˨wɔ˧
大話	d̪oːu
大賴	dau̯lɔ
大贫	to˥˩pi˧n˧
大赛	tˈɔːsˈɛ
大連	dali
大道	da ne
大郎	tˈɪ blˈɑ̃
大銀	dauɲa
大錯	datsʊ
大银	tau̯nʲa
大门	daumem
大闸蟹	duzuhau
大阪	ta˥˩pɛ
大阪城公園	ta˨˩˦pɛː˥˥sən˥˥kɔːŋ˨˩˦ juː˩˧
大阪大學	srpʰwtaːʔ
大阪天満宮	ta˨˩pɛː˥ tʰiː˨
大阪市交通局	ta˨˩pɛː˥tsu˨˩ tʰʊŋ˨˩tsɔ˧˧
大阪市立大学	ta˥˩pɛ˥˥ ʂɚ˨˩˦leɪ˧˥ ta˧˧
大阪環状線	taːpɛːk væˈlo siːm
大阪都構想	taːpɛːtəl keː seŋ
大陆	tɑ˥˥la˥˥
大陳列島	tsaːzaːn lide
大隊	ta˥˩da˥˩i˨
大雪	dˈoʊnt sˈɪt
大韓民國	tsiontʃa nomo malkovris portugalio akompanoɾeɾeɾeɾmɕi
大韩民国	touaːj kɔ
大頭大面	totoðo mɨ
大饼	ta˥˩pĩŋ
大馄饨	tʊ wɔndɛ
大髈	dˈə pˈɔ̃
大麦	təmˈa
大黄鱼	tʊˈaŋ
天	pʰi˥˥
天上	t̪iːrɑ
天下	kiu˥˧
天下世界	tʃiːwska
天主	tɕi˥˧tsɯ˧
天主教	tʰiːzkɔ
天主教堂	tʃiː tˈɪ gˈoʊd ˈu
天井	ti˥˥
天亮	tʰi˥˥ ɑŋ˥˥leɑŋ˨˩˦
天亮（早上）	tʰiã˨˩keŋ˨˩
天仙	ti˥˧si˨˩
天价	tʰiː˥˧pɔː˨
天使	tʃiːziː
天價	tʰi˥˥ku˨˦ ʰtsʰi˥˥kua˥˥
天光	kʰŋ˥˩pɔː˨˩
天光冷頭	tikuladu
天光頭	tʃi kudau
天公	tʃikon
天卦	fiko
天台	tʰi˥˥
天国	tʃikiː
天堂	seɾɧ
天堂伞	tˈɪ dˈoʊnt sˈɛt
天姥山	tʃiŋ˨˩se˧
天安門	tʰi˥˩ aɪ˥˥mɑŋ˥˥
天安門事件	tʰiŋ˥˥ ynmaŋ˨˩˦ sin˩˥ːtɕi˧˥
天安门	tʃiɢimɯ
天官司	tʰi˥˥kweɪ˥˥ sɯ˥˥
天宫	tʰi˥˧kʊŋ˨˩
天家	tʰi˥˥ku˨˨˩ tʰi˥˥ku˨˩˦
天性	tsi˥˧ sin˨˩
天才	tile
天打杀	t˥its˦a˥˧
天晓得	t̪iː tʃo˨˩ tã˥˥
天朝	tidʑ
天架	kikˈu
天桥	tɕjɛ˨˩˦
天气哪能？	tʰi˥˥tsi˥˧ na˥˧nɤŋ˨˩˦
天气老好	tʰi˥˩tsi˨˩˦ lɔ˥xok˨
天津	tʰiː˥˥fɪŋ˨˩
天涯	tʰiː˧˥
天火烧	tʰi˥˥ʂɤ˨˩˦sɔ˥˥
天灵盖	tʰi̞˨˩ tʰi̥˥
天烏烏	kʰiː˧˥kʰaː˧˥
天然气	tʰi˥˩weɪ˥˩ tsʰi˧˥
天猫	timo
天王星	tʰi˥˧fɑŋ˥˥sĩ˥˩
天理	tʰiːtlɛj˨˩
天生	tʃi˥˥sã˥˥
天界	tʰiːka
天皇	tʰi˨˩ wɔ˨˦
天知道	ti˥˩ ʃo˨˩˦ tə˧˥
天罗	ʃilo
天羅瓜	tʰjɛ˨˩ lu˥˩kʰuɔ˥˥
天翻地覆	tsi˥˧fɛː˧ti˨˩ fɔː˧
天老爷	tʰiː˥˧leː˥˩
天臺	tidˌe
天臺話	tidiˈu
天色	kjɯɯn˥˩ se
天色冷	tʃiː˥˧sɪl˨ tʃiː˥˧
天色熱	tʰiː˥˩saːŋ˧niː˧
天花板	kiʔe˨˩be˧˧
天落雨哉	tʃiː lə zˈɛː
天蝎座	tʰi˥˧sɔːŋ˨˩
天衣无缝	kʰiːˌvɔ̃
天誅	tʰi˥˥ʈʂɚ˥˥
天诛	tʰjɛ˥˥tsu˥˥
天诛寿灭	kijɛ̀ːt˥sɯ˥˩ ɕw˧˥
天賦人權	tʰi˧˥ʈʂu˥˩ ni˨˩˦tʰy˥˩
天赋人权	tʰi˥˩weɪ˥˩ aŋ˥˥ʈʂy˥˩
天边	tʰi˥˥ pi˨˩˦
天道	pˈiːtɔ
天马	mɯ˧˥
天马行空	ki˧˧mwan˨˩ kʰu˨˩
天鹅湖	tʃino
太	fou
太仓	pʰa˥˥tsʰa˨˩˦
太保	tʰaʔe
太公	tʰa˥˥kũã˥˥
太公头	tʰa˨˩kʰoŋ˥˥ tʰa˧˥
太医	tʰa˥˥i˥˩
太原	t̪aɪm
太叔	tasɔ
太史	tʰas
太和坊	tʁˈavˈ
太太	tʰa tʰa
太太公	tʰaːtʰaːkŋ
太婆	hɑːbɔ
太师椅	tʰa˥˥tsi˨˩˦
太平	tɐbɐm
太平天国	tʰa˥˥satʰa˥˥i˥˩weɪ˥˩ tʰi˥˥kwan˨˩˦
太平洋	tabɯŋjɛ
太極劍	ta˥˩ʐɛ˨˩˦gi˥˩
太湖	tʰau˥˥
太白山	tabasho
太监	tʰaːkʰe
太監	kʰa˥˥ke˥˥
太空站	ta koŋ se
太贵了	tɕy˥˩
太醫	tasɯ
太阳囟	tʰaɲːaːjin˨˩
太陽	tie
太陽佛	tajɛʋe
太陽佛花	tʰæˈje væ hæ
太陽角	tʰɐ̃jɛ̀kʰuː
太陽鏡	tʰaːjɛjtɕaŋ
夫	fˈa
夫人	fou˥
夫君	fu˥˥tɕɥœn˨˩˦
夫妻	loːlɔ
夫差	fɔː tɕʰæː
夫爷	fuja
夭	joʊ˥˩
夭断	ljobe
夯不郎当	haːm plaːntaːm
夯拨浪荡	ampolanta
失	sɯ
失传	sɛzɯ
失利	se dˈi
失去	fˈa ti
失态	səte
失控	sakon
失撇	səˈpʰjɛt
失效	sˈɛst
失敗	faːr
失明	sə mˈɛ̃
失望	sɤpˈhɑː
失業	seɲː
失灵	salim
失落	stɔlɔ
失言	ɛt
失調	a dˈə
失调	tˈɛst lˈœvr
失败	tut˦a˥
失踪	tɛsɔ̃
失陪	sɛmˈɛ
头	tɛj˧˧
头冠	taˈɾˈikːue
头卯	tɛlmɔ
头发	tɛːfɑt
头发娘	tojˌɛˈɛfˌɑ̃nˈˈia
头挞	lɛp˦˥a˥˧
头皮	iːvbiː
头等舱	tøy˨˩ten˥˥ tsʰaŋ˨˩
头绳衫	ti dˈi eɾˈɑ̃eˈɛ
头脑	dˈœ̃ne
头起	tɤ˥˩ keɪ˥˩
头顶心	bep˥˥in˥˥sɯ˥˥
头颈	tei̥˨tɕĩŋ˥˥
头颈儿	dɑkɪm
头颈拳	tei̯˨tɕiŋ˥˥ʈʂi˥˥
头颈骨	toj iːʑən˥˥kwan˨˩
头骷颅	dˈe- kˈulˈɛ̃
夹	ka
夺	tˈæˈ
夺得	tətːə
夾	kɔ˥˥
夾克	kokʰi
夾克衫	tʃaːkasse
夾嘴舌	kaʈsɯsɯ˧
夾淡	kɔːtoː
夾肝	kakˈa
夾谷	ɔkʊ
奁	li˨˩˦
奇	dˈi
奇怪	tsi˥˧kwa˥˥
奇才	ti˥˩zi˥˧
奇起	dʲitsʲi
奇迹	dʒitˈi
奉	fou˥
奉化	fou˥
奉承	mʊŋ˨˩˦tɕĩŋ˥˥
奉贤区	vŋ˨˩˦i˨˩˦
奉陪	fɔ̃bˈe
奋发	fɑŋ˥˩fɑŋ˥˩
奐	ʃˈy
奐堆	ɕyːtai˥
契	tɛm˧˥
奔	pŋ
奖	tsˈiːnˌɑ
奖励	tɕjɑŋ˨˩˦li˥˩
奖学金	tsiŋ˨˩˦ tɕĩŋ˨˩˦
奖金	tsiŋ˨˩a˥˧tsĩŋ˥˥
套	tɛ
套鞋	tea
套餐	tˈætˌu
奚	zˈɛ
奢望	plomo
奥地利	eðe lej
奥斯陆	ə slɔː
奥胡斯	awˈs
奥运	ɛyn
奥运会	ˈɔlɪŋlˌeɪ
奮掃	taŋse
女	nˈeu
女人	nˈyni
女人家	ni˥˧ue˨˦lian˥˧tsia˥˧
女伢儿	njy˥˩aɻ˧˥
女儿	n˩˩˦eu̯˧˥
女兒	naːn
女娲	nˈaːkwa
女媧	t˧iː˥˩s t˥iː˥˩s t˥oʊ˨˩˦
女子兒	mitsuɑ̃
女子客	nø˧˥ʈʂɚ˥˥kʰa˥˥
女孩	ure
女客	njy˨˩˦
女客人	n kʰan˥˩
女朋友	biva
女王	dˈyˈwˈˈ
女神	dʒyːzɛn
女装	ny˨˩˦tsʊŋ˨˩˦
女（吴语湖州言话）	na
奴	nˈoʊ
奴才	nˈoːj
奴隶	nˈu lˈi
奶	na
奶乃	njɛn˧˥
奶奶	tʃeŋja
奶奶头	nʌgˈri
奶子頭	nˈɑtsagʌ
奶油	naa
奶粉	nafɛn
奶茶	nˈazˈo
奸	kje̞
奸商	k̟ᵝᵝᵝsɾo
奸细白鼻头	tsiː˥ tsiː˧ bɑːbɑːˈ
她	i˥˩
好	xu˧˥
好【無好】	eme
好人	xɤ˧˥
好化哒？	hoːda
好咷	χoːdɑ
好哉	xoðe
好嘸清頭	hemtəndˈɔ
好好佼	hah˥˥tɕʰl
好婆	hɒbu
好心	χɛsˈtiːn
好比	hãː
好汉	hˈɛ
好玩	χɑ˥˩bɑ˥˥ʃa˥˥
好用	hɑ˥˥iu˥˧
好甮	hɑːvæm
好白相	xɒubˈɒˈ hsjɒŋ
好看	hɔːkʰɯ̀
好笑	hˈɛːstˈiːˈɛ
好自为之	xɤ˥˩ tsu˨˩˦
好過	hæːkʰ
好高	hɛkːɛ
如	zˈɯ˧
如何	naja
如來佛	tsˈə lˈvʌt
如同	si˨˩˦ t˥ɑ̃˥
如果	zukua
如雷佛	zlajˈveɪ
妃色	fˈil
妆	sɔ
妆扮	tsuɔ˥˥
妇	fɛˈ
妈妈	mˈɔ
妍	ne
妖	joɾ
妖娆	ɑːnzɨ
妖怪	dˈa
妖怪精	lokɯtʃiŋ
妖精	i tsɛʁ
妖魔	ie˥˩ mˈu
妗	tɕĩŋ˨˩
妗娘	tɕãŋ˥˥ĩŋ˨˩˦
妗婆	kɛnˈbu
妗婆太	kĩ˥˥ pu˥˧tʰa˥˧
妙	mˌioː
妝	su
妝兢	tʃuː˧˧tʃaːn˥˩
妝緊	tɕjɛ˥˥
妹	ni˥˩
妹夫	mɛv
妹妹	maː iːmaiːd
妻	tsʰɯ˥˥
妻妾	tsitˌe
妾	tʃʰt
姆	m̩
姆妈	ma
姆娘	lɪŋ˧˥
姆媽	mˈa
姉妹	tsme
姊	fɛn
姊夫	ʂɚ˥˩
姊妹	lɪ˥˩ meɪ˧˥
姊妹兩個	tsi˥˧me˥˧liɑŋgən˨˩
姊妹兩家頭	tsi˥˧me˨˦ liɑŋ˥˥ka˥˥ lɤ˨
姊妹队	tsɯmaɾɯgeɴ
始	fɯ˥˩
始乱终弃	sɯ˧˥ly˨˩˦ʈʂʰu˥˩ ttsʰɯ˥˩
姐	dʒaːm
姐姐	d̪a d̪a
姑	gɤ˥˥
姑丈	guː˧tɕaŋ˥˥
姑姑	kɔːkɔː
姑娘	kouɲˈa
姑娘兄嫂	kou˥˩ɑ˥ʂʰŋ˥˥sɯ˥˥
姑婆娘	kuˈbuni
姑孃	kɤ̞mniˈa
姑爺	guː˧i˨˩˦
姑苏	kuzˈo
姓	siːn˩˩˦
委	wˈi
姘头	bũn˧˥ tʰau˧˥
姚	iːn
姚文元	iˈɔ̃t vˈɛ̃ y
姚明	jɔːˈmiːn
姜	kjˈæn
姜宅村	tɕjɛ˨˩˦tsa˨˩˦ ʈʂʰuən˧˥
姥	m
姥姥	naːvəʋ
姨丈	lˈitˈɕiɑ̃
姨公	iːtgum
姨妈	nˈe
姨娘	linja
姨婆	ˈaɪ
姨爹	it˦ia˥˧
姬	i˥˩
姿态	tsit˦e˨˦
姿色	tsi˥˥sɤ˨˩˦
威勢	weɪ˧˥
威尔士	jˈʊɹz
威尼斯	u˥˥nj˥˩ sɯ˥˥
威廉姆斯	tue˨˩li˥˩musɯ˧
娃娃	vavav
娇	tɕjɔ˥˧
娈人	leni
娑	sau
娒	maːiː
娒佬	mjˈlˈlˈɛ
娒娒	mãːi˧˥
娘	dˌiːzə
娘伯	nʲaːpɛn
娘儿	n̪jæn
娘卖屄	nʲaːmaːpi
娘囡	njɑnɛ
娘妗	niaːgɪ̞ŋ
娘姨	nʲaːj
娘姨丈	niaj˧˥ɟʰa˥˥
娘娘	ɲaɲa
娘子	nia˥˧tsɯ˥˥
娘希撇	ˈæspˌɛktˈɛ
娘舅	nʝao
娟	tɛːmˌ
娶	tsʰɯ˨˩˦
娶親	tɕʰi˥˧
婁	lao
婆	vˈoː
婆餅	bɔpɔ̃
婚	ʃy
婚事	xuən˥˥tsɯ˧
婚约	xuən˥˥ja˥˩
婢	bzɯ̃
婦	tʂu˥˥
婪	lˈo
婪馋	laɪt˥ɛ
婬	jɪn˨˩
婴	dˈiːs
婴婴毛头	ɑːnɑːmɔ di
婴婴鱼	jɑŋ˥˥jɑŋ˥˥
婶	ɕɪŋ˥˥
婶婶	sɤŋ˥˥sɤŋ˥˥
婺剧	uːjˈʌq
婺江	ukˈo
婿	sɯ˧˥
媒	mˈeɪ
媒体	me˨˩˦ tʰi˥˥
媚	mɪ˥˩
媚头	mɪbɪ
媚头媚脑	mɛdɛminɔ
媳	sɯ˥˥
媽祖	mu˥˩tsɤ˧˥
嫁	kˈaː
嫂	sɑː
嫌	a
嫌味	jæmi
嫌憎	y˥˩ tsuən˥˥
嫌疑	n˩˩˦i˥˩ɤ˥˩
嫌矜	ɔ˥˥tsən˥˥
嫌避	nˈigi
嫑	fˈoː
嫖我嘛	pioːˈᵝːɬuba
嫦娥	jɛn˥˩
嫩	en
嫩头	nandau˧˥
嫩豆腐	nˈɛn dˈi vˈu
嬉	hˈi
嬉戏	tɕʰi˧˥
嬉格格	si˥˩kak˥
嬤	mu
嬭	la
嬲	nˈoʊ
嬲和	nao
嬲嬲和	na˧˧ na˧˧ ɛː˥˥aː˧˥
嬷	mo˥˩
嬷嬷	momɔ
嬸	sãŋ˨˩
孃孃	ɲaɲa
子	zɯ
子孙糕	susən˨˩ kʰɔ˨
子孫	ʈʂɚ˥˩sən˥˥
子孫釘	tsi˨˩˦sən˥˥tɪŋ˨˩˦
子弟	tsɯ˥˩li˨˩˦
子弹	tsɯde
子搭	tˢ˪ɤ˨
子書	tusse
子桑	tsɯ˥˩
子車	tsɯ˥˥tɕy˨˩˦
孔	kɔ̃
孔子	kʰoŋ˨˩˦tsɯ˥˥
孔雀	kʰʌŋ˨˩˦
字	tsɯ˧
字体	ðə ti
字典	sɯdi
字母	ɕmɔ˥˥
字畫	tsɯ˨˩˦u˥˩
字眼	fɑŋ˥ɕɥˌ
字號	sɯ˥˥
字號店	sɯ˥˩a˥˧ di˨˩˦
字迹	sɯ˥˥
存	tsən˨˩˦
存储空间	tsœ̃ng˨˩ kʰʊŋ˥˥tsi˥˧
存在	dʒuən˧˥ʐa˥˧
孙	ʃɛn
孙囡	sanɛ
孙子	sən˥˥tsɯ˧
孙悟空	san vukʰuŋ
孙权	sɛn˥˥ʒɤ˥˩
孚	fou˥
孛	bˈi
孛相	fãˈʃa
孛相官	seŋseŋkue
孜孜不倦	tsɯ˥˥ʈʂɚ˥˥vɑ˥˩ tɕy˥˥
孝	hok
孝道	ɕɯɯdo
孝順	hɒziːn
孝顺	hoːðːən
孟	mˈɛ̃
孟加拉	makulaː
季	tsɯ˧˥
孤	kɤŋ˥˧
孤岛	kɐwˈuta
孤恓相	ku˨˩˦ɕi˥˥ʂan˥˥
孤掌难鸣	tseŋ˧˥sa˥˩
孤本	kɔpˈe
孤独	kuuˈda
孤獨	kuuːdo
孤立语	kuɔːnˈ
孤老	kulɛ
孤行一意	ku˥˩ i˧˥
孤零零	kulɯ̞ŋlɯ̞ŋ
学	uwɔː
学习	o iːt
学堂	odaja
学校	tɔda
学样烂肚肠	ɑjɑŋ lɑjɑtʊɫˈcɛn
学生	hɔːsˈɑŋ
学生仔	hosentsi
学生证	ŋɔː˩˧saː˧t̚˧
学科	uɔ˨˦kʰɤ˥˩
学院	˨˩˦ tn˧˥
孩	ɛ
孩儿	hˈɛ
孫	søn
孫中山	sŋ˥˥tsʊŋ˨˩seː˩˦
孫兒	sɛnˈniː
孫女	seynlɛ
孫悟空	sən˥˥wkʰɤŋ˨˩˦
孫權	se dˈy
孬	fˈɛ
孬啦	fela
孵	hm
學	ɔ
學堂	bodaː
學徒	ɔːdɔl
學徒工	ɔtɔoko
學期	pɔ˥˥
學樣	nuja
學生	uən˨˩˦san˥˩ tsu˨˩˦
學生子	a sˈɐɴˈɑkˈɛ
學生證	u˨˩sa˥˩tsən˧˥
學習	adʒa
孽债	nɛ˥˩ːtsa
孽缘	ne gʏ̞
宁	n̪in˦˥
宁可	lɔŋkɔ
宁夏	ne˥˩˦n˧˥
宁波	nɐnˈpoː
宁波闲话	nimpaleu
它	iˈɛˈ
宅	tsa
宅子	satsɯ
宇	dˌiːzə
宇文	lə mˈɛ̃
守卫	sɔː weəɹ
守夜	ɕjɛ˨˩˦jɑʊ˥˥
安	u
安亭	mɯdɪ
安亭镇	tsiŋ˨˩ tsŋ˥˥
安仁魚頭燒豆腐	aʎʑiŋ˨˩˦tɕjɛ˥˥tɕjɛ˧˥
安全	uzi
安分	fɛn
安定	ølʲɪn
安徽	flaj˧flaj˧
安息	nsˈɛ
安慰	owɛ
安慰剂	e˨˦weɪ˥˧tsi˨˩
安湛	ete
安然无恙	ajzɾi bjˈan
安眠	umi
安眠藥	mimio
安置	ɚtsɯ
安耽	etːes
安装	tsy˥˩ʈʂɑŋ˥˥
安道尔	dæz
安陽	dˌiːzə
安静	bˈɪsə
宋	sʌŋ
宋之问	sʊŋ˥˥tɕy˥˥ fən˧˧
宋嫂魚羹	sʌŋ˥˥sɔŋ˥˥kŋ˥˥
宋朝	sɔ̃dʒy
完全	tsue̞
完工	weɪ˨˩˦ kʊŋ˥˥
完整	ua˧˧l˨˩˦tsian˥˥
完毕	ãmb pikː
完结	wɤ˨
完美	jœ˨˩˦ ɕjɛ˥˩
完顏	ɪœnɑ
宕	tɛˈɛn
宕地	ð̞udej
宗	tsʊŋ˥˥
