.ئاسلان	bɑzɫæ
ئۆچۈرگۈچ	yt̪ʲyryʝyð̞
ئۆگدىلىك	ʉjɯtɯlik
ئۆگرۈنچلۇك	igrəntslˈʊk
ئۆگرە	eqjɛ
ئۆگمىش	ʏgmis
ئۆگنىدىغان	ʔøginɛzɑrˈɑn
ئۆگىنىش	ʉɟnɪs
ئۆگىنىپ	ʉgɯnɪp
ئۆگۈت	øgyt
ئۆگۈتئال	migytɑ̹l
ئۆگۈتلۈك	ʔyngytlyk
ئۆگۈنۈش	ørgyneʃ
ئۆگۈنۈشۈمنىڭ	ʔøgynʃimnɯʁ
ئۆگەتۈرك	øgɛtyryk
ئۆگەداي	ɛgædæj
ئۆگەك	ʉgek
ئۆگەنگۈچىلەر	tʏgængʲitʃlæɾ
ئۇ	o
ئۇ ئالەم	u ɑlɛm
ئۇ دۇنيالىق	uː dunjalɯq
ئۇ رەھبەرلىك بەنزەسىنىڭ ئەزاسى.	u rɛhpɛrlɪx benzɪsizʔɨŋ ʔɛzɑsɪ
ئۇ كىم	u kim
ئۇ كۈنلەر	ul
ئۇ چاغدا	oː tsˤːaʁdˤa
ئۇ ھالدا	u hɑldɑ
ئۇتارئات	ftɑrɑt
ئۇتارئوغۇز	ftɒɾɒˈgiz
ئۇتارئوغۇل	ft̪ɑruʁuɫ
ئۇتارباش	fdarbaz
ئۇتاربەگ	aftɑrɯ̞bɛggɪ̞p
ئۇتارجان	ptardʒaːn
ئۇتارقان	ptɑrqɑn
ئۇتاريىگىت.	qtärjɪkɛt
ئۇتتۇرماق	ʔuttuɾmɑq
ئۇتقان	ʔutqɑn
ئۇتقۇزماق	aqquzmɑq
ئۇتماق	ftmaq
ئۇتمان	kutman
ئۇتوپىيە	putopˈˈa
ئۇتۇرغۇر	fturɣur
ئۇتۇشماق	qtʃmq
ئۇتۇق	fok
ئۇتۇق قازانماق	utuq qɑzɑnmɑq
ئۇتۇقئاتا	tuqɑtɑ
ئۇتۇقئال	tɵqɑːl
ئۇتۇقئالغان	tɑftɑqʔɑlʁɑn
ئۇتۇقئوغۇل	ptuqʔoʁuɫ
ئۇتۇقئەر	ptuqɛr
ئۇتۇقئەرجان	futuqʔɛrdʒɑn
ئۇتۇقباي	tɟʁβɑʝ
ئۇتۇقتاش	tɑxtas
ئۇتۇقتۆمۈر	tɔktømøɾ
ئۇتۇقيىگىت	ɵtˈuɵhigɛt
ئۇجۇر-بۇجۇر	odʒuɾboˈdʒuɾ
ئۇجۇقتۇرماق	ʔudʒuqturmɑq
ئۇخلاپ	xlɑp
ئۇدا	do
ئۇدار	udɑr
ئۇدچى	tʃʰ
ئۇدۇغ	uðoː
ئۇدۇل	ʊtːuɫ
ئۇدۇن	ʊ̞dʊ̞n
ئۇرئالتاڭ	ʔuruʔɑltɑŋ
ئۇرئالپ	ɔɾɑːlɯk
ئۇراز	ʊrˈɑz
ئۇراغۇت	uɾaɢut
ئۇرال	uɾɑl
ئۇرام	ʊɾɑm
ئۇران	ʊɾɑn
ئۇراندۇ	aːrɑndu
ئۇرانىزىم	buɾaːnɯzɯm
ئۇربەگ	ʊɾbɛg
ئۇرخان	ɑrɑxɑn
ئۇرخۇن	ʊ̞rxʊ̞n
ئۇرلۇغ	uɾlɔ
ئۇرىقۇن	ʊ̞rʊ̞kʊ̞n
ئۇرۇز	ɔɾuz
ئۇرۇزبەگ	ʊɾuzbej
ئۇرۇش	ɯɾuʃ
ئۇرۇشماق	wɒriʃmɒq
ئۇرۇق	ɔɾuq
ئۇرۇقئەر	ɵrɵqɛr
ئۇزئال	uzˈɑl
ئۇزئاي	buzɑj
ئۇزئوغۇل	ʔuzʔoʁuɫ
ئۇزئەر	ʊsɨpˈeɾə
ئۇزئەل	buzʔan
ئۇزار	uzɑɾ
ئۇزاغۇت	uzɑːɣʊt
ئۇزاق	uzɑk
ئۇزباي	uzbaj
ئۇزبوي	uzboi
ئۇزتاش	uztaʃ
ئۇزتاغ	uʃtaɢ
ئۇزتۇرمىش	ʊztʊrmɪs
ئۇزتېكىن	uztekin
ئۇزجان	uzdʒaːn
ئۇزخان	uzˈxɑn
ئۇزدىل	uzdɨl
ئۇزسوي	osɔj
ئۇزقان	uzqɑn
ئۇزكۆزەن	uzkozen
ئۇزلۇق	uzluq
ئۇزمان	uzman
ئۇزچۇر	uztʃor
ئۇزۇتۇپ	uzutup
ئۇزۇن جۈملە	uzun ʒymle
ئۇزۇن يىللىق	ʏzɯ̞n jillɛq
ئۇزۇنئېرىق كەنتە	ʔuzun ʔɑrɑp kɛntɛ
ئۇزۇنئەر	ud̪jɯ̞mær
ئۇزۇنلۇقنىڭ بىرلىكى	uzunluqniŋ birlixi
ئۇسئال	spal
ئۇسئالپ	ʊ̞sʊ̞ɑːlib
ئۇسئەر	usˈɛr
ئۇسباي	spaj
ئۇستاز	ʃtaz
ئۇسخان	ɒsxan
ئۇسسۇزلۇق	wʊzluɢ
ئۇسلۇب	ɯsˈɫup
ئۇسلۇق	tʃiː
ئۇسلۇقئەر	ʊ̞sɫʊ̞qɛr
ئۇسۇلى	jynsŋtɕiːnɕiːan˧kɤ˥˩tɕjɛːvɤŋ˧˥ʐan˧ʂu˨˩˦ʈʂ
ئۇسۇلچى	sultˈtʃi
ئۇسۇم	sum
ئۇشتۇمتۇت	ʃtumtut
ئۇششاق مۇقامى	qɒʃq muqɒmi
ئۇغخان	uχɑn
ئۇغراش	ʃuʁɾas
ئۇغۇرئاتا	toʁuɾɑtɑ
ئۇغۇرئەل	oːgaːrɛl
ئۇغۇرتاي	uʁuɾtɑj
ئۇغۇرتاڭ	aʁvɔrtäŋ
ئۇغۇرتۆمۈر	ʊ̞ʁʊ̞rtʏ̞mʏ̞r
ئۇغۇرجان	boʁuridʒɑn
ئۇغۇرسان	ugurˈsɑˈn
ئۇغۇرساي	ʊ̞ʁʊ̞rsaj
ئۇغۇرسوي	ʊ̞ʁʊ̞rsɔj
ئۇغۇزئاتا	uʁuzɑtɑ
ئۇغۇش	ʁˈuʒ
ئۇقا	qɑ
ئۇقار	qɑːr
ئۇقاسىز	oɢɒsɒz
ئۇقاق	ɫqɑq
ئۇقاق تارتماق	wqɑq tɑtmɑq
ئۇقاللىق	uqɑnluq
ئۇقالىق	uqɑlɯ̞q
ئۇقالىق چاپان	uqɒliq dʒɒˈpɒn
ئۇقتۇرماق	uktuɾmɑk
ئۇقتۇرۇش	ʔuqtɾuʃ
ئۇقتۇرۇش قىلماق	qtˈdoɾɒʃ qilmɒq
ئۇقتۇرۇش يازماق	uqtɒɾʃ jɒzmɒq
ئۇقتۇرۇش چىقارماق	uqtɯnɯʃ tʃɯqaːlmɑq
ئۇقتۇرۇشقا ئاساسەن	uqturuʃqɑ ʔɑsɑsɯn
ئۇقتۇرۇشلۇق	ʔuqtuɾʃluq
ئۇقماس	ʁˈmˈaz
ئۇقۇشلۇغ	puqsluq
ئۇكا	tuko
ئۇكامغا	fkamra
ئۇكرائىنا	ugɾaina
ئۇلارنىڭ	ulɒˈrnˈɒˈŋ
ئۇلاش	uɫɑs
ئۇلاق	ulɑq
ئۇلاچ	ulɑʈ
ئۇلۇغئاتا	ʊ̞ɫʊ̞ʁɑtɑ
ئۇلۇغئال	uluɣɑl
ئۇلۇغئانت	ʔuluʁʔɑn
ئۇلۇغئىشبارا	ulɯgɯziparɑ
ئۇلۇغئەر	ulʊʁɛr
ئۇلۇغئەرقان	uɫuʁːærqän
ئۇلۇغئەركىن	un
ئۇلۇغباش	uluɣˈbɑs
ئۇلۇغباي	ulʊ̞ʁbɑj
ئۇلۇغبەرق	ʊ̞ɫʊ̞ʁbærɪ̞k
ئۇلۇغتارقان	ulɯʁtærqqän
ئۇلۇغتاڭ	ʔuluʁtɑŋ
ئۇلۇغتۆمۈر	ulʁtømyr
ئۇلۇغتۇغقان	ulugtuqˈɑn
ئۇلۇغجان	ʔuluʁdʒɑn
ئۇلۇغخان	ʊ̞ɫʊ̞χɑn
ئۇلۇغسان	uluɣɯzdan
ئۇلۇغساي	uluɣsaj
ئۇلۇغقۇت	ulukqut
ئۇلۇغمان	ɾʊɫuʁmɑn
ئۇلۇغمەرىچ	ʔuluʁmɑrit
ئۇلۇغيەر	ulɪʁjær
ئۇلۇغچاغ	ulɯgɯtʃa
ئۇلۇم	ulum
ئۇلۇن	ulun
ئۇلۇنئاي	ʔulunɑj
ئۇمائوغۇل	umɑːʔoːʁul
ئۇماق	umak
ئۇمان	umme
ئۇمران	umran
ئۇممان	umman
ئۇمۇتلۇق	umutluq
ئۇمۇرئالپ	ʔumˈmuɾʔɑˈlɯp
ئۇمۇرباي	umrbaːj
ئۇمۇربەگ	umurbɒg
ئۇمۇرتاش	ʏmʏrtɑʃ
ئۇمۇشئالپ	uːmuʃʔɑlip
ئۇمۇغ	umˈɔ̃
ئۇن	ɔːn
ئۇنات	uŋað
ئۇنان	unan
ئۇنتۇش	untuz
ئۇنتۇپ قاپتىمەن	bɑr tɔp qɑptɪmæn
ئۇنداق	ʊ̞ndɑq
ئۇندىن	undʉn
ئۇنسىيە	unsˈia
ئۇنسۇ	unso
ئۇنى ئۇر	uˈniˈ uɾ
ئۇنىڭ	bundaŋ
ئۇنىڭدا	bunɯ̞ŋdɑ
ئۇنىۋېرسىتېت	univɛrsitat
ئۇنچىلىك	ɔntʃilik
ئۇنۋان بەرمەك	unuvɑn bærmæk
ئۇيا	uja
ئۇيات	ujat
ئۇيات بولماق	ujɑt bolmɑq
ئۇياتسىز	ugɛtʃɨs
ئۇياتسىزلىق	ʔujɑːtʰsɪzlik
ئۇياتقا قالماق	ʔujɑtqɑ qɑlmɑq
ئۇياتقۇزماق	ʔujɑtqusmɑq
ئۇياتلىق مېھمان	ʔujɑ ʔlɨq limɑn
ئۇياتچان	ujat̪san
ئۇيارئالپ	uˈjɑɾɑˈɫɯp
ئۇيارئەل	wˈiˈɑɹæl
ئۇيالماق	ʔujɑlmɑq
ئۇيغان	ʊ̞jʊ̞ʁɑn
ئۇيغۇ	ʊjɔ
ئۇيغۇر	oiːgɔr
ئۇيغۇر تىلىنىڭ تەلەپپۇز لۇغىتى	ʔujʁur tiliniŋ tɒlɒppuz loˈgiti
ئۇيغۇر مىللىتى	ʏʁyrmʏlːɯsttɪ
ئۇيغۇرئاتا	ʊjukʊɾɐta
ئۇيغۇرئالپ	uʝuɾɑːlɯm
ئۇيغۇرئوغلان	ʔujʁurʔɔʁlɑn
ئۇيغۇرئەر	ujgurhær
ئۇيغۇربوي	ojɣurbɔj
ئۇيغۇربەگ	ujʁurbɒg
ئۇيغۇرجان	ojʁʊrdʒɑn
ئۇيغۇرخان	ʊ̞jʊ̞ʁʊ̞rχɑn
ئۇيغۇرسوفت	ʔujʁursɔfɨt
ئۇيغۇرقۇت	uʲʁurqʊ̞t
ئۇيغۇرچىغا	ʊ̞jʊ̞ʊ̞rtʃɯ̞ʁɑ
ئۇيغۇرچىنى	ujʁuɾtsiˈni
ئۇيغۇرچە	bʊ̞jʁurtʲe
ئۇيغۇن	ʊ̞jʊ̞n
ئۇيغۇنئەل	ʊ̞jʊ̞ɢʊ̞nɪ̞ð
ئۇيقۇنى بۇزماق	ʔujqunɪ bozmɑp
ئۇيۇر	ujjuɾum
ئۇيۇشما	ʊ̞jʊ̞ʂmɑ
ئۇيەر	ujɒɾ
ئۇپۇق	kupʁ
ئۇچئۇزار	tʃɔzɑr
ئۇچا	ftʃa
ئۇچائەر	ptʃaær
ئۇچاتېكىن	ʊ̞tʃɑːtʲekʲiːn
ئۇچار	ftsʲor
ئۇچارئەر	ftʃaːraːr
ئۇچانتۈرك	ɒtʃɒntˈiɾˈuk
ئۇچانتېكىن	ptʃaːnteːkin
ئۇچبېگى	ɔtʃbegi
ئۇچتۇرپان	ʃtʊrpɑn
ئۇچخان	kʰoː̹n˧
ئۇچسۇز	χutʃuz
ئۇچقۇرئالپ	utqurʔɑˈlɪp
ئۇچقۇرئوغۇل	tʃqʊɾʊ̞ʁgum
ئۇچقۇرئەر	ʊ̞tʃqʊ̞rɛr
ئۇچقۇربەگ	ftqrbæj
ئۇچقۇنجان	ʃuqunˈdʒan
ئۇچما	utma
ئۇچماغ	utmaɣ
ئۇچۇر	futːɔr
ئۇۋاق	uɑq
ئۇۋال قىلماق	wɑl qɨlmɑq
ئۇۋالچىلىق	wɑltʃilɛq
ئۇۋىلىماق	ululmɑq
ئۈ	œ̃n
ئۈت	dˈut
ئۈتتە	tutˈa
ئۈتلىمەك	ʔytlykˈ
ئۈتۈك	ʔœtyp
ئۈجمىسىمان	tʃiŋˈnisɯmɑn
ئۈجمىسىمان تۆرەلمە	ʔytʃmisimaːn tørɛlmɛ
ئۈجمىلىك	ɔdʒmilik
ئۈجمىلىك باغ	ʔudʒmilik baq
ئۈجمىگۈل	ʔytʃmigøl
ئۈجمە	ʏdʒmæ
ئۈجمە -كۆڭۈل	yʒmɒk eŋgəl
ئۈجمە ئائىلىسى	byʒˈmɛ ɑjˈlɪsɪ
ئۈجمە دەرىخى	hʏ̞ʒmɛ̞ dærχiː
ئۈجمە شىرنىسى	ʔytʃmɛ ʃɛnɨsi
ئۈجمە شەربىتى	ʔytʃmɛ ʃɛrpɪtti
ئۈجمە كېپىنىكى	udʒmɛ tepijnɯki
ئۈجمە مەشرىپى	jʏ̞ʐmæ mʲɛʃrɪpʲɪ
ئۈجمە پارازىتى	ʊtʃmæ paraziti
ئۈجمە پىتى	ʔudʒmɛ piti
ئۈجەن	udʒen
ئۈدىمەك	ydymɛk
ئۈدەلگە	ʏ̞dʒɛɫgæ
ئۈركۈمەك	yrqmæk
ئۈرۈك	rʏ̞k
ئۈرۈك مۇرابباسى	ryk muɾaβbasɯ
ئۈرۈمچى	ʏ̞rʏ̞ntsʲe
ئۈرۈمچىنىڭ	ʔyrymtʃwniŋ
ئۈرۈندۈباي	ʏ̞rʏ̞ndʏbäj
ئۈرۈڭ	yrym
ئۈزبەر	ʏzbær
ئۈزلۈكسىز	ʔyzlyksiz
ئۈزگەنئوغۇل	ʏ̞zgænʊ̞ʁʊ̞l
ئۈزگەنباتۇر	ʏzgænbatːʊɾ
ئۈزگەنخان	ʏzgɛnχɑn
ئۈزگەنيىگىت	izgænjɪgɪ̞t
ئۈزۈل- كېسىل	ʔyzyl kesil
ئۈزۈلمىگەن	yzɪlmɪgɛn
ئۈزۈلمەس	tˈiːmˌbˈɛs
ئۈزۈم	uzum
ئۈزۈپ	ʒˈɛ
ئۈستئاي	ʃˈɛstˈɾˈɑj
ئۈستى- ئۈستىگە	ʃtʃɪ̞gɛ
ئۈستىدە	ʃtɪdɛ
ئۈستىكى	pʃtkɨ
ئۈستىگە	ʃtɪgɛ
ئۈستىگە ئالماق	iʃtɪgæ ɑlmɑq
ئۈستۈن	ʃtyn
ئۈستۈنئەر	ʉ̞stʉnær
ئۈستۈنباي	ʏstœnbaj
ئۈستەك	stˈɛk
ئۈسكىنە	sike
ئۈسكۈنە	ʃuʃkidɛtʃiːtʃi
ئۈلكۈم	ʏ̞lkʏ̞m
ئۈلكەنۇر	ulkænur
ئۈلپەت	qɯppɑtː
ئۈلگۈجەك	ilgədʒakˈ
ئۈلگە	wjɪlgæ
ئۈلۈشكۈن	iluskin
ئۈمىدسىزلىك	ymitsizlik
ئۈمۈد	ymˈit
ئۈن	œ̃n
ئۈنئالدى	ynɑldɯ
ئۈنئالمىش	ynɑlmiʃ
ئۈنئالپ	ynɒˈlib
ئۈنبېرەر	ʏ̞nbʲirɛr
ئۈندىدار	yndɪdɑr
ئۈنسىز	ynsiz
ئۈنسۆيەر	ynsʏjæːr
ئۈنكۆرمۈش	uncɔrmʊ̞ʃ
ئۈنلۈكئەر	ynlykɛr
ئۈنلەم	ynlem
ئۈنچۈ	yntyy
ئۈنچە	ynʧe
ئۈنۈم	ynym
ئۈنۈم بەرمەك	ynim bɛrmɛk
ئۈنۈملۈك	ynymlɛk
ئۈنۈمنى	ynymne
ئۈنۈمىنى	ynimini
ئۈنەرئالپ	ulɛrɑˈlɯp
ئۈچ	yt
ئۈچ تال	ytʃ tɑˈl
ئۈچئەر	ytʃɛr
ئۈچقاراسۇ	itʃqɑːɾɑsˈu
ئۈچىمىزدىن	ɪtʃimizˈdin
ئۈچىنچى	tɕiŋtɕi
ئۈگرە	ʏgɪ̞ræ
ئۈگە	ʏgæ
ئۈگەبەگ	ylgæbɛg
ئې	e
ئېتالون	iːtɑlun
ئېتان	ətɑm
ئېتىبار	etʃtʃɒbɒr
ئېتىبارخان	et̪ɒbɒrχɒn
ئېتىبارسىز	ʲitbˈɑrsɪz
ئېتىبارگۈل	et̪ibargyl
ئېتىبارەن	ʔɪtɪbɑrɛn
ئېتىراپ	ɪ̞tɾɑp
ئېتىز	ˈɪtˈɪz
ئېتىقۇتلۇق	itqutluq
ئېتىقۇتلۇقتاش	etɪkutluqtɑʃ
ئېتىكاپ	il
ئېتىلېن	ɾitjɯɬːən
ئېدىكىن	eðkjˈn
ئېرنىق	ɪ̞rnɯ̞q
ئېرىشكەن	erɪ̞ʃkæn
ئېزىز	aɪss
ئېسىل	ɒsɪl
ئېسىلباش	bizˈilbaʃ
ئېسىلزادە	ɪ̞sʲɪlzɑde
ئېسەنئاتا	niˈlsænɑtɑ
ئېسەنباتۇر	bɪsænpɑtʊɾ
ئېسەنقان	sɛnˈqɑːn
ئېشىپ	iʃip
ئېشەك	ɒʃaq
ئېغىر	ðɯɾ
ئېغىر مېتال كۈيى	iʁɪ̞r mʲetæl kʏ̞jɪ̞
ئېغىرلىق كۆتۈرۈش	ʔeʁirlɨq køtiryʃ
ئېغىرچىلىق	iʁʲɪrtʃjɪlɑq
ئېغىز	tiːgɯz
ئېغىز ئېچىشقا بىئەپ	iˈgiz ʔetʃqɑ pɛn ʔɛp
ئېغىش بۇلۇڭى	iʁiʃ bɔlɯ̞ŋɪ̞
ئېغىل	iʁɪl
ئېقىن	plinkɪ̞ŋ
ئېقىنسۇ	hˈɪqtɪnsɯ
ئېكران	ekrˈɾˈam
ئېكىنزار	ekinzɑr
ئېلان	iːlon
ئېلانى	ɒːlɒniː
ئېللىپىس	ˈɛlˌipˈs
ئېلنۇر	ɛlnuɾ
ئېلىشقا	ʔiliʃqɑ
ئېلىشىش	iːliːtʃiʃ
ئېلىكتر ماگىنىتلىق ئوچاق	niʃtʰɯ̞r mɑʁɪ̞ðɫɯ̞q pʊ̞tʃɑq kʲɪɦænsɯ̞ ɫoo
ئېلىم-سېتىم	elimsetim
ئېلىنغان	ʔilɨnʁɑn
ئېلىي	elj
ئېلىي ئەخمەت	helɛ æχmæt
ئېلىپ	tʃiː
ئېلىپبە	e̞li̠ppæ
ئېلىۋەتمەڭ	elibætmɛŋ
ئېليار	ɪlijajɾ
ئېلېكتر	elæktær
ئېلېكتر ئېقىمى	ilæktær ɪ̞qʲɪmæ
ئېلېكترون	elektron
ئېلېكتىر	ɛlæktʲir
ئېلېكتىر بېسىمى	ilɯktər pɛsimɛt
ئېنىق	ʲinɪ̞q
ئېنېرگىيە	enurʒigɛ
ئېنېرگىيەسى	energijasi
ئېيتقان	ʔitqɑn
ئېيتىشىچە	itʃtʃɛ
ئېيىق	ɪ̞jɪ̞k
ئېچىنماق	itʃinlɑq
ئېچىڭ	it˦tsĩŋ˨˩
ئېگىز	ˈigz
ئېگىز بوي	iguz boi
ئېگىزگە سەكرەش	igizgɒsɒkɾɒˈʃ
ئېگىلمەس	igilmez
ئېھتىرام	ɪ̞htɪ̞rɑm
ئېھتىرامخان	ɪ̞htʲɪrɑmχɑn
ئېھتىيات	eʃtijot
ئېھتىياج	ɾiːhtiːjɒz
ئېھتىياجلىق	ehtijɑdʒliq
ئېھتىياجى	ɑhtijɑdʒiː
ئېھتىياجىغا	ihtiadʒqɑ
ئېھرام	ɪ̞kɾɑm
ئېھسانخان	peksɑnχɑn
ئە	a
ئەبجەت	ɒbdʒt
ئەبجەس	æpˈdʒæs
ئەبجەش	ɑːbidʒeʃ
ئەبجەش ماي	abdʒɒsmaj
ئەبجەش نان	ɒbdʒaʃnɒˈn
ئەبجەق	ɑbtˈk
ئەبرام	ɛbram
ئەبلەخ	adlæx
ئەبلەخلىق	ʔɛblæxlæq
ئەبنۇس	æbnus
ئەبگا	abˈgˈaː
ئەبگار	abgˈor
ئەبگارلاشماق	æbgɑrlɑʃmɑq
ئەبگارلىق	ægːɑrlæq
ئەبەدىلئەبەد	ɛbædɪlʔɛbɛt
ئەبەدىي	æbˈdiː
ئەبەدىيلىك	ɛbɛdilɪk
ئەبەدىيلەشتۈرمەك	tɑgɑnʔɪlɛntʃuʃtʰuɾmɛk
ئەبەدىيلەشمەك	æbɛdɯlɛʃmɛk
ئەبەدىيەت	æbadjæt
ئەت	tˁ
ئەت توپا	tupˈa
ئەتتىرگۈل	ɒtˈtˈiɾigyl
ئەتتىكەن	atkæn
ئەتتەڭ	aːtˈtaŋ
ئەتتەڭەي	aːtːaŋˈɐ̃i
ئەتراپ	aːtrɑb
ئەتراپلىق	ʊ̞trɑpɫɯ̞q
ئەتراپىدا	trɑpːɯda
ئەترىبە	ætˈrɪbæ
ئەترەت	aːtrɛt
ئەتسىز	ɦɛtsɪs
ئەتكۈزمەك	ɛtkyzmec
ئەتكۈچ	at̪uθ
ئەتكەس	ətˈkes
ئەتكەسچى	ætkæstʃi
ئەتكەسچىلىك	httkɒsçɒlg
ئەتكەنچاي	atʃe̞ɞnːtɕʰt̚˨˩ʰt̚˥˩mɯːŋ˧ʈʂʰt̚˥˩ʰt̚˥˩mɯːʃʰt̚˥˩ʰt̚˥˩aɻt̚˥˩
ئەتلىك	ʔɛtlik
ئەتلىك قوي	ætq qɔj
ئەتلىمە	oːtlimɛ
ئەتلەس	ɛtlæs
ئەتلەسچى	ætlæstʃi
ئەتلەسچىلىك	tlɛstʃilix
ئەتلەنمەك	ɒtlɒnmɒk
ئەتمەك	tˈɑtmɑk
ئەتىر	ætːɪ̞r
ئەتىر سوپۇن	hɛttir supin
ئەتىركە	ɛtɑɾˈkeːˈtʃɪzɑ
ئەتىرلىك	ət̪t̪rlɪk
ئەتىكى	ɛtkɪ
ئەتىلەتىن	ʔɛtlɛtɪ̞n
ئەتىمالىم	aːtniːmɑːdæm
ئەتىياز	ɑːtiˈɑːs
ئەتىيازلىق	ɒtiˈjɒzliˈb
ئەتىييە	æˈtiːjɑ
ئەتىپە	ætɪpæ
ئەتىگە	ɒtiʒɒ
ئەتىگەن	ætːigeːn
ئەتىگەنكى	ɐtˈigɐnkˈi
ئەتىگەنلىك	ɒtːigɒldik
ئەتىگەنلىك تاماق	ʔɛtigɛnlik tɑmɑq
ئەتىگەنلىككە	ætʲigænɫɪ̞kːæ
ئەتىگەنلەپ	ɒttigɒlnɒt
ئەتىۋار	ɛtvaɾ
ئەتىۋارسىز	atvɒrsˈiz
ئەتىۋارسىزلىق	ʔɛtwärsɨzlɪq
ئەتىۋارلاتماق	ɛtɪpɑrlɑtmɑq
ئەتىۋارلاشتۇرماق	ɛtɪvɑrlɑʃturmɑq
ئەتىۋارلاشماق	tɛptɯ̞vɑrɫäsmɑq
ئەتىۋارلىق	ɛtiwɑrliq
ئەتىۋارلىماق	ɛtɪvɑrɯ̞gɯ̞mɑq
ئەتيان	etjˈɔn
ئەتۋىركە	ætʋɪ̞rkæ
ئەتە	jˈɛtɑ
ئەتە-ئاخشام	hɛttæʔɑqʃɑm
ئەتە-ئۆگۈن	ʔɛtæʔøgʏ̞n
ئەتەي	ɤtɛj
ئەتەيلەپ	ʔɑtˈjˤlæt
ئەتەيىن	ɛtejɪn
ئەجداد	asdɐt
ئەجدىھا	ɛzðɪhɑː
ئەجدىھا ئوت	æʒdɛhɑ ʔot
ئەجدىھا دەرىخى	ʔgzdħa daraxe
ئەجدىھا گۈل	ɛdʒdɑhɑ gyl
ئەجدەر	æʒdɑr
ئەجدەرھا	pʃdarha
ئەجنەبىي	ʔɛznɛ
ئەجىر	adiːr
ئەجىر تاپماق	ʔɛdʒirtɑpɑq
ئەجىر سىڭدۈرمەك	ɛdʒur siŋdurmæk
ئەجىر قىلماق	hɛdʒir qilmɑq
ئەجىرسىز	edʒiɾsiz
ئەجىرلىك	ɒdʒrlɒk
ئەجىلى مۇئەللەق	tɛdʒɨlɤj muʔɛllɨq
ئەجىن	adʒin
ئەجۈج-مەجۈج	dʒudʒmadʒudʒ
ئەجەب	ɒˈdʒɒb
ئەجەب ئەمەس	adʒap emas
ئەجەب بولماق	ʔɑdʒɑp bolmɑq
ئەجەب بىر	ɒdʒɒb pˈiˈr
ئەجەب قىلماق	ʔɑdʒɑk qɨlmɑq
ئەجەبا	tˈɐdʒabˈa
ئەجەبسىنمەك	ɒdʒɒbsiˈnmɒk
ئەجەبكى	ɛdʒɛpkiː
ئەجەبكىم	ɒdʒɒbkim
ئەجەبلىنىش	ɛdʒepliniʃ
ئەجەبلىنەرلىك	ɒdʒɒbliˈnɒɾlik
ئەجەبلەندۈرمەك	ɦɛdʒæplærtyrmɛk
ئەجەبلەنمەك	ɒˈdʒɒplnmɒk
ئەجەخان	ɒdʒɒdiːxɒn
ئەجەل	ʒʈl
ئەجەل مۇتلەق	hɛdʒɛl mutlaq
ئەجەل پۇرىماق	ɒdʒɒl tuɾimɒq
ئەجەللىك	ɒˈdʒɒllik
ئەجەللىمەك	ɒdʒɒlɒmɒk
ئەجەم	tɛdʒɛm
ئەجەم مۇقامى	ʔdʒam maqɑːmi
ئەجەپلەنمەك	hɑdʒæplnmek
ئەجەگۈل	aːtjɛːgum
ئەخبار	æχpɑr
ئەختەر-ئەپتەر	ɛχtɑrɛptær
ئەخلاق	ʔɛχlɑq
ئەخلاق-پەزىلەت	ɒχlɒqpɒzilɒt
ئەخلاقسىز	ɛχlɑqsɯz
ئەخلاقسىزلىق	ʔɛχlɑqsɪzlik
ئەخلاقشۇناسلىق	ʔɛχlɑqʃonɑsnɯq
ئەخلاقلىق	ʔɛχlɑqlɯ̞q
ئەخلاقىي	æχɫɑqqɪ̞
ئەخلەت سۈزگۈچ	aqlɑt sɵzgytʃ
ئەخلەت-چاۋار	ɛχɫɑtʃɑwɑr
ئەخلەت-چىرىندى	ɒχlɒttʃiˈɾˈɒndi
ئەخلەتلىك	ɒhlɒtlˈiˈk
ئەخمىقانىلىك	ʔɛxmɑqɑmlik
ئەخمىقانە	ʔɛχmɤqɑnɛ
ئەخمەت	ˈɑχmɑt
ئەخمەت ئېلىي	ʔɑχmæt ʔilˈli
ئەخمەق	æχmæq
ئەخمەق ئەتمەك	ʔɛχmæq ʔɑtmɛk
ئەخمەق بولماق	ɛχmæq ʔolmɑq
ئەخمەق قىلىش	rɑqmɑp qiliʃ
ئەخمەقلىق	ɒχmæqlɒq
ئەخمەقلەشتۈرمەك	hɑqmɑtlɑʃtʉrmɛk
ئەخمەقلەشمەك	hɛχmæqlæʃmæk
ئەدرەك	adrɛk
ئەدلى-ئادالەت	ʔɛdlɛʔɑdɑlɛt
ئەدلىيە	adlija
ئەدىب	ædæm
ئەدىبىنى يېمەك	ʔɛ dˈɛpini jemˈɛk
ئەدىمەك	ˈɛdmɛk
ئەدىيال	pˌeˈdiˈɔl
ئەدگو	adgɔ
ئەدەب	ɛˈdæp
ئەدەب-ئىكرام	ɑˈdæpʲikrɑm
ئەدەب-ئىنساپ	qɛdɛpinsaːp
ئەدەب-ئەخلاق	ʔɑðæpʔɛχlɑq
ئەدەب-ئەخلاقلىق	ʔɛðɛpʔɛχlɑqlɨq
ئەدەب-ئەردەم	ɛðæpɛrdæm
ئەدەب-قائىدە	ɛˈdæpqɑjðɑ
ئەدەب-ھۆرمەت	ɑtæpʔørmɛt
ئەدەب-ھۈرمەت	ɛtæphørmæt
ئەدەبسىز	ʔɑdɛpsiz
