'ar hyd y nos'	ˈaɪɚhˈidˈæŋəs
padrig	pˈætɹɪk
paent	pˈaɪnt
paham	paham
paid poeni amdani	pajt pojmiːjaːm dɔni
paill	tˈaɪs
pais	pˈaɪʃ
palesteina	palestina
palmant	palmans
palu	pˈallˈy
pam	pˈa
pam lai	pˈam lˈaɪ
pam?	pam
pan	pɑn
panda	kanta
paned	pɑ˥nɛt
paned o de	pˈɒnˈˈidˈo de
paned; ydych chi eisiau paned?	panˈe mɑɾdɪxˈi pˈænət
pant-glas	pˈantglˈɑːs
pant-y-saer	pan˥˥tsɯ˥˩saiːl
pantycelyn	pˈɑntəkˈɛllɪn
pantyffynnon	fãn̪t̪afãn̪oɾ
pantysgallog	pəmts̺ɐɮɐg
papur	papːer
papur gwydrog	tˢaʰpɪlˀ gulgˌ d̪eː
papur newydd	papˈiɾ nˈɛwɪθ
papur toiled	pˈapir tʃojlˈeːt
papurau	patsɪˈɾˈai
paradocs	pɛrˈadoʊks
parasiwt	parasjutsʲ
paratoi	paratːoi
parc	tɑːk
parc cenedlaethol eryri	pɑrk ke ɲeɣ lajtse ã raɾði
parch	hɑɾlɑʃ
parciau	paːkjaˈjˈ
parcio	partio
pardwn	pˈardʊn
parotiaid	parotsiajt
parti	partsɛ
partneriaid	pa˥˩ːltsnərj˩˥ːl˧d
pasg hapus!	pas kapis
pasio	tˈɪ
past dannedd	pˈɑːst dˈæn mˈɛv
pasta	pasta
patrishow	tʰɪˌʃʰan˥˩
pawb	pau̯
pawennau	pˌaˈuˈˌenaj
pebyll	pebes
pechadur	tæχaːdir
pecyn	pekkjˈn
pedair	edlæ
pedr	pæːˈter
pedwar	pˈˈɛdvˈar
pedwararbymtheg	pˈektˈuvarˈɑtɑmsˈɛg
pedwararddeg	fæˈtwˈˈɑgˈɑlˈteg
pedwaredd	fˈɛtˈɔɾɾɾˈaz
pedwerydd	pˌedvarɪð
pegiau	pʰekːkial
pegwn y de	tʰɛkɫɯ̞ʲtʰɪ
pegwn y gogledd	au̯nwlko̞kɫað
peidio	pʰi˥˧
peidiwch	bˌeɪdˈo
peillio	taɪ˧˥ɕjɛ˧˧
peilot	hˈeɪlˈɑt
peintiau	peˈɛntsˈiːal
peintio	tjˈʊ
peintiwr	peɪntjɔɾ
peiriannau	tˈɪriˈannˈaːlˈ
peiriannydd	pajrianjz
peiriant	perjɒnt
peiriant golchi	pæ̝ːrʲiːæns kɐlxe
peiriant tocynnau	pɛjriːan stsoː koːn daːl
peiriant torri gwair	peɾ ɾɛnstɔ rikuaʝr
peirianwyr	perianˈur
pelen dân	plnɑːn
pelfis	ɛlvist
pelicanod	peˈlikanˈot
pell	pe
pellter	pˈɛstɚ
pen	pˈɛn
pen ddraig	enˈzɾˈɑkˈ
pen rhionydd	la tɾioniz
pen y fan	pɛːnˈnˈ vendˈa
pen-blwydd	pˈɛnɹˌoːˈɪv
pen-llwyn	penˀsoːn
pen-ol	pɛnˈoɛl
pen-y-gaer	pˈˈanagˈaiɾ
pen-y-mynydd	penimɛnɫɪz
penardd	t̪æ̹nɐr
penblwydd hapus	pemploi tapis
penblywdd	pˌɛnˈblˈoɪð
penbwl	pˈɛnbˌɔl
penbyliaid	pˈɛnbəlˈɪəɪd
pencader	penˈkalle
penceirddiaid	pɛnˈkæjɐrθjæd
pencerdd	tɛnkɑrəm
pencoed	enkoit
pendant	pˈɛndants
penderfyniad	hænˈdɑːrvɛnjæt
penderfynu	pɛndærwɛnɪ
penderyn	pˈɛndɛrɪn
pendil	pɛndɛ
pendraphendod	pˈɛndˈrˈɒˈfɒˈnˈdɒb
penelin	en
penfoel	pˈɛnvˌɔil
penfras	pˌenvɹˈˈas
penglais	pˈangləis
pengwin	pɛŋgw˧˥
peniad	pˌɛnˈjˈat
penllech	tɛnʃæ
penllyn	hɛ̀ːnsɪn
penmachmo	nɑxnɑ
penmachno	ænwaqnɯ̞
penmaenmawr	ẽnmajmaʊr
penmaenpool	plnmajn˧tʰuːl˥˩
pennaeth	penas
pennod	pˈænət
penodau	tˌɛnˌɔttˌai
penodol	pˈɛnˈuːdɑːv
penrhiwceiber	penˈruːkˈɛibɛr
penrhyn gŵyr	pˌenˈfriːn gˈoːiɹ
penrhyndeudraeth	pˈɛndɹɪntˈɛɹtɹˈɛss
pensaer	pɛ̃ˌnˈsˈaɪl
pensaernïaeth	ãn̪søɾnje
pensarn	aɲˈsaːn
pensiliau	panˈkiliaj
penteulu	pʰaːn˧tɕaj˧lin˧
pentre	pɛntɾɛ
pentref	pɛntef
pentrefi	entrˈɛvɪ
penwythnos	jɛn˧˥oi̯˧˥stəs˥˩
penycae	pˈɛnəkˌaɪ
perchennog	pərxˈɛnok
peredur	ɾɑdiɾ
peredur ab efrawc	prɛdr aːbeːvrauʁ
perfeddyn	beɾveˈden
perfformio	performia
perllan	pɛɾˈʃɑn
persli	rsle
person	pɛrˈsɔn
personol	personon
pert	pɛst
perth	pɛrs
perthnasau	tærfnasse
perthnasol	pʲerfnasɔsɔ
perthynas	perθɔnas
peryg	peɾeç
perygl	ærgɔ
peryglus	peɾaːgːlˈis
pesychu	tˤɑsˤxːhˈi
peth	pˈeɪs
pethau	tˈɛsaj
petrol	tˈɛkstslˈɔr
petroleg	etjˈuːɾ
petryal	pˌatʁiˈæl
pheryllt	fɛrɪ̞ʃt
phlant	flaːmˈtˈ
phoced	ʃlkhˈˈɛd
phosib	fɔsˈeb
pibell	pˌipˈeʃ
pibell ddŵr	pipːes ðˈuːr
pibellau	pʰiːpɛsæn
pibonwy	pozɒˈnɒipˈibˈɒlnəi
pibonwyen	pibʁnoɛn
pic ar y maen	pˈɛkːɑːrˈɛmˈˈain
picau ar y maen	liːk˧a˨˩r˧am˧
picell	tˌikˈas
pictiwrs	piktʃus
pigion	pˌikkˈɪon
pigo	pˈɪk
pili-pala	pɪlipʰɑlɯ
pilipala	pɛlɛpala
pillgwenlly	pˈɛstgɹˈænsli
pils	pˈɛlz
pin	ten
pinc	pˈɪnk
pinwydden	ɪnwˈɪθˈɛn
pioden	piːˈɔːddˈaɪn
pistyll	pɪ̞sːɪ̞ɮ
pitsa	pɪtsɑ
pladur	pladɪr
plaid cymru	plˈaɪd kˈʌmbɹi
planc	plˈænk
planed	ˈplanˌɛt
planed gorrach	planet̪ ɣ̞ɾaɣ̞
planhigion	planʃɛɣion
planhigion wy	planikion uj
planhigyn	planigken
plant	plˈænt
plas bwlch	klas bulx
plas n ewydd	plˈæs nˈoʊɪt
plas y brenin	plˈasə bɹˈɛnin
plas y waun	plˈæsə wˈaɪn
plasnewydd	plˈæsnˈoʊəð
plastic	plˈæstɪk
plastig	plastˈeɪg
platiau	plˈakːɛ
platinwm	platɪnɔm
pleidiol	plˈaɪtʃə
pleidiol wyf i'm gwlad	pleidʒoɾ uːjˈviːn glad
pleidlais	ɾˈɛgles
pleidleisio	flɛjtjlsˈɛ
plennydd	plenɪz
plentyn	plˈɛntəl
plentynaidd	plˈɛntənaɪz
pleser	plˈɛssə
pleserus	plassaɾes
plethyn	plˈɪsən
plismon	plˈɪsmɔn
plu	pliː
pluen eira	plˈiːɾˈa
plwg	fok
plwm	plum
plwmp	plumˈp
plwton	plutˈɔn
plwtoniwm	lutʃoɾnɯjoɾum
plyg	plˈig
plygu	plˈɛkki
plymiwr	plamjoɾ
plân	plˈæm
plât	plat
pob	pˈɔd
pob dymuniad da	ob dˈə mˈini ˈʌvda
pob hwyl	pɔpɔjl
pob lwc	ʁˈoː blˈɔk
pobol y cwm	tʌpɑɫɯ̞ kʌm
pobydd	fapːɛv
poced	pˈɑkəd
pocedi	pɔkˈɛtːi
podlediad	pˈodlɛtˌaɟˈat
poer	pojr
poeri	pɔjri
poeth	kɔjs
polyn	plˈɛn
polyn sgïo	palinspio
polyphenol	poʝefʁfɑ̝nˈol
pont	hˈant
pont llangollen	pɔns ʂaŋgɔsɛ
pont-rhyd-y-groes	fontɾiːdˈəgɹˈɔɪs
pont-y-clun	wˈʌnttˈuklˈin
pontarddulais	tɑŋktarðjɪles
pontarfynach	pɔntɑrvɛnæh
pontargothi	ont̪eɾɣ̞oθi
pontcanna	pɔntkana
pontcysyllte	ãn̪t̪kasaft̪e
pontneddfechan	pontnivˈeχeːn
pontnewydd	pˈɔntnˈɔvɚz
pontnewynydd	bontnˈɔwˈenɛv
pontrhydfendigaid	pɔːnttɹˈiːdvˈɛndikˈɪd
pontrhydyfen	ˈanʃˈidˈəvˈɛn
pontrilas	kontrˈaɪz
pontsticill	pontsdʒur
pontyclun	pˈɔntəplˈin
pontydd	tʰɔ̀n˥tsʰiːv
pontypridd	oɾntɚpɹɪv
pontyprydd	ˈɔntipɹˈeɪtɪd
popeth	pɔpɛs
popty	popti
popty ping	tɔpt
porffor	poɾfoɾt̪
pori	pore
porth	pɔrs
porth penrhyn	pɔrs tɛnrɪ
porth yr ogof	pˈaɾəlz ˈɛɹ əv gˈɑlf
porthaethwy	pɔrsèi̯sʰoi̯
porthcawl	porðkaw
porthladd	pɔrslað
porthmadog	orsmato
portiwgal	pˌɔɹtukˈɛl
portiwgaleg	portʃugalaɣ
portmadog	pˈɔɹtmətək
portmeirion	pɔtmeːrviːɔn
posib	pɔsˈib
positif	pˈɑzɪsˌɪv
postmon	bɛsmɑ
postyn lamp	pɔstɪn lamp
potasiwm	pɔtasjum
potel	pɔtɛ
potelaid	pɔtsɛlaj
poteli	pɔtsɛlli
powlen	ɔ̙lɛn
powlenni	pou̯lẽn̪i
powys	alˌis
prag	raːt
prawf	prˈaʊv
pregeth	rengas
preiddeu annwfn	prei kai annuvon
preifat	prijvat
preliwd	pɾəvjuːd
pren	fˈɛn
pren mesur	preŋmæsjɾ
preseb	arasˈtˈ
presennol	pɾazˈaːnol
prestatyn	restãt̪ẽn
preswylfa	fɾesoi̯ld̪a
pridd	plˈiz
prif	pɹiv
prif weinidog	riːv ojnɛt ɔp
prifathro	privasra
prifddinas	t�ivðeselsels
prifysgol	prijivaskou̯
prifysgol caerdydd	a vendistino veskol ka kai tio
prifysgolion	priveskolion
prin	tɹˈin
priodas	plialdas
priodfab	prijodbarap
priodferch	prijodvɛrˈx
priodi	prijodi
priodolder	kɪ̞jɑtɑɫtæ
priodor	bˌiːtˈa
prisiau	pɾeskˈaj
proffidwyr troeth	kælfɪkt tˈvɪɹ tˈɔøf
profiad	pravjat
profiadau	pravjɔtːa
profwr meddalwedd	provo˥˩r mdɒlmɒs
protactiniwm	prɔtsaktsɛnjum
pry cop	prˈi kˈɑp
pry copyn	rˈʉk ˈopːɛ
pryd	prij
pryd?	pɹˈiːd
prydain	pratajn
prydain fawr	frasta in vaːor
pryderi	laladɛri
prydferth	atvɾs
prydwen	ˈœvʁtˈem
prydydd	pɾˈdeθ
pryfed	pɾɛt
pryfed cop	prəvˈiːd pʰopː
prynais i	pɹˈænəis ˈiː
prynhawn	prɔ̀ŋhaaɔ̀n
prynhawn da	kənd hundɛ
prynu	proni
prynwr	prenˈuʁ
prysur	ɛpɾasˈiɐ
pum	tɪm
pumed	pʰɪmɛt
pump	pem
punt	pɪnt
pupur	pˈɪpˌir
puw	pɪw˥˩
pwdin	pʊˈtiːm
pwerus	tˈɛzˈaˈaɪ
pwll	fuz
pwll ceris	poʃ kaɾæs
pwll nofio	pʊxˈnɔfio
pwll tywod	pufɕ tɕɔwɔd
pwllgwaelod	fokʃkuelɔt
pwllheli	kwlʃfʲlʲi
pwmpen	tʰu˥˩pan˥˥
pwmpio	pumpˈɛ
pwnco	kunkˈo
pwrs	pɔːs
pwy	pɔj
pwy biau?	po˥˩ː i˩˥ːbjɛ˥ː
pwy dych chi?	pɒːjdiːxiː
pwy fydd yn torri'r ddadl?	pɵɪ̞i bʲidɪ̞n tɔriːr ðadɔɬo
pwy?	poj
pwyleg	ɔjlæg
pwyll	pɔj
pwyll pendefig dyfed	pɔɪk pændɛvik dˈɛɾvˈadɛ
pwynt	pˈoɪnt
pwys	pojs
pwysau	puɪsaj
pwysedd	ˈɔøsˈɛs
pwysicaf	poisɨkav
pwysig	poʏsɛk
pwyso	tʰuːsɒ
pymtheg	pʰimː˨˩sikː˨
pypedau	pˌapˈektaˈʏ
pyramid	tʏ̞rʏ̞mʏ̞t
pyrsau	pˈɛˈaˈsˈl
pys	pˈis
pys slwts	pʲiʂ slotʃ
pysen	tˈaˈsɑːnˈ
pysgod	pəsɟab
pysgodyn	asqɑldɪn
pysgodyn aur	lasko t̪e alɾ
pysgota	pastˈɛ
pysgotwr	pəskˈattsuːr
pàs	pˈas
pêl	pl
pêl fas	pˈæl vˈɑs
pêl-droed	aɾˈdˈɾɒd
pêl-fasged	pˈɛlvˈaskɛd
pêr	tr
pîn-afal	pʰiːn˥˧a˥˧pau˨˩
raced	ɾakːad
raced dennis	rakentenes
radio	radio
radio cymru	radio kambrid
radiograffeg	radiograsek
radioleg	ɾadɯɔleg
radiotherapi	rˈastˈjˈoθˈɛɾapi
radiwm	rˈaðɪum
radiws	rahtios
raff	ɾast
raff cerddwr	raːskɛrdo
rallt	ɾɒʃt
ras	as
ras rwystrau	ɾaːs ɾuːj stɾɑj
ras-gyfnewid	rˈaskəvnˈeˈwˈɪd
rasal	raszal
rasus milgwn	rases milgun
realaidd	realajv
realiti rhithwir	reˈɑləti ɪfɾɪθˈwɪɾ
recordio	rekordio
recriwtiad	rəkʲriːʋtsʲɛt
reidiwr	rejdioɾ
reis	rˈeɪs
reit dda	rɛpːa
resbiradaeth	ræspiɾäːtäjf
resbiradol	respiɾað̞ol
resipi	resiːpiː
reslo sumo	reslɔsɪmɔ
reswm	razum
rhaca	faka
rhad	aɾˈd
rhad, rhatach, rhataf	skˈart skˈartˈa skˈartˈa
rhaeadr	rɑjɛtær
rhaff	bəˈɾ
rhag	ʃˈɛnt
rhagarweiniad	jˈəkaɾβ̞ai̯niat̪
rhagfarn	ɾagvar
rhagfyr	maqd̪eɾ
rhaglen	aglɛn
rhagnell	ħaknas
rhagor	ragoɾ
rhagori	fagorˈi
rhagredegydd	fˈɾˈagɹˈɛdˈagˈaɪz
rhai	fˈaɪ
rhaid	hlaɪd
rhain	frajn
rhaithfyw	həˈsfˌɛuː
rhan-amser	ɟɯrɑnæmsær
rhandy	xanˈtɪ
rhannu	rani
rhaw	tʃau
rhawd	raut
rhawn	tʃau̯
rhedeg	seɾeteg̞
rhedfa	ɣɛtˈvˈa
rhedyn	χætən
rhegais	rˈɛgˈaɪs
rheged	faget
rhegi	saːki
rheibes	ɾɾˈaˈ
rheiddiadur	ɾɛi̯ðiatɪ̞ɾ
rheiddun	hæjðɪn
rheidol	χˌɛytˈɑl
rheilffordd	ɾɛjlforθ
rhein	χæjːn
rheina	xajˈna
rheinallt	ʃʲɪnaʃt
rheoli	heli
rheolwr	ɾeɣɑlɯɾ
rheolwraig	χiːoːlwˈˈoriːk
rheolwyr	ʃɛːrlwɛd
rheolydd	friːoˈles
rheon	tʃeon
rhestr	tˈestˈɛr
rhestrau	rɛstˈrɑj
rhew	rɛu
rhew - ice	fˈaʊx xˈlˈɛ
rhewlif	χæu̯lɪw
rhewllyd	raw̜ɮe̞d
rhiain	fie
rhialtwch	rɪ̞altʊ̞χ
rhian	tsʰia
rhiangar	ɦajanð̞aɾ
rhiannon	plianon
rhiant	friːant
rhianwen	ʁianouelle
rhianydd	srianedz
rhidyll	χɪ̞ðːɪ̞ʃ
rhieni	kianmi
rhif	fˈaɪv
rhifadwy	xivaduɟ
rhifau	riːvˈaɛ
rhifo	xivo
rhigos	rɛkːas
rhiniog	fˈaɪn
rhinogydd	raːjnɔgez
rhisiart	hˈɪsʃart
rhithwir	friːfˈir
rhitta gawr	xit̪tsʰɑ kɑwr
rhiw	χeːl
rhiwallon	æwˈɑsˈɔn
rhiwbina	rubajnɛ
rhochian	ræχjæn
rhod	rˈɔd
rhodd	rˈoːz
rhoddais	hodæis
rhoddodd	ʃɒzɒs
rhodri	ɾɒziː
rhodri meilir	hat rˈit mˈeːɪlɪr
rhofio	fɾɔðɛ
rhoi	roi
rhoi allan	ɾɔja klɞm
rhoi'r ffidil yn y to	rɔlvɪdɪlɪnɪ tˈoːɾ
rhoi'r gorau	rɔːɦɔd̪ koːrai
rholer	ɾɒllɒɾˈ
rholiau	aʝ˧˥liaʝ˧˥
rhonabwy	fˈɔ̃apue
rhondda cynon taf	nˈdˈabːˈanˈtˈavˈ
rhongomiant	ãn̪ko̞mãĩŋt̪
rhongomyniad	ħaːmgɔmɨnˈnˈɑt
rhonwen	ɾˈɔnɔn
rhos	kɔːs
rhosili	nˈosɪlˈi
rhosllanerchrugog	roːsʃanɛrχrikɔd
rhosllannerchrugog	rʊ̞sɮɑnɛrɾɪgɔk
rhosneigr	fɔːsnˈaɪkɛr
rhoswen	ʃuːswˈɛn
rhosymedre	proksemɛtre
rhosyn	rɔsɪn
rhowch	tʃoːx
rhuban	xˈipˈan
rhuddlan	tɹɛtɛlãn
rhufain	ʃuvˈaˈo
rhufawn	rʏpdɔnt
rhugl	rɛko
rhunedd	ħɪnˈz
rhuthro	ʁˌisˈfˈɑ̃
rhuthun	rɪsˈim
rhwbio	ɾˈupːio
rhwd	rˈuːd
rhwng	rʊ̞ŋ
rhwyd diogelwch	xvidiɔ galoːx
rhwydd	kɾuːið
rhwydwaith afalau'r gororau	tɾo̞jt̪s̺oai̯sa baleɾko oɾe̞
rhwyf	ʁuaiv
rhwyfo	ʁujˈvˈɑ̃
rhwymyn	χʊ̞jmɪ̞n
rhwystr	ræjstær
rhwystredigaeth	hruːstədɪgˈeθ
rhy	fˈiː
rhyd	ɣəˈd
rhyd ddu	χiːziː
rhyd-y-groes	rˈidˈəgɹˈˈɔɪz
rhydcymereu	aːlʔimˈkˈamˈrˈan
rhydd	ɾif
rhydderch	brˈʌðɚ
rhyddfreinio	ɾɪvvɹˈeɪnɪˌɑ
rhyddfrydol	rɪvrˈɛtɑ
rhyddhad	ɾˈæfˈhɑːrt
rhyddhau	rðˈaj
rhyddid	ʃˈɛðɛd
rhydfendigaid	sɹˈidvˈɛntigˈaɪt
rhydian	ʂɨtsːjan
rhydu	radik
rhydwyn	rðwˈˈin
rhydychen	ʁyːdˈaxɛl
rhydyfro	χɪːdˈɛvɾˈoː
rhydygwial	tʁittkooiˈaːw
rhydymwyn	χˈɛdɪmmɔˈiːn
rhyfedd	ɾaβ̞ell
rhyfeddol	kˈavˈezˈa
rhyfel	ˈeɪvˈæl
rhyfeloedd	hˈɚðˈɛɹˈɔɪəz
rhyfelwr	rɛvɛlor
rhyfelwyr	provjaluaɾ
rhyn	fˈaɪvˈ
rhyngrwyd	frˈʌngɹˌeɪd
rhys	pɾiz
rhys ifans	pliθs̠ iːvãn̪s
rhyw	fiu
rhywbarb	rɛʊpaːba
rhywbeth	rubbθ
rhywiog	ʂɨu̯jak
rhywle	ʂɚ˥˩lǎn˧˥
rhywoniawg	ɾiwɔnjau̯d
rhywsut	hˈruːsət
rhywun	pɹuːin
riffiau cwrel	rifiai kurel
river gronw	reːbər kɾˈan dˈu
riwl	ɾeul
ro'n i'n dŵad o flaenau	ɾˈɔninˈtɕoˈva tˈoːd lˈaɪnˈa
roboteg	rɔbɔtɛk
roced	rɔkkəd
roedd	roɪ̯e
roedd ef yn	rɔː˧ɛvn
roedd hi yn	rɔjtʰiːjɔːn
roeddech chi yn	nʃɔ eðæ xiː ɑn
roedden nhw yn	ɾɔjðɛ nʏ ˈan
roedden ni yn	ɾoi̯ð̞ẽnian
roeddet ti yn	rɔ̀iːt̚˨˩ɛ tʰiː an
roeddwn i yn	roið̞uniẽn
rownd	rˈɔnd
rownd y ril	ɾˈoŋdˈɐɹɪəl
ruban	rɪfan
ruthin	ɹɪðɪn
rw i'n deall	ɾɛβɪnteas
rwber	propɛr
rwlâd bricyll	ulˈad klikˌeʃ
rwmaneg	vumanɛk
rwmania	rumania
rwsia	brusja
rwsieg	rusjɛk
rwy'n byw yng nghaerdydd	ruin bɪˈvɑŋ hajrdiz
rwy'n codi'n gynnar bob dydd	rujn kɔtʰ bɪlgɪn ɑr bɔbdɔð
rwy'n dod o abertawe	ruːmɪntuː ʊ dɔ ba bɦaːbɛr tʃaʋɛ
rwy'n dwym	flim tujim
rwy'n dy garu di	rundga redʒe
rwy'n oer	roːjn oːjeːr
rwyf	rɔːz
rwyf wrth fy modd i chi	ɾɑj fɔr ʃoː mɑːd ɛχe
rwyn hoffi ti	ruin hofidzʲe
rwyt ti	ruːe̞tsi
rwyt ti fy mrawd ac rwy eisiau mynd efo chi	ɾɔtɒiv ɔmɾaːn ɔdɞkɾeːʃiːn ɪndɪvəxɪl
rwyt ti'n ferch ddrygionus.	rʊ̞i̠tsĩːn vɛrχ ð̞hɾe̞gionests
ryddid	raðɛt
rydw i	ratʊjˈ
rydw i yn nofio	rɑtueːaːl nopja
rydych chi	rdaxi
rydym	radim
rydym yn siarad saesneg.	ɾɛtɪ̞n ɪ̞ŋ ʃaɾɾæt sä̝ː snæk
rydyn ni	rad̪ini
ryg	ˈɾɑg
rygbi	rɐkːpi
rysáit	pɾɛsajt
rîli cwtchy	ɾili koːtʃi
rŵan	ruan
s	ʈʂʰiːt̚˨˩weɪ˥˩tʰweɪ˥˩tʰweɪ˥˩tɕʰi˨˩˦tʰweɪ˥˩tʰweɪ˥˩i˧˥kɤ˥˩tʰweɪ˥˩i˧˥kɤ˧˥tɕʰi˨˩˦tɕʰi�
s'mae	smei̯
s4c	spˈɛdvˈaɾˈɛk
sach	sˈa
sach gysgu	sah kəski
sadwrn	saduɾn
saer	zajr
saesneg	tˈasnˈɛk
saesnes	sˈɛstnɛss
saeth	sˈaɪv
saethau	seɪstai˧˧
saethu	se
saethyddiaeth	slajθˈðjˈaɪf
safn	ˈsevən
safon	avon
safonau	saˈvona
sagrafen	sagraːvɛn
sail	fˈaɪl
saim	saj˥˩m
sain ffagan: amgueddfa werin cymru	sˈaɪn fˈɑːgən am gˈiːl vˈɑː vˈeːɾ ˈɛn kˈamɾi
saint	sajn
saith	sai̯t
saith a deugain	tsaɪ fsat˦eːg mˈan
salw	salu
samariwm	semario
sambia	sanˈtˈa
sanau	saˈnal
sanctaidd	saŋˈktajlˌv
sandal	santau
sandalau	sa˨˩nda˨˩n˧rai˥
sandde	sante
sanddef	sandəv
sant	sant
sara	sˈɐɾa
sarhad	sɑhâːk
sarnfa	saɾnva
sasha	satʃa
sathr	sæθɪ̞r
sawl	saˈul
sawrus	salres
sbaen	fɑːn
sbaeneg	spiːnˈæg
sbaner	spamˈar
sbectol	sfɛktoːl
sbigoglys	spigˈoɣlɪs
sboncen	ankɛn
sbort	spˈɔrt
sbwng	spon
sbwriel	spurɪaɫ
sebon	sepon
sebra	zɛpra
sef	sef
sefydlog	seβ̞at̪klok
sefyll	seve
sefyllfa	sɛbɐsfɛ
seicoleg	seˈkəʊldˈɛg
seintiau	sin˨˩˦tsia˨˩˦
seion	sajˈɑ̃
seiont	sejˈont
seirial	sejɛ
seirian	ʃaʲr
seiriol	sˈɛrio
seisnig	zˈaɪznɪg
seisnigeiddio	sizneˈgaliːv
seisyll	sejs
seisyllwg	s̺ɛsalːw
seithfed	seːsveːd
seland newydd	slaːn ne wˈɪð
seleniwm	zjɪlnjʊm
seleri	la
selsig	zˈɛlsɪk
selsigen	selzˈikːˈæn
senedd	sˈænəθ
senghenydd	seŋseŋ
sera	sɛɾɑ
serch	sɑr
serchus	srχə
seren	sæɾæn
seryddiaeth	sɛɾɐzjˈaˈis
seryddol	serad̪ol
seryddwr	sɛɾɾʊdɔɾ
set trên	sˈɛt tɾˈeːn
sgarff	skarf
sgerbwd	skɛrput
sgert	skɛrt
sgertiau	skˈɛtsjˈɛl
sgipio	skikpja
sgipio rhaff	skip jˈʊɹ hɑːf
sgirt	skˈɛɾts
sglefrfyrddio	sklevrəvˈɾˈɑvɯjˈɑ
sglefrio	sklevrio
sglefrio ia	sklæb riːɔ jɑ
sglodion	sklˈɑdljˈo
sglodyn	sklɔtɛn
sgrialu	skɾiːli
sgrin	skrin
sgriw	eskɾew
sgriwdreifer	skrjˈutˈrˈjˈbˈaɾ
sgriwiau	skɾiːmjaj
sgwarnog	skuarnoɣ
sgwrs	zkũrs
sgwrsio	skɾʃa
sgyfarnog	skavarnoːk
sgìl	skˈɪl
sgïau	sˈkˈiːjˈal
sgïo	tsukio
sgïwr dwr	skjurtuːr
sgŵar	ztsʃvar
shw mae	ʃmaj
shwd wyt ti	ʃaˈtɔj tˈi
shwmae	ʃumai
shwmai	ʃəˈmaːj
si-so	sì˥˧so˥˧
siacedi	ʃakati
siafins	ʃavĩŋs
sialc	sjalɛx
siambr	ʃamber
siapan	sjˈapˈan
siapiau	ʃˈapːˈjɑ̃
siarad	ʃɑɾɑt
siaradus	ʃɑːrɑːdˈɛs
siarc	ʃˈɑrk
sibrwd	sepˈɛr
sicrhau	sakrħaj
sidan	seˈdan
sied	ʃed
sieffre	sjfra
sifil	səvˈɛ̃
sigarét	sɛkaɾat
siglad	ʃɛklɑt
siglenni	si˥˩klæ˥˩nˈe˥˩
siglo	segla
silff	sˈɛlf
silffoedd	ʃiːlfˈaɪv
silicon	silˈlɪkon
simbabwe	s̺ɪnbabʏ̞s̻
sinc	sˈɪŋk
sinema	sɛnˈnɛma
sinsir	tʃɛntʃɛr
siocled	ʃoklæd
siocled poeth	ʃoklaːd pˈæts
sioe	ʃoj
siomedigaeth	ʃamidigajs
sionc	sau
sioned	dʒænæd
siop	ʃɒp
siop bysgod	ʃɒpˈɾˈ
siop deganau	siopː teːkːenːalː
siop lyfrau	sjˈap lˈøvre
siop y cigydd	ʃɒp bɒkiːgiz
siopa	ʃˈɔpa
siopau	ʃɒpə
siopwr	ʃɒpˈɾ
siorts	ʃˈɔɹts
sipsiwn	sɪpʃən
sir	ʃiːr
sir benfro	kse pˈɛn pˈɾɔ
sir y fflint	sˈɪɾ flˈɪnt
siriol	sˌɛɾiˈɔl
siswrn	sɛʃuɾm
siwan	siwan
siwgr	ʃʏgɪɾ
siwmae	ʃumai
siwmper	ʃumpeɾ
siwr	ʃuːr
siwt	sˈut
siân	ʃaːn
sleid	sˈeɪd
sliperi	slipperi
slofeneg	lovenæk
smwddio	smuθja
sodiwm	fokjoom
soffa	sofa
soffia	sofia
soldiwr	sowɫdʒor
sori	sˈɔɹi
soriasis	søɾejesiz
sosban	sɔspan
sosbenni	sospenɲ
soseri	sɔsˈɛri
staen	stˈaɪn
staenau	sˈtˈɛjnnˈaɪ
staer	zˈtaɪl
stafell molchi	ɪ̞ʃtɛ bæɮ mɪ̞ɫ χɪ̞
steffan	zt̪efãn̪
stemars	staɛmɑrs
sticill	ztɛkæʃ
stormus	stormes
strat clut	strˈɑːts klˈiːts
stryd	stɹiːt
strywio	stʂɛwɑ
stuart burrows	s tɨr pərou̯s
stumog	stɪmɔd
styfnig	stɛfnɛk
stôl	stˈɔl
sudd	sˈiv
sugnydd llwch	sɛgnɪs lsɛwʁ
sulien	siliˈæn
sulwen	siluẽn̪t̪
suo gân	sejo kaiːm
surwen	sjɾuːan
sut	sˈɪt
sut dych chi	sɛstχiːr
sut mae	seb ez
sut wyt ti	sˈɛstoːti
sut ych chi	ʃælikhʲi
sut ydych chi	sydˈɪfˈi
sut ydych chi heddiw	ʃuðo ztʃɛj hedi
sut ydych chi'n dweud hyn yn gymraeg	sid dɪxĩːn dʒuaːd hɪl ɪn qɑmraːg
sut?	sˈɛt
sw	tsu˥˩
swch	sˈux
swcros	tsukɾos
swdan	swt̪an
swedeg	swedek
sweden	swˈidən
swigod	sɹˈikəd
swigod yn y bath	spikoː dˈɛn abaːθ
switsh	swˈɛtʃ
swm	sum
swn yr eos	suːɾn ɾeːˈjils
swnian	sˌoːnˈiːaːl
swnllyd	sau̯sjæd
