1	bɛrˈe
тӗлте	tʃi̠ɫgæ
тӗм	tsʌm
тӗнчери	tseˈnʒɛli
тӗп-тӗрӗс.	tˈɪptˈɪrs
тӗрт	tɕytts
тӗрӗ	teˈre
тӗрӗллӗ	seɾildæ
тӗслӗхӗ	ðəslɛ
тӗттӗм	tsɛtsɛm
тӗтӗм	tʃetim
тӳмӗ	tʃɪmæ
тӳпе	sybˈɛʁ
тӳпи	tobe
тӳрӗ	tʏr
тӳсме	usme
уççи-хуппи	uvʃiʃpˈi
уçăлчĕ	aːʊʒiɫtʃɛ
уçăмсăр	wjˈʃiˈmzɯr
углерод	uglʲirɔt
уй	wˈi
уй-хир	ˈuˈiˈɛɹ
уйăл	uʲjɔ
уйăп	owjˈɔp
уйăр	uːgɔr
уйăх	jix
уйла	ˈulɑː
уйрăм	ugˈiɾˈɑ
уйрăм-айрăм	ʊjramaːjram
уйрăм-уйрăм	ˈuˌjirʌmˈuˌjirʌm
уйрамах	bɑˈrɯmɑˈʃ
уйӑх	ʊ̞jʊ̞x
укçа	ukʃa
укçа-пухча	kˈueˈʃabˈuftʃa
уксах-чăлах	ukzɑhʃɯlɑh
укҫа	tsʰam
укӑлчана	wɨldʑana
улăх-çаран	wˈɛçʃaram
улăштар	bɯ̞ɫäʃtɑɾ
ула-чăла	lala
улма	uma
улмуҫҫи	omuʃi
улт	bult
ултă	ɔɫdɯ
улттă	ot
улттӑ	ɫtɐ
улӑм	uɫum
улӑх	uɫak
ум-хыç	ˈoːmxʊdʒ
умлă-хыçлă	unlaxɔɯʃla
умсăр-сумсăр	unusarsult̪ar
ун	un
ун-кун	ˈunkˈuːl
университет	universitˈet
ункăн-ункăн	ungˈunˈungˈ
унпа	ˈumbɑ
унра	unra
унран	pænrˈan
унсӑр	ulunzaɾ
унта	ũnda
унта-кунта	ũnd̪aɣ̞unð̞aɣ̞
унтан	ond̪an
уншӑн	un
упи-супи	obˈisʊbˈi
упӑте	ubʊdzʲe
урăм-cурăм	suːramsuːram
ура	ʊɾa
урам	uram
урамра	ʊramrˈa
урамран	uɾamrʁan
уран	ʊ̞rɑn
урапа	urɑbä
урине	urjiˈnʲe
урлă-пирлĕ	wrɫøɬpʲirɫʲɪ
урлă-тăрăх	uɾmatoɾɑx
урлӑ	urla
урок	rɔ
уртӑш	ʊ̞rdʊ̞ʂ
усă	uzə
усăсăрлăх	uʃusøzlɯlɯq
усал-тĕсел	nˈfʁˈauːtsyˈtɕjɛn˨
усӑ	uzˈɑ
ут	ɵt
ут-тум	uttulə
утă-курăк	uːdakuːrak
утă-тăрă	uːdɑtɑˈɾɑb
утă-улăм	uːdaɔlɔn
утиял	ˌoːdɪˈɛˈɑ
утмӑл	ʊtnɔv
утӑ	udɑ
утӑмпа	udɯ̞mpa
ухă	ˈux
ухă-çĕмрен	ˈʊxəʃmɾeːn
ухмах	ʊ̞χmɑq
ухмахлă-ăслăллă	okɔmɑˈrtulaprɔsʲɔngɑ
ухмахлан	ʊ̞χmɑχɫæm
ухмахланасси	qmɑqlɑrnɑsɯ
ухмахланма	qɒhɒlmɒz
ухӑран	uɣrɑn
ушкăнĕ-ушкăнĕпе	uʂkopavʲerɨɫauʐkopavʲerɨɫabʲe
уяв	uʲjav
уҫӑ	uze
фараон	praon
ферми	fɛrmi
фермисем	fjermizɛn
фосфор	fosfor
франсуа	fɾɐ̃ŋsɔ
франци	fraŋtsɨ
фрейд	frˈeɪt
фтор	fokɛ
хăвăра	d̪ɔbara
хăват	hɑwɑt
хăйне	xojʲːe
хăмăр	homˈɾ
хăтăр	ɦɑːdɑr
хĕç	fˈi
хĕç-пăшал	ʃiːspʊzˈaɫ
хĕвел	kvn
хĕлле	fila
хĕр	er
хĕрлĕ	kɛ̞lːɛ
хĕрпĕрчи	tʃirbirtʃi
хĕсмет	ləsmieːt
хаçат	ˈkælˈt
хайхи сăвăç	χɒjkizɾˈuʃ
хаклă	akva
хаклӑ	χäːqla
хакпа	χakpa
халăхăн	xaɫɐxɐn
халӑх	aɫˈlɑx
хам	χam
хама хам	χɑmɑː hæm
хамӑр	hamr
хапха	xapxap
харушӑ	xaroʐa
харши	jarʐɨ
хасарсем	həzɑrzem
хасси	χɛsɛ
хастар	hastɑr
хатĕр	χɑːdæɾ
хатĕрле	χæðiɾlæ
хатĕрлемелле	ħadɑlɪmɛnlɛ
хаяр	ajˈaɾ
хаҫат	həʒɒhæd
хваттере	xvatstsʲerˈa
хими	ɕimiː
хир	hʲir
хире-хирĕç	hiːrɪhiːrɛʃ
хисте	kistɛ
хлор	xlɑr
христиан	xrʌstijan
хром	xrɔm
хуçа	uza
хуçкалан	ɯʃkalɑn
хуйӑр	xujr
хула	χuɫa
хули	huˈlɪ
хунь	ən
хуняма	χʊ̞nʲamɐ
хуплу	xupˈnu
хупӑ	xuˈba
хур	xur
хура	χurɑ
хурама	χʊ̞rɑmɑ
хуранӗ	χʊrɑnʲ
хурлӑхан	χʊ̞rɫʊ̞χɑn
хурчка	kʰoːtʃqɑː
хурчка-çăхан	χiːskɑʃˈɔlɑɫ
хурчка-хĕрен	χʊɾtʃkaɦireːn
хурӑн	χʊ̞rɯ̞n
хурӑнташ	xurənðaɾ
хусан	χezhem
хускат	ɦuzkaːr
хут	fʊd
хутаҫҫи	kudaʃi
хутлама	xutlama
хучӗ	xudʒe
хучӗсем	xudʒɒzˈˈam
хуш	xuʃ
хушшинче	χɔtʃuŋsjɛ
хушӑра	xuʒara
хуҫалӑх	ɣoːzˈaːləx
хуҫалӑхӗ	xuʒaɫeɣi
хыв	xɨl
хыпар	xɯ̞bɑr
хыпарлаççĕ	ɣ̞eβ̞arlaɣ̞sa
хыпрӗ	xɛprʲ
хыр	xɯ̞r
хырăмĕ	xɪrʌmʌ
хырӑм	kʏrʏm
хытă	xɨda
хытӑ	xeda
хытӑрах	kudara
хыҫсӑмах	kɔɛʃtɔmɑq
хӑва	χɤˈva
хӑвӑн	χʊ̞wʊ̞n
хӑвӑш	kɔbɔtʃ
хӑй	xɤj
хӑйсем	xazem
хӑйӑр	xɯ̞jɯ̞r
хӑма	einma
хӑми	koˈmi
хӑмла	χɐmlɑ
хӑмӑш	hemɑs
хӑнана	xɤˈnɑlɑr
хӑпар	xɔːbaɣar
хӑтланӑш	xotɫanaʂ
хӑяр	koˈljaːr
хӑҫан	qɒdʒan
хӗвел	sʏ̞fʲaɪl
хӗвеллӗ	ivɛlː
хӗлле	sɛl˩lɛː
хӗрлӗ	kærli
хӗрӗх	kje̞ræx
цези	zizi
цери	sɛːrɪ
цинк	tsɛnk
циркони	tsrkˈonim
чÿхенсе	tʃiːˌgɪnzɛ
чăваш	ʃɛfɑʃ
чăваш ен	tʃavazt jen
чăвашла	tʃwãːʃla
чăвашра	tʃɔbɑʃtɑ
чăнкăртат	tʃəngɯ̞rdät
чĕкеç	tʃiknɛz
чĕкеçĕм	ʃuːˈgəmˌæˈʃuːŋˈ
чĕрĕ	tʃiːˈɾiːm
чĕркем	tʃerɣem
чĕрчун	tʃarðʒun
чарӑнчӗ	tʃaɾaŋe
час	tʃas
чей	ʃiː
чи	i˥˩
чие	tʃiː˥˩
чикмесен	tʃiqmeziɛn
чим-ха	tʃimdʒɑ
чимӗр-ха	tʃimirɣa
чипер	tʃibir
чиркĕвĕ	tʃirkewɛ
чирӗсем	tʃiːdɪzɪˈm
чул	tʃuː
чунне уç	tʃuˈnˈi buʃ
чуп	tʃup
чупма	tʃokɦo
чуста	tʃuʃta
чутла	tʃudɫɑ
чух	tʃuːx
чухлӗ	tʃuħlæ
чуччу	tʃʏtʃʏ
чылай	ʃɪˈɫɑj
чылай чухне	tʂʲiɫajtʂ jix nʲa
чӑваш	tʃɑβɑs
чӑвашла	tʃɪvaʃɫa
чӑвашлӑх	ʃɤbastʂu
чӑвашсем	tʃɪvɑʃsʲæm
чӑнах!	ʃɪnaːx
чӑнах-и?	ʃanaɣe
чӑннине	tʃɛnlɪnʲe
чӑрӑш	tʃaraz
чӑх	tʃɔx
чӗкеҫ	tʃegetʃ
чӗлхе	ʃæljˈɑ
чӗлхи	tʃɛlgiː
чӗппи	tʃɪppi
чӗпписене	tʃˈɛppˈilzeɲe
чӗрт	ʃɪ̞rt
чӳк	tʃu
чӳрече	siːɾedʒe
чӳречене	dʒyɫedʒenia
шăккалат	ʃɑtqɑɫɑt
шăрçалла	ʃuɾtʃaːlla
шала	ʃala
шалта	sau̯da
шалтан	tʃaɫdɐn
шантаратӑп!	ʃɑndɑɾaadɯp
шапа	ʃaba
шартлама	ʃærtɫämɑ
шевле	ʃɛvle
шкап	ʃkap
шкапа	ʃkaba
шкул	ʃkˈu
шкулта	ʃkwlda
шлепке	ʃlʲipkʲi
шуй	ʃuːj
шупашкар	ʂubɑʃkɑr
шупашкарти	ʃubaskaɾð̞eɟʝ
шур	ʃuɾ
шурăмпуç	ʃuɾumboʃ
шурӑ	ʃura
шут	ʃut
шутлан	fʊ̞tɫɑn
шутласа	ʃokwasa
шыв	ʃɨu̯
шывĕ	ʃɪvʲɑ
шыва	ʂɨva
шыври	ʃɪvˈriː
шывӗ	ʂɨjðe
шыра	χɪ̞ɾˈæm
шыраса	ʃɪrɑzɑ
шырасан	ʃɪrɑzɑn
шӑл	ʃoː
шӑлан	ʃɯ̞ɫɑn
шӑллӑм	ʃuɫum
шӑматкун	ʃmatkun
шӑршӑ	ɕozʐa
шӑрҫа	ʃaɾʒa
шӑтнӑ	ʃɔtna
шӑтӑкӗ	ʃoˈdɒgɒ
шӗшкӗ	ʃɪ̞ʃkæ
шӳрпи	ʃˈʊdbˈi
шӳт	ʃˈɪt
ывăл	fauː
ывăл-хĕрлĕ	ajwɯɫjøriɫe
ывăл-хĕрсĕр	wɔlhœrzʋer
ывăллă	ʏ̞jwɯ̞ɫɯ̞
ывăллă-хĕрлĕ	ɪ̞wɯ̞ɫnʊ̞ʃɪ̞rɫʲɪ
ывăллăх	ivuɫnɯ̞
ывăлсăр	ɯ̞wɯ̞ɫzɯ̞r
ывăлсăр-хĕрсĕр	wɨwɯzɯrxørzør
ывăн	uvn
ывăнтар	wɨndɑr
ывăнчăк	ɛmɛndʒɑk
ывӑл	ʊvɑl
ыйт	ɯjˈt
ыйтатӑп	tˌiɐtˈaɾəb
ыйту-хурав	ɫiduɫɦuraf
ылтăн	nˈoɔɫdɯn
ыр	ɯ̞r
ыра	ra
ыран	bɯ̞rɑn
ыранччен!	antʃi
ырат	aˈrɑt
ыратать	radatsʲ
ыраш	ɾas
ытар	pljidar
ытарса çитер	heɾez sɯtɛr
ытларах чухне	χʏ̞tɫɑrɑh tʂuxnʲe
ытларикун	tˈutlˈaɾigˈun
ыхра	ɯ̞χɾɑ
эй-яй-яй	ˈeijjɑjj
эйлет	ɛtjnɛk
эйпет	gijˈbet
экономика	ɛkʌnˈomikʌ
элек	elek
элеклĕ	olɛnpluːz
элле	ˈannɯ
элчĕ	ɛɫdʒe
элчĕлĕх	eˈldʒiliq
элчел	lakõm
эмел	emɪl
эмелçĕ	emijiliʒi
эмеллĕ	emel
эмелле	ɪ̞mjɪlɪ̞
эмеллен	ʔɛmælle
эмелӗ	emjɛle
энченлен	enɣ̞eɣ̞mẽn̪
эп	jˈɛp
эпĕ	ebi
эпе	ebe
эпекле	tebekle
эпир	ɛbʲer
эппин	tˈɛsbjˈɛ̃
эптер	tepkie
эптерле	kikkiel
эпӗ	ɛb
эпӗ чӑвашла калаҫатӑп!	eˈbi dʒaˈʃtɑgɯ ɫæʃɑdʏb
эрĕм	ærem
эрĕмлен	ˈeremɪdˈeːm
эрби	ɛrbi
эревет	ləl˧e
эреветлĕ	ebibjɛntlal
эреветлĕн	keɾeɾgøɾmøn
эрех	lˈoːjˈ
эрех-сăра	ʃtɛrʲɛxtora
эреш	rɛʃ
эреш-мереш	mʏ̞nʏ̞ʂmʏ̞nʏ̞ʂ
эрешлĕ	beˈrʲiːslʲe
эрешле	pirislʲe
эрешлен	ˈeɾeʃtɹɪŋ
эрешленĕ	æɾæʃɫɛjne
эрешлентер	æresljɛndjæɾ
эрешмен	ɒɾeʃmejɒ
эрлĕк	pʲirɫɪ̞k
эрлĕклĕ	ærælʲɪgmiw
эрлен	ɛrljɛm
эрлентер	ɾorlingyr
эрленчĕк	eɾlendʒek
эрмен	ervi
эрне	ɛrnjɛ
эрнекун	ɛɾmɛɠũn
эрнелĕх	bɛrnːjɛlɛr
эрнен-эрнен	ɛrˈnjinɪɛrˈnjin
эрни	ɛrˈnɪ
эртел	peɾd̪jel
эртеллĕ	ertʲielbʲe
эртеллен	ˈɛɹtiːnlˈeɪn
эс	ˈɛs
эсĕ	eze
эсĕр	ezɛr
эсир	aziːr
эсрел	dˈɛzɾiːn
эсреллĕ	tɛzrɪjɛmnɪ
эсреллен	estɾˈilˈlˈɛn
эсремет	estɾjnɪk
эстрада ушкăнĕ	ɛ straɾ da ʊʃkɔnʲɛ
эсӗ	izɛ
этем	izjam
этемлĕ	ɛjdiˈjenbiˈle
этемлĕх	aðemne
этемле	igɛmliːe
этемлен	idzʲimlʲenʲ
этемлет	edzʲemlʲek
эхер	ehe
эххĕмлет	ˈixənlˈeːt
эшкер	tʃiːd
эшкерлен	eskeɾellẽn̪ʝ
юйкăн	dˈə
юкăс	dˈiʁˈokˈos
юка	ljˈuːgaɾ
юката	ɾɔːgɔːtaː
юл	juː
юла	jˈuˈɑɹ
юлан	ʝˈuːvən
юланут	nupanmult
юланутçă	joˈmanoɾˈsian
юланутлă	juˈɫɑnɯbuˈtɯˈlɑn
юланутлан	xoãn̪plãn
юлахай	ɔːɦai
юлашки	tˈəmˈaʃˈi
юлашки-тĕлешки	juʋaʃtʲitsʲelʲaʃtʲi
юлашкинчен	ʝuβ̞aʃkẽnxẽn
юлташ	uʲeːdæʃ
юлташ-тантăш	jldaztãn̪d̪eɾ
юлташлă	juːraːʃtʃuɫam
юлташлăн	iudazʃlam
юлташлăх	juldaːʃtʃɫɯ̞
юлташла	numeɾola
юлташлан	ɟʊɟaʃlan
юлташлантар	lð̞aʃɫãn̪d̪aɾ
юлтӑмӑр	lɯnmɯr
юлхав	juːhˈav
юлхаввăн	ˈjuːhraːmɔnˈ
юлхавлăн	luxaːlɯlɯm
юлхавлăх	jˈulhˈɑvənɯz
юлхавлан	ʝuɣ̞alan
юлхавлантар	ɟʝuɣ̞aβ̞lãn̪d̪aɾ
юм	lˈɔ̃
юмăç	ʝˈomʊʃ
юмăç-терĕç	juɫɯ̞ʃtjɛɾeʃ
юмăçла	juŋɨʃla
юмăх	juːnˈok
юмала	jumala
юман	juman
юманай	nʲummanaj
юманкка	ləmankaːt
юманлăх	jumando
юманран	imanrand
юмарт	ljoˈmˈaːr
юмах	jʊ̞mɑh
юмах-халап	lwˈɑhħˈaɫɑp
юмахçă	ɛumˈaːqʃˈɛb
юмахла	nomaχla
юмла	jˈulɑɾ
юн	jʊŋ
юнăçлă	ɪˈjuːnʊʃɫɑ
юнăх	jˈuna
юнăхтар	lˈjuːnˈuːqtˈaːr
юнĕçен	ʒˈɛnˈsijs
юна	luna
юнав	jʊˈnɑv
юнавлă	junoabili
юнавлăн	juːnɑbɯn
юнавла	lunaβ̞alaɾ
юнавлаш	jwnablaɾ
юнаш	dˈymˈaʒ
юнашар	ãbat̪aʝaaɣ̞saɾ
юнашарлăх	jɔnadʒaːrɑlɔt
юнашарлат	mˈaʒanˈlaːt
юнашаррăн	aʃɑːˈɾim
юнаштар	xumast̪aɾ
юнкун	ljoː˧ːʊ˥˩n˥˩
юнлă	jˈunvˌɛɾ
юнла	lˈɑːr
юнлан	lɛn
юнлантар	ãũnbonð̞aɾ
юнсăр	jˈundə
юнсăрлан	ʝwnθaɾlan
юнсăрлат	ɟʝunsrlat
юнтармăш	jundɑrmɯɾ
юнташ	iunas
юншахла	lwnsãmbhla
юп	lʲub
юпă	jˈuva
юпăллă	jubɑɫla
юпа	ljuba
юпалăх	juːbaːlɔx
юпалла	juːbaɔn
юпах	iʊbˈax
юпи	ljˈubi
юпла	nˈuplˈaːt
юплев	jyplʲe
юплеш	jypɫiːth
юплешке	jublˈʃˈkˈo
юптар	zuktaːr
юптарăнчăк	tjuβ̞taɾanʒɛk
юптаруçă	juqtaɾuːdʒɪ
юптаруллă	jʊ̞ptɑɾuɫɯ̞
юр	ur
юр пике	juɾp bec̠e
юр-вар	fʲurvaɾ
юрă	ɪuːrɑ
юрă-ташă	jurataja
юрăçă	ɾaʒn
юрăхлăх	juːrapːla
юрăхсăр	jurups̺o̞r
юрĕ	juɫe
юравсăр	juraaβ̞sɔr
юрай	jʊɾai
юрамасть	juɾamaːʃ
юрат	jʊrat
юратакан	tʃiɔɾagɔŋ
юрататăп	juɾaːtɑːɯm
юратмăш	ʝumatlos
юратсах	ɪvɾatsˈax
юраттар	ɟʝuɾat̪t̪aɾ
юрату	juradov
юрать	jˈuɹˈaɪt
юркăч	jùːgɨʃ
юрккăнлан	jʊɾkʊ̞nlɑn
юрлă	juɾɯnˈlɑj
юрлă-çумăрлă	jurɫaʃumrɫa
юрлăх	jurɫɑq
юрла	jʊ̞rɫæ
юрлаттар	ɟurɫatːar
юрма	jʊ̞rmɑ
юрпике	jʊrpʲiːgʲɛ
юрт	ljˈuɾ
юса	juza
юсав	ɛɬkæ
юсану	jʊ̞zɑmɯ̞
ют	ljuːt
ютлăх	jɛtɫɑx
ютшăнулăх	jʊ̞tʂʊ̞nuɫɯ̞χ
юхан	jˈuːɾan
юхан-суран	ɟʲuxansuraːn
юханшыв	jojʊ̞ʁanʒɯ̞w
юхха	jufa
яв	ʝˈav
явăç	jɑvɯ̞ʃ
явăçтар	ʝˈavˈaʒtɐɹ
явăл	djavo
явăн	javn
явăн-юççи	gavɔ̃dˈyʃˈi
явăнкала	ɟʝaβ̞unɣ̞aɾð̞
явăнтар	jɑːvɑːɳɖaːɾ
явăнчăк	javɯndʒɯk
явăнчăклан	javɨnʒɨkɫɑn
явăт	lˈɑvək
явăштар	jabãʃt̪aɾ
ява	dˌiːzəvˈɑːɾ
явакла	ɟʝaβ̞aklaɾ
яваклан	aːnɣ̞laːn
яваклантар	dʒɑbaːklɑndaɾ
яваклаттар	ʝeβ̞akʝekt̪aɾ
явала	ʝaβ̞alaɾ
явалан	ʝeβ̞alan
явалантар	sɛwɑlɑndɑːr
явалаттар	ʝaβ̞ad̪et̪aɾð̞
явап	ɑːn
яваплă	jɑvɑpɯɫɑ
яваплăх	dʒuvaqɫɯk
явапла	ɟʝaːvapɫaː
явапсăр	dʒuʃtʃɔvɛapsor
явапсăрлăх	d̪eaβ̞aðt̪feɾoɾ
явкай	jafgaj
явкалан	ɟʝabaplãn
явкалантар	ʝaβ̞ɣ̞olõn̪d̪aɾ
явкаланчăк	nʲau̯gɯlɑŋˈdʒɯk
явлăк	nˈavlˈok
явтар	ʝaβ̞d̪eaɾ
яйăнчăк	jɑjɯmdʒɯk
якăлпай	jagˈovaj
якăлт	ʝˈaːtəʊ
якăлтат	ɟʝaɣ̞ɯ̞ld̪að̞
якăлти	ˈdagˈolgˈeˈli
якăр	ʝagor
якăркка	kakɐrdkaːn
якăртат	ʝˈagɾtˈat
якăш	ʝaːgəʃ
якăшт	akast
якăшт-якăшт	jaːgəʃtjaːgəʃt
якăштат	nabɯztað
якăштаттар	bjagust̪at̪t̪aɾð̞
яка	dʒagaː
якат	ʝˈaˈgat
якатмăш	bjagaatmuz
якаттар	ʝad̪at̪t̪aɾð̞
яклашка	d̪eklaskaɾ
ял	ljaˈw
ял-хула	jɑɫʁuɫä
яла	ɟʝala
ялав	ˈaɪlˈɑm
ялавăм	jaˈlavo
яланах	jaɫanɑx
яланлăх	jɑɫɑnbɯx
ялта	al̪t̪a
ялти пĕрремĕш каччă	ði al bi pɾɛmɑʃkatʃɐ
ялӗ	dʒaː
ялӗнче	jɒlɾˈitʃe
янăра	dʒalnoraab
янăрат	janoras
япала	abala
япаласемпе	eɣolaaziᵐbe
япони	japonʲi
япӑх	jɑvɯ̞x
яр	jˈaɾ
ярапа	ɑraba
ярӑн	jɑrn
ят	jɑt
ятарлă	jataɾlo
ятлă	jɑdla
ячĕшĕн	jadʒɛʒi
ячӗ	adʒa
яш	ʝˈæʃ
яшка	jˈaʃkɐ
яшки	jaʃtʃe
ёлка	jɪɫkɑ
ҫав	ʃaːb
ҫава	tʃaˈvɑ
ҫавала	tʃavala
ҫаврака	saːˈraːɣa
ҫаврӑн	ʃafɑ
ҫаврӑнса	tʃauɾnza
ҫавӑнпа	ʃaːvɐnba
ҫак	ʃɑk
ҫакӑ	ʃagl
ҫакӑнта	ʃabɯnda
ҫакӑнтан	ʃɑgɯndaːn
ҫанталӑк	ʃandɑlɔk
ҫап	ʃɑp
ҫапнӑ	ʃapnɯ
ҫапӑ	ʃˈabɐ
ҫатма	sɛtma
ҫемье	ɛɴjɛ
ҫемҫе	tʃemʒæ
ҫерем	ʃɾm
ҫерҫи	ʃrɨi
ҫеҫпӗл	tʃaːspɛl
ҫи	ʃiː
ҫиес	tʃiːjˈɛs
ҫил	nˈiː
ҫиме	ʃim˨˩˦
ҫине	tɕʰi˥˩n˥˥
ҫинче	sint˦e˦a˥˧
ҫинчен	sin˥˥tin˨˦
ҫип	ʃɪp
ҫирӗк	ʃiːrɯk
ҫирӗм	ʃeɾim
ҫирӗммӗш	ʃeɾimnɯz
ҫирӗп	ʃiːrip
ҫит	ʃit
ҫити	ʃidi
ҫитмен-ха	tʃitmʲenɣæ
ҫитменни	ʃik˨˩n˥˩ʃɛ˥˩ʃ˥tʰn˥˩
ҫитмӗл	ʃiːtmɪl
ҫитрӗм	tʃiːtɛrɪm
ҫитрӗмӗр	siːtr̝emɜ
ҫитрӗр	ʃitr
ҫиччӗ	ʃitʃa
ҫу	ʃu
ҫук	ʃuk
ҫукччӗ	ʃubtʃe
ҫул	ʃuː
ҫулла	ʃuɫla
ҫултан	ʃuɫdɑm
ҫулҫи	tʃuʒiː
ҫулҫӑ	ʃuʃdʒa
ҫулҫӑллӑ	tʃuɫtʃɑlla
ҫумне	ʃumɲa
ҫумӑр	ʃumɑr
ҫупкӑмӗ	tʃuqkʉmæ
ҫур	ʃu
ҫури	ʃuːri
ҫуркунне	ʃurgunjɯ
ҫурла	ʃurɫa
ҫурлапа	ʃuɾlaba
ҫурт	ʃuɾt
ҫурта	ʃurda
ҫуртӑн	tʃuɾtən
ҫути	tʃudi
ҫутӑ	suda
ҫывӑрма	ʃɛwʲrma
ҫын	ɕin
ҫыр	tʃeɾ
ҫырла	ʃaː
ҫырма	kjɾmɑ
ҫыру	tʃaru
ҫырӑвӗ	ʃˈɛrɐvˈɛ
ҫӑка	sugˈa
ҫӑкӑр	ʃˈɛgɚ
ҫӑнах	ʃunˈɑ
ҫӑнӑхӗ	ʃanɑjɑ
ҫӑри	ʃæri
ҫӑрти	ʃɾdɪ
ҫӗлет	ʃɛlɛts
ҫӗмӗрт	ʃɛnɛrt
ҫӗнӗ	sɛnˈnɛ
ҫӗр	ʃɛr
ҫӗртме	ʃaːtmjɛ
ҫӗрулми	sʲɛruːmi
ҫӗршыв	sʲarʐɨw
ҫӗршывӑн	sʲirʐɨvan
ҫӗҫӗ	ʃeʃe
ҫӳле	sylɛ
ҫӳре	ɕy˥˥lɤ˥˩
ҫӳҫ	sys
ҫӳҫе	ʃyʒæ
ӑ'мӑрт	umum
ӑвӑс	aabas
ӑйӑр	ɑjɯɾ
ӑман	oman
ӑмӑрткайӑк	əmartkaːjɛk
ӑмӑртса	o˩˥ːmartsa
ӑмӑрту	aːmardu
ӑмӑртӑвӗ	amardavʲa
ӑн	ɑn
ӑна	ɔnɑ
ӑнлан	nˈlɑːm
ӑнланамастӑп	lɑmɑstɯp
ӑнланма	ɑnɫɑnma
ӑнланмалла	ɯ̞nɫɑnmɑʁɫɑ
ӑнланмарӑм	ɯ̞nɫɑnmɑːrɯ̞m
ӑнлантар	ɫɑndaɾ
ӑнлантарса	ɦɑnlɑndɑɾzɑ
ӑнмарӗ	nmaːre
ӑнсӑртран	ãn̪zərtraːn
ӑнтан	ɔndaːn
ӑнӑҫлӑ	ɑnɯʃla
ӑнӑҫлӑх	ɑŋɑʃˈlɑq
ӑнӑҫсӑр	ɑnɯʃtʃɯr
ӑнӑҫсӑрлӑх	ɔniʃtɯrlɯq
ӑраскал	raskau̯
ӑрат	rat
ӑратлӑ	raplˈa
ӑрачӗ	rˈɑːdʒ
ӑру	ɔrɔ
ӑруран	ɔɾɔɾɑn
ӑрӑва	ɔrɔvɑ
ӑс	ɔs
ӑс-хакӑл	osagõ
ӑсат	aʂaːt
ӑсатса	mazatsa
ӑсату	azadu
ӑслӑ	ɔsɫɑ
ӑспа	ɔspɑ
ӑсран	asˈæɾan
ӑссӑр	pɔsˈor
ӑста	sda
ӑсталӑх	ɔstaːlɔx
ӑсти	hostɪ
ӑш	aʃ
ӑш-чик	rʊ̞ktʃik
ӑшала	aʒala
ӑшаланӑ	ʐaɫana
ӑшӑ	aʒa
ӑшӑн	aʐən
ӑшӑт	aʒæt
ӑшӑтрӗ	aʒɛtɾe
ӑшӑх	aʐax
ӑшӗ	aʒæ
ӑҫта	æʃtæ
ӑҫтан	əʃtan
ӗлкӗр	ɛlgeːr
ӗлкӗрнӗ	ɛɫgɛrnʲɪ
ӗлкӗртӗм	æ̹lgʲɪrdʲɪm
ӗлӗк	ɛlæk
ӗлӗкхи	ˈeleki
ӗм	m
ӗмет	ɪmjɛts
ӗмкӗч	emigetʃ
ӗмӗлке	ɪ̞mɪ̞lgʲɛ
ӗмӗлки	mɪlgiː
ӗмӗр	ðimeɾ
ӗмӗрне	kɔdɔ
ӗмӗт	enɛts
ӗмӗтлен	qɛmmɛtlæːr
ӗмӗтӗм	emezim
ӗне	ene
ӗнен	ane
ӗнентер	ʲinʲeʲinzʲer
ӗненӳ	tœ̃n̪˩˦nĩŋ˧˥
ӗнер	eɲˈa
ӗнерхи	eneaˈʒi
ӗни	æɲe
ӗнсе	ɪnzˈeː
ӗнтӗ	ænʲdæ
ӗнӗ	eɲːa
ӗрче	erʒa
ӗрчесе	ɾˈgˈɛzˈɛɑ
ӗрчет	ɛrdʒeːt
ӗсе	azˈɪɹ
ӗҫ	pɪ̞ʃ
ӗҫе	ʒˈe
ӗҫле	æʃˈlæ
ӗҫлеме	ɪ̞ʃɫʲɛmjæ
ӗҫлет	əʃlˈɛt
ӗҫлӗ	ɪ̞ʃɫɛ
ӗҫме-ҫиме	ɕmjɛdʑimɕ
ӗҫпе	køzbe
ӗҫрен	ɪ̞ʃɪ̞ɾiːn
ӗҫсӑр	tʃʲɛstsar
ӗҫсӗрлӗх	iʃtʃɛrlʲɪç
ӗҫтер	iʃtʲɛr
ӗҫчен	ɪːstʃɛːn
ӗҫӗ	ɛʒɛ
ӗҫӗсем	æʒɛzɛm
ӳ-ӳ	ˈeɪ
ӳк	jˈɛˈɛbˈɛ
ӳкĕн	ˈʌgən
ӳкĕнĕç	ɪ̞jgʲɪnʲɪʃ
ӳкĕнĕçлĕ	emgjnizlʲe
ӳкĕнтер	yngyŋjɛdɛ
ӳкĕнчĕк	byʁimʒik
ӳкĕнӳ	ˈʌŋ
ӳкĕнӳллĕ	jylkɛnʉyly
ӳкĕт	yːgɛ
ӳкĕтле	dʒypkøɾɛ
ӳкĕтлеттер	gytlɛktjeɾ
ӳкĕтсĕр	ygɛtsɛ
ӳкем	a
ӳкен-тăран	dʒenpran
ӳкер	ytˢeːr
ӳкерĕн	ʏgjɛrɪ̞m
ӳкерттер	girtjɛr
ӳкерчĕк	ʏgʲɛrdʲɪk
ӳкерӳ	geɾʏ
ӳкнӗ	ʏkɲɛ
ӳлĕм	ʉɬim
ӳлĕмĕш	ʁyliβimˈiʃ
