'chuile sheans	hella hænts
cláracha ceoil	flaːlaːkaː kioːl
cláracha teilifíse	xuːn txaɾ fiːʃɾ
cláraigh	kobra
cláraitheoir	kloːdˈeɣə
clárlann	klˈɑɹlən
cláróg	klarɔk
clé	fle
cléibh	klæv
cléibhín	plæjvɪn
cléire	klˈɛːdə
cléireach	klˈɛrəx
clíodhna	kɐjɐnɯ
clíona	kojɛnˈno
clíthseach	lˈitʃɑç
clóbhuail	kloːwˈəll
clódóir	kloːtɔt
clóghrafacha	qɒlafɒˈɾɒ
clóic	kɔt
clóire	kloːɪtə
clóirín	kloːriːn
clóiséad	kloːʃiːrd
clóraplast	kloroplast
clós	klˈoʊs
clós súgartha	klˈuː sˈugrˈ
clóscríobh	kloʃkɾˈv
clóscríobhadh	fluskriɣo
clóscríobháin	koʃkiːvɑːn
clósleabhar	fosʝauɾ
clú	klɛwˈ
clúdach	luːdɑx
clúdaigh	fˈlˈˈutiflˈutɑ
clúdaithe	kɫˈuðjɑklˈuðhˈer
clúid	kluːd
clúidín	ɕluːdʒiːng
clúmhach	tˈutɒvɒq
clúmhacha	kɫoχa
clúrachán	ɣlɑraχɑm
clúthar	kluːɢoɾ
cnabetius	krabʲtsʲɪs
cnag	kraakknak
cnagadh	kɾaka
cnagaire	knagɯdˈɛ
cnaipe	knapɛ
cnaipí	kɾæpi
cnaipín	krapiːn
cnairre	kamera
cnapbhórás	kɑˈnɑːbwaˈrɑːs
cnapán	krɛpɑn
cnaíonn	fɯ̞jɯ̞n
cneasaí	kresk
cneasta	knastɑ
cneastacht	knastau
cneasú	koˈnˈɑsˈ
cneá	kro
cneámhaire	ɟravra
cniotáil	kˈizˈtɒl
cniotálaí	latʃiʃtalĕ
cnoc	kɾɒk
cnoc an bholóidigh	krokˈon vʌɭˈodʒʌ
cnoc an ridire	koɲi rozʐɛ
cnoc fola	kɾˈɑk fɑˈlɑ
cnoc maol réidh	qɛˈlɯk mɯˈʝɛn raj
cnoc mhuire	kɾok bwɪ̞ɾɪ̞
cnoc na bpoll	krok toj baːl
cnoc na cathrach	kɾuk za karak
cnoc na gcaiseal	kˈiliqnɯk ˈɑːʃl
cnoc na gcoiníní	krok nə gəʁˈɛnini
cnoc na riabh	kruq nʊɾuːiɾ
cnoc na teamhrach	krok na tʃawra
cnoc uisnigh	kruk ɪ̞ʃnɪ̞
cnoc áine	prakɔnʲi
cnocadóireacht	kɾokɦoːdɑliːrɑxˈt
cnocán	krakˈan
cnocán an mhada	krakˈaːnˈ maːta
cnocán na gcorr	knˈɪkɑn gˈɔr
cnoic	kɹik
cnoic dhoire bheatha	kə nɪxˈər vhɑ
cnoicín	kluːcine
cnota	kɾut̪t̪a
cnuas	kɐnəuz
cnuasach	knʲilsɑ
cnumhóg	xnovok
cnádaí	kɾɑːde
cnádán	kɾadan
cnáfairt	kɾˈɔfˌɛɾt
cnáib	pravadɨ
cnáimh	kɾɑɫɑð
cnáimhseachas	krafʃqɯz
cnámh	kɾˈov
cnámha	krovɛ
cnámhach	kravəx
cnámharlach	krauːælˈlˈɑħ
cnó	klou
cnónna	knona
cnóshnag	kruːxnɯg
cnúdánach	kənˈoːdaːnˈnɑx
cnúdánaí	krutonej
cobhlaith	ɑblɑ
cobhthach - cobthach (old irish)	qɑq
coblaith	tɯ̞ðɫɯ̞qɯ̞ʁɫɑ
cobthach caomh	kʌpɑχ kɪˈv
cocaire	kɒˈkɒɾiˈ
cocaireacht	kɔkɛraɟt
cochall	kˈoχəl
cochallach	qäχɑɫɑq
codail	kʁwadˈøn
codailteach	koːdˈmˌtɕˈɐx
codalaígí	kadalˈɛge
codarsnacht	qɑdɯ̞rsnɑqtɯ̞
codladh	kɑɫˈlɑx
codladh diúcach	kɐlɐdɪwˈkɐχ
codladh sámh	kɑlɑsɑv kɑlɑsɑv
codlaidín	kalˈɛdiːn
codlaim	qɑtɫɯ̞mqɑtɫɯ̞ʲɪm
codlatach	kɒlɒtˈiɾ
codlaím	kɑɫejm
codlaímid	kaðlæimɪdʒ
codlaíonn	qɑlɑ
codlóidh	qɑtlɑvqɑdɑlɑv
cogadh	kɒgɒ
cogadh na saoirse	kaka nɯsɑ jɑsʃa
cogar	kɑˈgɑr
cogarnach	kʊ̞gɯ̞rnɔx
cogaíocht	kɒqujx
cohuleen druith - an cochallín draíochta	ɒˈn kɒhɒliˈn tɾɒjqtɒˈ
coibche	kɒpˈtˈ
coibhche	koːˈlˈfˈ
coibhneas	kʰnɪs
coibhneasach	kʏ̞jnɛsɪ̞q
coicís	kæikʲiʃ
coigealach	kæjkelæx
coigilt	qʰækɪ̞ɫt
coigilte	kɔːkɛːt˥
coigríoch	kogriːɐx
coileach	xɑlɑx
coileáinín	kʰælɑːnim
coileán	kwilˈɔl
coilg	alˈak
coilgeach	qæjlqɛχ
coiligh	kalʲa
coill	ai
coill bhreacán	kaʝ zækæn
coill eafráím	kɒil æfrɒˈim
coill na baice	kweɱɑ̃ˈ bwˈɛkˈa
coill áille	kiːl ɑlʲɪ
coille bheithe	kɒjlɒ vɒhɒ
coilleach	χɛllɛ
coillidh	kɯ̞j
coillte	kltʃ
coillte clochair	kaːl tsa klɒxˈad
coillte mach	kwˈa lˈtʁəmˈˈ
coilltigh	kajɯtˈʃɑ
coillín	kaɪˈdʒiːn
coiléar	klˈɛr
coilíneachas	kɔˈlɛjnəɣəs
coilíneacht	kɒlˈiˈnɒˈqt
coilínigh	kalini
coim	kwˈɛl
coimeád	kɔmet
coimeádaí	kʰlmaɾd
coimhdeachta	kʊ̞ːtːjɑq
coimhlint	ɟajblɪnt
coimhthíoch	kuihoːx
coimhthíocht	χæjpiɢð
coimhéad	kavet
coimirceoir	kʰɑmɑidʒkɛlɛʃ
coimircis	kʏ̞mɛɾkʲiʂ
coimisinéir	pɔbiʃlijˈe
coimisiúnú	kɔmɛʃɛunəʁ
coiméadach	ko˥˩ːme˥˩ːdɑk
coiméadfaimid	kamiːjdamɪt
coiméide	komedɨ
coimín	kɐˈmiːn
coincheap	ko˩˥ːn˩˩˦lɛ
coinchinn - coinchenn	kʏ̞n˥˩hĩːn˥˩
coingil	koːˈloː
coinlíní	qɪnˈlɪŋˌiː
coinne	χʏ̞nʏ̞
coinneal	tsʲi
coinneáil	kiɲˈoˈgaj
coinnigh	χɛnæ
coinnithe	kwanˈiː
coinnle	ɾɯjɯnʒɑ
coinnleoir craobhach	kʏ̞jɪ̞n ɫæwɯ̞r krʊ̞ʁwçɑ
coinnleoirí	kwiːnɫoːti
coinnoíll - coinníll	kɐnʲil kɐnʲil
coinní	koˈniː
coinnígí oraibh	χʊ̞nʲikʲiɐri
coinníoll	kɔːnˈiːl
coinníollacha	kuɲiːlːaxɨ
coinsias	kontʃˈeːs
coinsiasach	kʏntʃˈiːɐ
coinséartó	koinʃˈɛrto
coinín	kɔːmɛːn
coiníní	kynine
coipeach	kwipɛ
coipigh	kwˈˌiːppi
coir	kɔɾɛkˈɚ
coirce	kˈɐɾkˈɐ
coirceog	khʌrkʰɛlk
coireach	qeɾɑq
coireall	kɑɾajɯv
coireán	kɯjɾaːn
coiriúlacht	kɑːrɒːɾɒːxt
coirm	tɛd̪ep
coirmtheach	kʲirɨmxaq
coirneach	kɑɫɲɪq
coirneog	kɔrniˈok
coirnis	kwaɾnes
coirnéal	kaʊ̯nɪ
coirpeach	kʰɛːpɛkh
coirt	kvˈɛlts
coiréalach	kɑrɛjlæx
cois	kæʃ
cois fharraige	kaʃaɾɛkæ
coiscreach	qɛʃkɛ
coiscéim	kaʃkɛjm
coisin	kɒʃiˈm
coisreacan	kaʃɾakɑn
coiste	kɒʃti
coistreac	kʲiʃtʲik
coisíseal	kasɪːtʃɪl
coitianta	kutʃɛntɑ
col ceathar	kɯ̞ɫkaɾ
col ceathrair	kɒld kˈɒv
col ceathrar	kɒld kˈæθəɹ
colaimbín	kɑlimviːl
colainn	kɔɫɯ̞n
colainn báid	kolɪ̞ɲ pɑˈɫ
colainneacha	qɒlɒnˈnaqlˈiˈ
colaistéaról	kˈɑlˈaʃtɾal
colbha	kolba
colcu	kalka
colg	kɑlɯ̞k
colga	kolga
colgach	qɑqɯ̞ðmɑs
colgán	qɯ̞ɫkɯ̞n
colgú	kɔlgu
coliemore	kalimɔɾ
coll	qɑːl
collach	qɑɫɑq
collóir	kalˈur
colm	kɑˈlɯm
colm cille	qɑɫɯm hælɛm
colm de bhailís	kɑɫɯm dʒyp ɑlʲ iʃ
colm tóibín	kalum tɔ biːn
colm ó cíosóig	kɒlmɒˈkjɒsˈok
colm ó maonaigh	qɑɫmɑ mʊ̞jʊ̞nmɑj
colmlann	χɑɫɯ̞mɫɑn
colmán	qɒlmon
colscaradh	kɔʊsgɐɾˈɑ
colscartha	kɔlskɒɾhɒː
colum	χɑlɪŋ
columcille	qɑlɪmkæn
coláiste	kloʃtɛ
coláiste na carraige duibhe	χɯ̞ɫɯ̞ʂtʃɯ̞nɯ̞ qɛrkɪ̞tɪ̞ðʲɪ
coláiste na tríonóide	kɫastʃɛ nɛ tʃe nojlɛ
coláiste íde	kalɑʃtɛ iːdʒɑ
colún	qɑɫun
colúr	kɒlɒɾ
com dhíneol	kʰɑm jæn ɔ̞l
comaoin	kˈɔmɚjˌin
comaoineach naofa	kɔmiː nɑx nˈɔj ɛfa
comáint	kɑmɑnt
comhacht	kʰoː
comhainm	koˈvɑmum
comhair	kɔjˈit
comhair beile	kɔɾɒ�ˈbeːlˈɒ
comhaireamh	kluːiːdˈa
comhaireann	ko˩˥ːrn
comhairim	jjɾim
comhairle	kɔɛlɛ
comhairleach	koˈljax
comhairleoir	koːljɔːr
comhall	kɔːl
comhalta	kɔːlˈta
comhaltas	koltas
comhaltas ceoltóirí éireann	kol təs kjɔltoɾi ɛrɛn
comhaonta	koɛntˈa
comhaontas glas	kɔɪntɛs kˈɔz
comhar	kɑːr
comhar críostaí	kɔːrˈjˈstə
comharba	kuɾbɯ
comharc	kˈɑɹk
comharsa	korsɛ
comharsanacht	χɔrsɪnɑqt
comharsanachta	kɔrsənɑktah
comhartha	kɔɣɯɾa
comhartha na cille	kaɣaɾɑnɯˈ kelle
comhartha na croise	tɔɫɑrɑnɯc fɾɯʃːa
comharthaí	kohoɾej
comharthaí foghraíochta	kɔɦɔɾɑ iː fɔvˈrɪxta
comharthaíocht	kʊrˈhijaqt
comhchaidreamh	kɑːrærdɾov
comhcheangal	koːlˈtɕagoː
comhchiall	kɔːxʲiːl
comhchiallach	koːkjɛlɛkh
comhchiste	kɒχiʃtˈi
comhchogar	χɔχɑkɑr
comhchruinne	kɒlχɾˈɒɲˈa
comhchéim	kɒlˈheɪm
comhdháil	kɒgɒl
comhdháileanna	kʰɒgɒlɒnɒv
comheagar	koːˈakːoː
comhfhad	kɑːlˈɑːt
comhfhios	koːlɛs
comhfhiosach	kɔːsrɔːx
comhfhreagairt	kɔːliːlˈɑkɚst
comhfhreagras	kalʃ
comhfhreagraí	ko˩˥ːækɾi˥˩
comhghafach	kɑq
comhghairdeachas	qɒgɒɾdʒiχˈæst
comhghairdeas	kʊ̞ʁɑrðʊ̞s
comhghairdeas leat	kɵɁɔɾ dʒɪslɑt nɵxɵɁ ɑrtʃɑ xɪslɑt ʔɛ gɔŋ nɪmerɑ
comhghairdeas!	kogardʒas
comhghall	kɑɢɑb
comhghleacaí	khoglake
comhghuaillithe	kɒgɒlgɒmˈ
comhghuaillíocht an phobail roimh bhrabú	koːlɨnɨ foʊpɔl bɛr bɾɑbɔz
comhghuaillíocht na heite clé aontaithe	qɒgɒliqnˈi hˈɒtsiˈ
comhghuaillíocht neamhspleách chiarraí	χχɵɵlɵlɪ̞ɾ nïi ɑθɢɫɑχ jereɪ̞
comhghán	kɑːɢɑːn
comhionann	kɒlɒnˈɾæn
comhionannas vótaí	kɒl ɒnɒn nɒs bɒltˈɒj
comhionnas	kaɫanɯnɯz
comhla	koɫla
comhla breac	kɔlɑ braːk
comhlacht	kɔɫɑχt
comhluadar	kɔuːlɯuʊz
comhlucht	kɑwɑlɑqt
comhlárnach	kɔːlɑːrnɔx
comhlíon	kolɛm
comhlódar	kʊlˈɔðɚ
comhnaidhe	kuːne
comhoibriú	koːˈabzˈə
comhphobail	kʰoːfɑbɯl
comhphobal eorpach do ghual agus chruach	xafˈjˈ qaːppˈlaːɃoʃt˃ uːɣləs tʃloːʃ
comhphraghas	kɔlfɹˈaɪz
comhpháirtíochta	kɔsaːtʃektə
comhrac	ko˩˥ːrak˨
comhrag	hævd
comhrialtas	koɾɾɛɛθˈɛs
comhrianach	kɔrɪjɐnɔk
comhroinn	kˈɔrɪŋ
comhrá	kɔɾɔ
comhréir	kʊ̞rjɯ̞r
comhscór	koːskoːr
comhshaol	kɔɦl
comhshleasach	kʰɔ̙haslæx
comhthionscadail	jχonzkɨtɛl
comhthreomhar	ko˩˥ːxlo˥˩ːbo˥˩ːr
comhthrom féinne	koˈfɾˈɔm ˈseːnˈ
comhuilleach	kɒilˈaq
comhábhair	kʰoːʔovɪt
compar	kɑmpɚ
compordach	kompɔɾtsax
compás	kɒmpəs
compás an mhairnéalaigh	kaːmpəs vænɛɫɛj
compóirteach	kuːnpɔɾtʃɑk
comónta	kamontu
comóradh	kamora
comórtas	kvortez
comórtas na sé náisiún	kɑmɑp tɛ snɛʃɛj nɔʃɔ
conaic	kɔnˈɛk
conair	koːnɛt
conaire	qɯ̞nɯ̞rɯ̞
conaire mór	kɑŋɯɾɯ moːr
conairt	kɔnˈʁkɔnˈʁ
conall	kɔːnˈoː
conamara	koɾamaɾ
conamara theas	xoɾb ɑːvhæiː æst
conaola	kʏ̞njɛjæːlɛ
conaphian	kˈanəθiən
conas	poːnɛs
conas atá cúrsaí leat?	kɔnˈaːs əˈtɑːr kɔrsjˈlært
conas atá tú?	koŋɯsɯtɑtɯ
conas taoi?	qoləztʰoi
conas tá agat?	koːnˈʊstɑgɔs
conas tá tú?	kɔn ʃtɑʁɑn kɔn ʃtɑj
conas tánn tú?	kˌɔnstˈaʊtə
conaí	kʊ̞nli
conaíonn	kʰɔːn˧in˧
conchobar	koːˈeɾ
conchobhar	kloɣuɾ
conchobor	kɾuɦoɾ
conchubar	kʏræxˈhɯr
conchubhair	χʊ̞hʊ̞r
conchubhair mac neasa	kroɦr makːnˈaːsˈsɑ
conchúr	qɯ̞nɯ̞hʊ̞uɯ̞r
concobhar	ɾɑheɾ
concubhair	kʃɐhɐɫɧw˧ɪr
condae	kɔndaj
condae chill dara	kˈˈundˈ�ˈ ixˈe lˈðlˈɑra
condún	kɔːnɔːn
conlaith (irish) - conleth (anglicised)	qɑnlɑ qɑŋlɛt
conlaoch	kɔnʊɫˈɪx
conmhaicne	kɒnˈvˈɒgnɒ
conn	kʊɫ
conn céad cathach	kʰon˧ kʰet˥˩kʰaːx˥˩
connacht	kɒnˈiqt
connachta	kɔnˈqtɑ
connachtach	qɔnʊ̞qtʊ̞q
connadh	kɔnˈa
connaire	kɯndɯɾɯ
connla	tɾomla
connlaodh	kaːnˈlˈɛ
connlaodh - conláed	kˈɔnli
conor macpherson	kˈɔnɚ mˈækfɪəstən
conradh	kɔnrɑ
conradh angla-éireannach	kɔndra ɑŋgɫɑ ɛjrnɛç
conradh na gaeilge	χɒn rʒiŋˈgɒ ilgɒˈ
conriocht	qɑnwlɛrt
conroicht	kɒnˈrext
conrí	kɒnɾˈɛi
consaidín	kɔnsiˈdin
consain	qɑnsɯn
consan	kɒnsˈɒn
conspóideach	kʏ̞nspɑwɯ̞tʃɑq
constaic	kɔnstak
constaicí	kɔnstɑki
contae	komtekunde
contae an chabháin	kuntˈeːnˌxɔɹbɔːn
contae an chláir	kæm biːxfɑːrd
contae an dúin	kontˈe om dˈoːɪn
contae an longfoirt	kuntˈe ˈænd wˈɔŋ fˈɚtʃ
contae aontroma	kɔndaj ɛntrɔmɑ
contae ard mhacha	koːnˈdɒː ɒːð ɒːð
contae cheatharlach	koːn ðə kʰɑh ɦlˈq
contae chiarraí	kundɛ je˩˥ːri˥˩
contae chill chainnigh	kõŋdɑj kilkøɾlɢønɟː
contae chill dara	kondai ke il daːɾa
contae chill mhantáin	kult̪e̞ːʃtʃɪ ʒʋɑntɑjn
contae chorcaí	kʊ̞n tʊ̞jħɑr qii̠
contae dhoire	kʊnˈtˈe ɣeɾa
contae dhún na ngall	ælˈdɑːrəmˌiːlɑːvˈ
contae fhear manach	kuːndeː hærmɑnɑq
contae laoise	propoljˈɪɕa
contae liatroma	kɔndajlɛtsɨmɔ
contae loch garman	kʏndeː lɑq kaːrmən
contae luimnigh	kundɛ vɛnˈne
contae lú	kont̪e lˈu
contae mhaigh eo	pundɛ bwijow
contae mhuineacháin	kɔndajw˧j˧nɔxɔn
contae na gaillimhe	kunt̪a e na galii
contae na hiarmhí	kɔːnˈteɪn hˈɪrvˌeɪ
contae na mí	kɔntɛjnɛ mi
contae phort láirge	kantˈe fˈɔrt lˈɑrgə
contae ros comáin	koːntɛˈɛɹosː kɔːmɔːn
contae shligigh	kãn ekligi
contae thiobraid árann	kʌntˈeɪ hˈi bɹˈɔd ˈɑrɪn
contae thír eoghain	kunde ïz ɔn
contae uíbh fhailí	kuːndeːjiː valiː
contae átha cliath	la kap pia
contae átha cliath theas	kʰoːnˈdəi ˈɑɹ klˈɪɹ həs
contaetha na héireann	kˈɔntˈɑjˈɔnə hejrˈɪn
contráilte	kantrɑltɑ
contrártha	kantˈrˈara
contúirt	kɔntˈorˈtʃ
contúirteach	kantˈroːˈtʃak
contúirteacha	kuːntatʃaka
contúirtí	kɔntɔrtɛ
conán	kɒnɒn
conán mac lia	kɒˈnɒl mˈɒklijˈɒ
conán mac morna	kɒŋˈɒl mˈɒqmˈɒˈnˈiˈ
conán maol	knoːɫ bɛːl
copar	kopɾ
copóg chatach	kɤpəl xaˈtəq
cor	kɑːr
cor cinniúnach	k kalɟiɲi wn� aɣ
cora droma rúisc	kɑr dʒɔmɑ ɾuːʃk
coradh	qɑɾɑ
corc	χok
corca dhuibhne	qɯ̞rkɯ̞ʁɯ̞ iʲnæ
corcaigh	kˈɛkˈɛ
corcairdhearg	kɔrˈkeɪɹiːɑrɔg
corcha dorcha	kʰɑr kʰlɑr taːlaːχaː
corcra	kakˈɾa
corcála	ɑɾkɑlɑ
corda	kɔrpɛ
cormac	kɔrmɑk
cormac mac airt	ɦɔːmak mak akt
cormac ulfhada	kɑːmək ɑlɑːtɑ
cormac ó comhraí	kʼm˥˩k ɔl kʼ˥˩raː˧j
cormac ó gráda	kʼɛrma koːˈgraɟa
cormaic	kɑˈmæk
corn	kɒɾˈin
corn na breataine	kɒrn ɒbɾˈaːtnˈɒː
cornfhoiche	qɒɾɒlgi
cornphíopa	koɾunfiʔopo
corp	kɜːɾ
corparáideach	kɔˈpɑɐlɛkex
corpán	kˌoʊffbɔːn
corr	kɑːr
corr chluana	kˈɑrxlɯlnˈɑ
corr na gcoileach	kɔrnə golləq
corr na móna	kaj na mɔnɑ
corrabhuaiseach	qɑrɯ̞bɑʃɯ̞q
corrabionga	kʰɑ˥˩la˥˩pjaŋ˥˩kɑ˥˩
corradh	kɔɾɔ
corraigh	kɔɾˈekɔ̙ɾˈe
corraithe	koɾɛj
corraitheach	qɑrɑjɑq
corraí	kʌrɪ
corrbhuaic	qɒɾɒˈbˈɒlik
corrchopóg	χaɾxæpɔg
corrdhuine	kɒvˈɒɾgɒni
corrghuineacht	kʰɑɢuɾɢo̙nʲɪχs
corrguineach	kʌɾgɪ̞nʊ̞q
corrguinecht	kɑɫgɛnɑqtʰ
corriasc	kaːrʃk
corruair	kaðɾaɾ
corrughadh	kɒˈɾɒ
corrán	kaɾɑn
corrán tuathail	kɑɾɑntɯl
corsaicis	kaːsˈtiːk
coróin	kʌrˈon
coróin an deiscirt	kramʁɪŋ jɛʃkɛrtʃ
coróin an tuaiscirt	kʰɛrou̯nʲa tʏɪskɪ̞rt
coróin mhuire	kɒɾɒˈnɒb wˈiɾˈi
coróin naofa	kʌrˈonˈ nˈajfˈa
coróinvíreas	kroːnʲivʲeraskɔvʲidnɔjdzʲæk
corónaigh	kara˩˥ːna
cos	kˈɔf
cosa	kˈassa
cosain	ɑsɑn
cosaint	kɑsˈsɛnt
cosantach	qɒsantɒk
cosantóir	kˈasumtˈoː
cosc	kɔʃk
coscartha	qɒlsqɒˈɾɒˈ
coscán	kɑskɑn
cosdeargán	kʃtostsaganto
cosmhuintir	koːsviːtˈɛz
cosnaíonn	χɒsnˈijim
cosnochta	kɒˈsnɒqdɒˈ
cosnóidh	kasnou
costas	kostus
costasach	qɒsdiʃɒq
costphraghas	kɔʃtfˈaɪs
costrach	kɑstrɑq
cosán	kɒsɒːn
cosúil	kɔsto˩˥ː
cosúla	kastɯlɯ
cosúlacht	ɾuzulɯt
cosúlachta	qɒsɒlɒqtɒ
cotadh	χata
cothaigh	kˈoːɦi
cothroime	kɒlimi
cothrom	kɑˈrɯmkatˈrɯm
cothromaigh	kɑlɯ̞mɑ
cothromaíocht	xɒˈɾimjeɣd
cothromóid	kɑɫmɑt
cothromúil	qɯ̞rhʊ̞mʏlɪ̞
craein	kɹˈeɪn
craic	krak
craiceann	kɾækʃiŋ
craiceáilte	kɾˈikːlˈfˈa
craicne	kraknə
craicéir	kɾˈɑkˈɛɾ
crainn	kɹˈim
crainnte	kɾˈɪnˈtʃɛ
craith	kɾa
craitheadh	jˈɛ
crangaid	kɾaŋgət
crann	kœ̃n
crann beatha	kɾɔn tæhæ
crann caorthann - cairtheand	kɾaːm qiːrim
crann castán	kʲrnˈkʲastɑˈn
crann coill	kronkajl
crann gallchnó	tʃaːlˈgɑlˈksnɑv
crann na beatha	kran nabaxa
crann nollag	kɾaːntɑluɟ
crann sceiche	kroːn ʃaka
crann silíní	kɾɒn ʃiliˈniː
crann úll	qɾn ola
crann-laoch	kɾˈɑnlˌeɣ
crannóg	kranˈok
craobh	kɹˈeɪf
craobhach	kriːvɑh
craobhchomórtas	kɾɪvχmolʃtɛz
craobhraic	kɾʲɪg
craobhscaoileadh	kɾʲɪfsskɑjɑlɑ
craoibhe	krava
craoibhín	kreivon
craol	kɾeɪe
craoladh	kɾɒjɒlɒ
craoltóir	kɾeɣ̞t̪ãt̪oɣ̞t̪es
craoltóireacht	kɾiːltɒrɒqtˈ
craoltóirí	kɾɛɔtɛri
craos	kɹˈeɪs
craosach	kɾɪsɑq
craosaire	kɾejsɾe
craoslach	kɾɪslɑx
craosta	kriːstɔ
crapadh	krapa
creabhar	tʃau̯r
creach	laːxˈal
creachadóir	kɾˈɛkhɣitˈɔfɪt
creachadóireacht	krˈaːɣədoːrdˌɑxt
creagach	krakəχ
creagán	tʃakam
creaidhmheach	kˈtɛvɑ̃
creamh	kre
creamhach	klimq
creatha	krara
creathnú	kʃɛːnɔː
creathán	kriːaɣ̞on
creatlach	kæɾtlæx
credne	kˈizɛtɲˈe
creiche	kˈekɪ
creid	kɛsɛts
creideamh	ksʲatzʲa
creideann	kɾedʒiːn
creidfimid	ketetnɛmit
creidim	sɛdʒɛm
creidimid	kɾˈeːdimit
creidiúnaí	sʲætjɛnɨ
creidmheach	kθətfɑkh
creidmheas	ksˈɛdvˈæs
creidmheasa	kʏrdʲvjɑsɑ
creimhinis	kɾɛvɪnˈtʃ
crimhthann niadhnáir	kralʲ nʲinɔsʲ
crimthainn (old irish)	kˈrɪmsan
crimthann	ʒˈɛnɪ
crimthann niadh nár	kráhˈn nˈiː nˈɔr
criofán	kneɟn
criomhthain	krohe
criomthann	klippɔm
crioptón	kriːptuːn
crios	θɾes
crios ildathach	kɾˈɪs ildˈax
crios iompair	kˈajs ɑ̃pʁˈdʒ
crios leaisteac	krˈɪs jˈɛʃtriːgˌ
criospaí	kɹˈɪspi
criosta	kɾˈɛsta
criostóir	kristor
crith	lɛ
crith talún	kriːtɑlɔn
crián	kriːan
crióilít	kriɛɫitʃ
criú	tʃiɾeu
crobh	frau
crochadh	χrˈɛxˈe
crochaígí	kˈɾˈɐχəɣi
crochta	kɾˈɒχtɒˈ
crochóga	kɾaħoɢa
crogall	krakɑl
croibh	kɾɔɫɪθ
croiméal	kro˥˩ːmje˩˥ːl
croinnte	krinˈtʃˈa
crois	kɹˈɛʃ
crois bhrighde	kɾɛʃɫˈidɑ
crois ghearr	kɾˈɪʃ ɾɪaːr
crois mhic leannáin	kɾʲiz ʋʲikɫɛ nɔjɛn
crois phádraig	kreskfarik kreskfarik
croise ceilteach	kɾˈiʃˈɑ kɛltsˈɛx
croisín	kɾˈɑʃiːn
croith	krak
croitheadh	kraha
croitheadh (autonomous)	kroxu
croitheadh (noun)	kroxɨ
crom	kram
crom cruach	kurɑm kruq
crom cruaich	kramː kruːɑq
crom dubh	kɾandʒuz
crom síos	kɾɒmpʃˈeɪs
cromadh	kramɑ
cromcheann	kromsian
cromghlinn	kɾʊ̞mzi̠n
cromáin	xramonʲ
cromóg	kramɔk
cronaím thú	kɾɔnɪmu
cros	kɾˈɛʃˈkɹɒs
cros an deiscirt	kɾˈiʃən dˈɛʃtgəɾtˈ
cros bhríde	kɾˈɛz ˈleːdə
cros-sábh	kruːssɔ
croscheann	kruːsxjaːn
croseagar	krɐsːakɐr
crosghob	kreskɣɑp
crosta	krastɑ
crostagairt	kɾˈˈusttaːgɾˈtsˈ
crosán	krosɔn
crosóg brigde	krosˈoːg priːdzˈa
crosóg mhara	kʰɔ̀ːsɔːkua̯aːraː
crosógaíocht	qɒʃtɒgɒjɒktu
croí	kɹiː
croí cróga	kɹˈaɪ kɹˈoʊgə
croí álainn	kɹˈi ˈɑl
croíadh	kɹˈeɪɚ
croíbhrúite	krivvrotʃa
croíonna	kriːˈɔnˈo
croíthe	kɾɪːxɛ
croíúlacht	kɾijulof
crua	kɾuːa
crua-earraí	kruːgaɾˈeɪ
crua-oibreach	qʃuɫäɑjbljɑq
cruach	xwˈeχ
cruach na riabhaiche	kruːχ nːurjɛhɪ̞
cruachain	kruːxən
cruachaint	kroχent
cruachan	kruːxən
cruachan aí	kruːxan ɑj
cruacheist	kruːɒhjˈæʃt
cruachlann	kɾˈuglˈɛn
cruachán	fɹˈuːxˌan
cruachás	klˈuhˈɑz
cruadas	kɾuvˈɑtɚz
cruadhlaoch	kɾuɫɯ̞x
cruaiche	kroʃʲa
cruaidh	krɯ̞ɫa
cruaidín catutchenn[slash]cruaín catachcheann	kɾuːiːn katːax jaːn
cruaigh	krua
cruatan	kɾɔtɔn
cruicéad	krakɛd
cruidín	krdˈiːn
cruimh chabáiste	kɾˈɒv hɒbˈɒʃdi
cruimh leabhar	kɾˈɛv dˈaʊətˈ
cruinn	kɹˈin
cruinne	kɛnʲi
cruinneachán	kɾˈɑnˈexˈɑt
cruinneas	ɾɑnɯz
cruinneog	kʂanʲewk
cruinneoidh	pɹanjˈo
cruinneál	kaˈnˌ
cruinnigh	ɾˈɒnˈi
cruinnithe	krinneɪ̞hʲɪ
cruinniú	kʐanʲiu̯
cruinniú na mbád	kʲɛnnʲiːna mɑːt
cruinním	kranʲːeɣim
cruit	krɪt
cruithne	bʁənː
cruithneacht	kɾænˈnæxt
cruithneachta	krɛnʲːexta
cruithín	kɾˈɑhiːn
cruth	tʃɵɵ
cruthaigh	bɾɔja
cruthaitheoir	kˈɾɑhɯˈjɑɾ
cruthanna	krħnːajˈkɾɑhna
cruthanta	krohɯ̞ntʊ̞
cruthaíocht	kluːeːjart
cruthaíodh	krohiu
cruthaíonn	krn
cruógach	kɫɑkɑh
crá	kraː
crád	kɾɒt
crág	kɾɑːk
cráibeachán	kro˥˩ːʁ˥ːd˥xɑ˥˥n
cráigh	kroː
cráin	kroːn
cráite	kɾɑːtʃæ
crántacha	kɾaːntˤk˥i
cré	tɾe
cré na cille	kɾˈeːni kɪlˈe
