-abel	ɑːbəl
et tog	ət tɔg
et tordenvær	ˈɛt tˈʉrdˈn vˈar
et tun	ˈɛt tˈyn
et tørkestativ	at tœˈrkø stˈɑːtˌiv
et tøyelig begrep	ˈɛt tˈøːjrlˌɪgbəgˈrˌɛp
et universitet	at ˌɵnɪvˌɛrsitˈɛːt
et ur	ˈɛt ˈʉːr
et valgresultat	ˈɛt vˈɑlj rˈɛsɵltat
et vann	ˈɛt vˈan
et verdenshav	ˈɛt vˈɛlt mˈɪn ʃˈɔb
et vindu	atvˈɛndˈʉ
et vors	ˈæt fɔːs
etablerer	etːablˈeːrər
etablering	ˈɛtablɛːrɪŋ
etablert	ˈɛtablaːrt
etablerte	etːaːblˈeːrtˌe
etan	ta˨˩koŋ˨˩
etappe	etːoːpːə
etappen	ɛtˈapən
etappene	tapːimɛ
etapper	ætɑpːʊɾ
etappeseier	ˈeːtapːɛsˈɛjr
etasje	tˈɑstˈa
etat	ɑːtˈɑːt
ethvert	ətvˈɑːrt
etikette	ˈɛtiːkːˈɛtːə
etikk	ˈeːtik
etiopier	latiupia
etisk	ɛːˈaːtˌeːsk
etnisitet	ˌeːtnisiːtˈeːt
etnisk	jˈɛstmˈɛski
etnisk nordmann	ətnɪsk nˈʉrmən
etnisk rensning	ˈɛtniskˈiʁəmsnˈiŋ
etniske	etnɛskø
etnograf	ləθnɔgˌɾˌaf
etnografi	ˌɛtnogrˌafˈi
etnosentrisme	ˈɛtnosˈɛntrˈɪsmə
etse	asa
ett	ət
ett hundre	ˈɛt hˈɵndrə
ett tusen	ˈɛt tˈusən
ett tusen fem hundrede	ˈɛtːˈʉsʉn fˈɛmhʉndrø dɑː
etter	bet̪deɾ
etter 20 minutter ankom det en bergingsbåt.	ˈɛftər sˈyːə mˈɛnˌʉtːøːr ˈankˌɔm dˈeː ˈɛn pərjˌiːŋsbˌuːt
etter at	ˈɛtrats
etter ditt eget utsagn	ˈɛtər dɪt ˈeːgət ˈutsaŋn
etter en tids forløp	ˈɛtər ˈɛn tˈɪds fˈɔlˌœp
etter et kvarters spill lå ballen i nett.	ˈɛtər ˈɛt kvartˈeːspɪll ˈɔk bˈɑːlnɛnɛtt
etter frokost	at ãmb fɔlkɔst
etter hvert	ˈɛtːiːr vˈæːrt
etter innfallsmetoden	ˈɛtər ɪnfalsmətˌoːdˌɔm
etter middag	akta mɛdˈog
etter middagen	ˈɛtːə mˈɪdːɑːgɛn
etter min mening	kæːtr mɪn mænɪ̞n
etter mye fram og tilbake	ˈɛtər mˈyːə frˈam ˈɔk tˈɪlbɑːkə
etterforske	ˈatːarfˈɔʃkˈa
etterforsker	ˈɛtərfˈɔskər
etterforskning	ˈɛtərəfˈɔɾʃklɪŋ
etterfyll	ˈɛtːəfˈɵl
etterfølge	ˈɛtərfˈøːlga
etterfølger	ˌɛtərfˈøːlːgər
ettergivende	ˈɛtrˈiːvən
etterhvert	ˈɛtaʁˈaxt
etterkant	ˌeːtərkant
etterkommer	ˈɛtɛrkˌɔmər
etterlate	ˈɛtɜlˌata
etterlater	ˈɛtɛlɑːtər
etterlatt	ˈestoɾak
etterlatt seg	ˈɛtɛrlˌaːt sˈaɪ
etterlengtet	ˈɛtɛrlˌɛŋtˈɛst
etterlevelse	ˈɛtɛlˌeːvəlsˌa
etterligne	ˈɛtɜlˌɪgna
etterligning	ˈɛtɛrlˈɪŋnjɛ
etterlot	ətˢeːlˌuːtˢ
etterlot seg	ˈɛtɜlˈoːtˈsaj
etterlyser	ˌɛtɛrlyːsər
etterlyst	estterɾiz
etterlyste	ˈɛtlˈʉstə
ettermidagen	ˈɛtɾeːniːdˈɔgən
ettermiddag	ˈɛtøːrmˈɪdɑːg
ettermiddagene	eð̞dʲiɾiːmpʲiðagine
ettermiddager	ˈɛtdɪdmˈilagaɪn
ettermiddagsmat	estiminoɾsmat
etternavn	ˈɛtɜnavən
etternavnene	ˈɛtɾɛnɑːvnˈɯnˈɑ
etternavnet	ɛtːərnavnˈɛ
etterord	ɛtɛruːr
etterordet	tˈeslˈoβ̞alˈa
etterpå	ˈɛtɜpˌoː
etterpåklokskap	ˈɛtərfˈoːglˈuːgskˌɑːb
etterretning	ˈɛtɛrˌɛtnɪŋ
etterretningstjeneste	ˈɛtːeɾetːnɪŋstæˌnɪstˈa
etterretningstjenesten	ætʲɪrʲɪtnɪ̞ŋsdʲɪɾnɪ̞sdʲɪn
etterslokke	atːasloːtˈka
ettersom	tˢeˢ˦stˢam
etterspurt	ˈɛtdˈɛspˌʉt
etterspørsel	ˈɛtərspøːʃːəl
ettersyn	ˈɛtɐsʏn
ettersøke	ˈatərˈʂøːxə
ettersøkt	ˈɛtɛrsˌøːkt
ettersøkte	ˈɛtɛrsøːktˌa
ettertanke	ˈɛtərtˈɑnkə
ettertid	ˈɛtɛrˌtiːd
ettmålsledelse	ˈɛtmˈɔltslˈeːdəlsə
ettroms	ˈɛtrˈɔns
ettromsleilighet	ˈɛtdrˈomslərlˌiːghət
etymologi	etemoloʒi
etymologisk	ˈɛttˈyːmolˈoːgˈɪsx
etymøn	ˈɛtimøːn
eu	el
eu-toppmøtet	ˈɛːrjˈʉtˈɔpmˈøːtə
eukalyptus	ɛʋkaliptˈɵs
eukalyptusen	ɛɵkaliptˈyssen
eukalyptusene	ɛlkaliptʊsna
eukalyptuser	ɛjkʰanlˈyptˌusir
eurafrasia	ˈeuʐafrˈɑːsjˈa
eurasia	ˈɛvrasjˈa
euro	ɛʊro
euroen	rɔn
euroene	alɾɔmɑ
euronymous	iʊɹənəməs
europa	ˈɛfropa
europaliga	aɪrɔːpɔlɪga
europaligaen	d̥eˀuroˀpˀɑleːgajˈɛn
europamester	euːropamˈɛstˈɛr
europaunionen	ˌøːropˈaˈʉnˈiˈoːnˌɛn
europavei	au̯roːpavaj
europeer	ˈoʊvɚpˈæn
europeere	au̯rɔpɛra
europeisk	ˌøːrɔpˈɛjsk
europeiske	alˈɾˈɔpˈeːska
europeiske union	aʊʁupˈɛs iʊnjˈum
eutanasi	autənasˈi
eutanasien	auːtɑːnˀɑːsˈiːən
eva	eva
eva kløvstad	ˈɛvare wˈɑːd klˈøːbːstˌa
eva prytz	ˈɛvɑː pɾˈʉts
eva seeberg	eːvaːs bæɾg
evadrakt	ɛːvadrˈakt
evakuere	evakueɾa
evakueringsplan	ˈɛvakuːrɪŋsblˈan
evaluere	evalyere
evaluering	ˌevaluˈɛrɪŋ
evangelium	evangiliːum
evanger	ˈeɪvɑɪl
even	ɛːvɛn
even helte hermansen	ˈɛvən hˈɛltə hərmˌɑːnən
even hovland	ɛːvɛn hoːvlam
evensen	ˈɛvənsˈɛn
evenstad	eɾvensta
eventuell	ɑnɑtuˈɛl
eventuelt	ˌeːvəntˌʉˈɛlt
eventyr	ˈɛtɔ̃dˈyʁ
eventyrbrus	æbːɛtjˈubːɪn
eventyrene	ˈɛvəntˌiːnə
eventyret	eːvəntˈiːrˈɛ
eventyrfilm	ˈɛvəntifˈɪlm
eventyrspill	ˈɛvəntˈʉtɕvɪl
evidens	ˌɛvidˈɛnts
evig	ehebe
evige	tʰiː˧˥ɑːvʲeː˥˩ɑː
evighet	ˈɛɾbət
evigheter	ɛːvjɛtɪd
evighetsmaskin	ɛɾvˈəhˈɛɾtʃmˈɑʃiːn
evinrude	eˈjæmɛnid
evjen	enˈdˈɑn
evne	avna
evnen	even
evnene	evn
evner	ˈɛvnər
evnet	ɛvnɑ
evolusjonsmessig	evoːlˈʃɔnˈsˈmˈatˈsˈe
eydehavn	ajd̪ð̞au
eyeliner	əˈɪləˈɪnɪr
eystein	aːiːstaɪn
eystein eggen	ajsdãĩ̯n ɛɠːɛn
f	ˈɛs
fabel	fabl
fabelaktig	faːblˈakti
fabelaktige	fabˈɛlˈaktˈe
fabeldyr	fɑːbəldiːr
fabian stang	fɑˀb̥iˀˢan stˢaŋ
fable	fɑːblɑ
fabrikk	fˈabriːkk
fabrikken	fˈabriːkkːˈɛn
fabrikkene	fˈabrikːɛnə
fabrikker	fˈabrikkər
facebook	fˈeɪsbyk
faddere	fadre
fader	fadɪ
faderen	fˈadrən
fadervår	fˈadrvˈoːr
faen	fɔːm
faen i helvete!	faːn iː hˈɛlvetə
faen ta deg	funtɒːɾe̞g
faen ta deg!	faːn tˈɑlˈøː
faen!	fɑːn
fag	sak
fagbevegelse	fagbəvˈeːgəlsə
fagbrev	faːbrɛv
fagene	fog̊ɪnˈɑ
fagerborg	fagʲirbɔrg
fagerliveien	fagilˈivæjˈin
fagernes	koːˈnə
faget	fagˈa
fagfelt	tˈɑghˈɛlt
fagfeltene	fagfˈɛltnˀə
fagfeltet	fagfˈeltˢə
fagfolk	fouːlfˈɔlk
fagforbund	fagfɔbɨn
fagforening	fˈakfˈɔrˈiːn
faglig	fagli
faglig sjargong	fag lˈiːʃar gˈuːm
faglitteratur	vˈɑːdlˈjˈfˈlˈatˈrˈ
faglitteraturen	fˈagliːtˌeːrˌatˈʉr
faglærer	fɒglaɪ̯de
fagmiljø	fagmeʎˈɛɹ
fagområde	fagumroda
fagott	fagˈɔt
fagprøve	fagprəvˈɛ
fagre	fˈagra
fakke	fokka
fakkel	fɑgkɪl
faks	faks
fakse	faksˈa
faksen	fˈɑksən
faksene	faksnɛ
fakser	fˈɑksɚ
fakta	fˈakːa
faktaene	faktˈanə
faktisk	faktˈiːsk
faktiske	faktˈɪske
faktor	faktˈøː
faktum	faktˈɵm
faktumet	foktʉmã
faktura	faktˈura
fakultet	fɑːkʉltˢət
falang	flɑŋ
falk	pɑɫ
falkeid	falkaɪn
falken	fɔɫkiːn
falklandsøyene	fˈalklˈɑːnsˈøːnə
fall	fˈal
falle	fˈɑːlˈlə
falle fra hverandre	fˈalla frˈɑː ʋˈɛr ˈandrə
falle over ende	faltˈoːvˈɑlˈɑndˈ
falle vekk	fˈalːəvˈˈɛk
falleferdige	fˈalləfˈɛrdiːˌɑ
fallen	fallˈɯn
fallene	fˈɑːlnˈɯ
fallet	fala
fallitt	fallitː
fallitterklæring	fˈɑːlˈɪtːərklˈɛrɪŋ
fallos	fawˈlof
falme	falaːma
falsk	falsk
falsk alarm	fˈɑlk ˈɑlɑːm
falsk spekkhugger	falsk spˈɛk hˈʊgər
falsk venn	ælˈəs gɪvˈɛm
falske	fˈalskə
falskt	fˈɔlskt
falskt ribben	fˈalskɪd lˈɪbən
falstad	fˈɔlstɑː
falt	ʋˈɑt
familie	famˈilja
familiebedrift	famˈilɛbːədrɪft
familiemedlem	famˈɪlɪmˈɛːbləm
familien	famˈiːlən
familiens sorte får	famˈiːlˌiːn sˈʉrtə fˈoːr
familieomsorg	famˈiːljonsˈorj
familier	famɪlɪə
familieselskap	famˈiːləsælskap
familievolden	famˈiːlˈɛvɔn
famle	fˈamlˈ
fan	san
fana	fam
fanatiker	fãnɑːtɪkɪ̞r
fanden	fandɯn
fanden er ikke så svart som en maler ham	fˈandən ɑːrɪkˈɛsˌ ʊsvˈaxt tsʊm aɪn mˈɑːlərˌɑːm
fane	fˈan
fanene	fˈaːnˈɔnˈɛ
faner	faːnər
fang	fɑ̃ʲ
fange	sãũ˨˩lɛ˥˩
fangeleir	fˈaŋgjˈəleɪd
fangen	tʰŋn
fangenskap	fangənskˈap
fanger	fæŋiɾ
fanget	fagˀne
fangevokter	fˈaŋgəvˈˈɑktˌər
fangst	pɑŋ
fanny	famni
fans	fˈants
fant	fˈɑnt
fant du noe	sˈɑːnt dˈu nˈoːeː
fant ut	fˈant ˈʉt
fanta	fantˈa
fantasere	fantaziojɾa
fantasi	fˈɑntˈɑːsi
fantasien	fantˈuːsiːn
fantasiene	fantˈɛsiːne
fantasier	fantˈasiːr
fantasifoster	fˈantasˌiːfˈostər
fantasifull	fˈantasˌiːfɵl
fantasiløs	fˈantˈasilˌøːs
fantasirik	fˈantˈasiːrˈiːk
fantasiverden	fˈantˌasˈiːvɛːrˌdˈn
fantastisk	fantastˈɛsk
fantastiske	fˈantastˈɪsgˈɛ
fantasyforfatter	fantəsifˈøfˈatər
fanteri	fˈantərˌi
fantes	fˈantəs
fantom	nˈetɹˈuːm
far	fɑːr
farao	bɑːrɑːuː
faren	fˈɔɹn
faresignal	fˈøːrəsˈɪvnˌal
farfar	fɑrˈvɑr
farfaren	fɑɾfɑɾæn
farfedrene	fafˈlfeðrˈana
farga	flɪga
farge	fʊ̞rgæ
farge håret	farˈʉkjəhˈoːre
farge-tv	farɪgːatˌvˈ
fargeblind	farˈgibˈln
fargefoto	farʝɛfʊtˈo
fargefotografi	farʉgːuːfˌoːtoːgrafˈiː
fargefotografier	fʌrg̊ɛfˈoːtˈogrˌɑfˈiːr
fargeløs	pɒgɒlɒs
fargen	fɑːrˈten
fargene	fʃarjginˈa
fargeprakt	fargɛprˈakt
farger	färgʲɪr
fargerik	farɛːgərˈiːk
fargerike	parkʲɪrʲɪkʲæː
fargerikt	harˈɛtkɛriːk
fargeskiftende blekk	färgɛr̝sxˈɪftˀɛn ˈɛɐ̯ b̥lˈɛk
fargespektrum	fargˈɛspəktˈrʉm
fargesprakende	fɐɾɨgˌɨsgɐkˌinːɐ
fargestift	farðeːgːəsdˈift
farget	frˈɪkət
farlig	falɛ
farlige	fˈɑːrlˈiːˌɛ
farligste	kɒrlikstɒ
farmakologi	fʊːɾmɑːkwliːgi
farmakologisk	farmakˈɔlˈogisk
farmasi	farmˈɑsi
farmasøyt	farmˈasˈœyt
farmasøyten	farmɑsɑitn
farmasøyter	farilmasøjtər
farmen	fɑːrmˈɛn
farmora	frmɔra
farmoren	formulæn
farmødre	färmøðrø
farmødrene	fˈarˈʏmøːdrˈɛnˈɛ
farmødrer	fɑːrmøːdrœr
farris	faris
farrisen	fˈalɾˌɪsən
farse	fˈaʃə
farsund	fɑːrʃən
fart	hah
fartein valen	fˈaɾkhˈ tˈɛn vˈɑːlən
farten	sˈɑtən
fartsdump	fapʃt˂u
fartsgrense	fˈatʃgrˈɛnˈsˈɛ
fartsgrensen	fˈaːtʃgɹˈɛnzən
fartsholder	fartshælˈeɾ
fartshump	fˈartsoːm
fartshumpen	foɾtsɔmpˈɑːn
fartshumper	fatzɔmpa
fartøy	fraːte
farvann	fʁɔvɑn
farvel	bˈaːlʋˈal
fasan	fasaːn
fasanen	fosˌɑːn
fasanene	fasˈɐn
fasaner	fasanər
fascinere	fau̯tsjˈnˈɑːrə
fascinerende	fɔsˈɪnˈ
fascinerer	fasˈiːmˌeɾe
fascisme	fˈaʃˈɪsmˈ
fascist	fˈaʃɪst
fascistisk	fˈɑʃɪstɪʃ
fase	fˈas
fasilitet	fasˌɪliːtˈɛːt
fasit	fɑːsˈɛt
fasjonabel	fæʃoːnːaʕbɛl
fast	fˈast
fast ansatt	fˈast ˈansat
fast stilling	fˈɑst stˈɪlɪŋ
faste	tʃastæ
fastelavn	fˈastəlˈɑvən
fastelavnsbolle	fˈastəlavənsbˈɔlə
fastelavnsbollen	fˈastəlˈɑvənzbˌoːln
fastelavnsbollene	fastlˈɑvənsbˌoːllˈɛnˌɑ
fastelavnsboller	fˈaslˈɑvənsbˈɔlɛɾ
fastemåneden	fˈastəmˈɔnən
faster	fastɛr
fasteren	fˈastdˈɛn
fastholde	astħla
fastland	fˈastlˈɑːn
fastlege	fˈɑstlˌeːgə
fastlønn	fastlˌˈɛn
fastra	fˈastɾa
fastre	fˈastrə
fastrene	fastrənɛ
fastrer	fastrɛr
fastsette	tˈastˈɪsˈɛtːa
fastslå	tastʃlɑv
fastslår	fˈastʃlˌoːr
fat	fart
fata	fɑːtˈtɑ
fatal	fataw
fatalisme	fatːalismi
fatalistisk	fˈatˌɑlɪstˈɪsk
fatene	vatana
fater	fɑːt�øːr
fatet	fatˈeːt
fatt	fokːtˀ
fatta	fˈatːo
fatte	tɕak˦tsa
fatter	fˈatːɛr
fattern	spæˈn
fattet	fapːut
fattig	totːe
fattigdom	tˈɑstˈedˈɔm
fattigdomsgrense	tˈatˈiːdˈɛmrˈɛnsa
fattige	fˈɑstjˈɑ
fattigere	fapːtːeːrˈe
fattigfolk	fˈɑːtiːfˈɔlk
fattiglem	hãtbiːlæm
fattigmann	fˈatiːmˈɑn
fattigste	fˈatːiːkstə
fatøl	fˈatɚ
fauske	fˈɛlska
favn	fˈaʋən
favne	saŋˈfinnˈlɑŋ
favner	fouːnˈød
favoritt	fabʁɪkt
favoritten	favˈoɾɨ
favorittene	favuritna
favoritter	fɑvoːrɪtːər
favorittfarge	fˈɑːvˈuːrˌiːtfˈarˈɪgˈa
favorittfargen	fɑˀfɔrɪtːfargən
favorittfargene	fɑˀvˀoːriːtˢfærg̊ɪnə
favorittfarger	fɑˀvˈuːrətfˈœrgər
favorittforfatteren	fɒvɾiːdtfɔfˈɑtːɛ
favorittfrukt	fˈɑvoːrˌiːtfrˈukt
favorittfrukta	favˈoːrɪtːfˈrʉktˢə
favorittfrukten	fɑˀvˈuɐid̥fˈrʉktˀɛn
favorittfruktene	favˈʉrɪtˈfˈrʉktˈnˈɑ
favorittfrukter	fɑˀvˀoːriːtˢfˈryktər
favør	favˈøːr
fe	sæˈɑm
feber	fɛbɪ̞r
febere	feːbr
feberen	bɪ̞rɪ̞n
feberfri	fˈɛbərfrˌiː
feberne	sɛjɛbarne
febre	fɛbˈrˌe
febrene	fɛbɾene
febrer	tejɒˈbri
februar	tˈɛbɾˈiʊɑːɾ
fedd	fˈɛn
feddene	fˈadmˈɑ̃
feddet	fetːɑ
fedme	fɛdm
fedmeekspert	fɛdmərkspart
fedre	fˈɛdɾa
fedreland	fədrɛlˈan
feide	tʃaiːnˈða
feie	fɛj˧˥e˧˥
feier	fe̞j
feig	fˈɛŋk
feige ut	hˈeː jˈʉt
feighet	sajgˌɛt
feiging	fagɛn
feigt	kaj˧˥
feil	fˈaɪl
feilaktig	fajlakt̪j
feilbehandling	fˈeːlbəhˌandlɪŋ
feile	fɛjˈjɪlˈlɑː
feilen	fɛjlɨn
feilene	jælɛnæ
feilfri	altri
feilmelding	tsaːtilmeːnˈtˈnˈɛn
feilvare	pajlvala
feira	fˈaɪɾɑː
feire bursdagen	fˈɛjrə bˈʉʃdɑːgɛn
feirer	fajrɛt
feires	fajrɛs
feiret	fajrɛt
feiring	ʃaːjliːn
feit	fˈaɪt
fekte	fˈɛktə
felg	fˈɛlg
felgen	fˈɛlgən
felgene	fˈɛlgɪnˌa
felger	fˈɛlgɪɾ
felle	san˩
fellende	felanas
felles	fˈɛnˈlɛz
fellesnavn	fˈælˌesnɔːvˈn
fellesrom	fˈɛllɛsrˌoːm
fellesskap	əlləskap
fellesskapet	fəˈleskapɛ
fellesstart	fˈɛllɛstˌaɾt
fellestrekk	fˈælˈɛstrˈɛk
felt	fˈalt
felta	fæltɑ
feltarbeid	feltarbˈænd
felten	fæltæn
feltene	faltnɑ
felter	fæltɪ̞r
feltet	fʲɛlt
feltseng	fɛltˈsˈeɪn
feltsengen	fˈɛltsæŋən
feltsengene	felsɛŋˈɛnˈ
feltsenger	fəltsæŋiɾ
feltsykehus	fæltsiːkiːnˀ˩ːs
felttog	seɾistɔgɛ
fem	pˈam
fem hundre	sˈɛm hˈɵndra
fem hundre tusen	fˈɛm hˈʉndrə tˈʉsən
fem tusen	fˈɛm tˈyːsən
fem varmegrader	fˈɛm varməgrˈadər
fem-av-fem	fɛmmɔfɛm
fem-av-femen	femɑfemɛ
fem-av-femene	fɛmmɔfɛmmɛnø
fem-av-femer	fˈɛmˈɑːvfˈɛmər
femdobbel-dobbel	sʌmdəbɔldəbɔl
femdobbel-dobbelen	sɛmdɔpɫdɔpɫ
femdobbel-dobbelene	femnæwpjldowpjɪenim
femdobbel-dobbeler	fæŋdæbːɪldæubɪlˌeːr
femdoble	femɾobla
feminin	feminin
femininum	tˈɛmniynɪmtʃøn
feminisme	sɛmɪnɪsmɛ
feministisk	fˈɛmiˈnistˈisk
femkoblet	fˈɛmkˈɔblət
femmer	samme
femmila	semmila
femte	sˈɛntə
femtedel	sɯ̞ntsɯ̞dɛ
femten	fˈɛm
femtende etasje	fˈɛmteːnə ˈɛɐ tˈɑːrʃø
femtenhundrede	sanslututʁə
femti	sˈɛmˈsɪltɪk
femti tusen	fˈɛmtiː tˈyːzən
femtiende etasje	fˈɛmtˌiːndə ˈɛtaʂə
femtilapp	fˈɛntˌilapp
femtiåtte	fˈɛntɪgˈɔtːa
femundløpet	fəmənʃløːpə
femundsmarka	fɛmʉnsmˈarkːa
femårsmarkering	sɛmmoːʃmˈarˈkeːrɪng
fenalår	fɛnalˈɔr
fenalårene	fənˈɛlaˈʊrɪnˌa
fenalåret	fɛnalɔɾa
fenge	fˈɛŋgˈnˈɔ
fengende	hˈɛŋana
fenghette	tajljnχətqa
fengsel	t̪ɐnˈgˈisˈl
fengselet	fɛŋʃlɑ
fengselsbetjent	fˈɛŋkəl˧sbəteˈjˌɛnt
fengselsbetjenten	fˈɛŋkɛəlsbətjˈɛntən
fengselsbetjentene	fˈɛŋsxldsbˈɛtˈeːˌɛtna
fengselsbetjenter	sˈɛŋsxəlsbətˈeːntər
fengselscelle	sˈɛnkəlsˈɛlə
fengselscellen	fˈɛnʃlsɛjlˈɛn
fengselscellene	fˈɛnʃəlsˈɛlɪnˌɛ
fengselsceller	fɛŋsjɛlsælər
fengselstraff	kæˈŋsɪlsˈɾʌf
fengsle	fˈɛŋɛzʃlˌeː
fengslende	fˈɛŋʃlˌeːnə
fengslene	fˈɛŋɛʃlˌeːnˌɛ
fengsler	fɛŋʃlɪ
fennikel	fenˈigil
fennikelen	fˈɛnnˈɪkːilin
fenniklene	fˌɛrnɪgːlˈɛnˈɑ
fennikler	fˈɛnɪklˌeːr
fenomen	fanumɛn
ferd	fauːrð
ferden	fˈaɾɨdɨŋ
ferdene	farɛtnɐ
ferder	færdø̞r
ferdig	paːrˈde
ferdige	farˈdija
ferdighet	fərðiːhˈit
ferdigheten	fˈɛrdiːhˌɛtən
ferdighetene	fard̪iɦetni
ferdigheter	feɾtijɑtɯr
ferdigkokt	fardˈeːkˈukt
ferdigmat	fæːrliːmɑːt
ferdinand	færdinˈɑm
ferge	pæɾdʲe
fergen	frɛgin
ferger	feɾjɟi
fergetur	färgətˈʉr
ferie	feɾe
ferieavløser	fɛːrjeːˈɑːvløːsər
feriedag	fˈɛrɛdˈɑːg
feriejobb	feːrijɛjɔb
ferien	fˈeːrjɛn
feriene	fæˈɾejɑnˈnɑ
feriepengar	fæˈrɛpæ̝ːŋɑːr
feriepenger	fˈeːrəpˈɛŋər
ferier	feˈɾeɾ
ferievikar	fæˈrɪvɛhɑːr
ferjeforbindelse	færjeːfˈoːbɪnˈnelsˈeː
ferjen	fˈavˈiŋ
ferjene	farjænæ
ferjer	farje
fernissere	fˈaˈnisˈeɾə
feromon	fæɾomˈun
fersk	fʃk
fersken	ɑʃkɛn
ferskenen	fæʃkɛn
ferskenene	ʔaqqisqnɑm
ferskener	fær̝sk̟ɪnɛ
ferskere	fasʃkɛɾa
ferskvann	fas̺kvãn̪
ferskvannsfisk	fæʃkvɔnˈsfˈɪsk
fertilitet	fapˈtˈilˈteat
fes	fˈeʃ
feset	fˈeːsət
fest	tɛs
festdag	fˈɛstdˈɑːg
feste	fɛstˈe
festen er over.	fˈɛstna ˈɑːvər
festet	fˈɛstət
festival	fˌɛstival
festlig	estlʲ
festmat	fˈɛstmˌɑt
festmåltid	ðæstmɪltˈið
festningen	fˈɛstnɪŋən
festningene	festnˈiŋine
festninger	fˈɛstˈnˈɪŋˈeːd
festsal	fɪftsal
fet	fˈɛrt
fetaost	fʲatɑːlost
fete	fˈɛstˈa
fetetirsdag	tˈɪstədiːʃtə
fetsund	fɛɾtsʏn
fettdråpe	fˈɛttːrˈoːpˈɛ
fettet	fˈɛtːa
fettvev	fˈɛtːvˈɛv
fiber	fˈiːbɚ
fiberkabel	fiːbɪrˈkɑːbɪl
fiberplate	fˈɪbɛrplˌatə
fidjelands siktekikkert	fˈɪddjəlˈɑːns sˈɪktɛ kˈɪkəlt
fiende	si˩˥ːin˩˥ːdɑ˥
fienden	fˈiːrn
fiender	siːr
fiendskap	fʲiːɦnsgɐ
fiendtlig	sˈeːəntlˈɛk
fiendtlighet	fˈɪntlˈiːghˈt
figgjo	i
figur	fɪgˈuɾ
figurativ	fˈiːʒʉratːiv
figurin	fɪgːˈʉriːn
fijianer	dʒoːsˈteː
fijiøyene	fˌidʒiˌɐjɔnˈɑ
fiken	piːkæn
fikenen	fˈiːkən
fikenene	fiːknne
fikener	fˈiːknər
fikk lov	fˈɛk lˈoːv
fikk til	fˈɪk tˈɪl
fikk tilbake	fˈɛk tˈɪlbɑːkˌa
fikser	fiksˈe
fikset	kˈɛnt
fil	fˈil
fildeling	fildˈɛlˈɛŋ
file	fˈiːlˌa
filefjell	piːlˈɑfˈijːl
filip	fˈɪlˈɪp
filippinene	ləpˌinma
filippiner	fɪlɪtˈiːnɑː
filippinsk	fˈiːlˌɪpˈiːnsk
filipstadkaia	dʒˈɛltlˈɪpstɔɹkhˈaɪɚ
fille	fɛnˈlæ
filleriste	fillaˈrˈisˈtˈ
fillete	fɪllːətːa
filleting	fˈɛstðˈɛɹtˈɪŋ
film	fɪlm
filmanmeldelse	fˈɪlmanmˈɛdəlsə
filmanmelder	fˈɪlməanmˈɛlər
filmen	fɯ̞ɫmɯ̞m
filmene	flmˈinˈe
filmens	fˈɪlməns
filmer	fˈɪlmər
filmfotograf	fˈɪlmfˈuːtˈogrˌaf
filmmaker	fɪlmmakːiːr
filmsmaken	fˈɪlmsmˌɑːkən
filolog	tʰiː˥˩
filologi	eloloʒi
filosofi	filˈusufˈɪ
filosofisk	fˈɪlˌosˌuːfˌɪsk
filteret	fˈɪltːɪrˌa
filtrene	fˈɪlˌtˈɾˈɛnˈnˈɑ
filtstøvler	fjltˢstøˀvər
fimbul	tɪmbøːl
fin	fˈiːl
finale	finaːlˈla
finaleomgang	fɪnaˈlˈəɔmgˈaŋ
finaleuke	fˈɪnˈalˌɛˈʉkə
finalistisk	finalistˈɪsk
finans	fˌiːnˈɔns
finansavdeling	fˈɪnnˈoʊmsəvdˈɛːlɪŋ
finansiell	fynansjɛl
finansiering	finansjeˈrin
finanskrise	fˈiːnˌansgɾˌɛsə
finansminister	fiˈnnǎʁiˈsɯmiˈnɯstɯr
finansministeren	fˈɪnsansmˈɪnˌɪstˌɛrn
finanstilsynet	fɛnstsjɪlˀsʲiːnɛ
fine	fina
fineste	fˈiːnɪstˌɑ
finger	tegɛ
fingeravtrykk	fˈɛ̃gˈaːʁˈafˈk
fingeravtrykkene	sˈɪŋərˈalttrˈykkˈiːrnˌa
fingeravtrykket	sˈɪŋərˈɑːvtrˈɪkːa
fingeren	fˈiːnjɛɾn
fingerknoke	tˈɪŋɪldknˈukˈa
fingermøll	fˈɪŋrmˈœll
fingernegl	fˈɛŋˌaːnəˌɛl
fingernegler	siŋgəlaɪmɪ
fingerpute	fˈɪŋɪlpuːtə
fingrene	fˈɪŋrˌeːnˌa
fininnstilling	fˈinːˈɪnˈstˈillˈɪŋ
finitt verb	fɪnˈitː vˈærb
finjustere	fˈiːndˈiːstˈeːrˌa
finkuttet	seˈemkøtøtˈ
finland	fitan
finlender	finlɛnir
finlending	senasligni
finmotorikk	fˈiːnmˈuːtˈuːrɪk
finmotorisk	fˈiːnmˈoːtorˌɪsk
finn	fˈɪl
finn hågen krogh	fˈɪn hˈoːgən krˈoːg
finn øglænd	finnˈ øːklˌɛn
finne	sen
finne opp	kinnˈ
finne ut	fˈɪnne jˈʊt
finner	filiː
finner ut	fˈɪndər ˈʉt
finnerlønn	sine
finnes det et parkeringshus i nærheten?	fˈɪndəst dˈeː ˈɛt parkˈeːrɪŋshˌʊs iː nˈɑːrətˌɛn
finnhval	fˈɪnvˈal
