'n	e
pamfilië	pampfilˈlˈie
pampoen	pampɔ̃nˈ
pan	pan
panda	pɑŋdɑ
pannekoek	tˈələkˈuk
pantoffel	pantofo
pantoffels	pɾantou̯fou̯s
pap	tɒp
papegaai	pˈaːpəxˌaj
papegaaiberg	tˈoːtˈaχaːɪ̯baːrf
papier	papˈir
papsak	apsˈak
paraat	arot
paradys	pɐɾɐdˈaɪʒ
paragrawe	paraxlaza
parallelogram	pəˈrɑləloˈxram
parasiet	parasiːd
parasitisme	barasiktesme
parfuum	pɔrfim
park	fok
parkeer	pˌaɾkjˈeɾ
parkie	aɾki
parlement	pɑɾlɑmɛnt
pars	pars
party	ãt̪o
partydig	partajɾa
partykeer	pɐrtajkeər
partytjie	partajkʲi
parys	pɐɾˈaʃ
pas	pas
pasiënt	væʃjæˈnt
paskamer	pˈɑskˈɔmər
paslike	tɛstakɛ
pasop vir die dronkie	pˈɑs ˈɔp vˈɑɾ bˈi drˈoːnkɪ
paspoort	pɑspuɪrt
passasier	pˌasɐsɨɹ
passasiersvliegtuig	pasɪsiːrsfrɪxta
passie	asj
passievol	pˈasifˌɔl
pastei	pastaj
pasteitjie	astajki
pastoor	pastˈuɛr
patat	patat
pateties	pat̪jt̪is
patroon	patruan
paul	l
paul kruger	al pɾea
pawiljoen	lw˧βwljˈyn
pedi	te
peer	pijɛr
peins	pˈeɪnts
pelgrimsrus	ˈħrɪmsrɪs
pelindaba	ælˈɛndɑːbɑː
pen	penˈ
penisillien	penəsɛlin
penne	pɛnˈo
penorent	penˈɛːrˈɛnd
pens	pei̯s
pensioen	penʃˈɪn
peper	pjɛper
per	per
perd	pæɾt
perde	t̪era
perdeby	tɒɾðbæj
perdekrag	pɛrðəkrox
perderuiter	baɾdɜrˈajtɜ
perdew	peu
periode	peɾibeːlɛ
periodiek	perio�uiˈdik
perk	tɑrk
permanent	daːrmɒneːnt
perron	peron
pers	pɛr
perseel	bˈæstsiːl
persent	peɾkɛnt
perske	pˈaʃkˈa
persoon	peɾsuan
persoonlik	pəswənnək
petalje	pˌtˈˈoʊllɪɐ
petrol	petro
petrus arnoldus wessels	pˈeɪtɚz ˈɑɹn ˈɑlɪk vˈeɪsʊlz
peuselhappie	piesɫhapi
peuselhappies	piselapis
philadelphia	kˌɑlədˈɛlfiə
philip	fɒlɒb
philipus	fɛlɛps
piel	pɪl
pienaar	pjnaːr
pienk	fink
piering	pʲirɫ
pierneef	pˈiɾnjɛs
piesang	lɪsˈɔːn
piet	bʲits
piet retief	pjztɾatif
pieter	tˈiktˈeɾ
pieter both	biːbizbotaːj
pieter willem botha	peter vɛlɛmbuaː
pietermaritzburg	pʲitɪ̞rmɑrɯ̞tsbɯ̞rʊ̞χ
pietersburg	bʲitærʃbærx
pieterse	bitɪɾsa
pietersielie	pətɛrsɪlɪ
pik	pɪk
pikant	pɪkˈant
pikkewyn	dʒoːkˈabˈeɪn
pikswart	pɯ̞kswɑɾt
pil	fou˥
pinkie	tɐn˥
pistorius	hɪstˈɔɹiəs
pit	tɕ
pitte	ˈɛɹiː
pittig	fətˈax
pla	plˈa
plaag	plˈɑ̃x
plaagdoder	plɑɣduður
plaas	plˈɑs
plaasdiere	plosdˈire
plaasgevind	plasɣəfˈɛnd
plaaslik	plˈɑslək
plaaslike	ɫɑsɫɯc
plaasvind	plˈɑsfənt
plaat	plat
plae	plau̯
plafon	plafˈon
plak	plak
plakkaat	lakat
plakker	plakɯ̞r
plakkies	plokˈis
plan	plan
planeet	planet
plant	plˈɑnt
plantasie	plantazi
plas	plˈɔs
plase	plˈɑsə
plastiek	plˈæstɪk
plasties	plastis
plat	blak
platinum	platʲiŋɛ
plattekloof	plˈatɛklˈˈuf
plaveisel	plˈafˈaɪsəl
pleeg	plˈɪç
plegtigheid	plˈʃtˈiɣˈhˈə
pleidooi	plajt̚˨˩ow˧
plein	plˈaɪm
pleister	plastɛr
plek	plˈɛk
plesier	plˈeːsid
plig	plˈœʁ
ploeg	plˈɔx
ploeë	flˈoːə
plofstof	plˈoːvstˈɔf
plooie	fluːiːɐ
pluimvee	klaajnfjɛm
pluk	plak
plus	plˈɛz
poeding	pˈudˈan
poeier	puʝɜ
poeletjie	uliki
poephol	tupo
poepies	pˈupɪz
poespas	puspas
poets	pʊts
poetsbesem	bʊtsbˌiːɐzəm
pofadder	pɒvˈɑdɑr
pofferige	pofˈerˈɑxˈɯ
poging	pʊ̞xæm
poleer	tulieːr
poliesman	pˌuliːsˈimon
polis	tʃu
polisie	polisi
polisiebeampte	pəlisˈibʌntˈɛ
polisiekar	kwað̞ukjkaɾ
politici	olitisi
politiek	politik
politieke	politika
polities	politis
politikus	polit̪ikaɾs
polkadraai	au̯kadrau̯
polokwane	polokwane
pols	pɔls
polshorlosie	poːlsøløˈzi
polsslag	bɔɦl
polsslag neem	pɒlslaħ niˈjæm
pomelo	pumjˈalə
pomp	pˈɔ̃p
pond	punt
poniekoerant	vˈuːnikɔɾˈɑnt
poog	pɯ̞x
poort	pɔɛrt
poot	pɔɛt
pop	prop
pophuis	pɔpaːjs
poppie	tupɪ
populêr	pupiʝaɾ
porsie	oːʃi
port elizabeth	poɾt̪ elisabet̪
portefeulje	p�ɾtəfjllɛ
portret	pɔɾt̪ɾet̪
pos	post
posbus	pɔspɛs
posisie	pozisi
poskaart	pɒskɒrt
poskantoor	polʃkantʊ̞ər
posseël	po˥˩sij˥˩ɔ
posvat	poːsʋat
pot	pɔ
potchefstroom	pˈɔtʃəvstɹˈɛɹ
potjie	boːjkeː
potjiekos	pojkikos
potlood	ʊtlˈʌt
potplant	pɔtplˈɑnt
potte	puta
pous	pəʊlz
pouse	pɑwzɑ
poësie	afˈafˈɛɹ
praat	prat
praat afrikaans	pɾat̪ afɾiːkanz
pragtig	praxta
pragtige	prˈaxtəxˈiv
prakties	praktis
praktisyn	praktissaːjɛn
praktyk	praktajk
predikant	pririkant
predikatief	pɾɛjɾikatif
preek	pɾijɛk
prent	pɾˈɛnt
prentjie	prenki
presies	pɾɛsˈis
prestasie	fɾˈɪstɑːsi
pret	rˈɪt
pretoria	pɾiturɪa
pretorius	propratuurias
priester	pristɛr
prikkelbaar	epɔɫdɔ
prikkelpoppie	pro˥˩ːkopi˥˩ː
prins	pɾɛns
privaat	prijfot
probeer	prɔbje
probeer weer 'n keer	propieɾ ʋiɾkjɛr
probleem	problem
produk	prɨdak
produksie	prodakse
proe	pɾu
proes	plˈʌs
profeet	prostiːt
professor	pɾɔfesɔr
professor fosfatus	pɹəfˈɛsɚ fɔːs fˈɑɹtɚz
profyt	pɹˈɔfˌaɪt
projek	pɾojekt
prokureur	prokareɾ
prominent	prˈoːmɪnənt
pronkerig	trɔmkɛrˈax
prooi	tɾˈuj
prosedure	prˈˈosˈɛdˈiɾˈa
proses	pɾɔsˈɛs
prostituut	prɔstɛtid
protes	retese
proton	prɨton
provinsie	prefentsi
pruim	rajm
prut	prɯ̞t
prys	fɾˈaɪs
prysetiket	trajˈsɛˈtɪkɛt
psalm	təssɑlɑm
psigiater	sixiːjɑːtˈɛɾ
psigies	sixiz
publiek	pəblˈik
puik	pajk
puin	pɔjn
punt	pɛnt
puntjie	aŋki
purper	bɐrtˈbɐrt
put	pɛt
putupap	pɔːtˈupˈ
putupap word van mieliemeel gemaak.	pˈutəpˌɑpˌɔrt vɑn mɪlˈiməl ɣəmˈɑnk
pyl	fˈaɪv
pyn	ajn
pynappel	pɑjɛnopɛl
pynappels	pɛ̃glapuf
pyp	fins
pêrel	farɔl
qwaqwa	kwˌaːˌkwˈa
raad	rɔk
raadpleeg	rˈɑtlˈeːɾ
raadsaal	rotsɔ
raai	rai
raaisel	rˈaɪzəl
raak	rɔk
raam	fã˥˥
raamwerk	brava
raap	prap
raas	ɾɒs
radium	faridʒa
radius	ɾɑdijæs
radon	radu
rak	raaa
rakke	nɔkɛ
ram	ram
ramp	ramp
rampokker	rɑmpɔkə
rampspoedig	rɑmpskʏdɑx
rand	ɾant̪
randburg	rˈɑndbˈɛrx
randsteen	kɾamʃtie
rantjie	rˈanˈki
rasend	ɾˈɑsənt
rasend word	rɔsɛnt wɔːrt
rasioneel	rɑːʃɯːnˈeːl
rassekonflik	rasˈɛkˈɔnflɪk
rasverdeling	asfertionin
rat	rat
ratel	ratl
rautenbach	rətənbax
raven klaasen	rˈɛivən klˈɑːsən
raymond mhlaba	rajmɛnt mlaba
reageer	riːjɐnxieːl
reaksie	kliːpˈsi
red	ɾeɪt
redakteur	ɪldagtiɪr
redding	rˈeɪdəŋ
rede	riːeːn˧
redelik	rijəɭəɾɐk
reduksie	riðəksi
reebok	riabok
reeds	rʲiɛ̀ːts
reeks	riːæks
reenbui	riːnbɛj
reg	ˈax
regeer	rˈaxˈjˈar
regering	rɛxːiːrɛŋ
reghoek	rˈɛxl
regime	ɾɨʒim
regisseur	rəgɪsioɾ
regkom	raxqoːm
regmaak	rahmɑ
regoor	ɾaxueɾ
regs	raħs
regsgeding	ræfhædæm
regstappe	rˈɛxstˈɑpən
regte	raft̪a
regter	rˈɛxtɛr
regtig	rˈɛxtɑx
reguit	rˈaxət
regulasie	ɾiːxjlɑːsiː
reguleer	ræxˈiːlæjæɾ
regverdig	dˈɐχfɑrɯ̞χ
rei	tɾaj
reik	rˈaɪk
reis	ɾɑis
reisgenoot	rˈɛɪzɣənˈuhət
reisiger	rˈaɪsəgˌɯr
rek	rɛt
reken	rʲiɛ̞kẽn
rekenaar	riːkːɪnˈoːr
rekenaarbediener	rɛkɛnoˈrpədiner
rekening	ɾʝakanãŋ
rekeningkunde	bekɒˈnimkɒndɒɾ
rekeninkie	ɾegnanki
rekenmeester	ræjkɛnmæːstær
rekkie	ɾaki
relatief	ɾelatif
relatiwiteit	ɾɛlˈɑtivitaɪt
relevansie	elefantsi
relevante	relefantˈə
renoster	rənˈɔstə
rentia	benʃa
rentia is 'n meisie se naam	klˈɪntʃɚz ɪmˈeɪsiz ˈænd nɒm
reptiel	reŋseɾ
republiek	repəblˈik
reputasie	rɛpidɔsi
resensie	resensi
resep	ɾɛsiːp
resepte	ɾekɛt̪a
resies	pɾˈeθɪs
resolusie	ɾɛzˈtˈelˈisˈi
restaurant	rɛsturant
restourant	ɾɛst̪uɾãn̪t̪
resultaat	resultat
reuk	riːɔk
reus	ries
revolusie	rovulisʲi
rewolwer	rɛvɔlvɛr
reël	pɾɪɛʊ
reën	rˈiːən
reënboog	riːnbwaɣ
reënerige	rijəɳɾɐɣɑ
reënjas	riːˈinjˈas
reünie	riːˈni
rhebok	riabok
rhodium	ɾuˈelˈiˌan
rib	rɛp
riebeeksberg	lˈibjɛksəbˈar
rieme	lɛmɑ
riempie	t̪rã̞mpi
riet	rˈɪt
rietvallei	reedfalʔai
rifrughond	rəfɾəxhˈumd
rig	rˈax
riglyn	rˈɛxlˈˈinˈ
rigting	rɯ̞xtɯ̞ŋ
rijdt	fajt
rik de voest	rˈɛktə fˈɵst
rilling	ɾalˈem
rimpel	rɛmpɔv
ring	raːm
riool	rio
risiko	risikɨ
riskant	rɛskant
rissie	resi
rit	rt̪
ritjie	riki
ritme	rɛtmæ
rits	ɾɛts
ritueel	rətsʲijˈoː
rivier	rafiːr
rivonia	perfau̯nia
rob	prop
robert	rɔbɛɾt
robot	tɕiβ̞apoɾt̪
robyn	ləpˌaːn
roei	ruin
roekeloos	bɾukɐlʊgˈaɾˈ
roep	lə
roepstem	rʏpstˈøːm
roer	rˈyːr
roer die pap sodat dit nie aanbrand nie	rʊːrɪ paːksu ɾøːðni ˈanbɾɑːntni
roes	ɾʊs
roete	tɾɛtˈa
rog	loːx
rok	ɾɔk
rokerige	røːkaɾaha
rol	roːw
rolprent	proprɛnˈ
roltrap	rˈɔaltrˈap
roman	rɔmãn
rome	rɯwɛmɑ
romeinse	ɪtsˈɔfˈeɪmˈeɪmsˈɚ
romp	tromp
rond	brˈɔnt
rondawel	rondɑvˈoɫ
rondom	rontoˈmˈ
roodeberg	rˈʏdɛbɜ
roodepoort	røːdəpˈørt
roof	ʒˈɛf
roofdier	røfd̥iːr
rooi	roːj
rooibos	roibos
rooikat	rojkat
rooinek	rojnɛ
rook	ɾʉɛk
room	ruem
roomys	ɾiwɛmais
roos	ɾuˈes
rooster	ɾɔəstɛn
roosterbrood	ryˈʌstɛrbˈrˈyˈoɲɛ
rossouw	prɨsau̯
rot	rotˈ
rots	rɔts
rou	ɾav
roudiens	roːd̪ɪn̪s
rower	lavˈɛl
rowery	rugrai̯
rowwe	rovɛ
ru	ri
rug	raħ
rugby	ɾakbi
rugpyn	ɾɛgˈbaj
rugsteun	rəxstijən
ruik	rˈaɪk
ruil	rajo
ruimte	aɪnta
ruimterommel	reŋtɛromo
ruimtewese	rˈaɪmdvjˈɛsta
ruit	ˈɹaɪt
ruitens	rɛitənʃ
ruiter	rəjtɚ
ruk	rɛt
ruk-en-pluk orke	rək ẽn plək ɔrka
rukkie	ɾki
rumoer	rˈɛmuːrˈ
rus	røs
rusbank	røʃpɑŋk
rusie	prɪsʲi
rusland	røʃmɑnt
ruspe	respɛ
russies	resiis
rustenberg	ɣɵstənbˈɑrɪx
rustenburg	rʊ̞stʲɪnbɑrχ
rustig	prɛstɑ
rustigheid	kɾˈɛstðəxˈaɪt
ry	rai
rybewys	rˈaɪbvˈaɪz
ryk	ɾaɪk
ryloop	rjˈlˈɾb
ryno	rjna
ryp	rajp
rys	ɾaɪs
rêrig	raːrˈah
rûe	rɛ
rûens	ne
saad	sɒt
saag	sˈɔ
saai	sɔːiː
saak	sok
saal	sau
saam	sɔm
saam met	sɒːmˈmæt
saambring	sombɾɛm
saamdrom	sãn̪t̪rum
saamgaan	sɔːm˥
saamstem	sɒnˈsɒn
saamval	sɔːnˈfɔː
saans	sɒnˈs
saartjie baartman	saːɾ kiː baːɾtʃmɒn
sabaki river	səbˈaki ˈ ˈɹɪvə
sae	sɔː
sag	sˈa
saggeaard	sahard
saggies	saxiz
sagter	sɑqtɯr
sagteware	saxtevˈɑrə
sahara	sau̯naɫara
sak	sak
sakdoek	saktɔk
sakelui	sau̯kalajːn
sakeman	sɔkɛmon
sakkie	saki
sakrekenaar	sakɾeːkɛnˈoːr
sal	sau
sal jy met my trou?	sɔl jæj mɪð mæj træʋ
salaris	seloras
saldanhabaai	salt̪anaβ̞oi
salf	sˈɑlf
sally du randt	sˈæli dˈiːrɑːnt
salm	zɑˈlɛm
samarium	sa˩˥maːrjɛm
sambreel	sɑmbɾiov
samelewing	saˈmɛljɛvɛn
samestelling	sɔːmstɛɬn
sameswering	sɒmisˈvˈɒˈɾˈɒn
samewerking	solmɛvˈærgɛn
sampioen	sɒmˈpˈiɾˈ
sand	sãŋ
sanger	sʌŋɪɾ
sap	ɛsapiɾ
sardientjie	srtinkɪ
saterdag	satɛrdax
saturnus	satɜnɪs
schalk burger	skɑlt pʏ̞rgʲɪr
schuinshoogte	skainswxte
se	sˈa
sebra	sʲebra
sedekunde	sʲirɛkɐndɐ
sedelik	siːrɟøle
sedert	sedərt
see	sʲiːɛ
seehond	fiːrˈuːn
seekat	sˈiɹ
seekoei	sʲikvaj
seeleeu	sjˈɛljˌu
seeman	sieman
seemeeu	sʲimjʊ
seep	tʃip
seer	sijɛr
seermaak	sʲirmo
seerower	sieɾgøvər
seesoogdier	siezsuað̞eɾe
sefako makgatho	sfkw maħadu
sege	sˈiɾə
segswyse	saksvˈeɪsɛ
seil	sajl
seisoen	sˈeɪsˈun
seisoene	sˈeɪsˈunɚ
sekel	sieːkɔ
seker	sʲekɛr
sekere	sʲikɛræ
sekonde	sekundə
sekretaresse	sekrɛtɛrjsjɛ
sekretaris	sekɾetoras
seks	sˈɪks
sekstant	siksˈtant
seksualiteit	sakʃualite
seksueel	sik
sekulêre	sekilˈɐɾˈɑ
sekuriteitsbeampte	sʲikʲɪritɛjtspaɑmta
sekuur	sɐkɪr
selde	saːldˈɑ
seldery	tˈɛstʁdˈegˈaɪvɚ
seldsaam	tsaksoŋ
self	sˈɛlf
selfbeeld	self-buːlt
selfoon	safu
selfs	sˈɛlvz
selfsugtig	sˈaʊfsˌaxtə
selfwerksaamheid	selfbʲɛrksamaj
semese	sɛmbjɛsɛ
senator	senatʊɾ
sensitief	sensɛtɪf
sensus	sɛnsˈus
sent	sˈɛnt
sentimeter	sɛntimetɛr
sentrum	sˈɛmtɹˈɛm
senuweeagtig	seˈnɛˈandərəˈɑxtɯx
september	sɛmpɛmbɛr
seraa	sɛra
seranne	sˈaɾɔnˈa
seremonie	sæɾmˈvɒni
sermein	seɾmajn
serp	sar
sertifikaat	sɐɾtifikat
servet	srfɛt
ses	sˈɛs
sesde	sˈeɪzdə
seshoek	sˈesˈuk
sestien	sɛstɪn
sestig	sɛstə
setlaar	seploɾ
setlaarsweg	sʲɪtloʃdax
seun	sˈiən
seuns	sjens
seunskool	sjenskoːˈ
seuntjie	ientki
seur	sijɑr
sewe	tsieːvˈa
sewe provinsies	siɾa pɾɔfɛntseis
sewe-en-veertig	sˌɪvənˈɛnfˈiːrtəx
sewende	zˈivəndə
sewendedagadventistekerk	zˈivəndədˈɑxˈyʊtvˈɛntəltəkˈɛrk
sewentien	zʲevemtiːm
sewentiende	sjˈɛvəndtˈɪndɚ
sewentig	sʲivɛntɐx
seweweekspoort	θɪˈdʒʌstˈændspˈɔɹt
seë	siːjˈja
seël	sˈio
seën	sʲerda
seëvier	sefiːr
sfeer	sfˈeɪɚ
shangaan	tɕaŋgɑ
sharlto copley	ʃaːrdalˈteː kɔʊplˈi
sharpeville	ʃɒppəl
shaun norris	ʃɔːl nˈɑɹəs
shivambu	ʃibaŋbo
shosholoza meyl	ʃɔːs ˈɔɹ lɔːs ˈɑɹ mˈeɪl
siek	sik
siekte	siktɛ
siel	siu˥˧
sien	sˈiŋ
sien jou later	siːn˩˧jɛː˩˧lɔːtɔːr˧
sien jou vanaand	sjˈɛn jˈə ˈɛfɛnˈɑmˈɑt
sien jy nadia en magda so nou en dan?	tsʃtˈoːngoːrdɪa mˈaxt tˈeːmɑː nˈoːvən dˈan
siener van rensburg	sɪnˈeːr vɑn rəiˈnsbərɣ
sienswyse	sʲinsvaisa
sieraad	sʲirɑt
sierlik	siːrɫɯk
sif	sˈœf
sig	sɯ̞
sigaret	sjxɑɾɾiːt
sigeuner	zɪxˈiənɚ
siklus	siːkləs
sikofant	sikufont
silikon	silikone
silinder	sɪˈlɪndəɹ
silwer	sɯlvɛr
simbiose	senbjjursˈɛ
simbool	semˈbul
simonsig	simonsˈɛv
simpatiek	sɛmpatːɪk
sin	sen
sing	sœ˥˩ŋ˨˩˦
sink	sɛnˈf
sinkopee	səŋpɛ
sinoniem	sˌẽnˈɔ̃im
sinoville	sinobel
sinspeel	sˌɛnspˈiɭ
sinvol	sˈɪnfəl
sirkel	tsɤrˈkɑl
sirkelvormig	sɛrpəlvormax
sirkelvormige	srˈkɯlˈformˈɯxˈɯ
sirkonium	sɛɾˈkɔːniːjəm
sistematiek	sˌɔstəmatˈik
sit	sɛt
sitkamer	setkomr
sitting	sɪtəm
situasie	sɛtʃɪˈɔːsi
siwwe	sɪvə
sjaal	ʃaɫ
sjabloon	ʃɑblˈoːnə
sjah	ʃa
sjambok	sambok
sjampoe	ʃampu
sjarmant	ʃɑrmɑn
sjarme	ʃɒˈɾmɒˈ
sjebeen	ʃæfɪn
sjebien	ʃɛbˈin
sjef	ʃˈɛf
sjiek	ʃek
sjina	ʃtʃn
sjinees	ʃiːnɪəs
sjoe	ɕu
sjoe maar daai blatjang is darem maar soet	siw madˤai βlːætjɑŋ ˈɛz dæɾ ə mˈaːs ˈʌt
sjokolade	ʃo˩˥ːkɔlɔːtˈnɑːt
sjou	ʃa
skaaf	skuʁ
skaal	skˈɔl
skaam	skˈɑm
skaamhare	skonˈor
skaamte	sˈkɔntˈɛ
skaap	skɒp
skaapvleis	skˈɑɹpflˈaɪz
skaars	skɑʃ
skaarsheid	skɔʃaj
skadevergoeding	skɑlˈeːvɛrɣudəŋ
skadu	sˈɔdi
skaduwee	skorilia
skag	ska
skakel	skˈɑkəl
skakering	skakʲæːrˈɑŋ
skande	zkandər
skape	skapi
skare	skora
skat	skat
skatlik	satl
skedel	skjɛdːo
skeef	sgˈef
skeel	skil
skeelhoofpyn	skɪbɛfɛnˈf
skeepskaptein	skjɛpskaptaɪm
skeepsruim	skɛbsroxm
skeer	sieːr
skeermes	skijermis
skei	skˈaj
skeidsregter	skɑjtsræχtær
skeisaak	skejsoːk
skelm	skalm
skelmpie	sˈkɛləmpˈi
skelms	skˈæləmz
skema	sˈkɪɐmɐ
skemer	skimɛr
skemerkelkie	skʲimɛrkælkjɪ
skemerkroeg	skʲimɪ̞rkrʲɪχ
skenk	skˈɪŋk
skenking	zlɛnkɛn
skep	skˈɪp
skepe	skɛpɛ
skepping	skɪpɪm
skerf	skarf
skermutseling	kɛrmætsʲɪlɛŋ
skerp	skar
skerpioen	sˈarpˈihˈæv
skerts	skˈats
skets	skəts
skeur	sqˈiɾ
ski	ski
skielik	zkʲiɫek
skiereiland	skiːrɑjˈlɑnt
skiet	skip
skikking	skak̚ˈŋ
skil	sˈoː
skild	skˈɑt
skilder	kɔldɚ
skildery	skld̪eɾai̯
skilpad	skɫpat
skimp	skəmp
skinder	zkɯnˈr
skink	zkøŋkø
skinkbord	skankpɔːt
skip	sˈɛp
skitterend	sɛtɛrɛt
skoen	skyn
skoene	skuːna
skoenlapper	skuɲnopɛr
skoenveter	skˈynfjətˈar
skoenveters	skənfietəʃ
skof	skˈɔf
skok	skok
skollie	skˈɔli
skool	skuɫ
skoon	skuən
skoonheid	skuɔnhˈajt
skoonma	sˈaˈ�lma
skoonmaak	skuːnmɔk
skoonpa	sˈukwˈɛnpˈɑ
skoorsteen	skwˈorstjˈɛn
skoot	zkuit
skootrekenaar	skuʲtrʲeːkænˈɑr
skop	skop
skort	skuɾt
skot	skʊt
skote	skwɪttɪ
skottel	skˈutˈɔl
skottelgoed	skʊ̞tɯ̞ɫhʏ̞d
skottelgoedwasser	skʊ̞tɑɫʊ̞χɪtwɑsɯ̞r
skou	sgau
skouer	skabɯ̞r
skouers	skawəʃ
skouspel	skospo
skouspelagtig	skˈɔspˈɛlˈɑxtˌɑx
skowwe	skˈova
skraal	skrɔɫ
skraps	skrˈaps
skrapsheid	skrˈapsˈɑjt
skreeu	skrɛɛ
skrif	skrˈɛf
skrifte	skrˈefta
skriftelik	skrɔfdɪlk
skrik	skrək
skrobbering	skrɔbirɛn
skroef	skrˈuf
skroei	skrɛvji
skroewedraaier	skruvɨdrau̯jɛr
skryf	skrajf
skryfster	skrˈiːvstɛr
skrywer	skɾajvɛr
sku	sˈuki
skud	skʌt
skuif	skɛjf
skuiling	skaləm
skuim	sgˈoːjim
skuit	skuʲt
skuld	sku̞lt
skuldig	skˈɔldɜ
skulp	skˈɔl
skurf	skˈɾf
skurk	skɤrk
skut	kɯ̞t
skuur	sʲir
skyf	skæif
skyn	sakajim
skynbaar	skan̪d̪oɾ
skynheilig	skˈajnhˈoːvɚ
skêr	skar
slaaf	slˈɑf
slaag	slˈɑh
slaai	slaɪ
slaan	slˈɔn
slaap	slˈɑp
slaapkamer	slˈɑpkˈomər
slag	slˈax
slag van blaauwberg	slˈɑx vɑn blˈœyʋpərx
slaghuis	slˈoxəs
slagoffer	slˈaxˈoːfər
slagter	slˈɑxtɛr
slak	slˈɑk
slang	slˈɑn
slaperig	sɫɔpɛra
slapgat	slˈabχˈat
slaptjips	slˈɑptɹˈɪps
slawerny	slo˩˥ːʋɛrnɛː
slee	sriː
sleep	svʲep
sleepwa	sliːpˌvˈˈar
sleg	tsla
slegs	slˈɛxz
slegte	slˈɛxtɛ
slegter	slˈɛxtɚ
slenter	slintɛr
sleur	slˈɪr
sleutel	svjato
sleutelbord	slʲeːtɔbɔʁt
sleë	sliːɐ
slim	sɫɛm
sloop	slˈuːap
sloot	slûɔ̯t
slordig	slurðɑx
slot	slot
slote	sljʉɾɪtːæ
slu	slˈi
sluier	slajɚ
sluip	səˈɫaiːk
sluipslaper	sleːpslɑːbər
sluit	slˈʌt
sluk	slˈɑk
slymerig	slajmˈrˈɑħ
slymerige	sɫæjmærʊ̞χʊ̞
slypskool	sleɪpskuːl
smaak	smak
smaaklik	smoklɑk
smaakvol	smɑːkfˈʊl
smal	smɔːl
smede	smire
smeer	smiːr
smelt	smˈɛlf
smerig	smijerax
smeul	smˈil
smid	smɛt
smiddags	smədɑːks
smokkel	smokˈol
smouse	slˈoːsə
smul	smɔ
smuts	smˈɪt
smyt	smˈaɪt
smôrens	smorənʃ
snaaks	snˈɑːks
snaakse	tsnoksa
snaar	snor
snags	snˈɔs
snap	snɔp
snater	snɔtɛr
snawel	snɔvu
sneeu	sniu
snelheid	snale
snelheidsgrens	snˈɛlhɛɪdsxrˌeːns
snelpos	snaɫpuz
snelweg	snˈaɫvˈax
snert	snɑːrt
snoepwinkel	snˈɛpvˈɛnkˈu
snork	snurˈk
sny	snɛ
snydokter	sˈnˈɑjdˈoːtˈbˈuɾ
snyman	snˈajman
so	sˌuːɾ
so gou as	suːxl s
so veel	sua fil
so'n	sʊˈɛn
so-so	suːaːswɜ
sodanige	sʊdɑːnxa
sodat	sʏɾˈat
sodoende	suːtɪndə
sodra	sɨwɨtrɔ
soedan	sydˈɔn
soek	suk
soen	sɪ̞m
soet	sˈʌf
soethout	sʊrtɑːt
soetkoekies	sˈʊtkˈʊkɪnz
soetrissie	sʏtrəsi
sofa	soːfˈa
sog	sɔ
sogenaamde	suːɛgˈˈnɑmdˈe
soggens	sˌoːxənz
soheentoe	soˌɛntɔ
sokker	sˈɔkə
sokker-wêreldbeker	sokɛrvaːrɔːtbjɛkɛr
sokkie	sˈoʊkɪ
sokkies	sokiz
sol plaatje	suɫ platki
solank	sʋalɑnk
soldaat	salɫdɑːt
solder	sˈɵlvɚ
som	sˈɔm
somer	swˈɪmɚ
sommer	somɛr
sommige	sˈɵmˈɑxˈɑ
soms	sˈɔns
somtyds	somkaʲts
son	sɔn
sonbrand	sɔnbrant
sonbril	sˈɔndrˈɛv
sondag	sɔndah
sonde	sˈɔndɜ
sonder	sˈɔndər
sondig	sˈoːntˈɑhˈ
sonnebaan	sˌɔnˈɛvˈɑn
sononder	sonɔndøɾ
sonop	soːnup
sonskerm	sˌoːnskˈarən
sonsonder	sɔnzɔnˈðor
sonsondergang	elsʊnðeɾfõŋ
sonsopkoms	sˈɔ̃sˈɔpkˌɔnts
soogdier	suɢliːr
sooibrand	sˈɔɪbrˈant
sool	sɔ
soontoe	sʏ̞nˈtɪ
soort	sʋɚt
soortgelyk	zoːərtɣəlˈɛɪk
soos	sˈuz
sop	sˈɔ
sopnat	supnat
sorg	sˈoːr
sorgeloos	sɔrfiːlɛnˈvɛs
sorgvuldig	sɔrfoɫdɑq
sosatie	susat˨˩i˨
sosiaal	sˌuʃiˈɔl
sosiale	sˌuːsijˈˈola
sosiologie	sʊˈʃulxˈi
sossusvlei	sˈɔɹsɪzflˈeɪ
sossuvlei	so˥˩sø˥˩slæŋ˧˥
sou	sˈoʊ
sous	sˈoʊz
souskluitjies	sɔːskleːkiz
sout	sˈoʊts
souterig	saltɛrax
soutpansberg	sˌoːtɪpˈɑnsbˌɛrɣ
soveelste	suɛvjɪlste
sowat	søˈvˈat
sowel	sʏɾvˈɛl
spaar	spɑr
spaarsaam	spoɾtʃom
span	span
spandeer	spɔnðiɾ
spanjaard	zpanʝˈɑr
spanning	spɔnin
spanspek	spənspəg
spantoring	spanðuɛrn
speeksel	spˈeksʌɭ
speel	sfju
speelgoed	spiːlχoːd
spek	spˈɛk
spel	skau
spele	spjɛɾɛ
speler	spjɛdɛr
spelletjie	spiɔlikˈɪ
spelonk	spi˩˥ːlʊŋ
