0 பூஜ்ஜியம் அல்லது சுழியம்	bʊjʃiʲam bʊjʃiʲam alladɯɕoːʋijam
ஐயடி	ɐɪ̯ɐɖiː
ஐயன்முன்	ajnmon
ஐயமிட்டு உண்	ajjamis tɯ ʋaɳ
ஐயமும்	ajjɛmuːm
ஐயம்	əjˈjɑm
ஐயர்	ajjɛ
ஐயா	aia
ஐயா வழியடியோம்	əɪjɑː ʋəɻiː ɐɖijoː
ஐயா! நீ ஆட்கொண்டருளும்	əjɑː niː ɑːkːuɳɖɾʊɻum
ஐயிரு	əirɨː
ஐயுறவும்	ai̯joːɾəm
ஐயுற்றான்	aɪːt̪nɑːn
ஐயைந்து	ɑjai̯n̪d̪u
ஐயோ	aʝˈo
ஐரோப்பாவின்	ajɾpːɑːvɪ̯n
ஐரோப்பியர்கள்	ai̯ɾpːiɪɾgɑː
ஒ	wokʰai˥ʂɪŋ˥˩wɑŋ
ஒகேனக்கல் அருவி	ʊpːijŋkː gɭ̩bɾʋeː
ஒக்கார்	ʊtka
ஒக்காளம்	okkɑɾɫɑm
ஒடி	ɔːɽiː
ஒடுக்கம்	ɒɽʊagːəm
ஒடுக்கற்பிரிவு	ɔɖukːɐɾb̪ɾioː
ஒடுக்கு	ɾɐɭːu
ஒடுங்கினால்	ɔɾiŋeːnɾl
ஒடுங்கிய	ʋuɖuŋgijæ
ஒடுங்கு	oɖŋu
ஒடுங்கும்	ɒɾʊŋgɐm
ஒட்டகம்	ɔʈːak
ஒட்டடை	gotːɖɐ
ஒட்டன் சத்திரம்	ʋə ɖən dʒət̪ra
ஒட்டன்சத்திரம்	ʋɐɖːanʃɐt̪ːeːɾəm
ஒட்டப்பிடாரம்	oɑɖːɑp̚piɖaːɾɐum
ஒட்டற்ற	ʋat˦tat˦ʰʁɛːp̚˨˩
ஒட்டல்	ʋət̪əl
ஒட்டாங்	ʊ̞ʈːa
ஒட்டாஞ்சில்லு	ɒːʈːaːnɾlɐ
ஒட்டான்	wætːɑːn
ஒட்டாமை	oʈːaːmeː
ஒட்டினாலும்	ʊɖːiɳaːɯ
ஒட்டிலே	ʊt̪ːileː
ஒட்டு	ɔʈːɯ
ஒட்டுக்களைக் கொண்ட	utːugɭik̟ kɔɳɖɖɑːl
ஒட்டுக்களைச் சேர்ப்பதில்	ɒɖukːgitɕ ʃeːɾpɐɖiɭː
ஒட்டுதல்	ʋuːˈtəʊtəl
ஒட்டுப்போடுதல்	wˈʌttˈʊpfəʊldðˈɛl
ஒட்டுமொத்த பொருளாதார வளர்ச்சி	ɒːt̪ːum t̪ːp̚ poɾɾʊlɑːtaːɾ ʋɐɭɑːɾtɕiː
ஒட்டுமொத்தமாக	ʋɔtrʊˈaːt̪ːəmg
ஒட்டுமொத்தம்	ʋɐɾːɑːt̪ːəm
ஒட்டுறவு	portuɾɑvɯ
ஒட்டை	uət˨˩tʰəiː˧
ஒட்பம்	oɾˈpːum
ஒணம்	ʁuɔnɑm
ஒணானும்	waːnaːnoː
ஒண்டமிழ்	on̪d̪amɾ
ஒண்டுதல்	ʌn̪d̪gal
ஒண்ணாது	ʋɐnːaːtuː
ஒண்ணித் திலநகையாய்	ɒɳːɳːɑːt̪ːl̪ n̪əgaɪ̯aːj
ஒண்மை	voːnˈmɛ
ஒதுக்கப்பட்டுள்ளது	əɖugɯpaʈːul̪t̪u
ஒதுக்கப்பெற்ற	ɒtukppeɾːəm
ஒதுக்கலாம்	ʔozklaːm
ஒதுக்கு	ʊ̞ðʊ̞kkɯ̞
ஒதுக்குப் புற	ʊd̪ɯpːoppʊraː
ஒதுங்கு	uɔ˨˩˦tsɯ˥˥pʰy˨˩˦
ஒத்தவர்	ʋatːaːr
ஒத்தாங்கு	ʋatːaːŋguː
ஒத்திகை	ot̪ːɪgɐj
ஒத்திக்கை	ʔut̪kjkð̞
ஒத்திவை	ot̪t̪iʋaɪ
ஒத்துள்ளது	ʔt̚˥˩tʰl˥raː˧tʰɯ̀raː
ஒன்இந்தியா	wˈʌnˈɪnðeəɹ
ஒன்னாரைத் தேறேல்	ʋɐɳɑːɾai̯ ʈeːɾeːl
ஒன்னார்க் கடிமை	ʌnɳɾ gɐɖiʋa
ஒன்பது	ɔnːtɕakɯ
ஒன்ற	boːn˧raːt
ஒன்றடங்கி	ɒn̪ɾɐɖɐ
ஒன்றனுள்	ʋənɾəəgɭ
ஒன்றன்பால்	ʋən˧˥ʈɛn˧˥pɑːl˨
ஒன்றன்மே	ʋənɾənmeː
ஒன்றன்மேலொன்றான	ɒn̪ːɾənmeːlɔːɳɾɑːn̪eː
ஒன்றரை	ɒn̪d̪ɾɐɾiː
ஒன்றற்கு	mnrɑːɾ˥ʔ
ஒன்றாகக் கொண்டு	ʋɔ̀n˥raːkʰak̚˥˩kɔ̀n˥dɯ̀ŋ˧
ஒன்றாகத் திகழ்கிறது	ɒn̪ɾɑːgʈːɪgʊɾɪgɪnd̪
ஒன்றாகத் திருச்சி	ʋɐn̪ɾɑːgʈ ɖirʊtɕːi
ஒன்றாவது	ɔnɾɑːvɐɖu
ஒன்றிணைக்கப்பட்டு	ɒn̪d̪riɳai̯kːɐpːɖuu
ஒன்றின்மே	uənɾinɪme
ஒன்றியங்களின்	ɒn̪d̪rijaŋɐɪ̯n̪
ஒன்றியச் செயலாளர்	ɒn̪ːɾijɛtʃ ʃejɐɭaːɭ
ஒன்றியம்	ɔnɾijəm
ஒன்றில்	oːnɾeːl
ஒன்றில்லாத	ɒn̪ɾil̪ːɑːɖe
ஒன்றிவரத் தொடுப் பது	ɒn̪d̪ri ʋɐɾt̪ toɖuʋad̪u
ஒன்றிவரத் தொடுப்பது	ɒn̪d̪re ʋɐɾt̪ toɖuʋpːɖe
ஒன்று	ɔ̃nru
ஒன்று {on-dru}	əʊn dɾe
ஒன்று நீ கைகரவேல்	ɒnɾu niː kaɪ gɾəʋeːɭ
ஒன்று பல ஆயிடுனும்	ʋnruupːla ajɪɖeɳum
ஒன்றுக்கொன்று	ɒn̪d̪ak̟kɔɳɖɯ
ஒன்றுசேர்	ˈʌnɾuseːɾ
ஒன்றுதானா	ɒnːɾɯtaːn̪aːm
ஒன்றுபடு	ɒn̪d̪uɾʋɐɖu
ஒன்றுபட்ட	ɔ̃nɾʊpaʈːa
ஒன்றை	ʋənˈɾaɪ
ஒன்றைச் செய்வதில்	ɒnɾ�ai̯tʃːʃejʋɐɾil
ஒன்றைப் பெறுதல்	ʋɐ̃ɳɾɐp peːrɪd̪ɭ
ஒன்றையடுத்துப் பின்தொடர்	ɒnraɪ ɛɻʊt̪ːup piɳ ɖoɖɑʊɾ
ஒப்ப	ʁoːpaː
ஒப்படை	oːpːəɖai
ஒப்படைக்க	poːpːɖəɪ̯kː
ஒப்படைக்க வேண்டும்	ɒpːɖaikː ʋeːɳɖum
ஒப்படைக்கப்பட்டது	ɒpːɖaɪkːɑpːɭɳɖɖu
ஒப்படைத்தனர்	oːpːəɖɖaəɾ
ஒப்பந்தத்தின்	oːpːnd̪t̪ːimː
ஒப்பந்தம்	obpəndɑm
ஒப்பனை	ɔpːəne
ஒப்பனைப் பொருள்கள்	ʊpːəmaːɪ̯pː poːəɾʊəɭɦɪ
ஒப்பமிட	opːpaːmɪɖ
ஒப்பம்	opːom
ஒப்பாமை	ʔoːpaːmej
ஒப்பாரி	opˈari
ஒப்பிடுதல்	əʊpiɖud̪l
ஒப்பிடும்	ɒpːiɖum
ஒப்பிட்டு	ɒpːiʈːɯ
ஒப்பிட்டுப்பார்	ɒpːiʈɳɑːp̚paːr
ஒப்பீடு	uəpiːɗu
ஒப்பு	apɯ
ஒப்புக்கொண்ட	ɔpːɯkːɔɳɖɑːm
ஒப்புக்கொள்	ɒpːukːɭ
ஒப்புதல்	okuð̞alɾ
ஒப்புமை	ʌpːumai
ஒப்புயர்வற்ற	ʋpːjrɑʈːrɑʒ
ஒப்புர	ɔpːor
ஒப்புர வொழுகு	oːpuɾə ɒɻʊgɯ
ஒப்புரவி னால்வரும்	oːpːʊɾɐʋiːɳɐːl ʋɐɾum
ஒப்புவிக் கப்பட்ட	ɒpːʋigpːəɖːaː
ஒப்புவிக்கப்பட்ட	ɒpːʋigkɐɑːb̪m
ஒரத்தநாடு	ɒɾət̪ːənaːɖu
ஒரு	ɔɾu
ஒரு இலட்சம்	ɒɾʊ lɐtʃːəm
ஒரு யந்திரம்	ɒɾʊ eːɳdiɾ̥ɐm
ஒருங்கிணைத்து	ɒɾʊŋgni
ஒருங்கிணைந்த	ʋɾŋgiɳai̯n̪d̪aː
ஒருங்கிணைந்த தொழில் வாய்ப்பு	ɒɾũŋgiɳai̯n̪d̪ ɖoɻil ʋaɪpːu
ஒருங்கிணைப்பாளர்	ɒrʊŋgiɳai̯ppaːɻɐr
ஒருங்கிணைப்பு	ɒɾʊŋgiɳai̯pːɯ
ஒருங்கிழக்கும்	ʊɾuŋkjɑkːum
ஒருத்தி	urti
ஒருத்தி மகனாய்	ɒɾʊt̪ːi magənaːj
ஒருநாள்	ʊɾˈɔnˈɑi
ஒருபக்க	ɒɾʊpaːkːaːɾ
ஒருபோதும்	voːˈruːbɑːbʔæun
ஒருமுறையாவது	ɒɾʊmuɾaɪjɑːʋɯd̪u
ஒருமை	ʔutmai
ஒருமைக்கண்	ɒɾʊmaikːəɳi
ஒருமைப் பொருளைச் சுட்டுகின்றன	goɾuʋaɪpː ɾuɾaɭaɪ ɕut̪ːugum d̪n̪aːraːn̪d̪
ஒருமைப்பாடு	ɒɾumɑɪpaːɖu
ஒருமையாகவும்	ʔuɾuːmaɪaːgəvuːm
ஒருவகைப் பெரிய	ɒɾʊʋgai beɾi
ஒருவகைப் பெரும்	ʋɐɾʊʋɐgaɪp peɾum
ஒருவந்தம்	ɒɾʊʋand̪am
ஒருவனைப் பற்றிய	ɒɾʋɐnp paɾːi̯
ஒருவன்	oːɾuan
ஒருவன் இருஞ்சீரான்	ɒɾʊʋɐn iruːn sɛɪrɑːn
ஒருவரிடம்	ʊɾʊɾiɖəm
ஒருவருக்கு	ʊrʊ̞wɐrʊ̞kːɯ̞
ஒருவருக்கொருவர்	ʊɾiʊɾkɔɾˈveɾ
ஒருவரை அழை	ɒɾʊɾɐj əɻaɪ
ஒருவரைத் துன்புறுத்து	ɒɾʊʋɐɾjt̪t̪uɳ buɾut̪u
ஒருவரையும்	ʊrˈʊvɐrɛjˈəʊ
ஒருவரோடும்	ɒɾʊɾɔːɖum
ஒருவர்	ɔɾʊbaɾ
ஒறுப்பது	ɒɾuʃt̪ːɐɾɯ
ஒற்கத்தின்	ʋakːat˨˩iːn˩˩˦
ஒற்றன்	ʋ̪ət̪ɐn
ஒற்று	pɔ˥˥ʈʂɚ˥˩
ஒற்றுமை	ɒːt̪ːruːmaɪ
ஒற்றை	ot̪r̝aɪ̯
ஒற்றையர்	ʋt̪ːəjɐɾ
ஒலி	ɔːlɪ
ஒலி {o-li}	oːliː
ஒலிக்கோப்பு	olemɕuəp
ஒலிபரப்பாளர்	ɒːljpaɾɐpːaːɖər
ஒலிபெருக்கி	olipperte
ஒலிப்பதிவு	ɔːlip̚pdiʋɯ
ஒல்லாது	moːˈlɑːd
ஒல்லி	ˈoʊnli
ஒல்லை நீ போதாய்	ʋɐlːai niː pd̪aːj
ஒல்லைக் கெடும்	ʋɐlːaɪ̯kː hɪɖum
ஒல்வ	ɔlvɑʕ
ஒல்வதோ	ʔalbaːdɔ
ஒளவியம் பேசேல்	ɐʋviːjəm peːɕeːl
ஒளவையார்	au̯waˈjaːn
ஒளஷதம்	ɒuːʃaːdamb
ஒளி	olˈi
ஒளி {o-li}	ʔoːliː
ஒளிக் காட்சிகளும்	ʋɐɭgəkhəʈʃiɣrm
ஒளிக்கற்றை	uʎikːkaʈːra
ஒளித்து வளரத்	oɻd̪ɯt̪ːu ʋaɻɾeː
ஒளிபட	oːɻiːpaɖə
ஒளிப்பதிவு	poɻipːd̪iuɯ
ஒளிமயம்	ɔɻjmɐjɐm
ஒளிமயம்,	oɭimjɐm
ஒளியிழைக் கம்பிகளால்	əʊɻiːnɪkː kmbigɑːɭɑːl
ஒளிவில்	voːˈliːvill
ஒள்ளி	ʋəliː
ஒள்ளி யவர்	oɭɭiːjɐʋauaːr
ஒள்ளிய ராதல்	oɭɭi jəɾɑːd̪ɭ
ஒள்ளியவர்	oːijəvɾ
ஒழி {o-zhi}	voɾiː
ஒழிக்க	uɾiːkæ
ஒழித்தல்	ʊɻit̪ːəɭ
ஒழியப்போகே	ʋɯɾijpːpoːgɛː
ஒழிவானோ	ʊɾiːwaːnoː
ஒழிவான்	ʊɾiːwɒn
ஒழிவி	ʊɻɪvɯ
ஒழுகலான்	ʊɾuːgəlaːn
ஒழுகு வார்	ɾʊɦvɑːr
ஒழுகுதல்	ʊɫɯzʊdɑlɯ
ஒழுகுவார்	muːruːhuːɑːr
ஒழுக்கக் கேடு	ʊɻukː keːɖu
ஒழுக்கத்து	ʊɭpːqtːu
ஒழுக்கம்	ɔɾɯkɑm
ஒழுக்கு	ɔlkɯ
ஒழுங்கற்ற முறையில்	ɔɻŋgɐɑːrː muɾaɪl
ஒழுங்காதல்	ʋɐɾugɑːd̪ɑːl
ஒழுங்கீனமான	ʊɾŋiːnəmaːn
ஒழுங்கீனம்	ʊɻŋgeːn̪
ஒழுங்கு நடவடிக்கை	ʊɻŋgu n̪ɐɖʋɐɖigkː
ஒவ்வாமை	ɔvɑmɑj
ஒவ்வாமைக்கு மருந்து	ʋuʋaːmaɪkːu maɾun̪d̪u
ஒவ்வொரு நாளும்	ʋɒm ʋɐɾɯ naːɭɑːm
ஒவ்வொருநாளும்	ɒvɒɾuɳaːɻum
ஓ	boːˈæzmˈɑl
ஓங்காரம்	õŋkɑɾɑm
ஓங்கி உளகு அளந்த	ɒŋɖi ʊɭɐɯ əɻn̪d̪
ஓங்கு	oɴgɯ
ஓங்குபவன்	ʊŋgʊbʋʋʊn
ஓசனிச்சிட்டு	ɔːsɐnɪkːɕːiːʈːɯ
ஓசூர்	osˌu
ஓடம்	ɔɖəm
ஓடா	uɔɾɑm
ஓடாத தோள் வலியன்	ɒːɖɐɖ ɖuːɭ ʋɐljɐn
ஓடினாலும்	ɔːɖɳaːlɔm
ஓடினால்	ɔːɽiːnaːl
ஓடினும்	oːɖinum
ஓடிப்போனாளாம்	oːɺɪpːoːnaːɻaːm
ஓடியாடி	oːɖɪaːɖiː
ஓடிவிடும்	oːɖiʋiɖum
ஓடு	ˈɔɹdʌmˈinzɹʌn
ஓடுவது	ɔːɖuʋgɯv
ஓடை	oɾe
ஓட்டடா	ʊt̪ːɖʌdaː
ஓட்டத்தைப் பெருமளவில்	ɔʈːt̪ːp peɾʊəməɳɪl
ஓட்டன்	ʋoː˩˦t̪ən
ஓட்டப் பந்தயம்	əʊɖəp nd̪ɐɪ̯a
ஓட்டப்பந்தயம்	ʋoːʈːapːəɳaːjɐm
ஓட்டம்	ɔɾtɑm
ஓட்டி	voːt̪iː
ஓட்டை	˩˦ɕt̚˨˩˦peː˨˩˦
ஓட்டை {ot-tai}	oːʈːai
ஓட்டோடே	boːtoɔde
ஓணான்	vˈɑːnˌɑːn
ஓதஉலவா ஒரு தோழன்	ɒd ɒlɒɒː ɒɾut̪ ɒɾən
ஓதடி	oːdɐli
ஓதற்கரியவன்	ɒːd̪ɾmɾgɾiɐəwən
ஓது	boːduː
ஓதுவது ஒழியேல்	ʋɔːɯʋɐd̪u ɔɻ̪ijiːl
ஓதுவார்	ɒˈduːgɒˈɾ
ஓன்று	ɒnːɾɯ
ஓமம்	umum
ஓம்	um
ஓம்பலுக்கு	oːmbaukːu
ஓம்பின்	oːmbeːn
ஓம்புக	ʋomˈbɯgɑ
ஓயாமே	ʔoiɑːmj
ஓய்வூதிய திட்டம்	ɔɪvʊːɖɪʈːɪ̯ ʈiʈːəm
ஓய்வூதியம் அதிகரிப்பு	ɒːj puːd̪ɪjɐum əɾɪgɾiːbːu
ஓரகத்தி	orɑgɯtːi
ஓரங்களில்	ɒɾəŋgəɭil
ஓரசை	ɒrasai
ஓரசைச்சீர்	aorasejtʃiiɾ
ஓரச்சட்டம்	ɒɾɐtɕʃːɐʈːam
ஓரத்தில்	oɾɐt̪elɔ
ஓரம்	ɒɾæm
ஓரம் கட்டு	ɒːɾəm gəɭu
ஓரம் சொல்லேல்	ɔːɾəm sɒlːeːn
ஓரளவுக்கு	oːɾəɻɑːʋuʋː
ஓரா	oˈra
ஓரிடத்திலிருந்து	koɾɪɖɐt̪ːilɨɾʈu
ஓரின	oɾiˈne
ஓரினத்துக்கு	oɯrinatːe
ஓரினம்	ɔːɾinɔːm
ஓரியூர்	voːrjˈu
ஓரைந்தும்	oːɾai̯md̪um
ஓரொரு கால்	voːrɔrʊ kaːr
ஓரோ	oːoː
ஓரோ ரெழுத்தாக	ɒɾoːɾ ɛɻʊt̪ːagaː
ஓர்	ɔ
ஓர்ந்துகண்	ʊːɾungukɐn
ஓர்ந்துகண் ணோடாது	ɒɾʊn̪d̪u gɐɳːoːɖɐu
ஓர்ந்துகண்ணோடாது	ɒːɾʊ̃d̪g̊kaɳːoːɖg
ஓர்மை	ɒulmɒj
ஓலம்	ɒlim
ஓலம் இடினும் உணராய்	oːlmiɖiɳum ʊgɐaəɾɑːj
ஓலைகளில்	ʋˈoːɭɪ̯gəɻɪl
ஓவியக் கலை	ʊ̞β̞i akalɪ̯
ஓவியன்	ˈɔvijˈɛm
ஓவியம்	oːbijim
ஓவ்வொரு	buʋˈbɒɾi
ஔ	qɑuːæðɪnæl
ஔடதம்	əʋuɖəum
ஔதாரியம்	au̯naːrjɐm
ஔவி	ʋɐlɐʋiː
ஔவையார் {ou-vai-yaar}	ˈaʊ eə eə
க	kaga
கங்க	kŋ
கங்கணம்	t̪æŋgɐɳm
கங்குல் பகலெங்கண்	kŋgul paəl̪ẽːŋgə
கசடருடன்	ʈɪsʃːaɭɐrʊɖæn
கசடர்	ɑsɐɖɑr
கசடறக் கற்பவை	kɐsɪlɐɾɐkː gɖpaəʋaɪ
கசப்பு	gã̠sã̠pɯ̟ᵝ
கசிவு	kasivɨ
கசையடி	kɐsːjɐɽiː
கச்சேரி	katʃeri
கஜகர்ண	ɣ̞ajakkaɾnae
கஜம்	gɐdʒɐm
கஞ்சத்தனமான	jɑjɑt̚˨˩ɯ̄ːɔ̄ːn˥˩ɑːn˧ʔhɛːp̚˥˩
கஞ்சத்தனமாயிரு	kɐɲtɕəd̪ɳumːaːiru
கஞ்சத்தனம்	kɐɲtɕət̪ːɐnum
கஞ்சன் வயிற்றில்	kɐn̪ɾn̪ʋaɪrʃil
கஞ்சி	kãŋˈʒiː
கடகம்	gəɖəla
கடக்கப்போய்	kɐɖəkːɐp̚poːj
கடன்	dʒɑvɑn
கடன் கேட்டது கிடையாது	gəɖəɳ keːʈːɯk ɪɖaɪɑːɖu
கடன்காரி	gɐɖəŋkaːriː
கடன்சொற்கள்	gɐɖənɕoɾʊgɐɳ
கடப்பாரை	gɐɖp̚paːɾaɪ
கடப்போர்	gɐɖəpːoːɾ
கடமைப்பட்டிருப்பதைவிட	gɐɳomai̯pːaʈːiruʋpːɐjʋiɖɑː
கடம்பர்	gəɖəmːmaɾ
கடற்கரை	gəɖərgɐɾaɪ
கடற்கரை சாலை	gɐɖrgɐɾaɪ saːlɐj
கடற்கரைகளுள்	gɐɖɐrgɾɐjgɐɖuɭ
கடற்கரைகளை	gəɖəʁɐaɪgɐɻaɪ
கடற்கால்	gəɖəɾkaːɭ
கடலன்ன	kɐɖləna
கடலறியார்	gɐɖəɾijɐɾ
கடலில் கலக்கும் முன் உள்ள	gɐɖəɭiːl gɐɻakːumːuən uɭɭə
கடலூர்	ɐɖɐloːɾ
கடலூர் மாவட்டம்	gɐɖlʊːr maːʋʈːɐum
கடலை	gɖlə
கடலை யுற்றாரின்	gɐɖəlaɪ̯ uʈːraːɪ̯n̪
கடலைப்பருப்பு	gɐɖəlaɪp̚pɐɾpɯ
கடலோடா	kəɖlˈoːɖaː
கடலோடும்	kɐɳɐɾoːɳum
கடலோர வழி	taɖlaː ro baɣi
கடல்	gɐɖəl
கடல்கள்	gəɖələɦəj
கடல்நீர்	kɐɖlniːr
கடல்மட்டத்திற்கு	gɐɖalmaʈːat̪ːirkːu
கடவா	gɐɖəʋaː
கடவுச் சீட்டு	gɐɖəʋɪɕːiːʈːɪ
கடவுச்சொல்	kɐɖɐoːʈʂol
கடவுளுக்குப் பின்புறத்திற்சாத்தும்	ɖɐɖəʋuɻukːb pɪn̪pɾɐɕat̪ːɪr ɕaːt̪ːu
கடவுளை	kɐɖaːuɭːai
கடவுள்	gəɖːaui
கடவுள் {ka-da-vul}	kaːɖaa oiː
கடாக்கன்று	kaɖəkəɳɖu
கடி	kəɽiː
கடிகாரம்	t̪əɖɪkaːɾəm
கடிக்காது	gɐɻit̪ːigaːɯ
கடிக்காமல்	gɖigɑːməɭ
கடிக்கிறான்	kɐɖukːiɾaːɳ
கடித	kɐɖiːd̪eː
கடிதம்	kʰaːɖiːd̪əm
கடிதல்	gɖit̪l
கடிதாக	kɦɪdɦɦɛːm
கடிதோச்சி	kəɺidoː˧ːtsʰiː˥˥
கடின	kɐˈɳeːnə
கடினத்தன்மை	kɐɖiːɳɐɖt̪nmɐʋə
கடினமாக்கப் பெற்ற	kɐɖiː nmɑːt kəp peːʈːre
கடினமான	ɑɖɳəmaːn
கடிப்பதா	gɐɖipːd̪ɑː
கடிமணம்	kɐɖiːmən
கடிவது மற	kɐɖiɑɖu maɾə
கடிவாளம்	gɐɖiʋaːɭːum
கடுகளவும்	gɐɖukaːɻɐm
கடுகி	kʌɾˈdiːtʃiː
கடுகு	kɐɽʊh
கடுங்கோபம்	gɖumkoːpum
கடுங்கோல்	kəɖuːnkoːl
கடுஞ்சிக்கல்	kɾˌɯndʒikːəl
கடுஞ்சிவப்பாய்	kəɾiːntɕʰiwːapːai
கடுஞ்சொல்லன்	kɐɖuːnːtɕːɐlːɐnm
கடுதாசி	aɾð̞eð̞asi
கடுந்துன்பம்	gəɖund̪unʋəm
கடுப்பு	kɐɳəpːɯ
கடுப்பே	gɖupːeː
கடுமுனைப்பு	kɐɽɯ̃oːnˈaɪbpːu
கடுமை	əɖumai
கடுமையாக உழை	gɐɖumai̯g ʊɻaɪ
கடுமையும்	gəɖuːmaɪ̯m
கடுமொழியும்	kɐɖɯmoɾiju
கடும்பகல்	gəɖəmugɯ
கடுவன்	gəɖuən
கடுவாய்	kɐɖuːˈvɑːi
கடை	kəɖə
கடைகள்	kʰɐiːgə
கடைக்காரர்	gɖaɪkːaːrɐr
கடைக்காரர்களால்	gɖkːaːrɐɳgɐɻːɑːl
